## 1
## 패스트푸드의 대명사인 햄버거를 고급 요리로 탈바꿈시켰다는 점을 강조한 쉐이크쉑도 이와 통한다.
## <패스트푸드:ORG>의 대명사인 햄버거를 고급 요리로 탈바꿈시켰다는 점을 강조한 쉐이크쉑도 이와 통한다.
패스트푸드	패스트푸드	NNG	B-ORG
## 듀엣 파트너 <규현:PER>(<슈퍼주니어:ORG>)의 가창에 힘을 더 실어줬다.
듀엣	듀엣	NNG	O
_	_	_	O
파트너	파트너	NNG	O
_	_	_	O
규	규	NNG	B-PER
현	현	NNG	I-PER
(	(	SS	O
슈퍼	슈퍼	NNG	B-ORG
주니어	주니어	NNG	I-ORG
)	)	SS	O
의	의	JKG	O
_	_	_	O
가창	가창	NNG	O
에	에	JKB	O
_	_	_	O
힘	힘	NNG	O
을	을	JKO	O
_	_	_	O
더	더	MAG	O
_	_	_	O
실	싣	VV	O
어	어+주	EC+VX	O
줬	었	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 해외선물 계좌는 현대증권 영업점이나 국민 우리 시티 등 7개 시중은행에서 개설할 수 있다.
## 해외선물 계좌는 <현대증권:ORG> 영업점이나 <국민:ORG> <우리:ORG> <시티:ORG> 등 <7개:NOH> 시중은행에서 개설할 수 있다.
해외	해외	NNG	O
선물	선물	NNG	O
_	_	_	O
계좌	계좌	NNG	O
는	는	JX	O
_	_	_	O
현대증권	현대증권	NNP	B-ORG
_	_	_	O
영업	영업	NNG	O
점	점	XSN	O
이나	이나	JC	O
_	_	_	O
국민	국민	NNG	B-ORG
_	_	_	O
우리	우리	NP	B-ORG
_	_	_	O
시티	시티	NNG	B-ORG
_	_	_	O
등	등	NNB	O
_	_	_	O
7	7	SN	B-NOH
개	개	NNB	I-NOH
_	_	_	O
시중은행	시중은행	NNG	O
에서	에서	JKB	O
_	_	_	O
개설할	개설하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 6
## 총무원측 폭력배 동원 혐의/경찰, 조계사 사건 수사
## <총무원:ORG>측 폭력배 동원 혐의/경찰, <조계사:ORG> 사건 수사
총무원	총무원	NNG	B-ORG
측	측	NNB	O
_	_	_	O
폭력배	폭력배	NNG	O
_	_	_	O
동원	동원	NNG	O
_	_	_	O
혐의	혐의	NNG	O
/	/	SP	O
경찰	경찰	NNG	O
,	,	SP	O
_	_	_	O
조계사	조계사	NNG	B-ORG
_	_	_	O
사건	사건	NNG	O
_	_	_	O
수사	수사	NNG	O

## 7
## 삼성전자가 이렇게 거액의 베팅을 한 것은 이례적이다.
## <삼성전자:ORG>가 이렇게 거액의 베팅을 한 것은 이례적이다.
삼성전자	삼성전자	NNP	B-ORG
가	가	JKS	O
_	_	_	O
이렇	이렇	VA	O
게	게	EC	O
_	_	_	O
거액	거액	NNG	O
의	의	JKG	O
_	_	_	O
베팅	베팅	NNG	O
을	을	JKO	O
_	_	_	O
한	하+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
은	은	JX	O
_	_	_	O
이례적	이례적	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 8
## 가토 기자는 “JLPGA 투어에선 많은 나라의 선수들이 뛰고 있다.
## <가토:PER> 기자는 “<JLPGA 투어:POH>에선 많은 나라의 선수들이 뛰고 있다.
가토	가토	NNP	B-PER
_	_	_	O
기자	기자	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
JLPGA	JLPGA	SL	B-POH
_	_	_	I-POH
투어	투어	NNG	I-POH
에선	에서+ㄴ	JKB+JX	O
_	_	_	O
많	많	VA	O
은	은	ETM	O
_	_	_	O
나라	나라	NNG	O
의	의	JKG	O
_	_	_	O
선수	선수	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
뛰	뛰	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 9
## 이봉규는 지난달 29일 TV조선 ‘강적들’에 출연해 박유천 사건 관련된 루머를 언급해 논란이 된 바 있다.
## <이봉규:PER>는 지난달 <29일:DAT> <TV조선:POH> ‘<강적들:POH>’에 출연해 <박유천:PER> 사건 관련된 루머를 언급해 논란이 된 바 있다.
이봉규	이봉규	NNP	B-PER
는	는	JX	O
_	_	_	O
지난달	지난달	NNG	O
_	_	_	O
29	29	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
TV	TV	SL	B-POH
조선	조선	NNP	I-POH
_	_	_	O
‘	‘	SS	O
강적	강적	NNG	B-POH
들	들	XSN	I-POH
’	’	SS	O
에	에	JKB	O
_	_	_	O
출연해	출연하+여	VV+EC	O
_	_	_	O
박유천	박유천	NNP	B-PER
_	_	_	O
사건	사건	NNG	O
_	_	_	O
관련된	관련되+ㄴ	VV+ETM	O
_	_	_	O
루머	루머	NNG	O
를	를	JKO	O
_	_	_	O
언급해	언급하+여	VV+EC	O
_	_	_	O
논란	논란	NNG	O
이	이	JKC	O
_	_	_	O
된	되+ㄴ	VV+ETM	O
_	_	_	O
바	바	NNB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 10
## 당시 이봉규는 업소여성 성폭행 혐의로 피소된 박유천에 대해 이야기하는 과정에서 ‘당시 대세스타 두명이 더 동석했다’는 루머에 대해 언급했고, 사실 확인도 되지 않는 내용을 방송에서 언급했다며 누리꾼들로부터 뭇매를 맞았다.
## 당시 <이봉규:PER>는 업소여성 성폭행 혐의로 피소된 <박유천:PER>에 대해 이야기하는 과정에서 ‘당시 대세스타 <두명:NOH>이 더 동석했다’는 루머에 대해 언급했고, 사실 확인도 되지 않는 내용을 방송에서 언급했다며 누리꾼들로부터 뭇매를 맞았다.
당시	당시	NNG	O
_	_	_	O
이봉규	이봉규	NNP	B-PER
는	는	JX	O
_	_	_	O
업소	업소	NNG	O
여성	여성	NNG	O
_	_	_	O
성폭행	성폭행	NNG	O
_	_	_	O
혐의	혐의	NNG	O
로	로	JKB	O
_	_	_	O
피소된	피소되+ㄴ	VV+ETM	O
_	_	_	O
박유천	박유천	NNP	B-PER
에	에	JKB	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
이야기하	이야기하	VV	O
는	는	ETM	O
_	_	_	O
과정	과정	NNG	O
에서	에서	JKB	O
_	_	_	O
‘	‘	SS	O
당시	당시	NNG	O
_	_	_	O
대세	대세	NNG	O
스타	스타	NNG	O
_	_	_	O
두	두	MM	B-NOH
명	명	NNB	I-NOH
이	이	JKS	O
_	_	_	O
더	더	MAG	O
_	_	_	O
동석	동석하	VV	O
했	었	EP	O
다	다	EF	O
’	’	SS	O
는	는	JX	O
_	_	_	O
루머	루머	NNG	O
에	에	JKB	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
언급	언급하	VV	O
했	였	EP	O
고	고	EC	O
,	,	SP	O
_	_	_	O
사실	사실	MAG	O
_	_	_	O
확인	확인	NNG	O
도	도	JX	O
_	_	_	O
되	되	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
는	는	ETM	O
_	_	_	O
내용	내용	NNG	O
을	을	JKO	O
_	_	_	O
방송	방송	NNG	O
에서	에서	JKB	O
_	_	_	O
언급	언급하	VV	O
했	였	EP	O
다며	다며	EC	O
_	_	_	O
누리	누리	NNG	O
꾼	꾼	XSN	O
들	들	XSN	O
로부터	로부터	JKB	O
_	_	_	O
뭇매	뭇매	NNG	O
를	를	JKO	O
_	_	_	O
맞	맞	VV	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 또한 북미서버에 따르면 5.8패치에 응징자 잭스, 피즈 크로마 팩 스킨이 신규 스킨으로 출시돼 국내에도 적용될 것으로 예상했는데 이번 국내 5.8패치에는 부활한 피들스틱 , 불의 축제 질리언, 악에 물든 제이스 등의 스킨이 신규로 출시되었다.
## 또한 북미서버에 따르면 <5.8패치:NOH>에 <응징자 잭스:PER>, <피즈 크로마:PER> 팩 스킨이 신규 스킨으로 출시돼 국내에도 적용될 것으로 예상했는데 이번 국내 <5.8패치:NOH>에는 부활한 <피들스틱:PER> , <불의 축제 질리언:PER>, <악에 물든 제이스:PER> 등의 스킨이 신규로 출시되었다.
또한	또한	MAG	O
_	_	_	O
북미	북미	NNP	O
서버	서버	NNG	O
에	에	JKB	O
_	_	_	O
따르	따르	VV	O
면	면	EC	O
_	_	_	O
5.8	5.8	SN	B-NOH
패치	패치	NNG	I-NOH
에	에	JKB	O
_	_	_	O
응징	응징	NNG	B-PER
자	자	XSN	I-PER
_	_	_	I-PER
잭스	잭스	NNP	I-PER
,	,	SP	O
_	_	_	O
피즈	피즈	NNP	B-PER
_	_	_	I-PER
크로마	크로마	NNG	I-PER
_	_	_	O
팩	팩	NNG	O
_	_	_	O
스킨	스킨	NNG	O
이	이	JKS	O
_	_	_	O
신규	신규	NNG	O
_	_	_	O
스킨	스킨	NNG	O
으로	으로	JKB	O
_	_	_	O
출시돼	출시되+어	VV+EC	O
_	_	_	O
국내	국내	NNG	O
에	에	JKB	O
도	도	JX	O
_	_	_	O
적용될	적용되+ㄹ	VV+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
예상	예상하	VV	O
했	었	EP	O
는데	는데	EC	O
_	_	_	O
이번	이번	NNG	O
_	_	_	O
국내	국내	NNG	O
_	_	_	O
5.8	5.8	SN	B-NOH
패치	패치	NNG	I-NOH
에	에	JKB	O
는	는	JX	O
_	_	_	O
부활한	부활하+ㄴ	VV+ETM	O
_	_	_	O
피	피	NNG	B-PER
들	들	XSN	I-PER
스틱	스틱	NNG	I-PER
_	_	_	O
,	,	SP	O
_	_	_	O
불	불	NNG	B-PER
의	의	JKG	I-PER
_	_	_	I-PER
축제	축제	NNG	I-PER
_	_	_	I-PER
질리언	질리언	NNP	I-PER
,	,	SP	O
_	_	_	O
악	악	NNG	B-PER
에	에	JKB	I-PER
_	_	_	I-PER
물든	물들+ㄴ	VV+ETM	I-PER
_	_	_	I-PER
제이스	제이스	NNP	I-PER
_	_	_	O
등	등	NNB	O
의	의	JKG	O
_	_	_	O
스킨	스킨	NNG	O
이	이	JKS	O
_	_	_	O
신규	신규	NNG	O
로	로	JKB	O
_	_	_	O
출시되	출시되	VV	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 게임 분야, 특히 소니의 게임기 사용자로 수요가 한정돼 있다는 의미다.
## 게임 분야, 특히 <소니:ORG>의 게임기 사용자로 수요가 한정돼 있다는 의미다.
게임	게임	NNG	O
_	_	_	O
분야	분야	NNG	O
,	,	SP	O
_	_	_	O
특히	특히	MAG	O
_	_	_	O
소니	소니	NNP	B-ORG
의	의	JKG	O
_	_	_	O
게임기	게임기	NNG	O
_	_	_	O
사용자	사용자	NNG	O
로	로	JKB	O
_	_	_	O
수요	수요	NNG	O
가	가	JKS	O
_	_	_	O
한정돼	한정되+어	VV+EC	O
_	_	_	O
있	있	VX	O
다는	다는	ETM	O
_	_	_	O
의미	의미+이	NNG+VCP	O
다	다	EF	O
.	.	SF	O

## 13
## 중국은 이미 두만강변을 따라 15만 병력을 배치해놓고 있다.
## <중국:ORG>은 이미 <두만강변:LOC>을 따라 <15만:NOH> 병력을 배치해놓고 있다.
중국	중국	NNP	B-ORG
은	은	JX	O
_	_	_	O
이미	이미	MAG	O
_	_	_	O
두만강	두만강	NNP	B-LOC
변	변	NNG	I-LOC
을	을	JKO	O
_	_	_	O
따	따르	VV	O
라	아	EC	O
_	_	_	O
15	15	SN	B-NOH
만	만	NR	I-NOH
_	_	_	O
병력	병력	NNG	O
을	을	JKO	O
_	_	_	O
배치해	배치하+여	VV+EC	O
놓	놓	VX	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 14
## 이번 공연을 위해 경기필이 그에게 특별히 의뢰한 작품이다.
## 이번 공연을 위해 <경기필:PER>이 그에게 특별히 의뢰한 작품이다.
이번	이번	NNG	O
_	_	_	O
공연	공연	NNG	O
을	을	JKO	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
경기	경기	NNG	B-PER
필	필	NNB	I-PER
이	이	JKS	O
_	_	_	O
그	그	NP	O
에게	에게	JKB	O
_	_	_	O
특별히	특별히	MAG	O
_	_	_	O
의뢰한	의뢰하+ㄴ	VV+ETM	O
_	_	_	O
작품	작품	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

