## 1
## 이용 승객이 많은 오전 1∼3시에는 최소 배차 간격 25분으로 운행할 예정이다.
## 이용 승객이 많은 <오전 1∼3시:DUR>에는 최소 배차 간격 <25분:NOH>으로 운행할 예정이다.
이용	이용	NNG	O
,	,	SP	O
_	_	_	O
자청비	자청비	NNG	B-PER
,	,	SP	O
_	_	_	O
문	문	NNG	B-PER
도령	도령	NNG	I-PER
,	,	SP	O
_	_	_	O
정수남	정수남	NNP	B-PER
,	,	SP	O
_	_	_	O
대별	대별	NNG	B-PER
이	이	JKS	I-PER
,	,	SP	O
_	_	_	O
소별	소별	NNG	B-PER
이	이	JKS	I-PER
,	,	SP	O
_	_	_	O
오늘	오늘	NNG	B-PER
이	이	JKS	I-PER
…	…	SE	O
.	.	SF	O
’	’	SS	O
_	_	_	O
매우	매우	MAG	O
_	_	_	O
친숙한	친숙하+ㄴ	VA+ETM	O
_	_	_	O
느낌	느낌	NNG	O
의	의	JKG	O
_	_	_	O
이	이	MM	O
_	_	_	O
이름	이름	NNG	O
은	은	JX	O
_	_	_	O
우리	우리	NP	O
_	_	_	O
신화	신화	NNG	O
에	에	JKB	O
_	_	_	O
나오	나오	VV	O
는	는	ETM	O
_	_	_	O
신	신	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
것	것	NNB	O
입니다	이+ㅂ니다	VCP+EF	O
.	.	SF	O

## 4
## 서울 금천구에 사는 박모(55)씨는 부모님께 따로 비용을 부담해야 하는 비싼 폐렴 백신을 접종해 드려야 할지 고민에 빠졌다.
## <서울:LOC> <금천구:LOC>에 사는 <박모:PER>(<55:NOH>)씨는 부모님께 따로 비용을 부담해야 하는 비싼 폐렴 백신을 접종해 드려야 할지 고민에 빠졌다.
서울	서울	NNP	B-LOC
_	_	_	O
금천구	금천구	NNP	B-LOC
에	에	JKB	O
_	_	_	O
사	살	VV	O
는	는	ETM	O
_	_	_	O
박	박	NNP	B-PER
모	모	NP	I-PER
(	(	SS	O
55	55	SN	B-NOH
)	)	SS	O
씨	씨	NNB	O
는	는	JX	O
_	_	_	O
부모님	부모님	NNG	O
께	께	JKB	O
_	_	_	O
따로	따로	MAG	O
_	_	_	O
비용	비용	NNG	O
을	을	JKO	O
_	_	_	O
부담해야	부담하+여야	VV+EC	O
_	_	_	O
하	하	VX	O
는	는	ETM	O
_	_	_	O
비싼	비싸+ㄴ	VA+ETM	O
_	_	_	O
폐렴	폐렴	NNG	O
_	_	_	O
백신	백신	NNG	O
을	을	JKO	O
_	_	_	O
접종해	접종하+여	VV+EC	O
_	_	_	O
드려야	드리+어야	VV+EC	O
_	_	_	O
할지	하+ㄹ지	VX+EC	O
_	_	_	O
고민	고민	NNG	O
에	에	JKB	O
_	_	_	O
빠	빠지	VV	O
졌	었	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 2일 동경에서 수신된 조선중앙통신에 따르면 북한 외교부대변인은 유엔안보리 의장 성명이 발표된데 따른 담화를 발표, 『IAEA사무국이 연료봉의 금후측정을 위한 기술적 가능성이 깨졌다고 선언하거나 안보리 이사회가 이를 구실로 제재를 운운하는등 압력을 가한다면 우리는 이에 대응한 결정적 조치를 취하는 길을 택할 것』이라고 말했다.
## <2일:DAT> <동경:LOC>에서 수신된 <조선중앙통신:ORG>에 따르면 <북한:ORG> <외교부:ORG>대변인은 <유엔안보리:ORG> 의장 성명이 발표된데 따른 담화를 발표, 『<IAEA사무국:ORG>이 연료봉의 금후측정을 위한 기술적 가능성이 깨졌다고 선언하거나 <안보리 이사회:ORG>가 이를 구실로 제재를 운운하는등 압력을 가한다면 우리는 이에 대응한 결정적 조치를 취하는 길을 택할 것』이라고 말했다.
2	2	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
동경	동경	NNP	B-LOC
에서	에서	JKB	O
_	_	_	O
수신된	수신되+ㄴ	VV+ETM	O
_	_	_	O
조선중앙통신	조선중앙통신	NNP	B-ORG
에	에	JKB	O
_	_	_	O
따르	따르	VV	O
면	면	EC	O
_	_	_	O
북한	북한	NNP	B-ORG
_	_	_	O
외교	외교	NNG	B-ORG
부	부	NNG	I-ORG
대변인	대변인	NNG	O
은	은	JX	O
_	_	_	O
유엔	유엔	NNP	B-ORG
안보리	안보리	NNG	I-ORG
_	_	_	O
의장	의장	NNG	O
_	_	_	O
성명	성명	NNG	O
이	이	JKS	O
_	_	_	O
발표된	발표되+ㄴ	VV+ETM	O
데	데	NNB	O
_	_	_	O
따른	따르+ㄴ	VV+ETM	O
_	_	_	O
담화	담화	NNG	O
를	를	JKO	O
_	_	_	O
발표	발표	NNG	O
,	,	SP	O
_	_	_	O
『	『	SS	O
IAEA	IAEA	SL	B-ORG
사무국	사무국	NNG	I-ORG
이	이	JKS	O
_	_	_	O
연료봉	연료봉	NNG	O
의	의	JKG	O
_	_	_	O
금후	금후	NNG	O
측정	측정	NNG	O
을	을	JKO	O
_	_	_	O
위한	위하+ㄴ	VV+ETM	O
_	_	_	O
기술	기술	NNG	O
적	적	XSN	O
_	_	_	O
가능성	가능성	NNG	O
이	이	JKS	O
_	_	_	O
깨	깨지	VV	O
졌	었	EP	O
다고	다고	EC	O
_	_	_	O
선언하	선언하	VV	O
거나	거나	EC	O
_	_	_	O
안보리	안보리	NNG	B-ORG
_	_	_	I-ORG
이사회	이사회	NNG	I-ORG
가	가	JKS	O
_	_	_	O
이	이	NP	O
를	를	JKO	O
_	_	_	O
구실	구실	NNG	O
로	로	JKB	O
_	_	_	O
제재	제재	NNG	O
를	를	JKO	O
_	_	_	O
운운하	운운하	VV	O
는	는	ETM	O
등	등	NNB	O
_	_	_	O
압력	압력	NNG	O
을	을	JKO	O
_	_	_	O
가한다면	가하+ㄴ다면	VV+EC	O
_	_	_	O
우리	우리	NP	O
는	는	JX	O
_	_	_	O
이	이	NP	O
에	에	JKB	O
_	_	_	O
대응한	대응하+ㄴ	VV+ETM	O
_	_	_	O
결정적	결정적	NNG	O
_	_	_	O
조치	조치	NNG	O
를	를	JKO	O
_	_	_	O
취하	취하	VV	O
는	는	ETM	O
_	_	_	O
길	길	NNG	O
을	을	JKO	O
_	_	_	O
택할	택하+ㄹ	VV+ETM	O
_	_	_	O
것	것	NNB	O
』	』	SS	O
이라고	이라고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 스위스의 식품회사 네슬레그룹은 앞으로 해마다 중국에 공장을 1개씩 설립한다는 야심적이고도 장기적인 시장공략계획을 갖고있다.
## <스위스:ORG>의 식품회사 <네슬레:ORG>그룹은 앞으로 해마다 <중국:LOC>에 공장을 <1개:NOH>씩 설립한다는 야심적이고도 장기적인 시장공략계획을 갖고있다.
스위스	스위스	NNP	B-ORG
의	의	JKG	O
_	_	_	O
식품	식품	NNG	O
회사	회사	NNG	O
_	_	_	O
네슬레	네슬레	NNP	B-ORG
그룹	그룹	NNG	O
은	은	JX	O
_	_	_	O
앞	앞	NNG	O
으로	으로	JKB	O
_	_	_	O
해	해	NNG	O
마다	마다	JX	O
_	_	_	O
중국	중국	NNP	B-LOC
에	에	JKB	O
_	_	_	O
공장	공장	NNG	O
을	을	JKO	O
_	_	_	O
1	1	SN	B-NOH
개	개	NNB	I-NOH
씩	씩	XSN	O
_	_	_	O
설립한다는	설립하+ㄴ다는	VV+ETM	O
_	_	_	O
야심적	야심적	NNG	O
이	이	VCP	O
고도	고도	EC	O
_	_	_	O
장기적	장기적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
시장	시장	NNG	O
공략	공략	NNG	O
계획	계획	NNG	O
을	을	JKO	O
_	_	_	O
갖	갖	VV	O
고	고	EC	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 7
## 붙일 수 있는 미러 렌즈 안경. 64만원 프렌시앤머큐리.Half frame 반 무테위쪽에만 프레임이 있는 하프 프레임 안경은 냉철하고 이성적인 카리스마를 지닌다.
## 붙일 수 있는 미러 렌즈 안경. <64만원:MNY> <프렌시앤머큐리:ORG>.Half frame 반 무테위쪽에만 프레임이 있는 하프 프레임 안경은 냉철하고 이성적인 카리스마를 지닌다.
붙일	붙이+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
미러	미러	NNG	O
_	_	_	O
렌즈	렌즈	NNG	O
_	_	_	O
안경	안경	NNG	O
.	.	SF	O
_	_	_	O
64	64	SN	B-MNY
만	만	NR	I-MNY
원	원	NNB	I-MNY
_	_	_	O
프	프	NNP	B-ORG
렌	렌	NNP	I-ORG
시	시	NNG	I-ORG
앤	앤	NNG	I-ORG
머큐리	머큐리	NNP	I-ORG
.	.	SF	O
Half	Half	SL	O
_	_	_	O
frame	frame	SL	O
_	_	_	O
반	반	NNG	O
_	_	_	O
무테	무테	NNG	O
위쪽	위쪽	NNG	O
에	에	JKB	O
만	만	JX	O
_	_	_	O
프레임	프레임	NNG	O
이	이	JKS	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
하프	하프	NNG	O
_	_	_	O
프레임	프레임	NNG	O
_	_	_	O
안경	안경	NNG	O
은	은	JX	O
_	_	_	O
냉철하	냉철하	VA	O
고	고	EC	O
_	_	_	O
이성적	이성적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
카리스마	카리스마	NNG	O
를	를	JKO	O
_	_	_	O
지닌다	지니+ㄴ다	VV+EF	O
.	.	SF	O

## 8
## [책의 향기]날카롭되 유머를 잃지 말길, 버나드 쇼처럼
## [<책의 향기:POH>]날카롭되 유머를 잃지 말길, <버나드 쇼:PER>처럼
[	[	SS	O
책	책	NNG	B-POH
의	의	JKG	I-POH
_	_	_	I-POH
향기	향기	NNG	I-POH
]	]	SS	O
날카롭	날카롭	VA	O
되	되	EC	O
_	_	_	O
유머	유머	NNG	O
를	를	JKO	O
_	_	_	O
잃	잃	VV	O
지	지	EC	O
_	_	_	O
말	말	VX	O
길	기+ㄹ	ETN+JKO	O
,	,	SP	O
_	_	_	O
버나드	버나드	NNP	B-PER
_	_	_	I-PER
쇼	쇼	NNG	I-PER
처럼	처럼	JKB	O

## 9
## 페기다 조직이 동독에서 독일 전역으로 확대되자 당초 AfD가 고전을 면치 못하던 서독 지역에서의 AfD 지지율도 상승세다.
## <페기다:ORG> 조직이 <동독:LOC>에서 <독일:LOC> 전역으로 확대되자 당초 <AfD:ORG>가 고전을 면치 못하던 <서독:LOC> 지역에서의 <AfD:ORG> 지지율도 상승세다.
페기	페기	NNP	B-ORG
다	다	NNG	I-ORG
_	_	_	O
조직	조직	NNG	O
이	이	JKS	O
_	_	_	O
동독	동독	NNP	B-LOC
에서	에서	JKB	O
_	_	_	O
독일	독일	NNP	B-LOC
_	_	_	O
전역	전역	NNG	O
으로	으로	JKB	O
_	_	_	O
확대되	확대되	VV	O
자	자	EC	O
_	_	_	O
당초	당초	NNG	O
_	_	_	O
AfD	AfD	SL	B-ORG
가	가	JKS	O
_	_	_	O
고전	고전	NNG	O
을	을	JKO	O
_	_	_	O
면	면하	VV	O
치	지	EC	O
_	_	_	O
못하	못하	VX	O
던	던	ETM	O
_	_	_	O
서독	서독	NNP	B-LOC
_	_	_	O
지역	지역	NNG	O
에서	에서	JKB	O
의	의	JKG	O
_	_	_	O
AfD	AfD	SL	B-ORG
_	_	_	O
지지율	지지율	NNG	O
도	도	JX	O
_	_	_	O
상승세	상승세+이	NNG+VCP	O
다	다	EF	O
.	.	SF	O

## 10
## ‘송승헌과 열애 유역비’배우 송승헌과 유역비가 열애를 밝힌 가운데 두 사람의 키스신이 새삼 화제다.
## ‘<송승헌:PER>과 열애 <유역비:PER>’배우 <송승헌:PER>과 <유역비:PER>가 열애를 밝힌 가운데 <두 사람:NOH>의 키스신이 새삼 화제다.
‘	‘	SS	O
송승헌	송승헌	NNP	B-PER
과	과	JKB	O
_	_	_	O
열애	열애	NNG	O
_	_	_	O
유역	유역	NNG	B-PER
비	비	XSN	I-PER
’	’	SS	O
배우	배우	NNG	O
_	_	_	O
송승헌	송승헌	NNP	B-PER
과	과	JC	O
_	_	_	O
유역	유역	NNG	B-PER
비	비	NNG	I-PER
가	가	JKS	O
_	_	_	O
열애	열애	NNG	O
를	를	JKO	O
_	_	_	O
밝힌	밝히+ㄴ	VV+ETM	O
_	_	_	O
가운데	가운데	NNG	O
_	_	_	O
두	두	MM	B-NOH
_	_	_	I-NOH
사람	사람	NNG	I-NOH
의	의	JKG	O
_	_	_	O
키스	키스	NNG	O
신	신	NNG	O
이	이	JKS	O
_	_	_	O
새삼	새삼	MAG	O
_	_	_	O
화제	화제+이	NNG+VCP	O
다	다	EF	O
.	.	SF	O

## 11
## 오는 6월 22일 ‘NATURAL BORN TEEN TOP(내츄럴-본 틴탑)’으로 컴백을 예정인 틴탑은 16일 공식 유튜브 채널을 통해 ‘아침부터 아침까지’의 티저 영상을 게재했다.
## 오는 <6월 22일:DAT> ‘<NATURAL BORN TEEN TOP:POH>(<내츄럴-본 틴탑:POH>)’으로 컴백을 예정인 <틴탑:ORG>은 <16일:DAT> 공식 <유튜브:POH> 채널을 통해 ‘<아침부터 아침까지:POH>’의 티저 영상을 게재했다.
오	오	VV	O
는	는	ETM	O
_	_	_	O
6	6	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	I-DAT
22	22	SN	I-DAT
일	일	NNB	I-DAT
_	_	_	O
‘	‘	SS	O
NATURAL	NATURAL	SL	B-POH
_	_	_	I-POH
BORN	BORN	SL	I-POH
_	_	_	I-POH
TEEN	TEEN	SL	I-POH
_	_	_	I-POH
TOP	TOP	SL	I-POH
(	(	SS	O
내츄럴	내츄럴	NNG	B-POH
-	-	SO	I-POH
본	보+ㄴ	VV+ETM	I-POH
_	_	_	I-POH
틴탑	틴탑	NNP	I-POH
)	)	SS	O
’	’	SS	O
으로	으로	JKB	O
_	_	_	O
컴백	컴백	NNG	O
을	을	JKO	O
_	_	_	O
예정	예정	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
틴탑	틴탑	NNP	B-ORG
은	은	JX	O
_	_	_	O
16	16	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
공식	공식	NNG	O
_	_	_	O
유튜브	유튜브	NNP	B-POH
_	_	_	O
채널	채널	NNG	O
을	을	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
‘	‘	SS	O
아침	아침	NNG	B-POH
부터	부터	JX	I-POH
_	_	_	I-POH
아침	아침	NNG	I-POH
까지	까지	JX	I-POH
’	’	SS	O
의	의	JKG	O
_	_	_	O
티저	티저	NNG	O
_	_	_	O
영상	영상	NNG	O
을	을	JKO	O
_	_	_	O
게재	게재하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 노련미는 떨어지지만 디그롬과 신더가드는 90마일대 후반, 시속 160km에 이르는 강속구를 뿌려대며 다저스 타선을 무기력하게 만들었다.
## 노련미는 떨어지지만 <디그롬:PER>과 <신더가드:PER>는 <90마일:NOH>대 후반, <시속 160km:NOH>에 이르는 강속구를 뿌려대며 <다저스:ORG> 타선을 무기력하게 만들었다.
노련미	노련미	NNG	O
는	는	JX	O
_	_	_	O
떨어지	떨어지	VV	O
지만	지만	EC	O
_	_	_	O
디그롬	디그롬	NNG	B-PER
과	과	JC	O
_	_	_	O
신더가드	신더가드	NNP	B-PER
는	는	JX	O
_	_	_	O
90	90	SN	B-NOH
마일	마일	NNB	I-NOH
대	대	XSN	O
_	_	_	O
후반	후반	NNG	O
,	,	SP	O
_	_	_	O
시속	시속	NNG	B-NOH
_	_	_	I-NOH
160	160	SN	I-NOH
km	km	SL	I-NOH
에	에	JKB	O
_	_	_	O
이르	이르	VV	O
는	는	ETM	O
_	_	_	O
강속구	강속구	NNG	O
를	를	JKO	O
_	_	_	O
뿌려	뿌리+어	VV+EC	O
대	대	VX	O
며	며	EC	O
_	_	_	O
다저스	다저스	NNP	B-ORG
_	_	_	O
타선	타선	NNG	O
을	을	JKO	O
_	_	_	O
무기력하	무기력하	VA	O
게	게	EC	O
_	_	_	O
만들	만들	VV	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 또 다른 한은 관계자는 “신용카드와 모바일기기 등 현금을 대체할 수단이 늘어나고 있는 만큼 그 중간 단계로 먼저 동전 사용을 줄여 보자는 취지”라며 “다만 동전 사용을 아예 금지하는 상황은 염두에 두지 않고 있다”고 덧붙였다.
## 또 다른 <한은:ORG> 관계자는 “신용카드와 모바일기기 등 현금을 대체할 수단이 늘어나고 있는 만큼 그 중간 단계로 먼저 동전 사용을 줄여 보자는 취지”라며 “다만 동전 사용을 아예 금지하는 상황은 염두에 두지 않고 있다”고 덧붙였다.
또	또	MAG	O
_	_	_	O
다른	다른	MM	O
_	_	_	O
한은	한은	NNP	B-ORG
_	_	_	O
관계자	관계자	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
신용카드	신용카드	NNG	O
와	와	JC	O
_	_	_	O
모바일	모바일	NNG	O
기기	기기	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
현금	현금	NNG	O
을	을	JKO	O
_	_	_	O
대체할	대체하+ㄹ	VV+ETM	O
_	_	_	O
수단	수단	NNG	O
이	이	JKS	O
_	_	_	O
늘어나	늘어나	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
만큼	만큼	NNB	O
_	_	_	O
그	그	MM	O
_	_	_	O
중간	중간	NNG	O
_	_	_	O
단계	단계	NNG	O
로	로	JKB	O
_	_	_	O
먼저	먼저	MAG	O
_	_	_	O
동전	동전	NNG	O
_	_	_	O
사용	사용	NNG	O
을	을	JKO	O
_	_	_	O
줄	줄이	VV	O
여	어	EC	O
_	_	_	O
보	보	VX	O
자는	자는	ETM	O
_	_	_	O
취지	취지	NNG	O
”	”	SS	O
라며	라며	EC	O
_	_	_	O
“	“	SS	O
다만	다만	MAG	O
_	_	_	O
동전	동전	NNG	O
_	_	_	O
사용	사용	NNG	O
을	을	JKO	O
_	_	_	O
아예	아예	MAG	O
_	_	_	O
금지하	금지하	VV	O
는	는	ETM	O
_	_	_	O
상황	상황	NNG	O
은	은	JX	O
_	_	_	O
염두	염두	NNG	O
에	에	JKB	O
_	_	_	O
두	두	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
덧붙	덧붙이	VV	O
였	었	EP	O
다	다	EF	O
.	.	SF	O

## 14
## 이날 고척돔을 찾은 팬들은 1만446명. 목동구장의 만원 관중(1만2500명)에도 못 미치는 관중이었다.
## 이날 <고척돔:LOC>을 찾은 팬들은 <1만446명:NOH>. <목동구장:LOC>의 만원 관중(<1만2500명:NOH>)에도 못 미치는 관중이었다.
이날	이날	NNG	O
_	_	_	O
고척	고척	NNP	B-LOC
돔	돔	NNG	I-LOC
을	을	JKO	O
_	_	_	O
찾	찾	VV	O
은	은	ETM	O
_	_	_	O
팬	팬	NNG	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
1	1	SN	B-NOH
만	만	NR	I-NOH
446	446	SN	I-NOH
명	명	NNB	I-NOH
.	.	SF	O
_	_	_	O
목동구장	목동구장	NNP	B-LOC
의	의	JKG	O
_	_	_	O
만	만	NR	O
원	원	NNB	O
_	_	_	O
관중	관중	NNG	O
(	(	SS	O
1	1	SN	B-NOH
만	만	NR	I-NOH
2500	2500	SN	I-NOH
명	명	NNB	I-NOH
)	)	SS	O
에	에	JKB	O
도	도	JX	O
_	_	_	O
못	못	MAG	O
_	_	_	O
미치	미치	VV	O
는	는	ETM	O
_	_	_	O
관중	관중	NNG	O
이	이	VCP	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 15
## NC 이호준은 창원에서 KIA 양현종을 상대로 올 시즌 1호 홈런을 기록했다.
## <NC:ORG> <이호준:PER>은 <창원:LOC>에서 <KIA:ORG> <양현종:PER>을 상대로 올 시즌 <1호:NOH> 홈런을 기록했다.
NC	NC	SL	B-ORG
_	_	_	O
이호준	이호준	NNP	B-PER
은	은	JX	O
_	_	_	O
창원	창원	NNP	B-LOC
에서	에서	JKB	O
_	_	_	O
KIA	KIA	SL	B-ORG
_	_	_	O
양현종	양현종	NNP	B-PER
을	을	JKO	O
_	_	_	O
상대	상대	NNG	O
로	로	JKB	O
_	_	_	O
올	올	NNG	O
_	_	_	O
시즌	시즌	NNG	O
_	_	_	O
1	1	SN	B-NOH
호	호	NNB	I-NOH
_	_	_	O
홈런	홈런	NNG	O
을	을	JKO	O
_	_	_	O
기록	기록하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

