## 1
## SH공사는 이런 내용이 포함된 혁신방안을 11일 발표했다.
## <SH공사:ORG>는 이런 내용이 포함된 혁신방안을 <11일:DAT> 발표했다.
SH	SH	SL	B-ORG
박사	박사	NNG	O
팀	팀	NNG	O
(	(	SS	O
심리학	심리학	NNG	O
)	)	SS	O
에	에	JKB	O
_	_	_	O
의뢰	의뢰	NNG	O
,	,	SP	O
_	_	_	O
서울	서울	NNP	B-LOC
에	에	JKB	O
_	_	_	O
사	살	VV	O
는	는	ETM	O
_	_	_	O
국민	국민	NNG	O
학교	학교	NNG	O
_	_	_	O
4	4	SN	B-NOH
∼	∼	SO	O
6	6	SN	B-NOH
학년생	학년생	NNG	O
_	_	_	O
1	1	SN	B-NOH
천	천	NR	I-NOH
1	1	SN	I-NOH
백	백	NR	I-NOH
8	8	SN	I-NOH
명	명	NNB	I-NOH
을	을	JKO	O
_	_	_	O
대상	대상	NNG	O
으로	으로	JKB	O
_	_	_	O
「	「	SS	O
가정	가정	NNG	O
과	과	JC	O
_	_	_	O
학교	학교	NNG	O
환경	환경	NNG	O
에서	에서	JKB	O
_	_	_	O
받	받	VV	O
는	는	ETM	O
_	_	_	O
어린이	어린이	NNG	O
의	의	JKG	O
_	_	_	O
스트레스	스트레스	NNG	O
」	」	SS	O
에	에	JKB	O
_	_	_	O
관해	관하+여	VV+EC	O
_	_	_	O
설문	설문	NNG	O
조사	조사하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 지하철 5·6호선과 공항철도가 만나는 공덕역 인근에 문을 여는 ‘신라스테이 마포’는 지하 3층, 지상 26층 규모로 총 객실은 383개다.
## 지하철 <5:NOH>·<6호선:NOH>과 공항철도가 만나는 <공덕역:LOC> 인근에 문을 여는 ‘<신라스테이 마포:LOC>’는 <지하 3층:NOH>, 지상 <26층:NOH> 규모로 총 객실은 <383개:NOH>다.
지하철	지하철	NNG	O
_	_	_	O
5	5	SN	B-NOH
·	·	SP	O
6	6	SN	B-NOH
호	호	NNB	I-NOH
선	선	XSN	I-NOH
과	과	JC	O
_	_	_	O
공항	공항	NNG	O
철도	철도	NNG	O
가	가	JKS	O
_	_	_	O
만나	만나	VV	O
는	는	ETM	O
_	_	_	O
공덕역	공덕역	NNP	B-LOC
_	_	_	O
인근	인근	NNG	O
에	에	JKB	O
_	_	_	O
문	문	NNG	O
을	을	JKO	O
_	_	_	O
여	열	VV	O
는	는	ETM	O
_	_	_	O
‘	‘	SS	O
신라	신라	NNP	B-LOC
스테이	스테이	NNG	I-LOC
_	_	_	I-LOC
마포	마포	NNP	I-LOC
’	’	SS	O
는	는	JX	O
_	_	_	O
지하	지하	NNG	B-NOH
_	_	_	I-NOH
3	3	SN	I-NOH
층	층	NNG	I-NOH
,	,	SP	O
_	_	_	O
지상	지상	NNG	O
_	_	_	O
26	26	SN	B-NOH
층	층	NNG	I-NOH
_	_	_	O
규모	규모	NNG	O
로	로	JKB	O
_	_	_	O
총	총	XPN	O
_	_	_	O
객실	객실	NNG	O
은	은	JX	O
_	_	_	O
383	383	SN	B-NOH
개	개+이	NNB+VCP	I-NOH
다	다	EF	O
.	.	SF	O

## 10
## 분야별로는 개발행위, 건축분야 등에 대한 법령해석, 인허가 관련 내용이 전체 165건 중 78건에 달하는 등 가장 많은 비중을 차지하고 있다.
## 분야별로는 개발행위, 건축분야 등에 대한 법령해석, 인허가 관련 내용이 전체 <165건:NOH> 중 <78건:NOH>에 달하는 등 가장 많은 비중을 차지하고 있다.
분야	분야	NNG	O
별	별	XSN	O
로	로	JKB	O
는	는	JX	O
_	_	_	O
개발	개발	NNG	O
행위	행위	NNG	O
,	,	SP	O
_	_	_	O
건축	건축	NNG	O
분야	분야	NNG	O
_	_	_	O
등	등	NNB	O
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
법령	법령	NNG	O
해석	해석	NNG	O
,	,	SP	O
_	_	_	O
인	인	NNG	O
허가	허가	NNG	O
_	_	_	O
관련	관련	NNG	O
_	_	_	O
내용	내용	NNG	O
이	이	JKS	O
_	_	_	O
전체	전체	NNG	O
_	_	_	O
165	165	SN	B-NOH
건	건	NNB	I-NOH
_	_	_	O
중	중	NNP	O
_	_	_	O
78	78	SN	B-NOH
건	건	NNB	I-NOH
에	에	JKB	O
_	_	_	O
달하	달하	VV	O
는	는	ETM	O
_	_	_	O
등	등	NNB	O
_	_	_	O
가장	가장	MAG	O
_	_	_	O
많	많	VA	O
은	은	ETM	O
_	_	_	O
비중	비중	NNG	O
을	을	JKO	O
_	_	_	O
차지하	차지하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 11
## 사례를 살펴보면, 공장증설에 어려움을 겪고 있는 사안은 지구단위계획 수립을 통해 해결하도록 하는 등 개발행위 관련 고질민원 35건을 해결했다.
## 사례를 살펴보면, 공장증설에 어려움을 겪고 있는 사안은 지구단위계획 수립을 통해 해결하도록 하는 등 개발행위 관련 고질민원 <35건:NOH>을 해결했다.
사례	사례	NNG	O
를	를	JKO	O
_	_	_	O
살펴보	살펴보	VV	O
면	면	EC	O
,	,	SP	O
_	_	_	O
공장	공장	NNG	O
증설	증설	NNG	O
에	에	JKB	O
_	_	_	O
어려움	어려움	NNG	O
을	을	JKO	O
_	_	_	O
겪	겪	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
사안	사안	NNG	O
은	은	JX	O
_	_	_	O
지구	지구	NNG	O
단위	단위	NNG	O
계획	계획	NNG	O
_	_	_	O
수립	수립	NNG	O
을	을	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
해결하	해결하	VV	O
도록	도록	EC	O
_	_	_	O
하	하	VX	O
는	는	ETM	O
_	_	_	O
등	등	NNB	O
_	_	_	O
개발	개발	NNG	O
행위	행위	NNG	O
_	_	_	O
관련	관련	NNG	O
_	_	_	O
고질	고질	NNG	O
민원	민원	NNG	O
_	_	_	O
35	35	SN	B-NOH
건	건	NNB	I-NOH
을	을	JKO	O
_	_	_	O
해결	해결하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 한국외국어대는 2016학년도 수시모집에서 학생부교과전형으로 전년도에 비해 55명 확대된 430명(일반트랙 기준)을 선발한다.
## <한국외국어대:ORG>는 <2016학년도:DUR> 수시모집에서 학생부교과전형으로 전년도에 비해 <55명:NOH> 확대된 <430명:NOH>(일반트랙 기준)을 선발한다.
한국외국어대	한국외국어대	NNP	B-ORG
는	는	JX	O
_	_	_	O
2016	2016	SN	B-DUR
학년도	학년도	NNG	I-DUR
_	_	_	O
수시	수시	NNG	O
모집	모집	NNG	O
에서	에서	JKB	O
_	_	_	O
학생	학생	NNG	O
부	부	NNG	O
교과	교과	NNG	O
전형	전형	NNG	O
으로	으로	JKB	O
_	_	_	O
전년도	전년도	NNG	O
에	에	JKB	O
_	_	_	O
비해	비하+여	VV+EC	O
_	_	_	O
55	55	SN	B-NOH
명	명	NNB	I-NOH
_	_	_	O
확대된	확대되+ㄴ	VV+ETM	O
_	_	_	O
430	430	SN	B-NOH
명	명	NNB	I-NOH
(	(	SS	O
일반	일반	NNG	O
트랙	트랙	NNG	O
_	_	_	O
기준	기준	NNG	O
)	)	SS	O
을	을	JKO	O
_	_	_	O
선발한다	선발하+ㄴ다	VV+EF	O
.	.	SF	O

## 13
## ▼ 구남과여라이딩스텔라 줄리아하트 로로스 신현희와김루트 ▼ 사계절 닮은 인디밴드 4팀. 31일 오후 7시 서울 마포구 어울마당로 롤링홀. 3만3000원. 02-325-6071여름-가을-겨울-봄. ♥♥♥♡ ▼ 9와 숫자들+윤덕원 ▼ 지난해 신작에서 한국적 모던 록의 한 꼭짓점을 보여준 밴드, 브로콜리너마저 출신의 90년대식 감성 팝 싱어송라이터를 만나다.
## ▼ <구남과여라이딩스텔라:ORG> <줄리아하트:ORG> <로로스:ORG> <신현희와김루트:ORG> ▼ 사계절 닮은 인디밴드 <4팀:NOH>. <31일:DAT> <오후 7시:TIM> <서울:LOC> <마포구:LOC> <어울마당로:ORG> <롤링홀:LOC>. <3만3000원:MNY>. <02-325-6071:POH>여름-가을-겨울-봄. ♥♥♥♡ ▼ <9와 숫자들:ORG>+<윤덕원:PER> ▼ 지난해 신작에서 한국적 모던 록의 한 꼭짓점을 보여준 밴드, <브로콜리너마저:ORG> 출신의 <90년대:DUR>식 감성 팝 싱어송라이터를 만나다.
▼	▼	SW	O
_	_	_	O
구	구	NNG	B-ORG
남과여	남과여	NNP	I-ORG
라이딩	라이딩	NNG	I-ORG
스텔라	스텔라	NNP	I-ORG
_	_	_	O
줄리아	줄리아	NNP	B-ORG
하트	하트	NNG	I-ORG
_	_	_	O
로로스	로로스	NNP	B-ORG
_	_	_	O
신현희	신현희	NNP	B-ORG
와	와	JC	I-ORG
김	김	NNP	I-ORG
루트	루트	NNG	I-ORG
_	_	_	O
▼	▼	SW	O
_	_	_	O
사계절	사계절	NNG	O
_	_	_	O
닮	닮	VV	O
은	은	ETM	O
_	_	_	O
인디	인디	NNG	O
밴드	밴드	NNG	O
_	_	_	O
4	4	SN	B-NOH
팀	팀	NNG	I-NOH
.	.	SF	O
_	_	_	O
31	31	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
오후	오후	NNG	B-TIM
_	_	_	I-TIM
7	7	SN	I-TIM
시	시	NNB	I-TIM
_	_	_	O
서울	서울	NNP	B-LOC
_	_	_	O
마포구	마포구	NNP	B-LOC
_	_	_	O
어울마당	어울마당	NNG	B-ORG
로	로	JKB	I-ORG
_	_	_	O
롤링	롤링	NNG	B-LOC
홀	홀	NNG	I-LOC
.	.	SF	O
_	_	_	O
3	3	SN	B-MNY
만	만	NR	I-MNY
3000	3000	SN	I-MNY
원	원	NNB	I-MNY
.	.	SF	O
_	_	_	O
02	02	SN	B-POH
-	-	SO	I-POH
325	325	SN	I-POH
-	-	SO	I-POH
6071	6071	SN	I-POH
여름	여름	NNG	O
-	-	SO	O
가을	가을	NNG	O
-	-	SO	O
겨울	겨울	NNG	O
-	-	SO	O
봄	봄	NNG	O
.	.	SF	O
_	_	_	O
♥	♥	SW	O
♥	♥	SW	O
♥	♥	SW	O
♡	♡	SW	O
_	_	_	O
▼	▼	SW	O
_	_	_	O
9	9	SN	B-ORG
와	와	JC	I-ORG
_	_	_	I-ORG
숫자	숫자	NNG	I-ORG
들+	들++	XSN+SW	O
윤덕원	윤덕원	NNP	B-PER
_	_	_	O
▼	▼	SW	O
_	_	_	O
지난해	지난해	NNG	O
_	_	_	O
신작	신작	NNG	O
에서	에서	JKB	O
_	_	_	O
한국	한국	NNP	O
적	적	NNG	O
_	_	_	O
모던	모던	NNG	O
_	_	_	O
록	록	NNG	O
의	의	JKG	O
_	_	_	O
한	한	NNP	O
_	_	_	O
꼭짓점	꼭짓점	NNG	O
을	을	JKO	O
_	_	_	O
보	보이	VV	O
여	어	EC	O
준	주+ㄴ	VX+ETM	O
_	_	_	O
밴드	밴드	NNG	O
,	,	SP	O
_	_	_	O
브로콜리	브로콜리	NNG	B-ORG
너	너	NP	I-ORG
마저	마저	JX	I-ORG
_	_	_	O
출신	출신	NNG	O
의	의	JKG	O
_	_	_	O
90	90	SN	B-DUR
년대	년대	NNB	I-DUR
식	식	XSN	O
_	_	_	O
감성	감성	NNG	O
_	_	_	O
팝	팝	NNG	O
_	_	_	O
싱어송라이터	싱어송라이터	NNG	O
를	를	JKO	O
_	_	_	O
만나	만나	VV	O
다	다	EF	O
.	.	SF	O

## 14
## 2월 1일 오후 6시 서울 마포구 홍익로 레진코믹스 브이홀. 예매 4만9000원, 현장구매 5만5000원. 02-338-0958겨울이란 결국 끝날 테니까. ♥♥♥♥ ▼ 마이클 부블레 ▼ 21세기형 프랭크 시내트라, 캐나다 재즈 팝 가수의 첫 내한 무대. 2월 4일 오후 8시 서울 송파구 올림픽로 잠실실내체육관. 9만9000∼25만3000원. 02-371-8380밸런타인데이를 딱 열흘 앞당기러 오는 남자. ♥♥♥♥
## <2월 1일:DAT> <오후 6시:TIM> <서울:LOC> <마포구:LOC> <홍익로:LOC> <레진코믹스 브이홀:LOC>. 예매 <4만9000원:MNY>, 현장구매 <5만5000원:MNY>. <02-338-0958:POH>겨울이란 결국 끝날 테니까. ♥♥♥♥ ▼ <마이클 부블레:PER> ▼ <21세기:DUR>형 프랭크 시내트라, <캐나다:LOC> 재즈 팝 가수의 첫 내한 무대. <2월 4일:DAT> <오후 8시:TIM> <서울:LOC> <송파구:LOC> <올림픽로:LOC> <잠실실내체육관:LOC>. <9만9000:MNY>∼<25만3000원:MNY>. <02-371-8380:POH><밸런타인데이:DAT>를 딱 열흘 앞당기러 오는 남자. ♥♥♥♥
2	2	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	I-DAT
1	1	SN	I-DAT
일	일	NNB	I-DAT
_	_	_	O
오후	오후	NNG	B-TIM
_	_	_	I-TIM
6	6	SN	I-TIM
시	시	NNB	I-TIM
_	_	_	O
서울	서울	NNP	B-LOC
_	_	_	O
마포구	마포구	NNP	B-LOC
_	_	_	O
홍익	홍익	NNG	B-LOC
로	로	JKB	I-LOC
_	_	_	O
레진	레진	NNG	B-LOC
코믹스	코믹스	NNG	I-LOC
_	_	_	I-LOC
브이	브이	NNG	I-LOC
홀	홀	NNG	I-LOC
.	.	SF	O
_	_	_	O
예매	예매	NNG	O
_	_	_	O
4	4	SN	B-MNY
만	만	NR	I-MNY
9000	9000	SN	I-MNY
원	원	NNB	I-MNY
,	,	SP	O
_	_	_	O
현장	현장	NNG	O
구매	구매	NNG	O
_	_	_	O
5	5	SN	B-MNY
만	만	NR	I-MNY
5000	5000	SN	I-MNY
원	원	NNB	I-MNY
.	.	SF	O
_	_	_	O
02	02	SN	B-POH
-	-	SO	I-POH
338	338	SN	I-POH
-	-	SO	I-POH
0958	0958	SN	I-POH
겨울	겨울	NNG	O
이란	이란	JX	O
_	_	_	O
결국	결국	NNG	O
_	_	_	O
끝날	끝나+ㄹ	VV+ETM	O
_	_	_	O
테	터+이	NNB+VCP	O
니까	니까	EF	O
.	.	SF	O
_	_	_	O
♥	♥	SW	O
♥	♥	SW	O
♥	♥	SW	O
♥	♥	SW	O
_	_	_	O
▼	▼	SW	O
_	_	_	O
마이클	마이클	NNP	B-PER
_	_	_	I-PER
부블레	부블레	NNG	I-PER
_	_	_	O
▼	▼	SW	O
_	_	_	O
21	21	SN	B-DUR
세기	세기	NNG	I-DUR
형	형	XSN	O
_	_	_	O
프랭크	프랭크	NNP	O
_	_	_	O
시내트라	시내트라	NNP	O
,	,	SP	O
_	_	_	O
캐나다	캐나다	NNP	B-LOC
_	_	_	O
재즈	재즈	NNG	O
_	_	_	O
팝	팝	NNG	O
_	_	_	O
가수	가수	NNG	O
의	의	JKG	O
_	_	_	O
첫	첫	MM	O
_	_	_	O
내한	내한	NNG	O
_	_	_	O
무대	무대	NNG	O
.	.	SF	O
_	_	_	O
2	2	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	I-DAT
4	4	SN	I-DAT
일	일	NNB	I-DAT
_	_	_	O
오후	오후	NNG	B-TIM
_	_	_	I-TIM
8	8	SN	I-TIM
시	시	NNB	I-TIM
_	_	_	O
서울	서울	NNP	B-LOC
_	_	_	O
송파구	송파구	NNP	B-LOC
_	_	_	O
올림픽	올림픽	NNG	B-LOC
로	로	XSN	I-LOC
_	_	_	O
잠실실내체육관	잠실실내체육관	NNP	B-LOC
.	.	SF	O
_	_	_	O
9	9	SN	B-MNY
만	만	NR	I-MNY
9000	9000	SN	I-MNY
∼	∼	SO	O
25	25	SN	B-MNY
만	만	NR	I-MNY
3000	3000	SN	I-MNY
원	원	NNB	I-MNY
.	.	SF	O
_	_	_	O
02	02	SN	B-POH
-	-	SO	I-POH
371	371	SN	I-POH
-	-	SO	I-POH
8380	8380	SN	I-POH
밸런타인데이	밸런타인데이	NNG	B-DAT
를	를	JKO	O
_	_	_	O
딱	딱	MAG	O
_	_	_	O
열흘	열흘	NNG	O
_	_	_	O
앞당기	앞당기	VV	O
러	러	EC	O
_	_	_	O
오	오	VV	O
는	는	ETM	O
_	_	_	O
남자	남자	NNG	O
.	.	SF	O
_	_	_	O
♥	♥	SW	O
♥	♥	SW	O
♥	♥	SW	O
♥	♥	SW	O

## 15
## 1989년 설립된 우정비에스씨는 바이오멸균과 생명공학연구 전문 기업으로 전체 직원 76명 가운데 45명이 청년일 정도로 ‘젊은 회사’이자 고용부가 선정한 청년친화강소기업이다.
## <1989년:DAT> 설립된 <우정비에스씨:ORG>는 바이오멸균과 생명공학연구 전문 기업으로 전체 직원 <76명:NOH> 가운데 <45명:NOH>이 청년일 정도로 ‘젊은 회사’이자 <고용부:ORG>가 선정한 청년친화강소기업이다.
1989	1989	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
설립된	설립되+ㄴ	VV+ETM	O
_	_	_	O
우정	우정	NNG	B-ORG
비에스	비에스	NNP	I-ORG
씨	씨	NNB	I-ORG
는	는	JX	O
_	_	_	O
바이오	바이오	NNG	O
멸균	멸균	NNG	O
과	과	JC	O
_	_	_	O
생명	생명	NNG	O
공학	공학	NNG	O
연구	연구	NNG	O
_	_	_	O
전문	전문	NNG	O
_	_	_	O
기업	기업	NNG	O
으로	으로	JKB	O
_	_	_	O
전체	전체	NNG	O
_	_	_	O
직원	직원	NNG	O
_	_	_	O
76	76	SN	B-NOH
명	명	NNB	I-NOH
_	_	_	O
가운데	가운데	NNG	O
_	_	_	O
45	45	SN	B-NOH
명	명	NNB	I-NOH
이	이	JKS	O
_	_	_	O
청년	청년	NNG	O
일	이+ㄹ	VCP+ETM	O
_	_	_	O
정도	정도	NNG	O
로	로	JKB	O
_	_	_	O
‘	‘	SS	O
젊	젊	VA	O
은	은	ETM	O
_	_	_	O
회사	회사	NNG	O
’	’	SS	O
이	이	VCP	O
자	자	EC	O
_	_	_	O
고용	고용	NNG	B-ORG
부가	부가	NNG	O
_	_	_	O
선정한	선정하+ㄴ	VV+ETM	O
_	_	_	O
청년	청년	NNG	O
친	친	XPN	O
화강	화강	NNG	O
소기업	소기업	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 16
## 20억원이 불행의 씨앗이었다.
