## 1
## 식사비용은 현행 공무원 행동 강령(3만 원)을 그대로 적용했다.
## 식사비용은 현행 공무원 행동 강령(<3만 원:MNY>)을 그대로 적용했다.
식사	식사	NNG	O
대기업	대기업	NNG	O
들	들	XSN	O
도	도	JX	O
_	_	_	O
받아들이	받아들이	VV	O
는	는	ETM	O
_	_	_	O
추세	추세	NNG	O
”	”+이	SS+VCP	O
라며	라며	EC	O
_	_	_	O
“	“	SS	O
채용	채용	NNG	O
_	_	_	O
규모	규모	NNG	O
를	를	JKO	O
_	_	_	O
줄이	줄이	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
는	는	ETM	O
_	_	_	O
대신	대신	NNG	O
_	_	_	O
채용	채용	NNG	O
을	을	JKO	O
_	_	_	O
신중하	신중하	VA	O
게	게	EC	O
_	_	_	O
해	해	NNG	O
_	_	_	O
퇴사	퇴사	NNG	O
자	자	XSN	O
를	를	JKO	O
_	_	_	O
막	막	VV	O
는	는	ETM	O
_	_	_	O
방식	방식	NNG	O
으로	으로	JKB	O
_	_	_	O
전체	전체	NNG	O
_	_	_	O
비용	비용	NNG	O
을	을	JKO	O
_	_	_	O
절감하	절감하	VV	O
겠	겠	EP	O
다는	다는	ETM	O
_	_	_	O
전략	전략	NNG	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 4
## 10대 그룹 공채는 다음달 초에 시작된다.
## <10대:NOH> 그룹 공채는 다음달 초에 시작된다.
10	10	SN	B-NOH
대	대	NNB	I-NOH
_	_	_	O
그룹	그룹	NNG	O
_	_	_	O
공채	공채	NNG	O
는	는	JX	O
_	_	_	O
다음	다음	NNG	O
달	달	NNG	O
_	_	_	O
초	초	NNB	O
에	에	JKB	O
_	_	_	O
시작된다	시작되+ㄴ다	VV+EF	O
.	.	SF	O

## 5
## 3년 전 서울에서 외국계 회사에 다니다
## <3년:NOH> 전 <서울:LOC>에서 외국계 회사에 다니다
3	3	SN	B-NOH
년	년	NNB	I-NOH
_	_	_	O
전	전	NNG	O
_	_	_	O
서울	서울	NNP	B-LOC
에서	에서	JKB	O
_	_	_	O
외국	외국	NNG	O
계	계	XSN	O
_	_	_	O
회사	회사	NNG	O
에	에	JKB	O
_	_	_	O
다니	다니	VV	O
다	다	EF	O

## 6
## 더민주당 김부겸 예비후보가 총선 관련 여론조사에서 한동안 앞서가며 ‘당선 가능성’을 보여준 것. 김 후보는 2012년 4월 19대 총선 당시 수성갑에 출마해 40% 넘는 득표율을 기록하며 가능성을 보여줬고, 2014년 6월 전국동시지방선거 당시 대구시장 선거에 출마했다.
## <더민주당:ORG> <김부겸:PER> 예비후보가 총선 관련 여론조사에서 한동안 앞서가며 ‘당선 가능성’을 보여준 것. <김:PER> 후보는 <2012년 4월:DAT> <19대:NOH> 총선 당시 수성갑에 출마해 <40%:PNT> 넘는 득표율을 기록하며 가능성을 보여줬고, <2014년 6월:DAT> <전국동시지방선거:POH> 당시 대구시장 선거에 출마했다.
더	더	MAG	B-ORG
민주당	민주당	NNP	I-ORG
_	_	_	O
김부겸	김부겸	NNP	B-PER
_	_	_	O
예비	예비	NNG	O
후보	후보	NNG	O
가	가	JKS	O
_	_	_	O
총선	총선	NNG	O
_	_	_	O
관련	관련	NNG	O
_	_	_	O
여론	여론	NNG	O
조사	조사	NNG	O
에서	에서	JKB	O
_	_	_	O
한동안	한동안	NNG	O
_	_	_	O
앞서	앞서+어	VV+EC	O
가	가	VX	O
며	며	EC	O
_	_	_	O
‘	‘	SS	O
당선	당선	NNG	O
_	_	_	O
가능성	가능성	NNG	O
’	’	SS	O
을	을	JKO	O
_	_	_	O
보	보이	VV	O
여	어	EC	O
준	주+ㄴ	VX+ETM	O
_	_	_	O
것	것	NNB	O
.	.	SF	O
_	_	_	O
김	김	NNP	B-PER
_	_	_	O
후보	후보	NNG	O
는	는	JX	O
_	_	_	O
2012	2012	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	I-DAT
4	4	SN	I-DAT
월	월	NNB	I-DAT
_	_	_	O
19	19	SN	B-NOH
대	대	NNB	I-NOH
_	_	_	O
총선	총선	NNG	O
_	_	_	O
당시	당시	NNG	O
_	_	_	O
수성	수성	NNP	O
갑	갑	NNG	O
에	에	JKB	O
_	_	_	O
출마해	출마하+여	VV+EC	O
_	_	_	O
40	40	SN	B-PNT
%	%	SW	I-PNT
_	_	_	O
넘	넘	VV	O
는	는	ETM	O
_	_	_	O
득표율	득표율	NNG	O
을	을	JKO	O
_	_	_	O
기록하	기록하	VV	O
며	며	EC	O
_	_	_	O
가능성	가능성	NNG	O
을	을	JKO	O
_	_	_	O
보	보이	VV	O
여	어+주	EC+VX	O
줬	었	EP	O
고	고	EC	O
,	,	SP	O
_	_	_	O
2014	2014	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	I-DAT
6	6	SN	I-DAT
월	월	NNB	I-DAT
_	_	_	O
전국	전국	NNG	B-POH
동시	동시	NNG	I-POH
지방	지방	NNG	I-POH
선거	선거	NNG	I-POH
_	_	_	O
당시	당시	NNG	O
_	_	_	O
대구	대구	NNP	O
시장	시장	NNG	O
_	_	_	O
선거	선거	NNG	O
에	에	JKB	O
_	_	_	O
출마	출마하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 7
## [연예 뉴스 스테이션] 가수 싸이, 개인방송서 신곡 일부 첫 공개
## [연예 뉴스 스테이션] 가수 <싸이:PER>, 개인방송서 신곡 일부 첫 공개
[	[	SS	O
연예	연예	NNG	O
_	_	_	O
뉴스	뉴스	NNG	O
_	_	_	O
스테이션	스테이션	NNG	O
]	]	SS	O
_	_	_	O
가수	가수	NNG	O
_	_	_	O
싸이	싸이	NNP	B-PER
,	,	SP	O
_	_	_	O
개인	개인	NNG	O
방송	방송	NNG	O
서	서	JKB	O
_	_	_	O
신곡	신곡	NNP	O
_	_	_	O
일부	일부	NNG	O
_	_	_	O
첫	첫	MM	O
_	_	_	O
공개	공개	NNG	O

## 8
## 국왕 수행 인원은 왕자와 각료, 기업 간부 등 1000명을 넘어 비행기 10기에 나눠타고 방일한 것으로 파악됐다.
## 국왕 수행 인원은 왕자와 각료, 기업 간부 등 <1000명:NOH>을 넘어 비행기 <10기:NOH>에 나눠타고 방일한 것으로 파악됐다.
국왕	국왕	NNG	O
_	_	_	O
수행	수행	NNG	O
_	_	_	O
인원	인원	NNG	O
은	은	JX	O
_	_	_	O
왕자	왕자	NNG	O
와	와	JC	O
_	_	_	O
각료	각료	NNG	O
,	,	SP	O
_	_	_	O
기업	기업	NNG	O
_	_	_	O
간부	간부	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
1000	1000	SN	B-NOH
명	명	NNB	I-NOH
을	을	JKO	O
_	_	_	O
넘	넘	VV	O
어	어	EC	O
_	_	_	O
비행기	비행기	NNG	O
_	_	_	O
10	10	SN	B-NOH
기	기	NNG	I-NOH
에	에	JKB	O
_	_	_	O
나눠	나누+어	VV+EC	O
타	타	VV	O
고	고	EC	O
_	_	_	O
방	방	NNG	O
일	일	NNP	O
한	하+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
파악	파악되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 삼성의 금융 계열사들은 삼성전자 지분을 총 8.87%(삼성생명 7.55%, 삼성화재 1.32%) 갖고 있다.
## <삼성:ORG>의 금융 계열사들은 <삼성전자:ORG> 지분을 총 <8.87%:PNT>(<삼성생명:ORG> <7.55%:PNT>, <삼성화재:ORG> <1.32%:PNT>) 갖고 있다.
삼성	삼성	NNP	B-ORG
의	의	JKG	O
_	_	_	O
금융	금융	NNG	O
_	_	_	O
계열사	계열사	NNG	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
삼성전자	삼성전자	NNP	B-ORG
_	_	_	O
지분	지분	NNG	O
을	을	JKO	O
_	_	_	O
총	총	MM	O
_	_	_	O
8.87	8.87	SN	B-PNT
%	%	SW	I-PNT
(	(	SS	O
삼성생명	삼성생명	NNP	B-ORG
_	_	_	O
7.55	7.55	SN	B-PNT
%	%	SW	I-PNT
,	,	SP	O
_	_	_	O
삼성화재	삼성화재	NNP	B-ORG
_	_	_	O
1.32	1.32	SN	B-PNT
%	%	SW	I-PNT
)	)	SS	O
_	_	_	O
갖	갖	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 10
## 매년 2500억∼2800억 원의 매출에 200억 원이 넘는 영업이익을 올려 포상휴가를 다녀온 것 아니냐는 지적에 옥시 관계자는 “태국 지사와의 비즈니스 미팅이었다”고 해명했다.
## 매년 <2500억:MNY>∼<2800억 원:MNY>의 매출에 <200억 원:MNY>이 넘는 영업이익을 올려 포상휴가를 다녀온 것 아니냐는 지적에 <옥시:ORG> 관계자는 “<태국:ORG> 지사와의 비즈니스 미팅이었다”고 해명했다.
매년	매년	MAG	O
_	_	_	O
2500	2500	SN	B-MNY
억	억	NR	I-MNY
∼	∼	SO	O
2800	2800	SN	B-MNY
억	억	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
의	의	JKG	O
_	_	_	O
매출	매출	NNG	O
에	에	JKB	O
_	_	_	O
200	200	SN	B-MNY
억	억	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
이	이	JKS	O
_	_	_	O
넘	넘	VV	O
는	는	ETM	O
_	_	_	O
영업이익	영업이익	NNG	O
을	을	JKO	O
_	_	_	O
올려	올리+어	VV+EC	O
_	_	_	O
포상	포상	NNG	O
휴가	휴가	NNG	O
를	를	JKO	O
_	_	_	O
다녀온	다녀오+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
_	_	_	O
아니	아니	VCN	O
냐는	냐는	ETM	O
_	_	_	O
지적	지적	NNG	O
에	에	JKB	O
_	_	_	O
옥시	옥시	NNG	B-ORG
_	_	_	O
관계자	관계자	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
태국	태국	NNP	B-ORG
_	_	_	O
지사	지사	NNG	O
와	와	JKB	O
의	의	JKG	O
_	_	_	O
비즈니스	비즈니스	NNG	O
_	_	_	O
미팅	미팅	NNG	O
이	이	VCP	O
었	었	EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
해명	해명하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 세계 30개국 지도자와 19개국 정부 대표, 유엔 등 10개 국제기구 수장들이 지켜보는 가운데 중국은 1만2000명의 정예병력과 최첨단 미사일과 전투기를 총출동시켜 중국의 물리적 힘을 과시하게 된다.
## 세계 <30개국:NOH> 지도자와 <19개국:NOH> 정부 대표, <유엔:ORG> 등 <10개:NOH> 국제기구 수장들이 지켜보는 가운데 <중국:ORG>은 <1만2000명:NOH>의 정예병력과 최첨단 미사일과 전투기를 총출동시켜 <중국:ORG>의 물리적 힘을 과시하게 된다.
세계	세계	NNG	O
_	_	_	O
30	30	SN	B-NOH
개국	개국	NNB	I-NOH
_	_	_	O
지도자	지도자	NNG	O
와	와	JC	O
_	_	_	O
19	19	SN	B-NOH
개국	개국	NNB	I-NOH
_	_	_	O
정부	정부	NNG	O
_	_	_	O
대표	대표	NNG	O
,	,	SP	O
_	_	_	O
유엔	유엔	NNP	B-ORG
_	_	_	O
등	등	NNB	O
_	_	_	O
10	10	SN	B-NOH
개	개	NNB	I-NOH
_	_	_	O
국제기구	국제기구	NNG	O
_	_	_	O
수장	수장	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
지켜보	지켜보	VV	O
는	는	ETM	O
_	_	_	O
가운데	가운데	NNG	O
_	_	_	O
중국	중국	NNP	B-ORG
은	은	JX	O
_	_	_	O
1	1	SN	B-NOH
만	만	NR	I-NOH
2000	2000	SN	I-NOH
명	명	NNB	I-NOH
의	의	JKG	O
_	_	_	O
정예	정예	NNG	O
병력	병력	NNG	O
과	과	JC	O
_	_	_	O
최첨단	최첨단	NNG	O
_	_	_	O
미사일	미사일	NNG	O
과	과	JC	O
_	_	_	O
전투기	전투기	NNG	O
를	를	JKO	O
_	_	_	O
총출동	총출동	NNG	O
시켜	시키+어	XSV+EC	O
_	_	_	O
중국	중국	NNP	B-ORG
의	의	JKG	O
_	_	_	O
물리적	물리적	NNG	O
_	_	_	O
힘	힘	NNG	O
을	을	JKO	O
_	_	_	O
과시하	과시하	VV	O
게	게	EC	O
_	_	_	O
된다	되+ㄴ다	VV+EF	O
.	.	SF	O

## 12
## 이와 함께 전기차 핵심 부품인 배터리를 생산하는 LG화학은 세계 최고 기술력과 신뢰성을 바탕으로 세계 10대 완성차 업체 중 6곳을 고객사로 확보했으며, 20여 곳의 완성차 업체로부터 수백만 대의 차량에 탑재할 배터리 공급계약을 체결한 상태다.
## 이와 함께 전기차 핵심 부품인 배터리를 생산하는 <LG화학:ORG>은 세계 최고 기술력과 신뢰성을 바탕으로 세계 <10대:NOH> 완성차 업체 중 <6곳:NOH>을 고객사로 확보했으며, <20여:NOH> 곳의 완성차 업체로부터 <수백만 대:NOH>의 차량에 탑재할 배터리 공급계약을 체결한 상태다.
이	이	NP	O
와	와	JKB	O
_	_	_	O
함께	함께	MAG	O
_	_	_	O
전기	전기	NNG	O
차	차	NNG	O
_	_	_	O
핵심	핵심	NNG	O
_	_	_	O
부품	부품	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
배터리	배터리	NNG	O
를	를	JKO	O
_	_	_	O
생산하	생산하	VV	O
는	는	ETM	O
_	_	_	O
LG	LG	SL	B-ORG
화학	화학	NNG	I-ORG
은	은	JX	O
_	_	_	O
세계	세계	NNG	O
_	_	_	O
최고	최고	NNG	O
_	_	_	O
기술력	기술력	NNG	O
과	과	JC	O
_	_	_	O
신뢰성	신뢰성	NNG	O
을	을	JKO	O
_	_	_	O
바탕	바탕	NNG	O
으로	으로	JKB	O
_	_	_	O
세계	세계	NNG	O
_	_	_	O
10	10	SN	B-NOH
대	대	NNB	I-NOH
_	_	_	O
완성	완성	NNG	O
차	차	NNG	O
_	_	_	O
업체	업체	NNG	O
_	_	_	O
중	중	NNB	O
_	_	_	O
6	6	SN	B-NOH
곳	곳	NNG	I-NOH
을	을	JKO	O
_	_	_	O
고객	고객	NNG	O
사	사	XSN	O
로	로	JKB	O
_	_	_	O
확보	확보하	VV	O
했	였	EP	O
으며	으며	EC	O
,	,	SP	O
_	_	_	O
20	20	SN	B-NOH
여	여	XSN	I-NOH
_	_	_	O
곳	곳	NNG	O
의	의	JKG	O
_	_	_	O
완성	완성	NNG	O
차	차	NNG	O
_	_	_	O
업체	업체	NNG	O
로부터	로부터	JKB	O
_	_	_	O
수백만	수백만	NR	B-NOH
_	_	_	I-NOH
대	대	NNB	I-NOH
의	의	JKG	O
_	_	_	O
차량	차량	NNG	O
에	에	JKB	O
_	_	_	O
탑재할	탑재하+ㄹ	VV+ETM	O
_	_	_	O
배터리	배터리	NNG	O
_	_	_	O
공급	공급	NNG	O
계약	계약	NNG	O
을	을	JKO	O
_	_	_	O
체결한	체결하+ㄴ	VV+ETM	O
_	_	_	O
상태	상태+이	NNG+VCP	O
다	다	EF	O
.	.	SF	O

