## 1
## 신세계 센텀시티점 3일 확장 오픈
## <신세계 센텀시티점:LOC> <3일:DAT> 확장 오픈
신세계	신세계	NNP	B-LOC
## ‘어머니가 이번 기회에 조금이나마 힘을 내실 수 있기를’ 하고 말이죠. <마우나리조트 참사:POH>는 사실 <2014년:DAT>의 비극을 알리는 서막이었습니다.
‘	‘	SS	O
어머니	어머니	NNG	O
가	가	JKS	O
_	_	_	O
이번	이번	NNG	O
_	_	_	O
기회	기회	NNG	O
에	에	JKB	O
_	_	_	O
조금	조금	NNG	O
이나마	이나마	JX	O
_	_	_	O
힘	힘	NNG	O
을	을	JKO	O
_	_	_	O
내	내	VV	O
실	시+ㄹ	EP+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
기	기	ETN	O
를	를	JKO	O
’	’	SS	O
_	_	_	O
하	하	VV	O
고	고	EC	O
_	_	_	O
말	말	NNG	O
이	이	VCP	O
죠	죠	EF	O
.	.	SF	O
_	_	_	O
마우나리조트	마우나리조트	NNP	B-POH
_	_	_	I-POH
참사	참사	NNG	I-POH
는	는	JX	O
_	_	_	O
사실	사실	MAG	O
_	_	_	O
2014	2014	SN	B-DAT
년	년	NNB	I-DAT
의	의	JKG	O
_	_	_	O
비극	비극	NNG	O
을	을	JKO	O
_	_	_	O
알리	알리	VV	O
는	는	ETM	O
_	_	_	O
서막	서막	NNG	O
이	이	VCP	O
었	었	EP	O
습니다	습니다	EF	O
.	.	SF	O

## 10
## 태권도 4단이라는 이색 경력이 눈길을 끈다.
## 태권도 <4단:NOH>이라는 이색 경력이 눈길을 끈다.
태권도	태권도	NNG	O
_	_	_	O
4	4	SN	B-NOH
단	단	NNB	I-NOH
이	이	VCP	O
라는	라는	ETM	O
_	_	_	O
이색	이색	NNG	O
_	_	_	O
경력	경력	NNG	O
이	이	JKS	O
_	_	_	O
눈길	눈길	NNG	O
을	을	JKO	O
_	_	_	O
끈다	끌+ㄴ다	VV+EF	O
.	.	SF	O

## 11
## ‘동탄 파케이드 스타·스텔라’ 분양
## ‘<동탄 파케이드 스타·스텔라:POH>’ 분양
‘	‘	SS	O
동탄	동탄	NNP	B-POH
_	_	_	I-POH
파케	파케	NNP	I-POH
이드	이드	NNG	I-POH
_	_	_	I-POH
스타	스타	NNG	I-POH
·	·	SP	I-POH
스텔라	스텔라	NNP	I-POH
’	’	SS	O
_	_	_	O
분양	분양	NNG	O

## 12
## LG 팬들께 감사하다.
## <LG:ORG> 팬들께 감사하다.
LG	LG	SL	B-ORG
_	_	_	O
팬	팬	NNG	O
들	들	XSN	O
께	께	JKB	O
_	_	_	O
감사하	감사하	VV	O
다	다	EF	O
.	.	SF	O

## 13
## 지난 7년간 잘 지냈던 선배들, 후배들도 고맙다.
## 지난 <7년간:DUR> 잘 지냈던 선배들, 후배들도 고맙다.
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
7	7	SN	B-DUR
년	년	NNB	I-DUR
간	간	XSN	I-DUR
_	_	_	O
잘	잘	MAG	O
_	_	_	O
지냈	지내+었	VV+EP	O
던	던	ETM	O
_	_	_	O
선배	선배	NNG	O
들	들	XSN	O
,	,	SP	O
_	_	_	O
후배	후배	NNG	O
들	들	XSN	O
도	도	JX	O
_	_	_	O
고맙	고맙	VA	O
다	다	EF	O
.	.	SF	O

## 14
## 김수용, 얼떨결에 결혼식 발표?…“부모님 허락 받았어요”
## <김수용:PER>, 얼떨결에 결혼식 발표?…“부모님 허락 받았어요”
김수용	김수용	NNP	B-PER
,	,	SP	O
_	_	_	O
얼떨결	얼떨결	NNG	O
에	에	JKB	O
_	_	_	O
결혼식	결혼식	NNG	O
_	_	_	O
발표	발표	NNG	O
?	?	SF	O
…	…	SE	O
“	“	SS	O
부모님	부모님	NNG	O
_	_	_	O
허락	허락	NNG	O
_	_	_	O
받	받	VV	O
았	았	EP	O
어요	어요	EF	O
”	”	SS	O

## 15
## 그런데도 사흘 전 유승민 원내대표는 “법인세 인상 문제에 대해 토론이 필요하다”고 밝혀 새정치연합에 법인세 연계의 빌미를 제공한 측면이 없지 않다.
## 그런데도 사흘 전 <유승민:PER> 원내대표는 “법인세 인상 문제에 대해 토론이 필요하다”고 밝혀 새정치연합에 법인세 연계의 빌미를 제공한 측면이 없지 않다.
그런데	그런데	MAJ	O
도	도	JX	O
_	_	_	O
사흘	사흘	NNG	O
_	_	_	O
전	전	NNG	O
_	_	_	O
유승민	유승민	NNP	B-PER
_	_	_	O
원내	원내	NNG	O
대표	대표	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
법인세	법인세	NNG	O
_	_	_	O
인상	인상	NNG	O
_	_	_	O
문제	문제	NNG	O
에	에	JKB	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
토론	토론	NNG	O
이	이	JKS	O
_	_	_	O
필요하	필요하	VA	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
밝혀	밝히+어	VV+EC	O
_	_	_	O
새정치연합	새정치연합	NNP	O
에	에	JKB	O
_	_	_	O
법인세	법인세	NNG	O
_	_	_	O
연계	연계	NNG	O
의	의	JKG	O
_	_	_	O
빌미	빌미	NNG	O
를	를	JKO	O
_	_	_	O
제공한	제공하+ㄴ	VV+ETM	O
_	_	_	O
측면	측면	NNG	O
이	이	JKS	O
_	_	_	O
없	없	VA	O
지	지	EC	O
_	_	_	O
않	않	VX	O
다	다	EF	O
.	.	SF	O

