## 1
## 마리엘 경제특구는 한국의 인천 송도가 될지 아니면 북한의 개성공단이 될지 기로에 서 있다.
## <마리엘:LOC> 경제특구는 <한국:LOC>의 <인천:LOC> <송도:LOC>가 될지 아니면 <북한:LOC>의 <개성공단:LOC>이 될지 기로에 서 있다.
마리엘	마리엘	NNP	B-LOC
의	의	JKG	O
_	_	_	O
발언	발언	NNG	O
도	도	JX	O
_	_	_	O
소개하	소개하	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
았	았	EP	O
고	고	EC	O
_	_	_	O
“	“	SS	O
소통하	소통하	VV	O
기	기	ETN	O
로	로	JKB	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
”	”	SS	O
가	가	JKS	O
_	_	_	O
결론	결론	NNG	O
이	이	VCP	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 중국 외교부는 공식 발표를 통해 “각측이 긴장을 고조시킬 수 있는 어떤 언행도 하면 안 된다.
## <중국:ORG> 외교부는 공식 발표를 통해 “각측이 긴장을 고조시킬 수 있는 어떤 언행도 하면 안 된다.
중국	중국	NNP	B-ORG
_	_	_	O
외교	외교	NNG	O
부	부	XSN	O
는	는	JX	O
_	_	_	O
공식	공식	NNG	O
_	_	_	O
발표	발표	NNG	O
를	를	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
“	“	SS	O
각	각	MM	O
측	측	NNB	O
이	이	JKS	O
_	_	_	O
긴장	긴장	NNG	O
을	을	JKO	O
_	_	_	O
고조	고조	NNG	O
시킬	시키+ㄹ	XSV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
어떤	어떤	MM	O
_	_	_	O
언행	언행	NNG	O
도	도	JX	O
_	_	_	O
하	하	VV	O
면	면	EC	O
_	_	_	O
안	안	MAG	O
_	_	_	O
된다	되+ㄴ다	VV+EF	O
.	.	SF	O

## 6
## 특검은 구속영장을 재청구하면서 이 부회장에게 430억원대 뇌물공여와 특정경제범죄가중처벌법상 횡령 및 재산국외도피, 범죄수익 은닉의 규제 및 처벌 등에 관한 법률 위반, 국회에서의 증언·감정 등에 관한 법률 위반 등 총 5가지 혐의를 적용했다.
## 특검은 구속영장을 재청구하면서 이 부회장에게 <430억원:MNY>대 뇌물공여와 특정경제범죄가중처벌법상 횡령 및 재산국외도피, 범죄수익 은닉의 규제 및 처벌 등에 관한 법률 위반, 국회에서의 증언·감정 등에 관한 법률 위반 등 총 <5가지:NOH> 혐의를 적용했다.
특검	특검	NNG	O
은	은	JX	O
_	_	_	O
구속	구속	NNG	O
영장	영장	NNG	O
을	을	JKO	O
_	_	_	O
재청구하	재청구하	VV	O
면서	면서	EC	O
_	_	_	O
이	이	MM	O
_	_	_	O
부회장	부회장	NNG	O
에게	에게	JKB	O
_	_	_	O
430	430	SN	B-MNY
억	억	NR	I-MNY
원	원	NNB	I-MNY
대	대	XSN	O
_	_	_	O
뇌물	뇌물	NNG	O
공여	공여	NNG	O
와	와	JC	O
_	_	_	O
특정	특정	NNG	O
경제	경제	NNG	O
범죄	범죄	NNG	O
가중	가중	NNG	O
처벌	처벌	NNG	O
법	법	NNG	O
상	상	XSN	O
_	_	_	O
횡령	횡령	NNG	O
_	_	_	O
및	및	MAG	O
_	_	_	O
재산	재산	NNG	O
국외	국외	NNG	O
도피	도피	NNG	O
,	,	SP	O
_	_	_	O
범죄	범죄	NNG	O
수익	수익	NNG	O
_	_	_	O
은닉	은닉	NNG	O
의	의	JKG	O
_	_	_	O
규제	규제	NNG	O
_	_	_	O
및	및	MAG	O
_	_	_	O
처벌	처벌	NNG	O
_	_	_	O
등	등	NNB	O
에	에	JKB	O
_	_	_	O
관한	관하+ㄴ	VV+ETM	O
_	_	_	O
법률	법률	NNG	O
_	_	_	O
위반	위반	NNG	O
,	,	SP	O
_	_	_	O
국회	국회	NNG	O
에서	에서	JKB	O
의	의	JKG	O
_	_	_	O
증언	증언	NNG	O
·	·	SP	O
감정	감정	NNG	O
_	_	_	O
등	등	NNB	O
에	에	JKB	O
_	_	_	O
관한	관하+ㄴ	VV+ETM	O
_	_	_	O
법률	법률	NNG	O
_	_	_	O
위반	위반	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
총	총	MM	O
_	_	_	O
5	5	SN	B-NOH
가지	가지	NNB	I-NOH
_	_	_	O
혐의	혐의	NNG	O
를	를	JKO	O
_	_	_	O
적용	적용하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 한수원 관계자는 “바닥에 떨어진 신연료는 연료봉 건전성 확인과 방사선량률을 측정한 결과 방사선 영향은 없는 것으로 밝혀졌다”며 “향후 재발방지를 위한 대책을 마련해 시행할 것”이라고 말했다.
## <한수원:ORG> 관계자는 “바닥에 떨어진 신연료는 연료봉 건전성 확인과 방사선량률을 측정한 결과 방사선 영향은 없는 것으로 밝혀졌다”며 “향후 재발방지를 위한 대책을 마련해 시행할 것”이라고 말했다.
한수원	한수원	NNP	B-ORG
_	_	_	O
관계자	관계자	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
바닥	바닥	NNG	O
에	에	JKB	O
_	_	_	O
떨어진	떨어지+ㄴ	VV+ETM	O
_	_	_	O
신	신	NNG	O
연료	연료	NNG	O
는	는	JX	O
_	_	_	O
연료봉	연료봉	NNG	O
_	_	_	O
건전성	건전성	NNG	O
_	_	_	O
확인	확인	NNG	O
과	과	JC	O
_	_	_	O
방사선량률	방사선량률	NNG	O
을	을	JKO	O
_	_	_	O
측정한	측정하+ㄴ	VV+ETM	O
_	_	_	O
결과	결과	NNG	O
_	_	_	O
방사선	방사선	NNG	O
_	_	_	O
영향	영향	NNG	O
은	은	JX	O
_	_	_	O
없	없	VA	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
밝혀	밝혀지	VV	O
졌	었	EP	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
향후	향후	NNG	O
_	_	_	O
재발	재발	NNG	O
방지	방지	NNG	O
를	를	JKO	O
_	_	_	O
위한	위하+ㄴ	VV+ETM	O
_	_	_	O
대책	대책	NNG	O
을	을	JKO	O
_	_	_	O
마련해	마련하+여	VV+EC	O
_	_	_	O
시행할	시행하+ㄹ	VV+ETM	O
_	_	_	O
것	것	NNB	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 【경주=뉴시스】
## 【<경주:LOC>=<뉴시스:POH>】
【	【	SS	O
경주	경주	NNP	B-LOC
=	=	SW	O
뉴시스	뉴시스	NNP	B-POH
】	】	SS	O

## 9
## 이들은 곧바로 7층으로 올라가 투숙객 140여 명과 직원 30명 등 170여 명을 인질로 잡고 군경과 대치했다.
## 이들은 곧바로 <7층:NOH>으로 올라가 투숙객 <140여 명:NOH>과 직원 <30명:NOH> 등 <170여 명:NOH>을 인질로 잡고 군경과 대치했다.
이	이	NP	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
곧바로	곧바로	MAG	O
_	_	_	O
7	7	SN	B-NOH
층	층	NNG	I-NOH
으로	으로	JKB	O
_	_	_	O
올라가	올라가+아	VV+EC	O
_	_	_	O
투숙객	투숙객	NNG	O
_	_	_	O
140	140	SN	B-NOH
여	여	XSN	I-NOH
_	_	_	I-NOH
명	명	NNB	I-NOH
과	과	JC	O
_	_	_	O
직원	직원	NNG	O
_	_	_	O
30	30	SN	B-NOH
명	명	NNB	I-NOH
_	_	_	O
등	등	NNB	O
_	_	_	O
170	170	SN	B-NOH
여	여	XSN	I-NOH
_	_	_	I-NOH
명	명	NNB	I-NOH
을	을	JKO	O
_	_	_	O
인질	인질	NNG	O
로	로	JKB	O
_	_	_	O
잡	잡	VV	O
고	고	EC	O
_	_	_	O
군경	군경	NNG	O
과	과	JC	O
_	_	_	O
대치	대치하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 10
## NHN엔터, 모바일게임 ‘히어로즈킹덤’ 출시
## <NHN엔터:ORG>, 모바일게임 ‘<히어로즈킹덤:POH>’ 출시
NHN	NHN	SL	B-ORG
엔터	엔터	NNG	I-ORG
,	,	SP	O
_	_	_	O
모바일	모바일	NNG	O
게임	게임	NNG	O
_	_	_	O
‘	‘	SS	O
히어로즈	히어로즈	NNP	B-POH
킹덤	킹덤	NNG	I-POH
’	’	SS	O
_	_	_	O
출시	출시	NNG	O

## 11
## 특성화전문대학은 크게 4가지로 분류된다.
## 특성화전문대학은 크게 <4가지:NOH>로 분류된다.
특성	특성	NNG	O
화	화	XSN	O
전문대학	전문대학	NNG	O
은	은	JX	O
_	_	_	O
크	크	VA	O
게	게	EC	O
_	_	_	O
4	4	SN	B-NOH
가지	가지	NNB	I-NOH
로	로	JKB	O
_	_	_	O
분류된다	분류되+ㄴ다	VV+EF	O
.	.	SF	O

## 12
## 효성은 우선 1억3300만 달러를 투입해 액화석유가스(LPG) 저장소를 짓는다.
## <효성:ORG>은 우선 <1억3300만 달러:MNY>를 투입해 액화석유가스(LPG) 저장소를 짓는다.
효성	효성	NNP	B-ORG
은	은	JX	O
_	_	_	O
우선	우선	MAG	O
_	_	_	O
1	1	SN	B-MNY
억	억	NR	I-MNY
3300	3300	SN	I-MNY
만	만	NR	I-MNY
_	_	_	I-MNY
달러	달러	NNB	I-MNY
를	를	JKO	O
_	_	_	O
투입해	투입하+여	VV+EC	O
_	_	_	O
액화	액화	NNG	O
석유	석유	NNG	O
가스	가스	NNG	O
(	(	SS	O
LPG	LPG	SL	O
)	)	SS	O
_	_	_	O
저장	저장	NNG	O
소	소	XSN	O
를	를	JKO	O
_	_	_	O
짓	짓	VV	O
는다	는다	EF	O
.	.	SF	O

## 13
## 대정부질의 30분서 10분으로
## 대정부질의 <30분:NOH>서 <10분:NOH>으로
대	대	XPN	O
정부	정부	NNG	O
질의	질의	NNG	O
_	_	_	O
30	30	SN	B-NOH
분서	분서	NNG	O
_	_	_	O
10	10	SN	B-NOH
분	분	NNB	I-NOH
으로	으로	JKB	O

## 14
## 국내 최고 수준 건축가들이 지은 「예술적 감각」의 고급 주택에서 살고자 하는 사람은 이달중 일부 분양 공고가 나갈 분당의 두 곳 주택단지를 눈여겨 볼 필요가 있다.
## 국내 최고 수준 건축가들이 지은 「예술적 감각」의 고급 주택에서 살고자 하는 사람은 이달중 일부 분양 공고가 나갈 <분당:LOC>의 두 곳 주택단지를 눈여겨 볼 필요가 있다.
국내	국내	NNG	O
_	_	_	O
최고	최고	NNG	O
_	_	_	O
수준	수준	NNG	O
_	_	_	O
건축가	건축가	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
지	짓	VV	O
은	은	ETM	O
_	_	_	O
「	「	SS	O
예술적	예술적	NNG	O
_	_	_	O
감각	감각	NNG	O
」	」	SS	O
의	의	JKG	O
_	_	_	O
고급	고급	NNG	O
_	_	_	O
주택	주택	NNG	O
에서	에서	JKB	O
_	_	_	O
살	살	VV	O
고자	고자	EC	O
_	_	_	O
하	하	VX	O
는	는	ETM	O
_	_	_	O
사람	사람	NNG	O
은	은	JX	O
_	_	_	O
이달	이달	NNG	O
중	중	NNB	O
_	_	_	O
일부	일부	NNG	O
_	_	_	O
분양	분양	NNG	O
_	_	_	O
공고	공고	NNG	O
가	가	JKS	O
_	_	_	O
나갈	나가+ㄹ	VV+ETM	O
_	_	_	O
분당	분당	NNP	B-LOC
의	의	JKG	O
_	_	_	O
두	두	MM	O
_	_	_	O
곳	곳	NNG	O
_	_	_	O
주택	주택	NNG	O
단지	단지	NNG	O
를	를	JKO	O
_	_	_	O
눈여겨	눈여기+어	VV+EC	O
_	_	_	O
볼	보+ㄹ	VV+ETM	O
_	_	_	O
필요	필요	NNG	O
가	가	JKS	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 15
## 현아는 이번 4개 도시 투어에 이어 향후 방문지역을 점차 넓혀나가며 아시아 전역 기반의 팬미팅과 공연을 개최하겠다는 계획이다.
## <현아:PER>는 이번 <4개:NOH> 도시 투어에 이어 향후 방문지역을 점차 넓혀나가며 <아시아:LOC> 전역 기반의 팬미팅과 공연을 개최하겠다는 계획이다.
현아	현아	NNP	B-PER
는	는	JX	O
_	_	_	O
이번	이번	NNG	O
_	_	_	O
4	4	SN	B-NOH
개	개	NNB	I-NOH
_	_	_	O
도시	도시	NNG	O
_	_	_	O
투어	투어	NNG	O
에	에	JKB	O
_	_	_	O
이	잇	VV	O
어	어	EC	O
_	_	_	O
향후	향후	NNG	O
_	_	_	O
방문	방문	NNG	O
지역	지역	NNG	O
을	을	JKO	O
_	_	_	O
점차	점차	MAG	O
_	_	_	O
넓혀	넓히+어	VV+EC	O
나가	나가	VX	O
며	며	EC	O
_	_	_	O
아시아	아시아	NNP	B-LOC
_	_	_	O
전역	전역	NNG	O
_	_	_	O
기반	기반	NNG	O
의	의	JKG	O
_	_	_	O
팬	팬	NNG	O
미팅	미팅	NNG	O
과	과	JC	O
_	_	_	O
공연	공연	NNG	O
을	을	JKO	O
_	_	_	O
개최하	개최하	VV	O
겠	겠	EP	O
다는	다는	ETM	O
_	_	_	O
계획	계획	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

