## 1
## 방학이라 한적한 모습이네요. 강남통신은 중학교 입학 시즌을 앞두고 강남구를 비롯 서울 시내에서 ‘교육 특구’로 꼽히는 5개 구 중학교의 학력 수준을 분석했습니다.
## 방학이라 한적한 모습이네요. <강남통신:ORG>은 중학교 입학 시즌을 앞두고 <강남구:LOC>를 비롯 <서울:LOC> 시내에서 ‘교육 특구’로 꼽히는 <5개:NOH> 구 중학교의 학력 수준을 분석했습니다.
방학	방학	NNG	O
배후	배후+이	NNG+VCP	O
였	었	EP	O
다고	다고	EC	O
_	_	_	O
생각한다	생각하+ㄴ다	VV+EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
공식	공식	NNG	O
_	_	_	O
인정	인정하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 트럼프 당선인은 11일(현지시간) 뉴욕 트럼프타워에서 기자회견을 열고 이 같이 밝혔다.
## <트럼프:PER> 당선인은 <11일:DAT>(현지시간) <뉴욕 트럼프타워:LOC>에서 기자회견을 열고 이 같이 밝혔다.
트럼프	트럼프	NNP	B-PER
_	_	_	O
당선인	당선인	NNG	O
은	은	JX	O
_	_	_	O
11	11	SN	B-DAT
일	일	NNB	I-DAT
(	(	SS	O
현지	현지	NNG	O
시간	시간	NNG	O
)	)	SS	O
_	_	_	O
뉴욕	뉴욕	NNP	B-LOC
_	_	_	I-LOC
트럼프	트럼프	NNG	I-LOC
타워	타워	NNG	I-LOC
에서	에서	JKB	O
_	_	_	O
기자	기자	NNG	O
회견	회견	NNG	O
을	을	JKO	O
_	_	_	O
열	열	VV	O
고	고	EC	O
_	_	_	O
이	이	NP	O
_	_	_	O
같이	같이	MAG	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 한편 라미란은 tvN 금토드라마 ‘응답하라 1988’에 출연 중이다.
## 한편 <라미란:PER>은 <tvN:POH> 금토드라마 ‘<응답하라 1988:POH>’에 출연 중이다.
한편	한편	MAG	O
_	_	_	O
라미란	라미란	NNP	B-PER
은	은	JX	O
_	_	_	O
tvN	tvN	SL	B-POH
_	_	_	O
금	금	NNG	O
토	토	NNG	O
드라마	드라마	NNG	O
_	_	_	O
‘	‘	SS	O
응답하	응답하	VV	B-POH
라	라	EC	I-POH
_	_	_	I-POH
1988	1988	SN	I-POH
’	’	SS	O
에	에	JKB	O
_	_	_	O
출연	출연	NNG	O
_	_	_	O
중	중	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 10
## 팀 평점 7.03점에 약간 못 미쳤다.
## 팀 평점 <7.03점:NOH>에 약간 못 미쳤다.
팀	팀	NNG	O
_	_	_	O
평점	평점	NNG	O
_	_	_	O
7.03	7.03	SN	B-NOH
점	점	NNB	I-NOH
에	에	JKB	O
_	_	_	O
약간	약간	MAG	O
_	_	_	O
못	못	MAG	O
_	_	_	O
미	미치	VV	O
쳤	었	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 어린이집 원장, 원생 3세兒 팔 깨물어 ‘선명한 이빨자국’…핵이빨? ‘충격’
## 어린이집 원장, 원생 <3세:NOH>兒 팔 깨물어 ‘선명한 이빨자국’…핵이빨? ‘충격’
어린이집	어린이집	NNG	O
_	_	_	O
원장	원장	NNG	O
,	,	SP	O
_	_	_	O
원생	원생	NNG	O
_	_	_	O
3	3	SN	B-NOH
세	세	NNB	I-NOH
兒	兒	SH	O
_	_	_	O
팔	팔	NNG	O
_	_	_	O
깨물	깨물	VV	O
어	어	EC	O
_	_	_	O
‘	‘	SS	O
선명한	선명하+ㄴ	VA+ETM	O
_	_	_	O
이빨	이빨	NNG	O
자국	자국	NNG	O
’	’	SS	O
…	…	SE	O
핵	핵	NNG	O
이빨	이빨	NNG	O
?	?	SF	O
_	_	_	O
‘	‘	SS	O
충격	충격	NNG	O
’	’	SS	O

## 12
## 현재 한국 밴텀급의 최강자가 최근 갑자기 휴식을 선언했다.
## 현재 <한국:LOC> 밴텀급의 최강자가 최근 갑자기 휴식을 선언했다.
현재	현재	MAG	O
_	_	_	O
한국	한국	NNP	B-LOC
_	_	_	O
밴텀급	밴텀급	NNG	O
의	의	JKG	O
_	_	_	O
최	최	XPN	O
강자	강자	NNG	O
가	가	JKC	O
_	_	_	O
최근	최근	NNG	O
_	_	_	O
갑자기	갑자기	MAG	O
_	_	_	O
휴식	휴식	NNG	O
을	을	JKO	O
_	_	_	O
선언	선언하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 상용 금속 중 가장 가벼우면서도 강도가 뛰어난 마그네슘 판재가 승용 자동차 외부에 적용된 것은 이번이 처음이라고 포스코 측은 10일 밝혔다.
## 상용 금속 중 가장 가벼우면서도 강도가 뛰어난 마그네슘 판재가 승용 자동차 외부에 적용된 것은 이번이 처음이라고 <포스코:ORG> 측은 <10일:DAT> 밝혔다.
상용	상용	NNG	O
_	_	_	O
금속	금속	NNG	O
_	_	_	O
중	중	NNB	O
_	_	_	O
가장	가장	MAG	O
_	_	_	O
가벼	가볍	VA	O
우면서	으면서	EC	O
도	도	JX	O
_	_	_	O
강도	강도	NNG	O
가	가	JKS	O
_	_	_	O
뛰어난	뛰어나+ㄴ	VA+ETM	O
_	_	_	O
마그네슘	마그네슘	NNG	O
_	_	_	O
판재	판재	NNG	O
가	가	JKS	O
_	_	_	O
승용	승용	NNG	O
_	_	_	O
자동차	자동차	NNG	O
_	_	_	O
외부	외부	NNG	O
에	에	JKB	O
_	_	_	O
적용된	적용되+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
은	은	JX	O
_	_	_	O
이번	이번	NNG	O
이	이	JKS	O
_	_	_	O
처음	처음	NNG	O
이	이	VCP	O
라고	라고	EC	O
_	_	_	O
포스코	포스코	NNP	B-ORG
_	_	_	O
측	측	NNB	O
은	은	JX	O
_	_	_	O
10	10	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 14
## 크라이슬러 200의 차대는 알파 로메오의 플랫폼을 기반으로 개발했다.
## <크라이슬러 200:POH>의 차대는 <알파 로메오:POH>의 플랫폼을 기반으로 개발했다.
크라이슬러	크라이슬러	NNP	B-POH
_	_	_	I-POH
200	200	SN	I-POH
의	의	JKG	O
_	_	_	O
차	차+아	VV+EC	O
대	대	VX	O
는	는	ETM	O
_	_	_	O
알파	알파	NNP	B-POH
_	_	_	I-POH
로메오	로메오	NNP	I-POH
의	의	JKG	O
_	_	_	O
플랫폼	플랫폼	NNG	O
을	을	JKO	O
_	_	_	O
기반	기반	NNG	O
으로	으로	JKB	O
_	_	_	O
개발	개발하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 15
## 쌍용자동차의 코란도 스포츠 차량을 구매한 소비자들이 연비가 과장됐다며 소송을 냈지만 패소했다.
## <쌍용자동차:ORG>의 <코란도:POH> 스포츠 차량을 구매한 소비자들이 연비가 과장됐다며 소송을 냈지만 패소했다.
쌍용자동차	쌍용자동차	NNP	B-ORG
의	의	JKG	O
_	_	_	O
코란도	코란도	NNP	B-POH
_	_	_	O
스포츠	스포츠	NNG	O
_	_	_	O
차량	차량	NNG	O
을	을	JKO	O
_	_	_	O
구매한	구매하+ㄴ	VV+ETM	O
_	_	_	O
소비자	소비자	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
연비	연비	NNG	O
가	가	JKS	O
_	_	_	O
과장	과장되	VV	O
됐	었	EP	O
다며	다며	EC	O
_	_	_	O
소송	소송	NNG	O
을	을	JKO	O
_	_	_	O
냈	내+었	VV+EP	O
지만	지만	EC	O
_	_	_	O
패소	패소하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 16
## 한국 쿠웨이트전 앞두고 승리 기원 문구 선정…"라임이 센스있네"
## <한국 쿠웨이트전:POH> 앞두고 승리 기원 문구 선정…"라임이 센스있네"
한국	한국	NNP	B-POH
_	_	_	I-POH
쿠웨이트	쿠웨이트	NNP	I-POH
전	전	XSN	I-POH
_	_	_	O
앞두	앞두	VV	O
고	고	EC	O
_	_	_	O
승리	승리	NNG	O
_	_	_	O
기원	기원	NNG	O
_	_	_	O
문구	문구	NNG	O
_	_	_	O
선정	선정	NNG	O
…	…	SE	O
"	"	SS	O
라임	라임	NNG	O
이	이	JKS	O
_	_	_	O
센스	센스	NNG	O
있	있	VA	O
네	네	EF	O
"	"	SS	O

## 17
## 자동차 튜닝 및 부품 전시회로 유명한 세마쇼(Specialty Equipment Market Association)가 2일(현지시간) 언론공개를 시작으로 본격적인 막을 올린다.
## 자동차 튜닝 및 부품 전시회로 유명한 <세마쇼:POH>(<Specialty Equipment Market Association:POH>)가 <2일:DAT>(현지시간) 언론공개를 시작으로 본격적인 막을 올린다.
자동차	자동차	NNG	O
_	_	_	O
튜닝	튜닝	NNG	O
_	_	_	O
및	및	MAG	O
_	_	_	O
부품	부품	NNG	O
_	_	_	O
전시회	전시회	NNG	O
로	로	JKB	O
_	_	_	O
유명한	유명하+ㄴ	VA+ETM	O
_	_	_	O
세	세	NNB	B-POH
마쇼	마쇼	NNP	I-POH
(	(	SS	O
Specialty	Specialty	SL	B-POH
_	_	_	I-POH
Equipment	Equipment	SL	I-POH
_	_	_	I-POH
Market	Market	SL	I-POH
_	_	_	I-POH
Association	Association	SL	I-POH
)	)	SS	O
가	가	JKS	O
_	_	_	O
2	2	SN	B-DAT
일	일	NNB	I-DAT
(	(	SS	O
현지	현지	NNG	O
시간	시간	NNG	O
)	)	SS	O
_	_	_	O
언론	언론	NNG	O
공개	공개	NNG	O
를	를	JKO	O
_	_	_	O
시작	시작	NNG	O
으로	으로	JKB	O
_	_	_	O
본격적	본격적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
막	막	NNG	O
을	을	JKO	O
_	_	_	O
올린다	올리+ㄴ다	VV+EF	O
.	.	SF	O

## 18
## 그러면서 “제때 변하지 못하면 0%대 성장이 현실화할 것이라는 위기의식을 떨치기 어렵다”고 했다.
## 그러면서 “제때 변하지 못하면 <0%:PNT>대 성장이 현실화할 것이라는 위기의식을 떨치기 어렵다”고 했다.
그러	그러	VV	O
면서	면서	EC	O
_	_	_	O
“	“	SS	O
제때	제때	NNG	O
_	_	_	O
변하	변하	VV	O
지	지	EC	O
_	_	_	O
못하	못하	VX	O
면	면	EC	O
_	_	_	O
0	0	SN	B-PNT
%	%	SW	I-PNT
대	대	XSN	O
_	_	_	O
성장	성장	NNG	O
이	이	JKS	O
_	_	_	O
현실화할	현실화하+ㄹ	VV+ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
라는	라는	ETM	O
_	_	_	O
위기의식	위기의식	NNG	O
을	을	JKO	O
_	_	_	O
떨치	떨치	VV	O
기	기	ETN	O
_	_	_	O
어렵	어렵	VA	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 19
## 중국이 미국에 도피 중인 링완청을 이달 말까지 송환하기로 양국 간 합의가 이뤄지지 않으면 미국과의 사법협력을 중단하겠다고 통보했다고 파이낸셜타임스(FT)가 13일 보도했다.
## <중국:ORG>이 <미국:ORG>에 도피 중인 <링완청:PER>을 이달 말까지 송환하기로 <양:NOH>국 간 합의가 이뤄지지 않으면 <미국:ORG>과의 사법협력을 중단하겠다고 통보했다고 <파이낸셜타임스:ORG>(<FT:ORG>)가 <13일:DAT> 보도했다.
중국	중국	NNP	B-ORG
이	이	JKS	O
_	_	_	O
미국	미국	NNP	B-ORG
에	에	JKB	O
_	_	_	O
도피	도피	NNG	O
_	_	_	O
중	중	NNB	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
링완청	링완청	NNG	B-PER
을	을	JKO	O
_	_	_	O
이달	이달	NNG	O
_	_	_	O
말	말	NNB	O
까지	까지	JX	O
_	_	_	O
송환하	송환하	VV	O
기	기	ETN	O
로	로	JKB	O
_	_	_	O
양국	양국	NNG	O
_	_	_	O
간	간	NNB	O
_	_	_	O
합의	합의	NNG	O
가	가	JKS	O
_	_	_	O
이뤄지	이루어지	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
으면	으면	EC	O
_	_	_	O
미국	미국	NNP	B-ORG
과	과	JKB	O
의	의	JKG	O
_	_	_	O
사법	사법	NNG	O
협력	협력	NNG	O
을	을	JKO	O
_	_	_	O
중단하	중단하	VV	O
겠	겠	EP	O
다고	다고	EC	O
_	_	_	O
통보	통보하	VV	O
했	였	EP	O
다고	다고	EC	O
_	_	_	O
파이낸셜타임스	파이낸셜타임스	NNP	B-ORG
(	(	SS	O
FT	FT	SL	B-ORG
)	)	SS	O
가	가	JKS	O
_	_	_	O
13	13	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
보도	보도하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

