## 1
## 국경을 넘어 캐나다 온타리오주와 퀘벡주의 노선까지 보유했다.
## 국경을 넘어 <캐나다:LOC> <온타리오주:LOC>와 <퀘벡주:LOC>의 노선까지 보유했다.
국경	국경	NNG	O
’	’	SS	O
_	_	_	O
홍종현	홍종현	NNP	B-PER
_	_	_	O
“	“	SS	O
이상형	이상형	NNG	O
?	?	SF	O
_	_	_	O
‘	‘	SS	O
우결	우결	XR	B-POH
’	’	SS	O
_	_	_	O
유라	유라	NNP	B-PER
”	”	SS	O
…	…	SE	O
왜	왜	MAG	O
?	?	SF	O
‘	‘	SS	O
올드	올드	NNG	B-POH
스쿨	스쿨	NNG	I-POH
’	’	SS	O
_	_	_	O
배우	배우	NNG	O
_	_	_	O
홍종현	홍종현	NNP	B-PER
이	이	JKS	O
_	_	_	O
‘	‘	SS	O
우결	우결	XR	B-POH
’	’	SS	O
에서	에서	JKB	O
_	_	_	O
가상	가상	NNG	O
_	_	_	O
부부	부부	NNG	O
로	로	JKB	O
_	_	_	O
호흡	호흡	NNG	O
을	을	JKO	O
_	_	_	O
맞춘	맞추+ㄴ	VV+ETM	O
_	_	_	O
걸그룹	걸그룹	NNG	O
_	_	_	O
걸스데이	걸스데이	NNP	B-ORG
_	_	_	O
멤버	멤버	NNG	O
_	_	_	O
유라	유라	NNP	B-PER
에게	에게	JKB	O
_	_	_	O
미안한	미안하+ㄴ	VA+ETM	O
_	_	_	O
마음	마음	NNG	O
을	을	JKO	O
_	_	_	O
전	전하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 4
## 21일 오후 방송된 SBS 파워FM ‘김창렬의 올드스쿨’에는 홍종현이 게스트로 출연해 입담을 뽐냈다.
## <21일:DAT> 오후 방송된 <SBS 파워FM:POH> ‘<김창렬의 올드스쿨:POH>’에는 <홍종현:PER>이 게스트로 출연해 입담을 뽐냈다.
21	21	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
오후	오후	NNG	O
_	_	_	O
방송된	방송되+ㄴ	VV+ETM	O
_	_	_	O
SBS	SBS	SL	B-POH
_	_	_	I-POH
파워	파워	NNG	I-POH
FM	FM	SL	I-POH
_	_	_	O
‘	‘	SS	O
김창렬	김창렬	NNP	B-POH
의	의	JKG	I-POH
_	_	_	I-POH
올드	올드	NNG	I-POH
스쿨	스쿨	NNG	I-POH
’	’	SS	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
홍종현	홍종현	NNP	B-PER
이	이	JKS	O
_	_	_	O
게스트	게스트	NNG	O
로	로	JKB	O
_	_	_	O
출연해	출연하+여	VV+EC	O
_	_	_	O
입담	입담	NNG	O
을	을	JKO	O
_	_	_	O
뽐냈	뽐내+었	VV+EP	O
다	다	EF	O
.	.	SF	O

## 5
## 이날 홍종현은 과거 MBC 예능프로그램 ‘우리 결혼했어요’에 함께 출연한 유라를 언급하며 “방송할 때도 그랬지만 아쉬운 부분이나 미안한 부분이 있다”며 “내 딴에는 정말 편하게 아무 것도 없는 것처럼 하자고 했는데 카메라도 많고 사람도 많으니까 솔직히 많이 의식이 된 것 같다”고 고백했다.
## 이날 <홍종현:PER>은 과거 <MBC:ORG> 예능프로그램 ‘<우리 결혼했어요:POH>’에 함께 출연한 <유라:PER>를 언급하며 “방송할 때도 그랬지만 아쉬운 부분이나 미안한 부분이 있다”며 “내 딴에는 정말 편하게 아무 것도 없는 것처럼 하자고 했는데 카메라도 많고 사람도 많으니까 솔직히 많이 의식이 된 것 같다”고 고백했다.
이날	이날	NNG	O
_	_	_	O
홍종현	홍종현	NNP	B-PER
은	은	JX	O
_	_	_	O
과거	과거	NNG	O
_	_	_	O
MBC	MBC	SL	B-ORG
_	_	_	O
예능	예능	NNG	O
프로그램	프로그램	NNG	O
_	_	_	O
‘	‘	SS	O
우리	우리	NP	B-POH
_	_	_	I-POH
결혼	결혼하	VV	I-POH
했	었	EP	I-POH
어요	어요	EF	I-POH
’	’	SS	O
에	에	JKB	O
_	_	_	O
함께	함께	MAG	O
_	_	_	O
출연한	출연하+ㄴ	VV+ETM	O
_	_	_	O
유라	유라	NNP	B-PER
를	를	JKO	O
_	_	_	O
언급하	언급하	VV	O
며	며	EC	O
_	_	_	O
“	“	SS	O
방송할	방송하+ㄹ	VV+ETM	O
_	_	_	O
때	때	NNG	O
도	도	JX	O
_	_	_	O
그	그렇	VA	O
랬	었	EP	O
지만	지만	EC	O
_	_	_	O
아쉬	아쉽	VA	O
운	ㄴ	ETM	O
_	_	_	O
부분	부분	NNG	O
이나	이나	JC	O
_	_	_	O
미안한	미안하+ㄴ	VA+ETM	O
_	_	_	O
부분	부분	NNG	O
이	이	JKS	O
_	_	_	O
있	있	VA	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
내	나+의	NP+JKG	O
_	_	_	O
딴	딴	NNB	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
정말	정말	MAG	O
_	_	_	O
편하	편하	VA	O
게	게	EC	O
_	_	_	O
아무	아무	MM	O
_	_	_	O
것	것	NNB	O
도	도	JX	O
_	_	_	O
없	없	VA	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
처럼	처럼	JKB	O
_	_	_	O
하	하	VV	O
자고	자고	EC	O
_	_	_	O
했	+였	+EP	O
는데	는데	EC	O
_	_	_	O
카메라	카메라	NNG	O
도	도	JX	O
_	_	_	O
많	많	VA	O
고	고	EC	O
_	_	_	O
사람	사람	NNG	O
도	도	JX	O
_	_	_	O
많	많	VA	O
으니까	으니까	EC	O
_	_	_	O
솔직히	솔직히	MAG	O
_	_	_	O
많이	많이	MAG	O
_	_	_	O
의식	의식	NNG	O
이	이	JKC	O
_	_	_	O
된	되+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
_	_	_	O
같	같	VA	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
고백	고백하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 이어 “따로 유라랑 얘기하거나, 둘이 놀 때 작가님들이 ‘그냥 이렇게 하면 안 되냐. 이게 더 사이도 좋아 보이고 예쁘다’고 했다”며 “그걸 듣고 내가 완벽하게 못 했다는 생각이 들었다”고 덧붙였다.
## 이어 “따로 <유라:PER>랑 얘기하거나, <둘:NOH>이 놀 때 작가님들이 ‘그냥 이렇게 하면 안 되냐. 이게 더 사이도 좋아 보이고 예쁘다’고 했다”며 “그걸 듣고 내가 완벽하게 못 했다는 생각이 들었다”고 덧붙였다.
이어	이어	MAG	O
_	_	_	O
“	“	SS	O
따로	따로	MAG	O
_	_	_	O
유라	유라	NNP	B-PER
랑	랑	JKB	O
_	_	_	O
얘기하	얘기하	VV	O
거나	거나	EC	O
,	,	SP	O
_	_	_	O
둘	둘	NR	B-NOH
이	이	JKS	O
_	_	_	O
놀	놀+ㄹ	VV+ETM	O
_	_	_	O
때	때	NNG	O
_	_	_	O
작가	작가	NNG	O
님	님	XSN	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
‘	‘	SS	O
그냥	그냥	MAG	O
_	_	_	O
이렇	이렇	VA	O
게	게	EC	O
_	_	_	O
하	하	VV	O
면	면	EC	O
_	_	_	O
안	안	MAG	O
_	_	_	O
되	되	VV	O
냐	냐	EF	O
.	.	SF	O
_	_	_	O
이게	이것+이	NP+JKS	O
_	_	_	O
더	더	MAG	O
_	_	_	O
사이	사이	NNG	O
도	도	JX	O
_	_	_	O
좋	좋	VA	O
아	아	EC	O
_	_	_	O
보이	보이	VV	O
고	고	EC	O
_	_	_	O
예쁘	예쁘	VA	O
다	다	EF	O
’	’	SS	O
고	고	JKQ	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
그걸	그것+ㄹ	NP+JKO	O
_	_	_	O
듣	듣	VV	O
고	고	EC	O
_	_	_	O
내	내	NP	O
가	가	JKS	O
_	_	_	O
완벽하	완벽하	VA	O
게	게	EC	O
_	_	_	O
못	못	MAG	O
_	_	_	O
했	+였	+EP	O
다는	다는	ETM	O
_	_	_	O
생각	생각	NNG	O
이	이	JKS	O
_	_	_	O
들	들	VV	O
었	었	EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
덧붙	덧붙이	VV	O
였	었	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 이날 홍종현은 자신의 이상형에 대해서도 털어놨다.
## 이날 <홍종현:PER>은 자신의 이상형에 대해서도 털어놨다.
이날	이날	NNG	O
_	_	_	O
홍종현	홍종현	NNP	B-PER
은	은	JX	O
_	_	_	O
자신	자신	NNG	O
의	의	JKG	O
_	_	_	O
이상형	이상형	NNG	O
에	에	JKB	O
_	_	_	O
대해서	대하+여서	VV+EC	O
도	도	JX	O
_	_	_	O
털어	털어놓	VV	O
놨	았	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 다시 말해 주자로 나가면 상대가 압박감을 느낄 만한 선수가 부족했다.
## 다시 말해 <주자:PER>로 나가면 상대가 압박감을 느낄 만한 선수가 부족했다.
다시	다시	MAG	O
_	_	_	O
말해	말하+여	VV+EC	O
_	_	_	O
주자	주자	NNG	B-PER
로	로	JKB	O
_	_	_	O
나가	나가	VV	O
면	면	EC	O
_	_	_	O
상대	상대	NNG	O
가	가	JKS	O
_	_	_	O
압박감	압박감	NNG	O
을	을	JKO	O
_	_	_	O
느낄	느끼+ㄹ	VV+ETM	O
_	_	_	O
만한	만하+ㄴ	VX+ETM	O
_	_	_	O
선수	선수	NNG	O
가	가	JKS	O
_	_	_	O
부족	부족하	VA	O
했	었	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 기상청은 23일 “북태평양고기압이 확장하면서 태풍 12호 할롤라가 현재 경로에서 전체적으로 약간 서쪽으로 더 진행하면서 우리나라에 영향을 줄 것으로 보인다”고 밝혔다.
## <기상청:ORG>은 <23일:DAT> “북태평양고기압이 확장하면서 태풍 <12호:NOH> <할롤라:POH>가 현재 경로에서 전체적으로 약간 서쪽으로 더 진행하면서 <우리:ORG>나라에 영향을 줄 것으로 보인다”고 밝혔다.
기상청	기상청	NNG	B-ORG
은	은	JX	O
_	_	_	O
23	23	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
“	“	SS	O
북태평양	북태평양	NNG	O
고기압	고기압	NNG	O
이	이	JKS	O
_	_	_	O
확장하	확장하	VV	O
면서	면서	EC	O
_	_	_	O
태풍	태풍	NNG	O
_	_	_	O
12	12	SN	B-NOH
호	호	NNB	I-NOH
_	_	_	O
할	할	NNB	B-POH
롤라	롤라	NNP	I-POH
가	가	JKS	O
_	_	_	O
현재	현재	MAG	O
_	_	_	O
경로	경로	NNG	O
에서	에서	JKB	O
_	_	_	O
전체적	전체적	NNG	O
으로	으로	JKB	O
_	_	_	O
약간	약간	MAG	O
_	_	_	O
서쪽	서쪽	NNG	O
으로	으로	JKB	O
_	_	_	O
더	더	MAG	O
_	_	_	O
진행하	진행하	VV	O
면서	면서	EC	O
_	_	_	O
우리나라	우리나라	NNG	O
에	에	JKB	O
_	_	_	O
영향	영향	NNG	O
을	을	JKO	O
_	_	_	O
줄	주+ㄹ	VV+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
보인다	보이+ㄴ다	VV+EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 할롤라는 이날 오후 3시 현재 일본 오키나와 동남동쪽 약 760km 부근 해상에서 서북서진중이다.
## <할롤라:POH>는 이날 <오후 3시:TIM> 현재 <일본:LOC> <오키나와:LOC> 동남동쪽 약 <760km:NOH> 부근 해상에서 서북서진중이다.
할	할	NNB	B-POH
롤라	롤라	NNP	I-POH
는	는	JX	O
_	_	_	O
이날	이날	NNG	O
_	_	_	O
오후	오후	NNG	B-TIM
_	_	_	I-TIM
3	3	SN	I-TIM
시	시	NNB	I-TIM
_	_	_	O
현재	현재	MAG	O
_	_	_	O
일본	일본	NNP	B-LOC
_	_	_	O
오키나와	오키나와	NNP	B-LOC
_	_	_	O
동남	동남	NNG	O
동쪽	동쪽	NNG	O
_	_	_	O
약	약	MM	O
_	_	_	O
760	760	SN	B-NOH
km	km	SL	I-NOH
_	_	_	O
부근	부근	NNG	O
_	_	_	O
해상	해상	NNG	O
에서	에서	JKB	O
_	_	_	O
서북	서북	NNG	O
서진	서진	NNG	O
중	중	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 11
## 이날 파키스탄 법원은 굴라에게 2주 구류 후 강제추방을 선고했다.
## 이날 <파키스탄:LOC> 법원은 <굴라:PER>에게 <2주:DUR> 구류 후 강제추방을 선고했다.
이날	이날	NNG	O
_	_	_	O
파키스탄	파키스탄	NNP	B-LOC
_	_	_	O
법원	법원	NNG	O
은	은	JX	O
_	_	_	O
굴	굴	VV	B-PER
라	라	EC	I-PER
에게	에게	JKB	O
_	_	_	O
2	2	SN	B-DUR
주	주	NNB	I-DUR
_	_	_	O
구류	구류	NNG	O
_	_	_	O
후	후	NNG	O
_	_	_	O
강제	강제	NNG	O
추방	추방	NNG	O
을	을	JKO	O
_	_	_	O
선고	선고하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 장영훈 jang@donga.com·정재락·강성명 기자
## <장영훈:PER> <jang@donga.com:POH>·<정재락:PER>·<강성명:PER> 기자
장영훈	장영훈	NNP	B-PER
_	_	_	O
jang	jang	SL	B-POH
@	@	SW	I-POH
donga	donga	SL	I-POH
.	.	SF	I-POH
com	com	SL	I-POH
·	·	SP	O
정재락	정재락	NNP	B-PER
·	·	SP	O
강성명	강성명	NNP	B-PER
_	_	_	O
기자	기자	NNG	O

## 13
## 서울-세종 민자고속도로 사업 추진, 129분→ 74분 단축...완공언제?정부가 서울과 세종을 연결하는 고속도로 민자사업을 추진한다.
## <서울:LOC>-<세종:LOC> 민자고속도로 사업 추진, <129분:NOH>→ <74분:NOH> 단축...완공언제?정부가 <서울:LOC>과 <세종:LOC>을 연결하는 고속도로 민자사업을 추진한다.
서울	서울	NNP	B-LOC
-	-	SO	O
세종	세종	NNP	B-LOC
_	_	_	O
민자	민자	NNG	O
고속도로	고속도로	NNG	O
_	_	_	O
사업	사업	NNG	O
_	_	_	O
추진	추진	NNG	O
,	,	SP	O
_	_	_	O
129	129	SN	B-NOH
분	분	NNB	I-NOH
→	→	SW	O
_	_	_	O
74	74	SN	B-NOH
분	분	NNB	I-NOH
_	_	_	O
단축	단축	NNG	O
.	.	SF	O
.	.	SF	O
.	.	SF	O
완공	완공	NNG	O
언제	언제	NP	O
?	?	SF	O
정부	정부	NNG	O
가	가	JKS	O
_	_	_	O
서울	서울	NNP	B-LOC
과	과	JC	O
_	_	_	O
세종	세종	NNP	B-LOC
을	을	JKO	O
_	_	_	O
연결하	연결하	VV	O
는	는	ETM	O
_	_	_	O
고속도로	고속도로	NNG	O
_	_	_	O
민자	민자	NNG	O
사업	사업	NNG	O
을	을	JKO	O
_	_	_	O
추진한다	추진하+ㄴ다	VV+EF	O
.	.	SF	O

## 14
## 미국은 세계 시장에서 거래되는 콩과 옥수수의 대부분을 수출하는데, 미국 콩과 옥수수는 90%가 GMO다.
## <미국:ORG>은 세계 시장에서 거래되는 콩과 옥수수의 대부분을 수출하는데, <미국:ORG> 콩과 옥수수는 <90%:PNT>가 GMO다.
미국	미국	NNP	B-ORG
은	은	JX	O
_	_	_	O
세계	세계	NNG	O
_	_	_	O
시장	시장	NNG	O
에서	에서	JKB	O
_	_	_	O
거래되	거래되	VV	O
는	는	ETM	O
_	_	_	O
콩	콩	NNG	O
과	과	JC	O
_	_	_	O
옥수수	옥수수	NNG	O
의	의	JKG	O
_	_	_	O
대부분	대부분	NNG	O
을	을	JKO	O
_	_	_	O
수출하	수출하	VV	O
는데	는데	EC	O
,	,	SP	O
_	_	_	O
미국	미국	NNP	B-ORG
_	_	_	O
콩	콩	NNG	O
과	과	JC	O
_	_	_	O
옥수수	옥수수	NNG	O
는	는	JX	O
_	_	_	O
90	90	SN	B-PNT
%	%	SW	I-PNT
가	가	JKS	O
_	_	_	O
GMO	GMO+이	SL+VCP	O
다	다	EF	O
.	.	SF	O

## 15
## 김성훈 경실련 소비자정의센터 대표를 비롯해 GMO가 해롭다고 주장하는 측에서 자주 거론하는 실험 결과가 있다.
## <김성훈:PER> <경실련 소비자정의센터:ORG> 대표를 비롯해 GMO가 해롭다고 주장하는 측에서 자주 거론하는 실험 결과가 있다.
김성훈	김성훈	NNP	B-PER
_	_	_	O
경실련	경실련	NNG	B-ORG
_	_	_	I-ORG
소비자	소비자	NNG	I-ORG
정의	정의	NNG	I-ORG
센터	센터	NNG	I-ORG
_	_	_	O
대표	대표	NNG	O
를	를	JKO	O
_	_	_	O
비롯해	비롯하+여	VV+EC	O
_	_	_	O
GMO	GMO	SL	O
가	가	JKS	O
_	_	_	O
해롭	해롭	VA	O
다고	다고	EC	O
_	_	_	O
주장하	주장하	VV	O
는	는	ETM	O
_	_	_	O
측	측	NNB	O
에서	에서	JKB	O
_	_	_	O
자주	자주	MAG	O
_	_	_	O
거론하	거론하	VV	O
는	는	ETM	O
_	_	_	O
실험	실험	NNG	O
_	_	_	O
결과	결과	NNG	O
가	가	JKS	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 16
## 치프라스 총리는 120억 유로를 지원하는 채권단의 구제금융 프로그램 5개월 연장안은 “정부 부채만 증가시키고 연말에 더 가혹한 각서를 요구하게 될 것”이라며 거부 의사를 밝혔다.
## <치프라스:PER> 총리는 <120억 유로:MNY>를 지원하는 채권단의 구제금융 프로그램 <5개월:NOH> 연장안은 “정부 부채만 증가시키고 연말에 더 가혹한 각서를 요구하게 될 것”이라며 거부 의사를 밝혔다.
치프라스	치프라스	NNP	B-PER
_	_	_	O
총리	총리	NNG	O
는	는	JX	O
_	_	_	O
120	120	SN	B-MNY
억	억	NR	I-MNY
_	_	_	I-MNY
유로	유로	NNG	I-MNY
를	를	JKO	O
_	_	_	O
지원하	지원하	VV	O
는	는	ETM	O
_	_	_	O
채권	채권	NNG	O
단	단	XSN	O
의	의	JKG	O
_	_	_	O
구제금융	구제금융	NNG	O
_	_	_	O
프로그램	프로그램	NNG	O
_	_	_	O
5	5	SN	B-NOH
개월	개월	NNB	I-NOH
_	_	_	O
연장	연장	NNG	O
안	안	NNG	O
은	은	JX	O
_	_	_	O
“	“	SS	O
정부	정부	NNG	O
_	_	_	O
부채	부채	NNG	O
만	만	JX	O
_	_	_	O
증가	증가	NNG	O
시키	시키	XSV	O
고	고	EC	O
_	_	_	O
연말	연말	NNG	O
에	에	JKB	O
_	_	_	O
더	더	MAG	O
_	_	_	O
가혹한	가혹하+ㄴ	VA+ETM	O
_	_	_	O
각서	각서	NNG	O
를	를	JKO	O
_	_	_	O
요구하	요구하	VV	O
게	게	EC	O
_	_	_	O
될	되+ㄹ	VV+ETM	O
_	_	_	O
것	것	NNB	O
”	”	SS	O
이	이	VCP	O
라며	라며	EC	O
_	_	_	O
거부	거부	NNG	O
_	_	_	O
의사	의사	NNG	O
를	를	JKO	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 17
## 소폭 하락했지만 5주 연속 1위는 지켰다.
## 소폭 하락했지만 <5주:DUR> 연속 <1위:NOH>는 지켰다.
소폭	소폭	NNG	O
_	_	_	O
하락	하락하	VV	O
했	였	EP	O
지만	지만	EC	O
_	_	_	O
5	5	SN	B-DUR
주	주	NNB	I-DUR
_	_	_	O
연속	연속	NNG	O
_	_	_	O
1	1	SN	B-NOH
위	위	NNB	I-NOH
는	는	JX	O
_	_	_	O
지	지키	VV	O
켰	었	EP	O
다	다	EF	O
.	.	SF	O

