## 1
## 두산베어스를 상징하는 D로고와 휠라 로고를 전면에 배치했으며, 밑단과 후드 부분에는 네이비 컬러의 트리밍 디테일로 심플한 멋을 살렸다.
## <두산베어스:ORG>를 상징하는 D로고와 <휠라:ORG> 로고를 전면에 배치했으며, 밑단과 후드 부분에는 네이비 컬러의 트리밍 디테일로 심플한 멋을 살렸다.
두산	두산	NNP	B-ORG
## 지난 4년간 풀린 돈(본원통화)은 무려 303조엔(약 3075조 원). 전례없는 돈풀기는 엔화가치를 달러당 90엔대에서 120엔대로 대폭 끌어내렸고, 일본 기업들의 수출을 지원했다.
## 지난 <4년간:DUR> 풀린 돈(본원통화)은 무려 <303조엔:MNY>(약 <3075조 원:MNY>). 전례없는 돈풀기는 엔화가치를 달러당 <90엔:MNY>대에서 <120엔:MNY>대로 대폭 끌어내렸고, <일본:ORG> 기업들의 수출을 지원했다.
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
4	4	SN	B-DUR
년	년	NNB	I-DUR
간	간	XSN	I-DUR
_	_	_	O
풀린	풀리+ㄴ	VV+ETM	O
_	_	_	O
돈	돈	NNG	O
(	(	SS	O
본원	본원	NNG	O
통화	통화	NNG	O
)	)	SS	O
은	은	JX	O
_	_	_	O
무려	무려	MAG	O
_	_	_	O
303	303	SN	B-MNY
조	조	NR	I-MNY
엔	엔	NNB	I-MNY
(	(	SS	O
약	약	MM	O
_	_	_	O
3075	3075	SN	B-MNY
조	조	NNG	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
)	)	SS	O
.	.	SF	O
_	_	_	O
전례	전례	NNG	O
없	없	VA	O
는	는	ETM	O
_	_	_	O
돈	돈	NNG	O
풀	풀	VV	O
기	기	ETN	O
는	는	JX	O
_	_	_	O
엔	엔	NNG	O
화	화	XSN	O
가치	가치	NNG	O
를	를	JKO	O
_	_	_	O
달러	달러	NNG	O
당	당	XSN	O
_	_	_	O
90	90	SN	B-MNY
엔	엔	NNB	I-MNY
대	대	XSN	O
에서	에서	JKB	O
_	_	_	O
120	120	SN	B-MNY
엔	엔	NNB	I-MNY
대	대	XSN	O
로	로	JKB	O
_	_	_	O
대폭	대폭	MAG	O
_	_	_	O
끌어내	끌어내리	VV	O
렸	었	EP	O
고	고	EC	O
,	,	SP	O
_	_	_	O
일본	일본	NNP	B-ORG
_	_	_	O
기업	기업	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
수출	수출	NNG	O
을	을	JKO	O
_	_	_	O
지원	지원하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 4
## 선크림 바르는 이유는 자외선 차단…외출 직전보단 30분 전에 발라야
## 선크림 바르는 이유는 자외선 차단…외출 직전보단 <30분:NOH> 전에 발라야
선크림	선크림	NNG	O
_	_	_	O
바르	바르	VV	O
는	는	ETM	O
_	_	_	O
이유	이유	NNG	O
는	는	JX	O
_	_	_	O
자외선	자외선	NNG	O
_	_	_	O
차단	차단	NNG	O
…	…	SE	O
외출	외출	NNG	O
_	_	_	O
직전	직전	NNG	O
보단	보다+ㄴ	JKB+JX	O
_	_	_	O
30	30	SN	B-NOH
분	분	NNB	I-NOH
_	_	_	O
전	전	NNG	O
에	에	JKB	O
_	_	_	O
발	바르	VV	O
라야	아야	EC	O

## 5
## 충남테크노파크 정보영상융합센터 연구동 1층에 있는 센터는 2014년 3월 중소기업청으로부터 ‘1인 창조기업 비즈니스센터’로 지정돼 1인 창조기업에 사무공간을 제공하고 창업과 경영에 필요한 전문가 자문과 교육 등을 무료 지원하고 있다.
## <충남테크노파크:ORG> 정보영상융합센터 연구동 <1층:NOH>에 있는 센터는 <2014년 3월:DAT> <중소기업청:ORG>으로부터 ‘<1인:NOH> 창조기업 비즈니스센터’로 지정돼 <1인:NOH> 창조기업에 사무공간을 제공하고 창업과 경영에 필요한 전문가 자문과 교육 등을 무료 지원하고 있다.
충남	충남	NNP	B-ORG
테크노	테크노	NNG	I-ORG
파크	파크	NNG	I-ORG
_	_	_	O
정보	정보	NNG	O
영상	영상	NNG	O
융합	융합	NNG	O
센터	센터	NNG	O
_	_	_	O
연구	연구	NNG	O
동	동	NNG	O
_	_	_	O
1	1	SN	B-NOH
층	층	NNG	I-NOH
에	에	JKB	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
센터	센터	NNG	O
는	는	JX	O
_	_	_	O
2014	2014	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	I-DAT
3	3	SN	I-DAT
월	월	NNB	I-DAT
_	_	_	O
중소기업청	중소기업청	NNG	B-ORG
으로부터	으로부터	JKB	O
_	_	_	O
‘	‘	SS	O
1	1	SN	B-NOH
인	인	NNG	I-NOH
_	_	_	O
창조	창조	NNG	O
기업	기업	NNG	O
_	_	_	O
비즈니스	비즈니스	NNG	O
센터	센터	NNG	O
’	’	SS	O
로	로	JKB	O
_	_	_	O
지정돼	지정되+어	VV+EC	O
_	_	_	O
1	1	SN	B-NOH
인	인	NNG	I-NOH
_	_	_	O
창조	창조	NNG	O
기업	기업	NNG	O
에	에	JKB	O
_	_	_	O
사무	사무	NNG	O
공간	공간	NNG	O
을	을	JKO	O
_	_	_	O
제공하	제공하	VV	O
고	고	EC	O
_	_	_	O
창업	창업	NNG	O
과	과	JC	O
_	_	_	O
경영	경영	NNG	O
에	에	JKB	O
_	_	_	O
필요한	필요하+ㄴ	VA+ETM	O
_	_	_	O
전문	전문	NNG	O
가	가	XSN	O
_	_	_	O
자문	자문	NNG	O
과	과	JC	O
_	_	_	O
교육	교육	NNG	O
_	_	_	O
등	등	NNB	O
을	을	JKO	O
_	_	_	O
무료	무료	NNG	O
_	_	_	O
지원하	지원하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 6
## 지난해에는 천안시가 사업에 참여하며 ‘천안 1인 창조기업 비즈니스센터’로 명칭을 변경했다.
## 지난해에는 <천안시:ORG>가 사업에 참여하며 ‘<천안:LOC> <1인:NOH> 창조기업 비즈니스센터’로 명칭을 변경했다.
지난해	지난해	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
천안시	천안시	NNP	B-ORG
가	가	JKS	O
_	_	_	O
사업	사업	NNG	O
에	에	JKB	O
_	_	_	O
참여하	참여하	VV	O
며	며	EC	O
_	_	_	O
‘	‘	SS	O
천안	천안	NNP	B-LOC
_	_	_	O
1	1	SN	B-NOH
인	인	NNG	I-NOH
_	_	_	O
창조	창조	NNG	O
기업	기업	NNG	O
_	_	_	O
비즈니스	비즈니스	NNG	O
센터	센터	NNG	O
’	’	SS	O
로	로	JKB	O
_	_	_	O
명칭	명칭	NNG	O
을	을	JKO	O
_	_	_	O
변경	변경하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 7
## “ ‘기승전 유승옥’이란 말을 들어봤습니까?”취재기자가 지난 1월 유승옥의 인터뷰를 통보하며 내게 한 질문이다.
## “ ‘기승전 <유승옥:PER>’이란 말을 들어봤습니까?”취재기자가 지난 <1월:DAT> <유승옥:PER>의 인터뷰를 통보하며 내게 한 질문이다.
“	“	SS	O
_	_	_	O
‘	‘	SS	O
기승	기승	NNG	O
전	전	NNP	O
_	_	_	O
유승옥	유승옥	NNP	B-PER
’	’	SS	O
이	이	VCP	O
란	란	ETM	O
_	_	_	O
말	말	NNG	O
을	을	JKO	O
_	_	_	O
들	듣	VV	O
어	어+보	EC+VX	O
봤	았	EP	O
습니까	습니까	EF	O
?	?	SF	O
”	”	SS	O
취재	취재	NNG	O
기자	기자	NNG	O
가	가	JKS	O
_	_	_	O
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
1	1	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
유승옥	유승옥	NNP	B-PER
의	의	JKG	O
_	_	_	O
인터뷰	인터뷰	NNG	O
를	를	JKO	O
_	_	_	O
통보하	통보하	VV	O
며	며	EC	O
_	_	_	O
내게	나+에게	NP+JKB	O
_	_	_	O
한	한	MM	O
_	_	_	O
질문	질문	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 8
## 당시 '모든 결론은 유승옥으로 통한다'고 할 만큼 그녀가 세간의 화제였다.
## 당시 '모든 결론은 <유승옥:PER>으로 통한다'고 할 만큼 그녀가 세간의 화제였다.
당시	당시	NNG	O
_	_	_	O
'	'	SS	O
모든	모든	MM	O
_	_	_	O
결론	결론	NNG	O
은	은	JX	O
_	_	_	O
유승옥	유승옥	NNP	B-PER
으로	으로	JKB	O
_	_	_	O
통한다	통하+ㄴ다	VV+EF	O
'	'	SS	O
고	고	JKQ	O
_	_	_	O
할	하+ㄹ	VV+ETM	O
_	_	_	O
만큼	만큼	NNB	O
_	_	_	O
그녀	그녀	NP	O
가	가	JKS	O
_	_	_	O
세간	세간	NNG	O
의	의	JKG	O
_	_	_	O
화제	화제+이	NNG+VCP	O
였	었	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 하지만 어쩌면 카멜은 먼저 자신을 위해 프로그램을 개발하기 시작했는지도 몰랐다.
## 하지만 어쩌면 <카멜:PER>은 먼저 자신을 위해 프로그램을 개발하기 시작했는지도 몰랐다.
하지만	하지만	MAJ	O
_	_	_	O
어쩌면	어쩌면	MAG	O
_	_	_	O
카멜	카멜	NNP	B-PER
은	은	JX	O
_	_	_	O
먼저	먼저	MAG	O
_	_	_	O
자신	자신	NNG	O
을	을	JKO	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
프로그램	프로그램	NNG	O
을	을	JKO	O
_	_	_	O
개발하	개발하	VV	O
기	기	ETN	O
_	_	_	O
시작	시작하	VV	O
했	었	EP	O
는지	는지	EC	O
도	도	JX	O
_	_	_	O
몰	모르	VV	O
랐	았	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 박 이사장은 이에 대해 “악질 노조로 생각하고 대응해야지, 여러분은 아직도 그들(반대 교수들)을 동료로 생각하고 있다”고 적었다.
## <박:PER> 이사장은 이에 대해 “악질 노조로 생각하고 대응해야지, 여러분은 아직도 그들(반대 교수들)을 동료로 생각하고 있다”고 적었다.
박	박	NNP	B-PER
_	_	_	O
이사장	이사장	NNG	O
은	은	JX	O
_	_	_	O
이	이	NP	O
에	에	JKB	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
“	“	SS	O
악질	악질	NNG	O
_	_	_	O
노조	노조	NNG	O
로	로	JKB	O
_	_	_	O
생각하	생각하	VV	O
고	고	EC	O
_	_	_	O
대응해야지	대응하+여야지	VV+EC	O
,	,	SP	O
_	_	_	O
여러분	여러분	NP	O
은	은	JX	O
_	_	_	O
아직	아직	MAG	O
도	도	JX	O
_	_	_	O
그	그	NP	O
들	들	XSN	O
(	(	SS	O
반대	반대	NNG	O
_	_	_	O
교수	교수	NNG	O
들	들	XSN	O
)	)	SS	O
을	을	JKO	O
_	_	_	O
동료	동료	NNG	O
로	로	JKB	O
_	_	_	O
생각하	생각하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
적	적	VV	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 삼성은 정규시즌과 KS 통합 5연패를 이루고 새 야구장에 들어가는 것을 목표로 하고 있다.
## <삼성:ORG>은 정규시즌과 <KS:POH> 통합 <5연패:NOH>를 이루고 새 야구장에 들어가는 것을 목표로 하고 있다.
삼성	삼성	NNP	B-ORG
은	은	JX	O
_	_	_	O
정규	정규	NNG	O
시즌	시즌	NNG	O
과	과	JC	O
_	_	_	O
KS	KS	SL	B-POH
_	_	_	O
통합	통합	NNG	O
_	_	_	O
5	5	SN	B-NOH
연패	연패	NNG	I-NOH
를	를	JKO	O
_	_	_	O
이루	이루	VV	O
고	고	EC	O
_	_	_	O
새	새	MM	O
_	_	_	O
야구장	야구장	NNG	O
에	에	JKB	O
_	_	_	O
들어가	들어가	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
을	을	JKO	O
_	_	_	O
목표	목표	NNG	O
로	로	JKB	O
_	_	_	O
하	하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 12
## 7kg 복대 차고 ‘임산부 체험’한 수원시장…“임신은 힘겹고 고단”
## <7kg:NOH> 복대 차고 ‘임산부 체험’한 수원시장…“임신은 힘겹고 고단”
7	7	SN	B-NOH
kg	kg	SL	I-NOH
_	_	_	O
복대	복대	NNG	O
_	_	_	O
차	차	VV	O
고	고	EC	O
_	_	_	O
‘	‘	SS	O
임산부	임산부	NNG	O
_	_	_	O
체험	체험	NNG	O
’	’	SS	O
한	하+ㄴ	XSV+ETM	O
_	_	_	O
수원	수원	NNP	O
시장	시장	NNG	O
…	…	SE	O
“	“	SS	O
임신	임신	NNG	O
은	은	JX	O
_	_	_	O
힘겹	힘겹	VA	O
고	고	EC	O
_	_	_	O
고단	고단	NNG	O
”	”	SS	O

