## 1
## 미국이 69%, 일본이 26%를 차지한다.
## <미국:ORG>이 <69%:PNT>, <일본:ORG>이 <26%:PNT>를 차지한다.
미국	미국	NNP	B-ORG
일	일	NNB	I-DAT
_	_	_	O
FA	FA	SL	B-POH
컵	컵	NNG	I-POH
_	_	_	O
4	4	SN	B-NOH
강	강	NNG	I-NOH
_	_	_	O
단판	단판	NNG	O
경기	경기	NNG	O
에서	에서	JKB	O
_	_	_	O
울산	울산	NNP	B-ORG
에	에	JKB	O
_	_	_	O
2	2	SN	B-NOH
-	-	SO	I-NOH
1	1	SN	I-NOH
로	로	JKB	O
_	_	_	O
승리하	승리하	VV	O
며	며	EC	O
_	_	_	O
FA	FA	SL	B-POH
컵	컵	NNG	I-POH
_	_	_	O
결승	결승	NNG	O
에	에	JKB	O
_	_	_	O
오른	오르+ㄴ	VV+ETM	O
_	_	_	O
5	5	SN	B-NOH
위	위	NNB	I-NOH
_	_	_	O
서울	서울	NNP	B-ORG
의	의	JKG	O
_	_	_	O
경기	경기	NNG	O
는	는	JX	O
_	_	_	O
18	18	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
오후	오후	NNG	B-TIM
_	_	_	I-TIM
4	4	SN	I-TIM
시	시	NNB	I-TIM
_	_	_	O
탄천	탄천	NNP	B-LOC
종합	종합	NNG	I-LOC
운동장	운동장	NNG	I-LOC
에서	에서	JKB	O
_	_	_	O
진행된다	진행되+ㄴ다	VV+EF	O
.	.	SF	O

## 4
## 이제 주님 안에서 영원히 하나가 되려고 하는 우리 두 사람을 축복해달라”고 적었다.
## 이제 <주님:PER> 안에서 영원히 <하나:NOH>가 되려고 하는 우리 <두 사람:NOH>을 축복해달라”고 적었다.
이제	이제	MAG	O
_	_	_	O
주님	주님	NNG	B-PER
_	_	_	O
안	안	NNG	O
에서	에서	JKB	O
_	_	_	O
영원히	영원히	MAG	O
_	_	_	O
하나	하나	NNG	B-NOH
가	가	JKC	O
_	_	_	O
되	되	VV	O
려고	려고	EC	O
_	_	_	O
하	하	VX	O
는	는	ETM	O
_	_	_	O
우리	우리	NP	O
_	_	_	O
두	두	MM	B-NOH
_	_	_	I-NOH
사람	사람	NNG	I-NOH
을	을	JKO	O
_	_	_	O
축복해	축복하+여	VV+EC	O
달	달	VX	O
라	라	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
적	적	VV	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 한편 차유람과 이지성 작가의 웨딩촬영을 담당한 스튜디오 측은 20일 인천의 한 교회에서 진행된 두 사람의 결혼식 사진 5장을 22일 공개했다.
## 한편 <차유람:PER>과 <이지성:PER> 작가의 웨딩촬영을 담당한 스튜디오 측은 <20일:DAT> <인천:LOC>의 <한:NOH> 교회에서 진행된 <두 사람:NOH>의 결혼식 사진 <5장:NOH>을 <22일:DAT> 공개했다.
한편	한편	MAG	O
_	_	_	O
차	차	NNB	B-PER
유람	유람	NNG	I-PER
과	과	JC	O
_	_	_	O
이지성	이지성	NNP	B-PER
_	_	_	O
작가	작가	NNG	O
의	의	JKG	O
_	_	_	O
웨딩	웨딩	NNG	O
촬영	촬영	NNG	O
을	을	JKO	O
_	_	_	O
담당한	담당하+ㄴ	VV+ETM	O
_	_	_	O
스튜디오	스튜디오	NNG	O
_	_	_	O
측	측	NNB	O
은	은	JX	O
_	_	_	O
20	20	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
인천	인천	NNP	B-LOC
의	의	JKG	O
_	_	_	O
한	한	MM	B-NOH
_	_	_	O
교회	교회	NNG	O
에서	에서	JKB	O
_	_	_	O
진행된	진행되+ㄴ	VV+ETM	O
_	_	_	O
두	두	MM	B-NOH
_	_	_	I-NOH
사람	사람	NNG	I-NOH
의	의	JKG	O
_	_	_	O
결혼식	결혼식	NNG	O
_	_	_	O
사진	사진	NNG	O
_	_	_	O
5	5	SN	B-NOH
장	장	NNB	I-NOH
을	을	JKO	O
_	_	_	O
22	22	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
공개	공개하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 공개된 사진 속에는 주례 앞에서 수줍은 표정으로 미소를 짓고 있는 차유람과 행복한 표정의 이지성 작가의 모습이 담겨있다.
## 공개된 사진 속에는 주례 앞에서 수줍은 표정으로 미소를 짓고 있는 <차유람:PER>과 행복한 표정의 <이지성:PER> 작가의 모습이 담겨있다.
공개된	공개되+ㄴ	VV+ETM	O
_	_	_	O
사진	사진	NNG	O
_	_	_	O
속	속	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
주례	주례	NNG	O
_	_	_	O
앞	앞	NNG	O
에서	에서	JKB	O
_	_	_	O
수줍	수줍	VA	O
은	은	ETM	O
_	_	_	O
표정	표정	NNG	O
으로	으로	JKB	O
_	_	_	O
미소	미소	NNG	O
를	를	JKO	O
_	_	_	O
짓	짓	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
차	차	NNB	B-PER
유람	유람	NNG	I-PER
과	과	JC	O
_	_	_	O
행복한	행복하+ㄴ	VA+ETM	O
_	_	_	O
표정	표정	NNG	O
의	의	JKG	O
_	_	_	O
이지성	이지성	NNP	B-PER
_	_	_	O
작가	작가	NNG	O
의	의	JKG	O
_	_	_	O
모습	모습	NNG	O
이	이	JKS	O
_	_	_	O
담겨	담기+어	VV+EC	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 7
## 기욤 패트리는 과거 한 매체와의 인터뷰에서 “송민서가 성격이 진짜 좋다.
## <기욤 패트리:PER>는 과거 <한:NOH> 매체와의 인터뷰에서 “<송민서:PER>가 성격이 진짜 좋다.
기욤	기욤	NNP	B-PER
_	_	_	I-PER
패트리	패트리	NNP	I-PER
는	는	JX	O
_	_	_	O
과거	과거	NNG	O
_	_	_	O
한	한	MM	B-NOH
_	_	_	O
매체	매체	NNG	O
와	와	JKB	O
의	의	JKG	O
_	_	_	O
인터뷰	인터뷰	NNG	O
에서	에서	JKB	O
_	_	_	O
“	“	SS	O
송민	송민	NNP	B-PER
서	서	XSN	I-PER
가	가	JKS	O
_	_	_	O
성격	성격	NNG	O
이	이	JKS	O
_	_	_	O
진짜	진짜	NNG	O
_	_	_	O
좋	좋	VA	O
다	다	EF	O
.	.	SF	O

## 8
## [김식의 야구노트] 팀워크 깨면 불려간다,
## [<김식의 야구노트:POH>] 팀워크 깨면 불려간다,
[	[	SS	O
김	김	NNP	B-POH
식	식	XSN	I-POH
의	의	JKG	I-POH
_	_	_	I-POH
야구	야구	NNG	I-POH
노트	노트	NNG	I-POH
]	]	SS	O
_	_	_	O
팀워크	팀워크	NNG	O
_	_	_	O
깨	깨	VV	O
면	면	EC	O
_	_	_	O
불려	불리+어	VV+EC	O
간다	가+ㄴ다	VX+EC	O
,	,	SP	O

## 9
## 솔지 하니, 라이브 쇼케이스 EXID 귀여움 작렬 EXID 솔지 하니 '오' 인형과 깜찍한 포즈를 취하고 있다.
## <솔지:PER> <하니:PER>, 라이브 쇼케이스 <EXID:ORG> 귀여움 작렬 <EXID:ORG> <솔지:PER> <하니:PER> '<오:PER>' 인형과 깜찍한 포즈를 취하고 있다.
솔지	솔+ㄹ지	VA+EC	B-PER
_	_	_	O
하	하	VV	B-PER
니	니	EC	I-PER
,	,	SP	O
_	_	_	O
라이브	라이브	NNG	O
_	_	_	O
쇼	쇼	NNG	O
케이스	케이스	NNG	O
_	_	_	O
EXID	EXID	SL	B-ORG
_	_	_	O
귀여	귀엽	VA	O
움	ㅁ	ETN	O
_	_	_	O
작렬	작렬	NNG	O
_	_	_	O
EXID	EXID	SL	B-ORG
_	_	_	O
솔지	솔+ㄹ지	VA+EC	B-PER
_	_	_	O
하	하	VV	B-PER
니	니	EC	I-PER
_	_	_	O
'	'	SS	O
오	오	NNP	B-PER
'	'	SS	O
_	_	_	O
인형	인형	NNG	O
과	과	JC	O
_	_	_	O
깜찍한	깜찍하+ㄴ	VA+ETM	O
_	_	_	O
포즈	포즈	NNG	O
를	를	JKO	O
_	_	_	O
취하	취하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 10
## 드림웍스의 새 애니메이션 ‘홈’의 개봉을 앞두고, 걸그룹 ‘EXID’의 솔지 하니와 함께 하는 절친 라이브 쇼케이스가 12일 오후 영등포 타임스퀘어에서 열렸다.
## <드림웍스:ORG>의 새 애니메이션 ‘<홈:POH>’의 개봉을 앞두고, 걸그룹 ‘<EXID:ORG>’의 <솔지:PER> <하니:PER>와 함께 하는 절친 <라이브 쇼케이스:PER>가 <12일:DAT> <오후:TIM> <영등포 타임스퀘어:LOC>에서 열렸다.
드림웍스	드림웍스	NNP	B-ORG
의	의	JKG	O
_	_	_	O
새	새	MM	O
_	_	_	O
애니메이션	애니메이션	NNG	O
_	_	_	O
‘	‘	SS	O
홈	홈	NNG	B-POH
’	’	SS	O
의	의	JKG	O
_	_	_	O
개봉	개봉	NNG	O
을	을	JKO	O
_	_	_	O
앞두	앞두	VV	O
고	고	EC	O
,	,	SP	O
_	_	_	O
걸	걸	NNG	O
그룹	그룹	NNG	O
_	_	_	O
‘	‘	SS	O
EXID	EXID	SL	B-ORG
’	’	SS	O
의	의	JKG	O
_	_	_	O
솔지	솔+ㄹ지	VA+EC	B-PER
_	_	_	O
하니와	하니와	NNG	O
_	_	_	O
함께	함께	MAG	O
_	_	_	O
하	하	VV	O
는	는	ETM	O
_	_	_	O
절친	절친	NNG	O
_	_	_	O
라이브	라이브	NNG	B-PER
_	_	_	I-PER
쇼케이스	쇼케이스	NNG	I-PER
가	가	JKS	O
_	_	_	O
12	12	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
오후	오후	NNG	B-TIM
_	_	_	O
영등포	영등포	NNP	B-LOC
_	_	_	I-LOC
타임스퀘어	타임스퀘어	NNP	I-LOC
에서	에서	JKB	O
_	_	_	O
열	열리	VV	O
렸	었	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 리한나 제니퍼로페즈 스티브마틴 등 헐리우드 최고스타들이 더빙에 참여했다.
## <리한나 제니퍼로페즈 스티브마틴:PER> 등 <헐리우드:LOC> 최고스타들이 더빙에 참여했다.
리한	리하+ㄴ	VA+ETM	B-PER
나	나	JC	I-PER
_	_	_	I-PER
제니퍼	제니퍼	NNP	I-PER
로페즈	로페즈	NNP	I-PER
_	_	_	I-PER
스티브	스티브	NNP	I-PER
마틴	마틴	NNP	I-PER
_	_	_	O
등	등	NNB	O
_	_	_	O
헐리우드	헐리우드	NNP	B-LOC
_	_	_	O
최고	최고	NNG	O
스타	스타	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
더빙	더빙	NNG	O
에	에	JKB	O
_	_	_	O
참여	참여하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

