## 1
## 정치인 노무현이 급할 때 쌈짓돈을 내주긴 했어도 공천을 받으려고 줄을 대지 않았다.
## 정치인 <노무현:PER>이 급할 때 쌈짓돈을 내주긴 했어도 공천을 받으려고 줄을 대지 않았다.
정치인	정치인	NNG	O
_	_	_	O
‘	‘	SS	O
미세스	미세스	NNG	B-POH
_	_	_	I-POH
캅	캅	NNG	I-POH
’	’	SS	O
_	_	_	O
마지막	마지막	NNG	O
_	_	_	O
회	회	NNB	O
가	가	JKS	O
_	_	_	O
방송된	방송되+ㄴ	VV+ETM	O
_	_	_	O
가운데	가운데	NNG	O
_	_	_	O
김희애	김희애	NNP	B-PER
의	의	JKG	O
_	_	_	O
연기	연기	NNG	O
에	에	JKB	O
_	_	_	O
관심	관심	NNG	O
이	이	JKS	O
_	_	_	O
집중	집중되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 29일 방송된 SBS ‘미세스캅’에서는 김희애(최영진 역)와 권력과 손잡은 손병호(강태유 역) 쫓고 쫓기는 모습이 방송됐다.
## <29일:DAT> 방송된 <SBS:ORG> ‘<미세스캅:POH>’에서는 <김희애:PER>(<최영진:PER> 역)와 권력과 손잡은 <손병호:PER>(<강태유:PER> 역) 쫓고 쫓기는 모습이 방송됐다.
29	29	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
방송된	방송되+ㄴ	VV+ETM	O
_	_	_	O
SBS	SBS	SL	B-ORG
_	_	_	O
‘	‘	SS	O
미세스	미세스	NNG	B-POH
캅	캅	NNG	I-POH
’	’	SS	O
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
김희애	김희애	NNP	B-PER
(	(	SS	O
최영진	최영진	NNP	B-PER
_	_	_	O
역	역	NNG	O
)	)	SS	O
와	와	JKB	O
_	_	_	O
권력	권력	NNG	O
과	과	JC	O
_	_	_	O
손잡	손잡	VV	O
은	은	ETM	O
_	_	_	O
손병호	손병호	NNP	B-PER
(	(	SS	O
강태유	강태유	NNP	B-PER
_	_	_	O
역	역	NNG	O
)	)	SS	O
_	_	_	O
쫓	쫓	VV	O
고	고	EC	O
_	_	_	O
쫓기	쫓기	VV	O
는	는	ETM	O
_	_	_	O
모습	모습	NNG	O
이	이	JKS	O
_	_	_	O
방송	방송되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 14
## 이날 김희애는 경찰에 꼬리가 잡힌 손병호가 도망가기 위해 자신을 자살로 위장했지만 끝까지 포기하지 않고 추적하는 집념을 보였다.
## 이날 <김희애:PER>는 경찰에 꼬리가 잡힌 <손병호:PER>가 도망가기 위해 자신을 자살로 위장했지만 끝까지 포기하지 않고 추적하는 집념을 보였다.
이날	이날	NNG	O
_	_	_	O
김희애	김희애	NNP	B-PER
는	는	JX	O
_	_	_	O
경찰	경찰	NNG	O
에	에	JKB	O
_	_	_	O
꼬리	꼬리	NNG	O
가	가	JKS	O
_	_	_	O
잡힌	잡히+ㄴ	VV+ETM	O
_	_	_	O
손병호	손병호	NNP	B-PER
가	가	JKS	O
_	_	_	O
도망가	도망가	VV	O
기	기	ETN	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
자신	자신	NNG	O
을	을	JKO	O
_	_	_	O
자살	자살	NNG	O
로	로	JKB	O
_	_	_	O
위장	위장하	VV	O
했	였	EP	O
지만	지만	EC	O
_	_	_	O
끝	끝	NNG	O
까지	까지	JX	O
_	_	_	O
포기하	포기하	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
고	고	EC	O
_	_	_	O
추적하	추적하	VV	O
는	는	ETM	O
_	_	_	O
집념	집념	NNG	O
을	을	JKO	O
_	_	_	O
보	보이	VV	O
였	었	EP	O
다	다	EF	O
.	.	SF	O

## 15
## 결국 김희애는 배신한 김 변호사를 찾아가 죽인 손병호를 주차장에서 만났고 서로에게 총을 발사한 뒤 두 사람은 쓰러졌다.
## 결국 <김희애:PER>는 배신한 <김:PER> 변호사를 찾아가 죽인 <손병호:PER>를 주차장에서 만났고 서로에게 총을 발사한 뒤 <두 사람:NOH>은 쓰러졌다.
결국	결국	NNG	O
_	_	_	O
김희애	김희애	NNP	B-PER
는	는	JX	O
_	_	_	O
배신한	배신하+ㄴ	VV+ETM	O
_	_	_	O
김	김	NNP	B-PER
_	_	_	O
변호사	변호사	NNG	O
를	를	JKO	O
_	_	_	O
찾아가	찾아가+아	VV+EC	O
_	_	_	O
죽인	죽이+ㄴ	VV+ETM	O
_	_	_	O
손병호	손병호	NNP	B-PER
를	를	JKO	O
_	_	_	O
주차장	주차장	NNG	O
에서	에서	JKB	O
_	_	_	O
만났	만나+았	VV+EP	O
고	고	EC	O
_	_	_	O
서로	서로	NNG	O
에게	에게	JKB	O
_	_	_	O
총	총	NNG	O
을	을	JKO	O
_	_	_	O
발사한	발사하+ㄴ	VV+ETM	O
_	_	_	O
뒤	뒤	NNG	O
_	_	_	O
두	두	MM	B-NOH
_	_	_	I-NOH
사람	사람	NNG	I-NOH
은	은	JX	O
_	_	_	O
쓰러	쓰러지	VV	O
졌	었	EP	O
다	다	EF	O
.	.	SF	O

## 16
## 쓰러진 손병호가 다시 김희애에게 총을 쏘려하자, 김희애는 손병호의 팔을 쏘며 사건이 마무리 되는 듯 했다.
## 쓰러진 <손병호:PER>가 다시 <김희애:PER>에게 총을 쏘려하자, <김희애:PER>는 <손병호:PER>의 팔을 쏘며 사건이 마무리 되는 듯 했다.
쓰러진	쓰러지+ㄴ	VV+ETM	O
_	_	_	O
손병호	손병호	NNP	B-PER
가	가	JKS	O
_	_	_	O
다시	다시	MAG	O
_	_	_	O
김희애	김희애	NNP	B-PER
에게	에게	JKB	O
_	_	_	O
총	총	NNG	O
을	을	JKO	O
_	_	_	O
쏘	쏘	VV	O
려	려	EC	O
하	하	VX	O
자	자	EC	O
,	,	SP	O
_	_	_	O
김희애	김희애	NNP	B-PER
는	는	JX	O
_	_	_	O
손병호	손병호	NNP	B-PER
의	의	JKG	O
_	_	_	O
팔	팔	NNG	O
을	을	JKO	O
_	_	_	O
쏘	쏘	VV	O
며	며	EC	O
_	_	_	O
사건	사건	NNG	O
이	이	JKS	O
_	_	_	O
마무리	마무리	NNG	O
_	_	_	O
되	되	VV	O
는	는	ETM	O
_	_	_	O
듯	듯	NNB	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 17
## 하지만 손병호는 칼을 꺼내려 했고, 김희애의 총은 세 번째 총성을 울리며 극악무도한 손병호의 목숨을 끊으며 드라마는 막을 내렸다.
## 하지만 <손병호:PER>는 칼을 꺼내려 했고, <김희애:PER>의 총은 세 번째 총성을 울리며 극악무도한 <손병호:PER>의 목숨을 끊으며 드라마는 막을 내렸다.
하지만	하지만	MAJ	O
_	_	_	O
손병호	손병호	NNP	B-PER
는	는	JX	O
_	_	_	O
칼	칼	NNG	O
을	을	JKO	O
_	_	_	O
꺼내	꺼내	VV	O
려	려	EC	O
_	_	_	O
했	+였	+EP	O
고	고	EC	O
,	,	SP	O
_	_	_	O
김희애	김희애	NNP	B-PER
의	의	JKG	O
_	_	_	O
총	총	NNG	O
은	은	JX	O
_	_	_	O
세	세	MM	O
_	_	_	O
번째	번째	NNB	O
_	_	_	O
총성	총성	NNG	O
을	을	JKO	O
_	_	_	O
울리	울리	VV	O
며	며	EC	O
_	_	_	O
극악무도한	극악무도하+ㄴ	VA+ETM	O
_	_	_	O
손병호	손병호	NNP	B-PER
의	의	JKG	O
_	_	_	O
목숨	목숨	NNG	O
을	을	JKO	O
_	_	_	O
끊	끊	VV	O
으며	으며	EC	O
_	_	_	O
드라마	드라마	NNG	O
는	는	JX	O
_	_	_	O
막	막	NNG	O
을	을	JKO	O
_	_	_	O
내	내리	VV	O
렸	었	EP	O
다	다	EF	O
.	.	SF	O

## 18
## 한편 드라마 ‘미세스 캅’후속으로는 조선의 건국 이야기를 그린 ‘육룡이 나르샤’가 김명민, 유아인, 신세경, 변요한, 윤균상, 천호진 등 출연으로 10월 5일 방송될 예정이다.
## 한편 드라마 ‘<미세스 캅:POH>’후속으로는 <조선:ORG>의 건국 이야기를 그린 ‘<육룡이 나르샤:POH>’가 <김명민:PER>, <유아인:PER>, <신세경:PER>, <변요한:PER>, <윤균상:PER>, <천호진:PER> 등 출연으로 <10월 5일:DAT> 방송될 예정이다.
한편	한편	MAG	O
_	_	_	O
드라마	드라마	NNG	O
_	_	_	O
‘	‘	SS	O
미세스	미세스	NNG	B-POH
_	_	_	I-POH
캅	캅	NNG	I-POH
’	’	SS	O
후속	후속	NNG	O
으로	으로	JKB	O
는	는	JX	O
_	_	_	O
조선	조선	NNP	B-ORG
의	의	JKG	O
_	_	_	O
건국	건국	NNG	O
_	_	_	O
이야기	이야기	NNG	O
를	를	JKO	O
_	_	_	O
그린	그리+ㄴ	VV+ETM	O
_	_	_	O
‘	‘	SS	O
육룡	육룡	NNG	B-POH
이	이	JKS	I-POH
_	_	_	I-POH
나	나	NNG	I-POH
르샤	르샤	NNP	I-POH
’	’	SS	O
가	가	JKS	O
_	_	_	O
김명민	김명민	NNP	B-PER
,	,	SP	O
_	_	_	O
유아	유아	NNG	B-PER
인	이+ㄴ	VCP+ETM	I-PER
,	,	SP	O
_	_	_	O
신세경	신세경	NNP	B-PER
,	,	SP	O
_	_	_	O
변요한	변요한	NNP	B-PER
,	,	SP	O
_	_	_	O
윤균상	윤균상	NNP	B-PER
,	,	SP	O
_	_	_	O
천호진	천호진	NNP	B-PER
_	_	_	O
등	등	NNB	O
_	_	_	O
출연	출연	NNG	O
으로	으로	JKB	O
_	_	_	O
10	10	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	I-DAT
5	5	SN	I-DAT
일	일	NNB	I-DAT
_	_	_	O
방송될	방송되+ㄹ	VV+ETM	O
_	_	_	O
예정	예정	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

