## 1
## 이를테면 ‘눈을 감은 지 19분째 깊은 잠에 빠지고, 41분째 코를 골았다’는 식이죠. 이 기기를 통해 스트레스를 받거나 과로 또는 과음을 했을 때 실제로 잠을 설치는지를 확인할 수 있습니다.
## 이를테면 ‘눈을 감은 지 <19분:NOH>째 깊은 잠에 빠지고, <41분:NOH>째 코를 골았다’는 식이죠. 이 기기를 통해 스트레스를 받거나 과로 또는 과음을 했을 때 실제로 잠을 설치는지를 확인할 수 있습니다.
이를테면	이를테면	MAG	O
등	등	NNB	O
을	을	JKO	O
_	_	_	O
종합적	종합적	NNG	O
으로	으로	JKB	O
_	_	_	O
검토해	검토하+여	VV+EC	O
_	_	_	O
개선	개선	NNG	O
방안	방안	NNG	O
을	을	JKO	O
_	_	_	O
마련할	마련하+ㄹ	VV+ETM	O
_	_	_	O
계획	계획	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 16
## 김준기 서울시 도시안전본부장은 “이번 자동차전용도로 해제는 기능중심의 도로정책에서 탈피해 지역주민을 최대한 고려해 도로 공간을 활용하는 서울시의 도로정책을 반영한 것”이라며 “일반 도로화에 따른 개선방안을 추가 검토해 지역주민들이 편리하게 이용할 수 있는 환경을 조성하겠다”고 말했다.
## <김준기:PER> 서울시 도시안전본부장은 “이번 자동차전용도로 해제는 기능중심의 도로정책에서 탈피해 지역주민을 최대한 고려해 도로 공간을 활용하는 <서울시:ORG>의 도로정책을 반영한 것”이라며 “일반 도로화에 따른 개선방안을 추가 검토해 지역주민들이 편리하게 이용할 수 있는 환경을 조성하겠다”고 말했다.
김준기	김준기	NNP	B-PER
_	_	_	O
서울시	서울시	NNP	O
_	_	_	O
도시	도시	NNG	O
안전	안전	NNG	O
본부	본부	NNG	O
장	장	XSN	O
은	은	JX	O
_	_	_	O
“	“	SS	O
이번	이번	NNG	O
_	_	_	O
자동차	자동차	NNG	O
전용	전용	NNG	O
도로	도로	NNG	O
_	_	_	O
해제	해제	NNG	O
는	는	JX	O
_	_	_	O
기능	기능	NNG	O
중심	중심	NNG	O
의	의	JKG	O
_	_	_	O
도로	도로	NNG	O
정책	정책	NNG	O
에서	에서	JKB	O
_	_	_	O
탈피해	탈피하+여	VV+EC	O
_	_	_	O
지역	지역	NNG	O
주민	주민	NNG	O
을	을	JKO	O
_	_	_	O
최대한	최대한	NNG	O
_	_	_	O
고려해	고려하+여	VV+EC	O
_	_	_	O
도	도	NNB	O
로	로	JKB	O
_	_	_	O
공간	공간	NNG	O
을	을	JKO	O
_	_	_	O
활용하	활용하	VV	O
는	는	ETM	O
_	_	_	O
서울시	서울시	NNP	B-ORG
의	의	JKG	O
_	_	_	O
도로	도로	NNG	O
정책	정책	NNG	O
을	을	JKO	O
_	_	_	O
반영한	반영하+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
”	”	SS	O
이	이	VCP	O
라며	라며	EC	O
_	_	_	O
“	“	SS	O
일반	일반	NNG	O
_	_	_	O
도로	도로	NNG	O
화	화	XSN	O
에	에	JKB	O
_	_	_	O
따른	따르+ㄴ	VV+ETM	O
_	_	_	O
개선	개선	NNG	O
방안	방안	NNG	O
을	을	JKO	O
_	_	_	O
추가	추가	NNG	O
_	_	_	O
검토해	검토하+여	VV+EC	O
_	_	_	O
지역	지역	NNG	O
주민	주민	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
편리하	편리하	VA	O
게	게	EC	O
_	_	_	O
이용할	이용하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
환경	환경	NNG	O
을	을	JKO	O
_	_	_	O
조성하	조성하	VV	O
겠	겠	EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 17
## 삼육대는 인수가 완료되면 남원캠퍼스의 정상화를 위해 기존 삼육대 서울캠퍼스의 정원 100여명을 남원캠퍼스로 위치 변경하여 치위생학과, 전통문화학과, 국제학부(한국학전공, 첨단농업전공, 향장학전공, 국제경영전공 등)를 신설한다.
## <삼육대:ORG>는 인수가 완료되면 <남원캠퍼스:LOC>의 정상화를 위해 기존 <삼육대:ORG> <서울캠퍼스:LOC>의 정원 <100여명:NOH>을 <남원캠퍼스:LOC>로 위치 변경하여 치위생학과, 전통문화학과, 국제학부(한국학전공, 첨단농업전공, 향장학전공, 국제경영전공 등)를 신설한다.
삼육대	삼육대	NNP	B-ORG
는	는	JX	O
_	_	_	O
인수	인수	NNG	O
가	가	JKS	O
_	_	_	O
완료되	완료되	VV	O
면	면	EC	O
_	_	_	O
남원	남원	NNP	B-LOC
캠퍼스	캠퍼스	NNG	I-LOC
의	의	JKG	O
_	_	_	O
정상화	정상화	NNG	O
를	를	JKO	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
기존	기존	NNG	O
_	_	_	O
삼육대	삼육대	NNP	B-ORG
_	_	_	O
서울	서울	NNP	B-LOC
캠퍼스	캠퍼스	NNG	I-LOC
의	의	JKG	O
_	_	_	O
정원	정원	NNG	O
_	_	_	O
100	100	SN	B-NOH
여	여	XSN	I-NOH
명	명	NNB	I-NOH
을	을	JKO	O
_	_	_	O
남원	남원	NNP	B-LOC
캠퍼스	캠퍼스	NNG	I-LOC
로	로	JKB	O
_	_	_	O
위치	위치	NNG	O
_	_	_	O
변경하	변경하	VV	O
여	여	EC	O
_	_	_	O
치	치	NNG	O
위생	위생	NNG	O
학과	학과	NNG	O
,	,	SP	O
_	_	_	O
전통문화	전통문화	NNG	O
학과	학과	NNG	O
,	,	SP	O
_	_	_	O
국제	국제	NNG	O
학부	학부	NNG	O
(	(	SS	O
한국학	한국학	NNG	O
전공	전공	NNG	O
,	,	SP	O
_	_	_	O
첨단	첨단	NNG	O
농업	농업	NNG	O
전공	전공	NNG	O
,	,	SP	O
_	_	_	O
향장	향장	NNG	O
학	학	NNG	O
전공	전공	NNG	O
,	,	SP	O
_	_	_	O
국제	국제	NNG	O
경영	경영	NNG	O
전공	전공	NNG	O
_	_	_	O
등	등	NNB	O
)	)	SS	O
를	를	JKO	O
_	_	_	O
신설한다	신설하+ㄴ다	VV+EF	O
.	.	SF	O

