## 1
## 도올 김용옥, 역사 교과서 국정화 맹비난 “朴대통령 왜 이렇게 집착하나”
## <도올 김용옥:PER>, 역사 교과서 국정화 맹비난 “<朴:PER>대통령 왜 이렇게 집착하나”
도올	도올	NNP	B-PER
일	일	NNB	I-DUR
간	간	XSN	I-DUR
_	_	_	O
체결	체결	NNG	O
경남	경남	NNP	B-LOC
_	_	_	O
양산	양산	NNP	B-LOC
신도시	신도시	NNG	I-LOC
에서	에서	JKB	O
_	_	_	O
선보인	선보이+ㄴ	VV+ETM	O
_	_	_	O
‘	‘	SS	O
양산	양산	NNP	B-POH
신도시	신도시	NNG	I-POH
_	_	_	I-POH
3	3	SN	I-POH
차	차	NNB	I-POH
_	_	_	I-POH
EG	EG	SL	I-POH
_	_	_	I-POH
the	the	SL	I-POH
1	1	SN	I-POH
’	’	SS	O
에	에	JKB	O
_	_	_	O
수	수	NNG	O
_	_	_	O
많	많	VA	O
은	은	ETM	O
_	_	_	O
청약	청약	NNG	O
자	자	XSN	O
가	가	JKS	O
_	_	_	O
몰리	몰리	VV	O
면서	면서	EC	O
_	_	_	O
예견된	예견되+ㄴ	VV+ETM	O
_	_	_	O
청약	청약	NNG	O
_	_	_	O
성공	성공	NNG	O
을	을	JKO	O
_	_	_	O
거	거두	VV	O
뒀	었	EP	O
다	다	EF	O
.	.	SF	O

## 3
## 3일 개봉하는 ‘오피스’는 한 음료회사 영업부에서 벌어지는 연쇄살인사건을 그렸다.
## <3일:DAT> 개봉하는 ‘<오피스:POH>’는 한 음료회사 영업부에서 벌어지는 연쇄살인사건을 그렸다.
3	3	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
개봉하	개봉하	VV	O
는	는	ETM	O
_	_	_	O
‘	‘	SS	O
오피스	오피스	NNG	B-POH
’	’	SS	O
는	는	JX	O
_	_	_	O
한	한	MM	O
_	_	_	O
음료	음료	NNG	O
회사	회사	NNG	O
_	_	_	O
영업부	영업부	NNG	O
에서	에서	JKB	O
_	_	_	O
벌어지	벌어지	VV	O
는	는	ETM	O
_	_	_	O
연쇄	연쇄	NNG	O
살인	살인	NNG	O
사건	사건	NNG	O
을	을	JKO	O
_	_	_	O
그	그리	VV	O
렸	었	EP	O
다	다	EF	O
.	.	SF	O

## 4
## ○ 명계남 “안희정은 노무현 업그레이드” ‘노무현을 사랑하는 사람들의 모임’(노사모) 대표를 지낸 배우 명계남 씨는 최근 한 인터뷰에서 안 지사에 대해 “노 전 대통령의 업그레이드 같은 느낌을 받아 가슴이 뜨거워진다”고 평가한 것으로 알려졌다.
## ○ <명계남:PER> “<안희정:PER>은 <노무현:PER> 업그레이드” ‘<노무현을 사랑하는 사람들의 모임:POH>’(<노사모:ORG>) 대표를 지낸 배우 <명계남:PER> 씨는 최근 한 인터뷰에서 <안:PER> 지사에 대해 “<노:PER> 전 대통령의 업그레이드 같은 느낌을 받아 가슴이 뜨거워진다”고 평가한 것으로 알려졌다.
○	○	SW	O
_	_	_	O
명계남	명계남	NNP	B-PER
_	_	_	O
“	“	SS	O
안희정	안희정	NNP	B-PER
은	은	JX	O
_	_	_	O
노무현	노무현	NNP	B-PER
_	_	_	O
업그레이드	업그레이드	NNG	O
”	”	SS	O
_	_	_	O
‘	‘	SS	O
노무현	노무현	NNP	B-POH
을	을	JKO	I-POH
_	_	_	I-POH
사랑하	사랑하	VV	I-POH
는	는	ETM	I-POH
_	_	_	I-POH
사람	사람	NNG	I-POH
들	들	XSN	I-POH
의	의	JKG	I-POH
_	_	_	I-POH
모임	모임	NNG	I-POH
’	’	SS	O
(	(	SS	O
노사모	노사모	NNP	B-ORG
)	)	SS	O
_	_	_	O
대표	대표	NNG	O
를	를	JKO	O
_	_	_	O
지낸	지내+ㄴ	VV+ETM	O
_	_	_	O
배우	배우	NNG	O
_	_	_	O
명계남	명계남	NNP	B-PER
_	_	_	O
씨	씨	NNB	O
는	는	JX	O
_	_	_	O
최근	최근	NNG	O
_	_	_	O
한	한	MM	O
_	_	_	O
인터뷰	인터뷰	NNG	O
에서	에서	JKB	O
_	_	_	O
안	안	NNP	B-PER
_	_	_	O
지사	지사	NNG	O
에	에	JKB	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
“	“	SS	O
노	노	NNP	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
대통령	대통령	NNG	O
의	의	JKG	O
_	_	_	O
업그레이드	업그레이드	NNG	O
_	_	_	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
느낌	느낌	NNG	O
을	을	JKO	O
_	_	_	O
받	받	VV	O
아	아	EC	O
_	_	_	O
가슴	가슴	NNG	O
이	이	JKS	O
_	_	_	O
뜨거워진다	뜨거워지+ㄴ다	VV+EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
평가한	평가하+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
알려	알려지	VV	O
졌	었	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 【싱가포르=김병석기자】
## 【<싱가포르:LOC>=<김병석:PER>기자】
【	【	SS	O
싱가포르	싱가포르	NNP	B-LOC
=	=	SW	O
김병석	김병석	NNP	B-PER
기자	기자	NNG	O
】	】	SS	O

## 6
## ‘K팝스타5’ 유제이, 시즌4 우승자 케이티김과 닮은꼴? 박진영 “뉴저지 물먹으면…”
## ‘<K팝스타5:POH>’ <유제이:PER>, <시즌4:NOH> 우승자 <케이티김:PER>과 닮은꼴? <박진영:PER> “<뉴저지:LOC> 물먹으면…”
‘	‘	SS	O
K	K	SL	B-POH
팝	팝	NNG	I-POH
스타	스타	NNG	I-POH
5	5	SN	I-POH
’	’	SS	O
_	_	_	O
유제이	유제이	NNP	B-PER
,	,	SP	O
_	_	_	O
시즌	시즌	NNG	B-NOH
4	4	SN	I-NOH
_	_	_	O
우승자	우승자	NNG	O
_	_	_	O
케이티	케이티	NNP	B-PER
김	김	NNP	I-PER
과	과	JC	O
_	_	_	O
닮은꼴	닮은꼴	NNG	O
?	?	SF	O
_	_	_	O
박진영	박진영	NNP	B-PER
_	_	_	O
“	“	SS	O
뉴저지	뉴저지	NNP	B-LOC
_	_	_	O
물먹	물먹	VV	O
으면	으면	EC	O
…	…	SE	O
”	”	SS	O

## 7
## 알프레드 은조 남아공 외무장관은 이날 짐 스튜어드 유엔대사와 함께 박수를 받으며 오랫동안 비워뒀던 총회의석으로 돌아왔으며 총회는 이어 남아공의 신임장을 수락할 것을 건의하는 보고서를 공식 승인했다.
## <알프레드 은조:PER> <남아공:ORG> 외무장관은 이날 <짐 스튜어드:PER> 유엔대사와 함께 박수를 받으며 오랫동안 비워뒀던 총회의석으로 돌아왔으며 총회는 이어 남아공의 신임장을 수락할 것을 건의하는 보고서를 공식 승인했다.
알프레드	알프레드	NNP	B-PER
_	_	_	I-PER
은조	은조	NNG	I-PER
_	_	_	O
남아공	남아공	NNP	B-ORG
_	_	_	O
외무	외무	NNG	O
장관	장관	NNG	O
은	은	JX	O
_	_	_	O
이날	이날	NNG	O
_	_	_	O
짐	짐	NNG	B-PER
_	_	_	I-PER
스튜어드	스튜어드	NNG	I-PER
_	_	_	O
유엔	유엔	NNP	O
대사	대사	NNG	O
와	와	JKB	O
_	_	_	O
함께	함께	MAG	O
_	_	_	O
박수	박수	NNG	O
를	를	JKO	O
_	_	_	O
받	받	VV	O
으며	으며	EC	O
_	_	_	O
오랫동안	오랫동안	NNG	O
_	_	_	O
비	비우	VV	O
워	어+두	EC+VX	O
뒀	었	EP	O
던	던	ETM	O
_	_	_	O
총회	총회	NNG	O
의석	의석	NNG	O
으로	으로	JKB	O
_	_	_	O
돌아	돌아오	VV	O
왔	았	EP	O
으며	으며	EC	O
_	_	_	O
총회	총회	NNG	O
는	는	JX	O
_	_	_	O
이	잇	VV	O
어	어	EC	O
_	_	_	O
남아공	남아공	NNP	O
의	의	JKG	O
_	_	_	O
신임장	신임장	NNG	O
을	을	JKO	O
_	_	_	O
수락할	수락하+ㄹ	VV+ETM	O
_	_	_	O
것	것	NNB	O
을	을	JKO	O
_	_	_	O
건의하	건의하	VV	O
는	는	ETM	O
_	_	_	O
보고서	보고서	NNG	O
를	를	JKO	O
_	_	_	O
공식	공식	NNG	O
_	_	_	O
승인	승인하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 맨유는 이날 성 소수자 차별 철폐의 메시지를 전달하기 위해 무지개 색 완장을 택했다.
## <맨유:ORG>는 이날 성 소수자 차별 철폐의 메시지를 전달하기 위해 무지개 색 완장을 택했다.
맨유	맨유	NNP	B-ORG
는	는	JX	O
_	_	_	O
이날	이날	NNG	O
_	_	_	O
성	성	NNP	O
_	_	_	O
소수자	소수자	NNG	O
_	_	_	O
차별	차별	NNG	O
_	_	_	O
철폐	철폐	NNG	O
의	의	JKG	O
_	_	_	O
메시지	메시지	NNG	O
를	를	JKO	O
_	_	_	O
전달하	전달하	VV	O
기	기	ETN	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
무지개	무지개	NNG	O
_	_	_	O
색	색	NNG	O
_	_	_	O
완장	완장	NNG	O
을	을	JKO	O
_	_	_	O
택	택하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 펜스 부통령은 사흘간 서울에 머물며 북한의 도발 억제에 나선다.
## <펜스:PER> 부통령은 <사흘간:DUR> <서울:LOC>에 머물며 <북한:ORG>의 도발 억제에 나선다.
펜스	펜스	NNG	B-PER
_	_	_	O
부통령	부통령	NNG	O
은	은	JX	O
_	_	_	O
사흘	사흘	NNG	B-DUR
간	간	XSN	I-DUR
_	_	_	O
서울	서울	NNP	B-LOC
에	에	JKB	O
_	_	_	O
머물	머물	VV	O
며	며	EC	O
_	_	_	O
북한	북한	NNP	B-ORG
의	의	JKG	O
_	_	_	O
도발	도발	NNG	O
_	_	_	O
억제	억제	NNG	O
에	에	JKB	O
_	_	_	O
나선다	나서+ㄴ다	VV+EF	O
.	.	SF	O

## 10
## 스타벅스는 평균 B학점이상 취득하는 모든 파트너에게 ‘스타벅스 장학금’을 통해 등록금을 전액 지원한다.
## <스타벅스:ORG>는 평균 B학점이상 취득하는 모든 파트너에게 ‘<스타벅스 장학금:POH>’을 통해 등록금을 전액 지원한다.
스타벅스	스타벅스	NNP	B-ORG
는	는	JX	O
_	_	_	O
평균	평균	NNG	O
_	_	_	O
B	B	SL	O
학점	학점	NNG	O
이상	이상	NNG	O
_	_	_	O
취득하	취득하	VV	O
는	는	ETM	O
_	_	_	O
모든	모든	MM	O
_	_	_	O
파트너	파트너	NNG	O
에게	에게	JKB	O
_	_	_	O
‘	‘	SS	O
스타벅스	스타벅스	NNP	B-POH
_	_	_	I-POH
장학금	장학금	NNG	I-POH
’	’	SS	O
을	을	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
등록금	등록금	NNG	O
을	을	JKO	O
_	_	_	O
전액	전액	NNG	O
_	_	_	O
지원한다	지원하+ㄴ다	VV+EF	O
.	.	SF	O

## 11
## 기상청은 오늘(15일) 서울 최저 기온이 영하 8도까지 떨어지는 등 16일까지 전국적으로 올겨울 들어 가장 강한 추위가 찾아오겠다고 예보했다.
## <기상청:ORG>은 오늘(<15일:DAT>) <서울:LOC> 최저 기온이 <영하 8도:NOH>까지 떨어지는 등 <16일:DAT>까지 전국적으로 올겨울 들어 가장 강한 추위가 찾아오겠다고 예보했다.
기상청	기상청	NNG	B-ORG
은	은	JX	O
_	_	_	O
오늘	오늘	NNG	O
(	(	SS	O
15	15	SN	B-DAT
일	일	NNB	I-DAT
)	)	SS	O
_	_	_	O
서울	서울	NNP	B-LOC
_	_	_	O
최저	최저	NNG	O
_	_	_	O
기온	기온	NNG	O
이	이	JKS	O
_	_	_	O
영하	영하	NNG	B-NOH
_	_	_	I-NOH
8	8	SN	I-NOH
도	도	NNB	I-NOH
까지	까지	JX	O
_	_	_	O
떨어지	떨어지	VV	O
는	는	ETM	O
_	_	_	O
등	등	NNB	O
_	_	_	O
16	16	SN	B-DAT
일	일	NNB	I-DAT
까지	까지	JX	O
_	_	_	O
전국적	전국적	NNG	O
으로	으로	JKB	O
_	_	_	O
올겨울	올겨울	NNG	O
_	_	_	O
들	들	VV	O
어	어	EC	O
_	_	_	O
가장	가장	MAG	O
_	_	_	O
강한	강하+ㄴ	VA+ETM	O
_	_	_	O
추위	추위	NNG	O
가	가	JKS	O
_	_	_	O
찾아오	찾아오	VV	O
겠	겠	EP	O
다고	다고	EC	O
_	_	_	O
예보	예보하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 10년 전쯤 금난새는 옷 한 벌을 들고 장씨의 매장을 찾았다.
## <10년:DAT> 전쯤 <금난새:PER>는 옷 한 벌을 들고 <장:PER>씨의 매장을 찾았다.
10	10	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
전	전	NNG	O
쯤	쯤	XSN	O
_	_	_	O
금난새	금난새	NNP	B-PER
는	는	JX	O
_	_	_	O
옷	옷	NNG	O
_	_	_	O
한	한	MM	O
_	_	_	O
벌	벌	NNB	O
을	을	JKO	O
_	_	_	O
들	들	VV	O
고	고	EC	O
_	_	_	O
장	장	NNP	B-PER
씨	씨	NNB	O
의	의	JKG	O
_	_	_	O
매장	매장	NNG	O
을	을	JKO	O
_	_	_	O
찾	찾	VV	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 중국이 국제적 테러에 대해 ‘원론적인 비난’을 하면서도 군사 개입 등 행동에는 신중한 자세를 보이는 것은 오랫동안 유지해 온 ‘내정 불간섭 원칙’과 관련이 깊다.
## <중국:ORG>이 국제적 테러에 대해 ‘원론적인 비난’을 하면서도 군사 개입 등 행동에는 신중한 자세를 보이는 것은 오랫동안 유지해 온 ‘내정 불간섭 원칙’과 관련이 깊다.
중국	중국	NNP	B-ORG
이	이	JKS	O
_	_	_	O
국제적	국제적	NNG	O
_	_	_	O
테러	테러	NNG	O
에	에	JKB	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
‘	‘	SS	O
원론적	원론적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
비난	비난	NNG	O
’	’	SS	O
을	을	JKO	O
_	_	_	O
하	하	VV	O
면서	면서	EC	O
도	도	JX	O
_	_	_	O
군사	군사	NNG	O
_	_	_	O
개입	개입	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
행동	행동	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
신중한	신중하+ㄴ	VA+ETM	O
_	_	_	O
자세	자세	NNG	O
를	를	JKO	O
_	_	_	O
보이	보이	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
은	은	JX	O
_	_	_	O
오랫동안	오랫동안	NNG	O
_	_	_	O
유지해	유지하+여	VV+EC	O
_	_	_	O
온	오+ㄴ	VX+ETM	O
_	_	_	O
‘	‘	SS	O
내정	내정	NNG	O
_	_	_	O
불간섭	불간섭	NNG	O
_	_	_	O
원칙	원칙	NNG	O
’	’	SS	O
과	과	JKB	O
_	_	_	O
관련	관련	NNG	O
이	이	JKS	O
_	_	_	O
깊	깊	VA	O
다	다	EF	O
.	.	SF	O

