## 1
## 파리바게뜨의 상승과 뚜레쥬르의 하락이 엇갈리면서 브랜드간 NBCI 격차 수준이 지난해 5점에서 올해 8점이 됐다.
## <파리바게뜨:ORG>의 상승과 <뚜레쥬르:ORG>의 하락이 엇갈리면서 브랜드간 <NBCI:POH> 격차 수준이 지난해 <5점:NOH>에서 올해 <8점:NOH>이 됐다.
파리바게뜨	파리바게뜨	NNP	B-ORG
다고	다고	EC	O
_	_	_	O
하	하+시	VV+EP	O
셨	었	EP	O
어	어	EF	O
’	’	SS	O
에	에	JKB	O
_	_	_	O
누리	누리	NNG	O
꾼	꾼	XSN	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
관심	관심	NNG	O
이	이	JKS	O
_	_	_	O
모이	모이	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 5
## 최근 방송한 MBC ‘일밤-복면가왕’(이하 ‘복면가왕’)에서 참가자 8인은 ‘화생방실 클레오파트라’를 이기기 위한 치열한 대결을 펼쳤다.
## 최근 방송한 <MBC:POH> ‘<일밤-복면가왕:POH>’(이하 ‘<복면가왕:POH>’)에서 참가자 <8인:NOH>은 ‘<화생방실 클레오파트라:PER>’를 이기기 위한 치열한 대결을 펼쳤다.
최근	최근	NNG	O
_	_	_	O
방송한	방송하+ㄴ	VV+ETM	O
_	_	_	O
MBC	MBC	SL	B-POH
_	_	_	O
‘	‘	SS	O
일	일	NNB	B-POH
밤	밤	NNG	I-POH
-	-	SO	I-POH
복면	복면	NNG	I-POH
가왕	가왕	NNG	I-POH
’	’	SS	O
(	(	SS	O
이하	이하	NNG	O
_	_	_	O
‘	‘	SS	O
복면	복면	NNG	B-POH
가왕	가왕	NNG	I-POH
’	’	SS	O
)	)	SS	O
에서	에서	JKB	O
_	_	_	O
참가자	참가자	NNG	O
_	_	_	O
8	8	SN	B-NOH
인	인	NNG	I-NOH
은	은	JX	O
_	_	_	O
‘	‘	SS	O
화생방	화생방	NNG	B-PER
실	실	XSN	I-PER
_	_	_	I-PER
클레오파트라	클레오파트라	NNP	I-PER
’	’	SS	O
를	를	JKO	O
_	_	_	O
이기	이기	VV	O
기	기	ETN	O
_	_	_	O
위한	위하+ㄴ	VV+ETM	O
_	_	_	O
치열한	치열하+ㄴ	VA+ETM	O
_	_	_	O
대결	대결	NNG	O
을	을	JKO	O
_	_	_	O
펼	펼치	VV	O
쳤	었	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 이날 ‘복면가왕’에서 어머니는 자외선이 싫다고 하셨어는 여행스케치의 ‘별이 진다네’를 열창하며 풍부한 성량과 감성을 표현해 눈길을 끌었다.
## 이날 ‘<복면가왕:POH>’에서 어머니는 자외선이 싫다고 하셨어는 <여행스케치:ORG>의 ‘<별이 진다네:POH>’를 열창하며 풍부한 성량과 감성을 표현해 눈길을 끌었다.
이날	이날	NNG	O
_	_	_	O
‘	‘	SS	O
복면	복면	NNG	B-POH
가왕	가왕	NNG	I-POH
’	’	SS	O
에서	에서	JKB	O
_	_	_	O
어머니	어머니	NNG	O
는	는	JX	O
_	_	_	O
자외선	자외선	NNG	O
이	이	JKS	O
_	_	_	O
싫	싫	VA	O
다고	다고	EC	O
_	_	_	O
하	하+시	VV+EP	O
셨	었	EP	O
어	어	EC	O
는	는	JX	O
_	_	_	O
여행	여행	NNG	B-ORG
스케치	스케치	NNG	I-ORG
의	의	JKG	O
_	_	_	O
‘	‘	SS	O
별	별	NNG	B-POH
이	이	JKS	I-POH
_	_	_	I-POH
진다네	지+ㄴ다네	VV+EF	I-POH
’	’	SS	O
를	를	JKO	O
_	_	_	O
열창하	열창하	VV	O
며	며	EC	O
_	_	_	O
풍부한	풍부하+ㄴ	VA+ETM	O
_	_	_	O
성량	성량	NNG	O
과	과	JC	O
_	_	_	O
감성	감성	NNG	O
을	을	JKO	O
_	_	_	O
표현해	표현하+여	VV+EC	O
_	_	_	O
눈길	눈길	NNG	O
을	을	JKO	O
_	_	_	O
끌	끌	VV	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 이에 윤일상은 “깜짝 놀랐다.
## 이에 <윤일상:PER>은 “깜짝 놀랐다.
이	이	NP	O
에	에	JKB	O
_	_	_	O
윤일상	윤일상	NNP	B-PER
은	은	JX	O
_	_	_	O
“	“	SS	O
깜짝	깜짝	MAG	O
_	_	_	O
놀랐	놀라+았	VV+EP	O
다	다	EF	O
.	.	SF	O

## 8
## 그래서 중국방문때 강택민주석에게도 『그렇지 않다는 것을 북한측에 전해달라』고 부탁했고 러시아에서 옐친대통령에게도 같은 부탁을 했다.
## 그래서 <중국:ORG>방문때 <강택민:PER>주석에게도 『그렇지 않다는 것을 <북한:ORG>측에 전해달라』고 부탁했고 <러시아:ORG>에서 <옐친:PER>대통령에게도 같은 부탁을 했다.
그래서	그래서	MAJ	O
_	_	_	O
중국	중국	NNP	B-ORG
방문	방문	NNG	O
때	때	NNG	O
_	_	_	O
강택민	강택민	NNP	B-PER
주석	주석	NNG	O
에게	에게	JKB	O
도	도	JX	O
_	_	_	O
『	『	SS	O
그렇	그렇	VA	O
지	지	EC	O
_	_	_	O
않	않	VX	O
다는	다는	ETM	O
_	_	_	O
것	것	NNB	O
을	을	JKO	O
_	_	_	O
북한	북한	NNP	B-ORG
측	측	NNB	O
에	에	JKB	O
_	_	_	O
전해	전하+여	VV+EC	O
달	달	VX	O
라	라	EF	O
』	』	SS	O
고	고	JKQ	O
_	_	_	O
부탁	부탁하	VV	O
했	였	EP	O
고	고	EC	O
_	_	_	O
러시아	러시아	NNP	B-ORG
에서	에서	JKB	O
_	_	_	O
옐친	옐친	NNP	B-PER
대통령	대통령	NNG	O
에게	에게	JKB	O
도	도	JX	O
_	_	_	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
부탁	부탁	NNG	O
을	을	JKO	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 9
## 우선 근로복지공단을 통해 3년간 퇴직금(최고 900만원)과 3개월치 급여(최고 300만원)를 지원하는 ‘체당금(替當金)’ 프로그램을 도입했다.
## 우선 <근로복지공단:ORG>을 통해 <3년간:DUR> 퇴직금(최고 <900만원:MNY>)과 <3개월:NOH>치 급여(최고 <300만원:MNY>)를 지원하는 ‘체당금(替當金)’ 프로그램을 도입했다.
우선	우선	MAG	O
_	_	_	O
근로	근로	NNG	B-ORG
복지	복지	NNG	I-ORG
공단	공단	NNG	I-ORG
을	을	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
3	3	SN	B-DUR
년	년	NNB	I-DUR
간	간	XSN	I-DUR
_	_	_	O
퇴직금	퇴직금	NNG	O
(	(	SS	O
최고	최고	NNG	O
_	_	_	O
900	900	SN	B-MNY
만	만	NR	I-MNY
원	원	NNB	I-MNY
)	)	SS	O
과	과	JKB	O
_	_	_	O
3	3	SN	B-NOH
개월	개월	NNB	I-NOH
치	치	XSN	O
_	_	_	O
급여	급여	NNG	O
(	(	SS	O
최고	최고	NNG	O
_	_	_	O
300	300	SN	B-MNY
만	만	NR	I-MNY
원	원	NNB	I-MNY
)	)	SS	O
를	를	JKO	O
_	_	_	O
지원하	지원하	VV	O
는	는	ETM	O
_	_	_	O
‘	‘	SS	O
체당금	체당금	NNG	O
(	(	SS	O
替當金	替當金	SH	O
)	)	SS	O
’	’	SS	O
_	_	_	O
프로그램	프로그램	NNG	O
을	을	JKO	O
_	_	_	O
도입	도입하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 근본 문제는 롯데의 강점인 줄 알았던 선발진이 취약지대로 변질된 탓이다.
## 근본 문제는 <롯데:ORG>의 강점인 줄 알았던 선발진이 취약지대로 변질된 탓이다.
근본	근본	NNG	O
_	_	_	O
문제	문제	NNG	O
는	는	JX	O
_	_	_	O
롯데	롯데	NNP	B-ORG
의	의	JKG	O
_	_	_	O
강점	강점	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
줄	줄	NNB	O
_	_	_	O
알	알	VV	O
았	았	EP	O
던	던	ETM	O
_	_	_	O
선발	선발	NNG	O
진	진	XSN	O
이	이	JKS	O
_	_	_	O
취약	취약	NNG	O
지대	지대	NNG	O
로	로	JKB	O
_	_	_	O
변질된	변질되+ㄴ	VV+ETM	O
_	_	_	O
탓	탓	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 11
## 해외에서도 완도전복㈜의 가공제품에 대한 맛과 품질을 인정받은 것이다.
## 해외에서도 <완도전복㈜:ORG>의 가공제품에 대한 맛과 품질을 인정받은 것이다.
해외	해외	NNG	O
에서	에서	JKB	O
도	도	JX	O
_	_	_	O
완도	완도	NNP	B-ORG
전복	전복	NNG	I-ORG
㈜	㈜	SW	I-ORG
의	의	JKG	O
_	_	_	O
가공	가공	NNG	O
제품	제품	NNG	O
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
맛	맛	NNG	O
과	과	JC	O
_	_	_	O
품질	품질	NNG	O
을	을	JKO	O
_	_	_	O
인정받	인정받	VV	O
은	은	ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 12
## 참선(參禪)과 선묵화(禪墨畵)를 하나의 경지로 보는 ‘선묵일여(禪墨一如)’의 세계를 추구해온 스님이 29일∼9월 8일 서울 우정국로 조계사 나무갤러리에서 전시회를 개최한다.
## 참선(參禪)과 선묵화(禪墨畵)를 <하나:NOH>의 경지로 보는 ‘선묵일여(禪墨一如)’의 세계를 추구해온 스님이 <29일:DAT>∼<9월 8일:DAT> <서울 우정국로:LOC> <조계사 나무갤러리:LOC>에서 전시회를 개최한다.
참선	참선	NNG	O
(	(	SS	O
參禪	參禪	SH	O
)	)	SS	O
과	과	JKB	O
_	_	_	O
선묵	선묵	NNG	O
화	화	XSN	O
(	(	SS	O
禪墨畵	禪墨畵	SH	O
)	)	SS	O
를	를	JKO	O
_	_	_	O
하나	하나	NNG	B-NOH
의	의	JKG	O
_	_	_	O
경지	경지	NNG	O
로	로	JKB	O
_	_	_	O
보	보	VV	O
는	는	ETM	O
_	_	_	O
‘	‘	SS	O
선묵	선묵	NNG	O
일여	일여	NNG	O
(	(	SS	O
禪墨一如	禪墨一如	SH	O
)	)	SS	O
’	’	SS	O
의	의	JKG	O
_	_	_	O
세계	세계	NNG	O
를	를	JKO	O
_	_	_	O
추구해	추구하+여	VV+EC	O
온	오+ㄴ	VX+ETM	O
_	_	_	O
스님	스님	NNG	O
이	이	JKS	O
_	_	_	O
29	29	SN	B-DAT
일	일	NNB	I-DAT
∼	∼	SO	O
9	9	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	I-DAT
8	8	SN	I-DAT
일	일	NNB	I-DAT
_	_	_	O
서울	서울	NNP	B-LOC
_	_	_	I-LOC
우정국	우정국	NNG	I-LOC
로	로	XSN	I-LOC
_	_	_	O
조계사	조계사	NNG	B-LOC
_	_	_	I-LOC
나무	나무	NNG	I-LOC
갤러리	갤러리	NNG	I-LOC
에서	에서	JKB	O
_	_	_	O
전시회	전시회	NNG	O
를	를	JKO	O
_	_	_	O
개최한다	개최하+ㄴ다	VV+EF	O
.	.	SF	O

## 13
## 최순실 일가의 부동산은 178개, 2230억여원으로 확인됐다.
## <최순실:PER> 일가의 부동산은 <178개:NOH>, <2230억여원:MNY>으로 확인됐다.
최순실	최순실	NNP	B-PER
_	_	_	O
일가	일가	NNG	O
의	의	JKG	O
_	_	_	O
부동산	부동산	NNG	O
은	은	JX	O
_	_	_	O
178	178	SN	B-NOH
개	개	NNB	I-NOH
,	,	SP	O
_	_	_	O
2230	2230	SN	B-MNY
억	억	NR	I-MNY
여	여	XSN	I-MNY
원	원	NNB	I-MNY
으로	으로	JKB	O
_	_	_	O
확인	확인되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 14
## 유재석이 오현경이 계원예고 출신이라는 소리에 반색해 화제다.
## <유재석:PER>이 <오현경:PER>이 <계원예고:ORG> 출신이라는 소리에 반색해 화제다.
유재석	유재석	NNP	B-PER
이	이	JKS	O
_	_	_	O
오현경	오현경	NNP	B-PER
이	이	JKS	O
_	_	_	O
계원예고	계원예고	NNP	B-ORG
_	_	_	O
출신	출신	NNG	O
이	이	VCP	O
라는	라는	ETM	O
_	_	_	O
소리	소리	NNG	O
에	에	JKB	O
_	_	_	O
반색해	반색하+여	VV+EC	O
_	_	_	O
화제	화제+이	NNG+VCP	O
다	다	EF	O
.	.	SF	O

## 15
## 1일 방송된 SBS ‘일요일이 좋다-런닝맨’은 ‘황금 or 우정’ 특집으로 꾸며졌다.
## <1일:DAT> 방송된 <SBS:POH> ‘<일요일이 좋다-런닝맨:POH>’은 ‘황금 or 우정’ 특집으로 꾸며졌다.
1	1	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
방송된	방송되+ㄴ	VV+ETM	O
_	_	_	O
SBS	SBS	SL	B-POH
_	_	_	O
‘	‘	SS	O
일요일	일요일	NNG	B-POH
이	이	JKS	I-POH
_	_	_	I-POH
좋	좋	VA	I-POH
다	다	EC	I-POH
-	-	SO	I-POH
런닝맨	런닝맨	NNP	I-POH
’	’	SS	O
은	은	JX	O
_	_	_	O
‘	‘	SS	O
황금	황금	NNG	O
_	_	_	O
or	or	SL	O
_	_	_	O
우정	우정	NNG	O
’	’	SS	O
_	_	_	O
특집	특집	NNG	O
으로	으로	JKB	O
_	_	_	O
꾸며	꾸미+어+지	VV+EC+VX	O
졌	었	EP	O
다	다	EF	O
.	.	SF	O

