## 1
## 며칠 동안 음식물쓰레기 봉투를 구입하지 못해 집 안에 음식물쓰레기를 쌓아 놓고 있었던 김모 씨(47)도 집에서 멀리 떨어진 S마트까지 찾아갔지만 헛걸음을 했다.
## 며칠 동안 음식물쓰레기 봉투를 구입하지 못해 집 안에 음식물쓰레기를 쌓아 놓고 있었던 <김모:PER> 씨(<47:NOH>)도 집에서 멀리 떨어진 <S마트:LOC>까지 찾아갔지만 헛걸음을 했다.
며칠	며칠	NNG	O
받	받	VV	O
으며	으며	EC	O
_	_	_	O
탑	탑	NNG	O
_	_	_	O
세이프티	세이프티	NNG	O
_	_	_	O
픽	픽	MAG	O
_	_	_	O
플러스	플러스	NNG	O
_	_	_	O
조건	조건	NNG	O
을	을	JKO	O
_	_	_	O
만족	만족	NNG	O
시	시키	XSV	O
켰	었	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 이어 허구연 KBO야구발전위원장(MBC스포츠플러스 해설위원), 이재국 한국야구기자회장(스포츠동아), 한만정 통합추진위원(MBC스포츠플러스 해설위원)이 토론자로 나섰다.
## 이어 <허구연:PER> KBO야구발전위원장(<MBC스포츠플러스:POH> 해설위원), <이재국:PER> 한국야구기자회장(<스포츠동아:ORG>), <한만정:PER> 통합추진위원(<MBC스포츠플러스:POH> 해설위원)이 토론자로 나섰다.
이어	이어	MAG	O
_	_	_	O
허구연	허구연	NNP	B-PER
_	_	_	O
KBO	KBO	SL	O
야구	야구	NNG	O
발전	발전	NNG	O
위원장	위원장	NNG	O
(	(	SS	O
MBC	MBC	SL	B-POH
스포츠	스포츠	NNG	I-POH
플러스	플러스	NNG	I-POH
_	_	_	O
해설	해설	NNG	O
위원	위원	NNG	O
)	)	SS	O
,	,	SP	O
_	_	_	O
이재국	이재국	NNP	B-PER
_	_	_	O
한국	한국	NNP	O
야구	야구	NNG	O
기자	기자	NNG	O
회장	회장	NNG	O
(	(	SS	O
스포츠	스포츠	NNG	B-ORG
동아	동아	NNP	I-ORG
)	)	SS	O
,	,	SP	O
_	_	_	O
한만정	한만정	NNP	B-PER
_	_	_	O
통합	통합	NNG	O
추진	추진	NNG	O
위	위	NNG	O
원	원	NNB	O
(	(	SS	O
MBC	MBC	SL	B-POH
스포츠	스포츠	NNG	I-POH
플러스	플러스	NNG	I-POH
_	_	_	O
해설	해설	NNG	O
위원	위원	NNG	O
)	)	SS	O
이	이	JKS	O
_	_	_	O
토론자	토론자	NNG	O
로	로	JKB	O
_	_	_	O
나섰	나서+었	VV+EP	O
다	다	EF	O
.	.	SF	O

## 11
## 문 대표는 논의 초점을 ‘의원수 확대’보다 ‘권역별 비례대표제 도입’에 맞추는 데 안간힘을 썼다.
## <문:PER> 대표는 논의 초점을 ‘의원수 확대’보다 ‘권역별 비례대표제 도입’에 맞추는 데 안간힘을 썼다.
문	문	NNP	B-PER
_	_	_	O
대표	대표	NNG	O
는	는	JX	O
_	_	_	O
논의	논의	NNG	O
_	_	_	O
초점	초점	NNG	O
을	을	JKO	O
_	_	_	O
‘	‘	SS	O
의원	의원	NNG	O
수	수	NNG	O
_	_	_	O
확대	확대	NNG	O
’	’	SS	O
보다	보다	JKB	O
_	_	_	O
‘	‘	SS	O
권역	권역	NNG	O
별	별	XSN	O
_	_	_	O
비례	비례	NNG	O
대표	대표	NNG	O
제	제	XSN	O
_	_	_	O
도입	도입	NNG	O
’	’	SS	O
에	에	JKB	O
_	_	_	O
맞추	맞추	VV	O
는	는	ETM	O
_	_	_	O
데	데	NNB	O
_	_	_	O
안간힘	안간힘	NNG	O
을	을	JKO	O
_	_	_	O
썼	+었	+EP	O
다	다	EF	O
.	.	SF	O

## 12
## 그라나다는 승점 23점으로 19위에 머물렀다.
## 그라나다는 승점 <23점:NOH>으로 <19위:NOH>에 머물렀다.
그라나다	그라나다	NNP	O
는	는	JX	O
_	_	_	O
승점	승점	NNG	O
_	_	_	O
23	23	SN	B-NOH
점	점	NNB	I-NOH
으로	으로	JKB	O
_	_	_	O
19	19	SN	B-NOH
위	위	NNB	I-NOH
에	에	JKB	O
_	_	_	O
머물	머무르	VV	O
렀	었	EP	O
다	다	EF	O
.	.	SF	O

