## 1
## 대학생 잡지 ‘대학내일’이 ‘훈남‘ 표지 모델을 공개해 화제다.
## 대학생 잡지 ‘<대학내일:POH>’이 ‘훈남‘ 표지 모델을 공개해 화제다.
대학생	대학생	NNG	O
헌법	헌법	NNG	O
재판소	재판소	NNG	O
에	에	JKB	O
도	도	JX	O
_	_	_	O
증인	증인	NNG	O
으로	으로	JKB	O
_	_	_	O
나가	나가+아	VV+EC	O
_	_	_	O
(	(	SS	O
같	같	VA	O
은	은	ETM	O
)	)	SS	O
_	_	_	O
말	말	NNG	O
을	을	JKO	O
_	_	_	O
했	+였	+EP	O
지만	지만	EC	O
_	_	_	O
(	(	SS	O
삼성	삼성	NNP	B-ORG
)	)	SS	O
_	_	_	O
승계	승계	NNG	O
_	_	_	O
작업	작업	NNG	O
이	이	JKS	O
_	_	_	O
어떻	어떻	VA	O
게	게	EC	O
_	_	_	O
돌아가	돌아가	VV	O
는지	는지	EC	O
,	,	SP	O
_	_	_	O
삼성	삼성	NNP	B-ORG
이	이	JKS	O
_	_	_	O
어떻	어떻	VA	O
게	게	EC	O
_	_	_	O
돌아가	돌아가	VV	O
는지	는지	EC	O
_	_	_	O
모른다	모르+ㄴ다	VV+EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 4
## 검단새빛도시는 인천시 서구 원당, 당하, 마전, 불로동 일대 1120만㎡에 조성되며, 오는 2023년까지 약 18만 명이 입주할 예정이다.
## <검단새빛도시:LOC>는 <인천시:LOC> <서구 원당:LOC>, <당하:LOC>, <마전:LOC>, <불로동:LOC> 일대 <1120만㎡:NOH>에 조성되며, 오는 <2023년:DAT>까지 약 <18만 명:NOH>이 입주할 예정이다.
검단	검단	NNG	B-LOC
새빛	새빛	NNP	I-LOC
도시	도시	NNG	I-LOC
는	는	JX	O
_	_	_	O
인천시	인천시	NNP	B-LOC
_	_	_	O
서	서	NNG	B-LOC
구	구	NNG	I-LOC
_	_	_	I-LOC
원당	원당	NNP	I-LOC
,	,	SP	O
_	_	_	O
당하	당하	NNG	B-LOC
,	,	SP	O
_	_	_	O
마전	마전	NNG	B-LOC
,	,	SP	O
_	_	_	O
불로동	불로동	NNP	B-LOC
_	_	_	O
일대	일대	NNG	O
_	_	_	O
1120	1120	SN	B-NOH
만	만	NR	I-NOH
㎡	㎡	SW	I-NOH
에	에	JKB	O
_	_	_	O
조성되	조성되	VV	O
며	며	EC	O
,	,	SP	O
_	_	_	O
오	오	VV	O
는	는	ETM	O
_	_	_	O
2023	2023	SN	B-DAT
년	년	NNB	I-DAT
까지	까지	JX	O
_	_	_	O
약	약	MM	O
_	_	_	O
18	18	SN	B-NOH
만	만	NR	I-NOH
_	_	_	I-NOH
명	명	NNB	I-NOH
이	이	JKS	O
_	_	_	O
입주할	입주하+ㄹ	VV+ETM	O
_	_	_	O
예정	예정	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 5
## 여기에 「러시아판 3D현상」도 외국인 인력의 유입을 부채질하고 있다.
## 여기에 「<러시아판 3D현상:POH>」도 외국인 인력의 유입을 부채질하고 있다.
여기	여기	NP	O
에	에	JKB	O
_	_	_	O
「	「	SS	O
러시아	러시아	NNP	B-POH
판	판	NNG	I-POH
_	_	_	I-POH
3	3	SN	I-POH
D	D	SL	I-POH
현상	현상	NNG	I-POH
」	」	SS	O
도	도	JX	O
_	_	_	O
외국인	외국인	NNG	O
_	_	_	O
인력	인력	NNG	O
의	의	JKG	O
_	_	_	O
유입	유입	NNG	O
을	을	JKO	O
_	_	_	O
부채질하	부채질하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 6
## 광나루역을 출발해 한강 고덕산 일자산을 거쳐 수서역까지 연결된다.
## <광나루역:LOC>을 출발해 <한강 고덕산:LOC> <일자산:LOC>을 거쳐 <수서역:LOC>까지 연결된다.
광나루	광나루	NNP	B-LOC
역	역	NNG	I-LOC
을	을	JKO	O
_	_	_	O
출발해	출발하+여	VV+EC	O
_	_	_	O
한강	한강	NNP	B-LOC
_	_	_	I-LOC
고덕산	고덕산	NNP	I-LOC
_	_	_	O
일자산	일자산	NNP	B-LOC
을	을	JKO	O
_	_	_	O
거쳐	거치+어	VV+EC	O
_	_	_	O
수서역	수서역	NNP	B-LOC
까지	까지	JX	O
_	_	_	O
연결된다	연결되+ㄴ다	VV+EF	O
.	.	SF	O

## 7
## 고인의 빈소는 서울 풍납동 아산병원 장례식장 35호실에 마련됐다.
## 고인의 빈소는 <서울 풍납동:LOC> <아산병원:ORG> 장례식장 <35호실:NOH>에 마련됐다.
고인	고인	NNG	O
의	의	JKG	O
_	_	_	O
빈소	빈소	NNG	O
는	는	JX	O
_	_	_	O
서울	서울	NNP	B-LOC
_	_	_	I-LOC
풍납동	풍납동	NNP	I-LOC
_	_	_	O
아산	아산	NNP	B-ORG
병원	병원	NNG	I-ORG
_	_	_	O
장례식장	장례식장	NNG	O
_	_	_	O
35	35	SN	B-NOH
호실	호실	NNG	I-NOH
에	에	JKB	O
_	_	_	O
마련	마련되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 구글 I/O 행사 둘째 날인 이날은 그야말로 ‘기-승-전-VR’였다.
## <구글:ORG> I/O 행사 둘째 날인 이날은 그야말로 ‘기-승-전-VR’였다.
구글	구글	NNP	B-ORG
_	_	_	O
I	I	SL	O
/	/	SP	O
O	O	SL	O
_	_	_	O
행사	행사	NNG	O
_	_	_	O
둘째	둘째	NR	O
_	_	_	O
날	날	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
이날	이날	NNG	O
은	은	JX	O
_	_	_	O
그야말로	그야말로	MAG	O
_	_	_	O
‘	‘	SS	O
기	기	NNG	O
-	-	SO	O
승	승	NNB	O
-	-	SO	O
전	전	MM	O
-	-	SO	O
VR	VR	SL	O
’	’+이	SS+VCP	O
였	었	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 진도 선박 침몰, “가라앉고 있다”신고에 해경 급파했으나 1명 숨진채 발견진도 2명 구조 1명 사망전남 진도 해상에서 선박 침몰 사고가 발생했다.
## <진도:LOC> 선박 침몰, “가라앉고 있다”신고에 해경 급파했으나 <1명:NOH> 숨진채 발견<진도:LOC> <2명:NOH> 구조 <1명:NOH> 사망<전남 진도:LOC> 해상에서 선박 침몰 사고가 발생했다.
진도	진도	NNP	B-LOC
_	_	_	O
선박	선박	NNG	O
_	_	_	O
침몰	침몰	NNG	O
,	,	SP	O
_	_	_	O
“	“	SS	O
가라앉	가라앉	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
”	”	SS	O
신고	신고	NNG	O
에	에	JKB	O
_	_	_	O
해경	해경	NNG	O
_	_	_	O
급파	급파하	VV	O
했	였	EP	O
으나	으나	EC	O
_	_	_	O
1	1	SN	B-NOH
명	명	NNB	I-NOH
_	_	_	O
숨진	숨지+ㄴ	VV+ETM	O
채	채	NNB	O
_	_	_	O
발견	발견	NNG	O
진	진	NNP	B-LOC
도	도	JX	I-LOC
_	_	_	O
2	2	SN	B-NOH
명	명	NNB	I-NOH
_	_	_	O
구조	구조	NNG	O
_	_	_	O
1	1	SN	B-NOH
명	명	NNB	I-NOH
_	_	_	O
사망	사망	NNG	O
전남	전남	NNP	B-LOC
_	_	_	I-LOC
진도	진도	NNP	I-LOC
_	_	_	O
해상	해상	NNG	O
에서	에서	JKB	O
_	_	_	O
선박	선박	NNG	O
_	_	_	O
침몰	침몰	NNG	O
_	_	_	O
사고	사고	NNG	O
가	가	JKS	O
_	_	_	O
발생	발생하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 8일 오후 1시 29분께 전남 진도군 고군면과 의신면 사이 무저도 3.6㎞ 해상에서 어선 태승호(2.39t)선박이 침몰했다는 신고가 접수됐다.
## <8일:DAT> <오후 1시 29분:TIM>께 <전남 진도군 고군면:LOC>과 <의신면:LOC> 사이 <무저도:LOC> <3.6㎞:NOH> 해상에서 어선 <태승호:POH>(<2.39t:NOH>)선박이 침몰했다는 신고가 접수됐다.
8	8	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
오후	오후	NNG	B-TIM
_	_	_	I-TIM
1	1	SN	I-TIM
시	시	NNB	I-TIM
_	_	_	I-TIM
29	29	SN	I-TIM
분	분	NNB	I-TIM
께	께	XSN	O
_	_	_	O
전남	전남	NNP	B-LOC
_	_	_	I-LOC
진도군	진도군	NNP	I-LOC
_	_	_	I-LOC
고군면	고군면	NNP	I-LOC
과	과	JC	O
_	_	_	O
의신면	의신면	NNP	B-LOC
_	_	_	O
사이	사이	NNG	O
_	_	_	O
무저	무저	NNP	B-LOC
도	도	JX	I-LOC
_	_	_	O
3.6	3.6	SN	B-NOH
㎞	㎞	SW	I-NOH
_	_	_	O
해상	해상	NNG	O
에서	에서	JKB	O
_	_	_	O
어선	어선	NNG	O
_	_	_	O
태승호	태승호	NNP	B-POH
(	(	SS	O
2.39	2.39	SN	B-NOH
t	t	SL	I-NOH
)	)	SS	O
선박	선박	NNG	O
이	이	JKS	O
_	_	_	O
침몰	침몰하	VV	O
했	였	EP	O
다는	다는	ETM	O
_	_	_	O
신고	신고	NNG	O
가	가	JKS	O
_	_	_	O
접수	접수되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 양수산부에 따르면 선박에 있던 사람이 “가라앉고 있다”며 “구조해달라”고 해경에 신고한 후 무전이 끊긴 것으로 확인됐다.
## <양수산부:ORG>에 따르면 선박에 있던 사람이 “가라앉고 있다”며 “구조해달라”고 해경에 신고한 후 무전이 끊긴 것으로 확인됐다.
양	양	NNB	B-ORG
수산	수산	NNG	I-ORG
부	부	NNG	I-ORG
에	에	JKB	O
_	_	_	O
따르	따르	VV	O
면	면	EC	O
_	_	_	O
선박	선박	NNG	O
에	에	JKB	O
_	_	_	O
있	있	VA	O
던	던	ETM	O
_	_	_	O
사람	사람	NNG	O
이	이	JKS	O
_	_	_	O
“	“	SS	O
가라앉	가라앉	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
구조해	구조하+여	VV+EC	O
달	달	VX	O
라	라	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
해경	해경	NNG	O
에	에	JKB	O
_	_	_	O
신고한	신고하+ㄴ	VV+ETM	O
_	_	_	O
후	후	NNG	O
_	_	_	O
무전	무전	NNG	O
이	이	JKS	O
_	_	_	O
끊긴	끊기+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
확인	확인되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 최씨는 “돈 있는 사람에게 5000원은 별것 아니겠지만 우리에겐 적은 돈이 아니다”고 말한다.
## <최:PER>씨는 “돈 있는 사람에게 <5000원:MNY>은 별것 아니겠지만 우리에겐 적은 돈이 아니다”고 말한다.
최	최	NNP	B-PER
씨	씨	NNB	O
는	는	JX	O
_	_	_	O
“	“	SS	O
돈	돈	NNG	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
사람	사람	NNG	O
에게	에게	JKB	O
_	_	_	O
5000	5000	SN	B-MNY
원	원	NNB	I-MNY
은	은	JX	O
_	_	_	O
별것	별것	NNG	O
_	_	_	O
아니	아니	VCN	O
겠	겠	EP	O
지만	지만	EC	O
_	_	_	O
우리	우리	NP	O
에겐	에게+ㄴ	JKB+JX	O
_	_	_	O
적	적	VA	O
은	은	ETM	O
_	_	_	O
돈	돈	NNG	O
이	이	JKC	O
_	_	_	O
아니	아니	VCN	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
말한다	말하+ㄴ다	VV+EF	O
.	.	SF	O

## 13
## 선씨와 최씨가 방문한 곳은 동네의원이다.
## <선:PER>씨와 <최:PER>씨가 방문한 곳은 동네의원이다.
선	선	NNP	B-PER
씨	씨	NNB	O
와	와	JC	O
_	_	_	O
최	최	NNP	B-PER
씨	씨	NNB	O
가	가	JKS	O
_	_	_	O
방문한	방문하+ㄴ	VV+ETM	O
_	_	_	O
곳	곳	NNG	O
은	은	JX	O
_	_	_	O
동네	동네	NNG	O
의원	의원	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 14
## 정상적으로 납부기한을 지켜서 냈어야만 하는 세금의 15.1%에 달하는 규모다.
## 정상적으로 납부기한을 지켜서 냈어야만 하는 세금의 <15.1%:PNT>에 달하는 규모다.
정상적	정상적	NNG	O
으로	으로	JKB	O
_	_	_	O
납부	납부	NNG	O
기한	기한	NNG	O
을	을	JKO	O
_	_	_	O
지켜서	지키+어서	VV+EC	O
_	_	_	O
냈	내+었	VX+EP	O
어야	어야	EC	O
만	만	JX	O
_	_	_	O
하	하	VX	O
는	는	ETM	O
_	_	_	O
세금	세금	NNG	O
의	의	JKG	O
_	_	_	O
15.1	15.1	SN	B-PNT
%	%	SW	I-PNT
에	에	JKB	O
_	_	_	O
달하	달하	VV	O
는	는	ETM	O
_	_	_	O
규모	규모+이	NNG+VCP	O
다	다	EF	O
.	.	SF	O

