## 1
## 소프트뱅크에 남는 게 안정적인 선택이겠지만 이대호의 시선은 미국을 향하고 있다.
## <소프트뱅크:ORG>에 남는 게 안정적인 선택이겠지만 <이대호:PER>의 시선은 <미국:ORG>을 향하고 있다.
소프트뱅크	소프트뱅크	NNP	B-ORG
## 같은 기간 사망자와 부상자도 각각 <11.3%:PNT>, <18.2%:PNT> 증가했다.
같	같	VA	O
은	은	ETM	O
_	_	_	O
기간	기간	NNG	O
_	_	_	O
사망자	사망자	NNG	O
와	와	JC	O
_	_	_	O
부상자	부상자	NNG	O
도	도	JX	O
_	_	_	O
각각	각각	MAG	O
_	_	_	O
11.3	11.3	SN	B-PNT
%	%	SW	I-PNT
,	,	SP	O
_	_	_	O
18.2	18.2	SN	B-PNT
%	%	SW	I-PNT
_	_	_	O
증가	증가하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 남자대표팀도 한일 정기전에서 29-24로 승리하며 정기전 8연승을 이어갔다.
## 남자대표팀도 <한일 정기전:POH>에서 <29-24:NOH>로 승리하며 정기전 <8연승:NOH>을 이어갔다.
남자	남자	NNG	O
대표	대표	NNG	O
팀	팀	NNG	O
도	도	JX	O
_	_	_	O
한일	한일	NNP	B-POH
_	_	_	I-POH
정기전	정기전	NNG	I-POH
에서	에서	JKB	O
_	_	_	O
29	29	SN	B-NOH
-	-	SO	I-NOH
24	24	SN	I-NOH
로	로	JKB	O
_	_	_	O
승리하	승리하	VV	O
며	며	EC	O
_	_	_	O
정기전	정기전	NNG	O
_	_	_	O
8	8	SN	B-NOH
연승	연승	NNG	I-NOH
을	을	JKO	O
_	_	_	O
이	잇	VV	O
어	어+가	EC+VX	O
갔	았	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 벤츠코리아 네트워크 개발부 이상국 상무는 “포항 전시장 및 서비스센터를 확장 이전함으로써 포항은 물론 경북 지역 고객들에게 다양하고 우수한 제품과 서비스를 제공하게 됐다”면서 “전국에서 여섯 번째, 대구경북 지역에서 최초 스타클래스 인증 중고차 전시장도 함께 열어 다양해지는 고객층을 만족시킬 수 있는 벤츠로 나아가도록 노력하겠다”고 말했다.
## <벤츠코리아 네트워크 개발부:ORG> <이상국:PER> 상무는 “<포항:LOC> 전시장 및 서비스센터를 확장 이전함으로써 <포항:LOC>은 물론 <경북:LOC> 지역 고객들에게 다양하고 우수한 제품과 서비스를 제공하게 됐다”면서 “전국에서 여섯 번째, <대구경북:LOC> 지역에서 최초 스타클래스 인증 중고차 전시장도 함께 열어 다양해지는 고객층을 만족시킬 수 있는 <벤츠:ORG>로 나아가도록 노력하겠다”고 말했다.
벤츠	벤츠	NNP	B-ORG
코리아	코리아	NNP	I-ORG
_	_	_	I-ORG
네트워크	네트워크	NNG	I-ORG
_	_	_	I-ORG
개발	개발	NNG	I-ORG
부	부	NNG	I-ORG
_	_	_	O
이상국	이상국	NNG	B-PER
_	_	_	O
상무	상무	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
포항	포항	NNP	B-LOC
_	_	_	O
전시장	전시장	NNG	O
_	_	_	O
및	및	MAG	O
_	_	_	O
서비스	서비스	NNG	O
센터	센터	NNG	O
를	를	JKO	O
_	_	_	O
확장	확장	NNG	O
_	_	_	O
이전함	이전하+ㅁ	VV+ETN	O
으로써	으로써	JKB	O
_	_	_	O
포항	포항	NNP	B-LOC
은	은	JX	O
_	_	_	O
물론	물론	MAG	O
_	_	_	O
경북	경북	NNP	B-LOC
_	_	_	O
지역	지역	NNG	O
_	_	_	O
고객	고객	NNG	O
들	들	XSN	O
에게	에게	JKB	O
_	_	_	O
다양하	다양하	VA	O
고	고	EC	O
_	_	_	O
우수한	우수하+ㄴ	VA+ETM	O
_	_	_	O
제품	제품	NNG	O
과	과	JC	O
_	_	_	O
서비스	서비스	NNG	O
를	를	JKO	O
_	_	_	O
제공하	제공하	VV	O
게	게	EC	O
_	_	_	O
됐	+었	+EP	O
다	다	EF	O
”	”	SS	O
면서	면서	EC	O
_	_	_	O
“	“	SS	O
전국	전국	NNG	O
에서	에서	JKB	O
_	_	_	O
여섯	여섯	NR	O
_	_	_	O
번째	번째	NNB	O
,	,	SP	O
_	_	_	O
대구	대구	NNP	B-LOC
경북	경북	NNP	I-LOC
_	_	_	O
지역	지역	NNG	O
에서	에서	JKB	O
_	_	_	O
최초	최초	NNG	O
_	_	_	O
스타	스타	NNG	O
클래스	클래스	NNG	O
_	_	_	O
인증	인증	NNG	O
_	_	_	O
중고차	중고차	NNG	O
_	_	_	O
전시장	전시장	NNG	O
도	도	JX	O
_	_	_	O
함께	함께	MAG	O
_	_	_	O
열	열	VV	O
어	어	EC	O
_	_	_	O
다양해	다양하+여	VA+EC	O
지	지	VX	O
는	는	ETM	O
_	_	_	O
고객	고객	NNG	O
층	층	XSN	O
을	을	JKO	O
_	_	_	O
만족	만족	NNG	O
시킬	시키+ㄹ	XSV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
벤츠	벤츠	NNP	B-ORG
로	로	JKB	O
_	_	_	O
나아가	나아가	VV	O
도록	도록	EC	O
_	_	_	O
노력하	노력하	VV	O
겠	겠	EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 7월 16일 열리는 첫 번째 강연에는 ‘종의 기원’과 ‘7년의 밤’ 등의 작가 정유정이 ‘우리는 왜 인간 본성의 악을 주목해야 하는가’를 주제로 강연한다.
## <7월 16일:DAT> 열리는 첫 번째 강연에는 ‘<종의 기원:POH>’과 ‘<7년의 밤:POH>’ 등의 작가 <정유정:PER>이 ‘우리는 왜 인간 본성의 악을 주목해야 하는가’를 주제로 강연한다.
7	7	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	I-DAT
16	16	SN	I-DAT
일	일	NNB	I-DAT
_	_	_	O
열리	열리	VV	O
는	는	ETM	O
_	_	_	O
첫	첫	MM	O
_	_	_	O
번째	번째	NNB	O
_	_	_	O
강연	강연	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
‘	‘	SS	O
종	종	NNG	B-POH
의	의	JKG	I-POH
_	_	_	I-POH
기원	기원	NNG	I-POH
’	’	SS	O
과	과	JC	O
_	_	_	O
‘	‘	SS	O
7	7	SN	B-POH
년	년	NNB	I-POH
의	의	JKG	I-POH
_	_	_	I-POH
밤	밤	NNG	I-POH
’	’	SS	O
_	_	_	O
등	등	NNB	O
의	의	JKG	O
_	_	_	O
작가	작가	NNG	O
_	_	_	O
정유	정유	NNG	B-PER
정	정	NNP	I-PER
이	이	JKS	O
_	_	_	O
‘	‘	SS	O
우리	우리	NP	O
는	는	JX	O
_	_	_	O
왜	왜	MAG	O
_	_	_	O
인간	인간	NNG	O
_	_	_	O
본성	본성	NNG	O
의	의	JKG	O
_	_	_	O
악	악	NNG	O
을	을	JKO	O
_	_	_	O
주목해야	주목하+여야	VV+EC	O
_	_	_	O
하	하	VX	O
는가	는가	EF	O
’	’	SS	O
를	를	JKO	O
_	_	_	O
주제	주제	NNG	O
로	로	JKB	O
_	_	_	O
강연한다	강연하+ㄴ다	VV+EF	O
.	.	SF	O

## 9
## 지난 2013년 2일 18대 대통령에 취임해 집을 나선지 1467일만의 귀가다.
## 지난 <2013년 2일:DAT> <18대:NOH> 대통령에 취임해 집을 나선지 <1467일만:NOH>의 귀가다.
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
2013	2013	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	I-DAT
2	2	SN	I-DAT
일	일	NNB	I-DAT
_	_	_	O
18	18	SN	B-NOH
대	대	NNB	I-NOH
_	_	_	O
대통령	대통령	NNG	O
에	에	JKB	O
_	_	_	O
취임해	취임하+여	VV+EC	O
_	_	_	O
집	집	NNG	O
을	을	JKO	O
_	_	_	O
나선지	나선지	NNP	O
_	_	_	O
1467	1467	SN	B-NOH
일	일	NNB	I-NOH
만	만	JX	I-NOH
의	의	JKG	O
_	_	_	O
귀가	귀가	NNG	O
다	다	NNG	O
.	.	SF	O

## 10
## 1, 2주의 단기간에 해외 MBA 학생들과 교류하며 집중강의를 듣고 학점까지 취득할 수 있는 단기 교환학생 프로그램도 운영하고 있다.
## <1:NOH>, <2주:NOH>의 단기간에 해외 MBA 학생들과 교류하며 집중강의를 듣고 학점까지 취득할 수 있는 단기 교환학생 프로그램도 운영하고 있다.
1	1	SN	B-NOH
,	,	SP	O
_	_	_	O
2	2	SN	B-NOH
주	주	NNB	I-NOH
의	의	JKG	O
_	_	_	O
단기간	단기간	NNG	O
에	에	JKB	O
_	_	_	O
해외	해외	NNG	O
_	_	_	O
MBA	MBA	SL	O
_	_	_	O
학생	학생	NNG	O
들	들	XSN	O
과	과	JKB	O
_	_	_	O
교류하	교류하	VV	O
며	며	EC	O
_	_	_	O
집중	집중	NNG	O
강의	강의	NNG	O
를	를	JKO	O
_	_	_	O
듣	듣	VV	O
고	고	EC	O
_	_	_	O
학점	학점	NNG	O
까지	까지	JX	O
_	_	_	O
취득할	취득하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
단기	단기	NNG	O
_	_	_	O
교환	교환	NNG	O
학생	학생	NNG	O
_	_	_	O
프로그램	프로그램	NNG	O
도	도	JX	O
_	_	_	O
운영하	운영하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 11
## 우 원내대표는 2002년 대선 후보 경선 당시 ‘노무현 후보의 경선을 도와 달라’는 안 지사의 요청을 받고 고향인 철원 지역에서 2박 3일 유세를 진행하기도 했다.
## <우:PER> 원내대표는 <2002년:DAT> 대선 후보 경선 당시 ‘<노무현:PER> 후보의 경선을 도와 달라’는 안 지사의 요청을 받고 고향인 <철원:LOC> 지역에서 <2박:NOH> <3일:NOH> 유세를 진행하기도 했다.
우	우	NNP	B-PER
_	_	_	O
원내	원내	NNG	O
대표	대표	NNG	O
는	는	JX	O
_	_	_	O
2002	2002	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
대선	대선	NNG	O
_	_	_	O
후보	후보	NNG	O
_	_	_	O
경선	경선	NNG	O
_	_	_	O
당시	당시	NNG	O
_	_	_	O
‘	‘	SS	O
노무현	노무현	NNP	B-PER
_	_	_	O
후보	후보	NNG	O
의	의	JKG	O
_	_	_	O
경선	경선	NNG	O
을	을	JKO	O
_	_	_	O
도	돕	VV	O
와	아	EC	O
_	_	_	O
달	달	VX	O
라	라	EF	O
’	’	SS	O
는	는	JX	O
_	_	_	O
안	안	NNP	O
_	_	_	O
지사	지사	NNG	O
의	의	JKG	O
_	_	_	O
요청	요청	NNG	O
을	을	JKO	O
_	_	_	O
받	받	VV	O
고	고	EC	O
_	_	_	O
고향	고향	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
철원	철원	NNP	B-LOC
_	_	_	O
지역	지역	NNG	O
에서	에서	JKB	O
_	_	_	O
2	2	SN	B-NOH
박	박	NNB	I-NOH
_	_	_	O
3	3	SN	B-NOH
일	일	NNB	I-NOH
_	_	_	O
유세	유세	NNG	O
를	를	JKO	O
_	_	_	O
진행하	진행하	VV	O
기	기	ETN	O
도	도	JX	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 12
## 오 씨는 이날 법률대리인인 박창한 변호사를 통해 “메이저리그 및 일본 구단과의 계약을 앞두고 있는 상황에서 빨리 의혹에서 벗어나고 싶다.
## <오:PER> 씨는 이날 법률대리인인 <박창한:PER> 변호사를 통해 “<메이저리그:POH> 및 <일본:LOC> 구단과의 계약을 앞두고 있는 상황에서 빨리 의혹에서 벗어나고 싶다.
오	오	NNP	B-PER
_	_	_	O
씨	씨	NNB	O
는	는	JX	O
_	_	_	O
이날	이날	NNG	O
_	_	_	O
법률	법률	NNG	O
대리인	대리인	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
박창한	박창한	NNP	B-PER
_	_	_	O
변호사	변호사	NNG	O
를	를	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
“	“	SS	O
메이저	메이저	NNG	B-POH
리그	리그	NNG	I-POH
_	_	_	O
및	및	MAG	O
_	_	_	O
일본	일본	NNP	B-LOC
_	_	_	O
구단	구단	NNG	O
과	과	JKB	O
의	의	JKG	O
_	_	_	O
계약	계약	NNG	O
을	을	JKO	O
_	_	_	O
앞두	앞두	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
상황	상황	NNG	O
에서	에서	JKB	O
_	_	_	O
빨리	빨리	MAG	O
_	_	_	O
의혹	의혹	NNG	O
에서	에서	JKB	O
_	_	_	O
벗어나	벗어나	VV	O
고	고	EC	O
_	_	_	O
싶	싶	VX	O
다	다	EF	O
.	.	SF	O

## 13
## 남녀 공용 제품으로 블랙, 레드 두 가지 색상으로 출시됐으며, 가격은 7만8000원. ‘플로레’는 여성용 스포츠 샌들로 풋베드에 탄성이 좋은 파일론 소재와 고무창을 적용해 가볍고 쿠셔닝이 좋아 편안하게 신을 수 있다.
## 남녀 공용 제품으로 블랙, 레드 <두 가지:NOH> 색상으로 출시됐으며, 가격은 <7만8000원:MNY>. ‘<플로레:ORG>’는 여성용 스포츠 샌들로 풋베드에 탄성이 좋은 파일론 소재와 고무창을 적용해 가볍고 쿠셔닝이 좋아 편안하게 신을 수 있다.
남녀	남녀	NNG	O
_	_	_	O
공용	공용	NNG	O
_	_	_	O
제품	제품	NNG	O
으로	으로	JKB	O
_	_	_	O
블랙	블랙	NNG	O
,	,	SP	O
_	_	_	O
레드	레드	NNG	O
_	_	_	O
두	두	MM	B-NOH
_	_	_	I-NOH
가지	가지	NNB	I-NOH
_	_	_	O
색상	색상	NNG	O
으로	으로	JKB	O
_	_	_	O
출시	출시되	VV	O
됐	었	EP	O
으며	으며	EC	O
,	,	SP	O
_	_	_	O
가격	가격	NNG	O
은	은	JX	O
_	_	_	O
7	7	SN	B-MNY
만	만	NR	I-MNY
8000	8000	SN	I-MNY
원	원	NNB	I-MNY
.	.	SF	O
_	_	_	O
‘	‘	SS	O
플로	플로	NNG	B-ORG
레	레	NNG	I-ORG
’	’	SS	O
는	는	JX	O
_	_	_	O
여성	여성	NNG	O
용	용	XSN	O
_	_	_	O
스포츠	스포츠	NNG	O
_	_	_	O
샌들	샌들	NNG	O
로	로	JKB	O
_	_	_	O
풋	풋	XPN	O
베드	베드	NNG	O
에	에	JKB	O
_	_	_	O
탄성	탄성	NNG	O
이	이	JKS	O
_	_	_	O
좋	좋	VA	O
은	은	ETM	O
_	_	_	O
파일론	파일론	NNG	O
_	_	_	O
소재	소재	NNG	O
와	와	JC	O
_	_	_	O
고무창	고무창	NNG	O
을	을	JKO	O
_	_	_	O
적용해	적용하+여	VV+EC	O
_	_	_	O
가볍	가볍	VA	O
고	고	EC	O
_	_	_	O
쿠셔닝	쿠셔닝	NNG	O
이	이	JKS	O
_	_	_	O
좋	좋	VA	O
아	아	EC	O
_	_	_	O
편안하	편안하	VA	O
게	게	EC	O
_	_	_	O
신	신	VV	O
을	을	ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

