## 1
## NHK는 “중국 선박이 (일본의) 영해를 침입한 것은 지난해 12월 26일 이후 처음”이라고 전했다.
## <NHK:ORG>는 “<중국:ORG> 선박이 (<일본:ORG>의) 영해를 침입한 것은 지난해 <12월 26일:DAT> 이후 처음”이라고 전했다.
NHK	NHK	SL	B-ORG
달러	달러	NNB	I-MNY
_	_	_	O
상승	상승하	VV	O
했	였	EP	O
지만	지만	EC	O
_	_	_	O
전년	전년	NNG	O
_	_	_	O
동월	동월	NNG	O
보다	보다	JKB	O
_	_	_	O
35	35	SN	B-PNT
%	%	SW	I-PNT
_	_	_	O
이상	이상	NNG	O
_	_	_	O
낮	낮	VA	O
은	은	ETM	O
_	_	_	O
수준	수준	NNG	O
”	”	SS	O
이	이	VCP	O
라며	라며	EC	O
_	_	_	O
“	“	SS	O
저	저	XPN	O
유가	유가	NNG	O
로	로	JKB	O
_	_	_	O
인한	인하+ㄴ	VV+ETM	O
_	_	_	O
수출	수출	NNG	O
_	_	_	O
하락세	하락세	NNG	O
는	는	JX	O
_	_	_	O
여전히	여전히	MAG	O
_	_	_	O
지속되	지속되	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 5
## K리그 클래식 7일 개막…12개 구단 감독들 “공격축구” 선전포고K리그 클래식 2015 미디어데이12개 구단 24인 설문서 “전북이 우승후보” 19표 몰표최강희 감독 “1강 아닌데…‘챔스 우승’ 한 놈만 쫓겠다”포항·울산 등 “서울전 총력” 최용수 감독 “낯설지 않다”
## <K리그 클래식:POH> <7일:DAT> 개막…<12개:NOH> 구단 감독들 “공격축구” 선전포고<K리그 클래식 2015 미디어데이:POH><12개:NOH> 구단 <24인:NOH> 설문서 “<전북:ORG>이 우승후보” <19표:NOH> 몰표<최강희:PER> 감독 “<1강:NOH> 아닌데…‘챔스 우승’ <한 놈:NOH>만 쫓겠다”<포항:ORG>·<울산:ORG> 등 “<서울전:POH> 총력” <최용수:PER> 감독 “낯설지 않다”
K	K	SL	B-POH
리그	리그	NNG	I-POH
_	_	_	I-POH
클래식	클래식	NNG	I-POH
_	_	_	O
7	7	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
개막	개막	NNG	O
…	…	SE	O
12	12	SN	B-NOH
개	개	NNB	I-NOH
_	_	_	O
구단	구단	NNG	O
_	_	_	O
감독	감독	NNG	O
들	들	XSN	O
_	_	_	O
“	“	SS	O
공격	공격	NNG	O
축구	축구	NNG	O
”	”	SS	O
_	_	_	O
선전	선전	NNG	O
포고	포고	NNG	O
K	K	SL	B-POH
리그	리그	NNG	I-POH
_	_	_	I-POH
클래식	클래식	NNG	I-POH
_	_	_	I-POH
2015	2015	SN	I-POH
_	_	_	I-POH
미디어	미디어	NNG	I-POH
데이	데이	NNG	I-POH
12	12	SN	B-NOH
개	개	NNB	I-NOH
_	_	_	O
구단	구단	NNG	O
_	_	_	O
24	24	SN	B-NOH
인	인	NNG	I-NOH
_	_	_	O
설문	설문	NNG	O
서	서	XSN	O
_	_	_	O
“	“	SS	O
전북	전북	NNP	B-ORG
이	이	JKS	O
_	_	_	O
우승	우승	NNG	O
후보	후보	NNG	O
”	”	SS	O
_	_	_	O
19	19	SN	B-NOH
표	표	NNG	I-NOH
_	_	_	O
몰표	몰표	NNG	O
최강희	최강희	NNP	B-PER
_	_	_	O
감독	감독	NNG	O
_	_	_	O
“	“	SS	O
1	1	SN	B-NOH
강	강	NNG	I-NOH
_	_	_	O
아닌데	아니+ㄴ데	VCN+EC	O
…	…	SE	O
‘	‘	SS	O
챔스	챔스	NNG	O
_	_	_	O
우승	우승	NNG	O
’	’	SS	O
_	_	_	O
한	한	MM	B-NOH
_	_	_	I-NOH
놈	놈	NNB	I-NOH
만	만	JX	O
_	_	_	O
쫓	쫓	VV	O
겠	겠	EP	O
다	다	EF	O
”	”	SS	O
포항	포항	NNP	B-ORG
·	·	SP	O
울산	울산	NNP	B-ORG
_	_	_	O
등	등	NNB	O
_	_	_	O
“	“	SS	O
서울	서울	NNP	B-POH
전	전	XSN	I-POH
_	_	_	O
총력	총력	NNG	O
”	”	SS	O
_	_	_	O
최용수	최용수	NNP	B-PER
_	_	_	O
감독	감독	NNG	O
_	_	_	O
“	“	SS	O
낯설	낯설	VA	O
지	지	EC	O
_	_	_	O
않	않	VX	O
다	다	EF	O
”	”	SS	O

## 6
## 하지만 구체적으로 뭘 어떻게 해야 한국경제가 역동성을 되찾을 수 있을지에 대한 방법론적인 연구는 적은 편이다.
## 하지만 구체적으로 뭘 어떻게 해야 <한국:ORG>경제가 역동성을 되찾을 수 있을지에 대한 방법론적인 연구는 적은 편이다.
하	하	VV	O
지만	지만	EC	O
_	_	_	O
구체적	구체적	NNG	O
으로	으로	JKB	O
_	_	_	O
뭘	무엇+ㄹ	NP+JKO	O
_	_	_	O
어떻	어떻	VA	O
게	게	EC	O
_	_	_	O
해야	하+여야	VV+EC	O
_	_	_	O
한국	한국	NNP	B-ORG
경제	경제	NNG	O
가	가	JKS	O
_	_	_	O
역동	역동	NNG	O
성	성	XSN	O
을	을	JKO	O
_	_	_	O
되찾	되찾	VV	O
을	을	ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
을지	을지	EC	O
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
방법론	방법론	NNG	O
적	적	XSN	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
연구	연구	NNG	O
는	는	JX	O
_	_	_	O
적	적	VA	O
은	은	ETM	O
_	_	_	O
편	편	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 7
## 전기에서 시작해 항공·의료·에너지까지 사업을 다각화한 미국 제네럴일렉트릭(GE)의 마르코 아눈지아타(사진) 수석 이코노미스트는 “중국이 한국을 따라오려면 시간이 걸릴 뿐 아니라 중국 내부의 해결해야 할 문제도 많다”며 “빅 데이터와 디지털 기술을 접목한 ‘산업 인터넷’을 활용하고, 신생기업(startup·스타트업)이 주도하는 ‘자생적 혁신’을 성공시킨다면 한국은 다시 한 번 도약할 수 있을 것”이라고 말했다.
## 전기에서 시작해 항공·의료·에너지까지 사업을 다각화한 <미국 제네럴일렉트릭:ORG>(<GE:ORG>)의 <마르코 아눈지아타:PER>(사진) 수석 이코노미스트는 “<중국:ORG>이 <한국:ORG>을 따라오려면 시간이 걸릴 뿐 아니라 <중국:ORG> 내부의 해결해야 할 문제도 많다”며 “빅 데이터와 디지털 기술을 접목한 ‘산업 인터넷’을 활용하고, 신생기업(startup·스타트업)이 주도하는 ‘자생적 혁신’을 성공시킨다면 <한국:ORG>은 다시 한 번 도약할 수 있을 것”이라고 말했다.
전기	전기	NNG	O
에서	에서	JKB	O
_	_	_	O
시작해	시작하+여	VV+EC	O
_	_	_	O
항공	항공	NNG	O
·	·	SP	O
의료	의료	NNG	O
·	·	SP	O
에너지	에너지	NNG	O
까지	까지	JX	O
_	_	_	O
사업	사업	NNG	O
을	을	JKO	O
_	_	_	O
다각화한	다각화하+ㄴ	VV+ETM	O
_	_	_	O
미국	미국	NNP	B-ORG
_	_	_	I-ORG
제네럴	제네럴	NNG	I-ORG
일렉트릭	일렉트릭	NNP	I-ORG
(	(	SS	O
GE	GE	SL	B-ORG
)	)	SS	O
의	의	JKG	O
_	_	_	O
마르코	마르코	NNP	B-PER
_	_	_	I-PER
아	아	NNP	I-PER
눈	눈	NNG	I-PER
지	지	XSN	I-PER
아타	아타	NNP	I-PER
(	(	SS	O
사진	사진	NNG	O
)	)	SS	O
_	_	_	O
수석	수석	NNG	O
_	_	_	O
이코노미스트	이코노미스트	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
중국	중국	NNP	B-ORG
이	이	JKS	O
_	_	_	O
한국	한국	NNP	B-ORG
을	을	JKO	O
_	_	_	O
따라오	따라오	VV	O
려면	려면	EC	O
_	_	_	O
시간	시간	NNG	O
이	이	JKS	O
_	_	_	O
걸릴	걸리+ㄹ	VV+ETM	O
_	_	_	O
뿐	뿐	NNB	O
_	_	_	O
아니	아니	VCN	O
라	라	EC	O
_	_	_	O
중국	중국	NNP	B-ORG
_	_	_	O
내부	내부	NNG	O
의	의	JKG	O
_	_	_	O
해결해야	해결하+여야	VV+EC	O
_	_	_	O
할	하+ㄹ	VX+ETM	O
_	_	_	O
문제	문제	NNG	O
도	도	JX	O
_	_	_	O
많	많	VA	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
빅	빅	NNG	O
_	_	_	O
데이터	데이터	NNG	O
와	와	JC	O
_	_	_	O
디지털	디지털	NNG	O
_	_	_	O
기술	기술	NNG	O
을	을	JKO	O
_	_	_	O
접목한	접목하+ㄴ	VV+ETM	O
_	_	_	O
‘	‘	SS	O
산업	산업	NNG	O
_	_	_	O
인터넷	인터넷	NNG	O
’	’	SS	O
을	을	JKO	O
_	_	_	O
활용하	활용하	VV	O
고	고	EC	O
,	,	SP	O
_	_	_	O
신생	신생	NNG	O
기업	기업	NNG	O
(	(	SS	O
startup	startup	SL	O
·	·	SP	O
스타트	스타트	NNG	O
업	업	NNG	O
)	)	SS	O
이	이	JKS	O
_	_	_	O
주도하	주도하	VV	O
는	는	ETM	O
_	_	_	O
‘	‘	SS	O
자생적	자생적	NNG	O
_	_	_	O
혁신	혁신	NNG	O
’	’	SS	O
을	을	JKO	O
_	_	_	O
성공	성공	NNG	O
시킨다면	시키+ㄴ다면	XSV+EC	O
_	_	_	O
한국	한국	NNP	B-ORG
은	은	JX	O
_	_	_	O
다시	다시	MAG	O
_	_	_	O
한	한	MM	O
_	_	_	O
번	번	NNB	O
_	_	_	O
도약할	도약하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
을	을	ETM	O
_	_	_	O
것	것	NNB	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 이 대표는 “폴딩도어는 특성상 제조 기술과 생산능력도 중요하지만 무엇보다 설치 노하우가 고객만족을 좌우한다”며 “10년 노하우를 바탕으로 불량률을 최소화한 것이 폴딩도어시장 점유율 전국 최상위권을 차지하는 알짜 회사를 만든 비결”이라고 설명했다.
## <이:PER> 대표는 “폴딩도어는 특성상 제조 기술과 생산능력도 중요하지만 무엇보다 설치 노하우가 고객만족을 좌우한다”며 “<10년:NOH> 노하우를 바탕으로 불량률을 최소화한 것이 폴딩도어시장 점유율 전국 최상위권을 차지하는 알짜 회사를 만든 비결”이라고 설명했다.
이	이	NNP	B-PER
_	_	_	O
대표	대표	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
폴	폴	NNP	O
딩	딩	NNG	O
도어	도어	NNG	O
는	는	JX	O
_	_	_	O
특성	특성	NNG	O
상	상	XSN	O
_	_	_	O
제조	제조	NNG	O
_	_	_	O
기술	기술	NNG	O
과	과	JC	O
_	_	_	O
생산	생산	NNG	O
능력	능력	NNG	O
도	도	JX	O
_	_	_	O
중요하	중요하	VA	O
지만	지만	EC	O
_	_	_	O
무엇	무엇	NP	O
보다	보다	JKB	O
_	_	_	O
설치	설치	NNG	O
_	_	_	O
노하우	노하우	NNG	O
가	가	JKS	O
_	_	_	O
고객	고객	NNG	O
만족	만족	NNG	O
을	을	JKO	O
_	_	_	O
좌우한다	좌우하+ㄴ다	VV+EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
10	10	SN	B-NOH
년	년	NNB	I-NOH
_	_	_	O
노하우	노하우	NNG	O
를	를	JKO	O
_	_	_	O
바탕	바탕	NNG	O
으로	으로	JKB	O
_	_	_	O
불량률	불량률	NNG	O
을	을	JKO	O
_	_	_	O
최소화한	최소화하+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
이	이	JKS	O
_	_	_	O
폴	폴	NNP	O
딩	딩	NNG	O
도	도	NNG	O
어시장	어시장	NNG	O
_	_	_	O
점유율	점유율	NNG	O
_	_	_	O
전국	전국	NNG	O
_	_	_	O
최	최	XPN	O
상위권	상위권	NNG	O
을	을	JKO	O
_	_	_	O
차지하	차지하	VV	O
는	는	ETM	O
_	_	_	O
알짜	알짜	NNG	O
_	_	_	O
회사	회사	NNG	O
를	를	JKO	O
_	_	_	O
만든	만들+ㄴ	VV+ETM	O
_	_	_	O
비결	비결	NNG	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
설명	설명하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 윤각현 부산경마처장과 김영관 조교사가 합심해 도움을 주지 않았다면 오늘과 같은 영광스런 자리는 없었을지도 모른다”고 회고했다.
## <윤각현:PER> 부산경마처장과 <김영관:PER> 조교사가 합심해 도움을 주지 않았다면 오늘과 같은 영광스런 자리는 없었을지도 모른다”고 회고했다.
윤각현	윤각현	NNP	B-PER
_	_	_	O
부산	부산	NNP	O
경마	경마	NNG	O
처장	처장	NNG	O
과	과	JC	O
_	_	_	O
김영관	김영관	NNP	B-PER
_	_	_	O
조교사	조교사	NNG	O
가	가	JKS	O
_	_	_	O
합심해	합심하+여	VV+EC	O
_	_	_	O
도움	도움	NNG	O
을	을	JKO	O
_	_	_	O
주	주	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
았	았	EP	O
다면	다면	EC	O
_	_	_	O
오늘	오늘	NNG	O
과	과	JKB	O
_	_	_	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
영광스런	영광스럽+ㄴ	VA+ETM	O
_	_	_	O
자리	자리	NNG	O
는	는	JX	O
_	_	_	O
없	없	VA	O
었	었	EP	O
을지	을지	EC	O
도	도	JX	O
_	_	_	O
모른다	모르+ㄴ다	VV+EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
회고	회고하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 그 경험 덕분에 정석원은 “연기를 어떻게 접근해야 하는지, 비로소 알았다”고 했다.
## 그 경험 덕분에 <정석원:PER>은 “<연기:LOC>를 어떻게 접근해야 하는지, 비로소 알았다”고 했다.
그	그	MM	O
_	_	_	O
경험	경험	NNG	O
_	_	_	O
덕분	덕분	NNG	O
에	에	JKB	O
_	_	_	O
정석원	정석원	NNP	B-PER
은	은	JX	O
_	_	_	O
“	“	SS	O
연기	연기	NNG	B-LOC
를	를	JKO	O
_	_	_	O
어떻	어떻	VA	O
게	게	EC	O
_	_	_	O
접근해야	접근하+여야	VV+EC	O
_	_	_	O
하	하	VX	O
는지	는지	EC	O
,	,	SP	O
_	_	_	O
비로소	비로소	MAG	O
_	_	_	O
알	알	VV	O
았	았	EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 11
## “최민식 선배님은 이미 영화와 역할에 대한 그림을 그려놓고 있었다.
## “<최민식:PER> 선배님은 이미 영화와 역할에 대한 그림을 그려놓고 있었다.
“	“	SS	O
최민식	최민식	NNP	B-PER
_	_	_	O
선배	선배	NNG	O
님	님	XSN	O
은	은	JX	O
_	_	_	O
이미	이미	MAG	O
_	_	_	O
영화	영화	NNG	O
와	와	JC	O
_	_	_	O
역할	역할	NNG	O
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
그림	그림	NNG	O
을	을	JKO	O
_	_	_	O
그려	그리+어	VV+EC	O
놓	놓	VX	O
고	고	EC	O
_	_	_	O
있	있	VX	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 성 전 회장의 장남 성승훈 전 경남기업 경영기획실장도 과거 한 언론 인터뷰에서 “주현 씨가 반 전 고문과 얘기할 때 ‘반＇s family’란 용어를 썼다”고 말했다.
## <성:PER> 전 회장의 장남 <성승훈:PER> 전 <경남기업:ORG> 경영기획실장도 과거 <한:NOH> 언론 인터뷰에서 “<주현:PER> 씨가 <반:PER> 전 고문과 얘기할 때 ‘<반＇s family:ORG>’란 용어를 썼다”고 말했다.
성	성	NNP	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
회장	회장	NNG	O
의	의	JKG	O
_	_	_	O
장남	장남	NNG	O
_	_	_	O
성승훈	성승훈	NNP	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
경남기업	경남기업	NNP	B-ORG
_	_	_	O
경영	경영	NNG	O
기획	기획	NNG	O
실장	실장	NNG	O
도	도	JX	O
_	_	_	O
과거	과거	NNG	O
_	_	_	O
한	한	MM	B-NOH
_	_	_	O
언론	언론	NNG	O
_	_	_	O
인터뷰	인터뷰	NNG	O
에서	에서	JKB	O
_	_	_	O
“	“	SS	O
주현	주현	NNG	B-PER
_	_	_	O
씨	씨	NNB	O
가	가	JKS	O
_	_	_	O
반	반	NNG	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
고문	고문	NNG	O
과	과	JC	O
_	_	_	O
얘기할	얘기하+ㄹ	VV+ETM	O
_	_	_	O
때	때	NNG	O
_	_	_	O
‘	‘	SS	O
반	반	XPN	B-ORG
＇	＇	SS	I-ORG
s	s	SL	I-ORG
_	_	_	I-ORG
family	family	SL	I-ORG
’	’+이	SS+VCP	O
란	란	ETM	O
_	_	_	O
용어	용어	NNG	O
를	를	JKO	O
_	_	_	O
썼	+었	+EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 이날 ‘DMZ 평화콘서트’ 윤아는 “이곳이 임진각 평화누리라서 그런지 몰라도 뭉클한 느낌을 받았다“고 소감을 전했다.
## 이날 ‘<DMZ 평화콘서트:POH>’ <윤아:PER>는 “이곳이 <임진각 평화누리:LOC>라서 그런지 몰라도 뭉클한 느낌을 받았다“고 소감을 전했다.
이날	이날	NNG	O
_	_	_	O
‘	‘	SS	O
DMZ	DMZ	SL	B-POH
_	_	_	I-POH
평화	평화	NNG	I-POH
콘서트	콘서트	NNG	I-POH
’	’	SS	O
_	_	_	O
윤아	윤아	NNP	B-PER
는	는	JX	O
_	_	_	O
“	“	SS	O
이곳	이곳	NP	O
이	이	JKS	O
_	_	_	O
임진각	임진각	NNP	B-LOC
_	_	_	I-LOC
평화	평화	NNG	I-LOC
누리	누리+이	NNG+VCP	I-LOC
라서	라서	EC	O
_	_	_	O
그런지	그렇+ㄴ지	VA+EC	O
_	_	_	O
몰	모르	VV	O
라도	아도	EC	O
_	_	_	O
뭉클한	뭉클하+ㄴ	VA+ETM	O
_	_	_	O
느낌	느낌	NNG	O
을	을	JKO	O
_	_	_	O
받	받	VV	O
았	았	EP	O
다	다	EF	O
“	“	SS	O
고	고	JKQ	O
_	_	_	O
소감	소감	NNG	O
을	을	JKO	O
_	_	_	O
전	전하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 14
## 전체 부지 내 녹지는 50% 이상이며 산등성이를 최대한 살린 산책로를 만들었다.
## 전체 부지 내 녹지는 <50%:PNT> 이상이며 산등성이를 최대한 살린 산책로를 만들었다.
전체	전체	NNG	O
_	_	_	O
부지	부지	NNG	O
_	_	_	O
내	내	NNB	O
_	_	_	O
녹지	녹지	NNG	O
는	는	JX	O
_	_	_	O
50	50	SN	B-PNT
%	%	SW	I-PNT
_	_	_	O
이상	이상	NNG	O
이	이	VCP	O
며	며	EC	O
_	_	_	O
산등성이	산등성이	NNG	O
를	를	JKO	O
_	_	_	O
최대한	최대한	NNG	O
_	_	_	O
살린	살리+ㄴ	VV+ETM	O
_	_	_	O
산책로	산책로	NNG	O
를	를	JKO	O
_	_	_	O
만들	만들	VV	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

