## 1
## 윤주영 미래에셋자산운용 ETF본부장은 “저성장 시대엔 전통적 투자 상품보다 ETF 같은 파생상품 수요가 늘게 된다”며 “투자업계도 이런 상품에 눈을 돌릴 수밖에 없다”고 말했다.
## <윤주영:PER> <미래에셋자산운용:ORG> ETF본부장은 “저성장 시대엔 전통적 투자 상품보다 ETF 같은 파생상품 수요가 늘게 된다”며 “투자업계도 이런 상품에 눈을 돌릴 수밖에 없다”고 말했다.
윤주영	윤주영	NNP	B-PER
## <캔자스시티:ORG>는 <2일:DAT>(<한국:LOC>시간) <미국:LOC> <뉴욕:LOC> 주 <플러싱:LOC>의 시티 필드에서 열린 <뉴욕 메츠:ORG>와의 <2015:DAT> <메이저리그 월드시리즈:POH> <5차전:NOH>에서 <12회:NOH> 연장 끝에 <7-2:NOH>로 승리했다.
캔자스시티	캔자스시티	NNP	B-ORG
는	는	JX	O
_	_	_	O
2	2	SN	B-DAT
일	일	NNB	I-DAT
(	(	SS	O
한국	한국	NNP	B-LOC
시간	시간	NNG	O
)	)	SS	O
_	_	_	O
미국	미국	NNP	B-LOC
_	_	_	O
뉴욕	뉴욕	NNP	B-LOC
_	_	_	O
주	주	NNG	O
_	_	_	O
플러싱	플러싱	NNP	B-LOC
의	의	JKG	O
_	_	_	O
시티	시티	NNG	O
_	_	_	O
필드	필드	NNG	O
에서	에서	JKB	O
_	_	_	O
열린	열리+ㄴ	VV+ETM	O
_	_	_	O
뉴욕	뉴욕	NNP	B-ORG
_	_	_	I-ORG
메츠	메츠	NNP	I-ORG
와	와	JKB	O
의	의	JKG	O
_	_	_	O
2015	2015	SN	B-DAT
_	_	_	O
메이저리그	메이저리그	NNG	B-POH
_	_	_	I-POH
월드	월드	NNG	I-POH
시리즈	시리즈	NNG	I-POH
_	_	_	O
5	5	SN	B-NOH
차	차	NNB	I-NOH
전	전	XSN	I-NOH
에서	에서	JKB	O
_	_	_	O
12	12	SN	B-NOH
회	회	NNB	I-NOH
_	_	_	O
연장	연장	NNG	O
_	_	_	O
끝	끝	NNG	O
에	에	JKB	O
_	_	_	O
7	7	SN	B-NOH
-	-	SO	I-NOH
2	2	SN	I-NOH
로	로	JKB	O
_	_	_	O
승리	승리하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 1~2월 두 달간 주택연금 보증공급액은 2015년 1조 1325억원에서 2016년 1조 8188억원, 2017년 3조 6320억원으로 증가세를 보이고 있다.
## <1~2월:DUR> <두 달간:DUR> 주택연금 보증공급액은 <2015년:DAT> <1조 1325억원:MNY>에서 <2016년:DAT> <1조 8188억원:MNY>, <2017년:DAT> <3조 6320억원:MNY>으로 증가세를 보이고 있다.
1	1	SN	B-DUR
~	~	SO	I-DUR
2	2	SN	I-DUR
월	월	NNB	I-DUR
_	_	_	O
두	두	MM	B-DUR
_	_	_	I-DUR
달	달	NNB	I-DUR
간	간	XSN	I-DUR
_	_	_	O
주택	주택	NNG	O
연금	연금	NNG	O
_	_	_	O
보증	보증	NNG	O
공급	공급	NNG	O
액	액	XSN	O
은	은	JX	O
_	_	_	O
2015	2015	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
1	1	SN	B-MNY
조	조	NNG	I-MNY
_	_	_	I-MNY
1325	1325	SN	I-MNY
억	억	NR	I-MNY
원	원	NNB	I-MNY
에서	에서	JKB	O
_	_	_	O
2016	2016	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
1	1	SN	B-MNY
조	조	NNG	I-MNY
_	_	_	I-MNY
8188	8188	SN	I-MNY
억	억	NR	I-MNY
원	원	NNB	I-MNY
,	,	SP	O
_	_	_	O
2017	2017	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
3	3	SN	B-MNY
조	조	NNG	I-MNY
_	_	_	I-MNY
6320	6320	SN	I-MNY
억	억	NR	I-MNY
원	원	NNB	I-MNY
으로	으로	JKB	O
_	_	_	O
증가세	증가세	NNG	O
를	를	JKO	O
_	_	_	O
보이	보이	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

