## 1
## 웡 셰프는 제주페스티벌 때 제주 옥돔에 하와이의 재료들을 곁들인 요리를 선보일 계획이다.
## <웡:PER> 셰프는 <제주페스티벌:POH> 때 <제주:LOC> 옥돔에 하와이의 재료들을 곁들인 요리를 선보일 계획이다.
웡	웡	NNP	B-PER
이끄	이끌	VV	O
는	는	ETM	O
_	_	_	O
국민회의	국민회의	NNP	B-ORG
와	와	JC	O
_	_	_	O
정의당	정의당	NNP	B-ORG
과	과	JKB	O
는	는	JX	O
_	_	_	O
비공식	비공식	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
협의	협의	NNG	O
를	를	JKO	O
_	_	_	O
이	잇	VV	O
어	어+오	EC+VX	O
왔	았	EP	O
습니다	습니다	EC	O
만	만	JX	O
_	_	_	O
결실	결실	NNG	O
을	을	JKO	O
_	_	_	O
맺	맺	VV	O
지	지	EC	O
못했	못하+였	VX+EP	O
습니다	습니다	EF	O
.	.	SF	O

## 11
## ‘하니 관리 비법’그룹 이엑스아이디(EXID) 하니가 ‘어 스타일 포 유’에서 몸매 관리 비법을 공개할 것으로 알려졌다.
## ‘하니 관리 비법’그룹 <이엑스아이디:ORG>(<EXID:ORG>) <하니:PER>가 ‘<어 스타일 포 유:POH>’에서 몸매 관리 비법을 공개할 것으로 알려졌다.
‘	‘	SS	O
하	하	VV	O
니	니	EC	O
_	_	_	O
관리	관리	NNG	O
_	_	_	O
비법	비법	NNG	O
’	’	SS	O
그룹	그룹	NNG	O
_	_	_	O
이엑스	이엑스	NNG	B-ORG
아이디	아이디	NNG	I-ORG
(	(	SS	O
EXID	EXID	SL	B-ORG
)	)	SS	O
_	_	_	O
하	하	VV	B-PER
니	니	EC	I-PER
가	가	JKS	O
_	_	_	O
‘	‘	SS	O
어	어	IC	B-POH
_	_	_	I-POH
스타일	스타일	NNG	I-POH
_	_	_	I-POH
포	포	NNG	I-POH
_	_	_	I-POH
유	유	NNP	I-POH
’	’	SS	O
에서	에서	JKB	O
_	_	_	O
몸매	몸매	NNG	O
_	_	_	O
관리	관리	NNG	O
_	_	_	O
비법	비법	NNG	O
을	을	JKO	O
_	_	_	O
공개할	공개하+ㄹ	VV+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
알려	알려지	VV	O
졌	었	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 영국에서는 각 에피소드 당 6편씩 시즌3를 마지막으로 방영을 마쳤으나, 미국에서는 동시간대 시청률 1위라는 인기에 힘입어 시즌4까지 편성하게 됐다.
## <영국:ORG>에서는 각 에피소드 당 <6편:NOH>씩 <시즌3:NOH>를 마지막으로 방영을 마쳤으나, <미국:ORG>에서는 동시간대 시청률 <1위:NOH>라는 인기에 힘입어 <시즌4:NOH>까지 편성하게 됐다.
영국	영국	NNP	B-ORG
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
각	각	MM	O
_	_	_	O
에피소드	에피소드	NNG	O
_	_	_	O
당	당	NNG	O
_	_	_	O
6	6	SN	B-NOH
편	편	NNB	I-NOH
씩	씩	XSN	O
_	_	_	O
시즌	시즌	NNG	B-NOH
3	3	SN	I-NOH
를	를	JKO	O
_	_	_	O
마지막	마지막	NNG	O
으로	으로	JKB	O
_	_	_	O
방영	방영	NNG	O
을	을	JKO	O
_	_	_	O
마	마치	VV	O
쳤	었	EP	O
으나	으나	EC	O
,	,	SP	O
_	_	_	O
미국	미국	NNP	B-ORG
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
동	동	MM	O
시간대	시간대	NNG	O
_	_	_	O
시청률	시청률	NNG	O
_	_	_	O
1	1	SN	B-NOH
위	위+이	NNB+VCP	I-NOH
라는	라는	ETM	O
_	_	_	O
인기	인기	NNG	O
에	에	JKB	O
_	_	_	O
힘입	힘입	VV	O
어	어	EC	O
_	_	_	O
시즌	시즌	NNG	B-NOH
4	4	SN	I-NOH
까지	까지	JX	O
_	_	_	O
편성하	편성하	VV	O
게	게	EC	O
_	_	_	O
됐	+었	+EP	O
다	다	EF	O
.	.	SF	O

## 13
## 정우는 케이블채널 tvN 드라마 ‘응답하라 1994’에서 ‘쓰레기’ 캐릭터를 맡고 인기를 끌었고 현재 ‘꽃보다 청춘3’에 출연 중이다,
## <정우:PER>는 케이블채널 <tvN:POH> 드라마 ‘<응답하라 1994:POH>’에서 ‘<쓰레기:PER>’ 캐릭터를 맡고 인기를 끌었고 현재 ‘<꽃보다 청춘3:POH>’에 출연 중이다,
정우	정우	NNP	B-PER
는	는	JX	O
_	_	_	O
케이블	케이블	NNG	O
채널	채널	NNG	O
_	_	_	O
tvN	tvN	SL	B-POH
_	_	_	O
드라마	드라마	NNG	O
_	_	_	O
‘	‘	SS	O
응답하	응답하	VV	B-POH
라	라	EC	I-POH
_	_	_	I-POH
1994	1994	SN	I-POH
’	’	SS	O
에서	에서	JKB	O
_	_	_	O
‘	‘	SS	O
쓰레기	쓰레기	NNG	B-PER
’	’	SS	O
_	_	_	O
캐릭터	캐릭터	NNG	O
를	를	JKO	O
_	_	_	O
맡	맡	VV	O
고	고	EC	O
_	_	_	O
인기	인기	NNG	O
를	를	JKO	O
_	_	_	O
끌	끌	VV	O
었	었	EP	O
고	고	EC	O
_	_	_	O
현재	현재	MAG	O
_	_	_	O
‘	‘	SS	O
꽃	꽃	NNG	B-POH
보다	보다	JKB	I-POH
_	_	_	I-POH
청춘	청춘	NNG	I-POH
3	3	SN	I-POH
’	’	SS	O
에	에	JKB	O
_	_	_	O
출연	출연	NNG	O
_	_	_	O
중	중	NNB	O
이	이	VCP	O
다	다	EC	O
,	,	SP	O

## 14
## 조 의원과 이석수 특별감찰관은 서울대 법대(81학번)와 사법연수원(18기) 동기고 서로 하숙집에 드나들 정도로 가까웠다고 한다.
## <조:PER> 의원과 <이석수:PER> 특별감찰관은 <서울대 법대:ORG>(<81학번:NOH>)와 <사법연수원:ORG>(<18기:NOH>) 동기고 서로 하숙집에 드나들 정도로 가까웠다고 한다.
조	조	NNP	B-PER
_	_	_	O
의원	의원	NNG	O
과	과	JC	O
_	_	_	O
이석수	이석수	NNP	B-PER
_	_	_	O
특별	특별	NNG	O
감찰	감찰	NNG	O
관	관	XSN	O
은	은	JX	O
_	_	_	O
서울대	서울대	NNP	B-ORG
_	_	_	I-ORG
법대	법대	NNG	I-ORG
(	(	SS	O
81	81	SN	B-NOH
학번	학번	NNG	I-NOH
)	)	SS	O
와	와	JKB	O
_	_	_	O
사법연수원	사법연수원	NNG	B-ORG
(	(	SS	O
18	18	SN	B-NOH
기	기	NNG	I-NOH
)	)	SS	O
_	_	_	O
동기	동기+이	NNG+VCP	O
고	고	EC	O
_	_	_	O
서로	서로	MAG	O
_	_	_	O
하숙집	하숙집	NNG	O
에	에	JKB	O
_	_	_	O
드나들	드나들+ㄹ	VV+ETM	O
_	_	_	O
정도	정도	NNG	O
로	로	JKB	O
_	_	_	O
가까	가깝	VA	O
웠	었	EP	O
다고	다고	EC	O
_	_	_	O
한다	하+ㄴ다	VV+EF	O
.	.	SF	O

## 15
## 기본 자격을 갖춘 중등 3학년부터 고등 1학년 학생이라면 미국 공립학교에서 한 학기 또는 1년간 교육을 받을 수 있다.
## 기본 자격을 갖춘 중등 <3학년:NOH>부터 고등 <1학년:NOH> 학생이라면 <미국:ORG> 공립학교에서 <한 학기:NOH> 또는 <1년간:DUR> 교육을 받을 수 있다.
기본	기본	NNG	O
_	_	_	O
자격	자격	NNG	O
을	을	JKO	O
_	_	_	O
갖춘	갖추+ㄴ	VV+ETM	O
_	_	_	O
중등	중등	NNG	O
_	_	_	O
3	3	SN	B-NOH
학년	학년	NNG	I-NOH
부터	부터	JX	O
_	_	_	O
고등	고등	NNG	O
_	_	_	O
1	1	SN	B-NOH
학년	학년	NNG	I-NOH
_	_	_	O
학생	학생	NNG	O
이	이	VCP	O
라면	라면	EC	O
_	_	_	O
미국	미국	NNP	B-ORG
_	_	_	O
공립학교	공립학교	NNG	O
에서	에서	JKB	O
_	_	_	O
한	한	MM	B-NOH
_	_	_	I-NOH
학기	학기	NNG	I-NOH
_	_	_	O
또는	또는	MAG	O
_	_	_	O
1	1	SN	B-DUR
년	년	NNB	I-DUR
간	간	XSN	I-DUR
_	_	_	O
교육	교육	NNG	O
을	을	JKO	O
_	_	_	O
받	받	VV	O
을	을	ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 16
## (주)인터아치의 정희호 영업대표는 “문화적인 욕구가 증대되고 있는 상황에서 소장가치로서의 예술 작품이 아닌 대중성을 지닌 작품들로 대중과 문화를 쉽게 연결하고자 한다”며, “일상에서 문화생활을 즐길 수 있도록 지속적으로 다양한 작품들을 소개할 예정이다”라고 밝혔다.
## <(주)인터아치:ORG>의 <정희호:PER> 영업대표는 “문화적인 욕구가 증대되고 있는 상황에서 소장가치로서의 예술 작품이 아닌 대중성을 지닌 작품들로 대중과 문화를 쉽게 연결하고자 한다”며, “일상에서 문화생활을 즐길 수 있도록 지속적으로 다양한 작품들을 소개할 예정이다”라고 밝혔다.
(	(	SS	B-ORG
주	주	NNG	I-ORG
)	)	SS	I-ORG
인터	인터	NNG	I-ORG
아치	아치	NNG	I-ORG
의	의	JKG	O
_	_	_	O
정희호	정희호	NNP	B-PER
_	_	_	O
영업	영업	NNG	O
대표	대표	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
문화적	문화적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
욕구	욕구	NNG	O
가	가	JKS	O
_	_	_	O
증대되	증대되	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
상황	상황	NNG	O
에서	에서	JKB	O
_	_	_	O
소장	소장	NNG	O
가치	가치	NNG	O
로서	로서	JKB	O
의	의	JKG	O
_	_	_	O
예술	예술	NNG	O
_	_	_	O
작품	작품	NNG	O
이	이	JKC	O
_	_	_	O
아닌	아니+ㄴ	VCN+ETM	O
_	_	_	O
대중성	대중성	NNG	O
을	을	JKO	O
_	_	_	O
지닌	지니+ㄴ	VV+ETM	O
_	_	_	O
작품	작품	NNG	O
들	들	XSN	O
로	로	JKB	O
_	_	_	O
대중	대중	NNG	O
과	과	JC	O
_	_	_	O
문화	문화	NNG	O
를	를	JKO	O
_	_	_	O
쉽	쉽	VA	O
게	게	EC	O
_	_	_	O
연결하	연결하	VV	O
고자	고자	EC	O
_	_	_	O
한다	하+ㄴ다	VX+EF	O
”	”	SS	O
며	며	EC	O
,	,	SP	O
_	_	_	O
“	“	SS	O
일상	일상	NNG	O
에서	에서	JKB	O
_	_	_	O
문화생활	문화생활	NNG	O
을	을	JKO	O
_	_	_	O
즐길	즐기+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
도록	도록	EC	O
_	_	_	O
지속적	지속적	NNG	O
으로	으로	JKB	O
_	_	_	O
다양한	다양하+ㄴ	VA+ETM	O
_	_	_	O
작품	작품	NNG	O
들	들	XSN	O
을	을	JKO	O
_	_	_	O
소개할	소개하+ㄹ	VV+ETM	O
_	_	_	O
예정	예정	NNG	O
이	이	VCP	O
다	다	EF	O
”	”	SS	O
라고	라고	JKQ	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

