## 1
## 오비맥주 관계자는 “맛은 물론, 건강까지 챙기는 소비 트렌드가 보편화되며 일상에서 가볍게 즐길 수 있는 저칼로리 맥주 또한 꾸준히 인기를 얻고 있다”면서 “여름 바캉스 시즌도 다가오고 있어 자기관리에 민감한 젊은 소비자들을 중심으로 저칼로리 식품의 인기는 한동안 계속 이어질 것으로 전망한다”고 말했다.
## <오비맥주:ORG> 관계자는 “맛은 물론, 건강까지 챙기는 소비 트렌드가 보편화되며 일상에서 가볍게 즐길 수 있는 저칼로리 맥주 또한 꾸준히 인기를 얻고 있다”면서 “여름 바캉스 시즌도 다가오고 있어 자기관리에 민감한 젊은 소비자들을 중심으로 저칼로리 식품의 인기는 한동안 계속 이어질 것으로 전망한다”고 말했다.
오비	오비	NNP	B-ORG
## 전파로 목표물을 탐지한 뒤 <2m:NOH> 주변에서 폭발해 헬기를 격추시키는 기능인 ‘근접기능’과 관련한 <ADD:POH>의 성능 시험에도 의문이 제기됐다.
전파	전파	NNG	O
로	로	JKB	O
_	_	_	O
목표물	목표물	NNG	O
을	을	JKO	O
_	_	_	O
탐지한	탐지하+ㄴ	VV+ETM	O
_	_	_	O
뒤	뒤	NNG	O
_	_	_	O
2	2	SN	B-NOH
m	m	SL	I-NOH
_	_	_	O
주변	주변	NNG	O
에서	에서	JKB	O
_	_	_	O
폭발해	폭발하+여	VV+EC	O
_	_	_	O
헬기	헬기	NNG	O
를	를	JKO	O
_	_	_	O
격추	격추	NNG	O
시키	시키	XSV	O
는	는	ETM	O
_	_	_	O
기능	기능	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
‘	‘	SS	O
근접	근접	NNG	O
기능	기능	NNG	O
’	’	SS	O
과	과	JKB	O
_	_	_	O
관련한	관련하+ㄴ	VV+ETM	O
_	_	_	O
ADD	ADD	SL	B-POH
의	의	JKG	O
_	_	_	O
성능	성능	NNG	O
_	_	_	O
시험	시험	NNG	O
에	에	JKB	O
도	도	JX	O
_	_	_	O
의문	의문	NNG	O
이	이	JKS	O
_	_	_	O
제기	제기되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 현재 이 박사는 용태순 연세대 의대 교수(의용절지동물은행장) 실험실에서 ‘집먼지진드기’를 애지중지 기르고 있다.
## 현재 <이:PER> 박사는 <용태순:PER> <연세대 의대:ORG> 교수(의용절지동물은행장) 실험실에서 ‘집먼지진드기’를 애지중지 기르고 있다.
현재	현재	MAG	O
_	_	_	O
이	이	MM	B-PER
_	_	_	O
박사	박사	NNG	O
는	는	JX	O
_	_	_	O
용태순	용태순	NNP	B-PER
_	_	_	O
연세대	연세대	NNP	B-ORG
_	_	_	I-ORG
의대	의대	NNG	I-ORG
_	_	_	O
교수	교수	NNG	O
(	(	SS	O
의용	의용	NNG	O
절지동물	절지동물	NNG	O
은행장	은행장	NNG	O
)	)	SS	O
_	_	_	O
실험실	실험실	NNG	O
에서	에서	JKB	O
_	_	_	O
‘	‘	SS	O
집	집	NNG	O
먼지	먼지	NNG	O
진드기	진드기	NNG	O
’	’	SS	O
를	를	JKO	O
_	_	_	O
애지중지	애지중지	MAG	O
_	_	_	O
기르	기르	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 11
## 이 때문에 실제 보험료 인상폭은 5%에 미치지 못할 것으로 관측됐다.
## 이 때문에 실제 보험료 인상폭은 <5%:PNT>에 미치지 못할 것으로 관측됐다.
이	이	MM	O
_	_	_	O
때문	때문	NNB	O
에	에	JKB	O
_	_	_	O
실제	실제	NNG	O
_	_	_	O
보험료	보험료	NNG	O
_	_	_	O
인상	인상	NNG	O
폭	폭	NNG	O
은	은	JX	O
_	_	_	O
5	5	SN	B-PNT
%	%	SW	I-PNT
에	에	JKB	O
_	_	_	O
미치	미치	VV	O
지	지	EC	O
_	_	_	O
못할	못하+ㄹ	VX+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
관측	관측되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 12
## ‘오르고 나누고’라는 앱을 활용해 주요 연구소 건물의 계단을 오르내릴 때마다 한 층당 10원을 임직원들이 직접 기부하고 회사도 그 금액만큼을 기부해 이웃 사랑 나눔 활동에 활용한다.
## ‘오<르고 나누고:POH>’라는 앱을 활용해 주요 연구소 건물의 계단을 오르내릴 때마다 한 층당 <10원:MNY>을 임직원들이 직접 기부하고 회사도 그 금액만큼을 기부해 이웃 사랑 나눔 활동에 활용한다.
‘	‘	SS	O
오르	오르	VV	B-POH
고	고	EC	I-POH
_	_	_	I-POH
나누	나누	VV	I-POH
고	고	EF	I-POH
’	’+이	SS+VCP	O
라는	라는	ETM	O
_	_	_	O
앱	앱	NNG	O
을	을	JKO	O
_	_	_	O
활용해	활용하+여	VV+EC	O
_	_	_	O
주요	주요	NNG	O
_	_	_	O
연구소	연구소	NNG	O
_	_	_	O
건물	건물	NNG	O
의	의	JKG	O
_	_	_	O
계단	계단	NNG	O
을	을	JKO	O
_	_	_	O
오르내릴	오르내리+ㄹ	VV+ETM	O
_	_	_	O
때	때	NNG	O
마다	마다	JX	O
_	_	_	O
한	한	MM	O
_	_	_	O
층	층	NNG	O
당	당	XSN	O
_	_	_	O
10	10	SN	B-MNY
원	원	NNB	I-MNY
을	을	JKO	O
_	_	_	O
임직원	임직원	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
직접	직접	MAG	O
_	_	_	O
기부하	기부하	VV	O
고	고	EC	O
_	_	_	O
회사	회사	NNG	O
도	도	JX	O
_	_	_	O
그	그	MM	O
_	_	_	O
금액	금액	NNG	O
만큼	만큼	NNB	O
을	을	JKO	O
_	_	_	O
기부해	기부하+여	VV+EC	O
_	_	_	O
이웃	이웃	NNG	O
_	_	_	O
사랑	사랑	NNG	O
_	_	_	O
나눔	나누+ㅁ	VV+ETN	O
_	_	_	O
활동	활동	NNG	O
에	에	JKB	O
_	_	_	O
활용한다	활용하+ㄴ다	VV+EF	O
.	.	SF	O

## 13
## W스퀘어광교 CGV 상가
## <W스퀘어광교:ORG> <CGV:LOC> 상가
W	W	SL	B-ORG
스퀘어	스퀘어	NNG	I-ORG
광교	광교	NNP	I-ORG
_	_	_	O
CGV	CGV	SL	B-LOC
_	_	_	O
상가	상가	NNG	O

## 14
## 단지는 지하 1~지상 15층, 6개동, 전용면적 84~109㎡ 총 316가구 규모로 왕숙천과 접해있어 쾌적하고 이를 따라 약 10만여㎡의 수변공원이 조성된다.
## 단지는 <지하 1:NOH>~<지상 15층:NOH>, <6개:NOH>동, 전용면적 <84~109㎡:NOH> 총 <316가구:NOH> 규모로 왕숙천과 접해있어 쾌적하고 이를 따라 약 <10만여㎡:NOH>의 수변공원이 조성된다.
단지	단지	NNG	O
는	는	JX	O
_	_	_	O
지하	지하	NNG	B-NOH
_	_	_	I-NOH
1	1	SN	I-NOH
~	~	SO	O
지상	지상	NNG	B-NOH
_	_	_	I-NOH
15	15	SN	I-NOH
층	층	NNG	I-NOH
,	,	SP	O
_	_	_	O
6	6	SN	B-NOH
개	개	NNB	I-NOH
동	동	NNG	O
,	,	SP	O
_	_	_	O
전용면적	전용면적	NNG	O
_	_	_	O
84	84	SN	B-NOH
~	~	SO	I-NOH
109	109	SN	I-NOH
㎡	㎡	SW	I-NOH
_	_	_	O
총	총	MM	O
_	_	_	O
316	316	SN	B-NOH
가구	가구	NNG	I-NOH
_	_	_	O
규모	규모	NNG	O
로	로	JKB	O
_	_	_	O
왕숙천	왕숙천	NNP	O
과	과	JC	O
_	_	_	O
접해	접하+여	VV+EC	O
있	있	VX	O
어	어	EC	O
_	_	_	O
쾌적하	쾌적하	VA	O
고	고	EC	O
_	_	_	O
이	이	NP	O
를	를	JKO	O
_	_	_	O
따	따르	VV	O
라	아	EC	O
_	_	_	O
약	약	MM	O
_	_	_	O
10	10	SN	B-NOH
만	만	NR	I-NOH
여	여	XSN	I-NOH
㎡	㎡	SW	I-NOH
의	의	JKG	O
_	_	_	O
수변	수변	NNG	O
공원	공원	NNG	O
이	이	JKS	O
_	_	_	O
조성된다	조성되+ㄴ다	VV+EF	O
.	.	SF	O

