## 1
## ▷홍준표 경남도지사는 작년 3월 부인을 동반한 미국 출장이 논란이 되자 “정치를 시작한 뒤 해외출장 때 대부분 사비를 들여 집사람과 같이 간다”고 말했다.
## ▷<홍준표:PER> 경남도지사는 작년 <3월:DAT> 부인을 동반한 <미국:ORG> 출장이 논란이 되자 “정치를 시작한 뒤 해외출장 때 대부분 사비를 들여 집사람과 같이 간다”고 말했다.
▷	▷	SW	O
.	.	SF	O

## 4
## 그러나 실제 소유주가 누구인지를 놓고 배 씨와 골동품 판매업자 A씨(2012년 사망) 사이에서 소송이 벌어지기도 했다.
## 그러나 실제 소유주가 누구인지를 놓고 <배:PER> 씨와 골동품 판매업자 <A:PER>씨(<2012년:DAT> 사망) 사이에서 소송이 벌어지기도 했다.
그러나	그러나	MAJ	O
_	_	_	O
실제	실제	NNG	O
_	_	_	O
소유주	소유주	NNG	O
가	가	JKS	O
_	_	_	O
누구	누구	NP	O
인지	이+ㄴ지	VCP+EC	O
를	를	JKO	O
_	_	_	O
놓	놓	VV	O
고	고	EC	O
_	_	_	O
배	배	NNG	B-PER
_	_	_	O
씨	씨	NNB	O
와	와	JC	O
_	_	_	O
골동품	골동품	NNG	O
_	_	_	O
판매업자	판매업자	NNG	O
_	_	_	O
A	A	SL	B-PER
씨	씨	NNB	O
(	(	SS	O
2012	2012	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
사망	사망	NNG	O
)	)	SS	O
_	_	_	O
사이	사이	NNG	O
에서	에서	JKB	O
_	_	_	O
소송	소송	NNG	O
이	이	JKS	O
_	_	_	O
벌어지	벌어지	VV	O
기	기	ETN	O
도	도	JX	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 5
## 1977년 설립된 국내 최초의 컨테이너 전용 선사가 역사 속으로 사라졌다.
## <1977년:DAT> 설립된 국내 최초의 컨테이너 전용 선사가 역사 속으로 사라졌다.
1977	1977	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
설립된	설립되+ㄴ	VV+ETM	O
_	_	_	O
국내	국내	NNG	O
_	_	_	O
최초	최초	NNG	O
의	의	JKG	O
_	_	_	O
컨테이너	컨테이너	NNG	O
_	_	_	O
전용	전용	NNG	O
_	_	_	O
선사	선사	NNG	O
가	가	JKS	O
_	_	_	O
역사	역사	NNG	O
_	_	_	O
속	속	NNG	O
으로	으로	JKB	O
_	_	_	O
사라	사라지	VV	O
졌	었	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 2월 지구단위계획 신청을 시작으로 5월 지구단위 본심의 통과 및 서울시 건축심의, 12월 조합 설립을 진행할 예정이다.
## <2월:DAT> 지구단위계획 신청을 시작으로 <5월:DAT> 지구단위 본심의 통과 및 <서울시:LOC> 건축심의, <12월:DAT> 조합 설립을 진행할 예정이다.
2	2	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
지구	지구	NNG	O
단위	단위	NNG	O
계획	계획	NNG	O
_	_	_	O
신청	신청	NNG	O
을	을	JKO	O
_	_	_	O
시작	시작	NNG	O
으로	으로	JKB	O
_	_	_	O
5	5	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
지구	지구	NNG	O
단위	단위	NNG	O
_	_	_	O
본	본	NNG	O
심의	심의	NNG	O
_	_	_	O
통과	통과	NNG	O
_	_	_	O
및	및	MAG	O
_	_	_	O
서울	서울	NNP	B-LOC
시	시	NNG	I-LOC
_	_	_	O
건축	건축	NNG	O
심의	심의	NNG	O
,	,	SP	O
_	_	_	O
12	12	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
조합	조합	NNG	O
_	_	_	O
설립	설립	NNG	O
을	을	JKO	O
_	_	_	O
진행할	진행하+ㄹ	VV+ETM	O
_	_	_	O
예정	예정	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 7
## 랭킹 2위 시즌 마감 “평창선 자신”
## 랭킹 <2위:NOH> 시즌 마감 “<평창:LOC>선 자신”
랭킹	랭킹	NNG	O
_	_	_	O
2	2	SN	B-NOH
위	위	NNB	I-NOH
_	_	_	O
시즌	시즌	NNG	O
_	_	_	O
마감	마감	NNG	O
_	_	_	O
“	“	SS	O
평창	평창	NNP	B-LOC
선	선	XSN	O
_	_	_	O
자신	자신	NNG	O
”	”	SS	O

## 8
## 전체 순위 12위까지 오르면서 주위 지인들로부터 축하 전화를 많이 받았다.
## 전체 순위 <12위:NOH>까지 오르면서 주위 지인들로부터 축하 전화를 많이 받았다.
전체	전체	NNG	O
_	_	_	O
순위	순위	NNG	O
_	_	_	O
12	12	SN	B-NOH
위	위	NNB	I-NOH
까지	까지	JX	O
_	_	_	O
오르	오르	VV	O
면서	면서	EC	O
_	_	_	O
주위	주위	NNG	O
_	_	_	O
지인	지인	NNG	O
들	들	XSN	O
로부터	로부터	JKB	O
_	_	_	O
축하	축하	NNG	O
_	_	_	O
전화	전화	NNG	O
를	를	JKO	O
_	_	_	O
많이	많이	MAG	O
_	_	_	O
받	받	VV	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 신 씨는 지난해 3월 집에서 우는 아기를 달래다가 울음을 그치지 않자 화를 참지 못하고 배를 주먹으로 4회 때려 숨지게 한 혐의로 기소됐다.
## <신:PER> 씨는 지난해 <3월:DAT> 집에서 우는 아기를 달래다가 울음을 그치지 않자 화를 참지 못하고 배를 주먹으로 <4회:NOH> 때려 숨지게 한 혐의로 기소됐다.
신	신	NNP	B-PER
_	_	_	O
씨	씨	NNB	O
는	는	JX	O
_	_	_	O
지난해	지난해	NNG	O
_	_	_	O
3	3	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
집	집	NNG	O
에서	에서	JKB	O
_	_	_	O
우	울	VV	O
는	는	ETM	O
_	_	_	O
아기	아기	NNG	O
를	를	JKO	O
_	_	_	O
달래	달래	VV	O
다가	다가	EC	O
_	_	_	O
울음	울음	NNG	O
을	을	JKO	O
_	_	_	O
그치	그치	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
자	자	EC	O
_	_	_	O
화	화	NNG	O
를	를	JKO	O
_	_	_	O
참	참	VV	O
지	지	EC	O
_	_	_	O
못하	못하	VX	O
고	고	EC	O
_	_	_	O
배	배	NNG	O
를	를	JKO	O
_	_	_	O
주먹	주먹	NNG	O
으로	으로	JKB	O
_	_	_	O
4	4	SN	B-NOH
회	회	NNB	I-NOH
_	_	_	O
때려	때리+어	VV+EC	O
_	_	_	O
숨지	숨지	VV	O
게	게	EC	O
_	_	_	O
한	하+ㄴ	VX+ETM	O
_	_	_	O
혐의	혐의	NNG	O
로	로	JKB	O
_	_	_	O
기소	기소되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 김무성 “연대 고리 역할 하겠다”
## <김무성:PER> “연대 고리 역할 하겠다”
김무성	김무성	NNP	B-PER
_	_	_	O
“	“	SS	O
연대	연대	NNG	O
_	_	_	O
고리	고리	NNG	O
_	_	_	O
역할	역할	NNG	O
_	_	_	O
하	하	VV	O
겠	겠	EP	O
다	다	EF	O
”	”	SS	O

## 11
## 유 감독이 질문하자 대답한 추 감독은 “서로에게 질문하지 않기로 해놓고선 저런다”라고 핀잔을 줬다.
## <유:PER> 감독이 질문하자 대답한 추 감독은 “서로에게 질문하지 않기로 해놓고선 저런다”라고 핀잔을 줬다.
유	유	NNP	B-PER
_	_	_	O
감독	감독	NNG	O
이	이	JKS	O
_	_	_	O
질문하	질문하	VV	O
자	자	EC	O
_	_	_	O
대답한	대답하+ㄴ	VV+ETM	O
_	_	_	O
추	추	NNG	O
_	_	_	O
감독	감독	NNG	O
은	은	JX	O
_	_	_	O
“	“	SS	O
서로	서로	NNG	O
에게	에게	JKB	O
_	_	_	O
질문하	질문하	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
기	기	ETN	O
로	로	JKB	O
_	_	_	O
해	하+여	VV+EC	O
놓	놓	VX	O
고선	고서+ㄴ	EC+JX	O
_	_	_	O
저런다	저러+ㄴ다	VV+EF	O
”	”	SS	O
라고	라고	JKQ	O
_	_	_	O
핀잔	핀잔	NNG	O
을	을	JKO	O
_	_	_	O
줬	+었	+EP	O
다	다	EF	O
.	.	SF	O

## 12
## 2005년 이후 기록들을 살펴보니 2005년 이후로 좁혀 보면 전문 투수가 안타를 기록한 것은 4차례였다.
## <2005년:DAT> 이후 기록들을 살펴보니 <2005년:DAT> 이후로 좁혀 보면 전문 투수가 안타를 기록한 것은 <4차례:NOH>였다.
2005	2005	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
이후	이후	NNG	O
_	_	_	O
기록	기록	NNG	O
들	들	XSN	O
을	을	JKO	O
_	_	_	O
살펴보	살펴보	VV	O
니	니	EC	O
_	_	_	O
2005	2005	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
이후	이후	NNG	O
로	로	JKB	O
_	_	_	O
좁혀	좁히+어	VV+EC	O
_	_	_	O
보	보	VV	O
면	면	EC	O
_	_	_	O
전문	전문	NNG	O
_	_	_	O
투수	투수	NNG	O
가	가	JKS	O
_	_	_	O
안타	안타	NNG	O
를	를	JKO	O
_	_	_	O
기록한	기록하+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
은	은	JX	O
_	_	_	O
4	4	SN	B-NOH
차례	차례+이	NNG+VCP	I-NOH
였	었	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 미국을 필두로 세계 각국이 금리를 올리면 한국의 금리 인상도 시간문제일 뿐이다.
## <미국:ORG>을 필두로 세계 각국이 금리를 올리면 <한국:ORG>의 금리 인상도 시간문제일 뿐이다.
미국	미국	NNP	B-ORG
을	을	JKO	O
_	_	_	O
필두	필두	NNG	O
로	로	JKB	O
_	_	_	O
세계	세계	NNG	O
_	_	_	O
각국	각국	NNG	O
이	이	JKS	O
_	_	_	O
금리	금리	NNG	O
를	를	JKO	O
_	_	_	O
올리	올리	VV	O
면	면	EC	O
_	_	_	O
한국	한국	NNP	B-ORG
의	의	JKG	O
_	_	_	O
금리	금리	NNG	O
_	_	_	O
인상	인상	NNG	O
도	도	JX	O
_	_	_	O
시간문제	시간문제	NNG	O
일	이+ㄹ	VCP+ETM	O
_	_	_	O
뿐	뿐	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 14
## 이태일은 ‘매일 밤’과 ‘어떤 날’의 싱글 재킷에도 동일하게 등장한다.
## <이태일:PER>은 ‘<매일 밤:POH>’과 ‘<어떤 날:POH>’의 싱글 재킷에도 동일하게 등장한다.
이태일	이태일	NNP	B-PER
은	은	JX	O
_	_	_	O
‘	‘	SS	O
매일	매일	MAG	B-POH
_	_	_	I-POH
밤	밤	NNG	I-POH
’	’	SS	O
과	과	JC	O
_	_	_	O
‘	‘	SS	O
어떤	어떤	MM	B-POH
_	_	_	I-POH
날	날	NNG	I-POH
’	’	SS	O
의	의	JKG	O
_	_	_	O
싱글	싱글	NNG	O
_	_	_	O
재킷	재킷	NNG	O
에	에	JKB	O
도	도	JX	O
_	_	_	O
동일하	동일하	VA	O
게	게	EC	O
_	_	_	O
등장한다	등장하+ㄴ다	VV+EF	O
.	.	SF	O

## 15
## 애프터나잇 프로젝트 소속사 팝뮤직은 “애프터나잇 프로젝트의 음악적 정서를 가장 잘 표현할 수 있는 영상과 각 곡의 뮤직비디오를 연속성 있는 하나의 이야기로 담아냄으로써 대중들에게 지속적인 궁금증을 불러일으킬 수 있는 형식의 기획”이라고 설명했다.
## <애프터나잇 프로젝트:ORG> 소속사 <팝뮤직:ORG>은 “<애프터나잇 프로젝트:ORG>의 음악적 정서를 가장 잘 표현할 수 있는 영상과 각 곡의 뮤직비디오를 연속성 있는 <하나:NOH>의 이야기로 담아냄으로써 대중들에게 지속적인 궁금증을 불러일으킬 수 있는 형식의 기획”이라고 설명했다.
애프터	애프터	NNG	B-ORG
나잇	나잇	NNG	I-ORG
_	_	_	I-ORG
프로젝트	프로젝트	NNG	I-ORG
_	_	_	O
소속	소속	NNG	O
사	사	XSN	O
_	_	_	O
팝	팝	NNG	B-ORG
뮤직	뮤직	NNG	I-ORG
은	은	JX	O
_	_	_	O
“	“	SS	O
애프터	애프터	NNG	B-ORG
나잇	나잇	NNG	I-ORG
_	_	_	I-ORG
프로젝트	프로젝트	NNG	I-ORG
의	의	JKG	O
_	_	_	O
음악	음악	NNG	O
적	적	XSN	O
_	_	_	O
정서	정서	NNG	O
를	를	JKO	O
_	_	_	O
가장	가장	MAG	O
_	_	_	O
잘	잘	MAG	O
_	_	_	O
표현할	표현하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
영상	영상	NNG	O
과	과	JC	O
_	_	_	O
각	각	MM	O
_	_	_	O
곡	곡	NNG	O
의	의	JKG	O
_	_	_	O
뮤직	뮤직	NNG	O
비디오	비디오	NNG	O
를	를	JKO	O
_	_	_	O
연속성	연속성	NNG	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
하나	하나	NNG	B-NOH
의	의	JKG	O
_	_	_	O
이야기	이야기	NNG	O
로	로	JKB	O
_	_	_	O
담	담	VV	O
아	아	EC	O
냄	내+ㅁ	VX+ETN	O
으로써	으로써	JKB	O
_	_	_	O
대중	대중	NNG	O
들	들	XSN	O
에게	에게	JKB	O
_	_	_	O
지속적	지속적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
궁금증	궁금증	NNG	O
을	을	JKO	O
_	_	_	O
불러일으킬	불러일으키+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
형식	형식	NNG	O
의	의	JKG	O
_	_	_	O
기획	기획	NNG	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
설명	설명하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 16
## 또 이번 ‘어떤 날’에 대해서는 “연인과 헤어진 후에 느끼는 슬픔, 늦은 저녁 홀로 퇴근길에서 느끼는 쓸쓸한 감성, 계절의 변화와 함께 찾아오는 공허함 같은 누구나 경험할 수 있는 ‘보통의 외로움’을 담은 곡”이라고 설명하고 “이 노래를 통해 많은 분들에게 공감과 위로가 전달되길 바란다”고 밝혔다.
## 또 이번 ‘<어떤 날:POH>’에 대해서는 “연인과 헤어진 후에 느끼는 슬픔, 늦은 저녁 홀로 퇴근길에서 느끼는 쓸쓸한 감성, 계절의 변화와 함께 찾아오는 공허함 같은 누구나 경험할 수 있는 ‘보통의 외로움’을 담은 곡”이라고 설명하고 “이 노래를 통해 많은 분들에게 공감과 위로가 전달되길 바란다”고 밝혔다.
또	또	MAG	O
_	_	_	O
이번	이번	NNG	O
_	_	_	O
‘	‘	SS	O
어떤	어떤	MM	B-POH
_	_	_	I-POH
날	날	NNG	I-POH
’	’	SS	O
에	에	JKB	O
_	_	_	O
대해서	대하+여서	VV+EC	O
는	는	JX	O
_	_	_	O
“	“	SS	O
연인	연인	NNG	O
과	과	JKB	O
_	_	_	O
헤어진	헤어지+ㄴ	VV+ETM	O
_	_	_	O
후	후	NNG	O
에	에	JKB	O
_	_	_	O
느끼	느끼	VV	O
는	는	ETM	O
_	_	_	O
슬픔	슬픔	NNG	O
,	,	SP	O
_	_	_	O
늦	늦	VA	O
은	은	ETM	O
_	_	_	O
저녁	저녁	NNG	O
_	_	_	O
홀로	홀로	MAG	O
_	_	_	O
퇴근길	퇴근길	NNG	O
에서	에서	JKB	O
_	_	_	O
느끼	느끼	VV	O
는	는	ETM	O
_	_	_	O
쓸쓸한	쓸쓸하+ㄴ	VA+ETM	O
_	_	_	O
감성	감성	NNG	O
,	,	SP	O
_	_	_	O
계절	계절	NNG	O
의	의	JKG	O
_	_	_	O
변화	변화	NNG	O
와	와	JKB	O
_	_	_	O
함께	함께	MAG	O
_	_	_	O
찾아오	찾아오	VV	O
는	는	ETM	O
_	_	_	O
공허함	공허하+ㅁ	VA+ETN	O
_	_	_	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
누구	누구	NP	O
나	나	JX	O
_	_	_	O
경험할	경험하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
‘	‘	SS	O
보통	보통	NNG	O
의	의	JKG	O
_	_	_	O
외로움	외로움	NNG	O
’	’	SS	O
을	을	JKO	O
_	_	_	O
담	담	VV	O
은	은	ETM	O
_	_	_	O
곡	곡	NNG	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
설명하	설명하	VV	O
고	고	EC	O
_	_	_	O
“	“	SS	O
이	이	MM	O
_	_	_	O
노래	노래	NNG	O
를	를	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
많	많	VA	O
은	은	ETM	O
_	_	_	O
분	분	NNB	O
들	들	XSN	O
에게	에게	JKB	O
_	_	_	O
공감	공감	NNG	O
과	과	JC	O
_	_	_	O
위로	위로	NNG	O
가	가	JKC	O
_	_	_	O
전달	전달	NNG	O
되	되	XSV	O
길	기+ㄹ	ETN+JKO	O
_	_	_	O
바란다	바라+ㄴ다	VV+EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

