## 1
## 사파리콤이라는 통신사가 2007년 개발한 송금 시스템 ‘엠페사(M-Pesa)’ 덕분이다.
## <사파리콤:ORG>이라는 통신사가 <2007년:DAT> 개발한 송금 시스템 ‘<엠페사:POH>(<M-Pesa:POH>)’ 덕분이다.
사파리	사파리	NNG	B-ORG
기분	기분	NNG	O
이	이	VCP	O
에요	에요	EF	O
.	.	SF	O
_	_	_	O
아직	아직	MAG	O
_	_	_	O
갱년기	갱년기	NNG	O
를	를	JKO	O
_	_	_	O
고민할	고민하+ㄹ	VV+ETM	O
_	_	_	O
나이	나이	NNG	O
는	는	JX	O
_	_	_	O
아니	아니	VCN	O
지만	지만	EC	O
_	_	_	O
미리	미리	MAG	O
_	_	_	O
알	알	VV	O
고	고	EC	O
_	_	_	O
대비	대비	NNG	O
를	를	JKO	O
_	_	_	O
하	하	VV	O
면	면	EC	O
_	_	_	O
좋	좋	VA	O
을	을	ETM	O
_	_	_	O
것	것	NNB	O
_	_	_	O
같	같	VA	O
아	아	EC	O
_	_	_	O
참가	참가	NNG	O
_	_	_	O
신청	신청	NNG	O
을	을	JKO	O
_	_	_	O
했	+였	+EP	O
는데	는데	EC	O
,	,	SP	O
_	_	_	O
정말	정말	MAG	O
_	_	_	O
잘	잘하	VV	O
했	였	EP	O
다는	다는	ETM	O
_	_	_	O
생각	생각	NNG	O
이	이	JKS	O
_	_	_	O
들	들	VV	O
어요	어요	EF	O
.	.	SF	O
”	”	SS	O
(	(	SS	O
송미화	송미화	NNP	B-PER
)	)	SS	O
이날	이날	NNG	O
_	_	_	O
행사	행사	NNG	O
에	에	JKB	O
_	_	_	O
참가한	참가하+ㄴ	VV+ETM	O
_	_	_	O
송미화	송미화	NNP	B-PER
(	(	SS	O
43	43	SN	B-NOH
)	)	SS	O
_	_	_	O
씨	씨	NNB	O
와	와	JC	O
_	_	_	O
이현진	이현진	NNP	B-PER
(	(	SS	O
47	47	SN	B-NOH
)	)	SS	O
_	_	_	O
씨	씨	NNB	O
는	는	JX	O
_	_	_	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
독서	독서	NNG	O
_	_	_	O
동아리	동아리	NNG	O
_	_	_	O
회원	회원	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 3
## 박유천이 날 화장실로 불러 강제로 관계를 가지려 했다”며, 끝까지 이를 거부해 몇 분 뒤 화장실에서 빠져나올 수 있었다고 주장했다.
## <박유천:PER>이 날 화장실로 불러 강제로 관계를 가지려 했다”며, 끝까지 이를 거부해 몇 분 뒤 화장실에서 빠져나올 수 있었다고 주장했다.
박유천	박유천	NNP	B-PER
이	이	JKS	O
_	_	_	O
날	날	NNG	O
_	_	_	O
화장실	화장실	NNG	O
로	로	JKB	O
_	_	_	O
불	부르	VV	O
러	어	EC	O
_	_	_	O
강제	강제	NNG	O
로	로	JKB	O
_	_	_	O
관계	관계	NNG	O
를	를	JKO	O
_	_	_	O
가지	가지	VV	O
려	려	EC	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
,	,	SP	O
_	_	_	O
끝	끝	NNG	O
까지	까지	JX	O
_	_	_	O
이	이	NP	O
를	를	JKO	O
_	_	_	O
거부해	거부하+여	VV+EC	O
_	_	_	O
몇	몇	MM	O
_	_	_	O
분	분	NNB	O
_	_	_	O
뒤	뒤	NNG	O
_	_	_	O
화장실	화장실	NNG	O
에서	에서	JKB	O
_	_	_	O
빠져나올	빠져나오+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
었	었	EP	O
다고	다고	EC	O
_	_	_	O
주장	주장하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 4
## E 씨는 당시 신고를 하지 않은 이유에 대해 “신고를 한다고 해결될까? 다들 나를 욕할 거다.
## <E:PER> 씨는 당시 신고를 하지 않은 이유에 대해 “신고를 한다고 해결될까? 다들 나를 욕할 거다.
E	E	SL	B-PER
_	_	_	O
씨	씨	NNB	O
는	는	JX	O
_	_	_	O
당시	당시	NNG	O
_	_	_	O
신고	신고	NNG	O
를	를	JKO	O
_	_	_	O
하	하	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
은	은	ETM	O
_	_	_	O
이유	이유	NNG	O
에	에	JKB	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
“	“	SS	O
신고	신고	NNG	O
를	를	JKO	O
_	_	_	O
한다고	하+ㄴ다고	VV+EC	O
_	_	_	O
해결될까	해결되+ㄹ까	VV+EF	O
?	?	SF	O
_	_	_	O
다	다	NNG	O
들	들	JX	O
_	_	_	O
나	나	NP	O
를	를	JKO	O
_	_	_	O
욕할	욕하+ㄹ	VV+ETM	O
_	_	_	O
거	거+이	NNB+VCP	O
다	다	EF	O
.	.	SF	O

## 5
## 논란의 윤성환 6이닝 4실점 첫 승롯데 3홈런, SK전 5회 강우콜드승 두산 새 외국인선수 2명이 강력한 우승 후보로 꼽히는 공룡군단을 잡고 팀을 단독 1위로 견인했다.
## 논란의 <윤성환:PER> <6이닝:NOH> <4실점:NOH> 첫 승<롯데:ORG> <3홈런:NOH>, <SK전:POH> <5회:NOH> 강우콜드승 <두산:ORG> 새 외국인선수 <2명:NOH>이 강력한 우승 후보로 꼽히는 공룡군단을 잡고 팀을 단독 <1위:NOH>로 견인했다.
논란	논란	NNG	O
의	의	JKG	O
_	_	_	O
윤성환	윤성환	NNP	B-PER
_	_	_	O
6	6	SN	B-NOH
이닝	이닝	NNG	I-NOH
_	_	_	O
4	4	SN	B-NOH
실점	실점	NNG	I-NOH
_	_	_	O
첫	첫	MM	O
_	_	_	O
승	승	NNG	O
롯데	롯데	NNP	B-ORG
_	_	_	O
3	3	SN	B-NOH
홈런	홈런	NNG	I-NOH
,	,	SP	O
_	_	_	O
SK	SK	SL	B-POH
전	전	XSN	I-POH
_	_	_	O
5	5	SN	B-NOH
회	회	NNB	I-NOH
_	_	_	O
강우	강우	NNG	O
콜드	콜드	NNG	O
승	승	NNG	O
_	_	_	O
두산	두산	NNP	B-ORG
_	_	_	O
새	새	MM	O
_	_	_	O
외국인	외국인	NNG	O
선수	선수	NNG	O
_	_	_	O
2	2	SN	B-NOH
명	명	NNB	I-NOH
이	이	JKS	O
_	_	_	O
강력한	강력하+ㄴ	VA+ETM	O
_	_	_	O
우승	우승	NNG	O
_	_	_	O
후보	후보	NNG	O
로	로	JKB	O
_	_	_	O
꼽히	꼽히	VV	O
는	는	ETM	O
_	_	_	O
공룡	공룡	NNG	O
군단	군단	NNG	O
을	을	JKO	O
_	_	_	O
잡	잡	VV	O
고	고	EC	O
_	_	_	O
팀	팀	NNG	O
을	을	JKO	O
_	_	_	O
단독	단독	NNG	O
_	_	_	O
1	1	SN	B-NOH
위	위	NNB	I-NOH
로	로	JKB	O
_	_	_	O
견인	견인하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 걸스데이 멤버들이나 다른 아이돌 친구들과도 만나면 자연스럽게 선거 얘기를 하게 된다.
## <걸스데이:ORG> 멤버들이나 다른 아이돌 친구들과도 만나면 자연스럽게 선거 얘기를 하게 된다.
걸스데이	걸스데이	NNP	B-ORG
_	_	_	O
멤버	멤버	NNG	O
들	들	XSN	O
이나	이나	JC	O
_	_	_	O
다른	다른	MM	O
_	_	_	O
아이	아이	NNG	O
돌	돌	NNG	O
_	_	_	O
친구	친구	NNG	O
들	들	XSN	O
과	과	JKB	O
도	도	JX	O
_	_	_	O
만나	만나	VV	O
면	면	EC	O
_	_	_	O
자연스럽	자연스럽	VA	O
게	게	EC	O
_	_	_	O
선거	선거	NNG	O
_	_	_	O
얘기	얘기	NNG	O
를	를	JKO	O
_	_	_	O
하	하	VV	O
게	게	EC	O
_	_	_	O
된다	되+ㄴ다	VV+EF	O
.	.	SF	O

## 7
## 그런데 올해 겨울은 강한 엘니뇨 현상으로 포근한 날씨가 이어지고 있다.
## 그런데 올해 겨울은 강한 <엘니뇨:POH> 현상으로 포근한 날씨가 이어지고 있다.
그런데	그런데	MAJ	O
_	_	_	O
올해	올해	NNG	O
_	_	_	O
겨울	겨울	NNG	O
은	은	JX	O
_	_	_	O
강한	강하+ㄴ	VA+ETM	O
_	_	_	O
엘니뇨	엘니뇨	NNG	B-POH
_	_	_	O
현상	현상	NNG	O
으로	으로	JKB	O
_	_	_	O
포근한	포근하+ㄴ	VA+ETM	O
_	_	_	O
날씨	날씨	NNG	O
가	가	JKS	O
_	_	_	O
이어지	이어지	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 8
## MC 전현무가 “오상진 아버지와 같은 회사가 맞느냐”고 묻자, 한채아는 “같은 회사가 맞다”고 아버지들끼리 친분이 있다고 전했다.
## MC <전현무:PER>가 “<오상진:PER> 아버지와 같은 회사가 맞느냐”고 묻자, <한채아:PER>는 “같은 회사가 맞다”고 아버지들끼리 친분이 있다고 전했다.
MC	MC	SL	O
_	_	_	O
전	전	MM	B-PER
현무	현무	NNG	I-PER
가	가	JKS	O
_	_	_	O
“	“	SS	O
오상진	오상진	NNP	B-PER
_	_	_	O
아버지	아버지	NNG	O
와	와	JKB	O
_	_	_	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
회사	회사	NNG	O
가	가	JKS	O
_	_	_	O
맞	맞	VV	O
느냐	느냐	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
묻	묻	VV	O
자	자	EC	O
,	,	SP	O
_	_	_	O
한	한	MM	B-PER
채	채	NNB	I-PER
아	알	VV	I-PER
는	는	ETM	O
_	_	_	O
“	“	SS	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
회사	회사	NNG	O
가	가	JKS	O
_	_	_	O
맞	맞	VV	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
아버지	아버지	NNG	O
들	들	XSN	O
끼리	끼리	XSN	O
_	_	_	O
친분	친분	NNG	O
이	이	JKS	O
_	_	_	O
있	있	VA	O
다고	다고	EC	O
_	_	_	O
전	전하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 이 여객기는 이날 저녁 제주에서 김포로 돌아올 예정이었기 때문에 제주발 김포행 여객기 한 편도 결항된다.
## 이 여객기는 이날 저녁 <제주:LOC>에서 <김포:LOC>로 돌아올 예정이었기 때문에 <제주:LOC>발 <김포:LOC>행 여객기 한 편도 결항된다.
이	이	MM	O
_	_	_	O
여객기	여객기	NNG	O
는	는	JX	O
_	_	_	O
이날	이날	NNG	O
_	_	_	O
저녁	저녁	NNG	O
_	_	_	O
제주	제주	NNP	B-LOC
에서	에서	JKB	O
_	_	_	O
김포	김포	NNP	B-LOC
로	로	JKB	O
_	_	_	O
돌아올	돌아오+ㄹ	VV+ETM	O
_	_	_	O
예정	예정	NNG	O
이	이	VCP	O
었	었	EP	O
기	기	ETN	O
_	_	_	O
때문	때문	NNB	O
에	에	JKB	O
_	_	_	O
제주	제주	NNP	B-LOC
발	발	XSN	O
_	_	_	O
김포	김포	NNP	B-LOC
행	행	XSN	O
_	_	_	O
여객기	여객기	NNG	O
_	_	_	O
한	한	MM	O
_	_	_	O
편	편	NNB	O
도	도	JX	O
_	_	_	O
결항	결항	NNG	O
된다	되+ㄴ다	XSV+EF	O
.	.	SF	O

## 10
## 올 시즌 41경기에서 13승28패로 최하위다.
## 올 시즌 <41경기:NOH>에서 <13승28패:NOH>로 최하위다.
올	올	NNG	O
_	_	_	O
시즌	시즌	NNG	O
_	_	_	O
41	41	SN	B-NOH
경기	경기	NNG	I-NOH
에서	에서	JKB	O
_	_	_	O
13	13	SN	B-NOH
승	승	NNB	I-NOH
28	28	SN	I-NOH
패	패	NNB	I-NOH
로	로	JKB	O
_	_	_	O
최	최	XPN	O
하위	하위	NNG	O
다	다	NNG	O
.	.	SF	O

## 11
## [부고]신영은 모친상
## [부고]<신영은:PER> 모친상
[	[	SS	O
부고	부고	NNG	O
]	]	SS	O
신영은	신영은	NNP	B-PER
_	_	_	O
모친상	모친상	NNG	O

