## 1
## 소속사 CJ E&M 측은 “로이킴이 이번 앨범을 통해 한층 성숙해진 음악을 선보일 것”이라며 “일상의 감성을 콘셉트로 잡았다”고 소개했다.
## 소속사 <CJ E&M:ORG> 측은 “<로이킴:PER>이 이번 앨범을 통해 한층 성숙해진 음악을 선보일 것”이라며 “일상의 감성을 콘셉트로 잡았다”고 소개했다.
소속	소속	NNG	O
은퇴	은퇴	NNG	O
)	)	SS	O
이	이	JKS	O
_	_	_	O
올린	올리+ㄴ	VV+ETM	O
_	_	_	O
시즌	시즌	NNG	O
_	_	_	O
5	5	SN	B-NOH
골	골	NNG	I-NOH
을	을	JKO	O
_	_	_	O
일찌감치	일찌감치	MAG	O
_	_	_	O
넘어서	넘어서	VV	O
며	며	EC	O
_	_	_	O
역대	역대	NNG	O
_	_	_	O
EPL	EPL	SL	B-ORG
_	_	_	O
진출	진출	NNG	O
_	_	_	O
한국	한국	NNP	O
선수	선수	NNG	O
_	_	_	O
최다	최다	NNG	O
골	골	NNG	O
_	_	_	O
신기록	신기록	NNG	O
을	을	JKO	O
_	_	_	O
보유	보유	NNG	O
_	_	_	O
중	중	NNB	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
그	그	NP	O
는	는	JX	O
_	_	_	O
2012	2012	SN	B-DUR
∼	∼	SO	I-DUR
2013	2013	SN	I-DUR
시즌	시즌	NNG	O
_	_	_	O
맨체스터	맨체스터	NNP	B-ORG
_	_	_	I-ORG
유나이티드	유나이티드	NNP	I-ORG
에서	에서	JKB	O
_	_	_	O
뛴	뛰+ㄴ	VV+ETM	O
_	_	_	O
일본	일본	NNP	O
국가	국가	NNG	O
대표	대표	NNG	O
_	_	_	O
가가와	가가와	NNP	B-PER
_	_	_	I-PER
신	신	VV	I-PER
지	지	EF	I-PER
(	(	SS	O
도르트문트	도르트문트	NNP	B-ORG
)	)	SS	O
의	의	JKG	O
_	_	_	O
역대	역대	NNG	O
_	_	_	O
아시아	아시아	NNP	O
선수	선수	NNG	O
_	_	_	O
EPL	EPL	SL	B-ORG
_	_	_	O
최다	최다	NNG	O
골	골	NNG	O
(	(	SS	O
6	6	SN	B-NOH
골	골	NNG	I-NOH
)	)	SS	O
_	_	_	O
기록	기록	NNG	O
도	도	JX	O
_	_	_	O
깨트	깨트리	VV	O
렸	었	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 장중에는 174만7000원까지 치솟기도 했다.
## 장중에는 <174만7000원:MNY>까지 치솟기도 했다.
장중	장중	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
174	174	SN	B-MNY
만	만	NR	I-MNY
7000	7000	SN	I-MNY
원	원	NNB	I-MNY
까지	까지	JX	O
_	_	_	O
치솟	치솟	VV	O
기	기	ETN	O
도	도	JX	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 10
## 정우성·황정민·주지훈·곽도원이 모이면? … 범죄 액션 영화의 최고 될 듯
## <정우성:PER>·<황정민:PER>·<주지훈:PER>·<곽도원:PER>이 모이면? … 범죄 액션 영화의 최고 될 듯
정우성	정우성	NNP	B-PER
·	·	SP	O
황정민	황정민	NNP	B-PER
·	·	SP	O
주지훈	주지훈	NNP	B-PER
·	·	SP	O
곽도원	곽도원	NNP	B-PER
이	이	JKS	O
_	_	_	O
모이	모이	VV	O
면	면	EF	O
?	?	SF	O
_	_	_	O
…	…	SE	O
_	_	_	O
범죄	범죄	NNG	O
_	_	_	O
액션	액션	NNG	O
_	_	_	O
영화	영화	NNG	O
의	의	JKG	O
_	_	_	O
최고	최고	NNG	O
_	_	_	O
될	되+ㄹ	VV+ETM	O
_	_	_	O
듯	듯	NNB	O

## 11
## 직전 분기(1.4%)와 시장의 예상치(2.6%)를 모두 웃돌았다.
## 직전 분기(<1.4%:PNT>)와 시장의 예상치(<2.6%:PNT>)를 모두 웃돌았다.
직전	직전	NNG	O
_	_	_	O
분기	분기	NNG	O
(	(	SS	O
1.4	1.4	SN	B-PNT
%	%	SW	I-PNT
)	)	SS	O
와	와	JKB	O
_	_	_	O
시장	시장	NNG	O
의	의	JKG	O
_	_	_	O
예상	예상	NNG	O
치	치	XSN	O
(	(	SS	O
2.6	2.6	SN	B-PNT
%	%	SW	I-PNT
)	)	SS	O
를	를	JKO	O
_	_	_	O
모두	모두	MAG	O
_	_	_	O
웃돌	웃돌	VV	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 전북 최강희 감독은 “꼭 이겨야 할 경기를 비겼다.
## <전북:ORG> <최강희:PER> 감독은 “꼭 이겨야 할 경기를 비겼다.
전북	전북	NNP	B-ORG
_	_	_	O
최강희	최강희	NNP	B-PER
_	_	_	O
감독	감독	NNG	O
은	은	JX	O
_	_	_	O
“	“	SS	O
꼭	꼭	MAG	O
_	_	_	O
이겨야	이기+어야	VV+EC	O
_	_	_	O
할	하+ㄹ	VX+ETM	O
_	_	_	O
경기	경기	NNG	O
를	를	JKO	O
_	_	_	O
비	비기	VV	O
겼	었	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 세 치 혀는 잠시 쉬게 하고 사실로 하여금 역사의 수레를 밀고 가게 하자.김진 논설위원
## <세 치:NOH> 혀는 잠시 쉬게 하고 사실로 하여금 역사의 수레를 밀고 가게 하자.<김진:PER> 논설위원
세	세	MM	B-NOH
_	_	_	I-NOH
치	치	NNB	I-NOH
_	_	_	O
혀	혀	NNG	O
는	는	JX	O
_	_	_	O
잠시	잠시	MAG	O
_	_	_	O
쉬	쉬	VV	O
게	게	EC	O
_	_	_	O
하	하	VX	O
고	고	EC	O
_	_	_	O
사실	사실	NNG	O
로	로	JKB	O
_	_	_	O
하여금	하여금	MAG	O
_	_	_	O
역사	역사	NNG	O
의	의	JKG	O
_	_	_	O
수레	수레	NNG	O
를	를	JKO	O
_	_	_	O
밀	밀	VV	O
고	고	EC	O
_	_	_	O
가	가	VV	O
게	게	EC	O
_	_	_	O
하	하	VX	O
자	자	EF	O
.	.	SF	O
김진	김진	NNP	B-PER
_	_	_	O
논설위원	논설위원	NNG	O

## 14
## 점검단은 5∼8월 약 3개월 동안 사업장 내 안전관련 사항 전반을 살피고 사고 재발 방지를 위한 안전관리 체계를 수립하는 역할을 맡았다.
## 점검단은 <5∼8월:DUR> 약 <3개월 동안:DUR> 사업장 내 안전관련 사항 전반을 살피고 사고 재발 방지를 위한 안전관리 체계를 수립하는 역할을 맡았다.
점검	점검	NNG	O
단	단	XSN	O
은	은	JX	O
_	_	_	O
5	5	SN	B-DUR
∼	∼	SO	I-DUR
8	8	SN	I-DUR
월	월	NNB	I-DUR
_	_	_	O
약	약	MM	O
_	_	_	O
3	3	SN	B-DUR
개월	개월	NNB	I-DUR
_	_	_	I-DUR
동안	동안	NNG	I-DUR
_	_	_	O
사업장	사업장	NNG	O
_	_	_	O
내	나+의	NP+JKG	O
_	_	_	O
안전	안전	NNG	O
관련	관련	NNG	O
_	_	_	O
사항	사항	NNG	O
_	_	_	O
전반	전반	NNG	O
을	을	JKO	O
_	_	_	O
살피	살피	VV	O
고	고	EC	O
_	_	_	O
사고	사고	NNG	O
_	_	_	O
재발	재발	NNG	O
_	_	_	O
방지	방지	NNG	O
를	를	JKO	O
_	_	_	O
위한	위하+ㄴ	VV+ETM	O
_	_	_	O
안전	안전	NNG	O
관리	관리	NNG	O
_	_	_	O
체계	체계	NNG	O
를	를	JKO	O
_	_	_	O
수립하	수립하	VV	O
는	는	ETM	O
_	_	_	O
역할	역할	NNG	O
을	을	JKO	O
_	_	_	O
맡	맡	VV	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

