## 1
## Part 16. 구름
## <Part 16:NOH>. 구름
Part	Part	SL	B-NOH
## 올들어 <8월:DAT>말까지 <30대:NOH> 재벌계열사의 증시를 통한 자금 조달실적은 전체 기업자금 조달의 <57.8%:PNT>에 달하는 <9조6천5백2억원:MNY>인 반면, <30대:NOH> 재벌총수 및 직계비속들의 계열사 주식 보유는 모두 <9천8백86만8천주:NOH>로 시가는 총 <2조9백60억원:MNY>에 이른다고 <민자당:ORG> <김덕용:PER>의원이 <4일:DAT> <국회 재무위:ORG>의 증권감독원 감사에서 밝혔다.
올	올	NNG	O
들	들	VV	O
어	어	EC	O
_	_	_	O
8	8	SN	B-DAT
월	월	NNB	I-DAT
말	말	NNB	O
까지	까지	JX	O
_	_	_	O
30	30	SN	B-NOH
대	대	NNG	I-NOH
_	_	_	O
재벌	재벌	NNG	O
계열사	계열사	NNG	O
의	의	JKG	O
_	_	_	O
증시	증시	NNG	O
를	를	JKO	O
_	_	_	O
통한	통하+ㄴ	VV+ETM	O
_	_	_	O
자금	자금	NNG	O
_	_	_	O
조달	조달	NNG	O
실적	실적	NNG	O
은	은	JX	O
_	_	_	O
전체	전체	NNG	O
_	_	_	O
기업	기업	NNG	O
자금	자금	NNG	O
_	_	_	O
조달	조달	NNG	O
의	의	JKG	O
_	_	_	O
57.8	57.8	SN	B-PNT
%	%	SW	I-PNT
에	에	JKB	O
_	_	_	O
달하	달하	VV	O
는	는	ETM	O
_	_	_	O
9	9	SN	B-MNY
조	조	NNG	I-MNY
6	6	SN	I-MNY
천	천	NR	I-MNY
5	5	SN	I-MNY
백	백	NR	I-MNY
2	2	SN	I-MNY
억	억	NR	I-MNY
원	원	NNB	I-MNY
인	이+ㄴ	VCP+ETM	O
_	_	_	O
반면	반면	NNG	O
,	,	SP	O
_	_	_	O
30	30	SN	B-NOH
대	대	NNG	I-NOH
_	_	_	O
재벌	재벌	NNG	O
총수	총수	NNG	O
_	_	_	O
및	및	MAG	O
_	_	_	O
직계	직계	NNG	O
비속	비속	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
계열사	계열사	NNG	O
_	_	_	O
주식	주식	NNG	O
_	_	_	O
보유	보유	NNG	O
는	는	JX	O
_	_	_	O
모두	모두	MAG	O
_	_	_	O
9	9	SN	B-NOH
천	천	NR	I-NOH
8	8	SN	I-NOH
백	백	NR	I-NOH
86	86	SN	I-NOH
만	만	NR	I-NOH
8	8	SN	I-NOH
천주	천주	NNG	I-NOH
로	로	JKB	O
_	_	_	O
시가	시가	NNG	O
는	는	JX	O
_	_	_	O
총	총	MM	O
_	_	_	O
2	2	SN	B-MNY
조	조	NNG	I-MNY
9	9	SN	I-MNY
백	백	NR	I-MNY
60	60	SN	I-MNY
억	억	NR	I-MNY
원	원	NNB	I-MNY
에	에	JKB	O
_	_	_	O
이른다고	이르+ㄴ다고	VV+EC	O
_	_	_	O
민자당	민자당	NNP	B-ORG
_	_	_	O
김덕용	김덕용	NNP	B-PER
의원	의원	NNG	O
이	이	JKS	O
_	_	_	O
4	4	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
국회	국회	NNG	B-ORG
_	_	_	I-ORG
재무	재무	NNG	I-ORG
위	위	NNG	I-ORG
의	의	JKG	O
_	_	_	O
증권	증권	NNG	O
감독	감독	NNG	O
원	원	XSN	O
_	_	_	O
감사	감사	NNG	O
에서	에서	JKB	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 식품 첨가물로 사용할 수 없는 벤젠으로 맛기름을 만든 뒤 식당 마트 등에 판매한 식품제조업자 등 5명이 경찰에 적발됐다.
## 식품 첨가물로 사용할 수 없는 벤젠으로 맛기름을 만든 뒤 식당 마트 등에 판매한 식품제조업자 등 <5명:NOH>이 경찰에 적발됐다.
식품	식품	NNG	O
_	_	_	O
첨가물	첨가물	NNG	O
로	로	JKB	O
_	_	_	O
사용할	사용하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
없	없	VA	O
는	는	ETM	O
_	_	_	O
벤젠	벤젠	NNG	O
으로	으로	JKB	O
_	_	_	O
맛	맛	NNG	O
기름	기름	NNG	O
을	을	JKO	O
_	_	_	O
만든	만들+ㄴ	VV+ETM	O
_	_	_	O
뒤	뒤	NNG	O
_	_	_	O
식당	식당	NNG	O
_	_	_	O
마트	마트	NNG	O
_	_	_	O
등	등	NNB	O
에	에	JKB	O
_	_	_	O
판매한	판매하+ㄴ	VV+ETM	O
_	_	_	O
식품	식품	NNG	O
제조	제조	NNG	O
업자	업자	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
5	5	SN	B-NOH
명	명	NNB	I-NOH
이	이	JKS	O
_	_	_	O
경찰	경찰	NNG	O
에	에	JKB	O
_	_	_	O
적발	적발되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 대구 수성경찰서는 15일 벤젠을 섞은 맛기름을 제조해 전국에 유통한 혐의(식품위생법 위반)로 경기 안산시의 한 식품업체 대표 김모 씨(58) 등 3명을 구속하고 직원 서모 씨(61) 등 2명을 불구속 입건했다.
## <대구:LOC> <수성경찰서:ORG>는 <15일:DAT> 벤젠을 섞은 맛기름을 제조해 전국에 유통한 혐의(식품위생법 위반)로 <경기:LOC> <안산시:LOC>의 한 식품업체 대표 <김모:PER> 씨(<58:NOH>) 등 <3명:NOH>을 구속하고 직원 <서모:PER> 씨(<61:NOH>) 등 <2명:NOH>을 불구속 입건했다.
대구	대구	NNP	B-LOC
_	_	_	O
수성	수성	NNP	B-ORG
경찰서	경찰서	NNG	I-ORG
는	는	JX	O
_	_	_	O
15	15	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
벤젠	벤젠	NNG	O
을	을	JKO	O
_	_	_	O
섞	섞	VV	O
은	은	ETM	O
_	_	_	O
맛	맛	NNG	O
기름	기름	NNG	O
을	을	JKO	O
_	_	_	O
제조해	제조하+여	VV+EC	O
_	_	_	O
전국	전국	NNG	O
에	에	JKB	O
_	_	_	O
유통한	유통한	NNP	O
_	_	_	O
혐의	혐의	NNG	O
(	(	SS	O
식품	식품	NNG	O
위생법	위생법	NNG	O
_	_	_	O
위반	위반	NNG	O
)	)	SS	O
로	로	JKB	O
_	_	_	O
경기	경기	NNP	B-LOC
_	_	_	O
안산시	안산시	NNP	B-LOC
의	의	JKG	O
_	_	_	O
한	한	MM	O
_	_	_	O
식품	식품	NNG	O
업체	업체	NNG	O
_	_	_	O
대표	대표	NNG	O
_	_	_	O
김	김	NNP	B-PER
모	모	NP	I-PER
_	_	_	O
씨	씨	NNB	O
(	(	SS	O
58	58	SN	B-NOH
)	)	SS	O
_	_	_	O
등	등	NNB	O
_	_	_	O
3	3	SN	B-NOH
명	명	NNB	I-NOH
을	을	JKO	O
_	_	_	O
구속하	구속하	VV	O
고	고	EC	O
_	_	_	O
직원	직원	NNG	O
_	_	_	O
서모	서모	NNG	B-PER
_	_	_	O
씨	씨	NNB	O
(	(	SS	O
61	61	SN	B-NOH
)	)	SS	O
_	_	_	O
등	등	NNB	O
_	_	_	O
2	2	SN	B-NOH
명	명	NNB	I-NOH
을	을	JKO	O
_	_	_	O
불구속	불구속	NNG	O
_	_	_	O
입건	입건하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 경찰에 따르면 김 씨 등은 2013년 10월 25일부터 올해 1월 31일까지 중국 산둥(山東) 성에 있는 자회사 공장에서 벤젠과 참깨 추출물, 옥수수 및 해바라기씨 기름을 섞어 만든 맛기름을 국내에 들여와 식당 마트 등 전국 83곳에 판매한 혐의다.
## 경찰에 따르면 <김:PER> 씨 등은 <2013년 10월 25일:DAT>부터 올해 <1월 31일:DAT>까지 <중국:LOC> <산둥:LOC>(<山東:LOC>) 성에 있는 자회사 공장에서 벤젠과 참깨 추출물, 옥수수 및 해바라기씨 기름을 섞어 만든 맛기름을 국내에 들여와 식당 마트 등 전국 <83곳:NOH>에 판매한 혐의다.
경찰	경찰	NNG	O
에	에	JKB	O
_	_	_	O
따르	따르	VV	O
면	면	EC	O
_	_	_	O
김	김	NNP	B-PER
_	_	_	O
씨	씨	NNB	O
_	_	_	O
등	등	NNB	O
은	은	JX	O
_	_	_	O
2013	2013	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	I-DAT
10	10	SN	I-DAT
월	월	NNB	I-DAT
_	_	_	I-DAT
25	25	SN	I-DAT
일	일	NNB	I-DAT
부터	부터	JX	O
_	_	_	O
올해	올해	NNG	O
_	_	_	O
1	1	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	I-DAT
31	31	SN	I-DAT
일	일	NNB	I-DAT
까지	까지	JX	O
_	_	_	O
중국	중국	NNP	B-LOC
_	_	_	O
산둥	산둥	NNP	B-LOC
(	(	SS	O
山東	山東	SH	B-LOC
)	)	SS	O
_	_	_	O
성	성	NNG	O
에	에	JKB	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
자회사	자회사	NNG	O
_	_	_	O
공장	공장	NNG	O
에서	에서	JKB	O
_	_	_	O
벤젠	벤젠	NNG	O
과	과	JC	O
_	_	_	O
참깨	참깨	NNG	O
_	_	_	O
추출물	추출물	NNG	O
,	,	SP	O
_	_	_	O
옥수수	옥수수	NNG	O
_	_	_	O
및	및	MAG	O
_	_	_	O
해바라기	해바라기	NNG	O
씨	씨	NNG	O
_	_	_	O
기름	기름	NNG	O
을	을	JKO	O
_	_	_	O
섞	섞	VV	O
어	어	EC	O
_	_	_	O
만든	만들+ㄴ	VV+ETM	O
_	_	_	O
맛	맛	NNG	O
기름	기름	NNG	O
을	을	JKO	O
_	_	_	O
국내	국내	NNG	O
에	에	JKB	O
_	_	_	O
들여	들여오	VV	O
와	아	EC	O
_	_	_	O
식당	식당	NNG	O
_	_	_	O
마트	마트	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
전국	전국	NNG	O
_	_	_	O
83	83	SN	B-NOH
곳	곳	NNG	I-NOH
에	에	JKB	O
_	_	_	O
판매한	판매하+ㄴ	VV+ETM	O
_	_	_	O
혐의	혐의+이	NNG+VCP	O
다	다	EF	O
.	.	SF	O

## 8
## 7억 원(세후 4억3000만 원)은 정 대표의 호텔 여종업원 욕설 사건 관련 합의금 등으로도 사용된 것으로 본보 취재 결과 확인됐다.
## <7억 원:MNY>(세후 <4억3000만 원:MNY>)은 <정:PER> 대표의 호텔 여종업원 욕설 사건 관련 합의금 등으로도 사용된 것으로 본보 취재 결과 확인됐다.
7	7	SN	B-MNY
억	억	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
(	(	SS	O
세후	세후	NNG	O
_	_	_	O
4	4	SN	B-MNY
억	억	NR	I-MNY
3000	3000	SN	I-MNY
만	만	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
)	)	SS	O
은	은	JX	O
_	_	_	O
정	정	NNP	B-PER
_	_	_	O
대표	대표	NNG	O
의	의	JKG	O
_	_	_	O
호텔	호텔	NNG	O
_	_	_	O
여종업원	여종업원	NNG	O
_	_	_	O
욕설	욕설	NNG	O
_	_	_	O
사건	사건	NNG	O
_	_	_	O
관련	관련	NNG	O
_	_	_	O
합의금	합의금	NNG	O
_	_	_	O
등	등	NNB	O
으로	으로	JKB	O
도	도	JX	O
_	_	_	O
사용된	사용되+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
본보	본보	NNG	O
_	_	_	O
취재	취재	NNG	O
_	_	_	O
결과	결과	NNG	O
_	_	_	O
확인	확인되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 관련법 개정… 한­미­일투자 희망
## 관련법 개정… <한:ORG>­<미:ORG>­<일:ORG>투자 희망
관련	관련	NNG	O
법	법	NNG	O
_	_	_	O
개정	개정	NNG	O
…	…	SE	O
_	_	_	O
한	한	NNP	B-ORG
­	­	SS	O
미	미	NNP	B-ORG
­	­	SS	O
일	일	NNG	B-ORG
투자	투자	NNG	O
_	_	_	O
희망	희망	NNG	O

## 10
## B-1B 폭격기는 최대 음속의 1.25배(시속 1530km)로 괌 기지에서 한국(약 3200km)까지 2시간이면 날아올 수 있다.
## <B-1B:POH> 폭격기는 최대 음속의 <1.25배:PNT>(<시속 1530km:NOH>)로 <괌:LOC> 기지에서 <한국:LOC>(약 <3200km:NOH>)까지 <2시간:DUR>이면 날아올 수 있다.
B	B	SL	B-POH
-	-	SO	I-POH
1	1	SN	I-POH
B	B	SL	I-POH
_	_	_	O
폭격기	폭격기	NNG	O
는	는	JX	O
_	_	_	O
최대	최대	NNG	O
_	_	_	O
음속	음속	NNG	O
의	의	JKG	O
_	_	_	O
1.25	1.25	SN	B-PNT
배	배	NNG	I-PNT
(	(	SS	O
시속	시속	NNG	B-NOH
_	_	_	I-NOH
1530	1530	SN	I-NOH
km	km	SL	I-NOH
)	)	SS	O
로	로	JKB	O
_	_	_	O
괌	괌	NNP	B-LOC
_	_	_	O
기지	기지	NNG	O
에서	에서	JKB	O
_	_	_	O
한국	한국	NNP	B-LOC
(	(	SS	O
약	약	MM	O
_	_	_	O
3200	3200	SN	B-NOH
km	km	SL	I-NOH
)	)	SS	O
까지	까지	JX	O
_	_	_	O
2	2	SN	B-DUR
시간	시간	NNB	I-DUR
이	이	VCP	O
면	면	EC	O
_	_	_	O
날아올	날아오+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 11
## IIC는 3D디자인용 PC(14대)와 전신(全身) 및 정밀 3D스캐너(3대), 일반 3D스캐너(4대) 등을 갖춘 전용 3D스캔실(室), 드론을 이용한 항공촬영 및 레이싱 시뮬레이터를 이용한 드론 교육실, 제품의 아이템 발굴과 시제품 및 완제품 제작, 판매전략을 공유하는 스마트 회의실도 구비했다.
## <IIC:ORG>는 <3D:NOH>디자인용 PC(<14대:NOH>)와 전신(全身) 및 정밀 <3D:NOH>스캐너(<3대:NOH>), 일반 <3D:NOH>스캐너(<4대:NOH>) 등을 갖춘 전용 <3D:NOH>스캔실(室), 드론을 이용한 항공촬영 및 레이싱 시뮬레이터를 이용한 드론 교육실, 제품의 아이템 발굴과 시제품 및 완제품 제작, 판매전략을 공유하는 스마트 회의실도 구비했다.
IIC	IIC	SL	B-ORG
는	는	JX	O
_	_	_	O
3	3	SN	B-NOH
D	D	SL	I-NOH
디자인	디자인	NNG	O
용	용	XSN	O
_	_	_	O
PC	PC	SL	O
(	(	SS	O
14	14	SN	B-NOH
대	대	NNB	I-NOH
)	)	SS	O
와	와	JKB	O
_	_	_	O
전신	전신	NNG	O
(	(	SS	O
全身	全身	SH	O
)	)	SS	O
_	_	_	O
및	및	MAG	O
_	_	_	O
정밀	정밀	NNG	O
_	_	_	O
3	3	SN	B-NOH
D	D	SL	I-NOH
스캐너	스캐너	NNG	O
(	(	SS	O
3	3	SN	B-NOH
대	대	NNB	I-NOH
)	)	SS	O
,	,	SP	O
_	_	_	O
일반	일반	NNG	O
_	_	_	O
3	3	SN	B-NOH
D	D	SL	I-NOH
스캐너	스캐너	NNG	O
(	(	SS	O
4	4	SN	B-NOH
대	대	NNB	I-NOH
)	)	SS	O
_	_	_	O
등	등	NNB	O
을	을	JKO	O
_	_	_	O
갖춘	갖추+ㄴ	VV+ETM	O
_	_	_	O
전용	전용	NNG	O
_	_	_	O
3	3	SN	B-NOH
D	D	SL	I-NOH
스캔	스캔	NNG	O
실	실	XSN	O
(	(	SS	O
室	室	SH	O
)	)	SS	O
,	,	SP	O
_	_	_	O
드론	드론	NNG	O
을	을	JKO	O
_	_	_	O
이용한	이용하+ㄴ	VV+ETM	O
_	_	_	O
항공	항공	NNG	O
촬영	촬영	NNG	O
_	_	_	O
및	및	MAG	O
_	_	_	O
레이싱	레이싱	NNG	O
_	_	_	O
시뮬레이터	시뮬레이터	NNG	O
를	를	JKO	O
_	_	_	O
이용한	이용하+ㄴ	VV+ETM	O
_	_	_	O
드론	드론	NNG	O
_	_	_	O
교육	교육	NNG	O
실	실	XSN	O
,	,	SP	O
_	_	_	O
제품	제품	NNG	O
의	의	JKG	O
_	_	_	O
아이템	아이템	NNG	O
_	_	_	O
발굴	발굴	NNG	O
과	과	JC	O
_	_	_	O
시제품	시제품	NNG	O
_	_	_	O
및	및	MAG	O
_	_	_	O
완제품	완제품	NNG	O
_	_	_	O
제작	제작	NNG	O
,	,	SP	O
_	_	_	O
판매	판매	NNG	O
전략	전략	NNG	O
을	을	JKO	O
_	_	_	O
공유하	공유하	VV	O
는	는	ETM	O
_	_	_	O
스마트	스마트	NNG	O
_	_	_	O
회의실	회의실	NNG	O
도	도	JX	O
_	_	_	O
구비	구비하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 하지만 박 대통령 측은 고씨와 류상영씨의 증인채택을 유지해야 한다고 주장했다.
## 하지만 <박:PER> 대통령 측은 고씨와 <류상영:PER>씨의 증인채택을 유지해야 한다고 주장했다.
하지만	하지만	MAJ	O
_	_	_	O
박	박	NNP	B-PER
_	_	_	O
대통령	대통령	NNG	O
_	_	_	O
측	측	NNB	O
은	은	JX	O
_	_	_	O
고	고	NNP	O
씨	씨	NNB	O
와	와	JC	O
_	_	_	O
류상영	류상영	NNP	B-PER
씨	씨	NNB	O
의	의	JKG	O
_	_	_	O
증인	증인	NNG	O
채택	채택	NNG	O
을	을	JKO	O
_	_	_	O
유지해야	유지하+여야	VV+EC	O
_	_	_	O
한다고	하+ㄴ다고	VX+EC	O
_	_	_	O
주장	주장하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 이에 헌재는 박 대통령 측 주장을 받아들여 9일 오후 4시로 증인신문을 다시 연기했다.
## 이에 헌재는 <박:PER> 대통령 측 주장을 받아들여 <9일:DAT> <오후 4시:TIM>로 증인신문을 다시 연기했다.
이	이	NP	O
에	에	JKB	O
_	_	_	O
헌재	헌재	NNG	O
는	는	JX	O
_	_	_	O
박	박	NNP	B-PER
_	_	_	O
대통령	대통령	NNG	O
_	_	_	O
측	측	NNB	O
_	_	_	O
주장	주장	NNG	O
을	을	JKO	O
_	_	_	O
받아들	받아들이	VV	O
여	어	EC	O
_	_	_	O
9	9	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
오후	오후	NNG	B-TIM
_	_	_	I-TIM
4	4	SN	I-TIM
시	시	NNB	I-TIM
로	로	JKB	O
_	_	_	O
증인	증인	NNG	O
신문	신문	NNG	O
을	을	JKO	O
_	_	_	O
다시	다시	MAG	O
_	_	_	O
연기	연기하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 14
## 남성은 37.6%·5.3%가, 여성은 25.1%·4.1%가 각각 비만 혹은 병적 비만이었다.
## 남성은 <37.6%:PNT>·<5.3%:PNT>가, 여성은 <25.1%:PNT>·<4.1%:PNT>가 각각 비만 혹은 병적 비만이었다.
남성	남성	NNG	O
은	은	JX	O
_	_	_	O
37.6	37.6	SN	B-PNT
%	%	SW	I-PNT
·	·	SP	O
5.3	5.3	SN	B-PNT
%	%	SW	I-PNT
가	가	JKS	O
,	,	SP	O
_	_	_	O
여성	여성	NNG	O
은	은	JX	O
_	_	_	O
25.1	25.1	SN	B-PNT
%	%	SW	I-PNT
·	·	SP	O
4.1	4.1	SN	B-PNT
%	%	SW	I-PNT
가	가	JKS	O
_	_	_	O
각각	각각	MAG	O
_	_	_	O
비만	비만	NNG	O
_	_	_	O
혹은	혹은	MAG	O
_	_	_	O
병적	병적	NNG	O
_	_	_	O
비만	비만	NNG	O
이	이	VCP	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 15
## 윤학배 해양수산부 차관은 23일 “미수습자들의 위치는 그간의 목격자 증언 등으로 추적해놨다”라며 “세월호가 침몰한 뒤 선미가 바닥에 부딪혔는데, 이들은 아무래도 이 선미 쪽에 있을 것으로 추정된다”고 말했다.
## <윤학배:PER> <해양수산부:ORG> 차관은 <23일:DAT> “미수습자들의 위치는 그간의 목격자 증언 등으로 추적해놨다”라며 “<세월호:POH>가 침몰한 뒤 선미가 바닥에 부딪혔는데, 이들은 아무래도 이 선미 쪽에 있을 것으로 추정된다”고 말했다.
윤학배	윤학배	NNP	B-PER
_	_	_	O
해양수산부	해양수산부	NNG	B-ORG
_	_	_	O
차관	차관	NNG	O
은	은	JX	O
_	_	_	O
23	23	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
“	“	SS	O
미	미	XPN	O
수습	수습	NNG	O
자	자	XSN	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
위치	위치	NNG	O
는	는	JX	O
_	_	_	O
그간	그간	NNG	O
의	의	JKG	O
_	_	_	O
목격자	목격자	NNG	O
_	_	_	O
증언	증언	NNG	O
_	_	_	O
등	등	NNB	O
으로	으로	JKB	O
_	_	_	O
추적해	추적하+여+놓	VV+EC+VX	O
놨	았	EP	O
다	다	EF	O
”	”+이	SS+VCP	O
라며	라며	EC	O
_	_	_	O
“	“	SS	O
세월호	세월호	NNP	B-POH
가	가	JKS	O
_	_	_	O
침몰한	침몰하+ㄴ	VV+ETM	O
_	_	_	O
뒤	뒤	NNG	O
_	_	_	O
선미	선미	NNP	O
가	가	JKS	O
_	_	_	O
바닥	바닥	NNG	O
에	에	JKB	O
_	_	_	O
부딪	부딪히	VV	O
혔	었	EP	O
는데	는데	EC	O
,	,	SP	O
_	_	_	O
이	이	NP	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
아무래도	아무래도	MAG	O
_	_	_	O
이	이	MM	O
_	_	_	O
선미	선미	NNG	O
_	_	_	O
쪽	쪽	NNB	O
에	에	JKB	O
_	_	_	O
있	있	VA	O
을	을	ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
추정된다	추정되+ㄴ다	VV+EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 16
## 1차 예약가입 고객은 23일 출시 당일 개통 가능하며, 2차는 24일 개통할 수 있다.
## <1차:NOH> 예약가입 고객은 <23일:DAT> 출시 당일 개통 가능하며, <2차:NOH>는 <24일:DAT> 개통할 수 있다.
1	1	SN	B-NOH
차	차	NNB	I-NOH
_	_	_	O
예약	예약	NNG	O
가입	가입	NNG	O
_	_	_	O
고객	고객	NNG	O
은	은	JX	O
_	_	_	O
23	23	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
출시	출시	NNG	O
_	_	_	O
당일	당일	NNG	O
_	_	_	O
개통	개통	NNG	O
_	_	_	O
가능하	가능하	VA	O
며	며	EC	O
,	,	SP	O
_	_	_	O
2	2	SN	B-NOH
차	차	NNB	I-NOH
는	는	JX	O
_	_	_	O
24	24	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
개통할	개통하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

