## 1
## 포시즌스 호텔그룹의 MIT프로그램(Manager in Training Program)은 리더십과 전문성을 갖춘 관리자 배출을 위한 것으로 추후 매니저로 선정될 가능성이 높아 엘리베이터 프로그램으로 불리기도 한다.
## <포시즌스 호텔그룹:ORG>의 <MIT프로그램:POH>(<Manager in Training Program:POH>)은 리더십과 전문성을 갖춘 관리자 배출을 위한 것으로 추후 매니저로 선정될 가능성이 높아 엘리베이터 프로그램으로 불리기도 한다.
포시즌스	포시즌스	NNP	B-ORG
## 캠프 참가가 신입생 선발 심사 시 가산점 등 혜택으로 작용하지 않지만 학생들이 <서울국제고 캠프:POH>에 참가한 후 스스로 동기를 부여해 열심히 공부했다는 증거다.
캠프	캠프	NNG	O
_	_	_	O
참가	참가	NNG	O
가	가	JKS	O
_	_	_	O
신입생	신입생	NNG	O
_	_	_	O
선발	선발	NNG	O
_	_	_	O
심사	심사	NNG	O
_	_	_	O
시	시	NNG	O
_	_	_	O
가산점	가산점	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
혜택	혜택	NNG	O
으로	으로	JKB	O
_	_	_	O
작용하	작용하	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
지만	지만	EC	O
_	_	_	O
학생	학생	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
서울	서울	NNP	B-POH
국제	국제	NNG	I-POH
고	고	JKQ	I-POH
_	_	_	I-POH
캠프	캠프	NNG	I-POH
에	에	JKB	O
_	_	_	O
참가한	참가하+ㄴ	VV+ETM	O
_	_	_	O
후	후	NNG	O
_	_	_	O
스스로	스스로	MAG	O
_	_	_	O
동기	동기	NNG	O
를	를	JKO	O
_	_	_	O
부여해	부여하+여	VV+EC	O
_	_	_	O
열심히	열심히	MAG	O
_	_	_	O
공부	공부하	VV	O
했	였	EP	O
다는	다는	ETM	O
_	_	_	O
증거	증거+이	NNG+VCP	O
다	다	EF	O
.	.	SF	O

## 3
## ‘배’를 다룬 장에서는 비너스의 볼록한 뱃살에서 출발한 사적 사유를 엮었다.
## ‘배’를 다룬 장에서는 <비너스:PER>의 볼록한 뱃살에서 출발한 사적 사유를 엮었다.
‘	‘	SS	O
배	배	NNG	O
’	’	SS	O
를	를	JKO	O
_	_	_	O
다룬	다루+ㄴ	VV+ETM	O
_	_	_	O
장	장	NNG	O
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
비너스	비너스	NNP	B-PER
의	의	JKG	O
_	_	_	O
볼록한	볼록하+ㄴ	VA+ETM	O
_	_	_	O
뱃살	뱃살	NNG	O
에서	에서	JKB	O
_	_	_	O
출발한	출발하+ㄴ	VV+ETM	O
_	_	_	O
사적	사적	NNG	O
_	_	_	O
사유	사유	NNG	O
를	를	JKO	O
_	_	_	O
엮	엮	VV	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 4
## 영업이익은 전년 2531억 원 적자에서 흑자로 전환했다.
## 영업이익은 전년 <2531억 원:MNY> 적자에서 흑자로 전환했다.
영업	영업	NNG	O
이익	이익	NNG	O
은	은	JX	O
_	_	_	O
전년	전년	NNG	O
_	_	_	O
2531	2531	SN	B-MNY
억	억	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
_	_	_	O
적자	적자	NNG	O
에서	에서	JKB	O
_	_	_	O
흑자	흑자	NNG	O
로	로	JKB	O
_	_	_	O
전환	전환하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 그는 “호텔은 디테일 싸움”이라며 “새너제이 에어포트 호텔은 공항 근처 싸구려 호텔 이미지를 바꾸기 위해 ‘새너제이 실리콘밸리’로 간판을 바꿔달았다.
## 그는 “호텔은 디테일 싸움”이라며 “<새너제이 에어포트 호텔:ORG>은 공항 근처 싸구려 호텔 이미지를 바꾸기 위해 ‘<새너제이 실리콘밸리:ORG>’로 간판을 바꿔달았다.
그	그	NP	O
는	는	JX	O
_	_	_	O
“	“	SS	O
호텔	호텔	NNG	O
은	은	JX	O
_	_	_	O
디테일	디테일	NNG	O
_	_	_	O
싸움	싸움	NNG	O
”	”	SS	O
이	이	VCP	O
라며	라며	EC	O
_	_	_	O
“	“	SS	O
새너제이	새너제이	NNP	B-ORG
_	_	_	I-ORG
에어포트	에어포트	NNG	I-ORG
_	_	_	I-ORG
호텔	호텔	NNG	I-ORG
은	은	JX	O
_	_	_	O
공항	공항	NNG	O
_	_	_	O
근처	근처	NNG	O
_	_	_	O
싸구려	싸구려	NNG	O
_	_	_	O
호텔	호텔	NNG	O
_	_	_	O
이미지	이미지	NNG	O
를	를	JKO	O
_	_	_	O
바꾸	바꾸	VV	O
기	기	ETN	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
‘	‘	SS	O
새너제이	새너제이	NNP	B-ORG
_	_	_	I-ORG
실리콘밸리	실리콘밸리	NNP	I-ORG
’	’	SS	O
로	로	JKB	O
_	_	_	O
간판	간판	NNG	O
을	을	JKO	O
_	_	_	O
바꿔	바꾸+어	VV+EC	O
달	달	VX	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 잦아들지 않는 인기에 힘입어 이병헌은 4일 오후 7시 서울 롯데시네마 월드타워에서 관객과 만난다.
## 잦아들지 않는 인기에 힘입어 <이병헌:PER>은 <4일:DAT> <오후 7시:TIM> <서울:LOC> <롯데시네마 월드타워:LOC>에서 관객과 만난다.
잦아들	잦아들	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
는	는	ETM	O
_	_	_	O
인기	인기	NNG	O
에	에	JKB	O
_	_	_	O
힘입	힘입	VV	O
어	어	EC	O
_	_	_	O
이병헌	이병헌	NNP	B-PER
은	은	JX	O
_	_	_	O
4	4	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
오후	오후	NNG	B-TIM
_	_	_	I-TIM
7	7	SN	I-TIM
시	시	NNB	I-TIM
_	_	_	O
서울	서울	NNP	B-LOC
_	_	_	O
롯데시네마	롯데시네마	NNP	B-LOC
_	_	_	I-LOC
월드	월드	NNG	I-LOC
타워	타워	NNG	I-LOC
에서	에서	JKB	O
_	_	_	O
관객	관객	NNG	O
과	과	JKB	O
_	_	_	O
만난다	만나+ㄴ다	VV+EF	O
.	.	SF	O

## 7
## 3차례 대회, 스포츠 시청률 1위“中 CCTV, 경기 늘려달라 요청”게임·현지 체육관 등 영역 확대“1년 내 20억달러 가치 브랜드로” 종합격투기 ROAD FC가 중국에서 갈수록 영향력을 확대하고 있다.
## <3차례:NOH> 대회, 스포츠 시청률 <1위:NOH>“<中 CCTV:ORG>, 경기 늘려달라 요청”게임·현지 체육관 등 영역 확대“<1년:DUR> 내 <20억달러:MNY> 가치 브랜드로” 종합격투기 ROAD FC가 <중국:ORG>에서 갈수록 영향력을 확대하고 있다.
3	3	SN	B-NOH
차례	차례	NNG	I-NOH
_	_	_	O
대회	대회	NNG	O
,	,	SP	O
_	_	_	O
스포츠	스포츠	NNG	O
_	_	_	O
시청률	시청률	NNG	O
_	_	_	O
1	1	SN	B-NOH
위	위	NNB	I-NOH
“	“	SS	O
中	中	SH	B-ORG
_	_	_	I-ORG
CCTV	CCTV	SL	I-ORG
,	,	SP	O
_	_	_	O
경기	경기	NNP	O
_	_	_	O
늘려	늘리+어	VV+EC	O
달	달	VX	O
라	라	EC	O
_	_	_	O
요청	요청	NNG	O
”	”	SS	O
게임	게임	NNG	O
·	·	SP	O
현지	현지	NNG	O
_	_	_	O
체육관	체육관	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
영역	영역	NNG	O
_	_	_	O
확대	확대	NNG	O
“	“	SS	O
1	1	SN	B-DUR
년	년	NNB	I-DUR
_	_	_	O
내	나+의	NP+JKG	O
_	_	_	O
20	20	SN	B-MNY
억	억	NR	I-MNY
달러	달러	NNB	I-MNY
_	_	_	O
가치	가치	NNG	O
_	_	_	O
브랜드	브랜드	NNG	O
로	로	JKB	O
”	”	SS	O
_	_	_	O
종합	종합	NNG	O
격투기	격투기	NNG	O
_	_	_	O
ROAD	ROAD	SL	O
_	_	_	O
FC	FC	SL	O
가	가	JKS	O
_	_	_	O
중국	중국	NNP	B-ORG
에서	에서	JKB	O
_	_	_	O
갈수록	가+ㄹ수록	VV+EC	O
_	_	_	O
영향력	영향력	NNG	O
을	을	JKO	O
_	_	_	O
확대하	확대하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 8
## 그런 토스가 올해 내놓은 서비스 중의 하나가 간편 대출이다.
## 그런 <토스:ORG>가 올해 내놓은 서비스 중의 <하나:NOH>가 간편 대출이다.
그런	그런	MM	O
_	_	_	O
토스	토스	NNG	B-ORG
가	가	JKS	O
_	_	_	O
올해	올해	NNG	O
_	_	_	O
내놓	내놓	VV	O
은	은	ETM	O
_	_	_	O
서비스	서비스	NNG	O
_	_	_	O
중	중	NNB	O
의	의	JKG	O
_	_	_	O
하나	하나	NNG	B-NOH
가	가	JKS	O
_	_	_	O
간편	간편	NNG	O
_	_	_	O
대출	대출	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 9
## 사고 당시 11호 객차에 타고 있던 강씨는 『열차가 잠시 정차해 있다가 출발하기 직전 갑자기 꽝하는 소리가 나면서 유리창이 깨지고 열차내 전기불이 나갔으며 객차가 기우뚱거리며 30m쯤 밀려나갔다』고 말했다.
## 사고 당시 <11호:NOH> 객차에 타고 있던 <강:PER>씨는 『열차가 잠시 정차해 있다가 출발하기 직전 갑자기 꽝하는 소리가 나면서 유리창이 깨지고 열차내 전기불이 나갔으며 객차가 기우뚱거리며 <30m:NOH>쯤 밀려나갔다』고 말했다.
사고	사고	NNG	O
_	_	_	O
당시	당시	NNG	O
_	_	_	O
11	11	SN	B-NOH
호	호	NNB	I-NOH
_	_	_	O
객차	객차	NNG	O
에	에	JKB	O
_	_	_	O
타	타	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
던	던	ETM	O
_	_	_	O
강	강	NNP	B-PER
씨	씨	NNB	O
는	는	JX	O
_	_	_	O
『	『	SS	O
열차	열차	NNG	O
가	가	JKS	O
_	_	_	O
잠시	잠시	MAG	O
_	_	_	O
정차해	정차하+여	VV+EC	O
_	_	_	O
있	있	VX	O
다가	다가	EC	O
_	_	_	O
출발하	출발하	VV	O
기	기	ETN	O
_	_	_	O
직전	직전	NNG	O
_	_	_	O
갑자기	갑자기	MAG	O
_	_	_	O
꽝하	꽝하	VV	O
는	는	ETM	O
_	_	_	O
소리	소리	NNG	O
가	가	JKS	O
_	_	_	O
나	나	VV	O
면서	면서	EC	O
_	_	_	O
유리창	유리창	NNG	O
이	이	JKS	O
_	_	_	O
깨지	깨지	VV	O
고	고	EC	O
_	_	_	O
열차	열차	NNG	O
내	내	NNB	O
_	_	_	O
전기	전기	NNG	O
불	불	NNG	O
이	이	JKS	O
_	_	_	O
나갔	나가+았	VV+EP	O
으며	으며	EC	O
_	_	_	O
객차	객차	NNG	O
가	가	JKS	O
_	_	_	O
기우뚱거리	기우뚱거리	VV	O
며	며	EC	O
_	_	_	O
30	30	SN	B-NOH
m	m	SL	I-NOH
쯤	쯤	XSN	O
_	_	_	O
밀려나갔	밀려나가+았	VV+EP	O
다	다	EF	O
』	』	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 학과는 올해부터 정시와 수시 전형을 수능 30%+실기 70%로 통일했다.
## 학과는 올해부터 정시와 수시 전형을 수능 <30%:PNT>+실기 <70%:PNT>로 통일했다.
학과	학과	NNG	O
는	는	JX	O
_	_	_	O
올해	올해	NNG	O
부터	부터	JX	O
_	_	_	O
정시	정시	NNG	O
와	와	JC	O
_	_	_	O
수시	수시	NNG	O
_	_	_	O
전형	전형	NNG	O
을	을	JKO	O
_	_	_	O
수능	수능	NNG	O
_	_	_	O
30	30	SN	B-PNT
%+	%++	SW+SW	O
실기	실기	NNG	O
_	_	_	O
70	70	SN	B-PNT
%	%	SW	I-PNT
로	로	JKB	O
_	_	_	O
통일	통일하	VV	O
했	었	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 전 비서실장은 건설업자들로부터 수의계약 특혜와 관련해 300만원을, 군청 공무원으로부터 인사 연관 300만원을 받은 사실과 박 군수에게 2000만원을 건넨 혐의로 기소됐다.
## <전:PER> 비서실장은 건설업자들로부터 수의계약 특혜와 관련해 <300만원:MNY>을, 군청 공무원으로부터 인사 연관 <300만원:MNY>을 받은 사실과 <박:PER> 군수에게 <2000만원:MNY>을 건넨 혐의로 기소됐다.
전	전	MM	B-PER
_	_	_	O
비서실	비서실	NNG	O
장	장	XSN	O
은	은	JX	O
_	_	_	O
건설	건설	NNG	O
업자	업자	NNG	O
들	들	XSN	O
로부터	로부터	JKB	O
_	_	_	O
수의	수의	NNG	O
계약	계약	NNG	O
_	_	_	O
특혜	특혜	NNG	O
와	와	JC	O
_	_	_	O
관련해	관련하+여	VV+EC	O
_	_	_	O
300	300	SN	B-MNY
만	만	NR	I-MNY
원	원	NNB	I-MNY
을	을	JKO	O
,	,	SP	O
_	_	_	O
군청	군청	NNG	O
_	_	_	O
공무원	공무원	NNG	O
으로부터	으로부터	JKB	O
_	_	_	O
인사	인사	NNG	O
_	_	_	O
연관	연관	NNG	O
_	_	_	O
300	300	SN	B-MNY
만	만	NR	I-MNY
원	원	NNB	I-MNY
을	을	JKO	O
_	_	_	O
받	받	VV	O
은	은	ETM	O
_	_	_	O
사실	사실	NNG	O
과	과	JC	O
_	_	_	O
박	박	NNP	B-PER
_	_	_	O
군수	군수	NNG	O
에게	에게	JKB	O
_	_	_	O
2000	2000	SN	B-MNY
만	만	NR	I-MNY
원	원	NNB	I-MNY
을	을	JKO	O
_	_	_	O
건넨	건네+ㄴ	VV+ETM	O
_	_	_	O
혐의	혐의	NNG	O
로	로	JKB	O
_	_	_	O
기소	기소되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 햇볕을 충분히 쬐면 굳이 식품을 통해 비타민D를 섭취할 필요가 없다.
## 햇볕을 충분히 쬐면 굳이 식품을 통해 <비타민D:POH>를 섭취할 필요가 없다.
햇볕	햇볕	NNG	O
을	을	JKO	O
_	_	_	O
충분히	충분히	MAG	O
_	_	_	O
쬐	쬐	VV	O
면	면	EC	O
_	_	_	O
굳이	굳이	MAG	O
_	_	_	O
식품	식품	NNG	O
을	을	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
비타민	비타민	NNG	B-POH
D	D	SL	I-POH
를	를	JKO	O
_	_	_	O
섭취할	섭취하+ㄹ	VV+ETM	O
_	_	_	O
필요	필요	NNG	O
가	가	JKS	O
_	_	_	O
없	없	VA	O
다	다	EF	O
.	.	SF	O

## 13
## 그러면서 그는 “공직선거법을 개정해서 이와 같은 사태가 재발하지 않도록 ‘홍준표 방지법’을 공동발의할 계획”이라고 덧붙였다.
## 그러면서 그는 “<공직선거법:POH>을 개정해서 이와 같은 사태가 재발하지 않도록 ‘<홍준표 방지법:POH>’을 공동발의할 계획”이라고 덧붙였다.
그러	그러	VV	O
면서	면서	EC	O
_	_	_	O
그	그	NP	O
는	는	JX	O
_	_	_	O
“	“	SS	O
공직	공직	NNG	B-POH
선거법	선거법	NNG	I-POH
을	을	JKO	O
_	_	_	O
개정해서	개정하+여서	VV+EC	O
_	_	_	O
이	이	NP	O
와	와	JKB	O
_	_	_	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
사태	사태	NNG	O
가	가	JKS	O
_	_	_	O
재발하	재발하	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
도록	도록	EC	O
_	_	_	O
‘	‘	SS	O
홍준표	홍준표	NNP	B-POH
_	_	_	I-POH
방지	방지	NNG	I-POH
법	법	NNG	I-POH
’	’	SS	O
을	을	JKO	O
_	_	_	O
공동	공동	NNG	O
발의할	발의하+ㄹ	VV+ETM	O
_	_	_	O
계획	계획	NNG	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
덧붙	덧붙이	VV	O
였	었	EP	O
다	다	EF	O
.	.	SF	O

## 14
## 빌리는 트위터(https://twitter.com/pablo3bands)에 그 장면을 찍은 사진을 올렸다.
## <빌리:PER>는 <트위터:ORG>(<https://twitter.com/pablo3bands:POH>)에 그 장면을 찍은 사진을 올렸다.
빌리	빌리	VV	B-PER
는	는	ETM	O
_	_	_	O
트위터	트위터	NNP	B-ORG
(	(	SS	O
https	https	SL	B-POH
:	:	SP	I-POH
/	/	SP	I-POH
/	/	SP	I-POH
twitter	twitter	SL	I-POH
.	.	SF	I-POH
com	com	SL	I-POH
/	/	SP	I-POH
pablo	pablo	SL	I-POH
3	3	SN	I-POH
bands	bands	SL	I-POH
)	)	SS	O
에	에	JKB	O
_	_	_	O
그	그	MM	O
_	_	_	O
장면	장면	NNG	O
을	을	JKO	O
_	_	_	O
찍	찍	VV	O
은	은	ETM	O
_	_	_	O
사진	사진	NNG	O
을	을	JKO	O
_	_	_	O
올	올리	VV	O
렸	었	EP	O
다	다	EF	O
.	.	SF	O

## 15
## 새누리당은 소속 의원이 의원직을 상실한 인천 서-강화을에 집중해 의석을 뺏기지 않겠다는 입장이다.
## <새누리당:ORG>은 소속 의원이 의원직을 상실한 <인천 서:LOC>-<강화을:LOC>에 집중해 의석을 뺏기지 않겠다는 입장이다.
새누리당	새누리당	NNP	B-ORG
은	은	JX	O
_	_	_	O
소속	소속	NNG	O
_	_	_	O
의원	의원	NNG	O
이	이	JKS	O
_	_	_	O
의원	의원	NNG	O
직	직	NNG	O
을	을	JKO	O
_	_	_	O
상실한	상실하+ㄴ	VV+ETM	O
_	_	_	O
인천	인천	NNP	B-LOC
_	_	_	I-LOC
서	서	NNG	I-LOC
-	-	SO	O
강화	강화	NNP	B-LOC
을	을	NNG	I-LOC
에	에	JKB	O
_	_	_	O
집중해	집중하+여	VV+EC	O
_	_	_	O
의석	의석	NNG	O
을	을	JKO	O
_	_	_	O
뺏기	뺏기	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
겠	겠	EP	O
다는	다는	ETM	O
_	_	_	O
입장	입장	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

