## 1
## 4년 만에 60대 이상 남성의 화장품 구매는 72.8%, 여성은 100.3% 급증했다.
## <4년:NOH> 만에 <60대:NOH> 이상 남성의 화장품 구매는 <72.8%:PNT>, 여성은 <100.3%:PNT> 급증했다.
4	4	SN	B-NOH
㎡	㎡	SW	I-NOH
_	_	_	O
부지	부지	NNG	O
가	가	JKS	O
_	_	_	O
공원	공원	NNG	O
으로	으로	JKB	O
_	_	_	O
탈바꿈한다	탈바꿈하+ㄴ다	VV+EF	O
.	.	SF	O

## 10
## 서울시는 15일 조선시대 군사들의 무예훈련장이 있었던 예장자락 2만2330㎡ 부지를 공원으로 복원하는 내용의 ‘남산 예장자락 재생사업 계획안’을 마련했다고 밝혔다.
## <서울시:LOC>는 <15일:DAT> <조선시대:DUR> 군사들의 무예훈련장이 있었던 <예장자락:LOC> <2만2330㎡:NOH> 부지를 공원으로 복원하는 내용의 ‘<남산 예장자락 재생사업 계획안:POH>’을 마련했다고 밝혔다.
서울시	서울시	NNP	B-LOC
는	는	JX	O
_	_	_	O
15	15	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
조선	조선	NNP	B-DUR
시대	시대	NNG	I-DUR
_	_	_	O
군사	군사	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
무예	무예	NNG	O
훈련장	훈련장	NNG	O
이	이	VCP	O
_	_	_	O
있	있	VA	O
었	었	EP	O
던	던	ETM	O
_	_	_	O
예장	예장	NNG	B-LOC
자락	자락	NNG	I-LOC
_	_	_	O
2	2	SN	B-NOH
만	만	NR	I-NOH
2330	2330	SN	I-NOH
㎡	㎡	SW	I-NOH
_	_	_	O
부지	부지	NNG	O
를	를	JKO	O
_	_	_	O
공원	공원	NNG	O
으로	으로	JKB	O
_	_	_	O
복원하	복원하	VV	O
는	는	ETM	O
_	_	_	O
내용	내용	NNG	O
의	의	JKG	O
_	_	_	O
‘	‘	SS	O
남산	남산	NNP	B-POH
_	_	_	I-POH
예장	예장	NNG	I-POH
자락	자락	NNG	I-POH
_	_	_	I-POH
재생	재생	NNG	I-POH
사업	사업	NNG	I-POH
_	_	_	I-POH
계획안	계획안	NNG	I-POH
’	’	SS	O
을	을	JKO	O
_	_	_	O
마련	마련하	VV	O
했	였	EP	O
다고	다고	EC	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 미나는 류필립과의 첫 만남을 떠올리며 “류필립이 제국의아이들 회사 후배다.
## <미나:PER>는 <류필립:PER>과의 첫 만남을 떠올리며 “<류필립:PER>이 <제국의아이들:ORG> 회사 후배다.
미나	미나	NNP	B-PER
는	는	JX	O
_	_	_	O
류	류	XSN	B-PER
필립	필립	NNP	I-PER
과	과	JKB	O
의	의	JKG	O
_	_	_	O
첫	첫	MM	O
_	_	_	O
만남	만남	NNG	O
을	을	JKO	O
_	_	_	O
떠올리	떠올리	VV	O
며	며	EC	O
_	_	_	O
“	“	SS	O
류	류	XSN	B-PER
필립	필립	NNP	I-PER
이	이	JKS	O
_	_	_	O
제	제	XPN	B-ORG
국의	국의	NNG	I-ORG
아이	아이	NNG	I-ORG
들	들	XSN	I-ORG
_	_	_	O
회사	회사	NNG	O
_	_	_	O
후배	후배+이	NNG+VCP	O
다	다	EF	O
.	.	SF	O

## 12
## 2013년 2월에 배출된 ‘마이스터고 1기’ 졸업생들(3560명)이 산업현장에 복귀하고 있다.
## <2013년 2월:DAT>에 배출된 ‘<마이스터고 1기:ORG>’ 졸업생들(<3560명:NOH>)이 산업현장에 복귀하고 있다.
2013	2013	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	I-DAT
2	2	SN	I-DAT
월	월	NNB	I-DAT
에	에	JKB	O
_	_	_	O
배출된	배출되+ㄴ	VV+ETM	O
_	_	_	O
‘	‘	SS	O
마이스터	마이스터	NNG	B-ORG
고	고	NNG	I-ORG
_	_	_	I-ORG
1	1	SN	I-ORG
기	기	NNG	I-ORG
’	’	SS	O
_	_	_	O
졸업생	졸업생	NNG	O
들	들	XSN	O
(	(	SS	O
3560	3560	SN	B-NOH
명	명	NNB	I-NOH
)	)	SS	O
이	이	JKS	O
_	_	_	O
산업	산업	NNG	O
현장	현장	NNG	O
에	에	JKB	O
_	_	_	O
복귀하	복귀하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 13
## 세계적인 프로축구 클럽 레알 마드리드가 이강인(16) 선수 영입에 관심을 보이고 있다는 보도가 나온 가운데, 그의 과거가 화제다.
## 세계적인 프로축구 클럽 <레알 마드리드:ORG>가 <이강인:PER>(<16:NOH>) 선수 영입에 관심을 보이고 있다는 보도가 나온 가운데, 그의 과거가 화제다.
세계적	세계적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
프로	프로	NNG	O
축구	축구	NNG	O
_	_	_	O
클럽	클럽	NNG	O
_	_	_	O
레알	레알	NNP	B-ORG
_	_	_	I-ORG
마드리드	마드리드	NNP	I-ORG
가	가	JKS	O
_	_	_	O
이강인	이강인	NNP	B-PER
(	(	SS	O
16	16	SN	B-NOH
)	)	SS	O
_	_	_	O
선수	선수	NNG	O
_	_	_	O
영입	영입	NNG	O
에	에	JKB	O
_	_	_	O
관심	관심	NNG	O
을	을	JKO	O
_	_	_	O
보이	보이	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다는	다는	ETM	O
_	_	_	O
보도	보도	NNG	O
가	가	JKS	O
_	_	_	O
나온	나오+ㄴ	VV+ETM	O
_	_	_	O
가운데	가운데	NNG	O
,	,	SP	O
_	_	_	O
그	그	NP	O
의	의	JKG	O
_	_	_	O
과거	과거	NNG	O
가	가	JKS	O
_	_	_	O
화제	화제+이	NNG+VCP	O
다	다	EF	O
.	.	SF	O

## 14
## 고급스런 느낌에 초점 … 기아차 신형 K7 공개
## 고급스런 느낌에 초점 … <기아:ORG>차 신형 <K7:POH> 공개
고급스런	고급스럽+ㄴ	VA+ETM	O
_	_	_	O
느낌	느낌	NNG	O
에	에	JKB	O
_	_	_	O
초점	초점	NNG	O
_	_	_	O
…	…	SE	O
_	_	_	O
기아차	기아차	NNP	O
_	_	_	O
신형	신형	NNG	O
_	_	_	O
K	K	SL	B-POH
7	7	SN	I-POH
_	_	_	O
공개	공개	NNG	O

## 15
## 이 때문에 수험생들의 불안이 가중되고 있는 상황. 수능을 120여 일 앞두고 혼란스러워하는 학생들을 위해 김봉소 고문이 지금 당장 챙겨야 할 효율적인 국어 학습 전략을 제시했다.
## 이 때문에 수험생들의 불안이 가중되고 있는 상황. 수능을 <120여 일:NOH> 앞두고 혼란스러워하는 학생들을 위해 <김봉소:PER> 고문이 지금 당장 챙겨야 할 효율적인 국어 학습 전략을 제시했다.
이	이	MM	O
_	_	_	O
때문	때문	NNB	O
에	에	JKB	O
_	_	_	O
수험생	수험생	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
불안	불안	NNG	O
이	이	JKS	O
_	_	_	O
가중되	가중되	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
상황	상황	NNG	O
.	.	SF	O
_	_	_	O
수능	수능	NNG	O
을	을	JKO	O
_	_	_	O
120	120	SN	B-NOH
여	여	XSN	I-NOH
_	_	_	I-NOH
일	일	NNB	I-NOH
_	_	_	O
앞두	앞두	VV	O
고	고	EC	O
_	_	_	O
혼란스러	혼란스럽	VA	O
워	어	EC	O
하	하	VV	O
는	는	ETM	O
_	_	_	O
학생	학생	NNG	O
들	들	XSN	O
을	을	JKO	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
김봉소	김봉소	NNP	B-PER
_	_	_	O
고문	고문	NNG	O
이	이	JKS	O
_	_	_	O
지금	지금	MAG	O
_	_	_	O
당장	당장	NNG	O
_	_	_	O
챙겨야	챙기+어야	VV+EC	O
_	_	_	O
할	하+ㄹ	VX+ETM	O
_	_	_	O
효율적	효율적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
국어	국어	NNG	O
_	_	_	O
학습	학습	NNG	O
_	_	_	O
전략	전략	NNG	O
을	을	JKO	O
_	_	_	O
제시	제시하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 16
## 경전철 민간투자기관(대주단)은 운영 적자 대책이 연말까지 마련되지 않으면 사업중도해지권을 발동한다는 계획이다.
## <경전철:POH> 민간투자기관(<대주단:ORG>)은 운영 적자 대책이 연말까지 마련되지 않으면 사업중도해지권을 발동한다는 계획이다.
경전철	경전철	NNG	B-POH
_	_	_	O
민간	민간	NNG	O
투자	투자	NNG	O
기관	기관	NNG	O
(	(	SS	O
대주	대주	NNG	B-ORG
단	단	XSN	I-ORG
)	)	SS	O
은	은	JX	O
_	_	_	O
운영	운영	NNG	O
_	_	_	O
적자	적자	NNG	O
_	_	_	O
대책	대책	NNG	O
이	이	JKS	O
_	_	_	O
연말	연말	NNG	O
까지	까지	JX	O
_	_	_	O
마련되	마련되	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
으면	으면	EC	O
_	_	_	O
사업	사업	NNG	O
중도	중도	NNG	O
해지	해지	NNG	O
권	권	XSN	O
을	을	JKO	O
_	_	_	O
발동한다는	발동하+ㄴ다는	VV+ETM	O
_	_	_	O
계획	계획	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

