## 1
## 신규 면세점들이 주차장 확보 계획을 제대로 이행하지 않는다면 불이익을 주는 등 사후관리 방안을 관세청에 건의할 예정이다.
## 신규 면세점들이 주차장 확보 계획을 제대로 이행하지 않는다면 불이익을 주는 등 사후관리 방안을 <관세청:ORG>에 건의할 예정이다.
신규	신규	NNG	O
화가	화가	NNG	O
로	로	JKB	O
_	_	_	O
일하	일하	VV	O
던	던	ETM	O
_	_	_	O
시절	시절	NNG	O
_	_	_	O
역사학	역사학	NNG	O
자	자	XSN	O
_	_	_	O
볼프강	볼프강	NNP	B-PER
_	_	_	I-PER
라지	라지	NNG	I-PER
우스	우스	NNP	I-PER
(	(	SS	O
Wolfgang	Wolfgang	SL	B-PER
_	_	_	I-PER
Lazius	Lazius	SL	I-PER
)	)	SS	O
의	의	JKG	O
_	_	_	O
초상화	초상화	NNG	O
를	를	JKO	O
_	_	_	O
그	그리	VV	O
렸	었	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 재무부는 9일 외국보험 중개회사인 미국의 알렉산더 앤 알렉산더(Alexander & Alexander)사와 영국의 윌리스 페이버 앤 두마스(Willis Faber & Dumas)사 등 2개사의 국내보험대리점업을 내허가했다고 밝혔다.
## <재무부:ORG>는 <9일:DAT> 외국보험 중개회사인 <미국:ORG>의 <알렉산더 앤 알렉산더:ORG>(<Alexander & Alexander:ORG>)사와 <영국:ORG>의 <윌리스 페이버 앤 두마스:ORG>(<Willis Faber & Dumas:ORG>)사 등 <2개:NOH>사의 국내보험대리점업을 내허가했다고 밝혔다.
재무부	재무부	NNG	B-ORG
는	는	JX	O
_	_	_	O
9	9	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
외국	외국	NNG	O
보험	보험	NNG	O
_	_	_	O
중개	중개	NNG	O
회사	회사	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
미국	미국	NNP	B-ORG
의	의	JKG	O
_	_	_	O
알렉산더	알렉산더	NNP	B-ORG
_	_	_	I-ORG
앤	앤	NNP	I-ORG
_	_	_	I-ORG
알렉산더	알렉산더	NNP	I-ORG
(	(	SS	O
Alexander	Alexander	SL	B-ORG
_	_	_	I-ORG
&	&	SW	I-ORG
_	_	_	I-ORG
Alexander	Alexander	SL	I-ORG
)	)	SS	O
사	사	NNG	O
와	와	JC	O
_	_	_	O
영국	영국	NNP	B-ORG
의	의	JKG	O
_	_	_	O
윌리스	윌리스	NNP	B-ORG
_	_	_	I-ORG
페이버	페이버	NNG	I-ORG
_	_	_	I-ORG
앤	앤	NNP	I-ORG
_	_	_	I-ORG
두마스	두마스	NNP	I-ORG
(	(	SS	O
Willis	Willis	SL	B-ORG
_	_	_	I-ORG
Faber	Faber	SL	I-ORG
_	_	_	I-ORG
&	&	SW	I-ORG
_	_	_	I-ORG
Dumas	Dumas	SL	I-ORG
)	)	SS	O
사	사	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
2	2	SN	B-NOH
개	개	NNB	I-NOH
사	사	NNG	O
의	의	JKG	O
_	_	_	O
국내	국내	NNG	O
보험	보험	NNG	O
대리점	대리점	NNG	O
업	업	XSN	O
을	을	JKO	O
_	_	_	O
내허가	내허가+하	NNG+XSV	O
했	였	EP	O
다고	다고	EC	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 7
## SBS 보도에 따르면 이 의원은 정규직 전환을 요구하는 학교 급식노동자들의 파업과 관련한 기자의 질문에 비정규직 노동자들을 "미친놈들", "그냥 밥하는 동네 아줌마들"이라고 표현했다.
## <SBS:ORG> 보도에 따르면 <이:PER> 의원은 정규직 전환을 요구하는 학교 급식노동자들의 파업과 관련한 기자의 질문에 비정규직 노동자들을 "미친놈들", "그냥 밥하는 동네 아줌마들"이라고 표현했다.
SBS	SBS	SL	B-ORG
_	_	_	O
보도	보도	NNG	O
에	에	JKB	O
_	_	_	O
따르	따르	VV	O
면	면	EC	O
_	_	_	O
이	이	NNP	B-PER
_	_	_	O
의원	의원	NNG	O
은	은	JX	O
_	_	_	O
정규직	정규직	NNG	O
_	_	_	O
전환	전환	NNG	O
을	을	JKO	O
_	_	_	O
요구하	요구하	VV	O
는	는	ETM	O
_	_	_	O
학교	학교	NNG	O
_	_	_	O
급식	급식	NNG	O
노동자	노동자	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
파업	파업	NNG	O
과	과	JKB	O
_	_	_	O
관련한	관련하+ㄴ	VV+ETM	O
_	_	_	O
기자	기자	NNG	O
의	의	JKG	O
_	_	_	O
질문	질문	NNG	O
에	에	JKB	O
_	_	_	O
비정규	비정규	NNG	O
직	직	NNG	O
_	_	_	O
노동자	노동자	NNG	O
들	들	XSN	O
을	을	JKO	O
_	_	_	O
"	"	SS	O
미친놈	미친놈	NNG	O
들	들	XSN	O
"	"	SS	O
,	,	SP	O
_	_	_	O
"	"	SS	O
그냥	그냥	MAG	O
_	_	_	O
밥하	밥하	VV	O
는	는	ETM	O
_	_	_	O
동네	동네	NNG	O
_	_	_	O
아줌마	아줌마	NNG	O
들	들	XSN	O
"	"	SS	O
이라고	이라고	JKQ	O
_	_	_	O
표현	표현하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 江南通新이 사람들이 좋아하는 요리와 이 요리로 입소문 난 유명 맛집을 선정해서 소개하는 ‘레드스푼5’를 시작합니다.
## 江南通新이 사람들이 좋아하는 요리와 이 요리로 입소문 난 유명 맛집을 선정해서 소개하는 ‘<레드스푼5:POH>’를 시작합니다.
江南通新	江南通新	SH	O
이	이	JKS	O
_	_	_	O
사람	사람	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
좋아하	좋아하	VV	O
는	는	ETM	O
_	_	_	O
요리	요리	NNG	O
와	와	JC	O
_	_	_	O
이	이	MM	O
_	_	_	O
요리	요리	NNG	O
로	로	JKB	O
_	_	_	O
입	입	NNG	O
소문	소문	NNG	O
_	_	_	O
난	나+ㄴ	VV+ETM	O
_	_	_	O
유명	유명	NNG	O
_	_	_	O
맛집	맛집	NNG	O
을	을	JKO	O
_	_	_	O
선정해서	선정하+여서	VV+EC	O
_	_	_	O
소개하	소개하	VV	O
는	는	ETM	O
_	_	_	O
‘	‘	SS	O
레드	레드	NNG	B-POH
스푼	스푼	NNG	I-POH
5	5	SN	I-POH
’	’	SS	O
를	를	JKO	O
_	_	_	O
시작합니다	시작하+ㅂ니다	VV+EF	O
.	.	SF	O

## 9
## 프로야구 NC는 “이재학은 결백을 주장하고 있으나 사안이 중대해 객관적인 사실관계가 확인될 때까지 1군에서 제외하는 것이 선수를 위한 최선의 조치라 판단했다”고 밝혔다.
## 프로야구 <NC:ORG>는 “<이재학:PER>은 결백을 주장하고 있으나 사안이 중대해 객관적인 사실관계가 확인될 때까지 <1군:ORG>에서 제외하는 것이 선수를 위한 최선의 조치라 판단했다”고 밝혔다.
프로	프로	NNG	O
야구	야구	NNG	O
_	_	_	O
NC	NC	SL	B-ORG
는	는	JX	O
_	_	_	O
“	“	SS	O
이재학	이재학	NNP	B-PER
은	은	JX	O
_	_	_	O
결백	결백	NNG	O
을	을	JKO	O
_	_	_	O
주장하	주장하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
으나	으나	EC	O
_	_	_	O
사안	사안	NNG	O
이	이	JKS	O
_	_	_	O
중대	중대	NNG	O
해	해	NNG	O
_	_	_	O
객관적	객관적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
사실	사실	NNG	O
관계	관계	NNG	O
가	가	JKS	O
_	_	_	O
확인될	확인되+ㄹ	VV+ETM	O
_	_	_	O
때	때	NNG	O
까지	까지	JX	O
_	_	_	O
1	1	SN	B-ORG
군	군	NNG	I-ORG
에서	에서	JKB	O
_	_	_	O
제외하	제외하	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
이	이	JKS	O
_	_	_	O
선수	선수	NNG	O
를	를	JKO	O
_	_	_	O
위한	위하+ㄴ	VV+ETM	O
_	_	_	O
최선	최선	NNG	O
의	의	JKG	O
_	_	_	O
조치	조치+이	NNG+VCP	O
라	라	EC	O
_	_	_	O
판단	판단하	VV	O
했	였	EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 롯데건설 관계자는 “고덕 재건축단지는 서울에 조성하는 신도시급 지역으로 강남과 이어지는 입지여건 때문에 미래 가치가 높다.
## <롯데건설:ORG> 관계자는 “<고덕:LOC> 재건축단지는 <서울:LOC>에 조성하는 신도시급 지역으로 <강남:LOC>과 이어지는 입지여건 때문에 미래 가치가 높다.
롯데건설	롯데건설	NNP	B-ORG
_	_	_	O
관계자	관계자	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
고덕	고덕	NNP	B-LOC
_	_	_	O
재건축	재건축	NNG	O
단지	단지	NNG	O
는	는	JX	O
_	_	_	O
서울	서울	NNP	B-LOC
에	에	JKB	O
_	_	_	O
조성하	조성하	VV	O
는	는	ETM	O
_	_	_	O
신도시	신도시	NNG	O
급	급	NNG	O
_	_	_	O
지역	지역	NNG	O
으로	으로	JKB	O
_	_	_	O
강남	강남	NNP	B-LOC
과	과	JKB	O
_	_	_	O
이어지	이어지	VV	O
는	는	ETM	O
_	_	_	O
입지	입지	NNG	O
여건	여건	NNG	O
_	_	_	O
때문	때문	NNB	O
에	에	JKB	O
_	_	_	O
미래	미래	NNG	O
_	_	_	O
가치	가치	NNG	O
가	가	JKS	O
_	_	_	O
높	높	VA	O
다	다	EF	O
.	.	SF	O

## 11
## 하지만 김구라는 빚 17억 원이 다가 아니었다며 “17억 원 빚과 별개로 집에 가압류가 들어왔다”고 설명했다.
## 하지만 <김구라:PER>는 빚 <17억 원:MNY>이 다가 아니었다며 “<17억 원:MNY> 빚과 별개로 집에 가압류가 들어왔다”고 설명했다.
하지만	하지만	MAJ	O
_	_	_	O
김구	김구+이	NNP+VCP	B-PER
라는	라는	ETM	O
_	_	_	O
빚	빚	NNG	O
_	_	_	O
17	17	SN	B-MNY
억	억	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
이	이	JKS	O
_	_	_	O
다	다	NNG	O
가	가	JKC	O
_	_	_	O
아니	아니	VCN	O
었	었	EP	O
다	다	EC	O
며	며	EC	O
_	_	_	O
“	“	SS	O
17	17	SN	B-MNY
억	억	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
_	_	_	O
빚	빚	NNG	O
과	과	JC	O
_	_	_	O
별개	별개	NNG	O
로	로	JKB	O
_	_	_	O
집	집	NNG	O
에	에	JKB	O
_	_	_	O
가압류	가압류	NNG	O
가	가	JKS	O
_	_	_	O
들어	들어오	VV	O
왔	았	EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
설명	설명하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 12
## ■ 세종사이버대세종사이버대는 6월 1일부터 7월 2일까지 2015학년도 후기 신입생·편입생을 모집한다.
## ■ <세종사이버대:ORG><세종사이버대:ORG>는 <6월 1일부터 7월 2일까지:DUR> <2015학년:DUR>도 후기 신입생·편입생을 모집한다.
■	■	SW	O
_	_	_	O
세종	세종	NNP	B-ORG
사이버	사이버	NNG	I-ORG
대	대	NNG	I-ORG
세종	세종	NNP	B-ORG
사이버	사이버	NNG	I-ORG
대	대	NNG	I-ORG
는	는	JX	O
_	_	_	O
6	6	SN	B-DUR
월	월	NNB	I-DUR
_	_	_	I-DUR
1	1	SN	I-DUR
일	일	NNB	I-DUR
부터	부터	JX	I-DUR
_	_	_	I-DUR
7	7	SN	I-DUR
월	월	NNB	I-DUR
_	_	_	I-DUR
2	2	SN	I-DUR
일	일	NNB	I-DUR
까지	까지	JX	I-DUR
_	_	_	O
2015	2015	SN	B-DUR
학년도	학년도	NNG	O
_	_	_	O
후기	후기	NNG	O
_	_	_	O
신입생	신입생	NNG	O
·	·	SP	O
편입생	편입생	NNG	O
을	을	JKO	O
_	_	_	O
모집한다	모집하+ㄴ다	VV+EF	O
.	.	SF	O

