## 1
## 영국 BBC방송은 “새로 선출된 총리는 누구도 부러워하지 않은 미결 서류함을 들고 있다”고 표현했다.
## <영국 BBC방송:ORG>은 “새로 선출된 총리는 누구도 부러워하지 않은 미결 서류함을 들고 있다”고 표현했다.
영국	영국	NNP	B-ORG
_	_	_	O
입법	입법	NNG	O
과	과	JC	O
_	_	_	O
시중	시중	NNG	O
_	_	_	O
은행	은행	NNG	O
_	_	_	O
자본	자본	NNG	O
확충	확충	NNG	O
,	,	SP	O
_	_	_	O
내년	내년	NNG	O
_	_	_	O
예산안	예산안	NNG	O
_	_	_	O
편성	편성	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
험난한	험난하+ㄴ	VA+ETM	O
_	_	_	O
과제	과제	NNG	O
를	를	JKO	O
_	_	_	O
앞두	앞두	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
어서	어서+이	EC+VCP	O
다	다	EF	O
.	.	SF	O

## 3
## 하지만 원내 8개 당 중 극우인 새벽당(18석)과 공산당 계열인 KKE(15석)을 빼곤 긴축안의 필요성을 인정한다는 점이 위로가 될 수 있다.
## 하지만 원내 <8개:NOH> 당 중 극우인 <새벽당:ORG>(<18석:POH>)과 공산당 계열인 <KKE:ORG>(<15석:POH>)을 빼곤 긴축안의 필요성을 인정한다는 점이 위로가 될 수 있다.
하지만	하지만	MAJ	O
_	_	_	O
원내	원내	NNG	O
_	_	_	O
8	8	SN	B-NOH
개	개	NNB	I-NOH
_	_	_	O
당	당	NNG	O
_	_	_	O
중	중	NNP	O
_	_	_	O
극우	극우	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
새벽	새벽	NNG	B-ORG
당	당	XSN	I-ORG
(	(	SS	O
18	18	SN	B-POH
석	석	NNB	I-POH
)	)	SS	O
과	과	JKB	O
_	_	_	O
공산당	공산당	NNP	O
_	_	_	O
계열	계열	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
KKE	KKE	SL	B-ORG
(	(	SS	O
15	15	SN	B-POH
석	석	NNB	I-POH
)	)	SS	O
을	을	JKO	O
_	_	_	O
빼	빼	VV	O
곤	곤	EC	O
_	_	_	O
긴축	긴축	NNG	O
안	안	NNG	O
의	의	JKG	O
_	_	_	O
필요성	필요성	NNG	O
을	을	JKO	O
_	_	_	O
인정한다는	인정하+ㄴ다는	VV+ETM	O
_	_	_	O
점	점	NNG	O
이	이	JKS	O
_	_	_	O
위로	위로	NNG	O
가	가	JKC	O
_	_	_	O
될	되+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 4
## 자기들끼리 눈빛을 주고받더니 파란색 추리닝을 입은 남자 하나가 내게 옆으로 오라고 손짓을 했다.
## 자기들끼리 눈빛을 주고받더니 파란색 추리닝을 입은 남자 <하나:NOH>가 내게 옆으로 오라고 손짓을 했다.
자기	자기	NP	O
들	들	XSN	O
끼리	끼리	XSN	O
_	_	_	O
눈빛	눈빛	NNG	O
을	을	JKO	O
_	_	_	O
주고받	주고받	VV	O
더니	더니	EC	O
_	_	_	O
파란색	파란색	NNG	O
_	_	_	O
추리닝	추리닝	NNG	O
을	을	JKO	O
_	_	_	O
입	입	VV	O
은	은	ETM	O
_	_	_	O
남자	남자	NNG	O
_	_	_	O
하나	하나	NNG	B-NOH
가	가	JKS	O
_	_	_	O
내게	나+에게	NP+JKB	O
_	_	_	O
옆	옆	NNG	O
으로	으로	JKB	O
_	_	_	O
오	오	VV	O
라고	라고	EC	O
_	_	_	O
손짓	손짓	NNG	O
을	을	JKO	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 5
## ‘e편한세상 용인 한숲시티’는 동탄2신도시 시범지구와 비교해도 부족함 없는 신도시급 대단지 아파트로 조성된다.
## ‘<e편한세상:POH> <용인:LOC> <한숲시티:LOC>’는 <동탄2신도시:LOC> <시범지구:LOC>와 비교해도 부족함 없는 신도시급 대단지 아파트로 조성된다.
‘	‘	SS	O
e	e	SL	B-POH
편한세상	편한세상	NNG	I-POH
_	_	_	O
용인	용인	NNP	B-LOC
_	_	_	O
한	한	MM	B-LOC
숲	숲	NNG	I-LOC
시티	시티	NNG	I-LOC
’	’	SS	O
는	는	JX	O
_	_	_	O
동탄	동탄	NNP	B-LOC
2	2	SN	I-LOC
신도시	신도시	NNG	I-LOC
_	_	_	O
시범	시범	NNG	B-LOC
지구	지구	NNG	I-LOC
와	와	JC	O
_	_	_	O
비교해도	비교하+여도	VV+EC	O
_	_	_	O
부족함	부족하+ㅁ	VA+ETN	O
_	_	_	O
없	없	VA	O
는	는	ETM	O
_	_	_	O
신도시	신도시	NNG	O
급	급	NNG	O
_	_	_	O
대	대	XPN	O
단지	단지	NNG	O
_	_	_	O
아파트	아파트	NNG	O
로	로	JKB	O
_	_	_	O
조성된다	조성되+ㄴ다	VV+EF	O
.	.	SF	O

## 6
## 전북 군산에서는 총 6400여 가구의 도시개발사업인 디오션시티가 오는 10월 첫 아파트 ‘군산 디오션시티푸르지오’ 1400가구의 분양을 시작으로 본격 개발에 돌입한다.
## <전북:LOC> <군산:LOC>에서는 총 <6400여 가구:NOH>의 도시개발사업인 <디오션시티:ORG>가 오는 <10월:DAT> <첫:NOH> 아파트 ‘<군산:LOC> <디오션시티푸르지오:LOC>’ <1400가구:NOH>의 분양을 시작으로 본격 개발에 돌입한다.
전북	전북	NNP	B-LOC
_	_	_	O
군산	군산	NNP	B-LOC
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
총	총	MM	O
_	_	_	O
6400	6400	SN	B-NOH
여	여	XSN	I-NOH
_	_	_	I-NOH
가구	가구	NNG	I-NOH
의	의	JKG	O
_	_	_	O
도시	도시	NNG	O
개발	개발	NNG	O
사업	사업	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
디	디	NNG	B-ORG
오션	오션	NNG	I-ORG
시티	시티	NNG	I-ORG
가	가	JKS	O
_	_	_	O
오	오	VV	O
는	는	ETM	O
_	_	_	O
10	10	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
첫	첫	MM	B-NOH
_	_	_	O
아파트	아파트	NNG	O
_	_	_	O
‘	‘	SS	O
군산	군산	NNP	B-LOC
_	_	_	O
디	디	NNG	B-LOC
오션	오션	NNG	I-LOC
시티	시티	NNG	I-LOC
푸르지오	푸르지오	NNP	I-LOC
’	’	SS	O
_	_	_	O
1400	1400	SN	B-NOH
가구	가구	NNG	I-NOH
의	의	JKG	O
_	_	_	O
분양	분양	NNG	O
을	을	JKO	O
_	_	_	O
시작	시작	NNG	O
으로	으로	JKB	O
_	_	_	O
본격	본격	NNG	O
_	_	_	O
개발	개발	NNG	O
에	에	JKB	O
_	_	_	O
돌입한다	돌입하+ㄴ다	VV+EF	O
.	.	SF	O

## 7
## 대전 유성구청 구민봉사실 직원들이 19일 사무실에서 민원인들에게 90도로 고개 숙여 인사하는 연습을 하고 있다.
## <대전:LOC> <유성구청 구민봉사실:ORG> 직원들이 <19일:DAT> 사무실에서 민원인들에게 <90도:NOH>로 고개 숙여 인사하는 연습을 하고 있다.
대전	대전	NNP	B-LOC
_	_	_	O
유성구청	유성구청	NNP	B-ORG
_	_	_	I-ORG
구민	구민	NNG	I-ORG
봉사	봉사	NNG	I-ORG
실	실	XSN	I-ORG
_	_	_	O
직원	직원	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
19	19	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
사무실	사무실	NNG	O
에서	에서	JKB	O
_	_	_	O
민원인	민원인	NNG	O
들	들	XSN	O
에게	에게	JKB	O
_	_	_	O
90	90	SN	B-NOH
도	도	NNB	I-NOH
로	로	JKB	O
_	_	_	O
고개	고개	NNG	O
_	_	_	O
숙	숙이	VV	O
여	어	EC	O
_	_	_	O
인사하	인사하	VV	O
는	는	ETM	O
_	_	_	O
연습	연습	NNG	O
을	을	JKO	O
_	_	_	O
하	하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 8
## 경기 김포 한강신도시에 고품격 전원생활을 누릴 수 있는 중소형 타운하우스 ‘골든브릿지힐’이 공급된다.
## <경기:LOC> <김포:LOC> <한강신도시:LOC>에 고품격 전원생활을 누릴 수 있는 중소형 타운하우스 ‘<골든브릿지힐:POH>’이 공급된다.
경기	경기	NNP	B-LOC
_	_	_	O
김포	김포	NNP	B-LOC
_	_	_	O
한강신도시	한강신도시	NNP	B-LOC
에	에	JKB	O
_	_	_	O
고품격	고품격	NNG	O
_	_	_	O
전원생활	전원생활	NNG	O
을	을	JKO	O
_	_	_	O
누릴	누리+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
중소형	중소형	NNG	O
_	_	_	O
타운	타운	NNG	O
하우스	하우스	NNG	O
_	_	_	O
‘	‘	SS	O
골든	골든	NNG	B-POH
브릿지	브릿지	NNG	I-POH
힐	힐	NNG	I-POH
’	’	SS	O
이	이	JKS	O
_	_	_	O
공급된다	공급되+ㄴ다	VV+EF	O
.	.	SF	O

## 9
## 2.38% 오른 수치다.
## <2.38%:PNT> 오른 수치다.
2.38	2.38	SN	B-PNT
%	%	SW	I-PNT
_	_	_	O
오른	오르+ㄴ	VV+ETM	O
_	_	_	O
수치	수치+이	NNG+VCP	O
다	다	EF	O
.	.	SF	O

## 10
## 하반기에도 주택거래량과 주택가격, 신규분양 등 이른바 ‘트리플’ 강세가 유지될것으로 예상하고 있다.
## 하반기에도 주택거래량과 주택가격, 신규분양 등 이른바 ‘<트리플:NOH>’ 강세가 유지될것으로 예상하고 있다.
하반기	하반기	NNG	O
에	에	JKB	O
도	도	JX	O
_	_	_	O
주택	주택	NNG	O
거래량	거래량	NNG	O
과	과	JC	O
_	_	_	O
주택	주택	NNG	O
가격	가격	NNG	O
,	,	SP	O
_	_	_	O
신규	신규	NNG	O
분양	분양	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
이른바	이른바	MAG	O
_	_	_	O
‘	‘	SS	O
트리플	트리플	NNG	B-NOH
’	’	SS	O
_	_	_	O
강세	강세	NNG	O
가	가	JKS	O
_	_	_	O
유지될	유지되+ㄹ	VV+ETM	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
예상하	예상하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 11
## 기준 금리가 1%대로 하향하면서 은행에 묶여있던 자금이 부동산 시장으로 유입되면서 분양현장의 견본주택에는 수요자들의 발길이 이어지고 있다.
## 기준 금리가 <1%:PNT>대로 하향하면서 은행에 묶여있던 자금이 부동산 시장으로 유입되면서 분양현장의 견본주택에는 수요자들의 발길이 이어지고 있다.
기준	기준	NNG	O
_	_	_	O
금리	금리	NNG	O
가	가	JKS	O
_	_	_	O
1	1	SN	B-PNT
%	%	SW	I-PNT
대	대	XSN	O
로	로	JKB	O
_	_	_	O
하향	하향	NNG	O
하	하	XSV	O
면서	면서	EC	O
_	_	_	O
은행	은행	NNG	O
에	에	JKB	O
_	_	_	O
묶	묶이	VV	O
여	어	EC	O
있	있	VX	O
던	던	ETM	O
_	_	_	O
자금	자금	NNG	O
이	이	JKS	O
_	_	_	O
부동산	부동산	NNG	O
_	_	_	O
시장	시장	NNG	O
으로	으로	JKB	O
_	_	_	O
유입되	유입되	VV	O
면서	면서	EC	O
_	_	_	O
분양	분양	NNG	O
현장	현장	NNG	O
의	의	JKG	O
_	_	_	O
견본	견본	NNG	O
주택	주택	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
수요자	수요자	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
발길	발길	NNG	O
이	이	JKS	O
_	_	_	O
이어지	이어지	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 12
## 특히 분양가상한제를 적용받은 재건축단지의 40평형대는 분양가상한제 폐지로 인한 신규분양 단지의 높아진 분양가와 비교했을 때 낮은 분양가이고 시공사의 특별혜택까지 주어지면서 마감이 임박한 상황이다.
## 특히 분양가상한제를 적용받은 재건축단지의 <40평:NOH>형대는 분양가상한제 폐지로 인한 신규분양 단지의 높아진 분양가와 비교했을 때 낮은 분양가이고 시공사의 특별혜택까지 주어지면서 마감이 임박한 상황이다.
특히	특히	MAG	O
_	_	_	O
분양가	분양가	NNG	O
상한	상한	NNG	O
제	제	XSN	O
를	를	JKO	O
_	_	_	O
적용	적용	NNG	O
받	받	VV	O
은	은	ETM	O
_	_	_	O
재건축	재건축	NNG	O
단지	단지	NNG	O
의	의	JKG	O
_	_	_	O
40	40	SN	B-NOH
평	평	NNB	I-NOH
형	형	XSN	O
대	대	XSN	O
는	는	JX	O
_	_	_	O
분양가	분양가	NNG	O
상한	상한	NNG	O
제	제	XPN	O
_	_	_	O
폐지	폐지	NNG	O
로	로	JKB	O
_	_	_	O
인한	인하+ㄴ	VV+ETM	O
_	_	_	O
신규	신규	NNG	O
분양	분양	NNG	O
_	_	_	O
단지	단지	NNG	O
의	의	JKG	O
_	_	_	O
높아진	높아지+ㄴ	VV+ETM	O
_	_	_	O
분양가	분양가	NNG	O
와	와	JKB	O
_	_	_	O
비교	비교하	VV	O
했	였	EP	O
을	을	ETM	O
_	_	_	O
때	때	NNG	O
_	_	_	O
낮	낮	VA	O
은	은	ETM	O
_	_	_	O
분양가	분양가	NNG	O
이	이	VCP	O
고	고	EC	O
_	_	_	O
시공	시공	NNG	O
사	사	XSN	O
의	의	JKG	O
_	_	_	O
특별	특별	NNG	O
혜택	혜택	NNG	O
까지	까지	JX	O
_	_	_	O
주어지	주어지	VV	O
면서	면서	EC	O
_	_	_	O
마감	마감	NNG	O
이	이	JKS	O
_	_	_	O
임박한	임박하+ㄴ	VV+ETM	O
_	_	_	O
상황	상황	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 13
## 실제 국토부가 강남권 4개 재건축 사업장을 시물레이션 한 결과 분양가상한제 폐지로 조합원 부담금을 평균 9.7% 줄어드는 것으로 나타났다.
## 실제 <국토부:ORG>가 <강남:LOC>권 <4개:NOH> 재건축 사업장을 시물레이션 한 결과 분양가상한제 폐지로 조합원 부담금을 평균 <9.7%:PNT> 줄어드는 것으로 나타났다.
실제	실제	NNG	O
_	_	_	O
국토	국토	NNG	B-ORG
부	부	NNG	I-ORG
가	가	JKS	O
_	_	_	O
강남	강남	NNP	B-LOC
권	권	XSN	O
_	_	_	O
4	4	SN	B-NOH
개	개	NNB	I-NOH
_	_	_	O
재건축	재건축	NNG	O
_	_	_	O
사업장	사업장	NNG	O
을	을	JKO	O
_	_	_	O
시물	시물	NNG	O
레이션	레이션	NNG	O
_	_	_	O
한	한	MM	O
_	_	_	O
결과	결과	NNG	O
_	_	_	O
분양가	분양가	NNG	O
상한	상한	NNG	O
제	제	XPN	O
_	_	_	O
폐지	폐지	NNG	O
로	로	JKB	O
_	_	_	O
조합원	조합원	NNG	O
_	_	_	O
부담금	부담금	NNG	O
을	을	JKO	O
_	_	_	O
평균	평균	NNG	O
_	_	_	O
9.7	9.7	SN	B-PNT
%	%	SW	I-PNT
_	_	_	O
줄어드	줄어들	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
나타났	나타나+았	VV+EP	O
다	다	EF	O
.	.	SF	O

## 14
## ‘김현수를 절망에 빠뜨려 다시 한국으로 돌아가지 않곤 못 배기게 만드는’ 고사작전이 벌어질 개연성도 없지 않았다.
## ‘<김현수:PER>를 절망에 빠뜨려 다시 <한국:LOC>으로 돌아가지 않곤 못 배기게 만드는’ 고사작전이 벌어질 개연성도 없지 않았다.
‘	‘	SS	O
김현수	김현수	NNP	B-PER
를	를	JKO	O
_	_	_	O
절망	절망	NNG	O
에	에	JKB	O
_	_	_	O
빠뜨려	빠뜨리+어	VV+EC	O
_	_	_	O
다시	다시	MAG	O
_	_	_	O
한국	한국	NNP	B-LOC
으로	으로	JKB	O
_	_	_	O
돌아가	돌아가	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
곤	곤	EC	O
_	_	_	O
못	못	MAG	O
_	_	_	O
배기	배기	VV	O
게	게	EC	O
_	_	_	O
만드	만들	VV	O
는	는	ETM	O
’	’	SS	O
_	_	_	O
고사	고사	NNG	O
작전	작전	NNG	O
이	이	JKS	O
_	_	_	O
벌어질	벌어지+ㄹ	VV+ETM	O
_	_	_	O
개연성	개연성	NNG	O
도	도	JX	O
_	_	_	O
없	없	VA	O
지	지	EC	O
_	_	_	O
않	않	VX	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 15
## ▽프로농구 △LG-KGC(19시·창원·MBC스포츠플러스, SBS스포츠)
## ▽프로농구 △<LG:ORG>-<KGC:ORG>(<19시:TIM>·<창원:LOC>·<MBC스포츠플러스:POH>, <SBS스포츠:POH>)
▽	▽	SW	O
프로	프로	NNG	O
농구	농구	NNG	O
_	_	_	O
△	△	SW	O
LG	LG	SL	B-ORG
-	-	SO	O
KGC	KGC	SL	B-ORG
(	(	SS	O
19	19	SN	B-TIM
시	시	NNB	I-TIM
·	·	SP	O
창원	창원	NNP	B-LOC
·	·	SP	O
MBC	MBC	SL	B-POH
스포츠	스포츠	NNG	I-POH
플러스	플러스	NNG	I-POH
,	,	SP	O
_	_	_	O
SBS	SBS	SL	B-POH
스포츠	스포츠	NNG	I-POH
)	)	SS	O

## 16
## 하지만 아버지는 부인이 외국인이라는 이유로 박해를 받았고 결국 대학교수 자리까지 빼앗긴 채 북한 사회에서 철저히 고립됐다.
## 하지만 아버지는 부인이 외국인이라는 이유로 박해를 받았고 결국 대학교수 자리까지 빼앗긴 채 <북한:ORG> 사회에서 철저히 고립됐다.
하지만	하지만	MAJ	O
_	_	_	O
아버지	아버지	NNG	O
는	는	JX	O
_	_	_	O
부인	부인	NNG	O
이	이	JKS	O
_	_	_	O
외국인	외국인	NNG	O
이	이	VCP	O
라는	라는	ETM	O
_	_	_	O
이유	이유	NNG	O
로	로	JKB	O
_	_	_	O
박해	박해	NNG	O
를	를	JKO	O
_	_	_	O
받	받	VV	O
았	았	EP	O
고	고	EC	O
_	_	_	O
결국	결국	NNG	O
_	_	_	O
대학	대학	NNG	O
교수	교수	NNG	O
_	_	_	O
자리	자리	NNG	O
까지	까지	JX	O
_	_	_	O
빼앗긴	빼앗기+ㄴ	VV+ETM	O
_	_	_	O
채	채	NNB	O
_	_	_	O
북한	북한	NNP	B-ORG
_	_	_	O
사회	사회	NNG	O
에서	에서	JKB	O
_	_	_	O
철저히	철저히	MAG	O
_	_	_	O
고립	고립되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 17
## 임대가격은 시간당 1만~10만원 정도다.
## 임대가격은 시간당 <1만:MNY>~<10만원:MNY> 정도다.
임대	임대	NNG	O
가격	가격	NNG	O
은	은	JX	O
_	_	_	O
시간	시간	NNG	O
당	당	XSN	O
_	_	_	O
1	1	SN	B-MNY
만	만	NR	I-MNY
~	~	SO	O
10	10	SN	B-MNY
만	만	NR	I-MNY
원	원	NNB	I-MNY
_	_	_	O
정도	정도+이	NNG+VCP	O
다	다	EF	O
.	.	SF	O

