## 1
## 도로공사 측은 이날 고속도로 통행량이 지난해 광복절 연휴 첫날(15일·금요일)보다 16% 증가했지만 정체의 길이는 감소했다고 밝혔다.
## <도로공사:ORG> 측은 이날 고속도로 통행량이 지난해 <광복절:DAT> 연휴 첫날(<15일:DAT>·<금요일:DAT>)보다 <16%:PNT> 증가했지만 정체의 길이는 감소했다고 밝혔다.
도로	도로	NNG	B-ORG
오	오	VX	O
는	는	ETM	O
_	_	_	O
판	판	NNG	O
을	을	JKO	O
_	_	_	O
끼	끼우	VV	O
워	어	EC	O
넣	넣	VV	O
는다	는다	EF	O
.	.	SF	O

## 3
## 13일 영국 런던 화이트하트레인에서 끝난 토트넘 홋스퍼와 밀월 FC의 잉글랜드축구협회(FA)컵 8강전은 ‘측면 지배자’ 손흥민의 가치를 확인할 수 있는 무대였다.
## <13일:DAT> <영국 런던 화이트하트레인:LOC>에서 끝난 <토트넘 홋스퍼:ORG>와 <밀월 FC:ORG>의 <잉글랜드축구협회:ORG>(FA)컵 <8강:NOH>전은 ‘측면 지배자’ <손흥민:PER>의 가치를 확인할 수 있는 무대였다.
13	13	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
영국	영국	NNP	B-LOC
_	_	_	I-LOC
런던	런던	NNP	I-LOC
_	_	_	I-LOC
화이트하트레인	화이트하트레인	NNP	I-LOC
에서	에서	JKB	O
_	_	_	O
끝난	끝나+ㄴ	VV+ETM	O
_	_	_	O
토트넘	토트넘	NNP	B-ORG
_	_	_	I-ORG
홋스퍼	홋스퍼	NNG	I-ORG
와	와	JC	O
_	_	_	O
밀월	밀월	NNG	B-ORG
_	_	_	I-ORG
FC	FC	SL	I-ORG
의	의	JKG	O
_	_	_	O
잉글랜드축구협회	잉글랜드축구협회	NNP	B-ORG
(	(	SS	O
FA	FA	SL	O
)	)	SS	O
컵	컵	NNG	O
_	_	_	O
8	8	SN	B-NOH
강	강	NNG	I-NOH
전	전	XSN	O
은	은	JX	O
_	_	_	O
‘	‘	SS	O
측면	측면	NNG	O
_	_	_	O
지배자	지배자	NNG	O
’	’	SS	O
_	_	_	O
손흥민	손흥민	NNP	B-PER
의	의	JKG	O
_	_	_	O
가치	가치	NNG	O
를	를	JKO	O
_	_	_	O
확인할	확인하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
무대	무대+이	NNG+VCP	O
였	었	EP	O
다	다	EF	O
.	.	SF	O

## 4
## 이를 통해 대기업 쪽 부품을 전담하게 된 것. 한영피엔에스가 삼성전자 쪽의 부품을 담당했고, 한영정공은 동부 대우전자 쪽 부품을 담당하게 되었다.
## 이를 통해 대기업 쪽 부품을 전담하게 된 것. <한영피엔에스:ORG>가 <삼성전자:ORG> 쪽의 부품을 담당했고, <한영정공:ORG>은 <동부 대우전자:ORG> 쪽 부품을 담당하게 되었다.
이	이	NP	O
를	를	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
대기업	대기업	NNG	O
_	_	_	O
쪽	쪽	NNB	O
_	_	_	O
부품	부품	NNG	O
을	을	JKO	O
_	_	_	O
전담하	전담하	VV	O
게	게	EC	O
_	_	_	O
된	되+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
.	.	SF	O
_	_	_	O
한	한	NNP	B-ORG
영피	영피	VV	I-ORG
엔에스	엔에스	NNP	I-ORG
가	가	JKS	O
_	_	_	O
삼성전자	삼성전자	NNP	B-ORG
_	_	_	O
쪽	쪽	NNB	O
의	의	JKG	O
_	_	_	O
부품	부품	NNG	O
을	을	JKO	O
_	_	_	O
담당	담당하	VV	O
했	였	EP	O
고	고	EC	O
,	,	SP	O
_	_	_	O
한영	한영	NNP	B-ORG
정공	정공	NNG	I-ORG
은	은	JX	O
_	_	_	O
동부	동부	NNP	B-ORG
_	_	_	I-ORG
대우전자	대우전자	NNP	I-ORG
_	_	_	O
쪽	쪽	NNB	O
_	_	_	O
부품	부품	NNG	O
을	을	JKO	O
_	_	_	O
담당하	담당하	VV	O
게	게	EC	O
_	_	_	O
되	되	VV	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 5
## BCT 응시 학생들을 대상으로 베이징에서 중국어 캠프를 운용하고, 베이징의 대외경제무역대학과 강의 프로그램도 운영한다.
## <BCT:POH> 응시 학생들을 대상으로 <베이징:LOC>에서 <중국:ORG>어 캠프를 운용하고, <베이징:LOC>의 대외경제무역대학과 강의 프로그램도 운영한다.
BCT	BCT	SL	B-POH
_	_	_	O
응시	응시	NNG	O
_	_	_	O
학생	학생	NNG	O
들	들	XSN	O
을	을	JKO	O
_	_	_	O
대상	대상	NNG	O
으로	으로	JKB	O
_	_	_	O
베이징	베이징	NNP	B-LOC
에서	에서	JKB	O
_	_	_	O
중국어	중국어	NNP	O
_	_	_	O
캠프	캠프	NNG	O
를	를	JKO	O
_	_	_	O
운용하	운용하	VV	O
고	고	EC	O
,	,	SP	O
_	_	_	O
베이징	베이징	NNP	B-LOC
의	의	JKG	O
_	_	_	O
대외	대외	NNG	O
경제	경제	NNG	O
무역	무역	NNG	O
대학	대학	NNG	O
과	과	JC	O
_	_	_	O
강의	강의	NNG	O
_	_	_	O
프로그램	프로그램	NNG	O
도	도	JX	O
_	_	_	O
운영한다	운영하+ㄴ다	VV+EF	O
.	.	SF	O

## 6
## 2위(박혁수, 국우석)는 2711표를 얻는데 그쳤다.
## <2위:NOH>(<박혁수:PER>, <국우석:ORG>)는 <2711표:NOH>를 얻는데 그쳤다.
2	2	SN	B-NOH
위	위	NNB	I-NOH
(	(	SS	O
박혁수	박혁수	NNP	B-PER
,	,	SP	O
_	_	_	O
국우석	국우석	NNP	B-ORG
)	)	SS	O
는	는	JX	O
_	_	_	O
2711	2711	SN	B-NOH
표	표	NNG	I-NOH
를	를	JKO	O
_	_	_	O
얻	얻	VV	O
는	는	ETM	O
데	데	NNB	O
_	_	_	O
그	그치	VV	O
쳤	었	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 모터쇼 기간에 자동차 디자인을 주제로 카를로 팔라자니(전 페라리 디자이너), 데일 해로우(영국왕립예술학교 자동차디자인학장) 등이 참여하는 ‘CAR IS ART’ 국제 컨퍼런스가 열린다.
## 모터쇼 기간에 자동차 디자인을 주제로 <카를로 팔라자니:PER>(전 <페라리:ORG> 디자이너), <데일 해로우:PER>(<영국왕립예술학교 자동차디자인학장:ORG>) 등이 참여하는 ‘<CAR IS ART:POH>’ 국제 컨퍼런스가 열린다.
모터쇼	모터쇼	NNG	O
_	_	_	O
기간	기간	NNG	O
에	에	JKB	O
_	_	_	O
자동차	자동차	NNG	O
_	_	_	O
디자인	디자인	NNG	O
을	을	JKO	O
_	_	_	O
주제	주제	NNG	O
로	로	JKB	O
_	_	_	O
카를로	카를로	NNP	B-PER
_	_	_	I-PER
팔	팔	VV	I-PER
라	라	EC	I-PER
자니	자니	EF	I-PER
(	(	SS	O
전	전	NNP	O
_	_	_	O
페라리	페라리	NNP	B-ORG
_	_	_	O
디자이너	디자이너	NNG	O
)	)	SS	O
,	,	SP	O
_	_	_	O
데일	데일	NNP	B-PER
_	_	_	I-PER
해로우	해로우	NNP	I-PER
(	(	SS	O
영국	영국	NNP	B-ORG
왕립	왕립	NNG	I-ORG
예술	예술	NNG	I-ORG
학교	학교	NNG	I-ORG
_	_	_	I-ORG
자동차	자동차	NNG	I-ORG
디자인	디자인	NNG	I-ORG
학장	학장	NNG	I-ORG
)	)	SS	O
_	_	_	O
등	등	NNB	O
이	이	JKS	O
_	_	_	O
참여하	참여하	VV	O
는	는	ETM	O
_	_	_	O
‘	‘	SS	O
CAR	CAR	SL	B-POH
_	_	_	I-POH
IS	IS	SL	I-POH
_	_	_	I-POH
ART	ART	SL	I-POH
’	’	SS	O
_	_	_	O
국제	국제	NNG	O
_	_	_	O
컨퍼런스	컨퍼런스	NNG	O
가	가	JKS	O
_	_	_	O
열린다	열리+ㄴ다	VV+EF	O
.	.	SF	O

## 8
## 인간의 역사 내내 중요한 과제였던 이 주제를 토의하기 위해 미국 최고의 학자와 정치인들이 한자리에 모였다.
## 인간의 역사 내내 중요한 과제였던 이 주제를 토의하기 위해 <미국:ORG> 최고의 학자와 정치인들이 <한자리:NOH>에 모였다.
인간	인간	NNG	O
의	의	JKG	O
_	_	_	O
역사	역사	NNG	O
_	_	_	O
내내	내내	MAG	O
_	_	_	O
중요한	중요하+ㄴ	VA+ETM	O
_	_	_	O
과제	과제+이	NNG+VCP	O
였	었	EP	O
던	던	ETM	O
_	_	_	O
이	이	MM	O
_	_	_	O
주제	주제	NNG	O
를	를	JKO	O
_	_	_	O
토의하	토의하	VV	O
기	기	ETN	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
미국	미국	NNP	B-ORG
_	_	_	O
최고	최고	NNG	O
의	의	JKG	O
_	_	_	O
학자	학자	NNG	O
와	와	JC	O
_	_	_	O
정치인	정치인	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
한자리	한자리	NNG	B-NOH
에	에	JKB	O
_	_	_	O
모	모이	VV	O
였	었	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 18일 SBS ‘힐링캠프, 기쁘지 아니한가’(이하 ‘힐링캠프’)에서는 ‘각시탈’ ‘식객’ ‘타짜’ 등 수많은 히트작을 탄생시킨 만화가 허영만과 허영만의 문하생으로 만화계에 입문해 ‘이끼’ ‘내부자들’ ‘미생’을 그린 만화가 윤태호가 게스트로 출연해 이야기를 나눴다.
## <18일:DAT> <SBS:POH> ‘<힐링캠프, 기쁘지 아니한가:POH>’(이하 ‘<힐링캠프:POH>’)에서는 ‘<각시탈:POH>’ ‘<식객:POH>’ ‘<타짜:POH>’ 등 수많은 히트작을 탄생시킨 만화가 <허영만:PER>과 <허영만:PER>의 문하생으로 만화계에 입문해 ‘<이끼:POH>’ ‘<내부자들:POH>’ ‘<미생:POH>’을 그린 만화가 <윤태호:PER>가 게스트로 출연해 이야기를 나눴다.
18	18	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
SBS	SBS	SL	B-POH
_	_	_	O
‘	‘	SS	O
힐링	힐링	NNG	B-POH
캠프	캠프	NNG	I-POH
,	,	SP	I-POH
_	_	_	I-POH
기쁘	기쁘	VA	I-POH
지	지	EC	I-POH
_	_	_	I-POH
아니한가	아니하+ㄴ가	VX+EF	I-POH
’	’	SS	O
(	(	SS	O
이하	이하	NNG	O
_	_	_	O
‘	‘	SS	O
힐링	힐링	NNG	B-POH
캠프	캠프	NNG	I-POH
’	’	SS	O
)	)	SS	O
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
‘	‘	SS	O
각시	각시	NNG	B-POH
탈	탈	NNG	I-POH
’	’	SS	O
_	_	_	O
‘	‘	SS	O
식객	식객	NNP	B-POH
’	’	SS	O
_	_	_	O
‘	‘	SS	O
타짜	타짜	NNG	B-POH
’	’	SS	O
_	_	_	O
등	등	NNB	O
_	_	_	O
수많	수많	VA	O
은	은	ETM	O
_	_	_	O
히트	히트	NNG	O
작	작	XSN	O
을	을	JKO	O
_	_	_	O
탄생	탄생	NNG	O
시킨	시키+ㄴ	XSV+ETM	O
_	_	_	O
만화가	만화가	NNG	O
_	_	_	O
허영만	허영만	NNP	B-PER
과	과	JC	O
_	_	_	O
허영만	허영만	NNP	B-PER
의	의	JKG	O
_	_	_	O
문하생	문하생	NNG	O
으로	으로	JKB	O
_	_	_	O
만화	만화	NNG	O
계	계	XSN	O
에	에	JKB	O
_	_	_	O
입문해	입문하+여	VV+EC	O
_	_	_	O
‘	‘	SS	O
이끼	이끼	NNG	B-POH
’	’	SS	O
_	_	_	O
‘	‘	SS	O
내부	내부	NNG	B-POH
자	자	XSN	I-POH
들	들	XSN	I-POH
’	’	SS	O
_	_	_	O
‘	‘	SS	O
미생	미생	NNG	B-POH
’	’	SS	O
을	을	JKO	O
_	_	_	O
그린	그리+ㄴ	VV+ETM	O
_	_	_	O
만화	만화	NNG	O
가	가	JKS	O
_	_	_	O
윤태호	윤태호	NNP	B-PER
가	가	JKS	O
_	_	_	O
게스트	게스트	NNG	O
로	로	JKB	O
_	_	_	O
출연해	출연하+여	VV+EC	O
_	_	_	O
이야기	이야기	NNG	O
를	를	JKO	O
_	_	_	O
나	나누	VV	O
눴	었	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 황교안 대통령 권한대행 국무총리는 우루과이 인근 남대서양 해양에서 한국인 선원 탑승 화물선이 연락 두절된 사고와 관련해 1일 “우루과이 정부(해경 당국)와 긴밀히 협조해 실종 선박 수색 및 우리 선원 구조가 신속히 이뤄지도록 하라”고 외교부에 지시했다.
## <황교안:PER> 대통령 권한대행 국무총리는 <우루과이:LOC> 인근 <남대서양 해양:LOC>에서 한국인 선원 탑승 화물선이 연락 두절된 사고와 관련해 <1일:DAT> “<우루과이:ORG> 정부(해경 당국)와 긴밀히 협조해 실종 선박 수색 및 우리 선원 구조가 신속히 이뤄지도록 하라”고 <외교부:ORG>에 지시했다.
황교안	황교안	NNP	B-PER
_	_	_	O
대통령	대통령	NNG	O
_	_	_	O
권한	권한	NNG	O
대행	대행	NNG	O
_	_	_	O
국무총리	국무총리	NNG	O
는	는	JX	O
_	_	_	O
우루과이	우루과이	NNP	B-LOC
_	_	_	O
인근	인근	NNG	O
_	_	_	O
남	남	NNG	B-LOC
대서양	대서양	NNP	I-LOC
_	_	_	I-LOC
해양	해양	NNG	I-LOC
에서	에서	JKB	O
_	_	_	O
한국인	한국인	NNG	O
_	_	_	O
선원	선원	NNG	O
_	_	_	O
탑승	탑승	NNG	O
_	_	_	O
화물선	화물선	NNG	O
이	이	JKS	O
_	_	_	O
연락	연락	NNG	O
_	_	_	O
두절된	두절되+ㄴ	VV+ETM	O
_	_	_	O
사고	사고	NNG	O
와	와	JKB	O
_	_	_	O
관련해	관련하+여	VV+EC	O
_	_	_	O
1	1	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
“	“	SS	O
우루과이	우루과이	NNP	B-ORG
_	_	_	O
정부	정부	NNG	O
(	(	SS	O
해경	해경	NNP	O
_	_	_	O
당국	당국	NNG	O
)	)	SS	O
와	와	JKB	O
_	_	_	O
긴밀히	긴밀히	MAG	O
_	_	_	O
협조해	협조하+여	VV+EC	O
_	_	_	O
실종	실종	NNG	O
_	_	_	O
선박	선박	NNG	O
_	_	_	O
수색	수색	NNG	O
_	_	_	O
및	및	MAG	O
_	_	_	O
우리	우리	NP	O
_	_	_	O
선원	선원	NNG	O
_	_	_	O
구조	구조	NNG	O
가	가	JKS	O
_	_	_	O
신속히	신속히	MAG	O
_	_	_	O
이뤄지	이루어지	VV	O
도록	도록	EC	O
_	_	_	O
하	하	VX	O
라	라	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
외교	외교	NNG	B-ORG
부	부	XSN	I-ORG
에	에	JKB	O
_	_	_	O
지시	지시하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 또 “외교부, 해양수산부, 현지 공관 등 관계 부처 합동대책반을 중심으로 사고 수습에 최선을 다해달라”고 주문했다.
## 또 “<외교부:ORG>, <해양수산부:ORG>, 현지 공관 등 관계 부처 합동대책반을 중심으로 사고 수습에 최선을 다해달라”고 주문했다.
또	또	MAG	O
_	_	_	O
“	“	SS	O
외교부	외교부	NNG	B-ORG
,	,	SP	O
_	_	_	O
해양수산부	해양수산부	NNG	B-ORG
,	,	SP	O
_	_	_	O
현지	현지	NNG	O
_	_	_	O
공관	공관	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
관계	관계	NNG	O
_	_	_	O
부처	부처	NNG	O
_	_	_	O
합동	합동	NNG	O
대책	대책	NNG	O
반	반	NNG	O
을	을	JKO	O
_	_	_	O
중심	중심	NNG	O
으로	으로	JKB	O
_	_	_	O
사고	사고	NNG	O
_	_	_	O
수습	수습	NNG	O
에	에	JKB	O
_	_	_	O
최선	최선	NNG	O
을	을	JKO	O
_	_	_	O
다해	다하+여	VV+EC	O
달	달	VX	O
라	라	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
주문	주문하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 외교부는 지난달 26일 브라질에서 출발해 우루과이 인근 해역을 항해 중이던 화물선 ‘스텔라 데이지(Stella Daisy)’호가 같은 달 31일 오후 11시20분쯤(한국시간) 선박 침수 사실을 카카오톡 메시지로 발신한 후 연락 두절된 사건이 발생했다고 이날 밝혔다.
## <외교부:ORG>는 지난달 <26일:DAT> <브라질:LOC>에서 출발해 <우루과이:LOC> 인근 해역을 항해 중이던 화물선 ‘<스텔라 데이지:POH>(<Stella Daisy:POH>)’호가 같은 달 <31일:DAT> <오후 11시20분:TIM>쯤(<한국:LOC>시간) 선박 침수 사실을 <카카오톡:POH> 메시지로 발신한 후 연락 두절된 사건이 발생했다고 이날 밝혔다.
외교	외교	NNG	B-ORG
부	부	XSN	I-ORG
는	는	JX	O
_	_	_	O
지난달	지난달	NNG	O
_	_	_	O
26	26	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
브라질	브라질	NNP	B-LOC
에서	에서	JKB	O
_	_	_	O
출발해	출발하+여	VV+EC	O
_	_	_	O
우루과이	우루과이	NNP	B-LOC
_	_	_	O
인근	인근	NNG	O
_	_	_	O
해역	해역	NNG	O
을	을	JKO	O
_	_	_	O
항해	항해	NNG	O
_	_	_	O
중	중	NNB	O
이	이	VCP	O
던	던	ETM	O
_	_	_	O
화물선	화물선	NNG	O
_	_	_	O
‘	‘	SS	O
스텔라	스텔라	NNP	B-POH
_	_	_	I-POH
데이지	데이지	NNG	I-POH
(	(	SS	O
Stella	Stella	SL	B-POH
_	_	_	I-POH
Daisy	Daisy	SL	I-POH
)	)	SS	O
’	’	SS	O
호	호	XSN	O
가	가	JKS	O
_	_	_	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
달	달	NNG	O
_	_	_	O
31	31	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
오후	오후	NNG	B-TIM
_	_	_	I-TIM
11	11	SN	I-TIM
시	시	NNB	I-TIM
20	20	SN	I-TIM
분	분	NNB	I-TIM
쯤	쯤	XSN	O
(	(	SS	O
한국	한국	NNP	B-LOC
시간	시간	NNG	O
)	)	SS	O
_	_	_	O
선박	선박	NNG	O
_	_	_	O
침수	침수	NNG	O
_	_	_	O
사실	사실	NNG	O
을	을	JKO	O
_	_	_	O
카카오톡	카카오톡	NNP	B-POH
_	_	_	O
메시지	메시지	NNG	O
로	로	JKB	O
_	_	_	O
발신한	발신하+ㄴ	VV+ETM	O
_	_	_	O
후	후	NNG	O
_	_	_	O
연락	연락	NNG	O
_	_	_	O
두절된	두절되+ㄴ	VV+ETM	O
_	_	_	O
사건	사건	NNG	O
이	이	JKS	O
_	_	_	O
발생	발생하	VV	O
했	였	EP	O
다고	다고	EC	O
_	_	_	O
이날	이날	NNG	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 외교부는 오후 1시쯤 재외국민보호대책반을 긴급 가동하고 국민안전처 등 국내 관계 부처와 비상 연락 체계를 유지하는 한편 주우루과이대사관을 통해 우루과이 해경당국에 긴급구조를 요청했다.
## <외교부:ORG>는 <오후 1시:TIM>쯤 재외국민보호대책반을 긴급 가동하고 <국민안전처:ORG> 등 국내 관계 부처와 비상 연락 체계를 유지하는 한편 <주우루과이대사관:ORG>을 통해 <우루과이:ORG> 해경당국에 긴급구조를 요청했다.
외교	외교	NNG	B-ORG
부	부	XSN	I-ORG
는	는	JX	O
_	_	_	O
오후	오후	NNG	B-TIM
_	_	_	I-TIM
1	1	SN	I-TIM
시	시	NNB	I-TIM
쯤	쯤	XSN	O
_	_	_	O
재외	재외	NNG	O
국민	국민	NNG	O
보호	보호	NNG	O
대책	대책	NNG	O
반	반	NNG	O
을	을	JKO	O
_	_	_	O
긴급	긴급	NNG	O
_	_	_	O
가동하	가동하	VV	O
고	고	EC	O
_	_	_	O
국민	국민	NNG	B-ORG
안전	안전	NNG	I-ORG
처	처	XSN	I-ORG
_	_	_	O
등	등	NNB	O
_	_	_	O
국내	국내	NNG	O
_	_	_	O
관계	관계	NNG	O
_	_	_	O
부처	부처	NNG	O
와	와	JC	O
_	_	_	O
비상	비상	NNG	O
_	_	_	O
연락	연락	NNG	O
_	_	_	O
체계	체계	NNG	O
를	를	JKO	O
_	_	_	O
유지하	유지하	VV	O
는	는	ETM	O
_	_	_	O
한편	한편	MAG	O
_	_	_	O
주	주	XPN	B-ORG
우루과이	우루과이	NNP	I-ORG
대사관	대사관	NNG	I-ORG
을	을	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
우루과이	우루과이	NNP	B-ORG
_	_	_	O
해경	해경	NNG	O
당국	당국	NNG	O
에	에	JKB	O
_	_	_	O
긴급	긴급	NNG	O
구조	구조	NNG	O
를	를	JKO	O
_	_	_	O
요청	요청하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 14
## (서울=뉴스1)
## (<서울:LOC>=뉴스1)
(	(	SS	O
서울	서울	NNP	B-LOC
=	=	SW	O
뉴스	뉴스	NNG	O
1	1	SN	O
)	)	SS	O

## 15
## 전날 한중 정상회담에서 박 대통령이 ‘한미중 협의’를 사드 이견 해소 방식의 하나로 제안한 것과 같은 맥락으로 풀이된다.
## 전날 <한중:ORG> 정상회담에서 <박:PER> 대통령이 ‘<한미중:ORG> 협의’를 <사드:POH> 이견 해소 방식의 하나로 제안한 것과 같은 맥락으로 풀이된다.
전날	전날	NNG	O
_	_	_	O
한중	한중	NNP	B-ORG
_	_	_	O
정상	정상	NNG	O
회담	회담	NNG	O
에서	에서	JKB	O
_	_	_	O
박	박	NNP	B-PER
_	_	_	O
대통령	대통령	NNG	O
이	이	JKS	O
_	_	_	O
‘	‘	SS	O
한미	한미	NNP	B-ORG
중	중	NNP	I-ORG
_	_	_	O
협의	협의	NNG	O
’	’	SS	O
를	를	JKO	O
_	_	_	O
사드	사드	NNP	B-POH
_	_	_	O
이견	이견	NNG	O
_	_	_	O
해소	해소	NNG	O
_	_	_	O
방식	방식	NNG	O
의	의	JKG	O
_	_	_	O
하나	하나	NNG	O
로	로	JKB	O
_	_	_	O
제안한	제안하+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
과	과	JKB	O
_	_	_	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
맥락	맥락	NNG	O
으로	으로	JKB	O
_	_	_	O
풀이된다	풀이되+ㄴ다	VV+EF	O
.	.	SF	O

