## 1
## 당시 채국희는 극 중 마카오 박(김윤석 분)과 손을 잡고 사기를 치는 사모님 역할을 맡아 눈길을 모았다.
## 당시 <채국희:PER>는 극 중 <마카오 박:PER>(<김윤석:PER> 분)과 손을 잡고 사기를 치는 사모님 역할을 맡아 눈길을 모았다.
당시	당시	NNG	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
을	을	ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 4
## 중국은 류옌둥(劉延東) 국무위원을 단장으로 왕안순(王安順) 베이징 시장, 농구스타 야오밍(姚明)과 스키 선수 출신의 리니나(李(니,이)娜), IOC 위원 양양(楊揚) 등 12명의 대표단을 지난달 25일 현지에 파견해 막판 득표 활동을 벌였다.
## <중국:ORG>은 <류옌둥:PER>(<劉延東:PER>) 국무위원을 단장으로 <왕안순:PER>(<王安順:PER>) <베이징:ORG> 시장, 농구스타 <야오밍:PER>(<姚明:PER>)과 스키 선수 출신의 <리니나(李(니,이)娜):PER>, <IOC:ORG> 위원 <양양:PER>(<楊揚:PER>) 등 <12명:NOH>의 대표단을 지난달 <25일:DAT> 현지에 파견해 막판 득표 활동을 벌였다.
중국	중국	NNP	B-ORG
은	은	JX	O
_	_	_	O
류옌둥	류옌둥	NNP	B-PER
(	(	SS	O
劉延東	劉延東	SH	B-PER
)	)	SS	O
_	_	_	O
국무	국무	NNG	O
위원	위원	NNG	O
을	을	JKO	O
_	_	_	O
단장	단장	NNG	O
으로	으로	JKB	O
_	_	_	O
왕안순	왕안순	NNP	B-PER
(	(	SS	O
王安順	王安順	SH	B-PER
)	)	SS	O
_	_	_	O
베이징	베이징	NNP	B-ORG
_	_	_	O
시장	시장	NNG	O
,	,	SP	O
_	_	_	O
농구	농구	NNG	O
스타	스타	NNG	O
_	_	_	O
야오밍	야오밍	NNP	B-PER
(	(	SS	O
姚明	姚明	SH	B-PER
)	)	SS	O
과	과	JKB	O
_	_	_	O
스키	스키	NNG	O
_	_	_	O
선수	선수	NNG	O
_	_	_	O
출신	출신	NNG	O
의	의	JKG	O
_	_	_	O
리니	리니	EC	B-PER
나	나	JC	I-PER
(	(	SS	I-PER
李	李	SH	I-PER
(	(	SS	I-PER
니	니	NP	I-PER
,	,	SP	I-PER
이	이	MM	I-PER
)	)	SS	I-PER
娜	娜	SH	I-PER
)	)	SS	I-PER
,	,	SP	O
_	_	_	O
IOC	IOC	SL	B-ORG
_	_	_	O
위원	위원	NNG	O
_	_	_	O
양양	양양	NNP	B-PER
(	(	SS	O
楊揚	楊揚	SH	B-PER
)	)	SS	O
_	_	_	O
등	등	NNB	O
_	_	_	O
12	12	SN	B-NOH
명	명	NNB	I-NOH
의	의	JKG	O
_	_	_	O
대표단	대표단	NNG	O
을	을	JKO	O
_	_	_	O
지난달	지난달	NNG	O
_	_	_	O
25	25	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
현지	현지	NNG	O
에	에	JKB	O
_	_	_	O
파견해	파견하+여	VV+EC	O
_	_	_	O
막판	막판	NNG	O
_	_	_	O
득표	득표	NNG	O
_	_	_	O
활동	활동	NNG	O
을	을	JKO	O
_	_	_	O
벌	벌이	VV	O
였	었	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 방한 佛대통령 만찬때 맛봐 화제
## 방한 <佛:ORG>대통령 만찬때 맛봐 화제
방한	방한	NNG	O
_	_	_	O
佛	佛	SH	B-ORG
대통령	대통령	NNG	O
_	_	_	O
만찬	만찬	NNG	O
때	때	NNG	O
_	_	_	O
맛봐	맛보+아	VV+EC	O
_	_	_	O
화제	화제	NNG	O

## 6
## 25-18의 일방적인 스코어였다.
## <25-18:NOH>의 일방적인 스코어였다.
25	25	SN	B-NOH
-	-	SO	I-NOH
18	18	SN	I-NOH
의	의	JKG	O
_	_	_	O
일방적	일방적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
스코어	스코어+이	NNG+VCP	O
였	었	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 4K 촬영이 가능하다.
## <4K:NOH> 촬영이 가능하다.
4	4	SN	B-NOH
K	K	SL	I-NOH
_	_	_	O
촬영	촬영	NNG	O
이	이	JKS	O
_	_	_	O
가능하	가능하	VA	O
다	다	EF	O
.	.	SF	O

## 8
## 11일 우정사업본부에 따르면 4일 우체국이 기본요금을 없앤 휴대전화 요금제를 선보인 이후 5일 동안 3만9595명이 신규 가입해, 하루 평균 약 8000명이 가입했다.
## <11일:DAT> 우정사업본부에 따르면 <4일:DAT> 우체국이 기본요금을 없앤 휴대전화 요금제를 선보인 이후 <5일:DAT> 동안 <3만9595명:NOH>이 신규 가입해, 하루 평균 약 <8000명:NOH>이 가입했다.
11	11	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
우정	우정	NNG	O
사업	사업	NNG	O
본부	본부	NNG	O
에	에	JKB	O
_	_	_	O
따르	따르	VV	O
면	면	EC	O
_	_	_	O
4	4	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
우체국	우체국	NNG	O
이	이	JKS	O
_	_	_	O
기본요금	기본요금	NNG	O
을	을	JKO	O
_	_	_	O
없앤	없애+ㄴ	VV+ETM	O
_	_	_	O
휴대	휴대	NNG	O
전화	전화	NNG	O
_	_	_	O
요금	요금	NNG	O
제	제	XSN	O
를	를	JKO	O
_	_	_	O
선보인	선보이+ㄴ	VV+ETM	O
_	_	_	O
이후	이후	NNG	O
_	_	_	O
5	5	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
동안	동안	NNG	O
_	_	_	O
3	3	SN	B-NOH
만	만	NR	I-NOH
9595	9595	SN	I-NOH
명	명	NNB	I-NOH
이	이	JKS	O
_	_	_	O
신규	신규	NNG	O
_	_	_	O
가입해	가입하+여	VV+EC	O
,	,	SP	O
_	_	_	O
하루	하루	NNG	O
_	_	_	O
평균	평균	NNG	O
_	_	_	O
약	약	MM	O
_	_	_	O
8000	8000	SN	B-NOH
명	명	NNB	I-NOH
이	이	JKS	O
_	_	_	O
가입	가입하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 9
## ‘인기가요’ 싸이, 컴백과 동시에 1위… “YG 식구들 고맙다”가수 싸이가 컴백과 동시에 ‘인기가요’ 1위에 올랐다.
## ‘<인기가요:POH>’ <싸이:PER>, 컴백과 동시에 <1위:NOH>… “<YG:ORG> 식구들 고맙다”가수 <싸이:PER>가 컴백과 동시에 ‘<인기가요:POH>’ <1위:NOH>에 올랐다.
‘	‘	SS	O
인기	인기	NNG	B-POH
가요	가요	NNG	I-POH
’	’	SS	O
_	_	_	O
싸이	싸이	NNP	B-PER
,	,	SP	O
_	_	_	O
컴백	컴백	NNG	O
과	과	JC	O
_	_	_	O
동시	동시	NNG	O
에	에	JKB	O
_	_	_	O
1	1	SN	B-NOH
위	위	NNB	I-NOH
…	…	SE	O
_	_	_	O
“	“	SS	O
YG	YG	SL	B-ORG
_	_	_	O
식구	식구	NNG	O
들	들	XSN	O
_	_	_	O
고맙	고맙	VA	O
다	다	EF	O
”	”	SS	O
가수	가수	NNG	O
_	_	_	O
싸이	싸이	NNP	B-PER
가	가	JKS	O
_	_	_	O
컴백	컴백	NNG	O
과	과	JC	O
_	_	_	O
동시	동시	NNG	O
에	에	JKB	O
_	_	_	O
‘	‘	SS	O
인기	인기	NNG	B-POH
가요	가요	NNG	I-POH
’	’	SS	O
_	_	_	O
1	1	SN	B-NOH
위	위	NNB	I-NOH
에	에	JKB	O
_	_	_	O
올	오르	VV	O
랐	았	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 박근혜 대통령이 내각에 다시 ‘개인 행보’ 자제를 요구했다.
## <박근혜:PER> 대통령이 내각에 다시 ‘개인 행보’ 자제를 요구했다.
박근혜	박근혜	NNP	B-PER
_	_	_	O
대통령	대통령	NNG	O
이	이	JKS	O
_	_	_	O
내각	내각	NNG	O
에	에	JKB	O
_	_	_	O
다시	다시	MAG	O
_	_	_	O
‘	‘	SS	O
개인	개인	NNG	O
_	_	_	O
행보	행보	NNG	O
’	’	SS	O
_	_	_	O
자제	자제	NNG	O
를	를	JKO	O
_	_	_	O
요구	요구하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 이날 나는 가수다3에는 소찬휘와 스윗소로우, 양파와 하동균, 박정현과 나윤권 그리고 김경호가 새롭게 합류했다.
## 이날 <나는 가수다3:POH>에는 <소찬휘:PER>와 <스윗소로우:ORG>, <양파:PER>와 <하동균:PER>, <박정현:PER>과 <나윤권:PER> 그리고 <김경호:PER>가 새롭게 합류했다.
이날	이날	NNG	O
_	_	_	O
나	나	NP	B-POH
는	는	JX	I-POH
_	_	_	I-POH
가수	가수+이	NNG+VCP	I-POH
다	다	EC	I-POH
3	3	SN	I-POH
에	에	JKB	O
는	는	JX	O
_	_	_	O
소찬휘	소찬휘	NNP	B-PER
와	와	JC	O
_	_	_	O
스윗	스윗	NNG	B-ORG
소로우	소로우	NNP	I-ORG
,	,	SP	O
_	_	_	O
양파	양파	NNG	B-PER
와	와	JC	O
_	_	_	O
하동균	하동균	NNP	B-PER
,	,	SP	O
_	_	_	O
박정현	박정현	NNP	B-PER
과	과	JC	O
_	_	_	O
나윤권	나윤권	NNP	B-PER
_	_	_	O
그리고	그리고	MAJ	O
_	_	_	O
김경호	김경호	NNP	B-PER
가	가	JKS	O
_	_	_	O
새롭	새롭	VA	O
게	게	EC	O
_	_	_	O
합류	합류하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 지난해 폭발적인 호응에 힘입어 올해는 약 3개월간 전국 7개 매장에서 확대 운영할 예정이다.
## 지난해 폭발적인 호응에 힘입어 올해는 약 <3개월간:DUR> 전국 <7개:NOH> 매장에서 확대 운영할 예정이다.
지난해	지난해	NNG	O
_	_	_	O
폭발적	폭발적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
호응	호응	NNG	O
에	에	JKB	O
_	_	_	O
힘입	힘입	VV	O
어	어	EC	O
_	_	_	O
올해	올해	NNG	O
는	는	JX	O
_	_	_	O
약	약	MM	O
_	_	_	O
3	3	SN	B-DUR
개월	개월	NNB	I-DUR
간	간	XSN	I-DUR
_	_	_	O
전국	전국	NNG	O
_	_	_	O
7	7	SN	B-NOH
개	개	NNB	I-NOH
_	_	_	O
매장	매장	NNG	O
에서	에서	JKB	O
_	_	_	O
확대	확대	NNG	O
_	_	_	O
운영할	운영하+ㄹ	VV+ETM	O
_	_	_	O
예정	예정	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 13
## 박용택은 “대학 3학년 때 배트가 알루미늄에서 나무로 바뀌었다.
## <박용택:PER>은 “대학 <3학년:NOH> 때 배트가 알루미늄에서 나무로 바뀌었다.
박용택	박용택	NNP	B-PER
은	은	JX	O
_	_	_	O
“	“	SS	O
대학	대학	NNG	O
_	_	_	O
3	3	SN	B-NOH
학년	학년	NNG	I-NOH
_	_	_	O
때	때	NNG	O
_	_	_	O
배트	배트	NNG	O
가	가	JKS	O
_	_	_	O
알루미늄	알루미늄	NNG	O
에서	에서	JKB	O
_	_	_	O
나무	나무	NNG	O
로	로	JKB	O
_	_	_	O
바뀌	바뀌	VV	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 14
## 투자 대비 성과 없는 배구 인프라 구축 시스템 프로구단과 KOVO가 10년간 유소년배구 육성을 위해 많은 돈을 투자했지만 현실은 심각했다.
## 투자 대비 성과 없는 배구 인프라 구축 시스템 프로구단과 <KOVO:ORG>가 <10년간:DUR> 유소년배구 육성을 위해 많은 돈을 투자했지만 현실은 심각했다.
투자	투자	NNG	O
_	_	_	O
대비	대비	NNG	O
_	_	_	O
성과	성과	NNG	O
_	_	_	O
없	없	VA	O
는	는	ETM	O
_	_	_	O
배구	배구	NNG	O
_	_	_	O
인프라	인프라	NNG	O
_	_	_	O
구축	구축	NNG	O
_	_	_	O
시스템	시스템	NNG	O
_	_	_	O
프로	프로	NNG	O
구단	구단	NNG	O
과	과	JC	O
_	_	_	O
KOVO	KOVO	SL	B-ORG
가	가	JKS	O
_	_	_	O
10	10	SN	B-DUR
년	년	NNB	I-DUR
간	간	XSN	I-DUR
_	_	_	O
유소년	유소년	NNG	O
배구	배구	NNG	O
_	_	_	O
육성	육성	NNG	O
을	을	JKO	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
많	많	VA	O
은	은	ETM	O
_	_	_	O
돈	돈	NNG	O
을	을	JKO	O
_	_	_	O
투자	투자하	VV	O
했	였	EP	O
지만	지만	EC	O
_	_	_	O
현실	현실	NNG	O
은	은	JX	O
_	_	_	O
심각	심각하	VA	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 15
## 런던지하철 24시간 운행은 칸 시장의 전임자인 보수당 소속 보리스 존슨 전 시장이 추진했던 사업이다.
## <런던지하철:ORG> <24시간:DUR> 운행은 <칸:PER> 시장의 전임자인 <보수당:ORG> 소속 <보리스 존슨:PER> 전 시장이 추진했던 사업이다.
런던	런던	NNP	B-ORG
지하철	지하철	NNG	I-ORG
_	_	_	O
24	24	SN	B-DUR
시간	시간	NNB	I-DUR
_	_	_	O
운행	운행	NNG	O
은	은	JX	O
_	_	_	O
칸	칸	NNG	B-PER
_	_	_	O
시장	시장	NNG	O
의	의	JKG	O
_	_	_	O
전임자	전임자	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
보수당	보수당	NNP	B-ORG
_	_	_	O
소속	소속	NNG	O
_	_	_	O
보리스	보리스	NNP	B-PER
_	_	_	I-PER
존슨	존슨	NNP	I-PER
_	_	_	O
전	전	MM	O
_	_	_	O
시장	시장	NNG	O
이	이	JKS	O
_	_	_	O
추진	추진하	VV	O
했	였	EP	O
던	던	ETM	O
_	_	_	O
사업	사업	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 16
## 행복주택의 경우 신혼부부 대학생 위주로 다양한 분양 지원이 이뤄지고 있지만 수백 채의 대형 단지로 건립되고 있다.
## <행복주택:POH>의 경우 신혼부부 대학생 위주로 다양한 분양 지원이 이뤄지고 있지만 수백 채의 대형 단지로 건립되고 있다.
행복	행복	NNG	B-POH
주택	주택	NNG	I-POH
의	의	JKG	O
_	_	_	O
경우	경우	NNG	O
_	_	_	O
신혼부부	신혼부부	NNG	O
_	_	_	O
대학생	대학생	NNG	O
_	_	_	O
위주	위주	NNG	O
로	로	JKB	O
_	_	_	O
다양한	다양하+ㄴ	VA+ETM	O
_	_	_	O
분양	분양	NNG	O
_	_	_	O
지원	지원	NNG	O
이	이	JKS	O
_	_	_	O
이뤄지	이루어지	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
지만	지만	EC	O
_	_	_	O
수백	수백	NR	O
_	_	_	O
채	채	NNB	O
의	의	JKG	O
_	_	_	O
대형	대형	NNG	O
_	_	_	O
단지	단지	NNG	O
로	로	JKB	O
_	_	_	O
건립되	건립되	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 17
## 2008년에는 매출 100억 위안을 돌파하며 코카콜라의 아성을 무너뜨렸다.
## <2008년:DAT>에는 매출 <100억 위안:MNY>을 돌파하며 <코카콜라:ORG>의 아성을 무너뜨렸다.
2008	2008	SN	B-DAT
년	년	NNB	I-DAT
에	에	JKB	O
는	는	JX	O
_	_	_	O
매출	매출	NNG	O
_	_	_	O
100	100	SN	B-MNY
억	억	NR	I-MNY
_	_	_	I-MNY
위안	위안	NNG	I-MNY
을	을	JKO	O
_	_	_	O
돌파하	돌파하	VV	O
며	며	EC	O
_	_	_	O
코카콜라	코카콜라	NNP	B-ORG
의	의	JKG	O
_	_	_	O
아성	아성	NNG	O
을	을	JKO	O
_	_	_	O
무너뜨	무너뜨리	VV	O
렸	었	EP	O
다	다	EF	O
.	.	SF	O

