## 1
## 한편 토털 브랜드인 지센(Zishen), 덴마크 라이프스타일 브랜드 플라잉 타이거(Flying Tiger) 및 컬처 콜(Culture Call) 등을 전개하고 있는 ㈜위비스 도상현 대표는 “업계에서는 처음으로 3번에 걸쳐 주요 대리점 경영인을 초청해 브랜드 품평회와 사업 설명회를 진행하는 등 철저하게 대리점 경영인과 의견과 방향을 공유하고 파트너십을 구축해 왔다”면서, “그 결과, 이들은 매장 오픈 전부터 적극적으로 소셜네트워크서비스(SNS) 활동을 하는 등 상호 신뢰 경영을 핵심 동력 바탕으로 론칭 초기에 빠른 인지도 확산과 성장을 기대하고 있다”고 설명했다.
## 한편 토털 브랜드인 <지센:ORG>(<Zishen:ORG>), <덴마크:LOC> 라이프스타일 브랜드 <플라잉 타이거:ORG>(<Flying Tiger:ORG>) 및 <컬처 콜:ORG>(<Culture Call:ORG>) 등을 전개하고 있는 <㈜위비스:ORG> <도상현:PER> 대표는 “업계에서는 처음으로 <3번:NOH>에 걸쳐 주요 대리점 경영인을 초청해 브랜드 품평회와 사업 설명회를 진행하는 등 철저하게 대리점 경영인과 의견과 방향을 공유하고 파트너십을 구축해 왔다”면서, “그 결과, 이들은 매장 오픈 전부터 적극적으로 소셜네트워크서비스(SNS) 활동을 하는 등 상호 신뢰 경영을 핵심 동력 바탕으로 론칭 초기에 빠른 인지도 확산과 성장을 기대하고 있다”고 설명했다.
한편	한편	MAG	O
_	_	_	O
공유하	공유하	VV	O
고	고	EC	O
_	_	_	O
파트너십	파트너십	NNG	O
을	을	JKO	O
_	_	_	O
구축해	구축하+여	VV+EC	O
_	_	_	O
왔	+았	+EP	O
다	다	EF	O
”	”	SS	O
면서	면서	EC	O
,	,	SP	O
_	_	_	O
“	“	SS	O
그	그	MM	O
_	_	_	O
결과	결과	NNG	O
,	,	SP	O
_	_	_	O
이	이	NP	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
매장	매장	NNG	O
_	_	_	O
오픈	오픈	NNG	O
_	_	_	O
전	전	NNG	O
부터	부터	JX	O
_	_	_	O
적극적	적극적	NNG	O
으로	으로	JKB	O
_	_	_	O
소셜	소셜	NNG	O
네트워크	네트워크	NNG	O
서비스	서비스	NNG	O
(	(	SS	O
SNS	SNS	SL	O
)	)	SS	O
_	_	_	O
활동	활동	NNG	O
을	을	JKO	O
_	_	_	O
하	하	VV	O
는	는	ETM	O
_	_	_	O
등	등	NNB	O
_	_	_	O
상호	상호	NNG	O
_	_	_	O
신뢰	신뢰	NNG	O
_	_	_	O
경영	경영	NNG	O
을	을	JKO	O
_	_	_	O
핵심	핵심	NNG	O
_	_	_	O
동력	동력	NNG	O
_	_	_	O
바탕	바탕	NNG	O
으로	으로	JKB	O
_	_	_	O
론칭	론칭	NNG	O
_	_	_	O
초기	초기	NNG	O
에	에	JKB	O
_	_	_	O
빠른	빠르+ㄴ	VA+ETM	O
_	_	_	O
인지	이+ㄴ지	VCP+EC	O
도	도	JX	O
_	_	_	O
확산	확산	NNG	O
과	과	JC	O
_	_	_	O
성장	성장	NNG	O
을	을	JKO	O
_	_	_	O
기대하	기대하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
설명	설명하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 2
## 동아일보와 글로벌 컨설팅사 베인앤컴퍼니가 세계 주요 국가의 창조경제 경쟁력을 평가하기 위해 공동 개발한 ‘동아·베인 창조경제지수(DBCE지수·Dong-A Bain Creative Economy Index)’ 2015년 평가 결과에 따르면 한국은 올해 종합순위가 17위다.
## <동아일보:ORG>와 글로벌 컨설팅사 <베인앤컴퍼니:ORG>가 세계 주요 국가의 창조경제 경쟁력을 평가하기 위해 공동 개발한 ‘<동아·베인 창조경제지수:POH>(<DBCE지수·Dong-A Bain Creative Economy Index:POH>)’ <2015년:DAT> 평가 결과에 따르면 <한국:ORG>은 올해 종합순위가 <17위:NOH>다.
동아일보	동아일보	NNP	B-ORG
와	와	JC	O
_	_	_	O
글로벌	글로벌	NNG	O
_	_	_	O
컨설팅	컨설팅	NNG	O
사	사	XSN	O
_	_	_	O
베인앤컴퍼니	베인앤컴퍼니	NNP	B-ORG
가	가	JKS	O
_	_	_	O
세계	세계	NNG	O
_	_	_	O
주요	주요	NNG	O
_	_	_	O
국가	국가	NNG	O
의	의	JKG	O
_	_	_	O
창조	창조	NNG	O
경제	경제	NNG	O
_	_	_	O
경쟁력	경쟁력	NNG	O
을	을	JKO	O
_	_	_	O
평가하	평가하	VV	O
기	기	ETN	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
공동	공동	NNG	O
_	_	_	O
개발한	개발하+ㄴ	VV+ETM	O
_	_	_	O
‘	‘	SS	O
동아	동아	NNP	B-POH
·	·	SP	I-POH
베인	베이+ㄴ	VV+ETM	I-POH
_	_	_	I-POH
창조	창조	NNG	I-POH
경제	경제	NNG	I-POH
지수	지수	NNG	I-POH
(	(	SS	O
DBCE	DBCE	SL	B-POH
지수	지수	NNG	I-POH
·	·	SP	I-POH
Dong	Dong	SL	I-POH
-	-	SO	I-POH
A	A	SL	I-POH
_	_	_	I-POH
Bain	Bain	SL	I-POH
_	_	_	I-POH
Creative	Creative	SL	I-POH
_	_	_	I-POH
Economy	Economy	SL	I-POH
_	_	_	I-POH
Index	Index	SL	I-POH
)	)	SS	O
’	’	SS	O
_	_	_	O
2015	2015	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
평가	평가	NNG	O
_	_	_	O
결과	결과	NNG	O
에	에	JKB	O
_	_	_	O
따르	따르	VV	O
면	면	EC	O
_	_	_	O
한국	한국	NNP	B-ORG
은	은	JX	O
_	_	_	O
올해	올해	NNG	O
_	_	_	O
종합	종합	NNG	O
순위	순위	NNG	O
가	가	JKS	O
_	_	_	O
17	17	SN	B-NOH
위	위+이	NNB+VCP	I-NOH
다	다	EF	O
.	.	SF	O

## 3
## 양성일 복지부 건강정책국장은 "과거와 달리 일상에서 흔히 만날 수 있는 사람들의 이야기를 통해 흡연자들이 흡연의 폐해를 피부로 느껴 금연 결심을 할 수 있도록 기획했다"고 밝혔다.이번 광고의 모티브는 미국에서 얻었다.
## <양성일:PER> <복지부:ORG> 건강정책국장은 "과거와 달리 일상에서 흔히 만날 수 있는 사람들의 이야기를 통해 흡연자들이 흡연의 폐해를 피부로 느껴 금연 결심을 할 수 있도록 기획했다"고 밝혔다.이번 광고의 모티브는 <미국:LOC>에서 얻었다.
양성	양성	NNG	B-PER
일	이+ㄹ	VCP+ETM	I-PER
_	_	_	O
복지	복지	NNG	B-ORG
부	부	XSN	I-ORG
_	_	_	O
건강	건강	NNG	O
정책	정책	NNG	O
국장	국장	NNG	O
은	은	JX	O
_	_	_	O
"	"	SS	O
과거	과거	NNG	O
와	와	JKB	O
_	_	_	O
달리	달리	MAG	O
_	_	_	O
일상	일상	NNG	O
에서	에서	JKB	O
_	_	_	O
흔히	흔히	MAG	O
_	_	_	O
만날	만나+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
사람	사람	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
이야기	이야기	NNG	O
를	를	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
흡연자	흡연자	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
흡연	흡연	NNG	O
의	의	JKG	O
_	_	_	O
폐해	폐해	NNG	O
를	를	JKO	O
_	_	_	O
피부	피부	NNG	O
로	로	JKB	O
_	_	_	O
느껴	느끼+어	VV+EC	O
_	_	_	O
금연	금연	NNG	O
_	_	_	O
결심	결심	NNG	O
을	을	JKO	O
_	_	_	O
할	하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
도록	도록	EC	O
_	_	_	O
기획	기획하	VV	O
했	였	EP	O
다	다	EF	O
"	"	SS	O
고	고	JKQ	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O
이번	이번	NNG	O
_	_	_	O
광고	광고	NNG	O
의	의	JKG	O
_	_	_	O
모티브	모티브	NNG	O
는	는	JX	O
_	_	_	O
미국	미국	NNP	B-LOC
에서	에서	JKB	O
_	_	_	O
얻	얻	VV	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 4
## 겹겹이 입은 옷들이 부담스러운 오피스족이나, 외근이 많은 영업맨, 아웃도어 활동으로 실시간 체내 온도가 변하는 아웃도어족에게도 상황에 따라 내피, 외피만 따로 혹은 같이 입어 3가지 스타일을 연출할 수 있어 유용하다. 가격은 44만 원. 또한 블랙야크는 스포츠 스트리트패션 트렌드를 살린 스포츠 감성룩 ‘스포츠 블루’라인을 선보이고 있다.
## 겹겹이 입은 옷들이 부담스러운 오피스족이나, 외근이 많은 영업맨, 아웃도어 활동으로 실시간 체내 온도가 변하는 아웃도어족에게도 상황에 따라 내피, 외피만 따로 혹은 같이 입어 <3가지:NOH> 스타일을 연출할 수 있어 유용하다. 가격은 <44만 원:MNY>. 또한 <블랙야크:ORG>는 스포츠 스트리트패션 트렌드를 살린 스포츠 감성룩 ‘<스포츠 블루:POH>’라인을 선보이고 있다.
겹겹이	겹겹이	MAG	O
_	_	_	O
입	입	VV	O
은	은	ETM	O
_	_	_	O
옷	옷	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
부담스러	부담스럽	VA	O
운	ㄴ	ETM	O
_	_	_	O
오피스	오피스	NNG	O
족	족	XSN	O
이나	이나	JC	O
,	,	SP	O
_	_	_	O
외근	외근	NNG	O
이	이	JKS	O
_	_	_	O
많	많	VA	O
은	은	ETM	O
_	_	_	O
영업	영업	NNG	O
맨	맨	NNG	O
,	,	SP	O
_	_	_	O
아웃도어	아웃도어	NNG	O
_	_	_	O
활동	활동	NNG	O
으로	으로	JKB	O
_	_	_	O
실시간	실시간	NNG	O
_	_	_	O
체내	체내	NNG	O
_	_	_	O
온도	온도	NNG	O
가	가	JKS	O
_	_	_	O
변하	변하	VV	O
는	는	ETM	O
_	_	_	O
아웃도어	아웃도어	NNG	O
족	족	XSN	O
에게	에게	JKB	O
도	도	JX	O
_	_	_	O
상황	상황	NNG	O
에	에	JKB	O
_	_	_	O
따	따르	VV	O
라	아	EC	O
_	_	_	O
내피	내피	NNG	O
,	,	SP	O
_	_	_	O
외피	외피	NNG	O
만	만	JX	O
_	_	_	O
따로	따로	MAG	O
_	_	_	O
혹은	혹은	MAG	O
_	_	_	O
같이	같이	MAG	O
_	_	_	O
입	입	VV	O
어	어	EC	O
_	_	_	O
3	3	SN	B-NOH
가지	가지	NNB	I-NOH
_	_	_	O
스타일	스타일	NNG	O
을	을	JKO	O
_	_	_	O
연출할	연출하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
어	어	EC	O
_	_	_	O
유용하	유용하	VA	O
다	다	EF	O
.	.	SF	O
_	_	_	O
가격	가격	NNG	O
은	은	JX	O
_	_	_	O
44	44	SN	B-MNY
만	만	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
.	.	SF	O
_	_	_	O
또한	또한	MAG	O
_	_	_	O
블랙	블랙	NNG	B-ORG
야크	야크	NNG	I-ORG
는	는	JX	O
_	_	_	O
스포츠	스포츠	NNG	O
_	_	_	O
스트리트	스트리트	NNG	O
패션	패션	NNG	O
_	_	_	O
트렌드	트렌드	NNG	O
를	를	JKO	O
_	_	_	O
살린	살리+ㄴ	VV+ETM	O
_	_	_	O
스포츠	스포츠	NNG	O
_	_	_	O
감성	감성	NNG	O
룩	룩	NNG	O
_	_	_	O
‘	‘	SS	O
스포츠	스포츠	NNG	B-POH
_	_	_	I-POH
블루	블루	NNG	I-POH
’	’	SS	O
라인	라인	NNG	O
을	을	JKO	O
_	_	_	O
선보이	선보이	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 5
## '너의 목소리가 보여' 연지은, '역대급' 탱탱女…어디가 그렇게 땡땡하기에?
## '<너의 목소리가 보여:POH>' <연지은:PER>, '역대급' 탱탱女…어디가 그렇게 땡땡하기에?
'	'	SS	O
너	너	NP	B-POH
의	의	JKG	I-POH
_	_	_	I-POH
목소리	목소리	NNG	I-POH
가	가	JKS	I-POH
_	_	_	I-POH
보	보이	VV	I-POH
여	어	EF	I-POH
'	'	SS	O
_	_	_	O
연지은	연지은	NNP	B-PER
,	,	SP	O
_	_	_	O
'	'	SS	O
역대	역대	NNG	O
급	급	NNG	O
'	'	SS	O
_	_	_	O
탱탱	탱탱	MAG	O
女	女	SH	O
…	…	SE	O
어디	어디	NP	O
가	가	JKS	O
_	_	_	O
그렇	그렇	VA	O
게	게	EC	O
_	_	_	O
땡땡하	땡땡하	VA	O
기	기	ETN	O
에	에	JKB	O
?	?	SF	O

## 6
## 김재중, ‘지상군 페스티벌’ 참가 “충성! 신나게 즐겨보아요”…군대가도 죽지 않는 ‘조각미모’
## <김재중:PER>, ‘<지상군 페스티벌:POH>’ 참가 “충성! 신나게 즐겨보아요”…군대가도 죽지 않는 ‘조각미모’
김재중	김재중	NNP	B-PER
,	,	SP	O
_	_	_	O
‘	‘	SS	O
지상군	지상군	NNG	B-POH
_	_	_	I-POH
페스티벌	페스티벌	NNG	I-POH
’	’	SS	O
_	_	_	O
참가	참가	NNG	O
_	_	_	O
“	“	SS	O
충성	충성	NNG	O
!	!	SF	O
_	_	_	O
신	신	NNG	O
나	나	VV	O
게	게	EC	O
_	_	_	O
즐겨	즐기+어	VV+EC	O
보	보	VX	O
아요	아요	EF	O
”	”	SS	O
…	…	SE	O
군대	군대	NNG	O
가도	가+아도	VV+EC	O
_	_	_	O
죽	죽	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
는	는	ETM	O
_	_	_	O
‘	‘	SS	O
조각	조각	NNG	O
미모	미모	NNG	O
’	’	SS	O

## 7
## 이종석 박신혜 열애설, 드라마 속 ‘식빵 키스’ 다시보니…아슬아슬한 모습에 ‘심쿵’
## <이종석:PER> <박신혜:PER> 열애설, 드라마 속 ‘식빵 키스’ 다시보니…아슬아슬한 모습에 ‘심쿵’
이종석	이종석	NNP	B-PER
_	_	_	O
박신혜	박신혜	NNP	B-PER
_	_	_	O
열애	열애	NNG	O
설	설	XSN	O
,	,	SP	O
_	_	_	O
드라마	드라마	NNG	O
_	_	_	O
속	속	NNG	O
_	_	_	O
‘	‘	SS	O
식빵	식빵	NNG	O
_	_	_	O
키스	키스	NNG	O
’	’	SS	O
_	_	_	O
다시	다시	MAG	O
보	보	VV	O
니	니	EC	O
…	…	SE	O
아슬아슬한	아슬아슬하+ㄴ	VA+ETM	O
_	_	_	O
모습	모습	NNG	O
에	에	JKB	O
_	_	_	O
‘	‘	SS	O
심	심	NNG	O
쿵	쿵	MAG	O
’	’	SS	O

## 8
## 변광섭 시문화재단 창조경제팀장은 “주로 포크와 나이프를 사용하는 유럽인들에게 젓가락이 생소하지만 생명문화와 장단문화가 담겨 있는 젓가락 체험에 관심이 높았다”고 말했다.
## <변광섭:PER> <시문화재단:ORG> 창조경제팀장은 “주로 포크와 나이프를 사용하는 유럽인들에게 젓가락이 생소하지만 생명문화와 장단문화가 담겨 있는 젓가락 체험에 관심이 높았다”고 말했다.
변광섭	변광섭	NNP	B-PER
_	_	_	O
시	시	NNG	B-ORG
문화재	문화재	NNG	I-ORG
단	단	MAG	I-ORG
_	_	_	O
창조	창조	NNG	O
경제	경제	NNG	O
팀장	팀장	NNG	O
은	은	JX	O
_	_	_	O
“	“	SS	O
주로	주로	MAG	O
_	_	_	O
포크	포크	NNG	O
와	와	JC	O
_	_	_	O
나이프	나이프	NNG	O
를	를	JKO	O
_	_	_	O
사용하	사용하	VV	O
는	는	ETM	O
_	_	_	O
유럽	유럽	NNP	O
인	인	XSN	O
들	들	XSN	O
에게	에게	JKB	O
_	_	_	O
젓가락	젓가락	NNG	O
이	이	JKS	O
_	_	_	O
생소하	생소하	VA	O
지만	지만	EC	O
_	_	_	O
생명	생명	NNG	O
문화	문화	NNG	O
와	와	JC	O
_	_	_	O
장단	장단	NNG	O
문화	문화	NNG	O
가	가	JKS	O
_	_	_	O
담겨	담기+어	VV+EC	O
_	_	_	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
젓가락	젓가락	NNG	O
_	_	_	O
체험	체험	NNG	O
에	에	JKB	O
_	_	_	O
관심	관심	NNG	O
이	이	JKS	O
_	_	_	O
높	높	VA	O
았	았	EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 그리고 3회말 나카타 쇼가 왼쪽 담장을 넘기는 2점 홈런포를 뽑아내며 5-1까지 앞섰다.
## 그리고 <3회:NOH>말 <나카타 쇼:PER>가 왼쪽 담장을 넘기는 <2점:NOH> 홈런포를 뽑아내며 <5-1:NOH>까지 앞섰다.
그리고	그리고	MAJ	O
_	_	_	O
3	3	SN	B-NOH
회	회	NNB	I-NOH
말	말	NNB	O
_	_	_	O
나카타	나카타	NNP	B-PER
_	_	_	I-PER
쇼	쇼	NNG	I-PER
가	가	JKS	O
_	_	_	O
왼쪽	왼쪽	NNG	O
_	_	_	O
담장	담장	NNG	O
을	을	JKO	O
_	_	_	O
넘기	넘기	VV	O
는	는	ETM	O
_	_	_	O
2	2	SN	B-NOH
점	점	NNB	I-NOH
_	_	_	O
홈런	홈런	NNG	O
포	포	NNG	O
를	를	JKO	O
_	_	_	O
뽑아내	뽑아내	VV	O
며	며	EC	O
_	_	_	O
5	5	SN	B-NOH
-	-	SO	I-NOH
1	1	SN	I-NOH
까지	까지	JX	O
_	_	_	O
앞섰	앞서+었	VV+EP	O
다	다	EF	O
.	.	SF	O

## 10
## 머리 싸매는 헌재 재판관들 최근 서울지방변호사협회가 선진화법의 조속한 심리를 헌법재판소에 촉구했다.
## 머리 싸매는 헌재 재판관들 최근 <서울지방변호사협회:ORG>가 <선진화법:POH>의 조속한 심리를 <헌법재판소:ORG>에 촉구했다.
머리	머리	NNG	O
_	_	_	O
싸매	싸매	VV	O
는	는	ETM	O
_	_	_	O
헌재	헌재	NNG	O
_	_	_	O
재판관	재판관	NNG	O
들	들	XSN	O
_	_	_	O
최근	최근	NNG	O
_	_	_	O
서울	서울	NNP	B-ORG
지방	지방	NNG	I-ORG
변호사	변호사	NNG	I-ORG
협회	협회	NNG	I-ORG
가	가	JKS	O
_	_	_	O
선진화	선진화	NNG	B-POH
법	법	NNG	I-POH
의	의	JKG	O
_	_	_	O
조속한	조속하+ㄴ	VA+ETM	O
_	_	_	O
심리	심리	NNG	O
를	를	JKO	O
_	_	_	O
헌법	헌법	NNG	B-ORG
재판소	재판소	NNG	I-ORG
에	에	JKB	O
_	_	_	O
촉구	촉구하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 국내 식품 업계에서 단일 브랜드가 10조원 넘게 팔린 것은 신라면이 최초다.
## 국내 식품 업계에서 단일 브랜드가 <10조원:MNY> 넘게 팔린 것은 <신라면:POH>이 최초다.
국내	국내	NNG	O
_	_	_	O
식품	식품	NNG	O
_	_	_	O
업계	업계	NNG	O
에서	에서	JKB	O
_	_	_	O
단일	단일	NNG	O
_	_	_	O
브랜드	브랜드	NNG	O
가	가	JKS	O
_	_	_	O
10	10	SN	B-MNY
조	조	NR	I-MNY
원	원	NNB	I-MNY
_	_	_	O
넘	넘	VV	O
게	게	EC	O
_	_	_	O
팔린	팔리+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
은	은	JX	O
_	_	_	O
신라면	신라면	NNP	B-POH
이	이	JKS	O
_	_	_	O
최초	최초+이	NNG+VCP	O
다	다	EF	O
.	.	SF	O

## 12
## 범인은 수업 도중 교실에 들어가 아무 말 없이 권총을 들고 아내를 향해 쐈으며, 이 과정에서 스미스 뒤에 서 있던 8세와 9세 아이도 총에 맞았다.
## 범인은 수업 도중 교실에 들어가 아무 말 없이 권총을 들고 아내를 향해 쐈으며, 이 과정에서 <스미스:PER> 뒤에 서 있던 <8세:NOH>와 <9세:NOH> 아이도 총에 맞았다.
범인	범인	NNG	O
은	은	JX	O
_	_	_	O
수업	수업	NNG	O
_	_	_	O
도중	도중	NNG	O
_	_	_	O
교실	교실	NNG	O
에	에	JKB	O
_	_	_	O
들어가	들어가+아	VV+EC	O
_	_	_	O
아무	아무	MM	O
_	_	_	O
말	말	NNG	O
_	_	_	O
없이	없이	MAG	O
_	_	_	O
권총	권총	NNG	O
을	을	JKO	O
_	_	_	O
들	들	VV	O
고	고	EC	O
_	_	_	O
아내	아내	NNG	O
를	를	JKO	O
_	_	_	O
향해	향하+여	VV+EC	O
_	_	_	O
쐈	+았	+EP	O
으며	으며	EC	O
,	,	SP	O
_	_	_	O
이	이	MM	O
_	_	_	O
과정	과정	NNG	O
에서	에서	JKB	O
_	_	_	O
스미스	스미스	NNP	B-PER
_	_	_	O
뒤	뒤	NNG	O
에	에	JKB	O
_	_	_	O
서	서+어	VV+EC	O
_	_	_	O
있	있	VX	O
던	던	ETM	O
_	_	_	O
8	8	SN	B-NOH
세	세	NNB	I-NOH
와	와	JC	O
_	_	_	O
9	9	SN	B-NOH
세	세	NNB	I-NOH
_	_	_	O
아이	아이	NNG	O
도	도	JX	O
_	_	_	O
총	총	NNG	O
에	에	JKB	O
_	_	_	O
맞	맞	VV	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

