## 1
## 주요 시장조사업체들은 2020년까지 전 세계 수십억 명이 수백억 개 기기를 통해 인터넷에 연결될 것으로 전망하는데, 이 막대한 시장을 겨낭한 업체간 경쟁이 벌써부터 뜨겁게 달아오르고 있다.
## 주요 시장조사업체들은 <2020년:DAT>까지 전 세계 수십억 명이 수백억 개 기기를 통해 인터넷에 연결될 것으로 전망하는데, 이 막대한 시장을 겨낭한 업체간 경쟁이 벌써부터 뜨겁게 달아오르고 있다.
주요	주요	NNG	O
인사할	인사하+ㄹ	VV+ETM	O
_	_	_	O
때	때	NNG	O
의	의	JKG	O
_	_	_	O
각도	각도	NNG	O
(	(	SS	O
15	15	SN	B-NOH
~	~	SO	O
30	30	SN	B-NOH
도	도	NNB	I-NOH
)	)	SS	O
에서	에서	JKB	O
_	_	_	O
보입니다	보이+ㅂ니다	VV+EF	O
.	.	SF	O

## 6
## 에이치플러스 양지병원 내분비과가 직접 준비하는 이 프로그램은 19일 당뇨환자와 보호자를 대상으로 하는 질환관리 특강 ‘당뇨교실’로 이어진다.
## <에이치플러스 양지병원:ORG> 내분비과가 직접 준비하는 이 프로그램은 <19일:DAT> 당뇨환자와 보호자를 대상으로 하는 질환관리 특강 ‘당뇨교실’로 이어진다.
에이치	에이치	NNG	B-ORG
플러스	플러스	NNG	I-ORG
_	_	_	I-ORG
양지병원	양지병원	NNP	I-ORG
_	_	_	O
내분비	내분비	NNG	O
과	과	XSN	O
가	가	JKS	O
_	_	_	O
직접	직접	MAG	O
_	_	_	O
준비하	준비하	VV	O
는	는	ETM	O
_	_	_	O
이	이	MM	O
_	_	_	O
프로그램	프로그램	NNG	O
은	은	JX	O
_	_	_	O
19	19	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
당뇨	당뇨	NNG	O
환자	환자	NNG	O
와	와	JC	O
_	_	_	O
보호자	보호자	NNG	O
를	를	JKO	O
_	_	_	O
대상	대상	NNG	O
으로	으로	JKB	O
_	_	_	O
하	하	VV	O
는	는	ETM	O
_	_	_	O
질환	질환	NNG	O
관리	관리	NNG	O
_	_	_	O
특강	특강	NNG	O
_	_	_	O
‘	‘	SS	O
당뇨	당뇨	NNG	O
교실	교실	NNG	O
’	’	SS	O
로	로	JKB	O
_	_	_	O
이어진다	이어지+ㄴ다	VV+EF	O
.	.	SF	O

## 7
## 그렇다면, 국내 펀드시장을 주름잡는 가치투자 대가들은 어떤 방식으로 투자를 할까? 2008년 결성된 ‘가치투자포럼’ 회원 6명으로부터 비법을 들었다.
## 그렇다면, 국내 펀드시장을 주름잡는 가치투자 대가들은 어떤 방식으로 투자를 할까? <2008년:DAT> 결성된 ‘<가치투자포럼:ORG>’ 회원 <6명:NOH>으로부터 비법을 들었다.
그렇	그렇	VA	O
다면	다면	EC	O
,	,	SP	O
_	_	_	O
국내	국내	NNG	O
_	_	_	O
펀드	펀드	NNG	O
시장	시장	NNG	O
을	을	JKO	O
_	_	_	O
주름잡	주름잡	VV	O
는	는	ETM	O
_	_	_	O
가치	가치	NNG	O
투자	투자	NNG	O
_	_	_	O
대가	대가	NNG	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
어떤	어떤	MM	O
_	_	_	O
방식	방식	NNG	O
으로	으로	JKB	O
_	_	_	O
투자	투자	NNG	O
를	를	JKO	O
_	_	_	O
할까	하+ㄹ까	VV+EF	O
?	?	SF	O
_	_	_	O
2008	2008	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
결성된	결성되+ㄴ	VV+ETM	O
_	_	_	O
‘	‘	SS	O
가치	가치	NNG	B-ORG
투자	투자	NNG	I-ORG
포럼	포럼	NNG	I-ORG
’	’	SS	O
_	_	_	O
회원	회원	NNG	O
_	_	_	O
6	6	SN	B-NOH
명	명	NNB	I-NOH
으로부터	으로부터	JKB	O
_	_	_	O
비법	비법	NNG	O
을	을	JKO	O
_	_	_	O
들	들	VV	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 1985년. 당시 농구 국가대표 선수였던 허재 전 KCC 감독의 발 길이는 275mm, 축구 국가대표 선수였던 허정무 한국프로축구연맹 부총재는 270mm였다.
## <1985년:DAT>. 당시 농구 국가대표 선수였던 <허재:PER> 전 <KCC:ORG> 감독의 발 길이는 <275mm:NOH>, 축구 국가대표 선수였던 <허정무:PER> <한국프로축구연맹:ORG> 부총재는 <270mm:NOH>였다.
1985	1985	SN	B-DAT
년	년	NNB	I-DAT
.	.	SF	O
_	_	_	O
당시	당시	NNG	O
_	_	_	O
농구	농구	NNG	O
_	_	_	O
국가	국가	NNG	O
대표	대표	NNG	O
_	_	_	O
선수	선수+이	NNG+VCP	O
였	었	EP	O
던	던	ETM	O
_	_	_	O
허재	허재	NNP	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
KCC	KCC	SL	B-ORG
_	_	_	O
감독	감독	NNG	O
의	의	JKG	O
_	_	_	O
발	발	NNG	O
_	_	_	O
길이	길이	NNG	O
는	는	JX	O
_	_	_	O
275	275	SN	B-NOH
mm	mm	SL	I-NOH
,	,	SP	O
_	_	_	O
축구	축구	NNG	O
_	_	_	O
국가	국가	NNG	O
대표	대표	NNG	O
_	_	_	O
선수	선수+이	NNG+VCP	O
였	었	EP	O
던	던	ETM	O
_	_	_	O
허정무	허정무	NNP	B-PER
_	_	_	O
한국프로축구연맹	한국프로축구연맹	NNP	B-ORG
_	_	_	O
부총재	부총재	NNG	O
는	는	JX	O
_	_	_	O
270	270	SN	B-NOH
mm	mm+이	SL+VCP	I-NOH
였	었	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 지난해 말보다 소폭 하락했고 작년 동일기간(6.7%)대비 0.5%p 하락했다.
## 지난해 말보다 소폭 하락했고 작년 동일기간(<6.7%:PNT>)대비 <0.5%p:PNT> 하락했다.
지난해	지난해	NNG	O
_	_	_	O
말	말	NNB	O
보다	보다	JKB	O
_	_	_	O
소폭	소폭	NNG	O
_	_	_	O
하락	하락하	VV	O
했	였	EP	O
고	고	EC	O
_	_	_	O
작년	작년	NNG	O
_	_	_	O
동일	동일	NNG	O
기간	기간	NNG	O
(	(	SS	O
6.7	6.7	SN	B-PNT
%	%	SW	I-PNT
)	)	SS	O
대비	대비	NNG	O
_	_	_	O
0.5	0.5	SN	B-PNT
%	%	SW	I-PNT
p	p	SL	I-PNT
_	_	_	O
하락	하락하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 10
## ‘클린 디젤’을 홍보해 경유차 수요를 폭발적으로 키운 그동안의 정책에 대해 윤성규 환경부 장관은 이날 “중대한 시행착오가 있지 않았나 생각한다”며 유감이라고 말했다.
## ‘<클린 디젤:POH>’을 홍보해 경유차 수요를 폭발적으로 키운 그동안의 정책에 대해 <윤성규:PER> <환경부:ORG> 장관은 이날 “중대한 시행착오가 있지 않았나 생각한다”며 유감이라고 말했다.
‘	‘	SS	O
클린	클린	NNG	B-POH
_	_	_	I-POH
디젤	디젤	NNP	I-POH
’	’	SS	O
을	을	JKO	O
_	_	_	O
홍보해	홍보하+여	VV+EC	O
_	_	_	O
경유	경유	NNG	O
차	차	NNG	O
_	_	_	O
수요	수요	NNG	O
를	를	JKO	O
_	_	_	O
폭발적	폭발적	NNG	O
으로	으로	JKB	O
_	_	_	O
키운	키우+ㄴ	VV+ETM	O
_	_	_	O
그동안	그동안	NNG	O
의	의	JKG	O
_	_	_	O
정책	정책	NNG	O
에	에	JKB	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
윤성규	윤성규	NNP	B-PER
_	_	_	O
환경부	환경부	NNG	B-ORG
_	_	_	O
장관	장관	NNG	O
은	은	JX	O
_	_	_	O
이날	이날	NNG	O
_	_	_	O
“	“	SS	O
중대한	중대하+ㄴ	VA+ETM	O
_	_	_	O
시행착오	시행착오	NNG	O
가	가	JKS	O
_	_	_	O
있	있	VA	O
지	지	EC	O
_	_	_	O
않	않	VX	O
았	았	EP	O
나	나	EC	O
_	_	_	O
생각한다	생각하+ㄴ다	VV+EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
유감	유감	NNG	O
이	이	VCP	O
라고	라고	EC	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 이어 “전국적으로 격리 대상자에 대해선 격리 통지서가 발급되는 데 격리 통지서를 받은 수험생은 서울시에 알려 달라”고 요청했다.
## 이어 “전국적으로 격리 대상자에 대해선 격리 통지서가 발급되는 데 격리 통지서를 받은 수험생은 <서울시:ORG>에 알려 달라”고 요청했다.
이어	이어	MAG	O
_	_	_	O
“	“	SS	O
전국적	전국적	NNG	O
으로	으로	JKB	O
_	_	_	O
격리	격리	NNG	O
_	_	_	O
대상자	대상자	NNG	O
에	에	JKB	O
_	_	_	O
대해선	대하+여서+ㄴ	VV+EC+JX	O
_	_	_	O
격리	격리	NNG	O
_	_	_	O
통지서	통지서	NNG	O
가	가	JKS	O
_	_	_	O
발급되	발급되	VV	O
는	는	ETM	O
_	_	_	O
데	데	NNB	O
_	_	_	O
격리	격리	NNG	O
_	_	_	O
통지서	통지서	NNG	O
를	를	JKO	O
_	_	_	O
받	받	VV	O
은	은	ETM	O
_	_	_	O
수험생	수험생	NNG	O
은	은	JX	O
_	_	_	O
서울시	서울시	NNP	B-ORG
에	에	JKB	O
_	_	_	O
알려	알리+어	VV+EC	O
_	_	_	O
달	달	VX	O
라	라	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
요청	요청하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 이번 공연에서 초록 마녀 엘파바 역은 박혜나와 차지연, 금발 마녀 글린다
## 이번 공연에서 초록 마녀 <엘파바:PER> 역은 <박혜나:PER>와 <차지연:PER>, 금발 마녀 글린다
이번	이번	NNG	O
_	_	_	O
공연	공연	NNG	O
에서	에서	JKB	O
_	_	_	O
초록	초록	NNG	O
_	_	_	O
마녀	마녀	NNG	O
_	_	_	O
엘파	엘파	NNG	B-PER
바	바	NNB	I-PER
_	_	_	O
역	역	NNG	O
은	은	JX	O
_	_	_	O
박	박	NNP	B-PER
혜나	혜나	NNP	I-PER
와	와	JC	O
_	_	_	O
차지연	차지연	NNP	B-PER
,	,	SP	O
_	_	_	O
금발	금발	NNG	O
_	_	_	O
마녀	마녀	NNG	O
_	_	_	O
글린다	글리+ㄴ다	VV+EF	O

## 13
## 우선 장서각이 소장한 『군영등록(軍營謄錄)』의 세계기록유산 등재가 본격 추진된다.
## 우선 <장서각:ORG>이 소장한 『<군영등록(軍營謄錄):POH>』의 세계기록유산 등재가 본격 추진된다.
우선	우선	MAG	O
_	_	_	O
장서각	장서각	NNG	B-ORG
이	이	JKS	O
_	_	_	O
소장한	소장하+ㄴ	VV+ETM	O
_	_	_	O
『	『	SS	O
군영	군영	NNG	B-POH
등록	등록	NNG	I-POH
(	(	SS	I-POH
軍營謄錄	軍營謄錄	SH	I-POH
)	)	SS	I-POH
』	』	SS	O
의	의	JKG	O
_	_	_	O
세계	세계	NNG	O
기록	기록	NNG	O
유산	유산	NNG	O
_	_	_	O
등재	등재	NNG	O
가	가	JKS	O
_	_	_	O
본격	본격	NNG	O
_	_	_	O
추진된다	추진되+ㄴ다	VV+EF	O
.	.	SF	O

