## 1
## 에코 트래블백 만들기, 소녀시대도 패션으로 이용하며 화제
## 에코 트래블백 만들기, <소녀시대:ORG>도 패션으로 이용하며 화제
에코	에코	NNP	O
를	를	JKO	O
_	_	_	O
문서	문서	NNG	O
_	_	_	O
위조	위조	NNG	O
_	_	_	O
사용	사용	NNG	O
_	_	_	O
혐의	혐의	NNG	O
로	로	JKB	O
_	_	_	O
재판	재판	NNG	O
에	에	JKB	O
_	_	_	O
넘	넘기	VV	O
겼	었	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 김씨의 첫 재판은 다음달 6일 열릴 예정이다.
## <김:PER>씨의 첫 재판은 다음달 <6일:DAT> 열릴 예정이다.
김	김	NNP	B-PER
씨	씨	NNB	O
의	의	JKG	O
_	_	_	O
첫	첫	MM	O
_	_	_	O
재판	재판	NNG	O
은	은	JX	O
_	_	_	O
다음	다음	NNG	O
달	달	NNG	O
_	_	_	O
6	6	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
열릴	열리+ㄹ	VV+ETM	O
_	_	_	O
예정	예정	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 6
## 30mL 8만원, 100mL 18만5000원.불가리 아쿠아 디비나 오 드 투왈렛비너스의 신성한 아름다움에서 영감을 받아 만들어진 향수. 톡 쏘는 시트러스 향에 목련의 우아하고 감미로운 향이 더해져 여성미를 강조해 준다.
## <30mL:NOH> <8만원:MNY>, <100mL:NOH> <18만5000원:MNY>.<불가리:ORG> <아쿠아 디비나 오 드 투왈렛비너스:POH>의 신성한 아름다움에서 영감을 받아 만들어진 향수. 톡 쏘는 시트러스 향에 목련의 우아하고 감미로운 향이 더해져 여성미를 강조해 준다.
30	30	SN	B-NOH
mL	mL	SL	I-NOH
_	_	_	O
8	8	SN	B-MNY
만	만	NR	I-MNY
원	원	NNB	I-MNY
,	,	SP	O
_	_	_	O
100	100	SN	B-NOH
mL	mL	SL	I-NOH
_	_	_	O
18	18	SN	B-MNY
만	만	NR	I-MNY
5000	5000	SN	I-MNY
원	원	NNB	I-MNY
.	.	SF	O
불가리	불가리	NNG	B-ORG
_	_	_	O
아쿠아	아쿠아	NNG	B-POH
_	_	_	I-POH
디비나	디비나	NNP	I-POH
_	_	_	I-POH
오	오	NNP	I-POH
_	_	_	I-POH
드	드	NNP	I-POH
_	_	_	I-POH
투	투	NNB	I-POH
왈	왈	NNG	I-POH
렛	렛	NNG	I-POH
비너스	비너스	NNP	I-POH
의	의	JKG	O
_	_	_	O
신성한	신성하+ㄴ	VA+ETM	O
_	_	_	O
아름다움	아름답+ㅁ	VA+ETN	O
에서	에서	JKB	O
_	_	_	O
영감	영감	NNG	O
을	을	JKO	O
_	_	_	O
받	받	VV	O
아	아	EC	O
_	_	_	O
만들	만들	VV	O
어	어	EC	O
진	지+ㄴ	VX+ETM	O
_	_	_	O
향수	향수	NNG	O
.	.	SF	O
_	_	_	O
톡	톡	MAG	O
_	_	_	O
쏘	쏘	VV	O
는	는	ETM	O
_	_	_	O
시트러스	시트러스	NNG	O
_	_	_	O
향	향	NNG	O
에	에	JKB	O
_	_	_	O
목련	목련	NNG	O
의	의	JKG	O
_	_	_	O
우아하	우아하	VA	O
고	고	EC	O
_	_	_	O
감미로	감미롭	VA	O
운	ㄴ	ETM	O
_	_	_	O
향	향	NNG	O
이	이	JKS	O
_	_	_	O
더해	더하+여	VV+EC	O
져	지+어	VX+EC	O
_	_	_	O
여성미	여성미	NNG	O
를	를	JKO	O
_	_	_	O
강조해	강조하+여	VV+EC	O
_	_	_	O
준다	주+ㄴ다	VX+EF	O
.	.	SF	O

## 7
## 한편 유병재는 현재 ‘SNL코리아’의 작가로 활동하는 유병재는 Mnet ‘유세윤의 아트비디오’에 참여하면서 방송계에 입문한 바 있다.
## 한편 <유병재:PER>는 현재 ‘<SNL코리아:POH>’의 작가로 활동하는 <유병재:PER>는 <Mnet:POH> ‘<유세윤의 아트비디오:POH>’에 참여하면서 방송계에 입문한 바 있다.
한편	한편	MAG	O
_	_	_	O
유병재	유병재	NNP	B-PER
는	는	JX	O
_	_	_	O
현재	현재	MAG	O
_	_	_	O
‘	‘	SS	O
SNL	SNL	SL	B-POH
코리아	코리아	NNP	I-POH
’	’	SS	O
의	의	JKG	O
_	_	_	O
작가	작가	NNG	O
로	로	JKB	O
_	_	_	O
활동하	활동하	VV	O
는	는	ETM	O
_	_	_	O
유병재	유병재	NNP	B-PER
는	는	JX	O
_	_	_	O
Mnet	Mnet	SL	B-POH
_	_	_	O
‘	‘	SS	O
유세윤	유세윤	NNP	B-POH
의	의	JKG	I-POH
_	_	_	I-POH
아트	아트	NNG	I-POH
비디오	비디오	NNG	I-POH
’	’	SS	O
에	에	JKB	O
_	_	_	O
참여하	참여하	VV	O
면서	면서	EC	O
_	_	_	O
방송	방송	NNG	O
계	계	XSN	O
에	에	JKB	O
_	_	_	O
입문한	입문하+ㄴ	VV+ETM	O
_	_	_	O
바	바	NNB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 8
## 이문형 산업연구원(KIET) 북경지원장은 “중국은 기존 화석연료 자동차 개발 분야는 선진국을 추월하기 어렵다고 보고 기술 격차를 줄이는 것을 목표로 하고 있다”며 “전기차 분야에서는 선도국으로 부상한다는 계획을 갖고 개발에 지원을 아끼지 않는다”고 말했다.
## <이문형:PER> 산업연구원(<KIET:ORG>) 북경지원장은 “<중국:ORG>은 기존 화석연료 자동차 개발 분야는 선진국을 추월하기 어렵다고 보고 기술 격차를 줄이는 것을 목표로 하고 있다”며 “전기차 분야에서는 선도국으로 부상한다는 계획을 갖고 개발에 지원을 아끼지 않는다”고 말했다.
이문형	이문형	NNP	B-PER
_	_	_	O
산업	산업	NNG	O
연구원	연구원	NNG	O
(	(	SS	O
KIET	KIET	SL	B-ORG
)	)	SS	O
_	_	_	O
북경	북경	NNP	O
지원	지원	NNG	O
장	장	XSN	O
은	은	JX	O
_	_	_	O
“	“	SS	O
중국	중국	NNP	B-ORG
은	은	JX	O
_	_	_	O
기존	기존	NNG	O
_	_	_	O
화석	화석	NNG	O
연료	연료	NNG	O
_	_	_	O
자동차	자동차	NNG	O
_	_	_	O
개발	개발	NNG	O
_	_	_	O
분야	분야	NNG	O
는	는	JX	O
_	_	_	O
선진국	선진국	NNG	O
을	을	JKO	O
_	_	_	O
추월하	추월하	VV	O
기	기	ETN	O
_	_	_	O
어렵	어렵	VA	O
다고	다고	EC	O
_	_	_	O
보	보	VV	O
고	고	EC	O
_	_	_	O
기술	기술	NNG	O
_	_	_	O
격차	격차	NNG	O
를	를	JKO	O
_	_	_	O
줄이	줄이	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
을	을	JKO	O
_	_	_	O
목표	목표	NNG	O
로	로	JKB	O
_	_	_	O
하	하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
전기	전기	NNG	O
차	차	NNG	O
_	_	_	O
분야	분야	NNG	O
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
선도	선도	NNG	O
국	국	XSN	O
으로	으로	JKB	O
_	_	_	O
부상한다는	부상하+ㄴ다는	VV+ETM	O
_	_	_	O
계획	계획	NNG	O
을	을	JKO	O
_	_	_	O
갖	갖	VV	O
고	고	EC	O
_	_	_	O
개발	개발	NNG	O
에	에	JKB	O
_	_	_	O
지원	지원	NNG	O
을	을	JKO	O
_	_	_	O
아끼	아끼	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
는다	는다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 황교익은 “일본 짬뽕 스타일과 비슷하다”며 “숙주를 쓰는 것도 비슷하다.
## <황교익:PER>은 “<일본:LOC> 짬뽕 스타일과 비슷하다”며 “숙주를 쓰는 것도 비슷하다.
황교익	황교익	NNP	B-PER
은	은	JX	O
_	_	_	O
“	“	SS	O
일본	일본	NNP	B-LOC
_	_	_	O
짬뽕	짬뽕	NNG	O
_	_	_	O
스타일	스타일	NNG	O
과	과	JKB	O
_	_	_	O
비슷하	비슷하	VA	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
숙주	숙주	NNG	O
를	를	JKO	O
_	_	_	O
쓰	쓰	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
도	도	JX	O
_	_	_	O
비슷하	비슷하	VA	O
다	다	EF	O
.	.	SF	O

## 10
## 김명연 새누리당 의원은 “정치인뿐만 아니라 지역 주민들도 ‘녹취가 일상화돼 신경이 쓰여서 사람 만나는 맛이 나지 않는다’고 하더라”고 전했다.
## <김명연:PER> <새누리당:ORG> 의원은 “정치인뿐만 아니라 지역 주민들도 ‘녹취가 일상화돼 신경이 쓰여서 사람 만나는 맛이 나지 않는다’고 하더라”고 전했다.
김명연	김명연	NNP	B-PER
_	_	_	O
새누리당	새누리당	NNP	B-ORG
_	_	_	O
의원	의원	NNG	O
은	은	JX	O
_	_	_	O
“	“	SS	O
정치인	정치인	NNG	O
뿐	뿐	JX	O
만	만	JX	O
_	_	_	O
아니	아니	VCN	O
라	라	EC	O
_	_	_	O
지역	지역	NNG	O
_	_	_	O
주민	주민	NNG	O
들	들	XSN	O
도	도	JX	O
_	_	_	O
‘	‘	SS	O
녹취	녹취	NNG	O
가	가	JKS	O
_	_	_	O
일상화돼	일상화되+어	VV+EC	O
_	_	_	O
신경	신경	NNG	O
이	이	JKS	O
_	_	_	O
쓰	쓰이	VV	O
여서	어서	EC	O
_	_	_	O
사람	사람	NNG	O
_	_	_	O
만나	만나	VV	O
는	는	ETM	O
_	_	_	O
맛	맛	NNG	O
이	이	JKS	O
_	_	_	O
나	나	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
는다	는다	EF	O
’	’	SS	O
고	고	JKQ	O
_	_	_	O
하	하	VV	O
더라	더라	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
전	전하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 1990년대엔 몬스터닷컴 같은 온라인 웹사이트에 구인란이 생기면서 전 세계 직업을 검색 가능하게 됐다.
## <1990년대:DUR>엔 <몬스터닷컴:ORG> 같은 온라인 웹사이트에 구인란이 생기면서 전 세계 직업을 검색 가능하게 됐다.
1990	1990	SN	B-DUR
년대	년대	NNB	I-DUR
엔	에+ㄴ	JKB+JX	O
_	_	_	O
몬스터	몬스터	NNG	B-ORG
닷컴	닷컴	NNG	I-ORG
_	_	_	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
온라인	온라인	NNG	O
_	_	_	O
웹사이트	웹사이트	NNG	O
에	에	JKB	O
_	_	_	O
구인란	구인란	NNG	O
이	이	JKS	O
_	_	_	O
생기	생기	VV	O
면서	면서	EC	O
_	_	_	O
전	전	MM	O
_	_	_	O
세계	세계	NNG	O
_	_	_	O
직업	직업	NNG	O
을	을	JKO	O
_	_	_	O
검색	검색	NNG	O
_	_	_	O
가능하	가능하	VA	O
게	게	EC	O
_	_	_	O
됐	+었	+EP	O
다	다	EF	O
.	.	SF	O

## 12
## 또 ‘포괄적 뇌물죄’ 대신 ‘제3자 뇌물죄’ 적용을 검토하고 있다.
## 또 ‘<포괄적 뇌물죄:POH>’ 대신 ‘<제3자 뇌물죄:POH>’ 적용을 검토하고 있다.
또	또	MAG	O
_	_	_	O
‘	‘	SS	O
포괄적	포괄적	NNG	B-POH
_	_	_	I-POH
뇌물	뇌물	NNG	I-POH
죄	죄	NNG	I-POH
’	’	SS	O
_	_	_	O
대신	대신	NNG	O
_	_	_	O
‘	‘	SS	O
제	제	XPN	B-POH
3	3	SN	I-POH
자	자	NNG	I-POH
_	_	_	I-POH
뇌물죄	뇌물죄	NNG	I-POH
’	’	SS	O
_	_	_	O
적용	적용	NNG	O
을	을	JKO	O
_	_	_	O
검토하	검토하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 13
## 지난해 말 12개 은행의 저원가성예금 비중보다 1.6배 높다.
## 지난해 말 <12개:NOH> 은행의 저원가성예금 비중보다 <1.6배:PNT> 높다.
지난해	지난해	NNG	O
_	_	_	O
말	말	NNB	O
_	_	_	O
12	12	SN	B-NOH
개	개	NNB	I-NOH
_	_	_	O
은행	은행	NNG	O
의	의	JKG	O
_	_	_	O
저	저	XPN	O
원가	원가	NNG	O
성	성	XSN	O
예금	예금	NNG	O
_	_	_	O
비중	비중	NNG	O
보다	보다	JKB	O
_	_	_	O
1.6	1.6	SN	B-PNT
배	배	NNG	I-PNT
_	_	_	O
높	높	VA	O
다	다	EF	O
.	.	SF	O

## 14
## 왜냐하면 한 번 넓어진 모공은 단시간에 좁혀지지 않기 때문이다.
## 왜냐하면 <한 번:NOH> 넓어진 모공은 단시간에 좁혀지지 않기 때문이다.
왜냐하면	왜냐하면	MAG	O
_	_	_	O
한	한	MM	B-NOH
_	_	_	I-NOH
번	번	NNB	I-NOH
_	_	_	O
넓어진	넓어지+ㄴ	VV+ETM	O
_	_	_	O
모공	모공	NNG	O
은	은	JX	O
_	_	_	O
단시간	단시간	NNG	O
에	에	JKB	O
_	_	_	O
좁혀	좁히+어	VV+EC	O
지	지	VX	O
지	지	EC	O
_	_	_	O
않	않	VX	O
기	기	ETN	O
_	_	_	O
때문	때문	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 15
## '한국 이름은 예나'라는 대답을 받았다.
## '한국 이름은 <예나:PER>'라는 대답을 받았다.
'	'	SS	O
한국	한국	NNP	O
_	_	_	O
이름	이름	NNG	O
은	은	JX	O
_	_	_	O
예	예	NNG	B-PER
나	나	JC	I-PER
'	'+이	SS+VCP	O
라는	라는	ETM	O
_	_	_	O
대답	대답	NNG	O
을	을	JKO	O
_	_	_	O
받	받	VV	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

