## 1
## 그중에서도 백화점에 입점한 ‘자외선 차단제 최강자’를 가리는 지난해 5월 6일자 썰전이 가장 많은 관심을 받았다.
## 그중에서도 백화점에 입점한 ‘자외선 차단제 최강자’를 가리는 지난해 <5월 6일:DAT>자 <썰전:POH>이 가장 많은 관심을 받았다.
그중	그중	NNG	O
자태	자태	NNG	O
도	도	JX	O
_	_	_	O
관심	관심	NNG	O
을	을	JKO	O
_	_	_	O
모	모으	VV	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 4
## 박유라는 지난해 12월 자신의 페이스북에 “아침엔 뉴스하고 저녁엔 드레스 입고 행사 진행. 같은 사람인 듯 아닌 듯ㅎㅎ”라는 글과 함께 사진 2장을 게재했다.
## <박유라:PER>는 지난해 <12월:DAT> 자신의 <페이스북:POH>에 “아침엔 뉴스하고 저녁엔 드레스 입고 행사 진행. 같은 사람인 듯 아닌 듯ㅎㅎ”라는 글과 함께 사진 <2장:NOH>을 게재했다.
박유라	박유라	NNP	B-PER
는	는	JX	O
_	_	_	O
지난해	지난해	NNG	O
_	_	_	O
12	12	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
자신	자신	NNG	O
의	의	JKG	O
_	_	_	O
페이스북	페이스북	NNP	B-POH
에	에	JKB	O
_	_	_	O
“	“	SS	O
아침	아침	NNG	O
엔	에+ㄴ	JKB+JX	O
_	_	_	O
뉴스	뉴스	NNG	O
하	하	XSV	O
고	고	EC	O
_	_	_	O
저녁	저녁	NNG	O
엔	에+ㄴ	JKB+JX	O
_	_	_	O
드레스	드레스	NNG	O
_	_	_	O
입	입	VV	O
고	고	EC	O
_	_	_	O
행사	행사	NNG	O
_	_	_	O
진행	진행	NNG	O
.	.	SF	O
_	_	_	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
사람	사람	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
듯	듯	NNB	O
_	_	_	O
아닌	아니+ㄴ	VCN+ETM	O
_	_	_	O
듯	듯	NNB	O
ㅎ	ㅎ	NNG	O
ㅎ	ㅎ	NNG	O
”	”+이	SS+VCP	O
라는	라는	ETM	O
_	_	_	O
글	글	NNG	O
과	과	JKB	O
_	_	_	O
함께	함께	MAG	O
_	_	_	O
사진	사진	NNG	O
_	_	_	O
2	2	SN	B-NOH
장	장	NNB	I-NOH
을	을	JKO	O
_	_	_	O
게재	게재하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 조사 대상 전체의 0.74% 수준이다.
## 조사 대상 전체의 <0.74%:PNT> 수준이다.
조사	조사	NNG	O
_	_	_	O
대상	대상	NNG	O
_	_	_	O
전체	전체	NNG	O
의	의	JKG	O
_	_	_	O
0.74	0.74	SN	B-PNT
%	%	SW	I-PNT
_	_	_	O
수준	수준	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 6
## 사유별로 살펴보면 전기장판 사용 등으로 실제 난방을 하지 않은 가구가 전체 64.2%(3만5432가구)로 가장 많았고 이어
## 사유별로 살펴보면 전기장판 사용 등으로 실제 난방을 하지 않은 가구가 전체 <64.2%:PNT>(<3만5432가구:NOH>)로 가장 많았고 이어
사유	사유	NNG	O
별	별	XSN	O
로	로	JKB	O
_	_	_	O
살펴보	살펴보	VV	O
면	면	EC	O
_	_	_	O
전기	전기	NNG	O
장판	장판	NNG	O
_	_	_	O
사용	사용	NNG	O
_	_	_	O
등	등	NNB	O
으로	으로	JKB	O
_	_	_	O
실제	실제	NNG	O
_	_	_	O
난방	난방	NNG	O
을	을	JKO	O
_	_	_	O
하	하	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
은	은	ETM	O
_	_	_	O
가구	가구	NNG	O
가	가	JKS	O
_	_	_	O
전체	전체	NNG	O
_	_	_	O
64.2	64.2	SN	B-PNT
%	%	SW	I-PNT
(	(	SS	O
3	3	SN	B-NOH
만	만	NR	I-NOH
5432	5432	SN	I-NOH
가구	가구	NNG	I-NOH
)	)	SS	O
로	로	JKB	O
_	_	_	O
가장	가장	MAG	O
_	_	_	O
많	많	VA	O
았	았	EP	O
고	고	EC	O
_	_	_	O
이어	이어	MAG	O

## 7
## [헬스&뷰티/헬스캡슐]PMC박병원, 新 ‘목 디스크’ 수술법 발표
## [<헬스&뷰티/헬스캡슐:POH>]<PMC박병원:ORG>, 新 ‘목 디스크’ 수술법 발표
[	[	SS	O
헬스	헬스	NNG	B-POH
&	&	SW	I-POH
뷰티	뷰티	NNG	I-POH
/	/	SP	I-POH
헬스	헬스	NNG	I-POH
캡슐	캡슐	NNG	I-POH
]	]	SS	O
PMC	PMC	SL	B-ORG
박병원	박병원	NNP	I-ORG
,	,	SP	O
_	_	_	O
新	新	SH	O
_	_	_	O
‘	‘	SS	O
목	목	NNG	O
_	_	_	O
디스크	디스크	NNG	O
’	’	SS	O
_	_	_	O
수술	수술	NNG	O
법	법	XSN	O
_	_	_	O
발표	발표	NNG	O

## 8
## 매출의 성장세는 시장 평균(11.9%) 두 배에 가까운 20%에 달했다.
## 매출의 성장세는 시장 평균(<11.9%:PNT>) <두 배:PNT>에 가까운 <20%:PNT>에 달했다.
매출	매출	NNG	O
의	의	JKG	O
_	_	_	O
성장세	성장세	NNG	O
는	는	JX	O
_	_	_	O
시장	시장	NNG	O
_	_	_	O
평균	평균	NNG	O
(	(	SS	O
11.9	11.9	SN	B-PNT
%	%	SW	I-PNT
)	)	SS	O
_	_	_	O
두	두	MM	B-PNT
_	_	_	I-PNT
배	배	NNG	I-PNT
에	에	JKB	O
_	_	_	O
가까	가깝	VA	O
운	ㄴ	ETM	O
_	_	_	O
20	20	SN	B-PNT
%	%	SW	I-PNT
에	에	JKB	O
_	_	_	O
달	달하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 학계에서는 313년 낙랑이 고구려에 의해 멸망한 직후 낙랑 제철장인들이 이곳으로 이주했을 가능성이 있다는 주장이 나온다.
## 학계에서는 <313년:DAT> <낙랑:ORG>이 <고구려:ORG>에 의해 멸망한 직후 <낙랑:ORG> 제철장인들이 이곳으로 이주했을 가능성이 있다는 주장이 나온다.
학계	학계	NNG	O
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
313	313	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
낙랑	낙랑	NNG	B-ORG
이	이	JKS	O
_	_	_	O
고구려	고구려	NNP	B-ORG
에	에	JKB	O
_	_	_	O
의해	의하+여	VV+EC	O
_	_	_	O
멸망한	멸망하+ㄴ	VV+ETM	O
_	_	_	O
직후	직후	NNG	O
_	_	_	O
낙랑	낙랑	NNG	B-ORG
_	_	_	O
제철	제철	NNG	O
장인	장인	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
이곳	이곳	NP	O
으로	으로	JKB	O
_	_	_	O
이주	이주하	VV	O
했	였	EP	O
을	을	ETM	O
_	_	_	O
가능성	가능성	NNG	O
이	이	JKS	O
_	_	_	O
있	있	VA	O
다는	다는	ETM	O
_	_	_	O
주장	주장	NNG	O
이	이	JKS	O
_	_	_	O
나온다	나오+ㄴ다	VV+EF	O
.	.	SF	O

## 10
## 《 24일 개봉하는 ‘서부전선’(12세 이상)은 심각해 보이는 제목과 달리 웃음으로 승부하는 영화다.
## 《 <24일:DAT> 개봉하는 ‘<서부전선:POH>’(<12세:NOH> 이상)은 심각해 보이는 제목과 달리 웃음으로 승부하는 영화다.
《	《	SS	O
_	_	_	O
24	24	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
개봉하	개봉하	VV	O
는	는	ETM	O
_	_	_	O
‘	‘	SS	O
서부	서부	NNG	B-POH
전선	전선	NNG	I-POH
’	’	SS	O
(	(	SS	O
12	12	SN	B-NOH
세	세	NNB	I-NOH
_	_	_	O
이상	이상	NNG	O
)	)	SS	O
은	은	JX	O
_	_	_	O
심각해	심각하+여	VA+EC	O
_	_	_	O
보이	보이	VV	O
는	는	ETM	O
_	_	_	O
제목	제목	NNG	O
과	과	JKB	O
_	_	_	O
달리	달리	MAG	O
_	_	_	O
웃음	웃음	NNG	O
으로	으로	JKB	O
_	_	_	O
승부	승부	NNG	O
하	하	XSV	O
는	는	ETM	O
_	_	_	O
영화	영화+이	NNG+VCP	O
다	다	EF	O
.	.	SF	O

## 11
## JYJ 김준수 악플러 법적 대응 시사 “상식 밖 도가 지나쳐”…어느 정도길래? 그룹 JYJ 김준수가 악플러를 상대로 법적 대응을 시사했다.
## <JYJ:ORG> <김준수:PER> 악플러 법적 대응 시사 “상식 밖 도가 지나쳐”…어느 정도길래? 그룹 <JYJ:ORG> <김준수:PER>가 악플러를 상대로 법적 대응을 시사했다.
JYJ	JYJ	SL	B-ORG
_	_	_	O
김준수	김준수	NNP	B-PER
_	_	_	O
악	악	NNG	O
플러	플러	NNP	O
_	_	_	O
법적	법적	NNG	O
_	_	_	O
대응	대응	NNG	O
_	_	_	O
시사	시사	NNG	O
_	_	_	O
“	“	SS	O
상식	상식	NNG	O
_	_	_	O
밖	밖	NNG	O
_	_	_	O
도	도	NNG	O
가	가	JKS	O
_	_	_	O
지나쳐	지나치+어	VA+EF	O
”	”	SS	O
…	…	SE	O
어느	어느	MM	O
_	_	_	O
정도	정도+이	NNG+VCP	O
길래	길래	EF	O
?	?	SF	O
_	_	_	O
그룹	그룹	NNG	O
_	_	_	O
JYJ	JYJ	SL	B-ORG
_	_	_	O
김준수	김준수	NNP	B-PER
가	가	JKS	O
_	_	_	O
악	악	NNG	O
플러	플러	NNP	O
를	를	JKO	O
_	_	_	O
상대	상대	NNG	O
로	로	JKB	O
_	_	_	O
법적	법적	NNG	O
_	_	_	O
대응	대응	NNG	O
을	을	JKO	O
_	_	_	O
시사	시사하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 지난 2월 4일은 입춘(立春)이었습니다.
## 지난 <2월 4일:DAT>은 <입춘:DAT>(<立春:DAT>)이었습니다.
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
2	2	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	I-DAT
4	4	SN	I-DAT
일	일	NNB	I-DAT
은	은	JX	O
_	_	_	O
입춘	입춘	NNG	B-DAT
(	(	SS	O
立春	立春	SH	B-DAT
)	)	SS	O
이	이	VCP	O
었	었	EP	O
습니다	습니다	EF	O
.	.	SF	O

## 13
## 그러면서 “안 전 비서관은 최순실의 명에 따라 수시로 인사 개입을 자행했고, 이 전 비서관은 최순실의 인사를 실행한 인물”이라고 주장했다.
## 그러면서 “<안:PER> 전 비서관은 <최순실:PER>의 명에 따라 수시로 인사 개입을 자행했고, <이:PER> 전 비서관은 <최순실:PER>의 인사를 실행한 인물”이라고 주장했다.
그러	그러	VV	O
면서	면서	EC	O
_	_	_	O
“	“	SS	O
안	안	NNP	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
비서관	비서관	NNG	O
은	은	JX	O
_	_	_	O
최순실	최순실	NNP	B-PER
의	의	JKG	O
_	_	_	O
명	명	NNG	O
에	에	JKB	O
_	_	_	O
따	따르	VV	O
라	아	EC	O
_	_	_	O
수시로	수시로	MAG	O
_	_	_	O
인사	인사	NNG	O
_	_	_	O
개입	개입	NNG	O
을	을	JKO	O
_	_	_	O
자행	자행하	VV	O
했	였	EP	O
고	고	EC	O
,	,	SP	O
_	_	_	O
이	이	MM	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
비서관	비서관	NNG	O
은	은	JX	O
_	_	_	O
최순실	최순실	NNP	B-PER
의	의	JKG	O
_	_	_	O
인사	인사	NNG	O
를	를	JKO	O
_	_	_	O
실행한	실행하+ㄴ	VV+ETM	O
_	_	_	O
인물	인물	NNG	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
주장	주장하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 14
## 안 전 비서관은 제2부속비서관 시절 자신의 차량이나 이영선 행정관의 차량에 최씨를 태워 검문 없이 청와대에 출입시켜 줬다는 의혹도 받고 있다.
## <안:PER> 전 비서관은 <제2부속비서관:ORG> 시절 자신의 차량이나 <이영선:PER> 행정관의 차량에 <최:PER>씨를 태워 검문 없이 <청와대:ORG>에 출입시켜 줬다는 의혹도 받고 있다.
안	안	NNP	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
비서관	비서관	NNG	O
은	은	JX	O
_	_	_	O
제	제	XPN	B-ORG
2	2	SN	I-ORG
부속	부속	NNG	I-ORG
비서관	비서관	NNG	I-ORG
_	_	_	O
시절	시절	NNG	O
_	_	_	O
자신	자신	NNG	O
의	의	JKG	O
_	_	_	O
차량	차량	NNG	O
이나	이나	JC	O
_	_	_	O
이영선	이영선	NNP	B-PER
_	_	_	O
행정관	행정관	NNG	O
의	의	JKG	O
_	_	_	O
차량	차량	NNG	O
에	에	JKB	O
_	_	_	O
최	최	NNP	B-PER
씨	씨	NNB	O
를	를	JKO	O
_	_	_	O
태	태우	VV	O
워	어	EC	O
_	_	_	O
검문	검문	NNG	O
_	_	_	O
없이	없이	MAG	O
_	_	_	O
청와대	청와대	NNP	B-ORG
에	에	JKB	O
_	_	_	O
출입	출입	NNG	O
시켜	시키+어	XSV+EC	O
_	_	_	O
줬	+었	+EP	O
다는	다는	ETM	O
_	_	_	O
의혹	의혹	NNG	O
도	도	JX	O
_	_	_	O
받	받	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 15
## 이 전 비서관도 구속된 정 전 비서관과 함께 청와대 문건을 최씨에게 전달하는 데 개입했을 가능성이 크다고 검찰은 보고 있다.
## <이:PER> 전 비서관도 구속된 <정:PER> 전 비서관과 함께 <청와대:ORG> 문건을 <최:PER>씨에게 전달하는 데 개입했을 가능성이 크다고 검찰은 보고 있다.
이	이	NNP	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
비서관	비서관	NNG	O
도	도	JX	O
_	_	_	O
구속된	구속되+ㄴ	VV+ETM	O
_	_	_	O
정	정	NNP	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
비서관	비서관	NNG	O
과	과	JKB	O
_	_	_	O
함께	함께	MAG	O
_	_	_	O
청와대	청와대	NNP	B-ORG
_	_	_	O
문건	문건	NNG	O
을	을	JKO	O
_	_	_	O
최	최	NNP	B-PER
씨	씨	NNB	O
에게	에게	JKB	O
_	_	_	O
전달하	전달하	VV	O
는	는	ETM	O
_	_	_	O
데	데	NNB	O
_	_	_	O
개입	개입하	VV	O
했	었	EP	O
을	을	ETM	O
_	_	_	O
가능성	가능성	NNG	O
이	이	JKS	O
_	_	_	O
크	크	VA	O
다고	다고	EC	O
_	_	_	O
검찰	검찰	NNG	O
은	은	JX	O
_	_	_	O
보	보	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

