## 1
## 지난해 브라질 월드컵 때 축구 국가대표팀의 골문을 지켰던 정성룡(30·수원)과 김승규(25·울산)의 일본 J리그 진출이 곧 이뤄질 것으로 보인다.
## 지난해 <브라질 월드컵:POH> 때 축구 국가대표팀의 골문을 지켰던 <정성룡:PER>(<30:NOH>·<수원:LOC>)과 <김승규:PER>(<25:NOH>·<울산:LOC>)의 <일본:ORG> <J리그:ORG> 진출이 곧 이뤄질 것으로 보인다.
지난해	지난해	NNG	O
를	를	JKO	O
_	_	_	O
받	받	VV	O
고	고	EC	O
_	_	_	O
오후	오후	NNG	B-TIM
_	_	_	I-TIM
7	7	SN	I-TIM
시	시	NNB	I-TIM
_	_	_	I-TIM
20	20	SN	I-TIM
분	분	NNB	I-TIM
경	경	XSN	I-TIM
_	_	_	O
현장	현장	NNG	O
에	에	JKB	O
_	_	_	O
도착해	도착하+여	VV+EC	O
_	_	_	O
정비	정비	NNG	O
_	_	_	O
작업	작업	NNG	O
을	을	JKO	O
_	_	_	O
진행하	진행하	VV	O
다	다	EC	O
_	_	_	O
사고	사고	NNG	O
를	를	JKO	O
_	_	_	O
당한	당하+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
파악	파악되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 조 씨의 시신은 서울 소재 한 의료원 영안실에 안치돼있다.
## <조:PER> 씨의 시신은 <서울:LOC> 소재 한 의료원 영안실에 안치돼있다.
조	조	NNP	B-PER
_	_	_	O
씨	씨	XSN	O
의	의	JKG	O
_	_	_	O
시신	시신	NNG	O
은	은	JX	O
_	_	_	O
서울	서울	NNP	B-LOC
_	_	_	O
소재	소재	NNG	O
_	_	_	O
한	한	MM	O
_	_	_	O
의료	의료	NNG	O
원	원	XSN	O
_	_	_	O
영안실	영안실	NNG	O
에	에	JKB	O
_	_	_	O
안치돼	안치되+어	VV+EC	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 12
## ‘결혼’ 김하늘, “학창시절 친구들과 오해 풀지 못하고 홀로 속앓이”
## ‘결혼’ <김하늘:PER>, “학창시절 친구들과 오해 풀지 못하고 홀로 속앓이”
‘	‘	SS	O
결혼	결혼	NNG	O
’	’	SS	O
_	_	_	O
김하늘	김하늘	NNP	B-PER
,	,	SP	O
_	_	_	O
“	“	SS	O
학창	학창	NNG	O
시절	시절	NNG	O
_	_	_	O
친구	친구	NNG	O
들	들	XSN	O
과	과	JKB	O
_	_	_	O
오해	오해	NNG	O
_	_	_	O
풀	풀	VV	O
지	지	EC	O
_	_	_	O
못하	못하	VX	O
고	고	EC	O
_	_	_	O
홀로	홀로	MAG	O
_	_	_	O
속앓이	속앓이	NNG	O
”	”	SS	O

## 13
## ‘엄친아’ 이미지로 유명한 배우 임시완이 ‘인생술집’에서 제대로 망가진 모습을 보여준다.
## ‘엄친아’ 이미지로 유명한 배우 <임시완:PER>이 ‘<인생술집:POH>’에서 제대로 망가진 모습을 보여준다.
‘	‘	SS	O
엄친	엄친	NNG	O
아	아	XSN	O
’	’	SS	O
_	_	_	O
이미지	이미지	NNG	O
로	로	JKB	O
_	_	_	O
유명한	유명하+ㄴ	VA+ETM	O
_	_	_	O
배우	배우	NNG	O
_	_	_	O
임시완	임시완	NNP	B-PER
이	이	JKS	O
_	_	_	O
‘	‘	SS	O
인생	인생	NNG	B-POH
술집	술집	NNG	I-POH
’	’	SS	O
에서	에서	JKB	O
_	_	_	O
제대로	제대로	MAG	O
_	_	_	O
망가진	망가지+ㄴ	VV+ETM	O
_	_	_	O
모습	모습	NNG	O
을	을	JKO	O
_	_	_	O
보	보이	VV	O
여	어	EC	O
준다	주+ㄴ다	VX+EF	O
.	.	SF	O

## 14
## 김우종 부인, 김준호 협박, '본인 살겠다고 다시 죽이려 한다면…'개그맨 김준호가 회사 공금을 횡령 후 잠적한 김우종 코코엔터테인먼트 전 대표의 부인으로부터 받은 협박문자를 공개했다.
## <김우종:PER> 부인, <김준호:PER> 협박, '본인 살겠다고 다시 죽이려 한다면…'개그맨 <김준호:PER>가 회사 공금을 횡령 후 잠적한 <김우종:PER> <코코엔터테인먼트:ORG> 전 대표의 부인으로부터 받은 협박문자를 공개했다.
김우종	김우종	NNP	B-PER
_	_	_	O
부인	부인	NNG	O
,	,	SP	O
_	_	_	O
김준호	김준호	NNP	B-PER
_	_	_	O
협박	협박	NNG	O
,	,	SP	O
_	_	_	O
'	'	SS	O
본인	본인	NNG	O
_	_	_	O
살	살	VV	O
겠	겠	EP	O
다고	다고	EC	O
_	_	_	O
다시	다시	MAG	O
_	_	_	O
죽이	죽이	VV	O
려	려	EC	O
_	_	_	O
한다면	하+ㄴ다면	VX+EC	O
…	…	SE	O
'	'	SS	O
개그맨	개그맨	NNG	O
_	_	_	O
김준호	김준호	NNP	B-PER
가	가	JKS	O
_	_	_	O
회사	회사	NNG	O
_	_	_	O
공금	공금	NNG	O
을	을	JKO	O
_	_	_	O
횡령	횡령	NNG	O
_	_	_	O
후	후	NNG	O
_	_	_	O
잠적한	잠적하+ㄴ	VV+ETM	O
_	_	_	O
김우종	김우종	NNP	B-PER
_	_	_	O
코코	코코	NNP	B-ORG
엔터테인먼트	엔터테인먼트	NNG	I-ORG
_	_	_	O
전	전	MM	O
_	_	_	O
대표	대표	NNG	O
의	의	JKG	O
_	_	_	O
부인	부인	NNG	O
으로부터	으로부터	JKB	O
_	_	_	O
받	받	VV	O
은	은	ETM	O
_	_	_	O
협박	협박	NNG	O
문자	문자	NNG	O
를	를	JKO	O
_	_	_	O
공개	공개하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 15
## 【뉴델리=AFP AP 연합】
## 【<뉴델리:LOC>=<AFP AP 연합:POH>】
【	【	SS	O
뉴델리	뉴델리	NNP	B-LOC
=	=	SW	O
AFP	AFP	SL	B-POH
_	_	_	I-POH
AP	AP	SL	I-POH
_	_	_	I-POH
연합	연합	NNG	I-POH
】	】	SS	O

