## 1
## 여­야가 입장 조정에 성공할 경우에는, 이번 정기국회에서 정부조직법 개정안과 WTO동의안 등 법안처리를 하지 않을 것으로 보인다.
## 여­야가 입장 조정에 성공할 경우에는, 이번 정기국회에서 정부조직법 개정안과 <WTO:ORG>동의안 등 법안처리를 하지 않을 것으로 보인다.
여	여	NNG	O
_	_	_	O
참석	참석	NNG	O
_	_	_	O
김종인	김종인	NNP	B-PER
_	_	_	O
“	“	SS	O
사퇴	사퇴	NNG	O
_	_	_	O
하루	하루	NNG	O
_	_	_	O
더	더	MAG	O
_	_	_	O
고민	고민	NNG	O
”	”	SS	O

## 12
## 》 정부가 공급 과잉의 위기에 빠진 철강 및 석유화학 부문의 산업 구조조정 방향을 내놨다.
## 》 <정부:ORG>가 공급 과잉의 위기에 빠진 철강 및 석유화학 부문의 산업 구조조정 방향을 내놨다.
》	》	SS	O
_	_	_	O
정부	정부	NNG	B-ORG
가	가	JKS	O
_	_	_	O
공급	공급	NNG	O
_	_	_	O
과잉	과잉	NNG	O
의	의	JKG	O
_	_	_	O
위기	위기	NNG	O
에	에	JKB	O
_	_	_	O
빠진	빠지+ㄴ	VV+ETM	O
_	_	_	O
철강	철강	NNG	O
_	_	_	O
및	및	MAG	O
_	_	_	O
석유	석유	NNG	O
화학	화학	NNG	O
_	_	_	O
부문	부문	NNG	O
의	의	JKG	O
_	_	_	O
산업	산업	NNG	O
_	_	_	O
구조	구조	NNG	O
조정	조정	NNG	O
_	_	_	O
방향	방향	NNG	O
을	을	JKO	O
_	_	_	O
내	내놓	VV	O
놨	았	EP	O
다	다	EF	O
.	.	SF	O

## 13
## [중앙일보 실시한 국내 대학교육 평가] 어떻게 평가했나
## [<중앙일보:ORG> 실시한 국내 대학교육 평가] 어떻게 평가했나
[	[	SS	O
중앙일보	중앙일보	NNP	B-ORG
_	_	_	O
실시한	실시하+ㄴ	VV+ETM	O
_	_	_	O
국내	국내	NNG	O
_	_	_	O
대학	대학	NNG	O
교육	교육	NNG	O
_	_	_	O
평가	평가	NNG	O
]	]	SS	O
_	_	_	O
어떻	어떻	VA	O
게	게	EC	O
_	_	_	O
평가	평가하	VV	O
했	였	EP	O
나	나	EF	O

## 14
## 한진그룹의 1000억원으로 급한 불을 끄지 못한다면 채권단과 한진그룹 간에 담보 제공을 둘러싼 핑퐁게임이 되풀이될 여지가 있다.
## <한진그룹:ORG>의 <1000억원:MNY>으로 급한 불을 끄지 못한다면 채권단과 <한진그룹:ORG> 간에 담보 제공을 둘러싼 핑퐁게임이 되풀이될 여지가 있다.
한진그룹	한진그룹	NNP	B-ORG
의	의	JKG	O
_	_	_	O
1000	1000	SN	B-MNY
억	억	NR	I-MNY
원	원	NNB	I-MNY
으로	으로	JKB	O
_	_	_	O
급한	급하+ㄴ	VA+ETM	O
_	_	_	O
불	불	NNG	O
을	을	JKO	O
_	_	_	O
끄	끄	VV	O
지	지	EC	O
_	_	_	O
못한다면	못하+ㄴ다면	VX+EC	O
_	_	_	O
채권	채권	NNG	O
단	단	XSN	O
과	과	JC	O
_	_	_	O
한진	한진	NNP	B-ORG
그룹	그룹	NNG	I-ORG
_	_	_	O
간	간	NNB	O
에	에	JKB	O
_	_	_	O
담보	담보	NNG	O
_	_	_	O
제공	제공	NNG	O
을	을	JKO	O
_	_	_	O
둘러싼	둘러싸+ㄴ	VV+ETM	O
_	_	_	O
핑퐁	핑퐁	NNG	O
게임	게임	NNG	O
이	이	JKS	O
_	_	_	O
되풀이될	되풀이되+ㄹ	VV+ETM	O
_	_	_	O
여지	여지	NNB	O
가	가	JKS	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 15
## 당장의 물류혼란 고비를 무사히 넘긴다고 해도 한진해운이 처리해 온 연간 460만TEU어치 물량을 어떻게 소화하느냐는 문제가 남아 있다.
## 당장의 물류혼란 고비를 무사히 넘긴다고 해도 <한진해운:ORG>이 처리해 온 연간 <460만TEU:NOH>어치 물량을 어떻게 소화하느냐는 문제가 남아 있다.
당장	당장	NNG	O
의	의	JKG	O
_	_	_	O
물류	물류	NNG	O
혼란	혼란	NNG	O
_	_	_	O
고비	고비	NNG	O
를	를	JKO	O
_	_	_	O
무사히	무사히	MAG	O
_	_	_	O
넘긴다고	넘기+ㄴ다고	VV+EC	O
_	_	_	O
해도	하+여도	VV+EC	O
_	_	_	O
한진해운	한진해운	NNP	B-ORG
이	이	JKS	O
_	_	_	O
처리해	처리하+여	VV+EC	O
_	_	_	O
온	온	NNG	O
_	_	_	O
연간	연간	NNG	O
_	_	_	O
460	460	SN	B-NOH
만	만	NR	I-NOH
TEU	TEU	SL	I-NOH
어치	어치	XSN	O
_	_	_	O
물량	물량	NNG	O
을	을	JKO	O
_	_	_	O
어떻	어떻	VA	O
게	게	EC	O
_	_	_	O
소화하	소화하	VV	O
느냐는	느냐는	ETM	O
_	_	_	O
문제	문제	NNG	O
가	가	JKS	O
_	_	_	O
남	남	VV	O
아	아	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 16
## 그러나 새정치연합 윤호중 의원은 “우리 경제가 먹었다는 퉁퉁 분 국수가 도대체 무엇이냐”며 “대기업을 위해 법인세는 인상하지 않고 서민에게 부담되는 증세 수단을 동원해 국민이 배신감을 느끼고 있다”고 비판했다.
## 그러나 <새정치연합:ORG> <윤호중:PER> 의원은 “우리 경제가 먹었다는 퉁퉁 분 국수가 도대체 무엇이냐”며 “대기업을 위해 법인세는 인상하지 않고 서민에게 부담되는 증세 수단을 동원해 국민이 배신감을 느끼고 있다”고 비판했다.
그러나	그러나	MAJ	O
_	_	_	O
새정치연합	새정치연합	NNP	B-ORG
_	_	_	O
윤호중	윤호중	NNP	B-PER
_	_	_	O
의원	의원	NNG	O
은	은	JX	O
_	_	_	O
“	“	SS	O
우리	우리	NP	O
_	_	_	O
경제	경제	NNG	O
가	가	JKS	O
_	_	_	O
먹	먹	VV	O
었	었	EP	O
다는	다는	ETM	O
_	_	_	O
퉁퉁	퉁퉁	MAG	O
_	_	_	O
분	분	NNB	O
_	_	_	O
국수	국수	NNG	O
가	가	JKS	O
_	_	_	O
도대체	도대체	MAG	O
_	_	_	O
무엇	무엇	NP	O
이	이	VCP	O
냐	냐	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
대기업	대기업	NNG	O
을	을	JKO	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
법인세	법인세	NNG	O
는	는	JX	O
_	_	_	O
인상하	인상하	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
고	고	EC	O
_	_	_	O
서민	서민	NNG	O
에게	에게	JKB	O
_	_	_	O
부담	부담	NNG	O
되	되	XSV	O
는	는	ETM	O
_	_	_	O
증세	증세	NNG	O
_	_	_	O
수단	수단	NNG	O
을	을	JKO	O
_	_	_	O
동원해	동원하+여	VV+EC	O
_	_	_	O
국민	국민	NNG	O
이	이	JKS	O
_	_	_	O
배신감	배신감	NNG	O
을	을	JKO	O
_	_	_	O
느끼	느끼	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
비판	비판하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

