## 1
## 마녀사냥 아유미, 일본의 19금 방송 어떻길래?…"여기는 쨉도 안돼"
## <마녀사냥:POH> <아유미:PER>, <일본:ORG>의 <19금:NOH> 방송 어떻길래?…"여기는 쨉도 안돼"
마녀	마녀	NNG	B-POH
_	_	_	O
상대	상대	NNG	O
_	_	_	O
수비	수비	NNG	O
를	를	JKO	O
_	_	_	O
흔들	흔들	VV	O
어	어	EC	O
줄	주+ㄹ	VX+ETM	O
_	_	_	O
박은선	박은선	NNP	B-PER
(	(	SS	O
로시얀카	로시얀카	NNP	B-ORG
)	)	SS	O
의	의	JKG	O
_	_	_	O
출전	출전	NNG	O
여부	여부	NNG	O
도	도	JX	O
_	_	_	O
승부	승부	NNG	O
의	의	JKG	O
_	_	_	O
관건	관건	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 5
## 케냐모래보아뱀은 50~60㎝까지 자란다.
## <케냐:LOC>모래보아뱀은 <50:NOH>~<60㎝:NOH>까지 자란다.
케냐	케냐	NNP	B-LOC
모래	모래	NNG	O
보아	보아	NNP	O
뱀	뱀	NNG	O
은	은	JX	O
_	_	_	O
50	50	SN	B-NOH
~	~	SO	O
60	60	SN	B-NOH
㎝	㎝	SW	I-NOH
까지	까지	JX	O
_	_	_	O
자란다	자라+ㄴ다	VV+EF	O
.	.	SF	O

## 6
## 게인스는 와플의 동영상이 인기를 끌자 2탄, 3탄도 유튜브에 올렸다.
## <게인스:PER>는 와플의 동영상이 인기를 끌자 <2탄:NOH>, <3탄:NOH>도 <유튜브:POH>에 올렸다.
게인스	게인스	NNP	B-PER
는	는	JX	O
_	_	_	O
와플	와플	NNG	O
의	의	JKG	O
_	_	_	O
동영상	동영상	NNG	O
이	이	JKS	O
_	_	_	O
인기	인기	NNG	O
를	를	JKO	O
_	_	_	O
끌	끌	VV	O
자	자	EC	O
_	_	_	O
2	2	SN	B-NOH
탄	탄	NNG	I-NOH
,	,	SP	O
_	_	_	O
3	3	SN	B-NOH
탄도	탄도	NNG	O
_	_	_	O
유튜브	유튜브	NNP	B-POH
에	에	JKB	O
_	_	_	O
올	올리	VV	O
렸	었	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 유호열 고려대 북한학과 교수는 24일 “앞으로 남북관계에 진전이 있다면 임기 전반기를 준비 기간으로 평가할 수 있지만, 진전이 없다면 경직된 대응으로 실기(失機)했다는 비판을 피하기 어렵다”며 “북한은 체제 유지, 남한은 대북 교류를 맞교환했을 가능성이 높다”고 말했다.
## <유호열:PER> <고려대:ORG> 북한학과 교수는 <24일:DAT> “앞으로 <남북:ORG>관계에 진전이 있다면 임기 전반기를 준비 기간으로 평가할 수 있지만, 진전이 없다면 경직된 대응으로 실기(失機)했다는 비판을 피하기 어렵다”며 “<북한:ORG>은 체제 유지, <남한:ORG>은 대북 교류를 맞교환했을 가능성이 높다”고 말했다.
유호열	유호열	NNP	B-PER
_	_	_	O
고려대	고려대	NNP	B-ORG
_	_	_	O
북한	북한	NNP	O
학과	학과	NNG	O
_	_	_	O
교수	교수	NNG	O
는	는	JX	O
_	_	_	O
24	24	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
“	“	SS	O
앞	앞	NNG	O
으로	으로	JKB	O
_	_	_	O
남북	남북	NNP	B-ORG
관계	관계	NNG	O
에	에	JKB	O
_	_	_	O
진전	진전	NNG	O
이	이	JKS	O
_	_	_	O
있	있	VA	O
다면	다면	EC	O
_	_	_	O
임기	임기	NNG	O
_	_	_	O
전반기	전반기	NNG	O
를	를	JKO	O
_	_	_	O
준비	준비	NNG	O
_	_	_	O
기간	기간	NNG	O
으로	으로	JKB	O
_	_	_	O
평가할	평가하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
지만	지만	EC	O
,	,	SP	O
_	_	_	O
진전	진전	NNG	O
이	이	JKS	O
_	_	_	O
없	없	VA	O
다면	다면	EC	O
_	_	_	O
경직된	경직되+ㄴ	VV+ETM	O
_	_	_	O
대응	대응	NNG	O
으로	으로	JKB	O
_	_	_	O
실기	실기	NNG	O
(	(	SS	O
失機	失機	SH	O
)	)+하	SS+XSV	O
했	였	EP	O
다는	다는	ETM	O
_	_	_	O
비판	비판	NNG	O
을	을	JKO	O
_	_	_	O
피하	피하	VV	O
기	기	ETN	O
_	_	_	O
어렵	어렵	VA	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
북한	북한	NNP	B-ORG
은	은	JX	O
_	_	_	O
체제	체제	NNG	O
_	_	_	O
유지	유지	NNG	O
,	,	SP	O
_	_	_	O
남한	남한	NNP	B-ORG
은	은	JX	O
_	_	_	O
대북	대북	NNG	O
_	_	_	O
교류	교류	NNG	O
를	를	JKO	O
_	_	_	O
맞교환	맞교환하	VV	O
했	였	EP	O
을	을	ETM	O
_	_	_	O
가능성	가능성	NNG	O
이	이	JKS	O
_	_	_	O
높	높	VA	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 한편 트럼프 당선인과 차이 총통의 통화 막후에는 로비스트로 활동하는 밥 돌 전 상원의원과 그가 속한 로펌 ‘올스턴 앤드 버드’가 역할을 했다고 뉴욕타임스(NYT)가 6일 보도했다.
## 한편 <트럼프:PER> 당선인과 차이 총통의 통화 막후에는 로비스트로 활동하는 <밥 돌:PER> 전 상원의원과 그가 속한 로펌 ‘<올스턴 앤드 버드:ORG>’가 역할을 했다고 <뉴욕타임스:ORG>(<NYT:ORG>)가 <6일:DAT> 보도했다.
한편	한편	MAG	O
_	_	_	O
트럼프	트럼프	NNP	B-PER
_	_	_	O
당선인	당선인	NNG	O
과	과	JC	O
_	_	_	O
차이	차이	NNG	O
_	_	_	O
총통	총통	NNG	O
의	의	JKG	O
_	_	_	O
통화	통화	NNG	O
_	_	_	O
막후	막후	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
로비스트	로비스트	NNG	O
로	로	JKB	O
_	_	_	O
활동하	활동하	VV	O
는	는	ETM	O
_	_	_	O
밥	밥	NNP	B-PER
_	_	_	I-PER
돌	돌	NNP	I-PER
_	_	_	O
전	전	NNG	O
_	_	_	O
상원	상원	NNG	O
의원	의원	NNG	O
과	과	JC	O
_	_	_	O
그	그	NP	O
가	가	JKS	O
_	_	_	O
속한	속하+ㄴ	VV+ETM	O
_	_	_	O
로펌	로펌	NNG	O
_	_	_	O
‘	‘	SS	O
올스턴	올스턴	NNP	B-ORG
_	_	_	I-ORG
앤드	앤드	NNG	I-ORG
_	_	_	I-ORG
버드	버드	NNP	I-ORG
’	’	SS	O
가	가	JKS	O
_	_	_	O
역할	역할	NNG	O
을	을	JKO	O
_	_	_	O
했	+였	+EP	O
다고	다고	EC	O
_	_	_	O
뉴욕타임스	뉴욕타임스	NNP	B-ORG
(	(	SS	O
NYT	NYT	SL	B-ORG
)	)	SS	O
가	가	JKS	O
_	_	_	O
6	6	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
보도	보도하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 그래서 보상선수로 박한길을 지명하자고 내부방침을 정했다.
## 그래서 보상선수로 <박한길:PER>을 지명하자고 내부방침을 정했다.
그래서	그래서	MAJ	O
_	_	_	O
보상	보상	NNG	O
선수	선수	NNG	O
로	로	JKB	O
_	_	_	O
박한길	박한길	NNP	B-PER
을	을	JKO	O
_	_	_	O
지명하	지명하	VV	O
자고	자고	EC	O
_	_	_	O
내부	내부	NNG	O
방침	방침	NNG	O
을	을	JKO	O
_	_	_	O
정	정하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 그는 “검찰이 리를 단독범으로 기소했다가 대법원에서 무죄가 나니 패터슨을 진범이라고 지목해 기소한 것”이라고 주장했다.
## 그는 “검찰이 <리:PER>를 단독범으로 기소했다가 대법원에서 무죄가 나니 <패터슨:PER>을 진범이라고 지목해 기소한 것”이라고 주장했다.
그	그	NP	O
는	는	JX	O
_	_	_	O
“	“	SS	O
검찰	검찰	NNG	O
이	이	JKS	O
_	_	_	O
리	리	NNB	B-PER
를	를	JKO	O
_	_	_	O
단독범	단독범	NNG	O
으로	으로	JKB	O
_	_	_	O
기소	기소하	VV	O
했	였	EP	O
다가	다가	EC	O
_	_	_	O
대법원	대법원	NNG	O
에서	에서	JKB	O
_	_	_	O
무죄	무죄	NNG	O
가	가	JKS	O
_	_	_	O
나	나	VV	O
니	니	EC	O
_	_	_	O
패터슨	패터슨	NNP	B-PER
을	을	JKO	O
_	_	_	O
진범	진범	NNG	O
이	이	VCP	O
라고	라고	EC	O
_	_	_	O
지목해	지목하+여	VV+EC	O
_	_	_	O
기소한	기소하+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
주장	주장하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 김 교수에 의하면 과거 학과(학부)의 취업 실적도 평균 70% 이상이었다는 것. 졸업생들은 주로 동남권 지역의 기업체로 진출했지만, 새 학부의 졸업생들은 서울 수도권으로 진출하는 학생들이 20% 이상 늘어날 것이라고 예상했다.
## <김:PER> 교수에 의하면 과거 학과(학부)의 취업 실적도 평균 <70%:PNT> 이상이었다는 것. 졸업생들은 주로 <동남권:LOC> 지역의 기업체로 진출했지만, 새 학부의 졸업생들은 <서울:LOC> <수도권:LOC>으로 진출하는 학생들이 <20%:PNT> 이상 늘어날 것이라고 예상했다.
김	김	NNP	B-PER
_	_	_	O
교수	교수	NNG	O
에	에	JKB	O
_	_	_	O
의하	의하	VV	O
면	면	EC	O
_	_	_	O
과거	과거	NNG	O
_	_	_	O
학과	학과	NNG	O
(	(	SS	O
학부	학부	NNG	O
)	)	SS	O
의	의	JKG	O
_	_	_	O
취업	취업	NNG	O
_	_	_	O
실적	실적	NNG	O
도	도	JX	O
_	_	_	O
평균	평균	NNG	O
_	_	_	O
70	70	SN	B-PNT
%	%	SW	I-PNT
_	_	_	O
이상	이상	NNG	O
이	이	VCP	O
었	었	EP	O
다는	다는	ETM	O
_	_	_	O
것	것	NNB	O
.	.	SF	O
_	_	_	O
졸업생	졸업생	NNG	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
주로	주로	MAG	O
_	_	_	O
동남	동남	NNG	B-LOC
권	권	XSN	I-LOC
_	_	_	O
지역	지역	NNG	O
의	의	JKG	O
_	_	_	O
기업체	기업체	NNG	O
로	로	JKB	O
_	_	_	O
진출	진출하	VV	O
했	였	EP	O
지만	지만	EC	O
,	,	SP	O
_	_	_	O
새	새	MM	O
_	_	_	O
학부	학부	NNG	O
의	의	JKG	O
_	_	_	O
졸업생	졸업생	NNG	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
서울	서울	NNP	B-LOC
_	_	_	O
수도권	수도권	NNG	B-LOC
으로	으로	JKB	O
_	_	_	O
진출하	진출하	VV	O
는	는	ETM	O
_	_	_	O
학생	학생	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
20	20	SN	B-PNT
%	%	SW	I-PNT
_	_	_	O
이상	이상	NNG	O
_	_	_	O
늘어날	늘어나+ㄹ	VV+ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
라고	라고	EC	O
_	_	_	O
예상	예상하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 이에 김풍 셰프는 “축하드린다.
## 이에 <김풍:PER> 셰프는 “축하드린다.
이	이	NP	O
에	에	JKB	O
_	_	_	O
김풍	김풍	NNP	B-PER
_	_	_	O
셰프	셰프	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
축하	축하	NNG	O
드린다	드리+ㄴ다	XSV+EF	O
.	.	SF	O

