## 1
## 미국 케네디 정부에서 경제고문을 지낸 로버트 솔로(1924~) MIT 명예교수의 성장 이론 역시 각국의 경제성장 정책에 대거 반영됐다.
## <미국:ORG> <케네디:PER> 정부에서 경제고문을 지낸 <로버트 솔로:PER>(<1924:DAT>~) <MIT:ORG> 명예교수의 성장 이론 역시 각국의 경제성장 정책에 대거 반영됐다.
미국	미국	NNP	B-ORG
_	_	_	O
맞이하	맞이하	VV	O
는	는	ETM	O
_	_	_	O
청년	청년	NNG	O
_	_	_	O
대학	대학	NNG	O
으로서	으로서	JKB	O
,	,	SP	O
_	_	_	O
국가	국가	NNG	O
_	_	_	O
및	및	MAG	O
_	_	_	O
지역	지역	NNG	O
사회	사회	NNG	O
_	_	_	O
발전	발전	NNG	O
의	의	JKG	O
_	_	_	O
중추적	중추적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
전문	전문	NNG	O
기술인	기술인	NNG	O
을	을	JKO	O
_	_	_	O
양성하	양성하	VV	O
는	는	ETM	O
_	_	_	O
직업	직업	NNG	O
교육	교육	NNG	O
_	_	_	O
기관	기관	NNG	O
으로서	으로서	JKB	O
의	의	JKG	O
_	_	_	O
선도적	선도적	NNG	O
_	_	_	O
역할	역할	NNG	O
을	을	JKO	O
_	_	_	O
하	하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 8
## 또 생활 화학제품의 유해성분 기준치를 검사할 수 있는 공식 기관이 한국환경산업기술원을 포함해 7개뿐인 것도 문제다.
## 또 생활 화학제품의 유해성분 기준치를 검사할 수 있는 공식 기관이 <한국환경산업기술원:ORG>을 포함해 <7개:NOH>뿐인 것도 문제다.
또	또	MAG	O
_	_	_	O
생활	생활	NNG	O
_	_	_	O
화학제품	화학제품	NNG	O
의	의	JKG	O
_	_	_	O
유해	유해	NNG	O
성분	성분	NNG	O
_	_	_	O
기준치	기준치	NNG	O
를	를	JKO	O
_	_	_	O
검사할	검사하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
공식	공식	NNG	O
_	_	_	O
기관	기관	NNG	O
이	이	JKS	O
_	_	_	O
한국환경산업기술원	한국환경산업기술원	NNP	B-ORG
을	을	JKO	O
_	_	_	O
포함해	포함하+여	VV+EC	O
_	_	_	O
7	7	SN	B-NOH
개	개	NNB	I-NOH
뿐	뿐	JX	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
것	것	NNB	O
도	도	JX	O
_	_	_	O
문제	문제+이	NNG+VCP	O
다	다	EF	O
.	.	SF	O

## 9
## 장현지구 뉴스테이 용지(약 4만 m², 지가 736억 원)에는 전용 60∼85m² 아파트 651채가 지어진다.
## <장현지구:LOC> 뉴스테이 용지(약 <4만 m²:NOH>, 지가 <736억 원:MNY>)에는 전용 <60:NOH>∼<85m²:NOH> 아파트 <651채:NOH>가 지어진다.
장현지	장현지	NNP	B-LOC
구	구	NNG	I-LOC
_	_	_	O
뉴	뉴	NNG	O
스테이	스테이	NNG	O
_	_	_	O
용지	용지	NNG	O
(	(	SS	O
약	약	MM	O
_	_	_	O
4	4	SN	B-NOH
만	만	NR	I-NOH
_	_	_	I-NOH
m	m	SL	I-NOH
²	²	SW	I-NOH
,	,	SP	O
_	_	_	O
지	지	NNB	O
가	가	JKS	O
_	_	_	O
736	736	SN	B-MNY
억	억	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
)	)	SS	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
전용	전용	NNG	O
_	_	_	O
60	60	SN	B-NOH
∼	∼	SO	O
85	85	SN	B-NOH
m	m	SL	I-NOH
²	²	SW	I-NOH
_	_	_	O
아파트	아파트	NNG	O
_	_	_	O
651	651	SN	B-NOH
채	채	NNB	I-NOH
가	가	JKS	O
_	_	_	O
지	짓	VV	O
어	어	EC	O
진다	지+ㄴ다	VX+EF	O
.	.	SF	O

## 10
## 올 시즌 불혹의 나이에도 27홈런을 때리며 한·일통산 600홈런을 기록했을 뿐만 아니라 타율 0.303(542타수 164안타), 118타점의 호성적을 올려 수상 자격은 충분하다.
## 올 시즌 <불혹:NOH>의 나이에도 <27홈런:NOH>을 때리며 <한:LOC>·<일:LOC>통산 <600홈런:NOH>을 기록했을 뿐만 아니라 타율 <0.303:PNT>(<542타수:NOH> <164안타:NOH>), <118타점:NOH>의 호성적을 올려 수상 자격은 충분하다.
올	올	NNG	O
_	_	_	O
시즌	시즌	NNG	O
_	_	_	O
불혹	불혹	NNG	B-NOH
의	의	JKG	O
_	_	_	O
나이	나이	NNG	O
에	에	JKB	O
도	도	JX	O
_	_	_	O
27	27	SN	B-NOH
홈런	홈런	NNG	I-NOH
을	을	JKO	O
_	_	_	O
때리	때리	VV	O
며	며	EC	O
_	_	_	O
한	한	NNP	B-LOC
·	·	SP	O
일	일	NNP	B-LOC
통산	통산	NNG	O
_	_	_	O
600	600	SN	B-NOH
홈런	홈런	NNG	I-NOH
을	을	JKO	O
_	_	_	O
기록	기록하	VV	O
했	였	EP	O
을	을	ETM	O
_	_	_	O
뿐	뿐	NNB	O
만	만	JX	O
_	_	_	O
아니	아니	VCN	O
라	라	EC	O
_	_	_	O
타율	타율	NNG	O
_	_	_	O
0.303	0.303	SN	B-PNT
(	(	SS	O
542	542	SN	B-NOH
타수	타수	NNG	I-NOH
_	_	_	O
164	164	SN	B-NOH
안타	안타	NNG	I-NOH
)	)	SS	O
,	,	SP	O
_	_	_	O
118	118	SN	B-NOH
타점	타점	NNG	I-NOH
의	의	JKG	O
_	_	_	O
호성적	호성적	NNG	O
을	을	JKO	O
_	_	_	O
올려	올리+어	VV+EC	O
_	_	_	O
수상	수상	NNG	O
_	_	_	O
자격	자격	NNG	O
은	은	JX	O
_	_	_	O
충분하	충분하	VA	O
다	다	EF	O
.	.	SF	O

## 11
## 먼저 정치권에선 반 전 총장이 검증의 칼날이 본격적으로 가족과 지인들에게 향하는 것에 크게 부담을 느꼈을 가능성이 있다고 보고 있다.
## 먼저 정치권에선 <반:PER> 전 총장이 검증의 칼날이 본격적으로 가족과 지인들에게 향하는 것에 크게 부담을 느꼈을 가능성이 있다고 보고 있다.
먼저	먼저	MAG	O
_	_	_	O
정치권	정치권	NNG	O
에선	에서+ㄴ	JKB+JX	O
_	_	_	O
반	반	NNG	B-PER
_	_	_	O
전	전	NNG	O
_	_	_	O
총장	총장	NNG	O
이	이	JKS	O
_	_	_	O
검증	검증	NNG	O
의	의	JKG	O
_	_	_	O
칼날	칼날	NNG	O
이	이	JKS	O
_	_	_	O
본격적	본격적	NNG	O
으로	으로	JKB	O
_	_	_	O
가족	가족	NNG	O
과	과	JC	O
_	_	_	O
지인	지인	NNG	O
들	들	XSN	O
에게	에게	JKB	O
_	_	_	O
향하	향하	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
에	에	JKB	O
_	_	_	O
크	크	VA	O
게	게	EC	O
_	_	_	O
부담	부담	NNG	O
을	을	JKO	O
_	_	_	O
느	느끼	VV	O
꼈	었	EP	O
을	을	ETM	O
_	_	_	O
가능성	가능성	NNG	O
이	이	JKS	O
_	_	_	O
있	있	VA	O
다고	다고	EC	O
_	_	_	O
보	보	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

