## 1
## 北 주요 기밀이나 군함·전투폭격기 몰고 한국 오면 최대 10억 준다
## <北:ORG> 주요 기밀이나 군함·전투폭격기 몰고 <한국:LOC> 오면 최대 <10억:MNY> 준다
北	北	SH	B-ORG
지난해	지난해	NNG	O
_	_	_	O
매	매	MM	O
분기	분기	NNG	O
마다	마다	JX	O
_	_	_	O
평균	평균	NNG	O
_	_	_	O
1.85	1.85	SN	B-PNT
%	%	SW	I-PNT
씩	씩	XSN	O
_	_	_	O
떨어지	떨어지	VV	O
던	던	ETM	O
_	_	_	O
것	것	NNB	O
에	에	JKB	O
_	_	_	O
비하	비하	VV	O
면	면	EC	O
_	_	_	O
미미한	미미하+ㄴ	VA+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
,	,	SP	O
_	_	_	O
특히	특히	MAG	O
_	_	_	O
93	93	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
4	4	SN	B-NOH
분기	분기	NNG	I-NOH
의	의	JKG	O
_	_	_	O
1.64	1.64	SN	O
%	%	SW	O
하락	하락	NNG	O
에	에	JKB	O
_	_	_	O
비교하	비교하	VV	O
면	면	EC	O
_	_	_	O
크	크	VA	O
게	게	EC	O
_	_	_	O
둔화된	둔화되+ㄴ	VV+ETM	O
_	_	_	O
셈	셈	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 8
## 2위 수원은 수원월드컵경기장에서 최하위 대전과 만난다.
## <2위:NOH> <수원:ORG>은 <수원월드컵경기장:LOC>에서 최하위 <대전:ORG>과 만난다.
2	2	SN	B-NOH
위	위	NNB	I-NOH
_	_	_	O
수원	수원	NNP	B-ORG
은	은	JX	O
_	_	_	O
수원월드컵경기장	수원월드컵경기장	NNP	B-LOC
에서	에서	JKB	O
_	_	_	O
최	최	XPN	O
하위	하위	NNG	O
_	_	_	O
대전	대전	NNP	B-ORG
과	과	JKB	O
_	_	_	O
만난다	만나+ㄴ다	VV+EF	O
.	.	SF	O

## 9
## 농림축산식품부는 그해 산란계를 시작으로 돼지(2013), 육계(2014), 소(2015), 오리(2016)로 인증 대상을 확대했다.
## <농림축산식품부:ORG>는 그해 산란계를 시작으로 돼지(<2013:DAT>), 육계(<2014:DAT>), 소(<2015:DAT>), 오리(<2016:DAT>)로 인증 대상을 확대했다.
농림	농림	NNG	B-ORG
축산식품	축산식품	NNG	I-ORG
부	부	XSN	I-ORG
는	는	JX	O
_	_	_	O
그해	그해	NNG	O
_	_	_	O
산란계	산란계	NNG	O
를	를	JKO	O
_	_	_	O
시작	시작	NNG	O
으로	으로	JKB	O
_	_	_	O
돼지	돼지	NNG	O
(	(	SS	O
2013	2013	SN	B-DAT
)	)	SS	O
,	,	SP	O
_	_	_	O
육계	육계	NNG	O
(	(	SS	O
2014	2014	SN	B-DAT
)	)	SS	O
,	,	SP	O
_	_	_	O
소	소	NNG	O
(	(	SS	O
2015	2015	SN	B-DAT
)	)	SS	O
,	,	SP	O
_	_	_	O
오리	오리	NNG	O
(	(	SS	O
2016	2016	SN	B-DAT
)	)	SS	O
로	로	JKB	O
_	_	_	O
인증	인증	NNG	O
_	_	_	O
대상	대상	NNG	O
을	을	JKO	O
_	_	_	O
확대	확대하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 한국은 아이가 학교 갈 때 걷든, 차를 타든 등하교하는 방식을 학교에 보고해야 한다는 생각 자체가 없으나 미국에서 이랬다가는 큰일 난다.
## <한국:ORG>은 아이가 학교 갈 때 걷든, 차를 타든 등하교하는 방식을 학교에 보고해야 한다는 생각 자체가 없으나 <미국:ORG>에서 이랬다가는 큰일 난다.
한국	한국	NNP	B-ORG
은	은	JX	O
_	_	_	O
아이	아이	NNG	O
가	가	JKS	O
_	_	_	O
학교	학교	NNG	O
_	_	_	O
갈	가+ㄹ	VV+ETM	O
_	_	_	O
때	때	NNG	O
_	_	_	O
걷	걷	VV	O
든	든	EC	O
,	,	SP	O
_	_	_	O
차	차	NNG	O
를	를	JKO	O
_	_	_	O
타	타	VV	O
든	든	EC	O
_	_	_	O
등	등	NNG	O
하교하	하교하	VV	O
는	는	ETM	O
_	_	_	O
방식	방식	NNG	O
을	을	JKO	O
_	_	_	O
학교	학교	NNG	O
에	에	JKB	O
_	_	_	O
보고해야	보고하+여야	VV+EC	O
_	_	_	O
한다는	하+ㄴ다는	VX+ETM	O
_	_	_	O
생각	생각	NNG	O
_	_	_	O
자체	자체	NNG	O
가	가	JKS	O
_	_	_	O
없	없	VA	O
으나	으나	EC	O
_	_	_	O
미국	미국	NNP	B-ORG
에서	에서	JKB	O
_	_	_	O
이랬	이렇	VA	O
다가	다가	EC	O
는	는	JX	O
_	_	_	O
큰일	큰일	NNG	O
_	_	_	O
난다	나+ㄴ다	VV+EF	O
.	.	SF	O

## 11
## 조선 임금들을 비롯한 수많은 사람이 이 맛에 빠져 국가에서 은어를 잡기 위해 어전을 설치하거나 진상품으로 거둬가기도 했다.
## <조선:ORG> 임금들을 비롯한 수많은 사람이 이 맛에 빠져 국가에서 은어를 잡기 위해 어전을 설치하거나 진상품으로 거둬가기도 했다.
조선	조선	NNP	B-ORG
_	_	_	O
임금	임금	NNG	O
들	들	XSN	O
을	을	JKO	O
_	_	_	O
비롯한	비롯하+ㄴ	VV+ETM	O
_	_	_	O
수많	수많	VA	O
은	은	ETM	O
_	_	_	O
사람	사람	NNG	O
이	이	JKS	O
_	_	_	O
이	이	MM	O
_	_	_	O
맛	맛	NNG	O
에	에	JKB	O
_	_	_	O
빠져	빠지+어	VV+EC	O
_	_	_	O
국가	국가	NNG	O
에서	에서	JKB	O
_	_	_	O
은어	은어	NNG	O
를	를	JKO	O
_	_	_	O
잡	잡	VV	O
기	기	ETN	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
어전	어전	NNG	O
을	을	JKO	O
_	_	_	O
설치하	설치하	VV	O
거나	거나	EC	O
_	_	_	O
진상품	진상품	NNG	O
으로	으로	JKB	O
_	_	_	O
거둬	거두+어	VV+EC	O
가	가	VV	O
기	기	ETN	O
도	도	JX	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

