## 1
## 부상 중인 데이비드 베컴 외에는 베스트 라인업을 대부분 가동한 레알 마드리드는 수중전으로 그라운드 컨디션이 나빠 초반부터 고전하다 선제골을 내줬다.
## 부상 중인 <데이비드 베컴:PER> 외에는 베스트 라인업을 대부분 가동한 <레알 마드리드:ORG>는 수중전으로 그라운드 컨디션이 나빠 초반부터 고전하다 선제골을 내줬다.
부상	부상	NNG	O
## 곽 위원장은 "자체적으로 올해 대회가 성공적으로 진행됐다는 평가를 내렸다"며 "지출이 어림잡아 150억원 넘게 들어갔는데 원래부터 재정적으로 남는 장사는 아니었다"고 말했다.
## <곽:PER> 위원장은 "자체적으로 올해 대회가 성공적으로 진행됐다는 평가를 내렸다"며 "지출이 어림잡아 <150억원:MNY> 넘게 들어갔는데 원래부터 재정적으로 남는 장사는 아니었다"고 말했다.
곽	곽	NNP	B-PER
_	_	_	O
위원장	위원장	NNG	O
은	은	JX	O
_	_	_	O
"	"	SS	O
자체	자체	NNG	O
적	적	XSN	O
으로	으로	JKB	O
_	_	_	O
올해	올해	NNG	O
_	_	_	O
대회	대회	NNG	O
가	가	JKS	O
_	_	_	O
성공적	성공적	NNG	O
으로	으로	JKB	O
_	_	_	O
진행	진행되	VV	O
됐	었	EP	O
다는	다는	ETM	O
_	_	_	O
평가	평가	NNG	O
를	를	JKO	O
_	_	_	O
내	내리	VV	O
렸	었	EP	O
다	다	EF	O
"	"	SS	O
며	며	EC	O
_	_	_	O
"	"	SS	O
지출	지출	NNG	O
이	이	JKS	O
_	_	_	O
어림잡	어림잡	VV	O
아	아	EC	O
_	_	_	O
150	150	SN	B-MNY
억	억	NR	I-MNY
원	원	NNB	I-MNY
_	_	_	O
넘	넘	VV	O
게	게	EC	O
_	_	_	O
들어갔	들어가+았	VV+EP	O
는데	는데	EC	O
_	_	_	O
원래	원래	NNG	O
부터	부터	JX	O
_	_	_	O
재정적	재정적	NNG	O
으로	으로	JKB	O
_	_	_	O
남	남	VV	O
는	는	ETM	O
_	_	_	O
장사	장사	NNG	O
는	는	JX	O
_	_	_	O
아니	아니	VCN	O
었	었	EP	O
다	다	EF	O
"	"	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 4
## 최태욱은 지난 2003년 10월을 마지막으로 태극 마크를 달지 못했다. 이천수도 독일월드컵 최종 예선 우즈베키스탄-쿠웨이트 원정에서 배제됐다.
## <최태욱:PER>은 지난 <2003년 10월:DAT>을 마지막으로 태극 마크를 달지 못했다. <이천수:PER>도 <독일월드컵:POH> 최종 예선 <우즈베키스탄:LOC>-<쿠웨이트:LOC> 원정에서 배제됐다.
최태욱	최태욱	NNP	B-PER
은	은	JX	O
_	_	_	O
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
2003	2003	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	I-DAT
10	10	SN	I-DAT
월	월	NNB	I-DAT
을	을	JKO	O
_	_	_	O
마지막	마지막	NNG	O
으로	으로	JKB	O
_	_	_	O
태극	태극	NNG	O
_	_	_	O
마크	마크	NNG	O
를	를	JKO	O
_	_	_	O
달	달	VV	O
지	지	EC	O
_	_	_	O
못	못하	VX	O
했	였	EP	O
다	다	EF	O
.	.	SF	O
_	_	_	O
이천수	이천수	NNP	B-PER
도	도	JX	O
_	_	_	O
독일	독일	NNP	B-POH
월드컵	월드컵	NNG	I-POH
_	_	_	O
최종	최종	NNG	O
_	_	_	O
예선	예선	NNG	O
_	_	_	O
우즈베키스탄	우즈베키스탄	NNP	B-LOC
-	-	SO	O
쿠웨이트	쿠웨이트	NNP	B-LOC
_	_	_	O
원정	원정	NNG	O
에서	에서	JKB	O
_	_	_	O
배제	배제되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 이천수는 "아주 고참이 된 것은 아니지만 대표팀에 새로운 선수들이 많으므로 후배들을 이끌어나가겠다"고 밝혔다.
## <이천수:PER>는 "아주 고참이 된 것은 아니지만 대표팀에 새로운 선수들이 많으므로 후배들을 이끌어나가겠다"고 밝혔다.
이천수	이천수	NNP	B-PER
는	는	JX	O
_	_	_	O
"	"	SS	O
아주	아주	MAG	O
_	_	_	O
고참	고참	NNG	O
이	이	JKC	O
_	_	_	O
된	되+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
은	은	JX	O
_	_	_	O
아니	아니	VCN	O
지만	지만	EC	O
_	_	_	O
대표	대표	NNG	O
팀	팀	NNG	O
에	에	JKB	O
_	_	_	O
새로	새롭	VA	O
운	ㄴ	ETM	O
_	_	_	O
선수	선수	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
많	많	VA	O
으므로	으므로	EC	O
_	_	_	O
후배	후배	NNG	O
들	들	XSN	O
을	을	JKO	O
_	_	_	O
이끌	이끌	VV	O
어	어	EC	O
나가	나가	VX	O
겠	겠	EP	O
다	다	EF	O
"	"	SS	O
고	고	JKQ	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 잉글랜드의 토튼햄 핫스퍼가 프랑스의 자존심 올림피크 리옹을 꺾고 2005 피스컵 코리아 국제클럽축구대회 정상에 올랐다.
## <잉글랜드:LOC>의 <토튼햄 핫스퍼:ORG>가 <프랑스:LOC>의 자존심 <올림피크 리옹:ORG>을 꺾고 <2005:DAT> <피스컵 코리아 국제클럽축구대회:POH> 정상에 올랐다.
잉글랜드	잉글랜드	NNP	B-LOC
의	의	JKG	O
_	_	_	O
토튼햄	토튼햄	NNP	B-ORG
_	_	_	I-ORG
핫스퍼	핫스퍼	NNP	I-ORG
가	가	JKS	O
_	_	_	O
프랑스	프랑스	NNP	B-LOC
의	의	JKG	O
_	_	_	O
자존심	자존심	NNG	O
_	_	_	O
올림	올림	NNG	B-ORG
피크	피크	NNG	I-ORG
_	_	_	I-ORG
리옹	리옹	NNP	I-ORG
을	을	JKO	O
_	_	_	O
꺾	꺾	VV	O
고	고	EC	O
_	_	_	O
2005	2005	SN	B-DAT
_	_	_	O
피스	피스	NNG	B-POH
컵	컵	NNG	I-POH
_	_	_	I-POH
코리아	코리아	NNP	I-POH
_	_	_	I-POH
국제	국제	NNG	I-POH
클럽	클럽	NNG	I-POH
축구	축구	NNG	I-POH
대회	대회	NNG	I-POH
_	_	_	O
정상	정상	NNG	O
에	에	JKB	O
_	_	_	O
올	오르	VV	O
랐	았	EP	O
다	다	EF	O
.	.	SF	O

## 7
## '킥 앤드 러시'의 정통 스타일을 구사한 토튼햄의 창이 프랑스 대표 미드필더진이 대거 포진한 리옹의 방패를 뚫었다.
## '킥 앤드 러시'의 정통 스타일을 구사한 <토튼햄:ORG>의 <창:PER>이 <프랑스:LOC> 대표 미드필더진이 대거 포진한 <리옹:ORG>의 방패를 뚫었다.
'	'	SS	O
킥	킥	MAG	O
_	_	_	O
앤드	앤드	NNG	O
_	_	_	O
러시	러시	NNG	O
'	'	SS	O
의	의	JKG	O
_	_	_	O
정통	정통	NNG	O
_	_	_	O
스타일	스타일	NNG	O
을	을	JKO	O
_	_	_	O
구사한	구사하+ㄴ	VV+ETM	O
_	_	_	O
토튼햄	토튼햄	NNP	B-ORG
의	의	JKG	O
_	_	_	O
창	창	NNG	B-PER
이	이	JKS	O
_	_	_	O
프랑스	프랑스	NNP	B-LOC
_	_	_	O
대표	대표	NNG	O
_	_	_	O
미드필더	미드필더	NNG	O
진	진	NNG	O
이	이	JKS	O
_	_	_	O
대거	대거	MAG	O
_	_	_	O
포진한	포진하+ㄴ	VV+ETM	O
_	_	_	O
리옹	리옹	NNP	B-ORG
의	의	JKG	O
_	_	_	O
방패	방패	NNG	O
를	를	JKO	O
_	_	_	O
뚫	뚫	VV	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 리옹은 프랑스 대표 실뱅 윌토르, 시드니 고부, 플로랑 말루다를 중심으로 반격에 나섰으나 잉글랜드 대표 앤서니 가드너, 레들리 킹이 벽을 쌓은 토튼햄 수비진은 호락호락하지 않았다.
## <리옹:ORG>은 <프랑스:LOC> 대표 <실뱅 윌토르:PER>, <시드니 고부:PER>, <플로랑 말루다:PER>를 중심으로 반격에 나섰으나 <잉글랜드:LOC> 대표 <앤서니 가드너:PER>, <레들리 킹:PER>이 벽을 쌓은 <토튼햄:ORG> 수비진은 호락호락하지 않았다.
리옹	리옹	NNP	B-ORG
은	은	JX	O
_	_	_	O
프랑스	프랑스	NNP	B-LOC
_	_	_	O
대표	대표	NNG	O
_	_	_	O
실뱅	실뱅	NNP	B-PER
_	_	_	I-PER
윌토르	윌토르	NNP	I-PER
,	,	SP	O
_	_	_	O
시드니	시드니	NNP	B-PER
_	_	_	I-PER
고부	고부	NNP	I-PER
,	,	SP	O
_	_	_	O
플로	플로	NNG	B-PER
랑	랑	JKB	I-PER
_	_	_	I-PER
말루	말루	VV	I-PER
다	다	EC	I-PER
를	를	JKO	O
_	_	_	O
중심	중심	NNG	O
으로	으로	JKB	O
_	_	_	O
반격	반격	NNG	O
에	에	JKB	O
_	_	_	O
나섰	나서+었	VV+EP	O
으나	으나	EC	O
_	_	_	O
잉글랜드	잉글랜드	NNP	B-LOC
_	_	_	O
대표	대표	NNG	O
_	_	_	O
앤서니	앤서니	NNP	B-PER
_	_	_	I-PER
가드너	가드너	NNP	I-PER
,	,	SP	O
_	_	_	O
레	레	NNG	B-PER
들리	들리	VV	I-PER
_	_	_	I-PER
킹	킹	NNP	I-PER
이	이	JKS	O
_	_	_	O
벽	벽	NNG	O
을	을	JKO	O
_	_	_	O
쌓	쌓	VV	O
은	은	ETM	O
_	_	_	O
토튼햄	토튼햄	NNP	B-ORG
_	_	_	O
수비진	수비진	NNG	O
은	은	JX	O
_	_	_	O
호락호락하	호락호락하	VA	O
지	지	EC	O
_	_	_	O
않	않	VX	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 부상중인 박주영, 보카주니어스전 못 뛸 듯
## 부상중인 <박주영:PER>, <보카주니어스전:POH> 못 뛸 듯
부상	부상	NNG	O
중	중	NNB	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
박주영	박주영	NNP	B-PER
,	,	SP	O
_	_	_	O
보카	보카	NNP	B-POH
주니어스	주니어스	NNG	I-POH
전	전	NNP	I-POH
_	_	_	O
못	못	MAG	O
_	_	_	O
뛸	뛰+ㄹ	VV+ETM	O
_	_	_	O
듯	듯	NNB	O

## 10
## 31일 개막하는 동아시아연맹축구선수권 첫 경기인 중국전 출전 여부는 재활 결과를 좀 더 지켜봐야 할 것으로 보인다.
## <31일:DAT> 개막하는 <동아시아연맹축구선수권:POH> 첫 경기인 <중국전:POH> 출전 여부는 재활 결과를 좀 더 지켜봐야 할 것으로 보인다.
31	31	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
개막하	개막하	VV	O
는	는	ETM	O
_	_	_	O
동아시아	동아시아	NNP	B-POH
연맹	연맹	NNG	I-POH
축구	축구	NNG	I-POH
선수권	선수권	NNG	I-POH
_	_	_	O
첫	첫	MM	O
_	_	_	O
경기	경기	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
중국전	중국전	NNG	B-POH
_	_	_	O
출전	출전	NNG	O
_	_	_	O
여부	여부	NNG	O
는	는	JX	O
_	_	_	O
재활	재활	NNG	O
_	_	_	O
결과	결과	NNG	O
를	를	JKO	O
_	_	_	O
좀	좀	MAG	O
_	_	_	O
더	더	MAG	O
_	_	_	O
지켜봐야	지켜보+아야	VV+EC	O
_	_	_	O
할	하+ㄹ	VX+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
보인다	보이+ㄴ다	VV+EF	O
.	.	SF	O

## 11
## 미국축구대표팀이 2005 북중미골드컵에서 연장혈투와 승부차기 끝에 파나마를 꺾고 우승했다.
## <미국:LOC>축구대표팀이 <2005:DAT> <북중미골드컵:POH>에서 연장혈투와 승부차기 끝에 <파나마:ORG>를 꺾고 우승했다.
미국	미국	NNP	B-LOC
축구	축구	NNG	O
대표	대표	NNG	O
팀	팀	NNG	O
이	이	JKS	O
_	_	_	O
2005	2005	SN	B-DAT
_	_	_	O
북중미	북중미	NNP	B-POH
골드	골드	NNG	I-POH
컵	컵	NNG	I-POH
에서	에서	JKB	O
_	_	_	O
연장	연장	NNG	O
혈투	혈투	NNG	O
와	와	JC	O
_	_	_	O
승부차기	승부차기	NNG	O
_	_	_	O
끝	끝	NNG	O
에	에	JKB	O
_	_	_	O
파나마	파나마	NNP	B-ORG
를	를	JKO	O
_	_	_	O
꺾	꺾	VV	O
고	고	EC	O
_	_	_	O
우승	우승하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 일본축구 구보, 동아시아선수권 결장
## <일본:LOC>축구 <구보:PER>, <동아시아선수권:POH> 결장
일본	일본	NNP	B-LOC
축구	축구	NNG	O
_	_	_	O
구보	구보	NNG	B-PER
,	,	SP	O
_	_	_	O
동아시아	동아시아	NNP	B-POH
선수권	선수권	NNG	I-POH
_	_	_	O
결장	결장	NNG	O

## 13
## 프로축구 FC 서울이 아르헨티나의 대표적인 명문 클럽 보카 주니어스와 일전을 치른다.
## 프로축구 <FC 서울:ORG>이 <아르헨티나:LOC>의 대표적인 명문 클럽 <보카 주니어스:ORG>와 일전을 치른다.
프로	프로	NNG	O
축구	축구	NNG	O
_	_	_	O
FC	FC	SL	B-ORG
_	_	_	I-ORG
서울	서울	NNP	I-ORG
이	이	JKS	O
_	_	_	O
아르헨티나	아르헨티나	NNP	B-LOC
의	의	JKG	O
_	_	_	O
대표적	대표적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
명문	명문	NNG	O
_	_	_	O
클럽	클럽	NNG	O
_	_	_	O
보카	보카	NNP	B-ORG
_	_	_	I-ORG
주니어스	주니어스	NNG	I-ORG
와	와	JKB	O
_	_	_	O
일전	일전	NNG	O
을	을	JKO	O
_	_	_	O
치른다	치르+ㄴ다	VV+EF	O
.	.	SF	O

## 14
## K리그 득점 1위(8골)를 달리는 '천재 스트라이커' 박주영과 백지훈, 김승용으로 구성된 FC 서울의 청소년대표 3인방과 2005세계청소년축구선수권대회에서 조국 아르헨티나의 우승을 합작한 네리 카르도소, 페르난도 가고, 훌리오 바로소의 영건 트리오 대결이 흥미를 돋우고 있는 것.
## <K리그:POH> 득점 <1위:NOH>(<8골:NOH>)를 달리는 '천재 스트라이커' <박주영:PER>과 <백지훈:PER>, <김승용:PER>으로 구성된 <FC 서울:ORG>의 청소년대표 <3인방:NOH>과 <2005:DAT><세계청소년축구선수권대회:POH>에서 조국 <아르헨티나:ORG>의 우승을 합작한 <네리 카르도소:PER>, <페르난도 가고:PER>, <훌리오 바로소:PER>의 영건 트리오 대결이 흥미를 돋우고 있는 것.
K	K	SL	B-POH
리그	리그	NNG	I-POH
_	_	_	O
득점	득점	NNG	O
_	_	_	O
1	1	SN	B-NOH
위	위	NNB	I-NOH
(	(	SS	O
8	8	SN	B-NOH
골	골	NNG	I-NOH
)	)	SS	O
를	를	JKO	O
_	_	_	O
달리	달리	VV	O
는	는	ETM	O
_	_	_	O
'	'	SS	O
천재	천재	NNG	O
_	_	_	O
스트라이커	스트라이커	NNG	O
'	'	SS	O
_	_	_	O
박주영	박주영	NNP	B-PER
과	과	JC	O
_	_	_	O
백지훈	백지훈	NNP	B-PER
,	,	SP	O
_	_	_	O
김승용	김승용	NNP	B-PER
으로	으로	JKB	O
_	_	_	O
구성된	구성되+ㄴ	VV+ETM	O
_	_	_	O
FC	FC	SL	B-ORG
_	_	_	I-ORG
서울	서울	NNP	I-ORG
의	의	JKG	O
_	_	_	O
청소년	청소년	NNG	O
대표	대표	NNG	O
_	_	_	O
3	3	SN	B-NOH
인	인	NNG	I-NOH
방	방	NNG	I-NOH
과	과	JC	O
_	_	_	O
2005	2005	SN	B-DAT
세계	세계	NNG	B-POH
청소년	청소년	NNG	I-POH
축구	축구	NNG	I-POH
선수권	선수권	NNG	I-POH
대회	대회	NNG	I-POH
에서	에서	JKB	O
_	_	_	O
조국	조국	NNG	O
_	_	_	O
아르헨티나	아르헨티나	NNP	B-ORG
의	의	JKG	O
_	_	_	O
우승	우승	NNG	O
을	을	JKO	O
_	_	_	O
합작한	합작하+ㄴ	VV+ETM	O
_	_	_	O
네리	네리	NNP	B-PER
_	_	_	I-PER
카르도소	카르도소	NNP	I-PER
,	,	SP	O
_	_	_	O
페르난도	페르난도	NNP	B-PER
_	_	_	I-PER
가	가	VV	I-PER
고	고	EC	I-PER
,	,	SP	O
_	_	_	O
훌리오	훌리오	NNP	B-PER
_	_	_	I-PER
바로	바로	MAG	I-PER
소	소	NNG	I-PER
의	의	JKG	O
_	_	_	O
영건	영건	NNG	O
_	_	_	O
트리오	트리오	NNG	O
_	_	_	O
대결	대결	NNG	O
이	이	JKS	O
_	_	_	O
흥미	흥미	NNG	O
를	를	JKO	O
_	_	_	O
돋우	돋우	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
.	.	SF	O

## 15
## 펠레 `가정사'로 방콕 자선 축구대회 무기연기
## <펠레:PER> `가정사'로 <방콕 자선 축구대회:POH> 무기연기
펠레	펠레	NNP	B-PER
_	_	_	O
`	`	SW	O
가정사	가정사	NNG	O
'	'	SS	O
로	로	JKB	O
_	_	_	O
방콕	방콕	NNP	B-POH
_	_	_	I-POH
자선	자선	NNG	I-POH
_	_	_	I-POH
축구	축구	NNG	I-POH
대회	대회	NNG	I-POH
_	_	_	O
무기	무기	NNG	O
연기	연기	NNG	O

## 16
## 펠레의 아들 에딩요는 지난달 브라질에서 마약 밀매 혐의 등으로 체포됐다.
## <펠레:PER>의 아들 <에딩요:PER>는 지난달 <브라질:LOC>에서 마약 밀매 혐의 등으로 체포됐다.
펠레	펠레	NNP	B-PER
의	의	JKG	O
_	_	_	O
아들	아들	NNG	O
_	_	_	O
에	에	NNG	B-PER
딩	딩	NNG	I-PER
요	요	NNG	I-PER
는	는	JX	O
_	_	_	O
지난달	지난달	NNG	O
_	_	_	O
브라질	브라질	NNP	B-LOC
에서	에서	JKB	O
_	_	_	O
마약	마약	NNG	O
_	_	_	O
밀매	밀매	NNG	O
_	_	_	O
혐의	혐의	NNG	O
_	_	_	O
등	등	NNB	O
으로	으로	JKB	O
_	_	_	O
체포	체포되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 17
## 일본 신문 스포츠호치도 브라질 현지 언론 보도를 인용, "알바레스 감독이 도쿄 베르디를 맡기 위해 폰테 프레타 지휘봉을 놓는다고 말했다"면서 "계약 조건은 올 시즌 종료 때까지 월봉 10만달러(약 1억300만원)이며, 이후 성적에 따라 내년말까지 재계약하는 옵션조항을 달았다"고 밝혔다.
## <일본:LOC> 신문 <스포츠호치:POH>도 <브라질:LOC> 현지 언론 보도를 인용, "<알바레스:PER> 감독이 <도쿄 베르디:ORG>를 맡기 위해 <폰테 프레타:ORG> 지휘봉을 놓는다고 말했다"면서 "계약 조건은 올 시즌 종료 때까지 월봉 <10만달러:MNY>(약 <1억300만원:MNY>)이며, 이후 성적에 따라 내년말까지 재계약하는 옵션조항을 달았다"고 밝혔다.
일본	일본	NNP	B-LOC
_	_	_	O
신문	신문	NNG	O
_	_	_	O
스포츠	스포츠	NNG	B-POH
호치	호치	NNG	I-POH
도	도	JX	O
_	_	_	O
브라질	브라질	NNP	B-LOC
_	_	_	O
현지	현지	NNG	O
_	_	_	O
언론	언론	NNG	O
_	_	_	O
보도	보도	NNG	O
를	를	JKO	O
_	_	_	O
인용	인용	NNG	O
,	,	SP	O
_	_	_	O
"	"	SS	O
알바레스	알바레스	NNP	B-PER
_	_	_	O
감독	감독	NNG	O
이	이	JKS	O
_	_	_	O
도쿄	도쿄	NNP	B-ORG
_	_	_	I-ORG
베르디	베르디	NNP	I-ORG
를	를	JKO	O
_	_	_	O
맡	맡	VV	O
기	기	ETN	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
폰테	폰테	NNP	B-ORG
_	_	_	I-ORG
프레	프레	NNG	I-ORG
타	타	NNG	I-ORG
_	_	_	O
지휘봉	지휘봉	NNG	O
을	을	JKO	O
_	_	_	O
놓	놓	VV	O
는다고	는다고	EC	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
"	"	SS	O
면서	면서	EC	O
_	_	_	O
"	"	SS	O
계약	계약	NNG	O
_	_	_	O
조건	조건	NNG	O
은	은	JX	O
_	_	_	O
올	올	NNG	O
_	_	_	O
시즌	시즌	NNG	O
_	_	_	O
종료	종료	NNG	O
_	_	_	O
때	때	NNG	O
까지	까지	JX	O
_	_	_	O
월봉	월봉	NNP	O
_	_	_	O
10	10	SN	B-MNY
만	만	NR	I-MNY
달러	달러	NNB	I-MNY
(	(	SS	O
약	약	MM	O
_	_	_	O
1	1	SN	B-MNY
억	억	NR	I-MNY
300	300	SN	I-MNY
만	만	NR	I-MNY
원	원	NNB	I-MNY
)	)	SS	O
이	이	VCP	O
며	며	EC	O
,	,	SP	O
_	_	_	O
이후	이후	NNG	O
_	_	_	O
성적	성적	NNG	O
에	에	JKB	O
_	_	_	O
따	따르	VV	O
라	아	EC	O
_	_	_	O
내년	내년	NNG	O
말	말	NNB	O
까지	까지	JX	O
_	_	_	O
재계약하	재계약하	VV	O
는	는	ETM	O
_	_	_	O
옵션	옵션	NNG	O
조항	조항	NNG	O
을	을	JKO	O
_	_	_	O
달	달	VV	O
았	았	EP	O
다	다	EF	O
"	"	SS	O
고	고	JKQ	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 18
## "지금 상태로는 뛰기 힘들다. 잘못하면 부상 기간이 길어질 수도 있다"(대표팀 코칭스태프.의무팀) "우리 팀 의무진의 판단으로는 뛰는 데 무리가 없다. 풀타임은 힘들겠지만 팬들에게 선을 보여야 되지 않겠느냐"(FC서울) 부상 중인 '천재 골잡이' 박주영(FC서울)이 26일 상암벌에서 열리는 FC서울과 보카 주니어스(아르헨티나)의 친선전에 출전할 수 있을 지 여부를 놓고 논란이 일고 있다.
## "지금 상태로는 뛰기 힘들다. 잘못하면 부상 기간이 길어질 수도 있다"(대표팀 코칭스태프.의무팀) "<우리:ORG> 팀 의무진의 판단으로는 뛰는 데 무리가 없다. 풀타임은 힘들겠지만 팬들에게 선을 보여야 되지 않겠느냐"(<FC서울:ORG>) 부상 중인 '천재 골잡이' <박주영:PER>(<FC서울:ORG>)이 <26일:DAT> <상암벌:LOC>에서 열리는 <FC서울:ORG>과 <보카 주니어스:ORG>(<아르헨티나:LOC>)의 친선전에 출전할 수 있을 지 여부를 놓고 논란이 일고 있다.
"	"	SS	O
지금	지금	MAG	O
_	_	_	O
상태	상태	NNG	O
로	로	JKB	O
는	는	JX	O
_	_	_	O
뛰	뛰	VV	O
기	기	ETN	O
_	_	_	O
힘들	힘들	VA	O
다	다	EF	O
.	.	SF	O
_	_	_	O
잘못하	잘못하	VV	O
면	면	EC	O
_	_	_	O
부상	부상	NNG	O
_	_	_	O
기간	기간	NNG	O
이	이	JKS	O
_	_	_	O
길	길	VA	O
어	어	EC	O
질	지+ㄹ	VX+ETM	O
_	_	_	O
수	수	NNB	O
도	도	JX	O
_	_	_	O
있	있	VA	O
다	다	EF	O
"	"	SS	O
(	(	SS	O
대표	대표	NNG	O
팀	팀	NNG	O
_	_	_	O
코칭스태프	코칭스태프	NNG	O
.	.	SF	O
의무	의무	NNG	O
팀	팀	NNG	O
)	)	SS	O
_	_	_	O
"	"	SS	O
우리	우리	NP	B-ORG
_	_	_	O
팀	팀	NNG	O
_	_	_	O
의무진	의무진	NNG	O
의	의	JKG	O
_	_	_	O
판단	판단	NNG	O
으로	으로	JKB	O
는	는	JX	O
_	_	_	O
뛰	뛰	VV	O
는	는	ETM	O
_	_	_	O
데	데	NNB	O
_	_	_	O
무리	무리	NNG	O
가	가	JKS	O
_	_	_	O
없	없	VA	O
다	다	EF	O
.	.	SF	O
_	_	_	O
풀타임	풀타임	NNG	O
은	은	JX	O
_	_	_	O
힘들	힘들	VA	O
겠	겠	EP	O
지만	지만	EC	O
_	_	_	O
팬	팬	NNG	O
들	들	XSN	O
에게	에게	JKB	O
_	_	_	O
선	선	NNG	O
을	을	JKO	O
_	_	_	O
보	보이	VV	O
여야	어야	EC	O
_	_	_	O
되	되	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
겠	겠	EP	O
느냐	느냐	EF	O
"	"	SS	O
(	(	SS	O
FC	FC	SL	B-ORG
서울	서울	NNP	I-ORG
)	)	SS	O
_	_	_	O
부상	부상	NNG	O
_	_	_	O
중	중	NNB	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
'	'	SS	O
천재	천재	NNG	O
_	_	_	O
골잡이	골잡이	NNG	O
'	'	SS	O
_	_	_	O
박주영	박주영	NNP	B-PER
(	(	SS	O
FC	FC	SL	B-ORG
서울	서울	NNP	I-ORG
)	)	SS	O
이	이	JKS	O
_	_	_	O
26	26	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
