## 1
## 고려대 경영대학이 명문 비즈니스 스쿨 연합인 CEMS 정회원 자격을 획득함에 따라 GMBA&MIM도 새롭게 선보였다.
## <고려대 경영대학:ORG>이 명문 비즈니스 스쿨 연합인 <CEMS:ORG> 정회원 자격을 획득함에 따라 <GMBA&MIM:POH>도 새롭게 선보였다.
고려대	고려대	NNP	B-ORG
_	_	_	O
계획	계획	NNG	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 평소 가장 존경하는 배우로 송강호, 전도연을 말해온 문근영은 “송강호 선배가 캐스팅 됐다는 이야기를 듣고 대본을 읽기 전부터 꼭 이 작품을 하고 싶다고 생각했다.
## 평소 가장 존경하는 배우로 <송강호:PER>, <전도연:PER>을 말해온 <문근영:PER>은 “<송강호:PER> 선배가 캐스팅 됐다는 이야기를 듣고 대본을 읽기 전부터 꼭 이 작품을 하고 싶다고 생각했다.
평소	평소	NNG	O
_	_	_	O
가장	가장	MAG	O
_	_	_	O
존경하	존경하	VV	O
는	는	ETM	O
_	_	_	O
배우	배우	NNG	O
로	로	JKB	O
_	_	_	O
송강호	송강호	NNP	B-PER
,	,	SP	O
_	_	_	O
전도연	전도연	NNP	B-PER
을	을	JKO	O
_	_	_	O
말해	말하+여	VV+EC	O
온	오+ㄴ	VX+ETM	O
_	_	_	O
문근영	문근영	NNP	B-PER
은	은	JX	O
_	_	_	O
“	“	SS	O
송강호	송강호	NNP	B-PER
_	_	_	O
선배	선배	NNG	O
가	가	JKS	O
_	_	_	O
캐스팅	캐스팅	NNG	O
_	_	_	O
됐	+었	+EP	O
다는	다는	ETM	O
_	_	_	O
이야기	이야기	NNG	O
를	를	JKO	O
_	_	_	O
듣	듣	VV	O
고	고	EC	O
_	_	_	O
대본	대본	NNG	O
을	을	JKO	O
_	_	_	O
읽	읽	VV	O
기	기	ETN	O
_	_	_	O
전	전	NNG	O
부터	부터	JX	O
_	_	_	O
꼭	꼭	MAG	O
_	_	_	O
이	이	MM	O
_	_	_	O
작품	작품	NNG	O
을	을	JKO	O
_	_	_	O
하	하	VV	O
고	고	EC	O
_	_	_	O
싶	싶	VX	O
다고	다고	EC	O
_	_	_	O
생각	생각하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 또 진찰도 제대로 받지 않고 비싼 분유부터 구입했는데 설명을 들어보니 그럴 필요가 없었네요. 제가 아이를 늦게 낳아서 더 비싸고 좋은 걸 해주고 싶은 마음이 있는데, 비싼 걸 해주는 것이 아이에게 꼭 좋은 것만은 아니었네요.”(송 씨) 소아아토피 예방과 치료법 · 전문의 진료에 따른 약물 요법은 환자에게 도움이 된다.
## 또 진찰도 제대로 받지 않고 비싼 분유부터 구입했는데 설명을 들어보니 그럴 필요가 없었네요. 제가 아이를 늦게 낳아서 더 비싸고 좋은 걸 해주고 싶은 마음이 있는데, 비싼 걸 해주는 것이 아이에게 꼭 좋은 것만은 아니었네요.”(<송:PER> 씨) 소아아토피 예방과 치료법 · 전문의 진료에 따른 약물 요법은 환자에게 도움이 된다.
또	또	MAG	O
_	_	_	O
진찰	진찰	NNG	O
도	도	JX	O
_	_	_	O
제대로	제대로	MAG	O
_	_	_	O
받	받	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
고	고	EC	O
_	_	_	O
비싼	비싸+ㄴ	VA+ETM	O
_	_	_	O
분유	분유	NNG	O
부터	부터	JX	O
_	_	_	O
구입	구입하	VV	O
했	였	EP	O
는데	는데	EC	O
_	_	_	O
설명	설명	NNG	O
을	을	JKO	O
_	_	_	O
들	들	VV	O
어	어	EC	O
보	보	VX	O
니	니	EC	O
_	_	_	O
그럴	그렇+ㄹ	VA+ETM	O
_	_	_	O
필요	필요	NNG	O
가	가	JKS	O
_	_	_	O
없	없	VA	O
었	었	EP	O
네요	네요	EF	O
.	.	SF	O
_	_	_	O
제	제	NP	O
가	가	JKS	O
_	_	_	O
아이	아이	NNG	O
를	를	JKO	O
_	_	_	O
늦	늦	VA	O
게	게	EC	O
_	_	_	O
낳	낳	VV	O
아서	아서	EC	O
_	_	_	O
더	더	MAG	O
_	_	_	O
비싸	비싸	VA	O
고	고	EC	O
_	_	_	O
좋	좋	VA	O
은	은	ETM	O
_	_	_	O
걸	것+ㄹ	NNB+JKO	O
_	_	_	O
해	하+여	VV+EC	O
주	주	VX	O
고	고	EC	O
_	_	_	O
싶	싶	VX	O
은	은	ETM	O
_	_	_	O
마음	마음	NNG	O
이	이	JKS	O
_	_	_	O
있	있	VA	O
는데	는데	EC	O
,	,	SP	O
_	_	_	O
비싼	비싸+ㄴ	VA+ETM	O
_	_	_	O
걸	것+ㄹ	NNB+JKO	O
_	_	_	O
해	하+여	VV+EC	O
주	주	VX	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
이	이	JKS	O
_	_	_	O
아이	아이	NNG	O
에게	에게	JKB	O
_	_	_	O
꼭	꼭	MAG	O
_	_	_	O
좋	좋	VA	O
은	은	ETM	O
_	_	_	O
것	것	NNB	O
만	만	JX	O
은	은	JX	O
_	_	_	O
아니	아니	VCN	O
었	었	EP	O
네요	네요	EF	O
.	.	SF	O
”	”	SS	O
(	(	SS	O
송	송	NNP	B-PER
_	_	_	O
씨	씨	NNB	O
)	)	SS	O
_	_	_	O
소아	소아	NNG	O
아토피	아토피	NNG	O
_	_	_	O
예방	예방	NNG	O
과	과	JC	O
_	_	_	O
치료	치료	NNG	O
법	법	XSN	O
_	_	_	O
·	·	SP	O
_	_	_	O
전문의	전문의	NNG	O
_	_	_	O
진료	진료	NNG	O
에	에	JKB	O
_	_	_	O
따른	따르+ㄴ	VV+ETM	O
_	_	_	O
약물	약물	NNG	O
_	_	_	O
요법	요법	NNG	O
은	은	JX	O
_	_	_	O
환자	환자	NNG	O
에게	에게	JKB	O
_	_	_	O
도움	도움	NNG	O
이	이	JKC	O
_	_	_	O
된다	되+ㄴ다	VV+EF	O
.	.	SF	O

## 8
## 30대 초반 배우들 가운데 그만큼 흥행력과 대중성을 갖춘 이도 흔치 않기 때문이다.
## <30대:NOH> 초반 배우들 가운데 그만큼 흥행력과 대중성을 갖춘 이도 흔치 않기 때문이다.
30	30	SN	B-NOH
대	대	NNB	I-NOH
_	_	_	O
초반	초반	NNG	O
_	_	_	O
배우	배우	NNG	O
들	들	XSN	O
_	_	_	O
가운데	가운데	NNG	O
_	_	_	O
그만큼	그만큼	MAG	O
_	_	_	O
흥행	흥행	NNG	O
력	력	XSN	O
과	과	JC	O
_	_	_	O
대중성	대중성	NNG	O
을	을	JKO	O
_	_	_	O
갖춘	갖추+ㄴ	VV+ETM	O
_	_	_	O
이도	이도	NNP	O
_	_	_	O
흔	흔하	VA	O
치	지	EC	O
_	_	_	O
않	않	VX	O
기	기	ETN	O
_	_	_	O
때문	때문	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 9
## 메타포뮬러 홈페이지에서 제품의 구매부터 복용까지 SNS를 이용해 의사와 대화를 주고받을 수 있어 소비자들에게 믿음을 주고 있다.
## <메타포뮬러:ORG> 홈페이지에서 제품의 구매부터 복용까지 SNS를 이용해 의사와 대화를 주고받을 수 있어 소비자들에게 믿음을 주고 있다.
메타포	메타포	NNG	B-ORG
뮬러	뮬러	NNP	I-ORG
_	_	_	O
홈페이지	홈페이지	NNG	O
에서	에서	JKB	O
_	_	_	O
제품	제품	NNG	O
의	의	JKG	O
_	_	_	O
구매	구매	NNG	O
부터	부터	JX	O
_	_	_	O
복용	복용	NNG	O
까지	까지	JX	O
_	_	_	O
SNS	SNS	SL	O
를	를	JKO	O
_	_	_	O
이용해	이용하+여	VV+EC	O
_	_	_	O
의사	의사	NNG	O
와	와	JKB	O
_	_	_	O
대화	대화	NNG	O
를	를	JKO	O
_	_	_	O
주고받	주고받	VV	O
을	을	ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
어	어	EC	O
_	_	_	O
소비자	소비자	NNG	O
들	들	XSN	O
에게	에게	JKB	O
_	_	_	O
믿음	믿음	NNG	O
을	을	JKO	O
_	_	_	O
주	주	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 10
## 임기 중에 권력누수 없이 주어진 권한을 100% 행사하는 게 대통령의 철학이라는 것이다.
## 임기 중에 권력누수 없이 주어진 권한을 <100%:PNT> 행사하는 게 대통령의 철학이라는 것이다.
임기	임기	NNG	O
_	_	_	O
중	중	NNB	O
에	에	JKB	O
_	_	_	O
권력	권력	NNG	O
누수	누수	NNG	O
_	_	_	O
없이	없이	MAG	O
_	_	_	O
주어진	주어지+ㄴ	VV+ETM	O
_	_	_	O
권한	권한	NNG	O
을	을	JKO	O
_	_	_	O
100	100	SN	B-PNT
%	%	SW	I-PNT
_	_	_	O
행사하	행사하	VV	O
는	는	ETM	O
_	_	_	O
게	것+이	NNB+JKS	O
_	_	_	O
대통령	대통령	NNG	O
의	의	JKG	O
_	_	_	O
철학	철학	NNG	O
이	이	VCP	O
라는	라는	ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 11
## 이중 70-80%가 옥시 피해자다.
## 이중 <70:PNT>-<80%:PNT>가 <옥시:ORG> 피해자다.
이	이	MM	O
중	중	NNB	O
_	_	_	O
70	70	SN	B-PNT
-	-	SO	O
80	80	SN	B-PNT
%	%	SW	I-PNT
가	가	JKS	O
_	_	_	O
옥시	옥시	NNG	B-ORG
_	_	_	O
피해자	피해자+이	NNG+VCP	O
다	다	EF	O
.	.	SF	O

## 12
## 이미 2012년 개정된 헌법에서 핵보유국임을 천명한 만큼 이번 당 규약에선 구체적 실천 방안인 핵·경제 병진노선을 강조하고 나선 것이다.
## 이미 <2012년:DAT> 개정된 헌법에서 핵보유국임을 천명한 만큼 이번 당 규약에선 구체적 실천 방안인 핵·경제 병진노선을 강조하고 나선 것이다.
이미	이미	MAG	O
_	_	_	O
2012	2012	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
개정된	개정되+ㄴ	VV+ETM	O
_	_	_	O
헌법	헌법	NNG	O
에서	에서	JKB	O
_	_	_	O
핵보유국	핵보유국	NNG	O
임	이+ㅁ	VCP+ETN	O
을	을	JKO	O
_	_	_	O
천명한	천명하+ㄴ	VV+ETM	O
_	_	_	O
만큼	만큼	NNB	O
_	_	_	O
이번	이번	NNG	O
_	_	_	O
당	당	NNG	O
_	_	_	O
규약	규약	NNG	O
에선	에서+ㄴ	JKB+JX	O
_	_	_	O
구체적	구체적	NNG	O
_	_	_	O
실천	실천	NNG	O
_	_	_	O
방안	방안	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
핵	핵	NNG	O
·	·	SP	O
경제	경제	NNG	O
_	_	_	O
병진	병진	NNG	O
노선	노선	NNG	O
을	을	JKO	O
_	_	_	O
강조하	강조하	VV	O
고	고	EC	O
_	_	_	O
나선	나서+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 13
## 다시는 안 볼 것처럼 큰 다툼이었다”며 “실제로 2~3년 정도는 엄마와 볼 수 없을 정도로 지냈다.
## 다시는 안 볼 것처럼 큰 다툼이었다”며 “실제로 <2:NOH>~<3년:NOH> 정도는 엄마와 볼 수 없을 정도로 지냈다.
다시	다시	MAG	O
는	는	JX	O
_	_	_	O
안	안	MAG	O
_	_	_	O
볼	보+ㄹ	VV+ETM	O
_	_	_	O
것	것	NNB	O
처럼	처럼	JKB	O
_	_	_	O
큰	크+ㄴ	VA+ETM	O
_	_	_	O
다툼	다툼	NNG	O
이	이	VCP	O
었	었	EP	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
실제로	실제로	MAG	O
_	_	_	O
2	2	SN	B-NOH
~	~	SO	O
3	3	SN	B-NOH
년	년	NNB	I-NOH
_	_	_	O
정도	정도	NNG	O
는	는	JX	O
_	_	_	O
엄마	엄마	NNG	O
와	와	JC	O
_	_	_	O
볼	보+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
없	없	VA	O
을	을	ETM	O
_	_	_	O
정도	정도	NNG	O
로	로	JKB	O
_	_	_	O
지냈	지내+었	VV+EP	O
다	다	EF	O
.	.	SF	O

## 14
## 행사 당일인 3일에는 물청소차 22대가 오전 8시부터 창안제뿐 아니라 중심가 58개 도로 314km 구간에 걸쳐 바닥 물청소를 한다.
## 행사 당일인 <3일:DAT>에는 물청소차 <22대:NOH>가 <오전 8시:TIM>부터 창안제뿐 아니라 중심가 <58개:NOH> 도로 <314km:NOH> 구간에 걸쳐 바닥 물청소를 한다.
행사	행사	NNG	O
_	_	_	O
당일	당일	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
3	3	SN	B-DAT
일	일	NNB	I-DAT
에	에	JKB	O
는	는	JX	O
_	_	_	O
물	물	NNG	O
청소차	청소차	NNG	O
_	_	_	O
22	22	SN	B-NOH
대	대	NNB	I-NOH
가	가	JKS	O
_	_	_	O
오전	오전	NNG	B-TIM
_	_	_	I-TIM
8	8	SN	I-TIM
시	시	NNB	I-TIM
부터	부터	JX	O
_	_	_	O
창안	창안	NNG	O
제	제	XSN	O
뿐	뿐	JX	O
_	_	_	O
아니	아니	VCN	O
라	라	EC	O
_	_	_	O
중심가	중심가	NNG	O
_	_	_	O
58	58	SN	B-NOH
개	개	NNB	I-NOH
_	_	_	O
도로	도로	NNG	O
_	_	_	O
314	314	SN	B-NOH
km	km	SL	I-NOH
_	_	_	O
구간	구간	NNG	O
에	에	JKB	O
_	_	_	O
걸쳐	걸치+어	VV+EC	O
_	_	_	O
바닥	바닥	NNG	O
_	_	_	O
물청소	물청소	NNG	O
를	를	JKO	O
_	_	_	O
한다	하+ㄴ다	VV+EF	O
.	.	SF	O

