## 1
## 【서울=뉴시스】
## 【<서울:LOC>=<뉴시스:ORG>】
【	【	SS	O
_	_	_	O
연계된	연계되+ㄴ	VV+ETM	O
_	_	_	O
서비스	서비스	NNG	O
와	와	JC	O
_	_	_	O
방문	방문	NNG	O
_	_	_	O
세차	세차	NNG	O
,	,	SP	O
_	_	_	O
차량	차량	NNG	O
점검	점검	NNG	O
,	,	SP	O
_	_	_	O
입주민	입주민	NNG	O
_	_	_	O
프리	프리	NNG	O
렌탈	렌탈	NNG	O
_	_	_	O
서비스	서비스	NNG	O
(	(	SS	O
공구	공구	NNG	O
류	류	XSN	O
·	·	SP	O
자전거	자전거	NNG	O
20	20	SN	B-NOH
대	대	NNB	I-NOH
_	_	_	O
등	등	NNB	O
_	_	_	O
무료	무료	NNG	O
대여	대여	NNG	O
)	)	SS	O
,	,	SP	O
_	_	_	O
이사	이사	NNG	O
지원	지원	NNG	O
_	_	_	O
서비스	서비스	NNG	O
(	(	SS	O
입주	입주	NNG	O
지정	지정	NNG	O
기간	기간	NNG	O
에	에	JKB	O
_	_	_	O
한함	한하+ㅁ	VV+ETN	O
)	)	SS	O
_	_	_	O
등	등	NNB	O
을	을	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
입주민	입주민	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
주거	주거	NNG	O
_	_	_	O
만족도	만족도	NNG	O
를	를	JKO	O
_	_	_	O
높일	높이+ㄹ	VV+ETM	O
_	_	_	O
예정	예정	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 6
## 홍보관은 경기도 화성시 능동 1065-3에 있다.
## 홍보관은 <경기도:LOC> <화성시:LOC> <능동 1065-3:LOC>에 있다.
홍보	홍보	NNG	O
관	관	XSN	O
은	은	JX	O
_	_	_	O
경기도	경기도	NNP	B-LOC
_	_	_	O
화성시	화성시	NNP	B-LOC
_	_	_	O
능동	능동	NNG	B-LOC
_	_	_	I-LOC
1065	1065	SN	I-LOC
-	-	SO	I-LOC
3	3	SN	I-LOC
에	에	JKB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 7
## 법원장 승진 대상자인 고법부장급 가운데 선임자는 고시 13회 1명, 14회 2명, 15회 2명 등 모두 5명이며, 사시 출신으로는 1회 3명, 2회 4명, 4회 5명, 5회 2명의 분포를 보이고 있다.
## 법원장 승진 대상자인 고법부장급 가운데 선임자는 고시 <13회:NOH> <1명:NOH>, <14회:NOH> <2명:NOH>, <15회:NOH> <2명:NOH> 등 모두 <5명:NOH>이며, 사시 출신으로는 <1회:NOH> <3명:NOH>, <2회:NOH> <4명:NOH>, <4회:NOH> <5명:NOH>, <5회:NOH> <2명:NOH>의 분포를 보이고 있다.
법원장	법원장	NNG	O
_	_	_	O
승진	승진	NNG	O
_	_	_	O
대상자	대상자	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
고법	고법	NNG	O
부장	부장	NNG	O
급	급	NNG	O
_	_	_	O
가운데	가운데	NNG	O
_	_	_	O
선임자	선임자	NNG	O
는	는	JX	O
_	_	_	O
고시	고시	NNG	O
_	_	_	O
13	13	SN	B-NOH
회	회	NNB	I-NOH
_	_	_	O
1	1	SN	B-NOH
명	명	NNB	I-NOH
,	,	SP	O
_	_	_	O
14	14	SN	B-NOH
회	회	NNB	I-NOH
_	_	_	O
2	2	SN	B-NOH
명	명	NNB	I-NOH
,	,	SP	O
_	_	_	O
15	15	SN	B-NOH
회	회	NNB	I-NOH
_	_	_	O
2	2	SN	B-NOH
명	명	NNB	I-NOH
_	_	_	O
등	등	NNB	O
_	_	_	O
모두	모두	MAG	O
_	_	_	O
5	5	SN	B-NOH
명	명	NNB	I-NOH
이	이	VCP	O
며	며	EC	O
,	,	SP	O
_	_	_	O
사시	사시	NNG	O
_	_	_	O
출신	출신	NNG	O
으로	으로	JKB	O
는	는	JX	O
_	_	_	O
1	1	SN	B-NOH
회	회	NNB	I-NOH
_	_	_	O
3	3	SN	B-NOH
명	명	NNB	I-NOH
,	,	SP	O
_	_	_	O
2	2	SN	B-NOH
회	회	NNB	I-NOH
_	_	_	O
4	4	SN	B-NOH
명	명	NNB	I-NOH
,	,	SP	O
_	_	_	O
4	4	SN	B-NOH
회	회	NNB	I-NOH
_	_	_	O
5	5	SN	B-NOH
명	명	NNB	I-NOH
,	,	SP	O
_	_	_	O
5	5	SN	B-NOH
회	회	NNB	I-NOH
_	_	_	O
2	2	SN	B-NOH
명	명	NNB	I-NOH
의	의	JKG	O
_	_	_	O
분포	분포	NNG	O
를	를	JKO	O
_	_	_	O
보이	보이	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 8
## ”MBC 측은 지난 7월 “최근 3년간 ‘재미있는 라디오’는 동시간대 주요 4개 채널(MBC·KBS·SBS·CBS) 가운데 청취율이 4위인 경우가 많았다”,
## ”<MBC:ORG> 측은 지난 <7월:DAT> “최근 <3년간:DUR> ‘<재미있는 라디오:POH>’는 동시간대 주요 <4개:NOH> 채널(<MBC:POH>·<KBS:POH>·<SBS:POH>·<CBS:POH>) 가운데 청취율이 <4위:NOH>인 경우가 많았다”,
”	”	SS	O
MBC	MBC	SL	B-ORG
_	_	_	O
측	측	NNB	O
은	은	JX	O
_	_	_	O
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
7	7	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
“	“	SS	O
최근	최근	NNG	O
_	_	_	O
3	3	SN	B-DUR
년	년	NNB	I-DUR
간	간	XSN	I-DUR
_	_	_	O
‘	‘	SS	O
재미있	재미있	VA	B-POH
는	는	ETM	I-POH
_	_	_	I-POH
라디오	라디오	NNG	I-POH
’	’	SS	O
는	는	JX	O
_	_	_	O
동	동	MM	O
시간대	시간대	NNG	O
_	_	_	O
주요	주요	NNG	O
_	_	_	O
4	4	SN	B-NOH
개	개	NNB	I-NOH
_	_	_	O
채널	채널	NNG	O
(	(	SS	O
MBC	MBC	SL	B-POH
·	·	SP	O
KBS	KBS	SL	B-POH
·	·	SP	O
SBS	SBS	SL	B-POH
·	·	SP	O
CBS	CBS	SL	B-POH
)	)	SS	O
_	_	_	O
가운데	가운데	NNG	O
_	_	_	O
청취율	청취율	NNG	O
이	이	JKS	O
_	_	_	O
4	4	SN	B-NOH
위	위	NNB	I-NOH
인	이+ㄴ	VCP+ETM	O
_	_	_	O
경우	경우	NNG	O
가	가	JKS	O
_	_	_	O
많	많	VA	O
았	았	EP	O
다	다	EF	O
”	”	SS	O
,	,	SP	O

## 9
## 펜싱 정태승-홍효진도 동메달 획득
## 펜싱 <정태승:PER>-<홍효진:PER>도 동메달 획득
펜싱	펜싱	NNG	O
_	_	_	O
정태승	정태승	NNP	B-PER
-	-	SO	O
홍효진	홍효진	NNP	B-PER
도	도	JX	O
_	_	_	O
동메달	동메달	NNG	O
_	_	_	O
획득	획득	NNG	O

## 10
## 김 씨는 “해외에서 북한북한을 부정하는 망명정부를 수립하려고 하고 있으며, 김정남에게 망명정부 수반이 되지 않겠냐고 요청했다”라고 말했다.
## <김:PER> 씨는 “해외에서 <북한:ORG><북한:ORG>을 부정하는 망명정부를 수립하려고 하고 있으며, <김정남:PER>에게 망명정부 수반이 되지 않겠냐고 요청했다”라고 말했다.
김	김	NNP	B-PER
_	_	_	O
씨	씨	NNB	O
는	는	JX	O
_	_	_	O
“	“	SS	O
해외	해외	NNG	O
에서	에서	JKB	O
_	_	_	O
북한	북한	NNP	B-ORG
북한	북한	NNP	B-ORG
을	을	JKO	O
_	_	_	O
부정하	부정하	VV	O
는	는	ETM	O
_	_	_	O
망명	망명	NNG	O
정부	정부	NNG	O
를	를	JKO	O
_	_	_	O
수립하	수립하	VV	O
려고	려고	EC	O
_	_	_	O
하	하	VX	O
고	고	EC	O
_	_	_	O
있	있	VX	O
으며	으며	EC	O
,	,	SP	O
_	_	_	O
김정남	김정남	NNP	B-PER
에게	에게	JKB	O
_	_	_	O
망명	망명	NNG	O
정부	정부	NNG	O
_	_	_	O
수반	수반	NNG	O
이	이	JKC	O
_	_	_	O
되	되	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
겠	겠	EP	O
냐고	냐고	EC	O
_	_	_	O
요청	요청하	VV	O
했	였	EP	O
다	다	EF	O
”	”	SS	O
라고	라고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 지난달 28일부터 최근까지 명동과 남대문시장 등에서 쇼핑과 택시, 숙박분야 바가지를 집중 단속해 249건을 적발했다.
## 지난달 <28일:DAT>부터 최근까지 <명동:LOC>과 <남대문시장:LOC> 등에서 쇼핑과 택시, 숙박분야 바가지를 집중 단속해 <249건:NOH>을 적발했다.
지난달	지난달	NNG	O
_	_	_	O
28	28	SN	B-DAT
일	일	NNB	I-DAT
부터	부터	JX	O
_	_	_	O
최근	최근	NNG	O
까지	까지	JX	O
_	_	_	O
명동	명동	NNP	B-LOC
과	과	JC	O
_	_	_	O
남대문	남대문	NNP	B-LOC
시장	시장	NNG	I-LOC
_	_	_	O
등	등	NNB	O
에서	에서	JKB	O
_	_	_	O
쇼핑	쇼핑	NNG	O
과	과	JC	O
_	_	_	O
택시	택시	NNG	O
,	,	SP	O
_	_	_	O
숙박	숙박	NNG	O
분야	분야	NNG	O
_	_	_	O
바가지	바가지	NNG	O
를	를	JKO	O
_	_	_	O
집중	집중	NNG	O
_	_	_	O
단속해	단속하+여	VV+EC	O
_	_	_	O
249	249	SN	B-NOH
건	건	NNB	I-NOH
을	을	JKO	O
_	_	_	O
적발	적발하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 이에 반해 250만 원 이상은 16%에 그쳤다.
## 이에 반해 <250만 원:NOH> 이상은 <16%:PNT>에 그쳤다.
이	이	NP	O
에	에	JKB	O
_	_	_	O
반해	반하+여	VV+EC	O
_	_	_	O
250	250	SN	B-NOH
만	만	NR	I-NOH
_	_	_	I-NOH
원	원	NNB	I-NOH
_	_	_	O
이상	이상	NNG	O
은	은	JX	O
_	_	_	O
16	16	SN	B-PNT
%	%	SW	I-PNT
에	에	JKB	O
_	_	_	O
그	그치	VV	O
쳤	었	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 낮은 급여수준뿐 아니라 4대 보험과 퇴직금제도 역시 제대로 정착돼 있지 않았다.
## 낮은 급여수준뿐 아니라 <4대:NOH> 보험과 퇴직금제도 역시 제대로 정착돼 있지 않았다.
낮	낮	VA	O
은	은	ETM	O
_	_	_	O
급여	급여	NNG	O
수준	수준	NNG	O
뿐	뿐	JX	O
_	_	_	O
아니	아니	VCN	O
라	라	EC	O
_	_	_	O
4	4	SN	B-NOH
대	대	NNG	I-NOH
_	_	_	O
보험	보험	NNG	O
과	과	JC	O
_	_	_	O
퇴직금	퇴직금	NNG	O
제도	제도	NNG	O
_	_	_	O
역시	역시	MAG	O
_	_	_	O
제대로	제대로	MAG	O
_	_	_	O
정착돼	정착되+어	VV+EC	O
_	_	_	O
있	있	VX	O
지	지	EC	O
_	_	_	O
않	않	VX	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 14
## 중국 정부가 3일 전승절 열병식에 참가하는 장병들과 행사 요원들에 대해 8대 조상까지 신원 조사를 했다는 보도가 나왔다.
## <중국 정부:ORG>가 <3일:DAT> <전승절 열병식:POH>에 참가하는 장병들과 행사 요원들에 대해 <8대:NOH> 조상까지 신원 조사를 했다는 보도가 나왔다.
중국	중국	NNP	B-ORG
_	_	_	I-ORG
정부	정부	NNG	I-ORG
가	가	JKS	O
_	_	_	O
3	3	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
전승	전승	NNG	B-POH
절	절	NNG	I-POH
_	_	_	I-POH
열병식	열병식	NNG	I-POH
에	에	JKB	O
_	_	_	O
참가하	참가하	VV	O
는	는	ETM	O
_	_	_	O
장병	장병	NNG	O
들	들	XSN	O
과	과	JKB	O
_	_	_	O
행사	행사	NNG	O
_	_	_	O
요원	요원	NNG	O
들	들	XSN	O
에	에	JKB	O
_	_	_	O
대해	대하+여	VV+EC	O
_	_	_	O
8	8	SN	B-NOH
대	대	NNB	I-NOH
_	_	_	O
조상	조상	NNG	O
까지	까지	JX	O
_	_	_	O
신원	신원	NNG	O
_	_	_	O
조사	조사	NNG	O
를	를	JKO	O
_	_	_	O
했	+였	+EP	O
다는	다는	ETM	O
_	_	_	O
보도	보도	NNG	O
가	가	JKS	O
_	_	_	O
나	나오	VV	O
왔	았	EP	O
다	다	EF	O
.	.	SF	O

## 15
## 1990년대 ‘아라비안 나이트’로 인기를 모았던 김준선이 트로트에 도전장을 냈다.
## <1990년대:DUR> ‘아라비안 나이트’로 인기를 모았던 <김준선:PER>이 트로트에 도전장을 냈다.
1990	1990	SN	B-DUR
년대	년대	NNB	I-DUR
_	_	_	O
‘	‘	SS	O
아라비안	아라비안	NNG	O
_	_	_	O
나이트	나이트	NNG	O
’	’	SS	O
로	로	JKB	O
_	_	_	O
인기	인기	NNG	O
를	를	JKO	O
_	_	_	O
모	모으	VV	O
았	았	EP	O
던	던	ETM	O
_	_	_	O
김준선	김준선	NNP	B-PER
이	이	JKS	O
_	_	_	O
트로트	트로트	NNG	O
에	에	JKB	O
_	_	_	O
도전장	도전장	NNG	O
을	을	JKO	O
_	_	_	O
냈	내+었	VV+EP	O
다	다	EF	O
.	.	SF	O

## 16
## 김준선은 10일 ‘누나는 원자폭탄’이라는 파격적인 제목의 트로트 음원을 공개했다.
## <김준선:PER>은 <10일:DAT> ‘<누나는 원자폭탄:POH>’이라는 파격적인 제목의 트로트 음원을 공개했다.
김준선	김준선	NNP	B-PER
은	은	JX	O
_	_	_	O
10	10	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
‘	‘	SS	O
누나	누나	NNG	B-POH
는	는	JX	I-POH
_	_	_	I-POH
원자	원자	NNG	I-POH
폭탄	폭탄	NNG	I-POH
’	’	SS	O
이	이	VCP	O
라는	라는	ETM	O
_	_	_	O
파격적	파격적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
제목	제목	NNG	O
의	의	JKG	O
_	_	_	O
트로트	트로트	NNG	O
_	_	_	O
음원	음원	NNG	O
을	을	JKO	O
_	_	_	O
공개	공개하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

