## 1
## 천안아산역이나 오송역에서 서울·수서 방면 고속열차를 잘못 승차하면 도중에 정차역이 없어 하차하지 못할 수도 있다.
## <천안아산역:LOC>이나 <오송역:LOC>에서 <서울:LOC>·<수서:LOC> 방면 고속열차를 잘못 승차하면 도중에 정차역이 없어 하차하지 못할 수도 있다.
천안아산역	천안아산역	NNP	B-LOC
의	의	JKG	O
_	_	_	O
페이스북	페이스북	NNP	B-POH
에	에	JKB	O
_	_	_	O
미국	미국	NNP	B-LOC
_	_	_	O
뉴욕	뉴욕	NNP	B-LOC
_	_	_	O
지하철	지하철	NNG	O
에서	에서	JKB	O
_	_	_	O
겪	겪	VV	O
은	은	ETM	O
_	_	_	O
황당한	황당하+ㄴ	VA+ETM	O
_	_	_	O
일	일	NNG	O
을	을	JKO	O
_	_	_	O
영상	영상	NNG	O
으로	으로	JKB	O
_	_	_	O
찍	찍	VV	O
어	어	EC	O
올렸	올리+었	VV+EP	O
다	다	EF	O
.	.	SF	O

## 7
## 영상에는 검은색 선글라스와 모자를 쓴 흑인 남성이 가방을 허벅지에 올려놓고 카터를 응시하는 모습이 담겼다.
## 영상에는 검은색 선글라스와 모자를 쓴 흑인 남성이 가방을 허벅지에 올려놓고 <카터:PER>를 응시하는 모습이 담겼다.
영상	영상	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
검은색	검은색	NNG	O
_	_	_	O
선글라스	선글라스	NNG	O
와	와	JC	O
_	_	_	O
모자	모자	NNG	O
를	를	JKO	O
_	_	_	O
쓴	쓰+ㄴ	VV+ETM	O
_	_	_	O
흑인	흑인	NNG	O
_	_	_	O
남성	남성	NNG	O
이	이	JKS	O
_	_	_	O
가방	가방	NNG	O
을	을	JKO	O
_	_	_	O
허벅지	허벅지	NNG	O
에	에	JKB	O
_	_	_	O
올려놓	올려놓	VV	O
고	고	EC	O
_	_	_	O
카터	카터	NNP	B-PER
를	를	JKO	O
_	_	_	O
응시하	응시하	VV	O
는	는	ETM	O
_	_	_	O
모습	모습	NNG	O
이	이	JKS	O
_	_	_	O
담	담기	VV	O
겼	었	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 당신의 어려움을 청와대에 전달해 잘 해결해 주겠다”며 지지를 부탁했다는 것이다.
## 당신의 어려움을 <청와대:ORG>에 전달해 잘 해결해 주겠다”며 지지를 부탁했다는 것이다.
당신	당신	NP	O
의	의	JKG	O
_	_	_	O
어려움	어려움	NNG	O
을	을	JKO	O
_	_	_	O
청와대	청와대	NNP	B-ORG
에	에	JKB	O
_	_	_	O
전달해	전달하+여	VV+EC	O
_	_	_	O
잘	잘	MAG	O
_	_	_	O
해결해	해결하+여	VV+EC	O
_	_	_	O
주	주	VX	O
겠	겠	EP	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
지지	지지	NNG	O
를	를	JKO	O
_	_	_	O
부탁	부탁하	VV	O
했	였	EP	O
다는	다는	ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 9
## 이번 IAC 회의는 지난 4~6일 아랍에미리트 아부다비에서 있었으며 심사 결과는 7일 발표될 예정이었다.
## 이번 <IAC:ORG> 회의는 지난 <4~6일:DUR> <아랍에미리트:LOC> <아부다비:LOC>에서 있었으며 심사 결과는 <7일:DAT> 발표될 예정이었다.
이번	이번	NNG	O
_	_	_	O
IAC	IAC	SL	B-ORG
_	_	_	O
회의	회의	NNG	O
는	는	JX	O
_	_	_	O
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
4	4	SN	B-DUR
~	~	SO	I-DUR
6	6	SN	I-DUR
일	일	NNB	I-DUR
_	_	_	O
아랍에미리트	아랍에미리트	NNP	B-LOC
_	_	_	O
아부다비	아부다비	NNP	B-LOC
에서	에서	JKB	O
_	_	_	O
있	있	VA	O
었	었	EP	O
으며	으며	EC	O
_	_	_	O
심사	심사	NNG	O
_	_	_	O
결과	결과	NNG	O
는	는	JX	O
_	_	_	O
7	7	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
발표될	발표되+ㄹ	VV+ETM	O
_	_	_	O
예정	예정	NNG	O
이	이	VCP	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 부산 해운대구 우1동 더샾 아델리스 아파트~파크 하얏트 부산 사이 해안로 800m에 조성 중인 ‘해운대 영화의 거리’가 그곳이다.
## <부산 해운대구 우1동:LOC> <더샾 아델리스 아파트:LOC>~<파크 하얏트 부산:LOC> 사이 해안로 <800m:NOH>에 조성 중인 ‘<해운대 영화의 거리:LOC>’가 그곳이다.
부산	부산	NNP	B-LOC
_	_	_	I-LOC
해운대구	해운대구	NNP	I-LOC
_	_	_	I-LOC
우	우	NNP	I-LOC
1	1	SN	I-LOC
동	동	NNG	I-LOC
_	_	_	O
더	더	MAG	B-LOC
샾	샾	NNG	I-LOC
_	_	_	I-LOC
아	아	XSN	I-LOC
델리스	델리스	NNP	I-LOC
_	_	_	I-LOC
아파트	아파트	NNG	I-LOC
~	~	SO	O
파크	파크	NNG	B-LOC
_	_	_	I-LOC
하얏트	하얏트	NNP	I-LOC
_	_	_	I-LOC
부산	부산	NNP	I-LOC
_	_	_	O
사이	사이	NNG	O
_	_	_	O
해안	해안	NNG	O
로	로	XSN	O
_	_	_	O
800	800	SN	B-NOH
m	m	SL	I-NOH
에	에	JKB	O
_	_	_	O
조성	조성	NNG	O
_	_	_	O
중	중	NNB	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
‘	‘	SS	O
해운대	해운대	NNP	B-LOC
_	_	_	I-LOC
영화	영화	NNG	I-LOC
의	의	JKG	I-LOC
_	_	_	I-LOC
거리	거리	NNG	I-LOC
’	’	SS	O
가	가	JKS	O
_	_	_	O
그곳	그곳	NP	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 11
## ‘새로운 브로맨스?’ '너를 기억해' 서인국과 최원영의 묘한 첫 만남이 그려진 가운데 비하인드컷이 공개됐다.
## ‘새로운 브로맨스?’ '<너를 기억해:POH>' <서인국:PER>과 <최원영:PER>의 묘한 첫 만남이 그려진 가운데 비하인드컷이 공개됐다.
‘	‘	SS	O
새로	새롭	VA	O
운	ㄴ	ETM	O
_	_	_	O
브	브	NNG	O
로맨스	로맨스	NNG	O
?	?	SF	O
’	’	SS	O
_	_	_	O
'	'	SS	O
너	너	NP	B-POH
를	를	JKO	I-POH
_	_	_	I-POH
기억해	기억하+여	VV+EF	I-POH
'	'	SS	O
_	_	_	O
서인국	서인국	NNP	B-PER
과	과	JC	O
_	_	_	O
최원영	최원영	NNP	B-PER
의	의	JKG	O
_	_	_	O
묘한	묘하+ㄴ	VA+ETM	O
_	_	_	O
첫	첫	MM	O
_	_	_	O
만남	만남	NNG	O
이	이	JKS	O
_	_	_	O
그려	그리+어	VV+EC	O
진	지+ㄴ	VX+ETM	O
_	_	_	O
가운데	가운데	NNG	O
_	_	_	O
비하인드	비하인드	NNG	O
컷	컷	NNG	O
이	이	JKS	O
_	_	_	O
공개	공개되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 내 철학은 1~2명이 아닌 5명이 모두 함께 뛰는 농구” 라고 말했다.
## 내 철학은 <1:NOH>~<2명:NOH>이 아닌 <5명:NOH>이 모두 함께 뛰는 농구” 라고 말했다.
내	나+의	NP+JKG	O
_	_	_	O
철학	철학	NNG	O
은	은	JX	O
_	_	_	O
1	1	SN	B-NOH
~	~	SO	O
2	2	SN	B-NOH
명	명	NNB	I-NOH
이	이	JKC	O
_	_	_	O
아닌	아니+ㄴ	VCN+ETM	O
_	_	_	O
5	5	SN	B-NOH
명	명	NNB	I-NOH
이	이	JKS	O
_	_	_	O
모두	모두	MAG	O
_	_	_	O
함께	함께	MAG	O
_	_	_	O
뛰	뛰	VV	O
는	는	ETM	O
_	_	_	O
농구	농구	NNG	O
”	”	SS	O
_	_	_	O
라고	라고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 2010년 1월부터 지원법 제정, 조직위 설립, 사무처 발족 등으로 기반을 갖춘 광주가 가장 먼저 한 일은 자원봉사자 양성을 위한 영어스쿨 운영이었다.
## <2010년 1월:DAT>부터 지원법 제정, 조직위 설립, 사무처 발족 등으로 기반을 갖춘 <광주:ORG>가 가장 먼저 한 일은 자원봉사자 양성을 위한 영어스쿨 운영이었다.
2010	2010	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	I-DAT
1	1	SN	I-DAT
월	월	NNB	I-DAT
부터	부터	JX	O
_	_	_	O
지원	지원	NNG	O
법	법	NNG	O
_	_	_	O
제정	제정	NNG	O
,	,	SP	O
_	_	_	O
조직	조직	NNG	O
위	위	NNG	O
_	_	_	O
설립	설립	NNG	O
,	,	SP	O
_	_	_	O
사무처	사무처	NNG	O
_	_	_	O
발족	발족	NNG	O
_	_	_	O
등	등	NNB	O
으로	으로	JKB	O
_	_	_	O
기반	기반	NNG	O
을	을	JKO	O
_	_	_	O
갖춘	갖추+ㄴ	VV+ETM	O
_	_	_	O
광주	광주	NNP	B-ORG
가	가	JKS	O
_	_	_	O
가장	가장	MAG	O
_	_	_	O
먼저	먼저	MAG	O
_	_	_	O
한	하+ㄴ	VV+ETM	O
_	_	_	O
일	일	NNG	O
은	은	JX	O
_	_	_	O
자원	자원	NNG	O
봉사자	봉사자	NNG	O
_	_	_	O
양성	양성	NNG	O
을	을	JKO	O
_	_	_	O
위한	위하+ㄴ	VV+ETM	O
_	_	_	O
영어	영어	NNP	O
스쿨	스쿨	NNG	O
_	_	_	O
운영	운영	NNG	O
이	이	VCP	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 14
## 가격은 1억4200만원이다.
## 가격은 <1억4200만원:MNY>이다.
가격	가격	NNG	O
은	은	JX	O
_	_	_	O
1	1	SN	B-MNY
억	억	NR	I-MNY
4200	4200	SN	I-MNY
만	만	NR	I-MNY
원	원	NNB	I-MNY
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 15
## G 63 AMG는 배기량 5461㏄의 가솔린 8기통 터보 엔진에 고성능차 전문 브랜드인 AMG가 개발한 7단변속기를 달았다.
## <G 63 AMG:POH>는 배기량 <5461㏄:NOH>의 가솔린 <8기통:NOH> 터보 엔진에 고성능차 전문 브랜드인 <AMG:ORG>가 개발한 <7단:NOH>변속기를 달았다.
G	G	SL	B-POH
_	_	_	I-POH
63	63	SN	I-POH
_	_	_	I-POH
AMG	AMG	SL	I-POH
는	는	JX	O
_	_	_	O
배기량	배기량	NNG	O
_	_	_	O
5461	5461	SN	B-NOH
㏄	㏄	SW	I-NOH
의	의	JKG	O
_	_	_	O
가솔린	가솔린	NNG	O
_	_	_	O
8	8	SN	B-NOH
기통	기통	NNG	I-NOH
_	_	_	O
터보	터보	NNG	O
_	_	_	O
엔진	엔진	NNG	O
에	에	JKB	O
_	_	_	O
고성능	고성능	NNG	O
차	차	NNG	O
_	_	_	O
전문	전문	NNG	O
_	_	_	O
브랜드	브랜드	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
AMG	AMG	SL	B-ORG
가	가	JKS	O
_	_	_	O
개발한	개발하+ㄴ	VV+ETM	O
_	_	_	O
7	7	SN	B-NOH
단	단	NNG	I-NOH
변속기	변속기	NNG	O
를	를	JKO	O
_	_	_	O
달	달	VV	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 16
## 감리란 간단히 말해 전문가가 공사현장에 상주하며 「제3의 눈」으로 부실공사를 감시하는 제도.
## 감리란 간단히 말해 전문가가 공사현장에 상주하며 「<제3:NOH>의 눈」으로 부실공사를 감시하는 제도.
감리	감리+이	NNG+VCP	O
란	란	ETM	O
_	_	_	O
간단히	간단히	MAG	O
_	_	_	O
말해	말하+여	VV+EC	O
_	_	_	O
전문가	전문가	NNG	O
가	가	JKS	O
_	_	_	O
공사	공사	NNG	O
현장	현장	NNG	O
에	에	JKB	O
_	_	_	O
상주하	상주하	VV	O
며	며	EC	O
_	_	_	O
「	「	SS	O
제	제	XPN	B-NOH
3	3	SN	I-NOH
의	의	JKG	O
_	_	_	O
눈	눈	NNG	O
」	」	SS	O
으로	으로	JKB	O
_	_	_	O
부실	부실	NNG	O
공사	공사	NNG	O
를	를	JKO	O
_	_	_	O
감시하	감시하	VV	O
는	는	ETM	O
_	_	_	O
제도	제도	NNG	O
.	.	SF	O

