## 1
## 박근혜 전 대통령의 파면·구속으로 우익세력이 결집하려는 움직임을 보이는 시점과 무관하지 않다고 보는 것이다.
## <박근혜:PER> 전 대통령의 파면·구속으로 우익세력이 결집하려는 움직임을 보이는 시점과 무관하지 않다고 보는 것이다.
박근혜	박근혜	NNP	B-PER
바닷	바닷	NNG	O
마을	마을	NNG	O
…	…	SE	O
’	’	SS	O
로	로	JKB	O
_	_	_	O
쉼표	쉼표	NNG	O
를	를	JKO	O
_	_	_	O
찍	찍	VV	O
은	은	ETM	O
_	_	_	O
뒤	뒤	NNG	O
_	_	_	O
좀	좀	MAG	O
더	더	MAG	O
_	_	_	O
넓어질	넓어지+ㄹ	VV+ETM	O
_	_	_	O
모양	모양	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 4
## 삼성의 올 시즌 평균 실점은 78.8점. PO에서 격돌할 가능성이 높은 상위 6개 팀 중 삼성보다 실점이 많은 팀은 KGC(82.1점)뿐이다.
## <삼성:ORG>의 올 시즌 평균 실점은 <78.8점:NOH>. PO에서 격돌할 가능성이 높은 상위 <6개:NOH> 팀 중 <삼성:ORG>보다 실점이 많은 팀은 <KGC:ORG>(<82.1점:NOH>)뿐이다.
삼성	삼성	NNP	B-ORG
의	의	JKG	O
_	_	_	O
올	올	NNG	O
_	_	_	O
시즌	시즌	NNG	O
_	_	_	O
평균	평균	NNG	O
_	_	_	O
실점	실점	NNG	O
은	은	JX	O
_	_	_	O
78.8	78.8	SN	B-NOH
점	점	NNB	I-NOH
.	.	SF	O
_	_	_	O
PO	PO	SL	O
에서	에서	JKB	O
_	_	_	O
격돌할	격돌하+ㄹ	VV+ETM	O
_	_	_	O
가능성	가능성	NNG	O
이	이	JKS	O
_	_	_	O
높	높	VA	O
은	은	ETM	O
_	_	_	O
상위	상위	NNG	O
_	_	_	O
6	6	SN	B-NOH
개	개	NNB	I-NOH
_	_	_	O
팀	팀	NNG	O
_	_	_	O
중	중	NNB	O
_	_	_	O
삼성	삼성	NNP	B-ORG
보다	보다	JKB	O
_	_	_	O
실점	실점	NNG	O
이	이	JKS	O
_	_	_	O
많	많	VA	O
은	은	ETM	O
_	_	_	O
팀	팀	NNG	O
은	은	JX	O
_	_	_	O
KGC	KGC	SL	B-ORG
(	(	SS	O
82.1	82.1	SN	B-NOH
점	점	NNB	I-NOH
)	)	SS	O
뿐	뿐	JX	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 5
## ‘리디아 고’ 최연소 메이저 우승, LPGA 세계 랭킹2위…1위는 누구?리디아고(18·뉴질랜드)가 13일(한국시각) 프랑스 에비앙 르뱅에서 열린 미국 여자프로골프(LPGA) 투어 시즌 마지막 메이저 대회에서 역대 최연소 우승을 차지했다.
## ‘<리디아 고:PER>’ 최연소 메이저 우승, <LPGA:ORG> 세계 랭킹<2위:NOH>…<1위:NOH>는 누구?<리디아고:PER>(<18:DAT>·<뉴질랜드:ORG>)가 <13일:DAT>(<한국:LOC>시각) <프랑스:LOC> <에비앙:LOC> <르뱅:LOC>에서 열린 <미국 여자프로골프(LPGA) 투어:POH> 시즌 마지막 메이저 대회에서 역대 최연소 우승을 차지했다.
‘	‘	SS	O
리디아	리디아	NNP	B-PER
_	_	_	I-PER
고	고	NNP	I-PER
’	’	SS	O
_	_	_	O
최	최	XPN	O
연소	연소	NNG	O
_	_	_	O
메이저	메이저	NNG	O
_	_	_	O
우승	우승	NNG	O
,	,	SP	O
_	_	_	O
LPGA	LPGA	SL	B-ORG
_	_	_	O
세계	세계	NNG	O
_	_	_	O
랭킹	랭킹	NNG	O
2	2	SN	B-NOH
위	위	NNB	I-NOH
…	…	SE	O
1	1	SN	B-NOH
위	위	NNB	I-NOH
는	는	JX	O
_	_	_	O
누구	누구	NP	O
?	?	SF	O
리디아	리디아	NNP	B-PER
고	고	JKQ	I-PER
(	(	SS	O
18	18	SN	B-DAT
·	·	SP	O
뉴질랜드	뉴질랜드	NNP	B-ORG
)	)	SS	O
가	가	JKS	O
_	_	_	O
13	13	SN	B-DAT
일	일	NNB	I-DAT
(	(	SS	O
한국	한국	NNP	B-LOC
시각	시각	NNG	O
)	)	SS	O
_	_	_	O
프랑스	프랑스	NNP	B-LOC
_	_	_	O
에비앙	에비앙	NNP	B-LOC
_	_	_	O
르뱅	르뱅	NNG	B-LOC
에서	에서	JKB	O
_	_	_	O
열린	열리+ㄴ	VV+ETM	O
_	_	_	O
미국	미국	NNP	B-POH
_	_	_	I-POH
여자	여자	NNG	I-POH
프로	프로	NNG	I-POH
골프	골프	NNG	I-POH
(	(	SS	I-POH
LPGA	LPGA	SL	I-POH
)	)	SS	I-POH
_	_	_	I-POH
투어	투어	NNG	I-POH
_	_	_	O
시즌	시즌	NNG	O
_	_	_	O
마지막	마지막	NNG	O
_	_	_	O
메이저	메이저	NNG	O
_	_	_	O
대회	대회	NNG	O
에서	에서	JKB	O
_	_	_	O
역대	역대	NNG	O
_	_	_	O
최연소	최연소	NNG	O
_	_	_	O
우승	우승	NNG	O
을	을	JKO	O
_	_	_	O
차지	차지하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 이날 리디아고는 에비앙골프장(파71)에서 열린 대회 최종 4라운드에서 보기 없이 버디 8개를 잡아내며 이날만 8언더파 63타로 합계 16언더파 268타를 기록하며 역사를 다시 썼다.
## 이날 <리디아고:PER>는 <에비앙골프장:LOC>(<파71:NOH>)에서 열린 대회 최종 <4라운드:NOH>에서 보기 없이 버디 <8개:NOH>를 잡아내며 이날만 <8언더파:NOH> <63타:NOH>로 합계 <16언더파:NOH> <268타:NOH>를 기록하며 역사를 다시 썼다.
이날	이날	NNG	O
_	_	_	O
리디아	리디아	NNP	B-PER
고	고	NNP	I-PER
는	는	JX	O
_	_	_	O
에비앙	에비앙	NNP	B-LOC
골프장	골프장	NNG	I-LOC
(	(	SS	O
파	파	NNG	B-NOH
71	71	SN	I-NOH
)	)	SS	O
에서	에서	JKB	O
_	_	_	O
열린	열리+ㄴ	VV+ETM	O
_	_	_	O
대회	대회	NNG	O
_	_	_	O
최종	최종	NNG	O
_	_	_	O
4	4	SN	B-NOH
라운드	라운드	NNG	I-NOH
에서	에서	JKB	O
_	_	_	O
보기	보기	NNG	O
_	_	_	O
없이	없이	MAG	O
_	_	_	O
버디	버디	NNG	O
_	_	_	O
8	8	SN	B-NOH
개	개	NNB	I-NOH
를	를	JKO	O
_	_	_	O
잡아내	잡아내	VV	O
며	며	EC	O
_	_	_	O
이날	이날	NNG	O
만	만	JX	O
_	_	_	O
8	8	SN	B-NOH
언더	언더	NNG	I-NOH
파	파	NNG	I-NOH
_	_	_	O
63	63	SN	B-NOH
타	타	NNG	I-NOH
로	로	JKB	O
_	_	_	O
합계	합계	NNG	O
_	_	_	O
16	16	SN	B-NOH
언더파	언더파	NNG	I-NOH
_	_	_	O
268	268	SN	B-NOH
타	타	NNG	I-NOH
를	를	JKO	O
_	_	_	O
기록하	기록하	VV	O
며	며	EC	O
_	_	_	O
역사	역사	NNG	O
를	를	JKO	O
_	_	_	O
다시	다시	MAG	O
_	_	_	O
썼	+었	+EP	O
다	다	EF	O
.	.	SF	O

## 7
## 리디아고의 이번 우승은 LPGA 통산 9승째(아마추어 2승 포함)이자 메이저대회 첫 우승으로, 1997년 4월 24일 생인 리디아 고는 이날로 만 18세 4개월 20일이 돼 2007년 나비스코 챔피언십에서 모건 프레셀(미국)이 세운 역대 최연소 메이저대회 우승(18세 10개월 9일)보다 6개월 빠른 기록이다.
## <리디아고:PER>의 이번 우승은 <LPGA:ORG> 통산 <9승:NOH>째(아마추어 <2승:NOH> 포함)이자 메이저대회 첫 우승으로, <1997년 4월 24일:DAT> 생인 <리디아 고:PER>는 이날로 <만 18세:NOH> <4개월 20일:DAT>이 돼 <2007년:DAT> <나비스코 챔피언십:POH>에서 <모건 프레셀:PER>(<미국:ORG>)이 세운 역대 최연소 메이저대회 우승(<18세 10개월 9일:NOH>)보다 <6개월:DUR> 빠른 기록이다.
리디아	리디아	NNP	B-PER
고의	고의	NNG	O
_	_	_	O
이번	이번	NNG	O
_	_	_	O
우승	우승	NNG	O
은	은	JX	O
_	_	_	O
LPGA	LPGA	SL	B-ORG
_	_	_	O
통산	통산	NNG	O
_	_	_	O
9	9	SN	B-NOH
승	승	NNB	I-NOH
째	째	XSN	O
(	(	SS	O
아마추어	아마추어	NNG	O
_	_	_	O
2	2	SN	B-NOH
승	승	NNB	I-NOH
_	_	_	O
포함	포함	NNG	O
)	)	SS	O
이	이	VCP	O
자	자	EC	O
_	_	_	O
메이저	메이저	NNG	O
대회	대회	NNG	O
_	_	_	O
첫	첫	MM	O
_	_	_	O
우승	우승	NNG	O
으로	으로	JKB	O
,	,	SP	O
_	_	_	O
1997	1997	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	I-DAT
4	4	SN	I-DAT
월	월	NNB	I-DAT
_	_	_	I-DAT
24	24	SN	I-DAT
일	일	NNB	I-DAT
_	_	_	O
생인	생인	NNG	O
_	_	_	O
리디아	리디아	NNP	B-PER
_	_	_	I-PER
고	고	NNP	I-PER
는	는	JX	O
_	_	_	O
이날	이날	NNG	O
로	로	JKB	O
_	_	_	O
만	만	MM	B-NOH
_	_	_	I-NOH
18	18	SN	I-NOH
세	세	NNB	I-NOH
_	_	_	O
4	4	SN	B-DAT
개월	개월	NNB	I-DAT
_	_	_	I-DAT
20	20	SN	I-DAT
일	일	NNB	I-DAT
이	이	JKC	O
_	_	_	O
돼	되+어	VV+EC	O
_	_	_	O
2007	2007	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
나비스코	나비스코	NNP	B-POH
_	_	_	I-POH
챔피언십	챔피언십	NNG	I-POH
에서	에서	JKB	O
_	_	_	O
모건	모건	NNP	B-PER
_	_	_	I-PER
프레	프레	NNP	I-PER
셀	셀	NNG	I-PER
(	(	SS	O
미국	미국	NNP	B-ORG
)	)	SS	O
이	이	JKS	O
_	_	_	O
세운	세우+ㄴ	VV+ETM	O
_	_	_	O
역대	역대	NNG	O
_	_	_	O
최	최	XPN	O
연소	연소	NNG	O
_	_	_	O
메이저	메이저	NNG	O
대회	대회	NNG	O
_	_	_	O
우승	우승	NNG	O
(	(	SS	O
18	18	SN	B-NOH
세	세	NNB	I-NOH
_	_	_	I-NOH
10	10	SN	I-NOH
개월	개월	NNB	I-NOH
_	_	_	I-NOH
9	9	SN	I-NOH
일	일	NNB	I-NOH
)	)	SS	O
보다	보다	JKB	O
_	_	_	O
6	6	SN	B-DUR
개월	개월	NNB	I-DUR
_	_	_	O
빠른	빠르+ㄴ	VA+ETM	O
_	_	_	O
기록	기록	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 8
## 리디아고는 앞서 지난 2012년 호주여자프로골프(ALPG)투어 뉴사우스웨일스오픈에 아마추어 신분으로 참가해 14세9개월의 나이로 우승해 남녀 프로골프 통틀어 최연소 우승 기록을 남긴 바 있다.
## <리디아고:PER>는 앞서 지난 <2012년:DAT> <호주여자프로골프(ALPG)투어 뉴사우스웨일스오픈:POH>에 아마추어 신분으로 참가해 <14세9개월:NOH>의 나이로 우승해 남녀 프로골프 통틀어 최연소 우승 기록을 남긴 바 있다.
리디아	리디아	NNP	B-PER
고	고	NNP	I-PER
는	는	JX	O
_	_	_	O
앞서	앞서+어	VV+EC	O
_	_	_	O
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
2012	2012	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
호주	호주	NNP	B-POH
여자	여자	NNG	I-POH
프로	프로	NNG	I-POH
골프	골프	NNG	I-POH
(	(	SS	I-POH
ALPG	ALPG	SL	I-POH
)	)	SS	I-POH
투어	투어	NNG	I-POH
_	_	_	I-POH
뉴사우스웨일스	뉴사우스웨일스	NNP	I-POH
오픈	오픈	NNG	I-POH
에	에	JKB	O
_	_	_	O
아마추어	아마추어	NNG	O
_	_	_	O
신분	신분	NNG	O
으로	으로	JKB	O
_	_	_	O
참가해	참가하+여	VV+EC	O
_	_	_	O
14	14	SN	B-NOH
세	세	NNB	I-NOH
9	9	SN	I-NOH
개월	개월	NNB	I-NOH
의	의	JKG	O
_	_	_	O
나이	나이	NNG	O
로	로	JKB	O
_	_	_	O
우승해	우승하+여	VV+EC	O
_	_	_	O
남녀	남녀	NNG	O
_	_	_	O
프로	프로	NNG	O
골프	골프	NNG	O
_	_	_	O
통틀어	통틀어	MAG	O
_	_	_	O
최연소	최연소	NNG	O
_	_	_	O
우승	우승	NNG	O
_	_	_	O
기록	기록	NNG	O
을	을	JKO	O
_	_	_	O
남긴	남기+ㄴ	VV+ETM	O
_	_	_	O
바	바	NNB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 9
## 또한 같은해 8월 캐나다여자오픈에 초청선수로 참가해 15세4개월 2일의 나이로 우승, LPGA투어 최연소 우승 기록을 남겼다.
## 또한 같은해 <8월:DAT> <캐나다여자오픈:POH>에 초청선수로 참가해 <15:NOH>세<4개월:NOH> <2일:DAT>의 나이로 우승, <LPGA투어:POH> 최연소 우승 기록을 남겼다.
또한	또한	MAG	O
_	_	_	O
같	같	VA	O
은	은	ETM	O
해	해	NNG	O
_	_	_	O
8	8	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
캐나다	캐나다	NNP	B-POH
여자	여자	NNG	I-POH
오픈	오픈	NNG	I-POH
에	에	JKB	O
_	_	_	O
초청	초청	NNG	O
선수	선수	NNG	O
로	로	JKB	O
_	_	_	O
참가해	참가하+여	VV+EC	O
_	_	_	O
15	15	SN	B-NOH
세	세	NNB	O
4	4	SN	B-NOH
개월	개월	NNB	I-NOH
_	_	_	O
2	2	SN	B-DAT
일	일	NNB	I-DAT
의	의	JKG	O
_	_	_	O
나이	나이	NNG	O
로	로	JKB	O
_	_	_	O
우승	우승	NNG	O
,	,	SP	O
_	_	_	O
LPGA	LPGA	SL	B-POH
투어	투어	NNG	I-POH
_	_	_	O
최연소	최연소	NNG	O
_	_	_	O
우승	우승	NNG	O
_	_	_	O
기록	기록	NNG	O
을	을	JKO	O
_	_	_	O
남	남기	VV	O
겼	었	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 이후 리디아고는 2013년 2월에는 ISPS 한다
## 이후 <리디아고:PER>는 <2013년 2월:DAT>에는 <ISPS:ORG> 한다
이후	이후	NNG	O
_	_	_	O
리디아	리디아	NNP	B-PER
고	고	NNP	I-PER
는	는	JX	O
_	_	_	O
2013	2013	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	I-DAT
2	2	SN	I-DAT
월	월	NNB	I-DAT
에	에	JKB	O
는	는	JX	O
_	_	_	O
ISPS	ISPS	SL	B-ORG
_	_	_	O
한다	하+ㄴ다	VV+EF	O

## 11
## 최근 2위 주자와의 지지율 격차를 벌리고 있는 데 따른 자신감의 표현으로 보인다.
## 최근 <2위:NOH> 주자와의 지지율 격차를 벌리고 있는 데 따른 자신감의 표현으로 보인다.
최근	최근	NNG	O
_	_	_	O
2	2	SN	B-NOH
위	위	NNB	I-NOH
_	_	_	O
주자	주자	NNG	O
와	와	JKB	O
의	의	JKG	O
_	_	_	O
지지율	지지율	NNG	O
_	_	_	O
격차	격차	NNG	O
를	를	JKO	O
_	_	_	O
벌리	벌리	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
데	데	NNB	O
_	_	_	O
따른	따르+ㄴ	VV+ETM	O
_	_	_	O
자신감	자신감	NNG	O
의	의	JKG	O
_	_	_	O
표현	표현	NNG	O
으로	으로	JKB	O
_	_	_	O
보인다	보이+ㄴ다	VV+EF	O
.	.	SF	O

## 12
## "내가 바로 추신수다!"
## "내가 바로 <추신수:PER>다!"
"	"	SS	O
내	내	NP	O
가	가	JKS	O
_	_	_	O
바로	바로	MAG	O
_	_	_	O
추신수	추신수	NNP	B-PER
다	다	NNG	O
!	!	SF	O
"	"	SS	O

## 13
## 법무부는 비상장 주식 거래로 120억여원의 시세 차익을 거둬 논란이 된 진경준(49ㆍ사법연수원 21기) 출입국ㆍ외국인정책본부장(검사장)을 23일자로 법무연수원 연구위원으로 전보 발령한다고 23일 밝혔다.
## <법무부:ORG>는 비상장 주식 거래로 <120억여원:MNY>의 시세 차익을 거둬 논란이 된 <진경준:PER>(<49:NOH>ㆍ<사법연수원:ORG> <21기:NOH>) 출입국ㆍ외국인정책본부장(검사장)을 <23일:DAT>자로 <법무연수원:ORG> 연구위원으로 전보 발령한다고 <23일:DAT> 밝혔다.
법무부	법무부	NNG	B-ORG
는	는	JX	O
_	_	_	O
비	비	XPN	O
상장	상장	NNG	O
_	_	_	O
주식	주식	NNG	O
_	_	_	O
거래	거래	NNG	O
로	로	JKB	O
_	_	_	O
120	120	SN	B-MNY
억	억	NR	I-MNY
여	여	XSN	I-MNY
원	원	NNB	I-MNY
의	의	JKG	O
_	_	_	O
시세	시세	NNG	O
_	_	_	O
차익	차익	NNG	O
을	을	JKO	O
_	_	_	O
거둬	거두+어	VV+EC	O
_	_	_	O
논란	논란	NNG	O
이	이	JKC	O
_	_	_	O
된	되+ㄴ	VV+ETM	O
_	_	_	O
진경준	진경준	NNP	B-PER
(	(	SS	O
49	49	SN	B-NOH
ㆍ	ㆍ	SP	O
사법연수원	사법연수원	NNG	B-ORG
_	_	_	O
21	21	SN	B-NOH
기	기	NNG	I-NOH
)	)	SS	O
_	_	_	O
출입국	출입국	NNG	O
ㆍ	ㆍ	SP	O
외국인	외국인	NNG	O
정책	정책	NNG	O
본부	본부	NNG	O
장	장	XSN	O
(	(	SS	O
검사장	검사장	NNG	O
)	)	SS	O
을	을	JKO	O
_	_	_	O
23	23	SN	B-DAT
일자	일자	NNG	O
로	로	JKB	O
_	_	_	O
법무	법무	NNG	B-ORG
연수원	연수원	NNG	I-ORG
_	_	_	O
연구	연구	NNG	O
위원	위원	NNG	O
으로	으로	JKB	O
_	_	_	O
전보	전보	NNG	O
_	_	_	O
발령한다고	발령하+ㄴ다고	VV+EC	O
_	_	_	O
23	23	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 14
## 그런데 지금은 국내에서 5000억원, 중국에서 7조원 규모로 성장했을 정도로 위상이 높아졌죠.
## 그런데 지금은 국내에서 <5000억원:MNY>, <중국:ORG>에서 <7조원:MNY> 규모로 성장했을 정도로 위상이 높아졌죠.
그런데	그런데	MAJ	O
_	_	_	O
지금	지금	NNG	O
은	은	JX	O
_	_	_	O
국내	국내	NNG	O
에서	에서	JKB	O
_	_	_	O
5000	5000	SN	B-MNY
억	억	NR	I-MNY
원	원	NNB	I-MNY
,	,	SP	O
_	_	_	O
중국	중국	NNP	B-ORG
에서	에서	JKB	O
_	_	_	O
7	7	SN	B-MNY
조	조	NR	I-MNY
원	원	NNB	I-MNY
_	_	_	O
규모	규모	NNG	O
로	로	JKB	O
_	_	_	O
성장	성장하	VV	O
했	였	EP	O
을	을	ETM	O
_	_	_	O
정도	정도	NNG	O
로	로	JKB	O
_	_	_	O
위상	위상	NNG	O
이	이	JKS	O
_	_	_	O
높아	높아지	VV	O
졌	었	EP	O
죠	죠	EF	O
.	.	SF	O

## 15
## VR 기기로 화면에 접속하면 실제 매장을 들른 것처럼 3차원의 쇼핑이 가능하다.
## VR 기기로 화면에 접속하면 실제 매장을 들른 것처럼 <3차원:NOH>의 쇼핑이 가능하다.
VR	VR	SL	O
_	_	_	O
기기	기기	NNG	O
로	로	JKB	O
_	_	_	O
화면	화면	NNG	O
에	에	JKB	O
_	_	_	O
접속하	접속하	VV	O
면	면	EC	O
_	_	_	O
실제	실제	NNG	O
_	_	_	O
매장	매장	NNG	O
을	을	JKO	O
_	_	_	O
들른	들르+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
처럼	처럼	JKB	O
_	_	_	O
3	3	SN	B-NOH
차원	차원	NNG	I-NOH
의	의	JKG	O
_	_	_	O
쇼핑	쇼핑	NNG	O
이	이	JKS	O
_	_	_	O
가능하	가능하	VA	O
다	다	EF	O
.	.	SF	O

