## 1
## 경찰은 진 씨가 포함된 해커조직이 사용한 대포통장 계좌에서 스미싱 등의 범죄로 약 145억 원이 드나든 것을 확인하고 수사를 확대하고 있다.
## 경찰은 <진:PER> 씨가 포함된 해커조직이 사용한 대포통장 계좌에서 스미싱 등의 범죄로 약 <145억 원:MNY>이 드나든 것을 확인하고 수사를 확대하고 있다.
경찰	경찰	NNG	O
기	기	ETN	O
,	,	SP	O
_	_	_	O
크리스마스	크리스마스	NNG	B-POH
_	_	_	O
장식하	장식하	VV	O
기	기	ETN	O
,	,	SP	O
_	_	_	O
양초	양초	NNG	O
_	_	_	O
만들	만들	VV	O
기	기	ETN	O
_	_	_	O
수업	수업	NNG	O
이	이	JKS	O
_	_	_	O
인기	인기+이	NNG+VCP	O
다	다	EF	O
.	.	SF	O

## 4
## 굳이 병원에 가지 않아도 되는 경우에는 전국 수천곳의 휴일지킴이 약국에서 약을 살 수 있다.
## 굳이 병원에 가지 않아도 되는 경우에는 전국 <수천곳:NOH>의 휴일지킴이 약국에서 약을 살 수 있다.
굳이	굳이	MAG	O
_	_	_	O
병원	병원	NNG	O
에	에	JKB	O
_	_	_	O
가	가	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
아도	아도	EC	O
_	_	_	O
되	되	VV	O
는	는	ETM	O
_	_	_	O
경우	경우	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
전국	전국	NNG	O
_	_	_	O
수천	수천	NR	B-NOH
곳	곳	NNG	I-NOH
의	의	JKG	O
_	_	_	O
휴일	휴일	NNG	O
지킴이	지킴이	NNG	O
_	_	_	O
약국	약국	NNG	O
에서	에서	JKB	O
_	_	_	O
약	약	NNG	O
을	을	JKO	O
_	_	_	O
살	사+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 5
## MBC쪽에선 최명길이 진행하는 「음악이 있는 곳에」가 이런 음악쇼의 선두주자.
## <MBC:ORG>쪽에선 <최명길:PER>이 진행하는 「<음악이 있는 곳에:POH>」가 이런 음악쇼의 선두주자.
MBC	MBC	SL	B-ORG
쪽	쪽	NNB	O
에선	에서+ㄴ	JKB+JX	O
_	_	_	O
최명길	최명길	NNP	B-PER
이	이	JKS	O
_	_	_	O
진행하	진행하	VV	O
는	는	ETM	O
_	_	_	O
「	「	SS	O
음악	음악	NNG	B-POH
이	이	JKS	I-POH
_	_	_	I-POH
있	있	VA	I-POH
는	는	ETM	I-POH
_	_	_	I-POH
곳	곳	NNG	I-POH
에	에	JKB	I-POH
」	」	SS	O
가	가	JKS	O
_	_	_	O
이런	이런	MM	O
_	_	_	O
음악	음악	NNG	O
쇼	쇼	NNG	O
의	의	JKG	O
_	_	_	O
선두	선두	NNG	O
주자	주자	NNG	O
.	.	SF	O

## 6
## [사진] 이라크 시민, 집으로 …
## [사진] <이라크:ORG> 시민, 집으로 …
[	[	SS	O
사진	사진	NNG	O
]	]	SS	O
_	_	_	O
이라크	이라크	NNP	B-ORG
_	_	_	O
시민	시민	NNG	O
,	,	SP	O
_	_	_	O
집	집	NNG	O
으로	으로	JKB	O
_	_	_	O
…	…	SE	O

## 7
## 레드불이 손흥민에게 광고모델을 제안하며 내민 금액은 무려 200만유로(약 24억9000만원)에 달한다.
## <레드불:ORG>이 <손흥민:PER>에게 광고모델을 제안하며 내민 금액은 무려 <200만유로:MNY>(약 <24억9000만원:MNY>)에 달한다.
레드	레드	NNG	B-ORG
불	불	NNG	I-ORG
이	이	JKS	O
_	_	_	O
손흥민	손흥민	NNP	B-PER
에게	에게	JKB	O
_	_	_	O
광고	광고	NNG	O
모델	모델	NNG	O
을	을	JKO	O
_	_	_	O
제안하	제안하	VV	O
며	며	EC	O
_	_	_	O
내민	내밀+ㄴ	VV+ETM	O
_	_	_	O
금액	금액	NNG	O
은	은	JX	O
_	_	_	O
무려	무려	MAG	O
_	_	_	O
200	200	SN	B-MNY
만	만	NR	I-MNY
유로	유로	NNB	I-MNY
(	(	SS	O
약	약	MM	O
_	_	_	O
24	24	SN	B-MNY
억	억	NR	I-MNY
9000	9000	SN	I-MNY
만	만	NR	I-MNY
원	원	NNB	I-MNY
)	)	SS	O
에	에	JKB	O
_	_	_	O
달한다	달하+ㄴ다	VV+EF	O
.	.	SF	O

## 8
## 그만큼 백두산 정기가 고스란히 스며들어 있다”고 설명했다.
## 그만큼 <백두산:LOC> 정기가 고스란히 스며들어 있다”고 설명했다.
그만큼	그만큼	MAG	O
_	_	_	O
백두산	백두산	NNP	B-LOC
_	_	_	O
정기	정기	NNG	O
가	가	JKS	O
_	_	_	O
고스란히	고스란히	MAG	O
_	_	_	O
스며들	스며들	VV	O
어	어	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
설명	설명하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 그리고 7회 초 1사 만루에서 이우민(33)이 타석에 섰다.
## 그리고 <7회:NOH> 초 <1사:NOH> 만루에서 <이우민:PER>(<33:NOH>)이 타석에 섰다.
그리고	그리고	MAJ	O
_	_	_	O
7	7	SN	B-NOH
회	회	NNB	I-NOH
_	_	_	O
초	초	NNB	O
_	_	_	O
1	1	SN	B-NOH
사	사	NNG	I-NOH
_	_	_	O
만루	만루	NNG	O
에서	에서	JKB	O
_	_	_	O
이우민	이우민	NNP	B-PER
(	(	SS	O
33	33	SN	B-NOH
)	)	SS	O
이	이	JKS	O
_	_	_	O
타석	타석	NNG	O
에	에	JKB	O
_	_	_	O
섰	서+었	VV+EP	O
다	다	EF	O
.	.	SF	O

## 10
## 당시엔 서 씨가 이 사무관에게 경례할 정도로 직급의 벽이 있고, 파병 임무가 최우선이어서 두 사람 모두 조심스러웠다고 한다.
## 당시엔 <서:PER> 씨가 <이:PER> 사무관에게 경례할 정도로 직급의 벽이 있고, 파병 임무가 최우선이어서 <두 사람:NOH> 모두 조심스러웠다고 한다.
당시	당시	NNG	O
엔	에+ㄴ	JKB+JX	O
_	_	_	O
서	서	NNP	B-PER
_	_	_	O
씨	씨	NNB	O
가	가	JKS	O
_	_	_	O
이	이	MM	B-PER
_	_	_	O
사무관	사무관	NNG	O
에게	에게	JKB	O
_	_	_	O
경례할	경례하+ㄹ	VV+ETM	O
_	_	_	O
정도	정도	NNG	O
로	로	JKB	O
_	_	_	O
직급	직급	NNG	O
의	의	JKG	O
_	_	_	O
벽	벽	NNG	O
이	이	JKS	O
_	_	_	O
있	있	VA	O
고	고	EC	O
,	,	SP	O
_	_	_	O
파병	파병	NNG	O
_	_	_	O
임무	임무	NNG	O
가	가	JKS	O
_	_	_	O
최우선	최우선	NNG	O
이	이	VCP	O
어서	어서	EC	O
_	_	_	O
두	두	MM	B-NOH
_	_	_	I-NOH
사람	사람	NNG	I-NOH
_	_	_	O
모두	모두	MAG	O
_	_	_	O
조심스러	조심스럽	VA	O
웠	었	EP	O
다	다	EC	O
고	고	JKQ	O
_	_	_	O
한다	하+ㄴ다	VV+EF	O
.	.	SF	O

## 11
## 문재인 더불어민주당 대통령 후보 측은 5일 심재철 국회 부의장이 문 후보의 아들 준용씨가 한국고용정보원 응시원서를 직접 쓰지 않았을 가능성을 제기하자 “오로지 ‘문재인 흠집내기’가 목적”이라고 비판했다.
## <문재인:PER> <더불어민주당:ORG> 대통령 후보 측은 <5일:DAT> <심재철:PER> 국회 부의장이 <문:PER> 후보의 아들 <준용:PER>씨가 <한국고용정보원:ORG> 응시원서를 직접 쓰지 않았을 가능성을 제기하자 “오로지 ‘<문재인:PER> 흠집내기’가 목적”이라고 비판했다.
문재인	문재인	NNP	B-PER
_	_	_	O
더불	더불	VV	B-ORG
어	어	EC	I-ORG
민주당	민주당	NNP	I-ORG
_	_	_	O
대통령	대통령	NNG	O
_	_	_	O
후보	후보	NNG	O
_	_	_	O
측	측	NNB	O
은	은	JX	O
_	_	_	O
5	5	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
심재철	심재철	NNP	B-PER
_	_	_	O
국회	국회	NNG	O
_	_	_	O
부의장	부의장	NNG	O
이	이	JKS	O
_	_	_	O
문	문	NNP	B-PER
_	_	_	O
후보	후보	NNG	O
의	의	JKG	O
_	_	_	O
아들	아들	NNG	O
_	_	_	O
준용	준용	NNP	B-PER
씨	씨	NNB	O
가	가	JKS	O
_	_	_	O
한국고용정보원	한국고용정보원	NNP	B-ORG
_	_	_	O
응시	응시	NNG	O
원서	원서	NNG	O
를	를	JKO	O
_	_	_	O
직접	직접	MAG	O
_	_	_	O
쓰	쓰	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
았	았	EP	O
을	을	ETM	O
_	_	_	O
가능성	가능성	NNG	O
을	을	JKO	O
_	_	_	O
제기하	제기하	VV	O
자	자	EC	O
_	_	_	O
“	“	SS	O
오로지	오로지	MAG	O
_	_	_	O
‘	‘	SS	O
문재인	문재인	NNP	B-PER
_	_	_	O
흠집	흠집	NNG	O
내	내	VV	O
기	기	ETN	O
’	’	SS	O
가	가	JKS	O
_	_	_	O
목적	목적	NNG	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
비판	비판하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 앞서 자유한국당 소속 심 부의장은 이날 오전 국회에서 기자회견을 열고 필적감정 업체에서 내놓은 감정결과를 공개하면서 “문씨가 한국고용정보원 채용 당시 제출한 응시원서를 감정한 결과, 위조 작성됐을 가능성이 높은 것으로 밝혀졌다”고 주장했다.
## 앞서 <자유한국당:ORG> 소속 <심:PER> 부의장은 이날 오전 국회에서 기자회견을 열고 필적감정 업체에서 내놓은 감정결과를 공개하면서 “<문:PER>씨가 <한국고용정보원:ORG> 채용 당시 제출한 응시원서를 감정한 결과, 위조 작성됐을 가능성이 높은 것으로 밝혀졌다”고 주장했다.
앞서	앞서	MAG	O
_	_	_	O
자유	자유	NNG	B-ORG
한국	한국	NNP	I-ORG
당	당	XSN	I-ORG
_	_	_	O
소속	소속	NNG	O
_	_	_	O
심	심	NNP	B-PER
_	_	_	O
부의장	부의장	NNG	O
은	은	JX	O
_	_	_	O
이날	이날	NNG	O
_	_	_	O
오전	오전	NNG	O
_	_	_	O
국회	국회	NNG	O
에서	에서	JKB	O
_	_	_	O
기자	기자	NNG	O
회견	회견	NNG	O
을	을	JKO	O
_	_	_	O
열	열	VV	O
고	고	EC	O
_	_	_	O
필적	필적	NNG	O
감정	감정	NNG	O
_	_	_	O
업체	업체	NNG	O
에서	에서	JKB	O
_	_	_	O
내놓	내놓	VV	O
은	은	ETM	O
_	_	_	O
감정	감정	NNG	O
결과	결과	NNG	O
를	를	JKO	O
_	_	_	O
공개하	공개하	VV	O
면서	면서	EC	O
_	_	_	O
“	“	SS	O
문	문	NNP	B-PER
씨	씨	NNB	O
가	가	JKS	O
_	_	_	O
한국고용정보원	한국고용정보원	NNP	B-ORG
_	_	_	O
채용	채용	NNG	O
_	_	_	O
당시	당시	NNG	O
_	_	_	O
제출한	제출하+ㄴ	VV+ETM	O
_	_	_	O
응시	응시	NNG	O
원서	원서	NNG	O
를	를	JKO	O
_	_	_	O
감정한	감정하+ㄴ	VV+ETM	O
_	_	_	O
결과	결과	NNG	O
,	,	SP	O
_	_	_	O
위조	위조	NNG	O
_	_	_	O
작성	작성되	VV	O
됐	었	EP	O
을	을	ETM	O
_	_	_	O
가능성	가능성	NNG	O
이	이	JKS	O
_	_	_	O
높	높	VA	O
은	은	ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
밝혀	밝혀지	VV	O
졌	었	EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
주장	주장하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 문 후보 측 권혁기 부대변인은 뉴스1과 통화에서 “심 부의장이 제기한 자료는 5년 내내 인터넷에 떠도는 자료라 진본을 갖고 감정한 것인지 의문이 간다”며 “또한 2012년 새누리당(한국당 전신) 때도 김성태 의원 등이 같은 의혹제기를 했지만 제대로 밝혀내지 못했다”고 지적했다.
## <문:PER> 후보 측 <권혁기:PER> 부대변인은 <뉴스1:ORG>과 통화에서 “<심:PER> 부의장이 제기한 자료는 <5년:DUR> 내내 인터넷에 떠도는 자료라 진본을 갖고 감정한 것인지 의문이 간다”며 “또한 <2012년:DAT> <새누리당:ORG>(<한국당:ORG> 전신) 때도 <김성태:PER> 의원 등이 같은 의혹제기를 했지만 제대로 밝혀내지 못했다”고 지적했다.
문	문	NNP	B-PER
_	_	_	O
후보	후보	NNG	O
_	_	_	O
측	측	NNB	O
_	_	_	O
권혁기	권혁기	NNP	B-PER
_	_	_	O
부	부	XPN	O
대변인	대변인	NNG	O
은	은	JX	O
_	_	_	O
뉴스	뉴스	NNG	B-ORG
1	1	SN	I-ORG
과	과	JKB	O
_	_	_	O
통화	통화	NNG	O
에서	에서	JKB	O
_	_	_	O
“	“	SS	O
심	심	NNP	B-PER
_	_	_	O
부의장	부의장	NNG	O
이	이	JKS	O
_	_	_	O
제기한	제기하+ㄴ	VV+ETM	O
_	_	_	O
자료	자료	NNG	O
는	는	JX	O
_	_	_	O
5	5	SN	B-DUR
년	년	NNB	I-DUR
_	_	_	O
내내	내내	MAG	O
_	_	_	O
인터넷	인터넷	NNG	O
에	에	JKB	O
_	_	_	O
떠도	떠돌	VV	O
는	는	ETM	O
_	_	_	O
자료	자료+이	NNG+VCP	O
라	라	EC	O
_	_	_	O
진본	진본	NNG	O
을	을	JKO	O
_	_	_	O
갖	갖	VV	O
고	고	EC	O
_	_	_	O
감정한	감정하+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
인지	이+ㄴ지	VCP+EC	O
_	_	_	O
의문	의문	NNG	O
이	이	JKS	O
_	_	_	O
간다	가+ㄴ다	VV+EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
또한	또한	MAG	O
_	_	_	O
2012	2012	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
새누리당	새누리당	NNP	B-ORG
(	(	SS	O
한국당	한국당	NNP	B-ORG
_	_	_	O
전신	전신	NNG	O
)	)	SS	O
_	_	_	O
때	때	NNG	O
도	도	JX	O
_	_	_	O
김성태	김성태	NNP	B-PER
_	_	_	O
의원	의원	NNG	O
_	_	_	O
등	등	NNB	O
이	이	JKS	O
_	_	_	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
의혹	의혹	NNG	O
제기	제기	NNG	O
를	를	JKO	O
_	_	_	O
했	+였	+EP	O
지만	지만	EC	O
_	_	_	O
제대로	제대로	MAG	O
_	_	_	O
밝혀내	밝혀내	VV	O
지	지	EC	O
_	_	_	O
못	못하	VX	O
했	였	EP	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
지적	지적하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 14
## 그는 이어 “이 의혹이 맞다고 믿었다면 2012년 당시 검찰수사를 통해 국과수(국립과학수사연구원)에서 검증했어야 한다”며 “특히 정권을 잡았던 10년 동안 얼마든지 검찰수사로 진상을 규명할 수 있었음에도 불구하고 선거 때만 들고나와 흔드는 행위는 명백한 거짓 공세용”이라고 말했다.
## 그는 이어 “이 의혹이 맞다고 믿었다면 <2012년:DAT> 당시 검찰수사를 통해 <국과수:ORG>(<국립과학수사연구원:ORG>)에서 검증했어야 한다”며 “특히 정권을 잡았던 <10년:DUR> 동안 얼마든지 검찰수사로 진상을 규명할 수 있었음에도 불구하고 선거 때만 들고나와 흔드는 행위는 명백한 거짓 공세용”이라고 말했다.
그	그	NP	O
는	는	JX	O
_	_	_	O
이어	이어	MAG	O
_	_	_	O
“	“	SS	O
이	이	MM	O
_	_	_	O
의혹	의혹	NNG	O
이	이	JKS	O
_	_	_	O
맞	맞	VV	O
다고	다고	EC	O
_	_	_	O
믿	믿	VV	O
었	었	EP	O
다면	다면	EC	O
_	_	_	O
2012	2012	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
당시	당시	NNG	O
_	_	_	O
검찰	검찰	NNG	O
수사	수사	NNG	O
를	를	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
국과수	국과수	NNP	B-ORG
(	(	SS	O
국립	국립	NNG	B-ORG
과학	과학	NNG	I-ORG
수사	수사	NNG	I-ORG
연구원	연구원	NNG	I-ORG
)	)	SS	O
에서	에서	JKB	O
_	_	_	O
검증	검증하	VV	O
했	였	EP	O
어야	어야	EC	O
_	_	_	O
한다	하+ㄴ다	VX+EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
특히	특히	MAG	O
_	_	_	O
정권	정권	NNG	O
을	을	JKO	O
_	_	_	O
잡	잡	VV	O
았	았	EP	O
던	던	ETM	O
_	_	_	O
10	10	SN	B-DUR
년	년	NNB	I-DUR
_	_	_	O
동안	동안	NNG	O
_	_	_	O
얼마	얼마	NNG	O
든지	든지	JX	O
_	_	_	O
검찰	검찰	NNG	O
수사	수사	NNG	O
로	로	JKB	O
_	_	_	O
진상	진상	NNG	O
을	을	JKO	O
_	_	_	O
규명할	규명하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
었	었	EP	O
음	음	ETN	O
에	에	JKB	O
도	도	JX	O
_	_	_	O
불구하	불구하	VV	O
고	고	EC	O
_	_	_	O
선거	선거	NNG	O
_	_	_	O
때	때	NNG	O
만	만	JX	O
_	_	_	O
들	들	VV	O
고	고	EC	O
나	나오	VV	O
와	아	EC	O
_	_	_	O
흔드	흔들	VV	O
는	는	ETM	O
_	_	_	O
행위	행위	NNG	O
는	는	JX	O
_	_	_	O
명백한	명백하+ㄴ	VA+ETM	O
_	_	_	O
거짓	거짓	NNG	O
_	_	_	O
공세	공세	NNG	O
용	용	XSN	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 15
## 권 부대변인은 그러면서 “결국 진상을 규명할 의사가 없고 오로지 ‘문재인 흠집내기’가 목적이라는 뜻”이라며 “한국당이 10년간 검찰수사를 촉구한 건 들어본 적이 없는데 그게 더 의문”이라고 반박했다.
## <권:PER> 부대변인은 그러면서 “결국 진상을 규명할 의사가 없고 오로지 ‘<문재인:PER> 흠집내기’가 목적이라는 뜻”이라며 “<한국당:ORG>이 <10년간:DUR> 검찰수사를 촉구한 건 들어본 적이 없는데 그게 더 의문”이라고 반박했다.
권	권	NNP	B-PER
_	_	_	O
부	부	XPN	O
대변인	대변인	NNG	O
은	은	JX	O
_	_	_	O
그러	그러	VV	O
면서	면서	EC	O
_	_	_	O
“	“	SS	O
결국	결국	NNG	O
_	_	_	O
진상	진상	NNG	O
을	을	JKO	O
_	_	_	O
규명할	규명하+ㄹ	VV+ETM	O
_	_	_	O
의사	의사	NNG	O
가	가	JKS	O
_	_	_	O
없	없	VA	O
고	고	EC	O
_	_	_	O
오로지	오로지	MAG	O
_	_	_	O
‘	‘	SS	O
문재인	문재인	NNP	B-PER
_	_	_	O
흠집	흠집	NNG	O
내	내	VV	O
기	기	ETN	O
’	’	SS	O
가	가	JKS	O
_	_	_	O
목적	목적	NNG	O
이	이	VCP	O
라는	라는	ETM	O
_	_	_	O
뜻	뜻	NNG	O
”	”	SS	O
이	이	VCP	O
라며	라며	EC	O
_	_	_	O
“	“	SS	O
한국당	한국당	NNP	B-ORG
이	이	JKS	O
_	_	_	O
10	10	SN	B-DUR
년	년	NNB	I-DUR
간	간	XSN	I-DUR
_	_	_	O
검찰	검찰	NNG	O
수사	수사	NNG	O
를	를	JKO	O
_	_	_	O
촉구한	촉구하+ㄴ	VV+ETM	O
_	_	_	O
건	것+ㄴ	NNB+JX	O
_	_	_	O
들	듣	VV	O
어	어	EC	O
본	보+ㄴ	VX+ETM	O
_	_	_	O
적	적	NNB	O
이	이	JKS	O
_	_	_	O
없	없	VA	O
는데	는데	EC	O
_	_	_	O
그게	그것+이	NP+JKS	O
_	_	_	O
더	더	MAG	O
_	_	_	O
의문	의문	NNG	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
반박	반박하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 16
## 한편, 준용씨는 지난 2006년 12월 고용노동부 산하 한국고용정보원 하반기 공채에서 동영상 업무를 담당하는 일반직 5급 신입직원으로 채용됐으며, 당시 채용 공고기간이 짧았던 문제 등으로 특혜 의혹이 일고 있다.
## 한편, <준용:PER>씨는 지난 <2006년 12월:DAT> <고용노동부:ORG> 산하 <한국고용정보원:ORG> 하반기 공채에서 동영상 업무를 담당하는 일반직 <5급:NOH> 신입직원으로 채용됐으며, 당시 채용 공고기간이 짧았던 문제 등으로 특혜 의혹이 일고 있다.
한편	한편	NNG	O
,	,	SP	O
_	_	_	O
준용	준용	NNP	B-PER
씨	씨	NNB	O
는	는	JX	O
_	_	_	O
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
2006	2006	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	I-DAT
12	12	SN	I-DAT
월	월	NNB	I-DAT
_	_	_	O
고용	고용	NNG	B-ORG
노동부	노동부	NNG	I-ORG
_	_	_	O
산하	산하	NNG	O
_	_	_	O
한국고용정보원	한국고용정보원	NNP	B-ORG
_	_	_	O
하반기	하반기	NNG	O
_	_	_	O
공채	공채	NNG	O
에서	에서	JKB	O
_	_	_	O
동영상	동영상	NNG	O
_	_	_	O
업무	업무	NNG	O
를	를	JKO	O
_	_	_	O
담당하	담당하	VV	O
는	는	ETM	O
_	_	_	O
일반직	일반직	NNG	O
_	_	_	O
5	5	SN	B-NOH
급	급	NNG	I-NOH
_	_	_	O
신입	신입	NNG	O
직원	직원	NNG	O
으로	으로	JKB	O
_	_	_	O
채용	채용되	VV	O
됐	었	EP	O
으며	으며	EC	O
,	,	SP	O
_	_	_	O
당시	당시	NNG	O
_	_	_	O
채용	채용	NNG	O
_	_	_	O
공고	공고	NNG	O
기간	기간	NNG	O
이	이	JKS	O
_	_	_	O
짧	짧	VA	O
았	았	EP	O
던	던	ETM	O
_	_	_	O
문제	문제	NNG	O
_	_	_	O
등	등	NNB	O
으로	으로	JKB	O
_	_	_	O
특혜	특혜	NNG	O
_	_	_	O
의혹	의혹	NNG	O
이	이	JKS	O
_	_	_	O
일	일	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

