## 1
## 비수술 치료법 중 대표적인 것이 ‘경막외신경성형술’이다.
## 비수술 치료법 중 대표적인 것이 ‘<경막외신경성형술:POH>’이다.
비	비	XPN	O
연속	연속	NNG	O
_	_	_	O
‘	‘	SS	O
삼시세끼	삼시세끼	NNP	B-POH
-	-	SO	I-POH
어촌	어촌	NNG	I-POH
편	편	NNG	I-POH
’	’	SS	I-POH
_	_	_	O
BGM	BGM	SL	O
으로	으로	JKB	O
_	_	_	O
선정돼	선정되+어	VV+EC	O
_	_	_	O
화제	화제+이	NNG+VCP	O
다	다	EF	O
.	.	SF	O

## 6
## 소화기병센터 박재석 센터장은 “검진 통해 조기 발견된 위암은 외과적 절개수술 없이 내시경에 달린 기구로 병변 아래 점막을 사과껍질 깍듯이 제거하는 내시경점막하박리술(ESD)로 시행하는데 시술이 상대적으로 간단하고 생존율이 높다”고 설명했다.
## <소화기병센터:ORG> <박재석:PER> 센터장은 “검진 통해 조기 발견된 위암은 외과적 절개수술 없이 내시경에 달린 기구로 병변 아래 점막을 사과껍질 깍듯이 제거하는 <내시경점막하박리술:POH>(<ESD:POH>)로 시행하는데 시술이 상대적으로 간단하고 생존율이 높다”고 설명했다.
소화기	소화기	NNG	B-ORG
병	병	NNG	I-ORG
센터	센터	NNG	I-ORG
_	_	_	O
박재석	박재석	NNP	B-PER
_	_	_	O
센터	센터	NNG	O
장	장	XSN	O
은	은	JX	O
_	_	_	O
“	“	SS	O
검진	검진	NNG	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
조기	조기	NNG	O
_	_	_	O
발견된	발견되+ㄴ	VV+ETM	O
_	_	_	O
위암	위암	NNP	O
은	은	JX	O
_	_	_	O
외과적	외과적	NNG	O
_	_	_	O
절개	절개	NNG	O
수술	수술	NNG	O
_	_	_	O
없이	없이	MAG	O
_	_	_	O
내시경	내시경	NNG	O
에	에	JKB	O
_	_	_	O
달린	달리+ㄴ	VV+ETM	O
_	_	_	O
기구	기구	NNG	O
로	로	JKB	O
_	_	_	O
병변	병변	NNG	O
_	_	_	O
아래	아래	NNG	O
_	_	_	O
점막	점막	NNG	O
을	을	JKO	O
_	_	_	O
사과	사과	NNG	O
껍질	껍질	NNG	O
_	_	_	O
깍듯이	깍듯이	MAG	O
_	_	_	O
제거하	제거하	VV	O
는	는	ETM	O
_	_	_	O
내시경	내시경	NNG	B-POH
점막	점막	NNG	I-POH
하	하	NNG	I-POH
박리	박리	NNG	I-POH
술	술	XSN	I-POH
(	(	SS	O
ESD	ESD	SL	B-POH
)	)	SS	O
로	로	JKB	O
_	_	_	O
시행하	시행하	VV	O
는데	는데	EC	O
_	_	_	O
시술	시술	NNG	O
이	이	JKS	O
_	_	_	O
상대적	상대적	NNG	O
으로	으로	JKB	O
_	_	_	O
간단하	간단하	VA	O
고	고	EC	O
_	_	_	O
생존	생존	NNG	O
율	율	XSN	O
이	이	JKS	O
_	_	_	O
높	높	VA	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
설명	설명하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 7
## ‘정주리 만삭 화보’개그우먼 정주리의 만삭 화보가 공개됐다.
## ‘<정주리:PER> 만삭 화보’개그우먼 <정주리:PER>의 만삭 화보가 공개됐다.
‘	‘	SS	O
정주리	정주리	NNP	B-PER
_	_	_	O
만삭	만삭	NNG	O
_	_	_	O
화보	화보	NNG	O
’	’	SS	O
개그우먼	개그우먼	NNG	O
_	_	_	O
정주리	정주리	NNP	B-PER
의	의	JKG	O
_	_	_	O
만삭	만삭	NNG	O
_	_	_	O
화보	화보	NNG	O
가	가	JKS	O
_	_	_	O
공개	공개되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 최근 정주리는 방송인 이파니가 운영하는 강남 논현동 소재 ‘그감독’ 스튜디오에서 연예/패션 매거진 ‘GanGee’(간지)와 함께 만삭 화보 촬영을 진행했다.
## 최근 <정주리:PER>는 방송인 <이파니:PER>가 운영하는 <강남:LOC> <논현동:LOC> 소재 <‘그감독’ 스튜디오:ORG>에서 연예/패션 매거진 ‘<GanGee:POH>’(<간지:POH>)와 함께 만삭 화보 촬영을 진행했다.
최근	최근	NNG	O
_	_	_	O
정주리	정주리	NNP	B-PER
는	는	JX	O
_	_	_	O
방송	방송	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
이파	이파	NNG	B-PER
니	니	JC	I-PER
가	가	JKC	O
_	_	_	O
운영하	운영하	VV	O
는	는	ETM	O
_	_	_	O
강남	강남	NNP	B-LOC
_	_	_	O
논현동	논현동	NNP	B-LOC
_	_	_	O
소재	소재	NNG	O
_	_	_	O
‘	‘	SS	B-ORG
그	그	MM	I-ORG
감독	감독	NNG	I-ORG
’	’	SS	I-ORG
_	_	_	I-ORG
스튜디오	스튜디오	NNG	I-ORG
에서	에서	JKB	O
_	_	_	O
연예	연예	NNG	O
/	/	SP	O
패션	패션	NNG	O
_	_	_	O
매거진	매거진	NNG	O
_	_	_	O
‘	‘	SS	O
GanGee	GanGee	SL	B-POH
’	’	SS	O
(	(	SS	O
간지	간지	NNG	B-POH
)	)	SS	O
와	와	JKB	O
_	_	_	O
함께	함께	MAG	O
_	_	_	O
만삭	만삭	NNG	O
_	_	_	O
화보	화보	NNG	O
_	_	_	O
촬영	촬영	NNG	O
을	을	JKO	O
_	_	_	O
진행	진행하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 초대 청와대 정책실장에 이정우 경북대 교수가 내정되자 “김병준이 팽(烹)당한 것 아니냐”는 얘기가 나돌았다.
## 초대 <청와대:ORG> 정책실장에 <이정우:PER> <경북대:ORG> 교수가 내정되자 “<김병준:PER>이 팽(烹)당한 것 아니냐”는 얘기가 나돌았다.
초대	초대	NNG	O
_	_	_	O
청와대	청와대	NNP	B-ORG
_	_	_	O
정책	정책	NNG	O
실장	실장	NNG	O
에	에	JKB	O
_	_	_	O
이정우	이정우	NNP	B-PER
_	_	_	O
경북대	경북대	NNP	B-ORG
_	_	_	O
교수	교수	NNG	O
가	가	JKS	O
_	_	_	O
내정되	내정되	VV	O
자	자	EC	O
_	_	_	O
“	“	SS	O
김병준	김병준	NNP	B-PER
이	이	JKS	O
_	_	_	O
팽	팽	MAG	O
(	(	SS	O
烹	烹	SH	O
)	)	SS	O
당한	당하+ㄴ	XSV+ETM	O
_	_	_	O
것	것	NNB	O
_	_	_	O
아니	아니	VCN	O
냐	냐	EF	O
”	”	SS	O
는	는	JX	O
_	_	_	O
얘기	얘기	NNG	O
가	가	JKS	O
_	_	_	O
나돌	나돌	VV	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 이를 무리 없이 수용한 한국의 판단에 비해 미국은 중국의 초강대국화를 부인하지 않으면서도 미국과의 대등한 관계를 전폭적으로 수용했다고는 보이지 않는다.
## 이를 무리 없이 수용한 <한국:ORG>의 판단에 비해 <미국:ORG>은 <중국:ORG>의 초강대국화를 부인하지 않으면서도 <미국:ORG>과의 대등한 관계를 전폭적으로 수용했다고는 보이지 않는다.
이	이	NP	O
를	를	JKO	O
_	_	_	O
무리	무리	NNG	O
_	_	_	O
없이	없이	MAG	O
_	_	_	O
수용한	수용하+ㄴ	VV+ETM	O
_	_	_	O
한국	한국	NNP	B-ORG
의	의	JKG	O
_	_	_	O
판단	판단	NNG	O
에	에	JKB	O
_	_	_	O
비해	비하+여	VV+EC	O
_	_	_	O
미국	미국	NNP	B-ORG
은	은	JX	O
_	_	_	O
중국	중국	NNP	B-ORG
의	의	JKG	O
_	_	_	O
초	초	XPN	O
강대국	강대국	NNG	O
화	화	XSN	O
를	를	JKO	O
_	_	_	O
부인하	부인하	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
으면서	으면서	EC	O
도	도	JX	O
_	_	_	O
미국	미국	NNP	B-ORG
과	과	JKB	O
의	의	JKG	O
_	_	_	O
대등한	대등하+ㄴ	VA+ETM	O
_	_	_	O
관계	관계	NNG	O
를	를	JKO	O
_	_	_	O
전폭적	전폭적	NNG	O
으로	으로	JKB	O
_	_	_	O
수용	수용하	VV	O
했	였	EP	O
다고	다고	EC	O
는	는	JX	O
_	_	_	O
보이	보이	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
는다	는다	EF	O
.	.	SF	O

## 11
## 현대차 관계자는 “충칭 공장이 완공되면 ‘현대차가 중서부에서도 생산된다’는 점이 이 지역 소비자들에게 크게 호소력을 갖게 될 것으로 보인다”며 “이 공장에서 현지화된 스포츠유틸리티(SUV) 차량을 전략적으로 생산할 것”이라고 말했다.
## <현대차:ORG> 관계자는 “<충칭 공장:LOC>이 완공되면 ‘<현대차:ORG>가 중서부에서도 생산된다’는 점이 이 지역 소비자들에게 크게 호소력을 갖게 될 것으로 보인다”며 “이 공장에서 현지화된 스포츠유틸리티(SUV) 차량을 전략적으로 생산할 것”이라고 말했다.
현대차	현대차	NNP	B-ORG
_	_	_	O
관계자	관계자	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
충칭	충칭	NNP	B-LOC
_	_	_	I-LOC
공장	공장	NNG	I-LOC
이	이	JKS	O
_	_	_	O
완공되	완공되	VV	O
면	면	EC	O
_	_	_	O
‘	‘	SS	O
현대차	현대차	NNP	B-ORG
가	가	JKS	O
_	_	_	O
중서부	중서부	NNG	O
에서	에서	JKB	O
도	도	JX	O
_	_	_	O
생산된다	생산되+ㄴ다	VV+EF	O
’	’	SS	O
는	는	JX	O
_	_	_	O
점	점	NNG	O
이	이	JKS	O
_	_	_	O
이	이	MM	O
_	_	_	O
지역	지역	NNG	O
_	_	_	O
소비자	소비자	NNG	O
들	들	XSN	O
에게	에게	JKB	O
_	_	_	O
크	크	VA	O
게	게	EC	O
_	_	_	O
호소력	호소력	NNG	O
을	을	JKO	O
_	_	_	O
갖	갖	VV	O
게	게	EC	O
_	_	_	O
될	되+ㄹ	VV+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
보인다	보이+ㄴ다	VV+EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
이	이	MM	O
_	_	_	O
공장	공장	NNG	O
에서	에서	JKB	O
_	_	_	O
현지	현지	NNG	O
화	화	XSN	O
된	되+ㄴ	XSV+ETM	O
_	_	_	O
스포츠	스포츠	NNG	O
유틸리티	유틸리티	NNG	O
(	(	SS	O
SUV	SUV	SL	O
)	)	SS	O
_	_	_	O
차량	차량	NNG	O
을	을	JKO	O
_	_	_	O
전략적	전략적	NNG	O
으로	으로	JKB	O
_	_	_	O
생산할	생산하+ㄹ	VV+ETM	O
_	_	_	O
것	것	NNB	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 세부 할인 금액과 기타 문의 사항은 현대차 전국 영업점에서 확인이 가능하다.
## 세부 할인 금액과 기타 문의 사항은 <현대차:ORG> 전국 영업점에서 확인이 가능하다.
세부	세부	NNG	O
_	_	_	O
할인	할인	NNG	O
_	_	_	O
금액	금액	NNG	O
과	과	JC	O
_	_	_	O
기타	기타	NNG	O
_	_	_	O
문의	문의	NNG	O
_	_	_	O
사항	사항	NNG	O
은	은	JX	O
_	_	_	O
현대차	현대차	NNP	B-ORG
_	_	_	O
전국	전국	NNG	O
_	_	_	O
영업	영업	NNG	O
점	점	XSN	O
에서	에서	JKB	O
_	_	_	O
확인	확인	NNG	O
이	이	JKS	O
_	_	_	O
가능하	가능하	VA	O
다	다	EF	O
.	.	SF	O

## 13
## 현대차 관계자는 “정부 차원의 코리아 세일 페스타 행사에 적극 동참하기 위해 미니버스 쏠라티에 대한 특별 할인 이벤트를 준비했다”며 “금번 추가 할인을 통해 고객들은 보다 적은 부담으로 쏠라티를 구입할 수 있을 것”이라고 말했다.
## <현대차:ORG> 관계자는 “정부 차원의 <코리아 세일 페스타 행사:POH>에 적극 동참하기 위해 미니버스 <쏠라티:POH>에 대한 특별 할인 이벤트를 준비했다”며 “금번 추가 할인을 통해 고객들은 보다 적은 부담으로 쏠라티를 구입할 수 있을 것”이라고 말했다.
현대차	현대차	NNP	B-ORG
_	_	_	O
관계자	관계자	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
정부	정부	NNG	O
_	_	_	O
차원	차원	NNG	O
의	의	JKG	O
_	_	_	O
코리아	코리아	NNP	B-POH
_	_	_	I-POH
세일	세일	NNG	I-POH
_	_	_	I-POH
페스타	페스타	NNP	I-POH
_	_	_	I-POH
행사	행사	NNG	I-POH
에	에	JKB	O
_	_	_	O
적극	적극	NNG	O
_	_	_	O
동참하	동참하	VV	O
기	기	ETN	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
미니버스	미니버스	NNG	O
_	_	_	O
쏠라티	쏠라티	NNG	B-POH
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
특별	특별	NNG	O
_	_	_	O
할인	할인	NNG	O
_	_	_	O
이벤트	이벤트	NNG	O
를	를	JKO	O
_	_	_	O
준비	준비하	VV	O
했	였	EP	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
금번	금번	NNG	O
_	_	_	O
추가	추가	NNG	O
_	_	_	O
할인	할인	NNG	O
을	을	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
고객	고객	NNG	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
보다	보다	MAG	O
_	_	_	O
적	적	VA	O
은	은	ETM	O
_	_	_	O
부담	부담	NNG	O
으로	으로	JKB	O
_	_	_	O
쏠라티	쏠라티	NNG	O
를	를	JKO	O
_	_	_	O
구입할	구입하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
을	을	ETM	O
_	_	_	O
것	것	NNB	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 14
## 한 누리꾼은 “여러 드라마에 출연하며 연기력이 차츰 나아지고 있는데 너무 평가절하하는 것 같다”고 말한 반면 “얼굴만 예쁜 여배우가 아니라 연기력도 인정받는 배우가 되었으면…” “연기는 다짐으로 가능한 게 아니다” 등의 댓글도 있었다.
## <한 누리꾼:NOH>은 “여러 드라마에 출연하며 연기력이 차츰 나아지고 있는데 너무 평가절하하는 것 같다”고 말한 반면 “얼굴만 예쁜 여배우가 아니라 연기력도 인정받는 배우가 되었으면…” “연기는 다짐으로 가능한 게 아니다” 등의 댓글도 있었다.
한	한	NNP	B-NOH
_	_	_	I-NOH
누리	누리	NNG	I-NOH
꾼	꾼	XSN	I-NOH
은	은	JX	O
_	_	_	O
“	“	SS	O
여러	여러	MM	O
_	_	_	O
드라마	드라마	NNG	O
에	에	JKB	O
_	_	_	O
출연하	출연하	VV	O
며	며	EC	O
_	_	_	O
연기력	연기력	NNG	O
이	이	JKS	O
_	_	_	O
차츰	차츰	MAG	O
_	_	_	O
나아지	나아지	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
는데	는데	EC	O
_	_	_	O
너무	너무	MAG	O
_	_	_	O
평가	평가	NNG	O
절하하	절하하	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
_	_	_	O
같	같	VA	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
말한	말하+ㄴ	VV+ETM	O
_	_	_	O
반면	반면	NNG	O
_	_	_	O
“	“	SS	O
얼굴	얼굴	NNG	O
만	만	JX	O
_	_	_	O
예쁜	예쁘+ㄴ	VA+ETM	O
_	_	_	O
여배우	여배우	NNG	O
가	가	JKC	O
_	_	_	O
아니	아니	VCN	O
라	라	EC	O
_	_	_	O
연기력	연기력	NNG	O
도	도	JX	O
_	_	_	O
인정받	인정받	VV	O
는	는	ETM	O
_	_	_	O
배우	배우	NNG	O
가	가	JKC	O
_	_	_	O
되	되	VV	O
었	었	EP	O
으면	으면	EC	O
…	…	SE	O
”	”	SS	O
_	_	_	O
“	“	SS	O
연기	연기	NNG	O
는	는	JX	O
_	_	_	O
다짐	다짐	NNG	O
으로	으로	JKB	O
_	_	_	O
가능한	가능하+ㄴ	VA+ETM	O
_	_	_	O
게	것+이	NNB+JKC	O
_	_	_	O
아니	아니	VCN	O
다	다	EF	O
”	”	SS	O
_	_	_	O
등	등	NNB	O
의	의	JKG	O
_	_	_	O
댓글	댓글	NNG	O
도	도	JX	O
_	_	_	O
있	있	VA	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 15
## 이 둘은 김정일의 사람들이었다.
## 이 <둘:NOH>은 <김정일:PER>의 사람들이었다.
이	이	MM	O
_	_	_	O
둘	둘	NR	B-NOH
은	은	JX	O
_	_	_	O
김정일	김정일	NNP	B-PER
의	의	JKG	O
_	_	_	O
사람	사람	NNG	O
들	들	XSN	O
이	이	VCP	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

