## 1
## 인플레를 우려해 한국은행이 돈줄을 조이기 때문이라는 것이다.
## 인플레를 우려해 <한국은행:ORG>이 돈줄을 조이기 때문이라는 것이다.
인플레	인플레	NNG	O
_	_	_	O
발전소	발전소	NNG	O
9	9	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
입주	입주	NNG	O
_	_	_	O
대치	대치	NNG	O
청실	청실	NNP	O
_	_	_	O
아파트	아파트	NNG	O
에	에	JKB	O
_	_	_	O
전기	전기	NNG	O
차	차	NNG	O
_	_	_	O
충전기	충전기	NNG	O
이용	이용	NNG	O
_	_	_	O
뜸한	뜸하+ㄴ	VA+ETM	O
_	_	_	O
전화박스	전화박스	NNG	O
는	는	JX	O
_	_	_	O
스마트	스마트	NNG	O
폰	폰	NNG	O
_	_	_	O
충전	충전	NNG	O
소	소	XSN	O
로	로	XSN	O
이은화	이은화	NNP	B-PER
(	(	SS	O
38	38	SN	B-NOH
·	·	SP	O
서울	서울	NNP	B-LOC
_	_	_	I-LOC
송파구	송파구	NNP	I-LOC
)	)	SS	O
씨	씨	NNB	O
는	는	JX	O
_	_	_	O
며칠	며칠	NNG	O
_	_	_	O
전	전	NNG	O
_	_	_	O
송파	송파	NNP	B-LOC
구청	구청	NNG	I-LOC
_	_	_	O
앞	앞	NNG	O
에	에	JKB	O
_	_	_	O
설치된	설치되+ㄴ	VV+ETM	O
_	_	_	O
태양광	태양광	NNG	O
_	_	_	O
휴대	휴대	NNG	O
전화	전화	NNG	O
_	_	_	O
무료	무료	NNG	O
_	_	_	O
충전	충전	NNG	O
소	소	XSN	O
_	_	_	O
덕분	덕분	NNG	O
에	에	JKB	O
_	_	_	O
위기	위기	NNG	O
를	를	JKO	O
_	_	_	O
넘	넘기	VV	O
겼	었	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 인터뷰 말미에 앙겔라 메르켈 독일 총리가 최근 일본을 찾아 과거사 반성을 촉구한 얘기를 하자 그는 단호한 표정으로 “과오를 제대로 인정하고 후세를 제대로 교육하는 것은 매우 중요하고 기본적인 의무”라고 말했다.
## 인터뷰 말미에 <앙겔라 메르켈:PER> <독일:ORG> 총리가 최근 <일본:ORG>을 찾아 과거사 반성을 촉구한 얘기를 하자 그는 단호한 표정으로 “과오를 제대로 인정하고 후세를 제대로 교육하는 것은 매우 중요하고 기본적인 의무”라고 말했다.
인터뷰	인터뷰	NNG	O
_	_	_	O
말미	말미	NNG	O
에	에	JKB	O
_	_	_	O
앙겔라	앙겔라	NNP	B-PER
_	_	_	I-PER
메르켈	메르켈	NNP	I-PER
_	_	_	O
독일	독일	NNP	B-ORG
_	_	_	O
총리	총리	NNG	O
가	가	JKS	O
_	_	_	O
최근	최근	NNG	O
_	_	_	O
일본	일본	NNP	B-ORG
을	을	JKO	O
_	_	_	O
찾	찾	VV	O
아	아	EC	O
_	_	_	O
과거사	과거사	NNG	O
_	_	_	O
반성	반성	NNG	O
을	을	JKO	O
_	_	_	O
촉구한	촉구하+ㄴ	VV+ETM	O
_	_	_	O
얘기	얘기	NNG	O
를	를	JKO	O
_	_	_	O
하	하	VV	O
자	자	EC	O
_	_	_	O
그	그	NP	O
는	는	JX	O
_	_	_	O
단호한	단호하+ㄴ	VA+ETM	O
_	_	_	O
표정	표정	NNG	O
으로	으로	JKB	O
_	_	_	O
“	“	SS	O
과오	과오	NNG	O
를	를	JKO	O
_	_	_	O
제대로	제대로	MAG	O
_	_	_	O
인정하	인정하	VV	O
고	고	EC	O
_	_	_	O
후세	후세	NNG	O
를	를	JKO	O
_	_	_	O
제대로	제대로	MAG	O
_	_	_	O
교육하	교육하	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
은	은	JX	O
_	_	_	O
매우	매우	MAG	O
_	_	_	O
중요하	중요하	VA	O
고	고	EC	O
_	_	_	O
기본적	기본적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
의무	의무	NNG	O
”	”	SS	O
라고	라고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 기업의 책임을 다하며 사회와 함께 성장해 나간다는 공존공영은 파나소닉이 100년이 넘도록 기업을 이어나갈 수 있었던 원동력이기도 하다.
## 기업의 책임을 다하며 사회와 함께 성장해 나간다는 공존공영은 <파나소닉:ORG>이 <100년:NOH>이 넘도록 기업을 이어나갈 수 있었던 원동력이기도 하다.
기업	기업	NNG	O
의	의	JKG	O
_	_	_	O
책임	책임	NNG	O
을	을	JKO	O
_	_	_	O
다하	다하	VV	O
며	며	EC	O
_	_	_	O
사회	사회	NNG	O
와	와	JKB	O
_	_	_	O
함께	함께	MAG	O
_	_	_	O
성장해	성장하+여	VV+EC	O
_	_	_	O
나간다는	나가+ㄴ다는	VX+ETM	O
_	_	_	O
공존공영	공존공영	NNG	O
은	은	JX	O
_	_	_	O
파나소닉	파나소닉	NNP	B-ORG
이	이	JKS	O
_	_	_	O
100	100	SN	B-NOH
년	년	NNB	I-NOH
이	이	JKS	O
_	_	_	O
넘	넘	VV	O
도록	도록	EC	O
_	_	_	O
기업	기업	NNG	O
을	을	JKO	O
_	_	_	O
이	잇	VV	O
어	어	EC	O
나갈	나가+ㄹ	VX+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
었	었	EP	O
던	던	ETM	O
_	_	_	O
원동력	원동력	NNG	O
이	이	VCP	O
기	기	ETN	O
도	도	JX	O
_	_	_	O
하	하	VX	O
다	다	EF	O
.	.	SF	O

## 7
## “박근혜 대통령은 0점 대통령”2015년 6월 방송된 JTBC ‘썰전’에서 이철희는 ‘메르스 사태’를 언급하며 박근혜 정부를 비판했다.
## “<박근혜:PER> 대통령은 <0점:NOH> 대통령”<2015년 6월:DAT> 방송된 <JTBC:POH> ‘<썰전:POH>’에서 <이철희:PER>는 ‘<메르스:POH> 사태’를 언급하며 박근혜 정부를 비판했다.
“	“	SS	O
박근혜	박근혜	NNP	B-PER
_	_	_	O
대통령	대통령	NNG	O
은	은	JX	O
_	_	_	O
0	0	SN	B-NOH
점	점	NNB	I-NOH
_	_	_	O
대통령	대통령	NNG	O
”	”	SS	O
2015	2015	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	I-DAT
6	6	SN	I-DAT
월	월	NNB	I-DAT
_	_	_	O
방송된	방송되+ㄴ	VV+ETM	O
_	_	_	O
JTBC	JTBC	SL	B-POH
_	_	_	O
‘	‘	SS	O
썰	썰	NNG	B-POH
전	전	NNP	I-POH
’	’	SS	O
에서	에서	JKB	O
_	_	_	O
이철희	이철희	NNP	B-PER
는	는	JX	O
_	_	_	O
‘	‘	SS	O
메르스	메르스	NNG	B-POH
_	_	_	O
사태	사태	NNG	O
’	’	SS	O
를	를	JKO	O
_	_	_	O
언급하	언급하	VV	O
며	며	EC	O
_	_	_	O
박근혜	박근혜	NNP	O
_	_	_	O
정부	정부	NNG	O
를	를	JKO	O
_	_	_	O
비판	비판하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 이날 방송에서 이철희는 “5월 20일에 메르스 확진 환자가 나왔다”며 “확진 후 6일 만에 대통령한테 첫 보고가 됐다.
## 이날 방송에서 <이철희:PER>는 “<5월 20일:DAT>에 <메르스:POH> 확진 환자가 나왔다”며 “확진 후 <6일 만:NOH>에 대통령한테 첫 보고가 됐다.
이날	이날	NNG	O
_	_	_	O
방송	방송	NNG	O
에서	에서	JKB	O
_	_	_	O
이철희	이철희	NNP	B-PER
는	는	JX	O
_	_	_	O
“	“	SS	O
5	5	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	I-DAT
20	20	SN	I-DAT
일	일	NNB	I-DAT
에	에	JKB	O
_	_	_	O
메르스	메르스	NNG	B-POH
_	_	_	O
확진	확진	NNG	O
_	_	_	O
환자	환자	NNG	O
가	가	JKS	O
_	_	_	O
나	나오	VV	O
왔	았	EP	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
확진	확진	NNG	O
_	_	_	O
후	후	NNG	O
_	_	_	O
6	6	SN	B-NOH
일	일	NNB	I-NOH
_	_	_	I-NOH
만	만	NNG	I-NOH
에	에	JKB	O
_	_	_	O
대통령	대통령	NNG	O
한테	한테	JKB	O
_	_	_	O
첫	첫	MM	O
_	_	_	O
보고	보고	NNG	O
가	가	JKC	O
_	_	_	O
됐	+었	+EP	O
다	다	EF	O
.	.	SF	O

## 9
## 따뜻한 공기를 가두어두는 힘이 우수한 덕다운을 솜털과 깃털 9:1의 비율로 충전해 가벼우면서도 보온력이 뛰어나다.
## 따뜻한 공기를 가두어두는 힘이 우수한 덕다운을 솜털과 깃털 <9:1의 비율:PNT>로 충전해 가벼우면서도 보온력이 뛰어나다.
따뜻한	따뜻하+ㄴ	VA+ETM	O
_	_	_	O
공기	공기	NNG	O
를	를	JKO	O
_	_	_	O
가두	가두	VV	O
어	어	EC	O
두	두	VX	O
는	는	ETM	O
_	_	_	O
힘	힘	NNG	O
이	이	JKS	O
_	_	_	O
우수한	우수하+ㄴ	VA+ETM	O
_	_	_	O
덕	덕	NNG	O
다운	다운	NNG	O
을	을	JKO	O
_	_	_	O
솜털	솜털	NNG	O
과	과	JC	O
_	_	_	O
깃털	깃털	NNG	O
_	_	_	O
9	9	SN	B-PNT
:	:	SP	I-PNT
1	1	SN	I-PNT
의	의	JKG	I-PNT
_	_	_	I-PNT
비율	비율	NNG	I-PNT
로	로	JKB	O
_	_	_	O
충전해	충전하+여	VV+EC	O
_	_	_	O
가벼	가볍	VA	O
우면서	으면서	EC	O
도	도	JX	O
_	_	_	O
보온력	보온력	NNG	O
이	이	JKS	O
_	_	_	O
뛰어나	뛰어나	VA	O
다	다	EF	O
.	.	SF	O

## 10
## 23일 ICT 업계에 따르면 아마존은 3월 중 한국 지사를 설립하고 본격적 업무를 시작할 계획이다.
## <23일:DAT> ICT 업계에 따르면 <아마존:ORG>은 <3월:DAT> 중 <한국:LOC> 지사를 설립하고 본격적 업무를 시작할 계획이다.
23	23	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
ICT	ICT	SL	O
_	_	_	O
업계	업계	NNG	O
에	에	JKB	O
_	_	_	O
따르	따르	VV	O
면	면	EC	O
_	_	_	O
아마존	아마존	NNP	B-ORG
은	은	JX	O
_	_	_	O
3	3	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
중	중	NNB	O
_	_	_	O
한국	한국	NNP	B-LOC
_	_	_	O
지사	지사	NNG	O
를	를	JKO	O
_	_	_	O
설립하	설립하	VV	O
고	고	EC	O
_	_	_	O
본격적	본격적	NNG	O
_	_	_	O
업무	업무	NNG	O
를	를	JKO	O
_	_	_	O
시작할	시작하+ㄹ	VV+ETM	O
_	_	_	O
계획	계획	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 11
## 45년째 헌혈 68세 이순우씨 표창
## <45년째:DUR> 헌혈 <68세:NOH> <이순우:PER>씨 표창
45	45	SN	B-DUR
년	년	NNB	I-DUR
째	째	XSN	I-DUR
_	_	_	O
헌혈	헌혈	NNG	O
_	_	_	O
68	68	SN	B-NOH
세	세	NNB	I-NOH
_	_	_	O
이순우	이순우	NNP	B-PER
씨	씨	NNB	O
_	_	_	O
표창	표창	NNG	O

