## 1
## 송일국은 가수 김장훈, 록밴드 피아(옥요한, 헐랭), 한국체대 학생 40명과 함께 2박 3일 동안 릴레이로 경북 울진군 죽변항과 독도 사이 직선거리 220km를 수영했다.
## <송일국:PER>은 가수 <김장훈:PER>, 록밴드 <피아:ORG>(<옥요한:PER>, <헐랭:PER>), <한국체대:ORG> 학생 <40명:NOH>과 함께 <2박:NOH> <3일:NOH> 동안 릴레이로 <경북:LOC> <울진군:LOC> <죽변항:LOC>과 <독도:LOC> 사이 직선거리 <220km:NOH>를 <수영:PER>했다.
송일국	송일국	NNP	B-PER
## 구속이 <140km:NOH>대 중후반까지 나오고 있고, 어느 해보다 뛰어난 구위가 돋보인다.
구속	구속	NNG	O
이	이	JKC	O
_	_	_	O
140	140	SN	B-NOH
km	km	SL	I-NOH
대	대	NNG	O
_	_	_	O
중	중	NNG	O
후반	후반	NNG	O
까지	까지	JX	O
_	_	_	O
나오	나오	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
고	고	EC	O
,	,	SP	O
_	_	_	O
어느	어느	MM	O
_	_	_	O
해	해	NNG	O
보다	보다	JKB	O
_	_	_	O
뛰어난	뛰어나+ㄴ	VA+ETM	O
_	_	_	O
구위	구위	NNG	O
가	가	JKS	O
_	_	_	O
돋보인다	돋보이+ㄴ다	VV+EF	O
.	.	SF	O

## 4
## 드라마의 성공 여부가 미지수인 상황에서 12부작으로 초기 제작비를 적게 들여 나중에 실패해도 부담을 줄이자는 뜻이 있다는 것이다.
## 드라마의 성공 여부가 미지수인 상황에서 <12부작:NOH>으로 초기 제작비를 적게 들여 나중에 실패해도 부담을 줄이자는 뜻이 있다는 것이다.
드라마	드라마	NNG	O
의	의	JKG	O
_	_	_	O
성공	성공	NNG	O
_	_	_	O
여부	여부	NNG	O
가	가	JKS	O
_	_	_	O
미지수	미지수	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
상황	상황	NNG	O
에서	에서	JKB	O
_	_	_	O
12	12	SN	B-NOH
부	부	NNB	I-NOH
작	작	XSN	I-NOH
으로	으로	JKB	O
_	_	_	O
초기	초기	NNG	O
_	_	_	O
제작비	제작비	NNG	O
를	를	JKO	O
_	_	_	O
적	적	VA	O
게	게	EC	O
_	_	_	O
들	들이	VV	O
여	어	EC	O
_	_	_	O
나중	나중	NNG	O
에	에	JKB	O
_	_	_	O
실패해도	실패하+여도	VV+EC	O
_	_	_	O
부담	부담	NNG	O
을	을	JKO	O
_	_	_	O
줄이	줄이	VV	O
자는	자는	ETM	O
_	_	_	O
뜻	뜻	NNG	O
이	이	JKS	O
_	_	_	O
있	있	VA	O
다는	다는	ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 5
## 전문 클래식 공연 공간으로 403석 규모의 객석과 전문 시설을 보유하고 있다.
## 전문 클래식 공연 공간으로 <403석:NOH> 규모의 객석과 전문 시설을 보유하고 있다.
전문	전문	NNG	O
_	_	_	O
클래식	클래식	NNG	O
_	_	_	O
공연	공연	NNG	O
_	_	_	O
공간	공간	NNG	O
으로	으로	JKB	O
_	_	_	O
403	403	SN	B-NOH
석	석	NNB	I-NOH
_	_	_	O
규모	규모	NNG	O
의	의	JKG	O
_	_	_	O
객석	객석	NNG	O
과	과	JC	O
_	_	_	O
전문	전문	NNG	O
_	_	_	O
시설	시설	NNG	O
을	을	JKO	O
_	_	_	O
보유하	보유하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 6
## 업계 관계자에 따르면 안산을 비롯해 인근 경기지역에서 거주하는 전세민들의 계약자가 상당하다.
## 업계 관계자에 따르면 <안산:LOC>을 비롯해 인근 <경기:LOC>지역에서 거주하는 전세민들의 계약자가 상당하다.
업계	업계	NNG	O
_	_	_	O
관계자	관계자	NNG	O
에	에	JKB	O
_	_	_	O
따르	따르	VV	O
면	면	EC	O
_	_	_	O
안산	안산	NNP	B-LOC
을	을	NNG	O
_	_	_	O
비롯해	비롯하+여	VV+EC	O
_	_	_	O
인근	인근	NNG	O
_	_	_	O
경기	경기	NNP	B-LOC
지역	지역	NNG	O
에서	에서	JKB	O
_	_	_	O
거주하	거주하	VV	O
는	는	ETM	O
_	_	_	O
전세민	전세민	NNP	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
계약자	계약자	NNG	O
가	가	JKS	O
_	_	_	O
상당하	상당하	VA	O
다	다	EF	O
.	.	SF	O

## 7
## 지난 한 달을 타율 0.227, 6홈런 8타점으로 마무리한 박병호는 팀 내 홈런 선두, 아메리칸리그 신인 중 홈런, 장타력 1위로 5월을 맞이했다.
## 지난 <한 달:DUR>을 타율 <0.227:PNT>, <6홈런:NOH> <8타점:NOH>으로 마무리한 <박병호:PER>는 팀 내 홈런 선두, <아메리칸리그:POH> 신인 중 홈런, 장타력 <1위:NOH>로 <5월:DAT>을 맞이했다.
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
한	한	MM	B-DUR
_	_	_	I-DUR
달	달	NNB	I-DUR
을	을	JKO	O
_	_	_	O
타율	타율	NNG	O
_	_	_	O
0.227	0.227	SN	B-PNT
,	,	SP	O
_	_	_	O
6	6	SN	B-NOH
홈런	홈런	NNG	I-NOH
_	_	_	O
8	8	SN	B-NOH
타점	타점	NNG	I-NOH
으로	으로	JKB	O
_	_	_	O
마무리한	마무리하+ㄴ	VV+ETM	O
_	_	_	O
박병호	박병호	NNP	B-PER
는	는	JX	O
_	_	_	O
팀	팀	NNG	O
_	_	_	O
내	내	NNB	O
_	_	_	O
홈런	홈런	NNG	O
_	_	_	O
선두	선두	NNG	O
,	,	SP	O
_	_	_	O
아메리칸	아메리칸	NNG	B-POH
리그	리그	NNG	I-POH
_	_	_	O
신인	신인	NNG	O
_	_	_	O
중	중	NNP	O
_	_	_	O
홈런	홈런	NNG	O
,	,	SP	O
_	_	_	O
장타력	장타력	NNG	O
_	_	_	O
1	1	SN	B-NOH
위	위	NNB	I-NOH
로	로	JKB	O
_	_	_	O
5	5	SN	B-DAT
월	월	NNB	I-DAT
을	을	JKO	O
_	_	_	O
맞이	맞이하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 한일전 승리한 여자축구대표팀, 북한만 넘으면 우승…경기는 언제?
## 한일전 승리한 <여자축구대표팀:ORG>, <북한:ORG>만 넘으면 우승…경기는 언제?
한	한	NNP	O
일	일	NNP	O
전	전	XSN	O
_	_	_	O
승리한	승리하+ㄴ	VV+ETM	O
_	_	_	O
여자	여자	NNG	B-ORG
축구	축구	NNG	I-ORG
대표	대표	NNG	I-ORG
팀	팀	NNG	I-ORG
,	,	SP	O
_	_	_	O
북한	북한	NNP	B-ORG
만	만	JX	O
_	_	_	O
넘	넘	VV	O
으면	으면	EC	O
_	_	_	O
우승	우승	NNG	O
…	…	SE	O
경기	경기	NNG	O
는	는	JX	O
_	_	_	O
언제	언제	MAG	O
?	?	SF	O

## 9
## 7일(한국시간) 휴스턴전에선 자신이 기록한 39점 중 17점을 4쿼터에 쏟아 부었고, 경기 막판에는 하든의 레이업슛을 블록하기도 했다.
## <7일:DAT>(<한국:LOC>시간) <휴스턴전:POH>에선 자신이 기록한 <39점:NOH> 중 <17점:NOH>을 <4쿼터:NOH>에 쏟아 부었고, 경기 막판에는 <하든:PER>의 레이업슛을 블록하기도 했다.
7	7	SN	B-DAT
일	일	NNB	I-DAT
(	(	SS	O
한국	한국	NNP	B-LOC
시간	시간	NNG	O
)	)	SS	O
_	_	_	O
휴스턴	휴스턴	NNP	B-POH
전	전	XSN	I-POH
에선	에서+ㄴ	JKB+JX	O
_	_	_	O
자신	자신	NNG	O
이	이	JKS	O
_	_	_	O
기록한	기록하+ㄴ	VV+ETM	O
_	_	_	O
39	39	SN	B-NOH
점	점	NNB	I-NOH
_	_	_	O
중	중	NNP	O
_	_	_	O
17	17	SN	B-NOH
점	점	NNB	I-NOH
을	을	JKO	O
_	_	_	O
4	4	SN	B-NOH
쿼터	쿼터	NNB	I-NOH
에	에	JKB	O
_	_	_	O
쏟	쏟	VV	O
아	아	EC	O
_	_	_	O
부	붓	VV	O
었	었	EP	O
고	고	EC	O
,	,	SP	O
_	_	_	O
경기	경기	NNG	O
_	_	_	O
막판	막판	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
하	하	VV	B-PER
든	든	EC	I-PER
의	의	JKG	O
_	_	_	O
레이업슛	레이업슛	NNG	O
을	을	JKO	O
_	_	_	O
블록	블록	NNG	O
하	하	XSV	O
기	기	ETN	O
도	도	JX	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 10
## 송비는 생이별후 출가를 했는데 시녀 셋이 더불어 삭발, 한 여승은 곁에서 송비의 시중을 들고 다른 두 여승은 동냥을 하여 송비의 끼니를 이었다 한다.
## <송비:PER>는 생이별후 출가를 했는데 시녀 <셋:NOH>이 더불어 삭발, <한:NOH> 여승은 곁에서 <송비:PER>의 시중을 들고 다른 두 여승은 동냥을 하여 <송비:PER>의 끼니를 이었다 한다.
송	송	NNP	B-PER
비	비	NNG	I-PER
는	는	JX	O
_	_	_	O
생이별	생이별	NNG	O
후	후	NNG	O
_	_	_	O
출가	출가	NNG	O
를	를	JKO	O
_	_	_	O
했	+였	+EP	O
는데	는데	EC	O
_	_	_	O
시녀	시녀	NNG	O
_	_	_	O
셋	셋	NR	B-NOH
이	이	JKS	O
_	_	_	O
더불	더불	VV	O
어	어	EC	O
_	_	_	O
삭발	삭발	NNG	O
,	,	SP	O
_	_	_	O
한	한	NNP	B-NOH
_	_	_	O
여승	여승	NNG	O
은	은	JX	O
_	_	_	O
곁	곁	NNG	O
에서	에서	JKB	O
_	_	_	O
송	송	NNP	B-PER
비	비	NNG	I-PER
의	의	JKG	O
_	_	_	O
시중	시중	NNG	O
을	을	JKO	O
_	_	_	O
들	들	VV	O
고	고	EC	O
_	_	_	O
다른	다른	MM	O
_	_	_	O
두	두	MM	O
_	_	_	O
여승	여승	NNG	O
은	은	JX	O
_	_	_	O
동냥	동냥	NNG	O
을	을	JKO	O
_	_	_	O
하	하	VV	O
여	여	EC	O
_	_	_	O
송	송	NNP	B-PER
비	비	NNG	I-PER
의	의	JKG	O
_	_	_	O
끼니	끼니	NNG	O
를	를	JKO	O
_	_	_	O
이	잇	VV	O
었	었	EP	O
다	다	EC	O
_	_	_	O
한다	하+ㄴ다	VX+EF	O
.	.	SF	O

## 11
## 양검사는 먼저 하씨에게 질문을 던졌다.
## <양:PER>검사는 먼저 <하:PER>씨에게 질문을 던졌다.
양	양	NNG	B-PER
검사	검사	NNG	O
는	는	JX	O
_	_	_	O
먼저	먼저	MAG	O
_	_	_	O
하	하	NNP	B-PER
씨	씨	NNB	O
에게	에게	JKB	O
_	_	_	O
질문	질문	NNG	O
을	을	JKO	O
_	_	_	O
던	던지	VV	O
졌	었	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 이규태 회장 녹취록 공개, 논란 일파만파… “중정에 있었다”
## <이규태:PER> 회장 녹취록 공개, 논란 일파만파… “중정에 있었다”
이규태	이규태	NNP	B-PER
_	_	_	O
회장	회장	NNG	O
_	_	_	O
녹취	녹취	NNG	O
록	록	XSN	O
_	_	_	O
공개	공개	NNG	O
,	,	SP	O
_	_	_	O
논란	논란	NNG	O
_	_	_	O
일파만파	일파만파	NNG	O
…	…	SE	O
_	_	_	O
“	“	SS	O
중정	중정	NNP	O
에	에	JKB	O
_	_	_	O
있	있	VA	O
었	었	EP	O
다	다	EF	O
”	”	SS	O

## 13
## 개신교CATV운영주체 내정/「기독교유선방송설립위」에 허가권 주기로
## <개신교:ORG><CATV:POH>운영주체 내정/「<기독교유선방송설립위:ORG>」에 허가권 주기로
개신교	개신교	NNG	B-ORG
CATV	CATV	SL	B-POH
운영	운영	NNG	O
주체	주체	NNG	O
_	_	_	O
내정	내정	NNG	O
/	/	SP	O
「	「	SS	O
기독교	기독교	NNG	B-ORG
유선	유선	NNG	I-ORG
방송	방송	NNG	I-ORG
설립	설립	NNG	I-ORG
위	위	NNG	I-ORG
」	」	SS	O
에	에	JKB	O
_	_	_	O
허가	허가	NNG	O
권	권	XSN	O
_	_	_	O
주	주	VV	O
기	기	ETN	O
로	로	JKB	O

## 14
## 다만 우려되는 것은 사드 배치에 반대해 온 중국의 몽니가 더욱 극렬해질 거라는 점이다.
## 다만 우려되는 것은 <사드:POH> 배치에 반대해 온 <중국:ORG>의 몽니가 더욱 극렬해질 거라는 점이다.
다만	다만	MAG	O
_	_	_	O
우려되	우려되	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
은	은	JX	O
_	_	_	O
사드	사드	NNP	B-POH
_	_	_	O
배치	배치	NNG	O
에	에	JKB	O
_	_	_	O
반대해	반대하+여	VV+EC	O
_	_	_	O
온	오+ㄴ	VX+ETM	O
_	_	_	O
중국	중국	NNP	B-ORG
의	의	JKG	O
_	_	_	O
몽니	몽니	NNG	O
가	가	JKS	O
_	_	_	O
더욱	더욱	MAG	O
_	_	_	O
극렬해	극렬하+여	VA+EC	O
질	지+ㄹ	VX+ETM	O
_	_	_	O
거	것+이	NNB+VCP	O
라는	라는	ETM	O
_	_	_	O
점	점	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 15
## 국내 개최는 지난 1989년 세계대회에 이어 두 번째다.
## 국내 개최는 지난 <1989년:DAT> 세계대회에 이어 두 번째다.
국내	국내	NNG	O
_	_	_	O
개최	개최	NNG	O
는	는	JX	O
_	_	_	O
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
1989	1989	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
세계	세계	NNG	O
대회	대회	NNG	O
에	에	JKB	O
_	_	_	O
이	잇	VV	O
어	어	EC	O
_	_	_	O
두	두	MM	O
_	_	_	O
번째	번째+이	NNB+VCP	O
다	다	EF	O
.	.	SF	O

