## 1
## 섹시 ‘왝스(WAGS:축구선수들의 아내 또는 여자친구)’ 중 하나로 손꼽히는 캐나다 토론토 출신 모델 니콜 윌리엄스(29)의 비키니 자태가 포착됐다.
## 섹시 ‘<왝스:ORG>(<WAGS:ORG>:축구선수들의 아내 또는 여자친구)’ 중 <하나:NOH>로 손꼽히는 <캐나다 토론토:LOC> 출신 <모델 니콜 윌리엄스:PER>(<29:NOH>)의 비키니 자태가 포착됐다.
섹시	섹시	NNG	O
## 중급 교육과정은 엔진 등 내연기관 관련 전공자나 유경험자만 지원할 수 있으며, 초급 교육과정(4개월)은 초보자를 위한 과정으로 자격 제한은 없다.
## 중급 교육과정은 엔진 등 내연기관 관련 전공자나 유경험자만 지원할 수 있으며, 초급 교육과정(<4개월:NOH>)은 초보자를 위한 과정으로 자격 제한은 없다.
중급	중급	NNG	O
_	_	_	O
교육	교육	NNG	O
과정	과정	NNG	O
은	은	JX	O
_	_	_	O
엔진	엔진	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
내연	내연	NNG	O
기관	기관	NNG	O
_	_	_	O
관련	관련	NNG	O
_	_	_	O
전공	전공	NNG	O
자	자	XSN	O
나	나	JC	O
_	_	_	O
유	유	XPN	O
경험자	경험자	NNG	O
만	만	JX	O
_	_	_	O
지원할	지원하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
으며	으며	EC	O
,	,	SP	O
_	_	_	O
초급	초급	NNG	O
_	_	_	O
교육	교육	NNG	O
과정	과정	NNG	O
(	(	SS	O
4	4	SN	B-NOH
개월	개월	NNB	I-NOH
)	)	SS	O
은	은	JX	O
_	_	_	O
초보자	초보자	NNG	O
를	를	JKO	O
_	_	_	O
위한	위하+ㄴ	VV+ETM	O
_	_	_	O
과정	과정	NNG	O
으로	으로	JKB	O
_	_	_	O
자격	자격	NNG	O
_	_	_	O
제한	제한	NNG	O
은	은	JX	O
_	_	_	O
없	없	VA	O
다	다	EF	O
.	.	SF	O

## 10
## 닭고기를 좋아하고 몸에 좋은 약재를 찾는 중국인에게 한국의 전통음식 삼계탕은 겨울철 보양식으로 큰 인기를 끌고 있습니다.
## 닭고기를 좋아하고 몸에 좋은 약재를 찾는 중국인에게 <한국:LOC>의 전통음식 삼계탕은 겨울철 보양식으로 큰 인기를 끌고 있습니다.
닭고기	닭고기	NNG	O
를	를	JKO	O
_	_	_	O
좋아하	좋아하	VV	O
고	고	EC	O
_	_	_	O
몸	몸	NNG	O
에	에	JKB	O
_	_	_	O
좋	좋	VA	O
은	은	ETM	O
_	_	_	O
약재	약재	NNG	O
를	를	JKO	O
_	_	_	O
찾	찾	VV	O
는	는	ETM	O
_	_	_	O
중국인	중국인	NNG	O
에게	에게	JKB	O
_	_	_	O
한국	한국	NNP	B-LOC
의	의	JKG	O
_	_	_	O
전통	전통	NNG	O
음식	음식	NNG	O
_	_	_	O
삼계탕	삼계탕	NNG	O
은	은	JX	O
_	_	_	O
겨울철	겨울철	NNG	O
_	_	_	O
보양	보양	NNG	O
식	식	NNG	O
으로	으로	JKB	O
_	_	_	O
큰	크+ㄴ	VA+ETM	O
_	_	_	O
인기	인기	NNG	O
를	를	JKO	O
_	_	_	O
끌	끌	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
습니다	습니다	EF	O
.	.	SF	O

## 11
## [탕거 / 베이징 거주]"정말 맛있어요.
## [<탕거:PER> / <베이징:LOC> 거주]"정말 맛있어요.
[	[	SS	O
탕	탕	MAG	B-PER
거	거	NNB	I-PER
_	_	_	O
/	/	SP	O
_	_	_	O
베이징	베이징	NNP	B-LOC
_	_	_	O
거주	거주	NNG	O
]	]	SS	O
"	"	SS	O
정말	정말	MAG	O
_	_	_	O
맛있	맛있	VA	O
어요	어요	EF	O
.	.	SF	O

## 12
## 쌍용차, 신형 렉스턴 최종 디자인 ‘Y400’ … 29일 공개 전 ‘살짝’
## <쌍용차:ORG>, 신형 <렉스턴:POH> 최종 디자인 ‘<Y400:POH>’ … <29일:DAT> 공개 전 ‘살짝’
쌍용차	쌍용차	NNP	B-ORG
,	,	SP	O
_	_	_	O
신형	신형	NNG	O
_	_	_	O
렉스턴	렉스턴	NNP	B-POH
_	_	_	O
최종	최종	NNG	O
_	_	_	O
디자인	디자인	NNG	O
_	_	_	O
‘	‘	SS	O
Y	Y	SL	B-POH
400	400	SN	I-POH
’	’	SS	O
_	_	_	O
…	…	SE	O
_	_	_	O
29	29	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
공개	공개	NNG	O
_	_	_	O
전	전	NNG	O
_	_	_	O
‘	‘	SS	O
살짝	살짝	MAG	O
’	’	SS	O

## 13
## 서울어린이대공원은 동물원 방사장에서 사자의 공격으로 사망한 사육사 김모 씨(52)를 4급으로 한 직급 추서했다고 14일 밝혔다.
## <서울어린이대공원:ORG>은 동물원 방사장에서 사자의 공격으로 사망한 사육사 <김모:PER> 씨(<52:NOH>)를 <4급:NOH>으로 한 직급 추서했다고 <14일:DAT> 밝혔다.
서울	서울	NNP	B-ORG
어린이	어린이	NNG	I-ORG
대공원	대공원	NNG	I-ORG
은	은	JX	O
_	_	_	O
동물원	동물원	NNG	O
_	_	_	O
방	방	NNP	O
사장	사장	NNG	O
에서	에서	JKB	O
_	_	_	O
사자	사자	NNG	O
의	의	JKG	O
_	_	_	O
공격	공격	NNG	O
으로	으로	JKB	O
_	_	_	O
사망한	사망하+ㄴ	VV+ETM	O
_	_	_	O
사육	사육	NNG	O
사	사	XSN	O
_	_	_	O
김	김	NNP	B-PER
모	모	NP	I-PER
_	_	_	O
씨	씨	NNB	O
(	(	SS	O
52	52	SN	B-NOH
)	)	SS	O
를	를	JKO	O
_	_	_	O
4	4	SN	B-NOH
급	급	NNG	I-NOH
으로	으로	JKB	O
_	_	_	O
한	한	MM	O
_	_	_	O
직급	직급	NNG	O
_	_	_	O
추서	추서하	VV	O
했	였	EP	O
다고	다고	EC	O
_	_	_	O
14	14	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 14
## 10월(18.0%)은 물론 12월(38.5%)보다 가능성이 더 크다고 본다.
## <10월:DAT>(<18.0%:PNT>)은 물론 <12월:DAT>(<38.5%:PNT>)보다 가능성이 더 크다고 본다.
10	10	SN	B-DAT
월	월	NNB	I-DAT
(	(	SS	O
18.0	18.0	SN	B-PNT
%	%	SW	I-PNT
)	)	SS	O
은	은	JX	O
_	_	_	O
물론	물론	MAG	O
_	_	_	O
12	12	SN	B-DAT
월	월	NNB	I-DAT
(	(	SS	O
38.5	38.5	SN	B-PNT
%	%	SW	I-PNT
)	)	SS	O
보다	보다	JKB	O
_	_	_	O
가능성	가능성	NNG	O
이	이	JKS	O
_	_	_	O
더	더	MAG	O
_	_	_	O
크	크	VA	O
다고	다고	EC	O
_	_	_	O
본다	보+ㄴ다	VV+EF	O
.	.	SF	O

## 15
## 갱년기 장애는 폐경을 전후로 10년 정도 지속된다.
## 갱년기 장애는 폐경을 전후로 <10년:NOH> 정도 지속된다.
갱년기	갱년기	NNG	O
_	_	_	O
장애	장애	NNG	O
는	는	JX	O
_	_	_	O
폐경	폐경	NNG	O
을	을	JKO	O
_	_	_	O
전후	전후	NNG	O
로	로	JKB	O
_	_	_	O
10	10	SN	B-NOH
년	년	NNB	I-NOH
_	_	_	O
정도	정도	NNG	O
_	_	_	O
지속된다	지속되+ㄴ다	VV+EF	O
.	.	SF	O

## 16
## 영업이익도 199억원에서 279억원으로 40%나 올랐다.
## 영업이익도 <199억원:MNY>에서 <279억원:MNY>으로 <40%:PNT>나 올랐다.
영업이익	영업이익	NNG	O
도	도	JX	O
_	_	_	O
199	199	SN	B-MNY
억	억	NR	I-MNY
원	원	NNB	I-MNY
에서	에서	JKB	O
_	_	_	O
279	279	SN	B-MNY
억	억	NR	I-MNY
원	원	NNB	I-MNY
으로	으로	JKB	O
_	_	_	O
40	40	SN	B-PNT
%	%	SW	I-PNT
나	나	JX	O
_	_	_	O
올	오르	VV	O
랐	았	EP	O
다	다	EF	O
.	.	SF	O

## 17
## 방 2개에 거실, 주방까지 갖춰 사는데 불편함이 없었다.
## 방 <2개:NOH>에 거실, 주방까지 갖춰 사는데 불편함이 없었다.
방	방	NNG	O
_	_	_	O
2	2	SN	B-NOH
개	개	NNB	I-NOH
에	에	JKB	O
_	_	_	O
거실	거실	NNG	O
,	,	SP	O
_	_	_	O
주방	주방	NNG	O
까지	까지	JX	O
_	_	_	O
갖춰	갖추+어	VV+EC	O
_	_	_	O
사	살	VV	O
는데	는데	EC	O
_	_	_	O
불편함	불편하+ㅁ	VA+ETN	O
이	이	JKS	O
_	_	_	O
없	없	VA	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

