## 1
## 영국 런던에서 발간되는 과학 학술지 네이처는 11일(현지시간) 미국 볼더 콜로라도대 쉬샹원 교수가 이끄는 다국적 연구팀의 논문을 게재했다.
## <영국:LOC> <런던:LOC>에서 발간되는 과학 학술지 <네이처:POH>는 <11일:DAT>(현지시간) <미국:ORG> <볼더 콜로라도대:ORG> <쉬샹원:PER> 교수가 이끄는 다국적 연구팀의 논문을 게재했다.
영국	영국	NNP	B-LOC
냉증	냉증	NNG	O
_	_	_	O
잡	잡	VV	O
고	고	EC	O
_	_	_	O
혈액	혈액	NNG	O
순환	순환	NNG	O
_	_	_	O
개선	개선	NNG	O

## 6
## 11일에는 아베 신조 일본 총리와 골프장에서 정상회담을 하기도 했다.
## <11일:DAT>에는 <아베 신조:PER> <일본:ORG> 총리와 골프장에서 정상회담을 하기도 했다.
11	11	SN	B-DAT
일	일	NNB	I-DAT
에	에	JKB	O
는	는	JX	O
_	_	_	O
아베	아베	NNP	B-PER
_	_	_	I-PER
신조	신조	NNP	I-PER
_	_	_	O
일본	일본	NNP	B-ORG
_	_	_	O
총리	총리	NNG	O
와	와	JC	O
_	_	_	O
골프장	골프장	NNG	O
에서	에서	JKB	O
_	_	_	O
정상	정상	NNG	O
회담	회담	NNG	O
을	을	JKO	O
_	_	_	O
하	하	VV	O
기	기	ETN	O
도	도	JX	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 7
## 한국은 이번 대회 전까지 올림픽 예선 29경기에서 21승8무로 한 차례도 지지 않았다.
## <한국:ORG>은 이번 대회 전까지 <올림픽:POH> 예선 <29경기:NOH>에서 <21승:NOH><8무:NOH>로 <한:NOH> 차례도 지지 않았다.
한국	한국	NNP	B-ORG
은	은	JX	O
_	_	_	O
이번	이번	NNG	O
_	_	_	O
대회	대회	NNG	O
_	_	_	O
전	전	NNG	O
까지	까지	JX	O
_	_	_	O
올림픽	올림픽	NNG	B-POH
_	_	_	O
예선	예선	NNG	O
_	_	_	O
29	29	SN	B-NOH
경기	경기	NNG	I-NOH
에서	에서	JKB	O
_	_	_	O
21	21	SN	B-NOH
승	승	NNB	I-NOH
8	8	SN	B-NOH
무	무	NNG	I-NOH
로	로	JKB	O
_	_	_	O
한	한	MM	B-NOH
_	_	_	O
차례	차례	NNG	O
도	도	JX	O
_	_	_	O
지	지	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 실제로 요즘 재미있고 편리한 플랫폼 서비스 앱이 속속 등장하고 있는데요. 예를 들어, 기존 포장이사 서비스의 불편한 점을 개선한 서비스 앱은 1인 가구를 대상으로 단출한 짐을 배달하고 정리해주는 맞춤형 앱을 내놔 인기를 끌고 있습니다.
## 실제로 요즘 재미있고 편리한 플랫폼 서비스 앱이 속속 등장하고 있는데요. 예를 들어, 기존 포장이사 서비스의 불편한 점을 개선한 서비스 앱은 <1인:NOH> 가구를 대상으로 단출한 짐을 배달하고 정리해주는 맞춤형 앱을 내놔 인기를 끌고 있습니다.
실제로	실제로	MAG	O
_	_	_	O
요즘	요즘	NNG	O
_	_	_	O
재미있	재미있	VA	O
고	고	EC	O
_	_	_	O
편리한	편리하+ㄴ	VA+ETM	O
_	_	_	O
플랫폼	플랫폼	NNG	O
_	_	_	O
서비스	서비스	NNG	O
_	_	_	O
앱	앱	NNG	O
이	이	JKS	O
_	_	_	O
속속	속속	MAG	O
_	_	_	O
등장하	등장하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
는데요	는데요	EF	O
.	.	SF	O
_	_	_	O
예	예	NNG	O
를	를	JKO	O
_	_	_	O
들	들	VV	O
어	어	EC	O
,	,	SP	O
_	_	_	O
기존	기존	NNG	O
_	_	_	O
포장	포장	NNG	O
이사	이사	NNG	O
_	_	_	O
서비스	서비스	NNG	O
의	의	JKG	O
_	_	_	O
불편한	불편하+ㄴ	VA+ETM	O
_	_	_	O
점	점	NNG	O
을	을	JKO	O
_	_	_	O
개선한	개선하+ㄴ	VV+ETM	O
_	_	_	O
서비스	서비스	NNG	O
_	_	_	O
앱	앱	NNG	O
은	은	JX	O
_	_	_	O
1	1	SN	B-NOH
인	인	NNG	I-NOH
_	_	_	O
가구	가구	NNG	O
를	를	JKO	O
_	_	_	O
대상	대상	NNG	O
으로	으로	JKB	O
_	_	_	O
단출한	단출하+ㄴ	VA+ETM	O
_	_	_	O
짐	짐	NNG	O
을	을	JKO	O
_	_	_	O
배달하	배달하	VV	O
고	고	EC	O
_	_	_	O
정리해	정리하+여	VV+EC	O
주	주	VX	O
는	는	ETM	O
_	_	_	O
맞춤	맞춤	NNG	O
형	형	XSN	O
_	_	_	O
앱	앱	NNG	O
을	을	JKO	O
_	_	_	O
내놔	내놓+아	VV+EC	O
_	_	_	O
인기	인기	NNG	O
를	를	JKO	O
_	_	_	O
끌	끌	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
습니다	습니다	EF	O
.	.	SF	O

## 9
## 지난 25년간 퇴임한 대법관 53명(배석 전 대법관 제외) 중 45명(85%)이 퇴임 후 변호사 활동을 했다.
## 지난 <25년:DUR>간 퇴임한 대법관 <53명:NOH>(<배석:PER> 전 대법관 제외) 중 <45명:NOH>(<85%:PNT>)이 퇴임 후 변호사 활동을 했다.
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
25	25	SN	B-DUR
년	년	NNB	I-DUR
간	간	XSN	O
_	_	_	O
퇴임한	퇴임하+ㄴ	VV+ETM	O
_	_	_	O
대법관	대법관	NNG	O
_	_	_	O
53	53	SN	B-NOH
명	명	NNB	I-NOH
(	(	SS	O
배석	배석	NNG	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
대법관	대법관	NNG	O
_	_	_	O
제외	제외	NNG	O
)	)	SS	O
_	_	_	O
중	중	NNP	O
_	_	_	O
45	45	SN	B-NOH
명	명	NNB	I-NOH
(	(	SS	O
85	85	SN	B-PNT
%	%	SW	I-PNT
)	)	SS	O
이	이	JKS	O
_	_	_	O
퇴임	퇴임	NNG	O
_	_	_	O
후	후	NNG	O
_	_	_	O
변호사	변호사	NNG	O
_	_	_	O
활동	활동	NNG	O
을	을	JKO	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 10
## 17일 라오스전, 누가누가 뛰나 봅시다
## <17일:DAT> <라오스:LOC>전, 누가누가 뛰나 봅시다
17	17	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
라오스	라오스	NNP	B-LOC
전	전	XSN	O
,	,	SP	O
_	_	_	O
누가	누가	NNP	O
누	누구	NP	O
가	가	JKS	O
_	_	_	O
뛰	뛰	NNG	O
나	나	JX	O
_	_	_	O
봅시다	보+ㅂ시다	VV+EF	O

## 11
## 시장경제의 세계화란 역사의 추세에 동승하겠다는 그의 선택은 공산당 통치와 전체주의 독재를 자동적으로 연계시켰던 관행을 바꾸어야 할 새 시대가 왔음을 알려주었다.
## 시장경제의 세계화란 역사의 추세에 동승하겠다는 그의 선택은 <공산당:ORG> 통치와 전체주의 독재를 자동적으로 연계시켰던 관행을 바꾸어야 할 새 시대가 왔음을 알려주었다.
시장	시장	NNG	O
경제	경제	NNG	O
의	의	JKG	O
_	_	_	O
세계화	세계화	NNG	O
란	란	JX	O
_	_	_	O
역사	역사	NNG	O
의	의	JKG	O
_	_	_	O
추세	추세	NNG	O
에	에	JKB	O
_	_	_	O
동승하	동승하	VV	O
겠	겠	EP	O
다는	다는	ETM	O
_	_	_	O
그	그	NP	O
의	의	JKG	O
_	_	_	O
선택	선택	NNG	O
은	은	JX	O
_	_	_	O
공산당	공산당	NNP	B-ORG
_	_	_	O
통치	통치	NNG	O
와	와	JC	O
_	_	_	O
전체주의	전체주의	NNG	O
_	_	_	O
독재	독재	NNG	O
를	를	JKO	O
_	_	_	O
자동적	자동적	NNG	O
으로	으로	JKB	O
_	_	_	O
연계	연계	NNG	O
시	시키	XSV	O
켰	었	EP	O
던	던	ETM	O
_	_	_	O
관행	관행	NNG	O
을	을	JKO	O
_	_	_	O
바꾸	바꾸	VV	O
어야	어야	EC	O
_	_	_	O
할	하+ㄹ	VX+ETM	O
_	_	_	O
새	새	MM	O
_	_	_	O
시대	시대	NNG	O
가	가	JKS	O
_	_	_	O
왔	+았	+EP	O
음	음	ETN	O
을	을	JKO	O
_	_	_	O
알려	알리+어	VV+EC	O
주	주	VX	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 덩샤오핑이 이끄는 중국은 더 이상 유일지도체제가 아니며 외부로부터 차단된 폐쇄사회나 경제가 아닌 새 실험을 진행하는 나라가 된 것이다.
## <덩샤오핑:PER>이 이끄는 <중국:ORG>은 더 이상 유일지도체제가 아니며 외부로부터 차단된 폐쇄사회나 경제가 아닌 새 실험을 진행하는 나라가 된 것이다.
덩샤오핑	덩샤오핑	NNP	B-PER
이	이	JKS	O
_	_	_	O
이끄	이끌	VV	O
는	는	ETM	O
_	_	_	O
중국	중국	NNP	B-ORG
은	은	JX	O
_	_	_	O
더	더	MAG	O
_	_	_	O
이상	이상	NNG	O
_	_	_	O
유일	유일	NNG	O
지도	지도	NNG	O
체제	체제	NNG	O
가	가	JKC	O
_	_	_	O
아니	아니	VCN	O
며	며	EC	O
_	_	_	O
외부	외부	NNG	O
로부터	로부터	JKB	O
_	_	_	O
차단된	차단되+ㄴ	VV+ETM	O
_	_	_	O
폐쇄	폐쇄	NNG	O
사회	사회	NNG	O
나	나	JC	O
_	_	_	O
경제	경제	NNG	O
가	가	JKC	O
_	_	_	O
아닌	아니+ㄴ	VCN+ETM	O
_	_	_	O
새	새	NNG	O
_	_	_	O
실험	실험	NNG	O
을	을	JKO	O
_	_	_	O
진행하	진행하	VV	O
는	는	ETM	O
_	_	_	O
나라	나라	NNG	O
가	가	JKC	O
_	_	_	O
된	되+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 13
## 일본여자프로골프(JLPGA) 투어에서 뛰고 있는 이보미(26·마스터스GC)의 스승 조범수(63) 코치는 ‘호랑이 선생님’으로 통한다.
## <일본여자프로골프:ORG>(<JLPGA:ORG>) 투어에서 뛰고 있는 <이보미:PER>(<26:NOH>·<마스터스GC:ORG>)의 스승 <조범수:PER>(<63:NOH>) 코치는 ‘호랑이 선생님’으로 통한다.
일본	일본	NNP	B-ORG
여자	여자	NNG	I-ORG
프로	프로	NNG	I-ORG
골프	골프	NNG	I-ORG
(	(	SS	O
JLPGA	JLPGA	SL	B-ORG
)	)	SS	O
_	_	_	O
투어	투어	NNG	O
에서	에서	JKB	O
_	_	_	O
뛰	뛰	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
이보미	이보미	NNP	B-PER
(	(	SS	O
26	26	SN	B-NOH
·	·	SP	O
마스터스	마스터스	NNG	B-ORG
GC	GC	SL	I-ORG
)	)	SS	O
의	의	JKG	O
_	_	_	O
스승	스승	NNG	O
_	_	_	O
조범수	조범수	NNP	B-PER
(	(	SS	O
63	63	SN	B-NOH
)	)	SS	O
_	_	_	O
코치	코치	NNG	O
는	는	JX	O
_	_	_	O
‘	‘	SS	O
호랑이	호랑이	NNG	O
_	_	_	O
선생님	선생님	NNG	O
’	’	SS	O
으로	으로	JKB	O
_	_	_	O
통한다	통하+ㄴ다	VV+EF	O
.	.	SF	O

## 14
## 몸 상태를 회복하고 올랜도에서 샷 훈련에 집중한 뒤 2월 초 코츠 챔피언십으로 첫 대회를 치른다.
## 몸 상태를 회복하고 <올랜도:LOC>에서 샷 훈련에 집중한 뒤 <2월:DAT> 초 <코츠 챔피언십:POH>으로 <첫:NOH> 대회를 치른다.
몸	몸	NNG	O
_	_	_	O
상태	상태	NNG	O
를	를	JKO	O
_	_	_	O
회복하	회복하	VV	O
고	고	EC	O
_	_	_	O
올랜도	올랜도	NNP	B-LOC
에서	에서	JKB	O
_	_	_	O
샷	샷	NNG	O
_	_	_	O
훈련	훈련	NNG	O
에	에	JKB	O
_	_	_	O
집중한	집중하+ㄴ	VV+ETM	O
_	_	_	O
뒤	뒤	NNG	O
_	_	_	O
2	2	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
초	초	NNB	O
_	_	_	O
코츠	코츠	NNP	B-POH
_	_	_	I-POH
챔피언십	챔피언십	NNG	I-POH
으로	으로	JKB	O
_	_	_	O
첫	첫	MM	B-NOH
_	_	_	O
대회	대회	NNG	O
를	를	JKO	O
_	_	_	O
치른다	치르+ㄴ다	VV+EF	O
.	.	SF	O

