## 1
## 한 팀에서 한꺼번에 6명을 준 것은 이때가 유일했다.
## <한 팀:NOH>에서 한꺼번에 <6명:NOH>을 준 것은 이때가 유일했다.
한	한	MM	B-NOH
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 5
## 하지만 허가를 기다렸던 국내 은행 3곳(국민, 신한, 기업)은 모두 탈락했다.
## 하지만 허가를 기다렸던 국내 은행 <3곳:NOH>(<국민:ORG>, <신한:ORG>, <기업:ORG>)은 모두 탈락했다.
하지만	하지만	MAJ	O
_	_	_	O
허가	허가	NNG	O
를	를	JKO	O
_	_	_	O
기다	기다리	VV	O
렸	었	EP	O
던	던	ETM	O
_	_	_	O
국내	국내	NNG	O
_	_	_	O
은행	은행	NNG	O
_	_	_	O
3	3	SN	B-NOH
곳	곳	NNG	I-NOH
(	(	SS	O
국민	국민	NNG	B-ORG
,	,	SP	O
_	_	_	O
신한	신한	NNP	B-ORG
,	,	SP	O
_	_	_	O
기업	기업	NNG	B-ORG
)	)	SS	O
은	은	JX	O
_	_	_	O
모두	모두	MAG	O
_	_	_	O
탈락	탈락하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 에프가 살아있었다고 해도 함께 당신을 만날 수는 없었을 거예요,
## <에프:PER>가 살아있었다고 해도 함께 당신을 만날 수는 없었을 거예요,
에프	에프	NNG	B-PER
가	가	JKS	O
_	_	_	O
살	살	VV	O
아	아	EC	O
있	있	VX	O
었	었	EP	O
다	다	EC	O
고	고	JKQ	O
_	_	_	O
해도	하+여도	VV+EC	O
_	_	_	O
함께	함께	MAG	O
_	_	_	O
당신	당신	NP	O
을	을	JKO	O
_	_	_	O
만날	만나+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
는	는	JX	O
_	_	_	O
없	없	VA	O
었	었	EP	O
을	을	ETM	O
_	_	_	O
거	것+이	NNB+VCP	O
예요	에요	EC	O
,	,	SP	O

## 7
## 또 운전자의 운행 횟수에 따라 부담금을 매기는 싱가포르의 사례도 참고할 것이라고 밝혔다.
## 또 운전자의 운행 횟수에 따라 부담금을 매기는 <싱가포르:ORG>의 사례도 참고할 것이라고 밝혔다.
또	또	MAG	O
_	_	_	O
운전자	운전자	NNG	O
의	의	JKG	O
_	_	_	O
운행	운행	NNG	O
_	_	_	O
횟수	횟수	NNG	O
에	에	JKB	O
_	_	_	O
따	따르	VV	O
라	아	EC	O
_	_	_	O
부담금	부담금	NNG	O
을	을	JKO	O
_	_	_	O
매기	매기	VV	O
는	는	ETM	O
_	_	_	O
싱가포르	싱가포르	NNP	B-ORG
의	의	JKG	O
_	_	_	O
사례	사례	NNG	O
도	도	JX	O
_	_	_	O
참고할	참고하+ㄹ	VV+ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
라고	라고	EC	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 대한항공 조종사, 11년 만에 파업…22~26일까지 84편 결항
## <대한항공:ORG> 조종사, <11년 만:DUR>에 파업…<22~26일:DUR>까지 <84편:NOH> 결항
대한항공	대한항공	NNP	B-ORG
_	_	_	O
조종사	조종사	NNG	O
,	,	SP	O
_	_	_	O
11	11	SN	B-DUR
년	년	NNB	I-DUR
_	_	_	I-DUR
만	만	NNB	I-DUR
에	에	JKB	O
_	_	_	O
파업	파업	NNG	O
…	…	SE	O
22	22	SN	B-DUR
~	~	SO	I-DUR
26	26	SN	I-DUR
일	일	NNB	I-DUR
까지	까지	JX	O
_	_	_	O
84	84	SN	B-NOH
편	편	NNB	I-NOH
_	_	_	O
결항	결항	NNG	O

## 9
## SK그룹 측은 “주요 계열사 대표들은 이미 지난해 교체가 이뤄진 상태”라며 “업종별로 경쟁이 치열한 상황에서 계열사 대표를 급하게 바꾸기 보단 이들이 가진 노하우를 적극 활용하자는 게 최 회장의 생각”이라고 설명했다.
## <SK그룹:ORG> 측은 “주요 계열사 대표들은 이미 지난해 교체가 이뤄진 상태”라며 “업종별로 경쟁이 치열한 상황에서 계열사 대표를 급하게 바꾸기 보단 이들이 가진 노하우를 적극 활용하자는 게 <최:PER> 회장의 생각”이라고 설명했다.
SK	SK	SL	B-ORG
그룹	그룹	NNG	I-ORG
_	_	_	O
측	측	NNB	O
은	은	JX	O
_	_	_	O
“	“	SS	O
주요	주요	NNG	O
_	_	_	O
계열사	계열사	NNG	O
_	_	_	O
대표	대표	NNG	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
이미	이미	MAG	O
_	_	_	O
지난해	지난해	NNG	O
_	_	_	O
교체	교체	NNG	O
가	가	JKS	O
_	_	_	O
이뤄진	이루어지+ㄴ	VV+ETM	O
_	_	_	O
상태	상태	NNG	O
”	”	SS	O
라며	라며	EC	O
_	_	_	O
“	“	SS	O
업종	업종	NNG	O
별	별	XSN	O
로	로	JKB	O
_	_	_	O
경쟁	경쟁	NNG	O
이	이	JKS	O
_	_	_	O
치열한	치열하+ㄴ	VA+ETM	O
_	_	_	O
상황	상황	NNG	O
에서	에서	JKB	O
_	_	_	O
계열사	계열사	NNG	O
_	_	_	O
대표	대표	NNG	O
를	를	JKO	O
_	_	_	O
급하	급하	VA	O
게	게	EC	O
_	_	_	O
바꾸	바꾸	VV	O
기	기	ETN	O
_	_	_	O
보단	보다+ㄴ	JKB+JX	O
_	_	_	O
이	이	NP	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
가진	가지+ㄴ	VV+ETM	O
_	_	_	O
노하우	노하우	NNG	O
를	를	JKO	O
_	_	_	O
적극	적극	NNG	O
_	_	_	O
활용하	활용하	VV	O
자는	자는	ETM	O
_	_	_	O
게	것+이	NNB+JKS	O
_	_	_	O
최	최	NNP	B-PER
_	_	_	O
회장	회장	NNG	O
의	의	JKG	O
_	_	_	O
생각	생각	NNG	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
설명	설명하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 지난해 여름에는 코넌 도일이 쓰지 않은 또 다른 ‘셜록 홈스’ 시리즈인 ‘셜록 홈스: 모리어티의 죽음’이 나왔고, 최근에는 드라마 ‘셜록’의 공식 가이드북인 ‘셜록: 크로니클’이 출간되는 등 관련 책도 여럿 나왔다.
## 지난해 여름에는 <코넌 도일:PER>이 쓰지 않은 또 다른 ‘<셜록 홈스:POH>’ 시리즈인 ‘<셜록 홈스: 모리어티의 죽음:POH>’이 나왔고, 최근에는 드라마 ‘<셜록:POH>’의 공식 가이드북인 ‘<셜록: 크로니클:POH>’이 출간되는 등 관련 책도 여럿 나왔다.
지난해	지난해	NNG	O
_	_	_	O
여름	여름	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
코넌	코넌	NNP	B-PER
_	_	_	I-PER
도일	도일	NNP	I-PER
이	이	JKS	O
_	_	_	O
쓰	쓰	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
은	은	ETM	O
_	_	_	O
또	또	MAG	O
_	_	_	O
다른	다른	MM	O
_	_	_	O
‘	‘	SS	O
셜록	셜록	NNP	B-POH
_	_	_	I-POH
홈스	홈스	NNP	I-POH
’	’	SS	O
_	_	_	O
시리즈	시리즈	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
‘	‘	SS	O
셜록	셜록	NNP	B-POH
_	_	_	I-POH
홈스	홈스	NNP	I-POH
:	:	SP	I-POH
_	_	_	I-POH
모리어	모리어	NNP	I-POH
티	티	NNG	I-POH
의	의	JKG	I-POH
_	_	_	I-POH
죽음	죽음	NNG	I-POH
’	’	SS	O
이	이	JKS	O
_	_	_	O
나	나오	VV	O
왔	았	EP	O
고	고	EC	O
,	,	SP	O
_	_	_	O
최근	최근	NNG	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
드라마	드라마	NNG	O
_	_	_	O
‘	‘	SS	O
셜록	셜록	NNP	B-POH
’	’	SS	O
의	의	JKG	O
_	_	_	O
공식	공식	NNG	O
_	_	_	O
가이드북	가이드북	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
‘	‘	SS	O
셜록	셜록	NNP	B-POH
:	:	SP	I-POH
_	_	_	I-POH
크로니클	크로니클	NNG	I-POH
’	’	SS	O
이	이	JKS	O
_	_	_	O
출간되	출간되	VV	O
는	는	ETM	O
_	_	_	O
등	등	NNB	O
_	_	_	O
관련	관련	NNG	O
_	_	_	O
책	책	NNG	O
도	도	JX	O
_	_	_	O
여럿	여럿	NNG	O
_	_	_	O
나	나오	VV	O
왔	았	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 힐링캠프 설현.‘힐링캠프’ 설현, 깜짝 전화 연결 “과거엔 손호영이 좋았다”…지금은 누구?‘힐링캠프’ 설현이 깜짝 전화 연결로 윤계상에 대한 호감을 드러냈다.
## <힐링캠프:POH> <설현:PER>.‘<힐링캠프:POH>’ <설현:PER>, 깜짝 전화 연결 “과거엔 <손호영:PER>이 좋았다”…지금은 누구?‘<힐링캠프:POH>’ <설현:PER>이 깜짝 전화 연결로 <윤계상:PER>에 대한 호감을 드러냈다.
힐링	힐링	NNG	B-POH
캠프	캠프	NNG	I-POH
_	_	_	O
설현	설현	NNP	B-PER
.	.	SF	O
‘	‘	SS	O
힐링	힐링	NNG	B-POH
캠프	캠프	NNG	I-POH
’	’	SS	O
_	_	_	O
설현	설현	NNP	B-PER
,	,	SP	O
_	_	_	O
깜짝	깜짝	MAG	O
_	_	_	O
전화	전화	NNG	O
_	_	_	O
연결	연결	NNG	O
_	_	_	O
“	“	SS	O
과거	과거	NNG	O
엔	에+ㄴ	JKB+JX	O
_	_	_	O
손호영	손호영	NNP	B-PER
이	이	JKS	O
_	_	_	O
좋	좋	VA	O
았	았	EP	O
다	다	EF	O
”	”	SS	O
…	…	SE	O
지금	지금	NNG	O
은	은	JX	O
_	_	_	O
누구	누구	NP	O
?	?	SF	O
‘	‘	SS	O
힐링	힐링	NNG	B-POH
캠프	캠프	NNG	I-POH
’	’	SS	O
_	_	_	O
설현	설현	NNP	B-PER
이	이	JKS	O
_	_	_	O
깜짝	깜짝	MAG	O
_	_	_	O
전화	전화	NNG	O
_	_	_	O
연결	연결	NNG	O
로	로	JKB	O
_	_	_	O
윤계상	윤계상	NNP	B-PER
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
호감	호감	NNG	O
을	을	JKO	O
_	_	_	O
드러냈	드러내+었	VV+EP	O
다	다	EF	O
.	.	SF	O

## 12
## 7일 방송된 SBS ‘힐링캠프-500인’에서는 국민그룹 god가 13년 만에 완전체 게스트로 출연했다.
## <7일:DAT> 방송된 <SBS:POH> ‘<힐링캠프-500인:POH>’에서는 국민그룹 <god:ORG>가 <13년 만:DUR>에 완전체 게스트로 출연했다.
7	7	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
방송된	방송되+ㄴ	VV+ETM	O
_	_	_	O
SBS	SBS	SL	B-POH
_	_	_	O
‘	‘	SS	O
힐링	힐링	NNG	B-POH
캠프	캠프	NNG	I-POH
-	-	SO	I-POH
500	500	SN	I-POH
인	인	NNG	I-POH
’	’	SS	O
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
국민	국민	NNG	O
그룹	그룹	NNG	O
_	_	_	O
god	god	SL	B-ORG
가	가	JKS	O
_	_	_	O
13	13	SN	B-DUR
년	년	NNB	I-DUR
_	_	_	I-DUR
만	만	NNB	I-DUR
에	에	JKB	O
_	_	_	O
완전체	완전체	NNG	O
_	_	_	O
게스트	게스트	NNG	O
로	로	JKB	O
_	_	_	O
출연	출연하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 이날 방송에서 god 멤버 데니안이 “요즘에 설현 씨가 예쁘더라”고 말했고, 이어 걸그룹 AOA 멤버 설현이 팬 자격으로 god와 전화 통화를 했다.
## 이날 방송에서 <god:ORG> 멤버 <데니안:PER>이 “요즘에 <설현:PER> 씨가 예쁘더라”고 말했고, 이어 걸그룹 <AOA:ORG> 멤버 <설현:PER>이 팬 자격으로 <god:ORG>와 전화 통화를 했다.
이날	이날	NNG	O
_	_	_	O
방송	방송	NNG	O
에서	에서	JKB	O
_	_	_	O
god	god	SL	B-ORG
_	_	_	O
멤버	멤버	NNG	O
_	_	_	O
데니안	데니안	NNP	B-PER
이	이	JKS	O
_	_	_	O
“	“	SS	O
요즘	요즘	NNG	O
에	에	JKB	O
_	_	_	O
설현	설현	NNP	B-PER
_	_	_	O
씨	씨	NNB	O
가	가	JKS	O
_	_	_	O
예쁘	예쁘	VA	O
더라	더라	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
고	고	EC	O
,	,	SP	O
_	_	_	O
이어	이어	MAG	O
_	_	_	O
걸그룹	걸그룹	NNG	O
_	_	_	O
AOA	AOA	SL	B-ORG
_	_	_	O
멤버	멤버	NNG	O
_	_	_	O
설현	설현	NNP	B-PER
이	이	JKS	O
_	_	_	O
팬	패+ㄴ	VV+ETM	O
_	_	_	O
자격	자격	NNG	O
으로	으로	JKB	O
_	_	_	O
god	god	SL	B-ORG
와	와	JKB	O
_	_	_	O
전화	전화	NNG	O
_	_	_	O
통화	통화	NNG	O
를	를	JKO	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 14
## 설현은 “6살 차이나는 언니가 있다”며 “언니가 god 선배님들 팬이라 언니 따라 노래 듣다가 팬이 돼 언니와 맨날 싸웠다.
## <설현:PER>은 “<6살:NOH> 차이나는 언니가 있다”며 “언니가 <god:ORG> 선배님들 팬이라 언니 따라 노래 듣다가 팬이 돼 언니와 맨날 싸웠다.
설현	설현	NNP	B-PER
은	은	JX	O
_	_	_	O
“	“	SS	O
6	6	SN	B-NOH
살	살	NNB	I-NOH
_	_	_	O
차이나	차이나	NNP	O
는	는	JX	O
_	_	_	O
언니	언니	NNG	O
가	가	JKS	O
_	_	_	O
있	있	VA	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
언니	언니	NNG	O
가	가	JKS	O
_	_	_	O
god	god	SL	B-ORG
_	_	_	O
선배	선배	NNG	O
님	님	XSN	O
들	들	XSN	O
_	_	_	O
팬	팬	NNG	O
이	이	VCP	O
라	라	EC	O
_	_	_	O
언니	언니	NNG	O
_	_	_	O
따	따르	VV	O
라	아	EC	O
_	_	_	O
노래	노래	NNG	O
_	_	_	O
듣	듣	VV	O
다가	다가	EC	O
_	_	_	O
팬	팬	NNG	O
이	이	JKC	O
_	_	_	O
돼	되+어	VV+EC	O
_	_	_	O
언니	언니	NNG	O
와	와	JKB	O
_	_	_	O
맨날	맨날	MAG	O
_	_	_	O
싸	싸우	VV	O
웠	었	EP	O
다	다	EF	O
.	.	SF	O

