## 1
## 전기안전 전문가인 스티브 커틀러는 “스마트폰이나 노트북 등의 전압은 높지 않은 편이지만 전원 플러그가 연결된 채로 물기가 닿으면 위험할 수 있다”고 경고했다.
## 전기안전 전문가인 <스티브 커틀러:PER>는 “스마트폰이나 노트북 등의 전압은 높지 않은 편이지만 전원 플러그가 연결된 채로 물기가 닿으면 위험할 수 있다”고 경고했다.
전기	전기	NNG	O
_	_	_	O
감전사	감전사하	VV	O
했	였	EP	O
다는	다는	ETM	O
_	_	_	O
보도	보도	NNG	O
가	가	JKS	O
_	_	_	O
있	있	VA	O
었	었	EP	O
고	고	EC	O
,	,	SP	O
_	_	_	O
2013	2013	SN	B-DAT
년	년	NNB	I-DAT
에	에	JKB	O
도	도	JX	O
_	_	_	O
중국	중국	NNP	B-ORG
_	_	_	I-ORG
남방	남방	NNG	I-ORG
항공	항공	NNG	I-ORG
_	_	_	O
소속	소속	NNG	O
_	_	_	O
20	20	SN	B-NOH
대	대	NNB	I-NOH
_	_	_	O
여성	여성	NNG	O
_	_	_	O
승무원	승무원	NNG	O
이	이	JKS	O
_	_	_	O
샤워	샤워	NNG	O
를	를	JKO	O
_	_	_	O
마치	마치	VV	O
고	고	EC	O
_	_	_	O
나	나오	VV	O
와	아	EC	O
_	_	_	O
충전	충전	NNG	O
중	중	NNB	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
아이폰	아이폰	NNG	B-POH
으로	으로	JKB	O
_	_	_	O
통화하	통화하	VV	O
다	다	EF	O

## 3
## [동아포토]한복 입은 동심 "새해 복 많이 받으세요"
## [<동아포토:POH>]한복 입은 동심 "새해 복 많이 받으세요"
[	[	SS	O
동아	동아	NNP	B-POH
포토	포토	NNG	I-POH
]	]	SS	O
한복	한복	NNG	O
_	_	_	O
입	입	VV	O
은	은	ETM	O
_	_	_	O
동심	동심	NNG	O
_	_	_	O
"	"	SS	O
새해	새해	NNG	O
_	_	_	O
복	복	NNG	O
_	_	_	O
많이	많이	MAG	O
_	_	_	O
받	받	VV	O
으세요	으시+어요	EP+EF	O
"	"	SS	O

## 4
## 이번 주도 책 신청 많이 해주세요.정리=이세라 기자 slwitch@joongang.co.kr 『마인드 스쿨 15. 너만 보면 떨려!』천근아 기획, 김미영 글, 도도 그림, 180쪽, 고릴라박스, 9500원.인성만화『마인드 스쿨 』시리즈의 마지막 권 이야기다.
## 이번 주도 책 신청 많이 해주세요.정리=<이세라:PER> 기자 <slwitch@joongang.co.kr:POH> <『마인드 스쿨 15. 너만 보면 떨려!』:POH><천근아:PER> 기획, <김미영:PER> 글, <도도:PER> 그림, <180쪽:NOH>, <고릴라박스:ORG>, <9500원:MNY>.인성만화<『마인드 스쿨 』:POH>시리즈의 마지막 권 이야기다.
이번	이번	NNG	O
_	_	_	O
주도	주도	NNG	O
_	_	_	O
책	책	NNG	O
_	_	_	O
신청	신청	NNG	O
_	_	_	O
많이	많이	MAG	O
_	_	_	O
해	하+여	VV+EC	O
주	주	VX	O
세요	세요	EF	O
.	.	SF	O
정리	정리	NNG	O
=	=	SW	O
이세라	이세라	NNP	B-PER
_	_	_	O
기자	기자	NNG	O
_	_	_	O
slwitch	slwitch	SL	B-POH
@	@	SW	I-POH
joongang	joongang	SL	I-POH
.	.	SF	I-POH
co	co	SL	I-POH
.	.	SF	I-POH
kr	kr	SL	I-POH
_	_	_	O
『	『	SS	B-POH
마인드	마인드	NNG	I-POH
_	_	_	I-POH
스쿨	스쿨	NNG	I-POH
_	_	_	I-POH
15	15	SN	I-POH
.	.	SF	I-POH
_	_	_	I-POH
너	너	NP	I-POH
만	만	JX	I-POH
_	_	_	I-POH
보	보	VV	I-POH
면	면	EC	I-POH
_	_	_	I-POH
떨려	떨리+어	VV+EF	I-POH
!	!	SF	I-POH
』	』	SS	I-POH
천	천	NR	B-PER
근	근	NNB	I-PER
아	아	XSN	I-PER
_	_	_	O
기획	기획	NNG	O
,	,	SP	O
_	_	_	O
김미영	김미영	NNP	B-PER
_	_	_	O
글	글	NNG	O
,	,	SP	O
_	_	_	O
도도	도도	NNG	B-PER
_	_	_	O
그림	그림	NNG	O
,	,	SP	O
_	_	_	O
180	180	SN	B-NOH
쪽	쪽	NNG	I-NOH
,	,	SP	O
_	_	_	O
고릴라	고릴라	NNG	B-ORG
박스	박스	NNG	I-ORG
,	,	SP	O
_	_	_	O
9500	9500	SN	B-MNY
원	원	NNB	I-MNY
.	.	SF	O
인성	인성	NNG	O
만화	만화	NNG	O
『	『	SS	B-POH
마인드	마인드	NNG	I-POH
_	_	_	I-POH
스쿨	스쿨	NNG	I-POH
_	_	_	I-POH
』	』	SS	I-POH
시리즈	시리즈	NNG	O
의	의	JKG	O
_	_	_	O
마지막	마지막	NNG	O
_	_	_	O
권	권	NNB	O
_	_	_	O
이야기	이야기+이	NNG+VCP	O
다	다	EF	O
.	.	SF	O

## 5
## 한편 노홍철은 최근 자전거를 타고 이동하는 모습이 포착된 바 있다.
## 한편 <노홍철:PER>은 최근 자전거를 타고 이동하는 모습이 포착된 바 있다.
한편	한편	MAG	O
_	_	_	O
노홍철	노홍철	NNP	B-PER
은	은	JX	O
_	_	_	O
최근	최근	NNG	O
_	_	_	O
자전거	자전거	NNG	O
를	를	JKO	O
_	_	_	O
타	타	VV	O
고	고	EC	O
_	_	_	O
이동하	이동하	VV	O
는	는	ETM	O
_	_	_	O
모습	모습	NNG	O
이	이	JKS	O
_	_	_	O
포착된	포착되+ㄴ	VV+ETM	O
_	_	_	O
바	바	NNB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 6
## ‘끝까지 간다’는 스타 5인과 100인의 방청객이 함께하는 노래 대결 프로그램으로 매주 화요일 오후 9시 40분 방송된다.
## ‘<끝까지 간다:POH>’는 스타 <5인:NOH>과 <100인:NOH>의 방청객이 함께하는 노래 대결 프로그램으로 매주 <화요일:DAT> <오후 9시 40분:TIM> 방송된다.
‘	‘	SS	O
끝	끝	NNG	B-POH
까지	까지	JX	I-POH
_	_	_	I-POH
간다	가+ㄴ다	VV+EF	I-POH
’	’	SS	O
는	는	JX	O
_	_	_	O
스타	스타	NNG	O
_	_	_	O
5	5	SN	B-NOH
인	인	NNG	I-NOH
과	과	JC	O
_	_	_	O
100	100	SN	B-NOH
인	인	NNG	I-NOH
의	의	JKG	O
_	_	_	O
방청객	방청객	NNG	O
이	이	JKS	O
_	_	_	O
함께하	함께하	VV	O
는	는	ETM	O
_	_	_	O
노래	노래	NNG	O
_	_	_	O
대결	대결	NNG	O
_	_	_	O
프로그램	프로그램	NNG	O
으로	으로	JKB	O
_	_	_	O
매주	매주	MAG	O
_	_	_	O
화요일	화요일	NNG	B-DAT
_	_	_	O
오후	오후	NNG	B-TIM
_	_	_	I-TIM
9	9	SN	I-TIM
시	시	NNB	I-TIM
_	_	_	I-TIM
40	40	SN	I-TIM
분	분	NNB	I-TIM
_	_	_	O
방송된다	방송되+ㄴ다	VV+EF	O
.	.	SF	O

## 7
## 이 소식에 네티즌들은 "노홍철, 그 녀석 보고싶네" "노홍철, 식스맨보다 노홍철“ "노홍철, 이젠 복귀하세요“ 등의 반응을 보였다.
## 이 소식에 네티즌들은 "<노홍철:PER>, 그 녀석 보고싶네" "<노홍철:PER>, 식스맨보다 <노홍철:PER>“ "<노홍철:PER>, 이젠 복귀하세요“ 등의 반응을 보였다.
이	이	MM	O
_	_	_	O
소식	소식	NNG	O
에	에	JKB	O
_	_	_	O
네티즌	네티즌	NNG	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
"	"	SS	O
노홍철	노홍철	NNP	B-PER
,	,	SP	O
_	_	_	O
그	그	MM	O
_	_	_	O
녀석	녀석	NNB	O
_	_	_	O
보	보	VV	O
고	고	EC	O
싶	싶	VX	O
네	네	EF	O
"	"	SS	O
_	_	_	O
"	"	SS	O
노홍철	노홍철	NNP	B-PER
,	,	SP	O
_	_	_	O
식스	식스	NNG	O
맨	맨	NNG	O
보다	보다	JKB	O
_	_	_	O
노홍철	노홍철	NNP	B-PER
“	“	SS	O
_	_	_	O
"	"	SS	O
노홍철	노홍철	NNP	B-PER
,	,	SP	O
_	_	_	O
이젠	이제+ㄴ	NNG+JX	O
_	_	_	O
복귀하	복귀하	VV	O
세요	세요	EF	O
“	“	SS	O
_	_	_	O
등	등	NNB	O
의	의	JKG	O
_	_	_	O
반응	반응	NNG	O
을	을	JKO	O
_	_	_	O
보	보이	VV	O
였	었	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 그는 “미국의 군사력은 튼튼한 경제를 기반으로 하는 것”이라며 “TPP는 (참여국 간의) 동맹과 파트너십을 더욱 강화하는 것은 물론이고 아태 지역에 대한 우리의 지속적인 책무를 강조하는 것이다.
## 그는 “<미국:ORG>의 군사력은 튼튼한 경제를 기반으로 하는 것”이라며 “<TPP:ORG>는 (참여국 간의) 동맹과 파트너십을 더욱 강화하는 것은 물론이고 <아태:LOC> 지역에 대한 우리의 지속적인 책무를 강조하는 것이다.
그	그	NP	O
는	는	JX	O
_	_	_	O
“	“	SS	O
미국	미국	NNP	B-ORG
의	의	JKG	O
_	_	_	O
군사력	군사력	NNG	O
은	은	JX	O
_	_	_	O
튼튼한	튼튼하+ㄴ	VA+ETM	O
_	_	_	O
경제	경제	NNG	O
를	를	JKO	O
_	_	_	O
기반	기반	NNG	O
으로	으로	JKB	O
_	_	_	O
하	하	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
”	”	SS	O
이	이	VCP	O
라며	라며	EC	O
_	_	_	O
“	“	SS	O
TPP	TPP	SL	B-ORG
는	는	JX	O
_	_	_	O
(	(	SS	O
참여국	참여국	NNG	O
_	_	_	O
간	간	NNB	O
의	의	JKG	O
)	)	SS	O
_	_	_	O
동맹	동맹	NNG	O
과	과	JC	O
_	_	_	O
파트너십	파트너십	NNG	O
을	을	JKO	O
_	_	_	O
더욱	더욱	MAG	O
_	_	_	O
강화하	강화하	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
은	은	JX	O
_	_	_	O
물론	물론	NNG	O
이	이	VCP	O
고	고	EC	O
_	_	_	O
아태	아태	NNP	B-LOC
_	_	_	O
지역	지역	NNG	O
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
우리	우리	NP	O
의	의	JKG	O
_	_	_	O
지속적	지속적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
책무	책무	NNG	O
를	를	JKO	O
_	_	_	O
강조하	강조하	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 9
## ‘박영규 수상소감, 아들 언급’배우 박영규가 먼저 떠난 아들에 대한 그리움을 수상소감에 담았다.
## ‘<박영규:PER> 수상소감, 아들 언급’배우 <박영규:PER>가 먼저 떠난 아들에 대한 그리움을 수상소감에 담았다.
‘	‘	SS	O
박영규	박영규	NNP	B-PER
_	_	_	O
수상	수상	NNG	O
소감	소감	NNG	O
,	,	SP	O
_	_	_	O
아들	아들	NNG	O
_	_	_	O
언급	언급	NNG	O
’	’	SS	O
배우	배우	NNG	O
_	_	_	O
박영규	박영규	NNP	B-PER
가	가	JKS	O
_	_	_	O
먼저	먼저	MAG	O
_	_	_	O
떠난	떠나+ㄹ	VV+ETM	O
_	_	_	O
아들	아들	NNG	O
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
그리움	그리움	NNG	O
을	을	JKO	O
_	_	_	O
수상	수상	NNG	O
소감	소감	NNG	O
에	에	JKB	O
_	_	_	O
담	담	VV	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 박영규는 지난달 31일 생방송으로 진행된 ‘2014 KBS 연기대상’에서 장편드라마 부문의 우수 연기상을 수상했다.
## <박영규:PER>는 지난달 <31일:DAT> 생방송으로 진행된 ‘<2014:DAT> <KBS 연기대상:POH>’에서 장편드라마 부문의 우수 연기상을 수상했다.
박영규	박영규	NNP	B-PER
는	는	JX	O
_	_	_	O
지난달	지난달	NNG	O
_	_	_	O
31	31	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
생방송	생방송	NNG	O
으로	으로	JKB	O
_	_	_	O
진행된	진행되+ㄴ	VV+ETM	O
_	_	_	O
‘	‘	SS	O
2014	2014	SN	B-DAT
_	_	_	O
KBS	KBS	SL	B-POH
_	_	_	I-POH
연기	연기	NNG	I-POH
대상	대상	NNG	I-POH
’	’	SS	O
에서	에서	JKB	O
_	_	_	O
장편	장편	NNG	O
드라마	드라마	NNG	O
_	_	_	O
부문	부문	NNG	O
의	의	JKG	O
_	_	_	O
우수	우수	NNG	O
_	_	_	O
연기	연기	NNG	O
상	상	NNG	O
을	을	JKO	O
_	_	_	O
수상	수상하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 이날 박영규는 “시골에서 올라와 배우를 꿈꾸며 열심히 살았다.
## 이날 <박영규:PER>는 “시골에서 올라와 배우를 꿈꾸며 열심히 살았다.
이날	이날	NNG	O
_	_	_	O
박영규	박영규	NNP	B-PER
는	는	JX	O
_	_	_	O
“	“	SS	O
시골	시골	NNG	O
에서	에서	JKB	O
_	_	_	O
올라	올라오	VV	O
와	아	EC	O
_	_	_	O
배우	배우	NNG	O
를	를	JKO	O
_	_	_	O
꿈꾸	꿈꾸	VV	O
며	며	EC	O
_	_	_	O
열심히	열심히	MAG	O
_	_	_	O
살	살	VV	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 소릉 복위는 무산되었지만 무소불위의 공신 세력에 정면에서 맞설 수 있는 신진 정치세력이 등장하고 있음을 보여준 사건이었다.
## <소릉:PER> 복위는 무산되었지만 무소불위의 공신 세력에 정면에서 맞설 수 있는 신진 정치세력이 등장하고 있음을 보여준 사건이었다.
소릉	소릉	NNP	B-PER
_	_	_	O
복위	복위	NNG	O
는	는	JX	O
_	_	_	O
무산되	무산되	VV	O
었	었	EP	O
지만	지만	EC	O
_	_	_	O
무소불위	무소불위	NNG	O
의	의	JKG	O
_	_	_	O
공신	공신	NNG	O
_	_	_	O
세력	세력	NNG	O
에	에	JKB	O
_	_	_	O
정면	정면	NNG	O
에서	에서	JKB	O
_	_	_	O
맞설	맞서+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
신진	신진	NNG	O
_	_	_	O
정치	정치	NNG	O
세력	세력	NNG	O
이	이	JKS	O
_	_	_	O
등장하	등장하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
음	음	ETN	O
을	을	JKO	O
_	_	_	O
보	보이	VV	O
여	어	EC	O
준	주+ㄴ	VX+ETM	O
_	_	_	O
사건	사건	NNG	O
이	이	VCP	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 회추위가 역대 회장에게 후보들에 대한 평판을 모두 듣고 심층 분석했을 정도로 선출 과정이 만만치 않았다고 했다.
## <회추위:ORG>가 역대 회장에게 후보들에 대한 평판을 모두 듣고 심층 분석했을 정도로 선출 과정이 만만치 않았다고 했다.
회	회	XSN	B-ORG
추위	추위	NNG	I-ORG
가	가	JKS	O
_	_	_	O
역대	역대	NNG	O
_	_	_	O
회장	회장	NNG	O
에게	에게	JKB	O
_	_	_	O
후보	후보	NNG	O
들	들	XSN	O
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
평판	평판	NNG	O
을	을	JKO	O
_	_	_	O
모두	모두	MAG	O
_	_	_	O
듣	듣	VV	O
고	고	EC	O
_	_	_	O
심층	심층	NNG	O
_	_	_	O
분석	분석하	VV	O
했	였	EP	O
을	을	ETM	O
_	_	_	O
정도	정도	NNG	O
로	로	JKB	O
_	_	_	O
선출	선출	NNG	O
_	_	_	O
과정	과정	NNG	O
이	이	JKS	O
_	_	_	O
만만	만만하	VA	O
치	지	EC	O
_	_	_	O
않	않	VX	O
았	았	EP	O
다고	다고	EC	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
.	.	SF	O

## 14
## 베저스 CEO는 “다른 실리콘밸리 기업 흉내 내다간 우린 망한다”고 말해왔다.
## <베저스:ORG> CEO는 “다른 <실리콘밸리:LOC> 기업 흉내 내다간 우린 망한다”고 말해왔다.
베	베	NNG	B-ORG
저스	저스	NNP	I-ORG
_	_	_	O
CEO	CEO	SL	O
는	는	JX	O
_	_	_	O
“	“	SS	O
다른	다른	MM	O
_	_	_	O
실리콘밸리	실리콘밸리	NNP	B-LOC
_	_	_	O
기업	기업	NNG	O
_	_	_	O
흉내	흉내	NNG	O
_	_	_	O
내	내	VV	O
다간	다가+ㄴ	EC+JX	O
_	_	_	O
우린	우리+ㄴ	NP+JX	O
_	_	_	O
망한다	망하+ㄴ다	VV+EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
말해	말하+여+오	VV+EC+VX	O
왔	았	EP	O
다	다	EF	O
.	.	SF	O

## 15
## ‘하루 11억’ 테일러 스위프트, 세계에서 가장 돈 많이 버는 가수
## ‘하루 <11억:MNY>’ <테일러 스위프트:PER>, 세계에서 가장 돈 많이 버는 가수
‘	‘	SS	O
하루	하루	NNG	O
_	_	_	O
11	11	SN	B-MNY
억	억	NR	I-MNY
’	’	SS	O
_	_	_	O
테일러	테일러	NNP	B-PER
_	_	_	I-PER
스위프트	스위프트	NNP	I-PER
,	,	SP	O
_	_	_	O
세계	세계	NNG	O
에서	에서	JKB	O
_	_	_	O
가장	가장	MAG	O
_	_	_	O
돈	돈	NNG	O
_	_	_	O
많이	많이	MAG	O
_	_	_	O
버	벌	VV	O
는	는	ETM	O
_	_	_	O
가수	가수	NNG	O

## 16
## 부조리극의 일부 같은 이 모습은 ‘살림의료복지사회적협동조합’이 운영하는 ‘살림의원’에서 열린 갑상샘 질환 환자들의 반상회인 ‘갑들의 모임’의 한 장면이다.
## 부조리극의 일부 같은 이 모습은 ‘<살림의료복지사회적협동조합:ORG>’이 운영하는 ‘<살림의원:ORG>’에서 열린 갑상샘 질환 환자들의 반상회인 ‘<갑들의 모임:ORG>’의 한 장면이다.
부조리극	부조리극	NNG	O
의	의	JKG	O
_	_	_	O
일부	일부	NNG	O
_	_	_	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
이	이	MM	O
_	_	_	O
모습	모습	NNG	O
은	은	JX	O
_	_	_	O
‘	‘	SS	O
살림	살림	NNG	B-ORG
의료	의료	NNG	I-ORG
복지	복지	NNG	I-ORG
사회적	사회적	NNG	I-ORG
협동조합	협동조합	NNG	I-ORG
’	’	SS	O
이	이	JKS	O
_	_	_	O
운영하	운영하	VV	O
는	는	ETM	O
_	_	_	O
‘	‘	SS	O
살림	살림	NNG	B-ORG
의원	의원	NNG	I-ORG
’	’	SS	O
에서	에서	JKB	O
_	_	_	O
열린	열리+ㄴ	VV+ETM	O
_	_	_	O
갑상	갑상	NNG	O
샘	샘	NNG	O
_	_	_	O
질환	질환	NNG	O
_	_	_	O
환자	환자	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
반상회	반상회	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
‘	‘	SS	O
갑	갑	NNG	B-ORG
들	들	XSN	I-ORG
의	의	JKG	I-ORG
_	_	_	I-ORG
모임	모임	NNG	I-ORG
’	’	SS	O
의	의	JKG	O
_	_	_	O
한	한	MM	O
_	_	_	O
장면	장면	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 17
## 카라 5월 컴백, 구하라 가슴 향한 '나쁜 손' 기습에 '화들짝'
## <카라:ORG> <5월:DAT> 컴백, <구하라:PER> 가슴 향한 '나쁜 손' 기습에 '화들짝'
카라	카라	NNP	B-ORG
_	_	_	O
5	5	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
컴백	컴백	NNG	O
,	,	SP	O
_	_	_	O
구하	구하	VV	B-PER
라	라	EC	I-PER
_	_	_	O
가슴	가슴	NNG	O
_	_	_	O
향한	향하+ㄴ	VV+ETM	O
_	_	_	O
'	'	SS	O
나쁜	나쁘+ㄴ	VA+ETM	O
_	_	_	O
손	손	NNG	O
'	'	SS	O
_	_	_	O
기습	기습	NNG	O
에	에	JKB	O
_	_	_	O
'	'	SS	O
화들짝	화들짝	MAG	O
'	'	SS	O

