## 1
## 경쟁사들이 중국산 차량을 사겠느냐며 흑색선전도 했다.
## 경쟁사들이 <중국:ORG>산 차량을 사겠느냐며 흑색선전도 했다.
경쟁사	경쟁사	NNG	O
## 4
## 꼭 미국처럼 잘사는 나라를 예로 들지 않아도 된다.
## 꼭 <미국:ORG>처럼 잘사는 나라를 예로 들지 않아도 된다.
꼭	꼭	MAG	O
_	_	_	O
미국	미국	NNP	B-ORG
처럼	처럼	JKB	O
_	_	_	O
잘사	잘살	VV	O
는	는	ETM	O
_	_	_	O
나라	나라	NNG	O
를	를	JKO	O
_	_	_	O
예	예	NNG	O
로	로	JKB	O
_	_	_	O
들	들	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
아도	아도	EC	O
_	_	_	O
된다	되+ㄴ다	VV+EF	O
.	.	SF	O

## 5
## 현재 박 시장의 전용차는 경유차인 그랜드카니발이다.
## 현재 <박:PER> 시장의 전용차는 경유차인 <그랜드카니발:POH>이다.
현재	현재	MAG	O
_	_	_	O
박	박	NNP	B-PER
_	_	_	O
시장	시장	NNG	O
의	의	JKG	O
_	_	_	O
전용차	전용차	NNG	O
는	는	JX	O
_	_	_	O
경유	경유	NNG	O
차	차	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
그랜드	그랜드	NNG	B-POH
카니발	카니발	NNG	I-POH
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 6
## 유군은 “지금은 학교 시험에서는 거의 100점을 놓치지 않는다”며 “문법은 따로 공부한 적이 없지만, 독해하면서 등장하는 문법 지식만 놓치지 않고 챙기려고 한다”고 말했다.
## <유:PER>군은 “지금은 학교 시험에서는 거의 <100점:NOH>을 놓치지 않는다”며 “문법은 따로 공부한 적이 없지만, 독해하면서 등장하는 문법 지식만 놓치지 않고 챙기려고 한다”고 말했다.
유	유	NNP	B-PER
군	군	NNB	O
은	은	JX	O
_	_	_	O
“	“	SS	O
지금	지금	NNG	O
은	은	JX	O
_	_	_	O
학교	학교	NNG	O
_	_	_	O
시험	시험	NNG	O
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
거의	거의	MAG	O
_	_	_	O
100	100	SN	B-NOH
점	점	NNB	I-NOH
을	을	JKO	O
_	_	_	O
놓치	놓치	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
는다	는다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
문법	문법	NNG	O
은	은	JX	O
_	_	_	O
따로	따로	MAG	O
_	_	_	O
공부한	공부하+ㄴ	VV+ETM	O
_	_	_	O
적	적	NNB	O
이	이	JKS	O
_	_	_	O
없	없	VA	O
지만	지만	EC	O
,	,	SP	O
_	_	_	O
독해하	독해하	VV	O
면서	면서	EC	O
_	_	_	O
등장하	등장하	VV	O
는	는	ETM	O
_	_	_	O
문법	문법	NNG	O
_	_	_	O
지식	지식	NNG	O
만	만	JX	O
_	_	_	O
놓치	놓치	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
고	고	EC	O
_	_	_	O
챙기	챙기	VV	O
려고	려고	EC	O
_	_	_	O
한다	하+ㄴ다	VX+EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 또한 이용자들의 누적 소비 시간은 총 7000만 시간으로, 이를 연으로 환산하면 약 8024년 동안 카카오페이지에서 콘텐츠를 소비한 셈이다.
## 또한 이용자들의 누적 소비 시간은 총 <7000만 시간:NOH>으로, 이를 연으로 환산하면 약 <8024년:DUR> 동안 <카카오페이지:POH>에서 콘텐츠를 소비한 셈이다.
또한	또한	MAG	O
_	_	_	O
이용자	이용자	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
누적	누적	NNG	O
_	_	_	O
소비	소비	NNG	O
_	_	_	O
시간	시간	NNG	O
은	은	JX	O
_	_	_	O
총	총	MM	O
_	_	_	O
7000	7000	SN	B-NOH
만	만	NR	I-NOH
_	_	_	I-NOH
시간	시간	NNG	I-NOH
으로	으로	JKB	O
,	,	SP	O
_	_	_	O
이	이	NP	O
를	를	JKO	O
_	_	_	O
연	연	NNG	O
으로	으로	JKB	O
_	_	_	O
환산하	환산하	VV	O
면	면	EC	O
_	_	_	O
약	약	MM	O
_	_	_	O
8024	8024	SN	B-DUR
년	년	NNB	I-DUR
_	_	_	O
동안	동안	NNG	O
_	_	_	O
카카오	카카오	NNP	B-POH
페이지	페이지	NNG	I-POH
에서	에서	JKB	O
_	_	_	O
콘텐츠	콘텐츠	NNG	O
를	를	JKO	O
_	_	_	O
소비한	소비하+ㄴ	VV+ETM	O
_	_	_	O
셈	셈	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 8
## 박 대통령은 “로타리 회원들은 윤리적으로 정직하게 행동한다는 것을 첫 번째 행동강령으로 삼고 있는 것으로 알고 있다”며 “저는 그런 정신으로 우리 사회에 누적돼온 잘못된 관행과 부정부패의 사슬을 끊어내야 한다고 생각한다”고 말했다.
## <박:PER> 대통령은 “<로타리:ORG> 회원들은 윤리적으로 정직하게 행동한다는 것을 <첫 번째:NOH> 행동강령으로 삼고 있는 것으로 알고 있다”며 “저는 그런 정신으로 우리 사회에 누적돼온 잘못된 관행과 부정부패의 사슬을 끊어내야 한다고 생각한다”고 말했다.
박	박	NNP	B-PER
_	_	_	O
대통령	대통령	NNG	O
은	은	JX	O
_	_	_	O
“	“	SS	O
로타리	로타리	NNG	B-ORG
_	_	_	O
회원	회원	NNG	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
윤리적	윤리적	NNG	O
으로	으로	JKB	O
_	_	_	O
정직하	정직하	VA	O
게	게	EC	O
_	_	_	O
행동한다는	행동하+ㄴ다는	VV+ETM	O
_	_	_	O
것	것	NNB	O
을	을	JKO	O
_	_	_	O
첫	첫	MM	B-NOH
_	_	_	I-NOH
번째	번째	NNB	I-NOH
_	_	_	O
행동	행동	NNG	O
강령	강령	NNG	O
으로	으로	JKB	O
_	_	_	O
삼	삼	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
알	알	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
저	저	NP	O
는	는	JX	O
_	_	_	O
그런	그런	MM	O
_	_	_	O
정신	정신	NNG	O
으로	으로	JKB	O
_	_	_	O
우리	우리	NP	O
_	_	_	O
사회	사회	NNG	O
에	에	JKB	O
_	_	_	O
누적돼	누적되+어	VV+EC	O
온	오+ㄴ	VX+ETM	O
_	_	_	O
잘못된	잘못되+ㄴ	VV+ETM	O
_	_	_	O
관행	관행	NNG	O
과	과	JC	O
_	_	_	O
부정부패	부정부패	NNG	O
의	의	JKG	O
_	_	_	O
사슬	사슬	NNG	O
을	을	JKO	O
_	_	_	O
끊	끊	VV	O
어	어	EC	O
내야	내+어야	VX+EC	O
_	_	_	O
한다고	하+ㄴ다고	VX+EC	O
_	_	_	O
생각한다	생각하+ㄴ다	VV+EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 차 교수는 “한식 세계화 인재양성 글로벌 한식마스터 프로그램을 운영 중이며 산업체 멘토링 시스템, 취업약정제, 현장견학 및 탐방 등을 실시하고 있다.
## <차:PER> 교수는 “한식 세계화 인재양성 글로벌 한식마스터 프로그램을 운영 중이며 산업체 멘토링 시스템, 취업약정제, 현장견학 및 탐방 등을 실시하고 있다.
차	차	NNP	B-PER
_	_	_	O
교수	교수	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
한식	한식	NNG	O
_	_	_	O
세계화	세계화	NNG	O
_	_	_	O
인재	인재	NNG	O
양성	양성	NNG	O
_	_	_	O
글로벌	글로벌	NNG	O
_	_	_	O
한식	한식	NNG	O
마스터	마스터	NNG	O
_	_	_	O
프로그램	프로그램	NNG	O
을	을	JKO	O
_	_	_	O
운영	운영	NNG	O
_	_	_	O
중	중	NNB	O
이	이	VCP	O
며	며	EC	O
_	_	_	O
산업체	산업체	NNG	O
_	_	_	O
멘토링	멘토링	NNG	O
_	_	_	O
시스템	시스템	NNG	O
,	,	SP	O
_	_	_	O
취업	취업	NNG	O
약	약	NNG	O
정제	정제	NNG	O
,	,	SP	O
_	_	_	O
현장	현장	NNG	O
견학	견학	NNG	O
_	_	_	O
및	및	MAG	O
_	_	_	O
탐방	탐방	NNG	O
_	_	_	O
등	등	NNB	O
을	을	JKO	O
_	_	_	O
실시하	실시하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 10
## 문태영, 8억3000만원에 삼성 유니폼 입는다
## <문태영:PER>, <8억3000만원:MNY>에 <삼성:ORG> 유니폼 입는다
문태영	문태영	NNP	B-PER
,	,	SP	O
_	_	_	O
8	8	SN	B-MNY
억	억	NR	I-MNY
3000	3000	SN	I-MNY
만	만	NR	I-MNY
원	원	NNB	I-MNY
에	에	JKB	O
_	_	_	O
삼성	삼성	NNP	B-ORG
_	_	_	O
유니폼	유니폼	NNG	O
_	_	_	O
입	입	VV	O
는다	는다	EF	O

## 11
## ‘이완구 전 총리 검찰 출석’이완구 전 총리가 검찰에 출석했다.
## ‘<이완구:PER> 전 총리 검찰 출석’<이완구:PER> 전 총리가 검찰에 출석했다.
‘	‘	SS	O
이완구	이완구	NNP	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
총리	총리	NNG	O
_	_	_	O
검찰	검찰	NNG	O
_	_	_	O
출석	출석	NNG	O
’	’	SS	O
이완구	이완구	NNP	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
총리	총리	NNG	O
가	가	JKS	O
_	_	_	O
검찰	검찰	NNG	O
에	에	JKB	O
_	_	_	O
출석	출석하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 성은정(16·금호중앙여고·사진)이 26일 미국 오클라호마 주 털사의 털사CC에서 막을 내린 US여자주니어골프선수권대회에서 우승했다.
## <성은정:PER>(<16:NOH>·<금호중앙여고:ORG>·사진)이 <26일:DAT> <미국:LOC> <오클라호마 주:LOC> <털사:ORG>의 <털사CC:LOC>에서 막을 내린 <US여자주니어골프선수권대회:POH>에서 우승했다.
성은정	성은정	NNP	B-PER
(	(	SS	O
16	16	SN	B-NOH
·	·	SP	O
금호중앙여고	금호중앙여고	NNP	B-ORG
·	·	SP	O
사진	사진	NNG	O
)	)	SS	O
이	이	JKS	O
_	_	_	O
26	26	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
미국	미국	NNP	B-LOC
_	_	_	O
오클라호마	오클라호마	NNP	B-LOC
_	_	_	I-LOC
주	주	NNP	I-LOC
_	_	_	O
털사	털사	NNP	B-ORG
의	의	JKG	O
_	_	_	O
털사	털사	NNP	B-LOC
CC	CC	SL	I-LOC
에서	에서	JKB	O
_	_	_	O
막	막	NNG	O
을	을	JKO	O
_	_	_	O
내린	내리+ㄴ	VV+ETM	O
_	_	_	O
US	US	SL	B-POH
여자	여자	NNG	I-POH
주니어	주니어	NNG	I-POH
골프	골프	NNG	I-POH
선수권	선수권	NNG	I-POH
대회	대회	NNG	I-POH
에서	에서	JKB	O
_	_	_	O
우승	우승하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 상대 선발 이태양의 초구 직구(시속 134㎞)를 잡아당겨 비거리 130m에 달하는 대형 홈런을 쏘아올렸다.
## 상대 선발 <이태양:PER>의 초구 직구(시속 <134㎞:NOH>)를 잡아당겨 비거리 <130m:NOH>에 달하는 대형 홈런을 쏘아올렸다.
상대	상대	NNG	O
_	_	_	O
선발	선발	NNG	O
_	_	_	O
이태양	이태양	NNP	B-PER
의	의	JKG	O
_	_	_	O
초구	초구	NNG	O
_	_	_	O
직구	직구	NNG	O
(	(	SS	O
시속	시속	NNG	O
_	_	_	O
134	134	SN	B-NOH
㎞	㎞	SW	I-NOH
)	)	SS	O
를	를	JKO	O
_	_	_	O
잡아당겨	잡아당기+어	VV+EC	O
_	_	_	O
비거리	비거리	NNG	O
_	_	_	O
130	130	SN	B-NOH
m	m	SL	I-NOH
에	에	JKB	O
_	_	_	O
달하	달하	VV	O
는	는	ETM	O
_	_	_	O
대형	대형	NNG	O
_	_	_	O
홈런	홈런	NNG	O
을	을	JKO	O
_	_	_	O
쏘	쏘	VV	O
아	아	EC	O
올렸	올리+었	VV+EP	O
다	다	EF	O
.	.	SF	O

## 14
## 10조, 20조원에 이르는 대형 사업들을 정부의 저지에도 강행하려는 것이 오늘의 한국 대기업들이다.
## <10조:MNY>, <20조원:MNY>에 이르는 대형 사업들을 정부의 저지에도 강행하려는 것이 오늘의 <한국:ORG> 대기업들이다.
10	10	SN	B-MNY
조	조	NNG	I-MNY
,	,	SP	O
_	_	_	O
20	20	SN	B-MNY
조	조	NR	I-MNY
원	원	NNB	I-MNY
에	에	JKB	O
_	_	_	O
이르	이르	VV	O
는	는	ETM	O
_	_	_	O
대형	대형	NNG	O
_	_	_	O
사업	사업	NNG	O
들	들	XSN	O
을	을	JKO	O
_	_	_	O
정부	정부	NNG	O
의	의	JKG	O
_	_	_	O
저지	저지	NNG	O
에	에	JKB	O
도	도	JX	O
_	_	_	O
강행하	강행하	VV	O
려는	려는	ETM	O
_	_	_	O
것	것	NNB	O
이	이	JKS	O
_	_	_	O
오늘	오늘	NNG	O
의	의	JKG	O
_	_	_	O
한국	한국	NNP	B-ORG
_	_	_	O
대기업	대기업	NNG	O
들	들	XSN	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 15
## 흑 ● 같은 실착을 보면 확실히 이 9단의 집중력이 떨어져 있다는 걸 알 수 있다.
## 흑 ● 같은 실착을 보면 확실히 <이:PER> <9단:NOH>의 집중력이 떨어져 있다는 걸 알 수 있다.
흑	흑	NNG	O
_	_	_	O
●	●	SW	O
_	_	_	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
실착	실착	NNG	O
을	을	JKO	O
_	_	_	O
보	보	VV	O
면	면	EC	O
_	_	_	O
확실히	확실히	MAG	O
_	_	_	O
이	이	MM	B-PER
_	_	_	O
9	9	SN	B-NOH
단	단	NNG	I-NOH
의	의	JKG	O
_	_	_	O
집중력	집중력	NNG	O
이	이	JKS	O
_	_	_	O
떨어져	떨어지+어	VV+EC	O
_	_	_	O
있	있	VX	O
다는	다는	ETM	O
_	_	_	O
걸	것+ㄹ	NNB+JKO	O
_	_	_	O
알	알+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

