## 1
## 축구 통계 전문사이트 후스코어드닷컴은 손흥민에게 양 팀 출전 선수를 통틀어 가장 낮은 평점인 5.8점을 줬다.
## 축구 통계 전문사이트 <후스코어드닷컴:POH>은 <손흥민:PER>에게 <양:NOH> 팀 출전 선수를 통틀어 가장 낮은 평점인 <5.8점:NOH>을 줬다.
축구	축구	NNG	O
## <빌 클린턴:PER> 전 <미국:ORG> 대통령의 문담으로는 중산층 육성을 뜻하는 ‘<미들아웃 경제학:POH>’이란 용어를 만든 <에릭 류:PER>(<47:NOH>)가 유명하다.
빌	빌	NNP	B-PER
_	_	_	I-PER
클린턴	클린턴	NNP	I-PER
_	_	_	O
전	전	MM	O
_	_	_	O
미국	미국	NNP	B-ORG
_	_	_	O
대통령	대통령	NNG	O
의	의	JKG	O
_	_	_	O
문담	문담	NNG	O
으로	으로	JKB	O
는	는	JX	O
_	_	_	O
중산층	중산층	NNG	O
_	_	_	O
육성	육성	NNG	O
을	을	JKO	O
_	_	_	O
뜻하	뜻하	VV	O
는	는	ETM	O
_	_	_	O
‘	‘	SS	O
미들	미들	NNG	B-POH
아웃	아웃	NNG	I-POH
_	_	_	I-POH
경제학	경제학	NNG	I-POH
’	’	SS	O
이	이	VCP	O
란	란	ETM	O
_	_	_	O
용어	용어	NNG	O
를	를	JKO	O
_	_	_	O
만든	만들+ㄴ	VV+ETM	O
_	_	_	O
에릭	에릭	NNP	B-PER
_	_	_	I-PER
류	류	XSN	I-PER
(	(	SS	O
47	47	SN	B-NOH
)	)	SS	O
가	가	JKS	O
_	_	_	O
유명하	유명하	VA	O
다	다	EF	O
.	.	SF	O

## 6
## 7~9월 석 달간 국내주식형 펀드에서 4조3629억원이 빠져나간 것으로 집계됐다.
## <7~9월:DUR> <석 달:NOH>간 국내주식형 펀드에서 <4조3629억원:MNY>이 빠져나간 것으로 집계됐다.
7	7	SN	B-DUR
~	~	SO	I-DUR
9	9	SN	I-DUR
월	월	NNB	I-DUR
_	_	_	O
석	석	MM	B-NOH
_	_	_	I-NOH
달	달	NNB	I-NOH
간	간	XSN	O
_	_	_	O
국내	국내	NNG	O
주식	주식	NNG	O
형	형	XSN	O
_	_	_	O
펀드	펀드	NNG	O
에서	에서	JKB	O
_	_	_	O
4	4	SN	B-MNY
조	조	NNG	I-MNY
3629	3629	SN	I-MNY
억	억	NR	I-MNY
원	원	NNB	I-MNY
이	이	JKS	O
_	_	_	O
빠져나간	빠져나가+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
집계	집계되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 대우전자는 최근 조직개편을 통해 영상미디어부문을 신설하고 산하의 영상음반사업부에 제작 전담인력을 확보, 「대우시네마네트워크」작품 1호로 김유민 감독의 「커피 카피 코피」를 제작한다고 14일 밝혔다.
## <대우전자:ORG>는 최근 조직개편을 통해 영상미디어부문을 신설하고 산하의 <영상음반사업부:POH>에 제작 전담인력을 확보, 「<대우시네마네트워크:ORG>」작품 <1호:NOH>로 <김유민:PER> 감독의 「<커피 카피 코피:POH>」를 제작한다고 <14일:DAT> 밝혔다.
대우전자	대우전자	NNP	B-ORG
는	는	JX	O
_	_	_	O
최근	최근	NNG	O
_	_	_	O
조직	조직	NNG	O
개편	개편	NNG	O
을	을	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
영상	영상	NNG	O
미디어	미디어	NNG	O
부문	부문	NNG	O
을	을	JKO	O
_	_	_	O
신설하	신설하	VV	O
고	고	EC	O
_	_	_	O
산하	산하	NNG	O
의	의	JKG	O
_	_	_	O
영상	영상	NNG	B-POH
음반	음반	NNG	I-POH
사업	사업	NNG	I-POH
부	부	NNG	I-POH
에	에	JKB	O
_	_	_	O
제작	제작	NNG	O
_	_	_	O
전담	전담	NNG	O
인력	인력	NNG	O
을	을	JKO	O
_	_	_	O
확보	확보	NNG	O
,	,	SP	O
_	_	_	O
「	「	SS	O
대우시네마	대우시네마	NNP	B-ORG
네트워크	네트워크	NNG	I-ORG
」	」	SS	O
작품	작품	NNG	O
_	_	_	O
1	1	SN	B-NOH
호	호	NNB	I-NOH
로	로	JKB	O
_	_	_	O
김유민	김유민	NNP	B-PER
_	_	_	O
감독	감독	NNG	O
의	의	JKG	O
_	_	_	O
「	「	SS	O
커피	커피	NNG	B-POH
_	_	_	I-POH
카피	카피	NNG	I-POH
_	_	_	I-POH
코피	코피	NNG	I-POH
」	」	SS	O
를	를	JKO	O
_	_	_	O
제작한다고	제작하+ㄴ다고	VV+EC	O
_	_	_	O
14	14	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 가락시장, 새벽 피크타임 차량 400대 몰리는데
## <가락시장:LOC>, 새벽 피크타임 차량 <400대:NOH> 몰리는데
가락시장	가락시장	NNP	B-LOC
,	,	SP	O
_	_	_	O
새벽	새벽	NNG	O
_	_	_	O
피크	피크	NNG	O
타임	타임	NNG	O
_	_	_	O
차량	차량	NNG	O
_	_	_	O
400	400	SN	B-NOH
대	대	NNB	I-NOH
_	_	_	O
몰리	몰리	VV	O
는데	는데	EC	O

## 9
## 국내 누리꾼들의 반응은 어떨까? “우리나라 집무실은 관저”, “눈사람도 훔쳐볼 수 있는 열린 백악관”, “박근혜 대통령이었다면 ‘저런 나쁜 눈사람’ 같은 어쩌구 하려나”, “오바마 대통령을 보면 나도 모르게 따뜻한 정을 느끼게 된다”
## 국내 누리꾼들의 반응은 어떨까? “우리나라 집무실은 관저”, “눈사람도 훔쳐볼 수 있는 열린 <백악관:ORG>”, “<박근혜:PER> 대통령이었다면 ‘저런 나쁜 눈사람’ 같은 어쩌구 하려나”, “<오바마:PER> 대통령을 보면 나도 모르게 따뜻한 정을 느끼게 된다”
국내	국내	NNG	O
_	_	_	O
누리	누리	NNG	O
꾼	꾼	XSN	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
반응	반응	NNG	O
은	은	JX	O
_	_	_	O
어떨까	어떻+ㄹ까	VA+EF	O
?	?	SF	O
_	_	_	O
“	“	SS	O
우리나라	우리나라	NNG	O
_	_	_	O
집무실	집무실	NNG	O
은	은	JX	O
_	_	_	O
관저	관저	NNG	O
”	”	SS	O
,	,	SP	O
_	_	_	O
“	“	SS	O
눈사람	눈사람	NNG	O
도	도	JX	O
_	_	_	O
훔쳐볼	훔쳐보+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
열린	열리+ㄴ	VV+ETM	O
_	_	_	O
백악관	백악관	NNP	B-ORG
”	”	SS	O
,	,	SP	O
_	_	_	O
“	“	SS	O
박근혜	박근혜	NNP	B-PER
_	_	_	O
대통령	대통령	NNG	O
이	이	VCP	O
었	었	EP	O
다면	다면	EC	O
_	_	_	O
‘	‘	SS	O
저런	저런	MM	O
_	_	_	O
나쁜	나쁘+ㄴ	VA+ETM	O
_	_	_	O
눈사람	눈사람	NNG	O
’	’	SS	O
_	_	_	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
어쩌	어쩌	VV	O
구	구	EC	O
_	_	_	O
하	하	VV	O
려나	려나	EF	O
”	”	SS	O
,	,	SP	O
_	_	_	O
“	“	SS	O
오바마	오바마	NNP	B-PER
_	_	_	O
대통령	대통령	NNG	O
을	을	JKO	O
_	_	_	O
보	보	VV	O
면	면	EC	O
_	_	_	O
나	나	NP	O
도	도	JX	O
_	_	_	O
모르	모르	VV	O
게	게	EC	O
_	_	_	O
따뜻한	따뜻하+ㄴ	VA+ETM	O
_	_	_	O
정	정	NNG	O
을	을	JKO	O
_	_	_	O
느끼	느끼	VV	O
게	게	EC	O
_	_	_	O
된다	되+ㄴ다	VV+EF	O
”	”	SS	O

## 10
## 유영하 변호사는 29일 오후 박 전 대통령 자택에 약 2시간 동안 머물렀다.
## <유영하:PER> 변호사는 <29일:DAT> 오후 <박:PER> 전 대통령 자택에 약 <2시간:DUR> 동안 머물렀다.
유영하	유영하	NNP	B-PER
_	_	_	O
변호사	변호사	NNG	O
는	는	JX	O
_	_	_	O
29	29	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
오후	오후	NNG	O
_	_	_	O
박	박	NNP	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
대통령	대통령	NNG	O
_	_	_	O
자택	자택	NNG	O
에	에	JKB	O
_	_	_	O
약	약	MM	O
_	_	_	O
2	2	SN	B-DUR
시간	시간	NNB	I-DUR
_	_	_	O
동안	동안	NNG	O
_	_	_	O
머물	머무르	VV	O
렀	었	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 1990년 아키히토 일왕은 “통석(痛惜)의 염(念)을 금할 수 없다”는 문장을 썼다.
## <1990년:DAT> <아키히토:PER> 일왕은 “통석(痛惜)의 염(念)을 금할 수 없다”는 문장을 썼다.
1990	1990	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
아키히토	아키히토	NNP	B-PER
_	_	_	O
일	일	NNP	O
왕	왕	NNG	O
은	은	JX	O
_	_	_	O
“	“	SS	O
통석	통석	NNG	O
(	(	SS	O
痛惜	痛惜	SH	O
)	)	SS	O
의	의	JKG	O
_	_	_	O
염	염	NNG	O
(	(	SS	O
念	念	SH	O
)	)	SS	O
을	을	JKO	O
_	_	_	O
금할	금하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
없	없	VA	O
다	다	EF	O
”	”	SS	O
는	는	JX	O
_	_	_	O
문장	문장	NNG	O
을	을	JKO	O
_	_	_	O
썼	+었	+EP	O
다	다	EF	O
.	.	SF	O

## 12
## ‘김해 여고생 살해사건’ 가담 가해자 여중생 징역6~9년 확정
## ‘<김해 여고생 살해사건:POH>’ 가담 가해자 여중생 징역<6~9년:DUR> 확정
‘	‘	SS	O
김해	김해	NNP	B-POH
_	_	_	I-POH
여고생	여고생	NNG	I-POH
_	_	_	I-POH
살해	살해	NNG	I-POH
사건	사건	NNG	I-POH
’	’	SS	O
_	_	_	O
가담	가담	NNG	O
_	_	_	O
가해자	가해자	NNG	O
_	_	_	O
여중생	여중생	NNG	O
_	_	_	O
징역	징역	NNG	O
6	6	SN	B-DUR
~	~	SO	I-DUR
9	9	SN	I-DUR
년	년	NNB	I-DUR
_	_	_	O
확정	확정	NNG	O

## 13
## 인천공항공사는 지난해 2월 정일영 사장 취이이후 수하물과 보안 분야의 혁신대책 뿐 아니라, 여객 불편사항이 집중되는 분야를 중심으로 48개의 개선과제를 담은 서비스개선 종합대책을 수립했다.
## <인천공항공사:ORG>는 지난해 <2월:DAT> <정일영:PER> 사장 취이이후 수하물과 보안 분야의 혁신대책 뿐 아니라, 여객 불편사항이 집중되는 분야를 중심으로 <48개:NOH>의 개선과제를 담은 서비스개선 종합대책을 수립했다.
인천공항공사	인천공항공사	NNP	B-ORG
는	는	JX	O
_	_	_	O
지난해	지난해	NNG	O
_	_	_	O
2	2	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
정일영	정일영	NNP	B-PER
_	_	_	O
사장	사장	NNG	O
_	_	_	O
취이	취이	NNG	O
이후	이후	NNG	O
_	_	_	O
수하물	수하물	NNG	O
과	과	XSN	O
_	_	_	O
보안	보안	NNG	O
_	_	_	O
분야	분야	NNG	O
의	의	JKG	O
_	_	_	O
혁신	혁신	NNG	O
대책	대책	NNG	O
_	_	_	O
뿐	뿐	NNB	O
_	_	_	O
아니	아니	VCN	O
라	라	EC	O
,	,	SP	O
_	_	_	O
여객	여객	NNG	O
_	_	_	O
불편	불편	NNG	O
사항	사항	NNG	O
이	이	JKS	O
_	_	_	O
집중되	집중되	VV	O
는	는	ETM	O
_	_	_	O
분야	분야	NNG	O
를	를	JKO	O
_	_	_	O
중심	중심	NNG	O
으로	으로	JKB	O
_	_	_	O
48	48	SN	B-NOH
개	개	NNB	I-NOH
의	의	JKG	O
_	_	_	O
개선	개선	NNG	O
과제	과제	NNG	O
를	를	JKO	O
_	_	_	O
담	담	VV	O
은	은	ETM	O
_	_	_	O
서비스	서비스	NNG	O
개선	개선	NNG	O
_	_	_	O
종합	종합	NNG	O
대책	대책	NNG	O
을	을	JKO	O
_	_	_	O
수립	수립하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 14
## 이동형 체크인카운터 운영, 보안검색대 증설 등 신속한 출입국수속 추진, 캡슐호텔 개발, 면세품 인도장 확충, 어린이놀이시설 및 유아휴게실 개선 등 여객편의시설 개선을 비롯해 주차편의 증대, 대중교통 이용편의 강화, 공항 내 안내 강화 등을 개선했다.
## <이동형:PER> 체크인카운터 운영, 보안검색대 증설 등 신속한 출입국수속 추진, 캡슐호텔 개발, 면세품 인도장 확충, 어린이놀이시설 및 유아휴게실 개선 등 여객편의시설 개선을 비롯해 주차편의 증대, 대중교통 이용편의 강화, 공항 내 안내 강화 등을 개선했다.
이동	이동	NNG	B-PER
형	형	XSN	I-PER
_	_	_	O
체크인	체크인	NNG	O
카운터	카운터	NNG	O
_	_	_	O
운영	운영	NNG	O
,	,	SP	O
_	_	_	O
보안	보안	NNG	O
검색	검색	NNG	O
대	대	XSN	O
_	_	_	O
증설	증설	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
신속한	신속하+ㄴ	VA+ETM	O
_	_	_	O
출입국	출입국	NNG	O
수속	수속	NNG	O
_	_	_	O
추진	추진	NNG	O
,	,	SP	O
_	_	_	O
캡슐	캡슐	NNG	O
호텔	호텔	NNG	O
_	_	_	O
개발	개발	NNG	O
,	,	SP	O
_	_	_	O
면세품	면세품	NNG	O
_	_	_	O
인도	인도	NNG	O
장	장	XSN	O
_	_	_	O
확충	확충	NNG	O
,	,	SP	O
_	_	_	O
어린이	어린이	NNG	O
놀이	놀이	NNG	O
시설	시설	NNG	O
_	_	_	O
및	및	MAG	O
_	_	_	O
유아	유아	NNG	O
휴게실	휴게실	NNG	O
_	_	_	O
개선	개선	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
여객	여객	NNG	O
편의	편의	NNG	O
시설	시설	NNG	O
_	_	_	O
개선	개선	NNG	O
을	을	JKO	O
_	_	_	O
비롯해	비롯하+여	VV+EC	O
_	_	_	O
주차	주차	NNG	O
편의	편의	NNG	O
_	_	_	O
증대	증대	NNG	O
,	,	SP	O
_	_	_	O
대중교통	대중교통	NNG	O
_	_	_	O
이용	이용	NNG	O
편의	편의	NNG	O
_	_	_	O
강화	강화	NNG	O
,	,	SP	O
_	_	_	O
공항	공항	NNG	O
_	_	_	O
내	나+의	NP+JKG	O
_	_	_	O
안내	안내	NNG	O
_	_	_	O
강화	강화	NNG	O
_	_	_	O
등	등	NNB	O
을	을	JKO	O
_	_	_	O
개선	개선하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

