## 1
## 그래서 “경기의 승패도 중요하지만 다른 팀보다 하나라도 범실을 덜 하는 것이 목표”라고 말했다.
## 그래서 “경기의 승패도 중요하지만 다른 팀보다 <하나:NOH>라도 범실을 덜 하는 것이 목표”라고 말했다.
그래서	그래서	MAJ	O
인정	인정하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 14
## 이어 양현석 대표는 “태양이 처음 여자 친구를 사귀는 것이다”라며 “연애 경험이 노래할 때나 무대에 설 때 도움이 될 것”이라고 전했다.
## 이어 <양현석:PER> 대표는 “<태양:PER>이 처음 여자 친구를 사귀는 것이다”라며 “연애 경험이 노래할 때나 무대에 설 때 도움이 될 것”이라고 전했다.
이어	이어	MAG	O
_	_	_	O
양현석	양현석	NNP	B-PER
_	_	_	O
대표	대표	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
태양	태양	NNG	B-PER
이	이	JKS	O
_	_	_	O
처음	처음	NNG	O
_	_	_	O
여자	여자	NNG	O
_	_	_	O
친구	친구	NNG	O
를	를	JKO	O
_	_	_	O
사귀	사귀	VV	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
다	다	EF	O
”	”	SS	O
라며	라며	EC	O
_	_	_	O
“	“	SS	O
연애	연애	NNG	O
_	_	_	O
경험	경험	NNG	O
이	이	JKS	O
_	_	_	O
노래할	노래하+ㄹ	VV+ETM	O
_	_	_	O
때	때	NNG	O
나	나	JC	O
_	_	_	O
무대	무대	NNG	O
에	에	JKB	O
_	_	_	O
설	서+ㄹ	VV+ETM	O
_	_	_	O
때	때	NNG	O
_	_	_	O
도움	도움	NNG	O
이	이	JKC	O
_	_	_	O
될	되+ㄹ	VV+ETM	O
_	_	_	O
것	것	NNB	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
전	전하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 15
## 앞서 민효린은 지난해 6월 발표한 태양의 솔로 음반 타이틀 곡 ‘새벽 한시’뮤직비디오를 통해 태양과 호흡을 맞춘 바 있다.
## 앞서 <민효린:PER>은 지난해 <6월:DAT> 발표한 <태양:PER>의 솔로 음반 타이틀 곡 ‘<새벽 한시:POH>’뮤직비디오를 통해 <태양:PER>과 호흡을 맞춘 바 있다.
앞서	앞서	MAG	O
_	_	_	O
민효린	민효린	NNG	B-PER
은	은	JX	O
_	_	_	O
지난해	지난해	NNG	O
_	_	_	O
6	6	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
발표한	발표하+ㄴ	VV+ETM	O
_	_	_	O
태양	태양	NNG	B-PER
의	의	JKG	O
_	_	_	O
솔로	솔로	NNG	O
_	_	_	O
음반	음반	NNG	O
_	_	_	O
타이틀	타이틀	NNG	O
_	_	_	O
곡	곡	NNG	O
_	_	_	O
‘	‘	SS	O
새벽	새벽	NNG	B-POH
_	_	_	I-POH
한	한	MM	I-POH
시	시	NNB	I-POH
’	’	SS	O
뮤직	뮤직	NNG	O
비디오	비디오	NNG	O
를	를	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
태양	태양	NNG	B-PER
과	과	JKB	O
_	_	_	O
호흡	호흡	NNG	O
을	을	JKO	O
_	_	_	O
맞춘	맞추+ㄴ	VV+ETM	O
_	_	_	O
바	바	NNB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 16
## 당시 민효린은 뮤직비디오에서 태양과 이별 하고 서로를 그리워하는 연인으로 등장해, 강렬한 키스와 베드신을 선보이며 눈길을 끌었다.
## 당시 <민효린:PER>은 뮤직비디오에서 <태양:PER>과 이별 하고 서로를 그리워하는 연인으로 등장해, 강렬한 키스와 베드신을 선보이며 눈길을 끌었다.
당시	당시	NNG	O
_	_	_	O
민효린	민효린	NNG	B-PER
은	은	JX	O
_	_	_	O
뮤직	뮤직	NNG	O
비디오	비디오	NNG	O
에서	에서	JKB	O
_	_	_	O
태양	태양	NNG	B-PER
과	과	JKB	O
_	_	_	O
이별	이별	NNG	O
_	_	_	O
하	하	VV	O
고	고	EC	O
_	_	_	O
서로	서로	NNG	O
를	를	JKO	O
_	_	_	O
그리워하	그리워하	VV	O
는	는	ETM	O
_	_	_	O
연인	연인	NNG	O
으로	으로	JKB	O
_	_	_	O
등장해	등장하+여	VV+EC	O
,	,	SP	O
_	_	_	O
강렬한	강렬하+ㄴ	VA+ETM	O
_	_	_	O
키스	키스	NNG	O
와	와	JC	O
_	_	_	O
베드	베드	NNG	O
신	신	NNG	O
을	을	JKO	O
_	_	_	O
선보이	선보이	VV	O
며	며	EC	O
_	_	_	O
눈길	눈길	NNG	O
을	을	JKO	O
_	_	_	O
끌	끌	VV	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 17
## 한편 태양과 민효린은 온라인을 통해 두 사람의 데이트 목격담이 올라왔었다.
## 한편 <태양:PER>과 <민효린:PER>은 온라인을 통해 두 사람의 데이트 목격담이 올라왔었다.
한편	한편	MAG	O
_	_	_	O
태양	태양	NNG	B-PER
과	과	JC	O
_	_	_	O
민효린	민효린	NNG	B-PER
은	은	JX	O
_	_	_	O
온라인	온라인	NNG	O
을	을	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
두	두	MM	O
_	_	_	O
사람	사람	NNG	O
의	의	JKG	O
_	_	_	O
데이트	데이트	NNG	O
_	_	_	O
목격담	목격담	NNG	O
이	이	JKS	O
_	_	_	O
올라	올라오	VV	O
왔	았	EP	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

