## 1
## 이달 5일부턴 기존에 따로 있던 유치원과 어린이집 결제 카드가 하나로 통합됐다.
## 이달 <5일:DAT>부턴 기존에 따로 있던 유치원과 어린이집 결제 카드가 <하나:NOH>로 통합됐다.
이달	이달	NNG	O
지난해	지난해	NNG	O
_	_	_	O
8	8	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
방송된	방송되+ㄴ	VV+ETM	O
_	_	_	O
KBS	KBS	SL	B-POH
2	2	SN	I-POH
_	_	_	O
‘	‘	SS	O
해피투게더	해피투게더	NNP	B-POH
_	_	_	I-POH
시즌	시즌	NNG	I-POH
3	3	SN	I-POH
’	’	SS	O
에	에	JKB	O
_	_	_	O
출연해	출연하+여	VV+EC	O
_	_	_	O
아버지	아버지	NNG	O
가	가	JKS	O
_	_	_	O
병원	병원	NNG	O
장	장	XSN	O
이	이	VCP	O
라고	라고	EC	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 특히 1997년 프로듀싱한 엘튼 존의 ‘캔들 인 더 윈드’는 그에게 30번째 영국 차트 1위를 선물해줬다.
## 특히 <1997년:DAT> 프로듀싱한 <엘튼 존:PER>의 ‘<캔들 인 더 윈드:POH>’는 그에게 <30번째:NOH> <영국:ORG> 차트 <1위:NOH>를 선물해줬다.
특히	특히	MAG	O
_	_	_	O
1997	1997	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
프로듀싱	프로듀싱	NNG	O
한	한	NNP	O
_	_	_	O
엘튼	엘튼	NNP	B-PER
_	_	_	I-PER
존	존	NNP	I-PER
의	의	JKG	O
_	_	_	O
‘	‘	SS	O
캔들	캔들	NNP	B-POH
_	_	_	I-POH
인	인	NNG	I-POH
_	_	_	I-POH
더	더	MAG	I-POH
_	_	_	I-POH
윈드	윈드	NNG	I-POH
’	’	SS	O
는	는	JX	O
_	_	_	O
그	그	NP	O
에게	에게	JKB	O
_	_	_	O
30	30	SN	B-NOH
번째	번째	NNB	I-NOH
_	_	_	O
영국	영국	NNP	B-ORG
_	_	_	O
차트	차트	NNG	O
_	_	_	O
1	1	SN	B-NOH
위	위	NNB	I-NOH
를	를	JKO	O
_	_	_	O
선물해	선물하+여+주	VV+EC+VX	O
줬	었	EP	O
다	다	EF	O
.	.	SF	O

## 13
## (이번 조사부터는 국무총리에 내정된 이완구 후보자가 포함됐다.
## (이번 조사부터는 국무총리에 내정된 <이완구:PER> 후보자가 포함됐다.
(	(	SS	O
이번	이번	NNG	O
_	_	_	O
조사	조사	NNG	O
부터	부터	JX	O
는	는	JX	O
_	_	_	O
국무총리	국무총리	NNG	O
에	에	JKB	O
_	_	_	O
내정된	내정되+ㄴ	VV+ETM	O
_	_	_	O
이완구	이완구	NNP	B-PER
_	_	_	O
후보자	후보자	NNG	O
가	가	JKS	O
_	_	_	O
포함	포함되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

