## 1
## 이성간 콘돔을 착용하지 않고 성관계를 맺었을 때 HIV에 감염될 확률은 1회 당 0.01~1.0%로 보고되고 있다.
## 이성간 콘돔을 착용하지 않고 성관계를 맺었을 때 <HIV:POH>에 감염될 확률은 <1회:NOH> 당 <0.01:PNT>~<1.0%:PNT>로 보고되고 있다.
이성	이성	NNG	O
을	을	JKO	O
_	_	_	O
훔치	훔치	VV	O
려다	려다	EC	O
_	_	_	O
잠	잠	NNG	O
에서	에서	JKB	O
_	_	_	O
깬	깨+ㄴ	VV+ETM	O
_	_	_	O
A	A	SL	B-PER
씨	씨	NNB	O
(	(	SS	O
63	63	SN	B-NOH
)	)	SS	O
와	와	JKB	O
_	_	_	O
부인	부인	NNG	O
_	_	_	O
B	B	SL	B-PER
씨	씨	NNB	O
(	(	SS	O
56	56	SN	B-NOH
)	)	SS	O
를	를	JKO	O
_	_	_	O
흉기	흉기	NNG	O
와	와	JC	O
_	_	_	O
둔기	둔기	NNG	O
로	로	JKB	O
_	_	_	O
수차례	수차례	NNG	O
_	_	_	O
찌르	찌르	VV	O
고	고	EC	O
_	_	_	O
때려	때리+어	VV+EC	O
_	_	_	O
살해한	살해하+ㄴ	VV+ETM	O
_	_	_	O
뒤	뒤	NNG	O
_	_	_	O
불	불	NNG	O
을	을	JKO	O
_	_	_	O
지른	지르+ㄴ	VV+ETM	O
_	_	_	O
혐의	혐의	NNG	O
로	로	JKB	O
_	_	_	O
기소	기소되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 4
## 최씨는 범행 직후 직접 119에 전화해 우연히 화재를 목격해 신고한 것처럼 말을 꾸며냈으며 아무 일 없는 것처럼 업무에 복귀하고 A씨 부부의 장례식장에 찾아가 조문하는 등의 대범함을 보였다.
## <최:PER>씨는 범행 직후 직접 <119:ORG>에 전화해 우연히 화재를 목격해 신고한 것처럼 말을 꾸며냈으며 아무 일 없는 것처럼 업무에 복귀하고 <A:PER>씨 부부의 장례식장에 찾아가 조문하는 등의 대범함을 보였다.
최	최	NNP	B-PER
씨	씨	NNB	O
는	는	JX	O
_	_	_	O
범행	범행	NNG	O
_	_	_	O
직후	직후	NNG	O
_	_	_	O
직접	직접	MAG	O
_	_	_	O
119	119	SN	B-ORG
에	에	JKB	O
_	_	_	O
전화해	전화하+여	VV+EC	O
_	_	_	O
우연히	우연히	MAG	O
_	_	_	O
화재	화재	NNG	O
를	를	JKO	O
_	_	_	O
목격해	목격하+여	VV+EC	O
_	_	_	O
신고한	신고하+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
처럼	처럼	JKB	O
_	_	_	O
말	말	NNG	O
을	을	JKO	O
_	_	_	O
꾸며	꾸미+어	VV+EC	O
냈	내+었	VX+EP	O
으며	으며	EC	O
_	_	_	O
아무	아무	MM	O
_	_	_	O
일	일	NNG	O
_	_	_	O
없	없	VA	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
처럼	처럼	JKB	O
_	_	_	O
업무	업무	NNG	O
에	에	JKB	O
_	_	_	O
복귀하	복귀하	VV	O
고	고	EC	O
_	_	_	O
A	A	SL	B-PER
씨	씨	NNB	O
_	_	_	O
부부	부부	NNG	O
의	의	JKG	O
_	_	_	O
장례식장	장례식장	NNG	O
에	에	JKB	O
_	_	_	O
찾아가	찾아가+아	VV+EC	O
_	_	_	O
조문하	조문하	VV	O
는	는	ETM	O
_	_	_	O
등	등	NNB	O
의	의	JKG	O
_	_	_	O
대범함	대범하+ㅁ	VA+ETN	O
을	을	JKO	O
_	_	_	O
보	보이	VV	O
였	었	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 당시 그는 흉기·둔기를 들고 C씨집 담을 넘었고 2층에 설치된 CC(폐쇄회로)TV에 검정 래커 스프레이를 뿌린 뒤 집안으로 침입하려다 비상벨이 울리자 달아났다.
## 당시 그는 흉기·둔기를 들고 <C:PER>씨집 담을 넘었고 <2층:NOH>에 설치된 CC(폐쇄회로)TV에 검정 래커 스프레이를 뿌린 뒤 집안으로 침입하려다 비상벨이 울리자 달아났다.
당시	당시	NNG	O
_	_	_	O
그	그	NP	O
는	는	JX	O
_	_	_	O
흉기	흉기	NNG	O
·	·	SP	O
둔기	둔기	NNG	O
를	를	JKO	O
_	_	_	O
들	들	VV	O
고	고	EC	O
_	_	_	O
C	C	SL	B-PER
씨	씨	NNB	O
집	집	NNG	O
_	_	_	O
담	담	NNG	O
을	을	JKO	O
_	_	_	O
넘	넘	VV	O
었	었	EP	O
고	고	EC	O
_	_	_	O
2	2	SN	B-NOH
층	층	NNG	I-NOH
에	에	JKB	O
_	_	_	O
설치된	설치되+ㄴ	VV+ETM	O
_	_	_	O
CC	CC	SL	O
(	(	SS	O
폐쇄	폐쇄	NNG	O
회로	회로	NNG	O
)	)	SS	O
TV	TV	SL	O
에	에	JKB	O
_	_	_	O
검정	검정	NNG	O
_	_	_	O
래커	래커	NNG	O
_	_	_	O
스프레이	스프레이	NNG	O
를	를	JKO	O
_	_	_	O
뿌린	뿌리+ㄴ	VV+ETM	O
_	_	_	O
뒤	뒤	NNG	O
_	_	_	O
집안	집안	NNG	O
으로	으로	JKB	O
_	_	_	O
침입하	침입하	VV	O
려다	려다	EC	O
_	_	_	O
비상벨	비상벨	NNG	O
이	이	JKS	O
_	_	_	O
울리	울리	VV	O
자	자	EC	O
_	_	_	O
달아났	달아나+았	VV+EP	O
다	다	EF	O
.	.	SF	O

## 6
## 최씨는 2억6000만원에 달하는 도박 빚으로 매월 원금과 이자 550만원을 갚아야 하는 상황에 처하자 강도를 계획한 것으로 조사됐다.
## <최:PER>씨는 <2억6000만원:MNY>에 달하는 도박 빚으로 매월 원금과 이자 <550만원:MNY>을 갚아야 하는 상황에 처하자 강도를 계획한 것으로 조사됐다.
최	최	NNP	B-PER
씨	씨	NNB	O
는	는	JX	O
_	_	_	O
2	2	SN	B-MNY
억	억	NR	I-MNY
6000	6000	SN	I-MNY
만	만	NR	I-MNY
원	원	NNB	I-MNY
에	에	JKB	O
_	_	_	O
달하	달하	VV	O
는	는	ETM	O
_	_	_	O
도박	도박	NNG	O
_	_	_	O
빚	빚	NNG	O
으로	으로	JKB	O
_	_	_	O
매월	매월	MAG	O
_	_	_	O
원금	원금	NNG	O
과	과	JC	O
_	_	_	O
이자	이자	NNG	O
_	_	_	O
550	550	SN	B-MNY
만	만	NR	I-MNY
원	원	NNB	I-MNY
을	을	JKO	O
_	_	_	O
갚	갚	VV	O
아야	아야	EC	O
_	_	_	O
하	하	VX	O
는	는	ETM	O
_	_	_	O
상황	상황	NNG	O
에	에	JKB	O
_	_	_	O
처하	처하	VV	O
자	자	EC	O
_	_	_	O
강도	강도	NNG	O
를	를	JKO	O
_	_	_	O
계획한	계획하+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
조사	조사되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 최씨는 살해범행 9일 뒤 안성시 아양동의 한 아파트 15층에서 농약을 마시고 투신을 시도하다 가족의 신고를 받고 출동한 경찰에 체포됐다.
## <최:PER>씨는 살해범행 <9일:DAT> 뒤 <안성시 아양동:LOC>의 <한:NOH> 아파트 <15층:NOH>에서 농약을 마시고 투신을 시도하다 가족의 신고를 받고 출동한 경찰에 체포됐다.
최	최	NNP	B-PER
씨	씨	NNB	O
는	는	JX	O
_	_	_	O
살해	살해	NNG	O
범행	범행	NNG	O
_	_	_	O
9	9	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
뒤	뒤	NNG	O
_	_	_	O
안성시	안성시	NNP	B-LOC
_	_	_	I-LOC
아양동	아양동	NNP	I-LOC
의	의	JKG	O
_	_	_	O
한	한	MM	B-NOH
_	_	_	O
아파트	아파트	NNG	O
_	_	_	O
15	15	SN	B-NOH
층	층	NNG	I-NOH
에서	에서	JKB	O
_	_	_	O
농약	농약	NNG	O
을	을	JKO	O
_	_	_	O
마시	마시	VV	O
고	고	EC	O
_	_	_	O
투신	투신	NNG	O
을	을	JKO	O
_	_	_	O
시도하	시도하	VV	O
다	다	EC	O
_	_	_	O
가족	가족	NNG	O
의	의	JKG	O
_	_	_	O
신고	신고	NNG	O
를	를	JKO	O
_	_	_	O
받	받	VV	O
고	고	EC	O
_	_	_	O
출동한	출동하+ㄴ	VV+ETM	O
_	_	_	O
경찰	경찰	NNG	O
에	에	JKB	O
_	_	_	O
체포	체포되	VV	O
됐	었	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 효린 지코 팔로알토 ‘콜라보’…지코=지디 코스프레 약자? 돌직구 질문에 ‘얼음’
## <효린:PER> <지코:PER> 팔로알토 ‘콜라보’…<지코:PER>=<지디:PER> 코스프레 약자? 돌직구 질문에 ‘얼음’
효	효	NNG	B-PER
린	린	NNP	I-PER
_	_	_	O
지코	지코	NNP	B-PER
_	_	_	O
팔로알토	팔로알토	NNP	O
_	_	_	O
‘	‘	SS	O
콜라	콜라	NNG	O
보	보	VV	O
’	’	SS	O
…	…	SE	O
지코	지코	NNP	B-PER
=	=	SW	O
지디	지디	NNP	B-PER
_	_	_	O
코스	코스	NNG	O
프레	프레	NNG	O
_	_	_	O
약자	약자	NNG	O
?	?	SF	O
_	_	_	O
돌	돌	NNG	O
직구	직구	NNG	O
_	_	_	O
질문	질문	NNG	O
에	에	JKB	O
_	_	_	O
‘	‘	SS	O
얼음	얼음	NNG	O
’	’	SS	O

## 9
## 일부 가구에서 동강 조망이 가능하며 남한강을 이루는 자리에 위치해 쾌적하다.
## 일부 가구에서 동강 조망이 가능하며 <남한강:LOC>을 이루는 자리에 위치해 쾌적하다.
일부	일부	NNG	O
_	_	_	O
가구	가구	NNG	O
에서	에서	JKB	O
_	_	_	O
동강	동강	NNP	O
_	_	_	O
조망	조망	NNG	O
이	이	JKS	O
_	_	_	O
가능하	가능하	VA	O
며	며	EC	O
_	_	_	O
남한강	남한강	NNP	B-LOC
을	을	JKO	O
_	_	_	O
이루	이루	VV	O
는	는	ETM	O
_	_	_	O
자리	자리	NNG	O
에	에	JKB	O
_	_	_	O
위치해	위치하+여	VV+EC	O
_	_	_	O
쾌적하	쾌적하	VA	O
다	다	EF	O
.	.	SF	O

## 10
## 해발 890m 높이의 계족산이 동측에 있고 동강둔치, 능말도시숲, 물무리골 생태학습장 등 영월 내 다양한 시설들을 이용할 수 있다.
## 해발 <890m:NOH> 높이의 <계족산:LOC>이 동측에 있고 <동강둔치:LOC>, <능말도시숲:LOC>, <물무리골 생태학습장:LOC> 등 <영월:LOC> 내 다양한 시설들을 이용할 수 있다.
해발	해발	NNG	O
_	_	_	O
890	890	SN	B-NOH
m	m	SL	I-NOH
_	_	_	O
높이	높이	NNG	O
의	의	JKG	O
_	_	_	O
계족산	계족산	NNP	B-LOC
이	이	JKS	O
_	_	_	O
동	동	NNG	O
측	측	NNB	O
에	에	JKB	O
_	_	_	O
있	있	VA	O
고	고	EC	O
_	_	_	O
동강	동강	NNG	B-LOC
둔치	둔치	NNG	I-LOC
,	,	SP	O
_	_	_	O
능	능	NNG	B-LOC
말	말	NNG	I-LOC
도시	도시	NNG	I-LOC
숲	숲	NNG	I-LOC
,	,	SP	O
_	_	_	O
물	물	NNG	B-LOC
무리	무리	NNG	I-LOC
골	골	NNG	I-LOC
_	_	_	I-LOC
생태	생태	NNG	I-LOC
학습장	학습장	NNG	I-LOC
_	_	_	O
등	등	NNB	O
_	_	_	O
영월	영월	NNP	B-LOC
_	_	_	O
내	나+의	NP+JKG	O
_	_	_	O
다양한	다양하+ㄴ	VA+ETM	O
_	_	_	O
시설	시설	NNG	O
들	들	XSN	O
을	을	JKO	O
_	_	_	O
이용할	이용하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
다	다	EF	O
.	.	SF	O

## 11
## 20~22일 3일간 정당계약이 진행되며 계약금 10%, 중도금 60% 무이자 혜택이 적용된다.
## <20~22일:DUR> <3일간:DUR> 정당계약이 진행되며 계약금 <10%:PNT>, 중도금 <60%:PNT> 무이자 혜택이 적용된다.
20	20	SN	B-DUR
~	~	SO	I-DUR
22	22	SN	I-DUR
일	일	NNB	I-DUR
_	_	_	O
3	3	SN	B-DUR
일	일	NNB	I-DUR
간	간	XSN	I-DUR
_	_	_	O
정당	정당	NNG	O
계약	계약	NNG	O
이	이	JKS	O
_	_	_	O
진행되	진행되	VV	O
며	며	EC	O
_	_	_	O
계약금	계약금	NNG	O
_	_	_	O
10	10	SN	B-PNT
%	%	SW	I-PNT
,	,	SP	O
_	_	_	O
중도금	중도금	NNG	O
_	_	_	O
60	60	SN	B-PNT
%	%	SW	I-PNT
_	_	_	O
무이자	무이자	NNG	O
_	_	_	O
혜택	혜택	NNG	O
이	이	JKS	O
_	_	_	O
적용된다	적용되+ㄴ다	VV+EF	O
.	.	SF	O

## 12
## 견본주택은 강원도 영월군 영월읍 하송리 145에 있고 2018년 7월 입주 예정이다.
## 견본주택은 <강원도:LOC> <영월군:LOC> <영월읍:LOC> <하송리 145:LOC>에 있고 <2018년 7월:DAT> 입주 예정이다.
견본	견본	NNG	O
주택	주택	NNG	O
은	은	JX	O
_	_	_	O
강원도	강원도	NNP	B-LOC
_	_	_	O
영월군	영월군	NNP	B-LOC
_	_	_	O
영월읍	영월읍	NNP	B-LOC
_	_	_	O
하송리	하송리	NNP	B-LOC
_	_	_	I-LOC
145	145	SN	I-LOC
에	에	JKB	O
_	_	_	O
있	있	VA	O
고	고	EC	O
_	_	_	O
2018	2018	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	I-DAT
7	7	SN	I-DAT
월	월	NNB	I-DAT
_	_	_	O
입주	입주	NNG	O
_	_	_	O
예정	예정	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 13
## 소녀시대 ‘You Think’ 공개…배신한 男에 경고 메시지 “네가 날 걱정해? 눈물 나는 척”소녀시대가 정규 5집 앨범의 두 번째 타이틀곡 ‘You Think(유 띵크)’를 공개했다.
## <소녀시대:ORG> ‘<You Think:POH>’ 공개…배신한 男에 경고 메시지 “네가 날 걱정해? 눈물 나는 척”<소녀시대:ORG>가 정규 <5집:NOH> 앨범의 두 번째 타이틀곡 ‘<You Think:POH>(<유 띵크:POH>)’를 공개했다.
소녀	소녀	NNG	B-ORG
시대	시대	NNG	I-ORG
_	_	_	O
‘	‘	SS	O
You	You	SL	B-POH
_	_	_	I-POH
Think	Think	SL	I-POH
’	’	SS	O
_	_	_	O
공개	공개	NNG	O
…	…	SE	O
배신한	배신하+ㄴ	VV+ETM	O
_	_	_	O
男	男	SH	O
에	에	JKB	O
_	_	_	O
경고	경고	NNG	O
_	_	_	O
메시지	메시지	NNG	O
_	_	_	O
“	“	SS	O
네	네	NP	O
가	가	JKS	O
_	_	_	O
날	나+ㄹ	NP+JKO	O
_	_	_	O
걱정해	걱정하+여	VV+EF	O
?	?	SF	O
_	_	_	O
눈물	눈물	NNG	O
_	_	_	O
나	나	VV	O
는	는	ETM	O
_	_	_	O
척	척	NNB	O
”	”	SS	O
소녀	소녀	NNG	B-ORG
시대	시대	NNG	I-ORG
가	가	JKS	O
_	_	_	O
정규	정규	NNG	O
_	_	_	O
5	5	SN	B-NOH
집	집	NNB	I-NOH
_	_	_	O
앨범	앨범	NNG	O
의	의	JKG	O
_	_	_	O
두	두	MM	O
_	_	_	O
번째	번째	NNB	O
_	_	_	O
타이틀	타이틀	NNG	O
곡	곡	XSN	O
_	_	_	O
‘	‘	SS	O
You	You	SL	B-POH
_	_	_	I-POH
Think	Think	SL	I-POH
(	(	SS	O
유	유	NNP	B-POH
_	_	_	I-POH
띵	띵	MAG	I-POH
크	크	VA	I-POH
)	)	SS	O
’	’	SS	O
를	를	JKO	O
_	_	_	O
공개	공개하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 14
## 19일 오전 0시 소녀시대는 정규 5집의 두 번째 타이틀곡 ‘You Think(유 띵크)’를 비롯한 신곡 6곡을 발표했다.
## <19일:DAT> <오전 0시:TIM> <소녀시대:ORG>는 정규 <5집:NOH>의 두 번째 타이틀곡 ‘<You Think:POH>(<유 띵크:POH>)’를 비롯한 신곡 <6곡:NOH>을 발표했다.
19	19	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
오전	오전	NNG	B-TIM
_	_	_	I-TIM
0	0	SN	I-TIM
시	시	NNB	I-TIM
_	_	_	O
소녀	소녀	NNG	B-ORG
시대	시대	NNG	I-ORG
는	는	JX	O
_	_	_	O
정규	정규	NNG	O
_	_	_	O
5	5	SN	B-NOH
집	집	NNG	I-NOH
의	의	JKG	O
_	_	_	O
두	두	MM	O
_	_	_	O
번째	번째	NNB	O
_	_	_	O
타이틀	타이틀	NNG	O
곡	곡	XSN	O
_	_	_	O
‘	‘	SS	O
You	You	SL	B-POH
_	_	_	I-POH
Think	Think	SL	I-POH
(	(	SS	O
유	유	NNP	B-POH
_	_	_	I-POH
띵	띵	MAG	I-POH
크	크	VA	I-POH
)	)	SS	O
’	’	SS	O
를	를	JKO	O
_	_	_	O
비롯한	비롯하+ㄴ	VV+ETM	O
_	_	_	O
신곡	신곡	NNP	O
_	_	_	O
6	6	SN	B-NOH
곡	곡	NNG	I-NOH
을	을	JKO	O
_	_	_	O
발표	발표하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 15
## 그는 최근 파리 현지에서 본사 기자와 직접 만나 『이를 위해 북한을 5번 방문했었다』며 『북한의 항구를 떠난 화물선이 동해상에서 기관고장을 일으켜 부산항에 긴급피난을 요청한 다음 이곳에서 미사일 세트 일부를 극비리에 내려 놓고 떠나는 방식으로 일을 처리하려 했다』고 까지 주장하고 있다.
## 그는 최근 <파리:LOC> 현지에서 본사 기자와 직접 만나 『이를 위해 <북한:ORG>을 <5번:NOH> 방문했었다』며 『<북한:ORG>의 항구를 떠난 화물선이 <동해:LOC>상에서 기관고장을 일으켜 <부산항:LOC>에 긴급피난을 요청한 다음 이곳에서 미사일 세트 일부를 극비리에 내려 놓고 떠나는 방식으로 일을 처리하려 했다』고 까지 주장하고 있다.
그	그	NP	O
는	는	JX	O
_	_	_	O
최근	최근	NNG	O
_	_	_	O
파리	파리	NNP	B-LOC
_	_	_	O
현지	현지	NNG	O
에서	에서	JKB	O
_	_	_	O
본사	본사	NNG	O
_	_	_	O
기자	기자	NNG	O
와	와	JKB	O
_	_	_	O
직접	직접	MAG	O
_	_	_	O
만나	만나+아	VV+EC	O
_	_	_	O
『	『	SS	O
이	이	NP	O
를	를	JKO	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
북한	북한	NNP	B-ORG
을	을	JKO	O
_	_	_	O
5	5	SN	B-NOH
번	번	NNB	I-NOH
_	_	_	O
방문	방문하	VV	O
했었	였었	EP	O
다	다	EF	O
』	』	SS	O
며	며	EC	O
_	_	_	O
『	『	SS	O
북한	북한	NNP	B-ORG
의	의	JKG	O
_	_	_	O
항구	항구	NNG	O
를	를	JKO	O
_	_	_	O
떠난	떠나+ㄴ	VV+ETM	O
_	_	_	O
화물선	화물선	NNG	O
이	이	JKS	O
_	_	_	O
동해	동해	NNG	B-LOC
상	상	XSN	O
에서	에서	JKB	O
_	_	_	O
기관	기관	NNG	O
고장	고장	NNG	O
을	을	JKO	O
_	_	_	O
일으켜	일으키+어	VV+EC	O
_	_	_	O
부산	부산	NNP	B-LOC
항	항	NNG	I-LOC
에	에	JKB	O
_	_	_	O
긴급	긴급	NNG	O
피난	피난	NNG	O
을	을	JKO	O
_	_	_	O
요청한	요청하+ㄴ	VV+ETM	O
_	_	_	O
다음	다음	NNG	O
_	_	_	O
이곳	이곳	NP	O
에서	에서	JKB	O
_	_	_	O
미사일	미사일	NNG	O
_	_	_	O
세트	세트	NNG	O
_	_	_	O
일부	일부	NNG	O
를	를	JKO	O
_	_	_	O
극비리	극비리	NNG	O
에	에	JKB	O
_	_	_	O
내려	내리+어	VV+EC	O
_	_	_	O
놓	놓	VX	O
고	고	EC	O
_	_	_	O
떠나	떠나	VV	O
는	는	ETM	O
_	_	_	O
방식	방식	NNG	O
으로	으로	JKB	O
_	_	_	O
일	일	NNG	O
을	을	JKO	O
_	_	_	O
처리하	처리하	VV	O
려	려	EC	O
_	_	_	O
했	+였	+EP	O
다	다	EF	O
』	』	SS	O
고	고	JKQ	O
_	_	_	O
까지	까지	JX	O
_	_	_	O
주장하	주장하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

