## 1
## 마트서 3만5000원 쌀, 4만2000원에 사라는 김밥집 본사
## 마트서 <3만5000원:MNY> 쌀, <4만2000원:MNY>에 사라는 김밥집 본사
마트	마트	NNG	O
싶	싶	VX	O
다고	다고	EC	O
_	_	_	O
만들	만들	VV	O
게	게	EC	O
_	_	_	O
콘텐츠	콘텐츠	NNG	O
를	를	JKO	O
_	_	_	O
개발하	개발하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
향후	향후	NNG	O
_	_	_	O
계획	계획	NNG	O
을	을	JKO	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 4
## 1986년 ‘88서울예술단’으로 출발한 서울예술단은 그동안 공연계에서 입지가 모호했다.
## <1986년:DAT> ‘<88서울예술단:ORG>’으로 출발한 <서울예술단:ORG>은 그동안 공연계에서 입지가 모호했다.
1986	1986	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
‘	‘	SS	O
88	88	SN	B-ORG
서울예술단	서울예술단	NNP	I-ORG
’	’	SS	O
으로	으로	JKB	O
_	_	_	O
출발한	출발하+ㄴ	VV+ETM	O
_	_	_	O
서울예술단	서울예술단	NNP	B-ORG
은	은	JX	O
_	_	_	O
그동안	그동안	NNG	O
_	_	_	O
공연	공연	NNG	O
계	계	XSN	O
에서	에서	JKB	O
_	_	_	O
입지	입지	NNG	O
가	가	JKS	O
_	_	_	O
모호	모호하	VA	O
했	었	EP	O
다	다	EF	O
.	.	SF	O

## 5
## 김영세 연세대 기획실장도 “본교 기준으로 학생들이 내는 등록금 총액은 3000억 원 수준에 불과하지만 학교에서는 연간 6000억 원가량의 예산을 쓰고 있고 용도에 따라 나뉜 적립금은 장기 발전계획에 따라 써야 할 돈”이라고 말했다.
## <김영세:PER> <연세대:ORG> 기획실장도 “본교 기준으로 학생들이 내는 등록금 총액은 <3000억 원:MNY> 수준에 불과하지만 학교에서는 연간 <6000억 원:MNY>가량의 예산을 쓰고 있고 용도에 따라 나뉜 적립금은 장기 발전계획에 따라 써야 할 돈”이라고 말했다.
김영세	김영세	NNP	B-PER
_	_	_	O
연세대	연세대	NNP	B-ORG
_	_	_	O
기획	기획	NNG	O
실장	실장	NNG	O
도	도	JX	O
_	_	_	O
“	“	SS	O
본교	본교	NNG	O
_	_	_	O
기준	기준	NNG	O
으로	으로	JKB	O
_	_	_	O
학생	학생	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
내	내	VV	O
는	는	ETM	O
_	_	_	O
등록금	등록금	NNG	O
_	_	_	O
총액	총액	NNG	O
은	은	JX	O
_	_	_	O
3000	3000	SN	B-MNY
억	억	NR	I-MNY
_	_	_	I-MNY
원	원	NNB	I-MNY
_	_	_	O
수준	수준	NNG	O
에	에	JKB	O
_	_	_	O
불과하	불과하	VA	O
지만	지만	EC	O
_	_	_	O
학교	학교	NNG	O
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
연간	연간	NNG	O
_	_	_	O
6000	6000	SN	B-MNY
억	억	NR	I-MNY
_	_	_	I-MNY
원가량	원가량	NNG	O
의	의	JKG	O
_	_	_	O
예산	예산	NNG	O
을	을	JKO	O
_	_	_	O
쓰	쓰	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
고	고	EC	O
_	_	_	O
용도	용도	NNG	O
에	에	JKB	O
_	_	_	O
따	따르	VV	O
라	아	EC	O
_	_	_	O
나뉜	나뉘+ㄴ	VV+ETM	O
_	_	_	O
적립금	적립금	NNG	O
은	은	JX	O
_	_	_	O
장기	장기	NNG	O
_	_	_	O
발전	발전	NNG	O
계획	계획	NNG	O
에	에	JKB	O
_	_	_	O
따	따르	VV	O
라	아	EC	O
_	_	_	O
써야	+어야	+EC	O
_	_	_	O
할	하+ㄹ	VX+ETM	O
_	_	_	O
돈	돈	NNG	O
”	”	SS	O
이라고	이라고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 안 의원은 두 달 전 문 대표의 재신임 파문 때 혁신만 요구할 뿐 혁신위원장 제안을 받지도 않았다.
## <안:PER> 의원은 두 달 전 <문:PER> 대표의 재신임 파문 때 혁신만 요구할 뿐 혁신위원장 제안을 받지도 않았다.
안	안	NNP	B-PER
_	_	_	O
의원	의원	NNG	O
은	은	JX	O
_	_	_	O
두	두	MM	O
_	_	_	O
달	달	NNB	O
_	_	_	O
전	전	NNG	O
_	_	_	O
문	문	NNP	B-PER
_	_	_	O
대표	대표	NNG	O
의	의	JKG	O
_	_	_	O
재	재	XPN	O
신임	신임	NNG	O
_	_	_	O
파문	파문	NNG	O
_	_	_	O
때	때	NNG	O
_	_	_	O
혁신	혁신	NNG	O
만	만	JX	O
_	_	_	O
요구할	요구하+ㄹ	VV+ETM	O
_	_	_	O
뿐	뿐	NNB	O
_	_	_	O
혁신	혁신	NNG	O
위원장	위원장	NNG	O
_	_	_	O
제안	제안	NNG	O
을	을	JKO	O
_	_	_	O
받	받	VV	O
지	지	EC	O
도	도	JX	O
_	_	_	O
않	않	VX	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 리퍼트 대사는 “첫아들을 한국에서 출산했고 여러 가지로 배려해줘 고맙다”며 “둘째아이도 한국에서 낳고 싶다”는 내용의 담소를 나누고 있었다.
## <리퍼트:PER> 대사는 “첫아들을 <한국:LOC>에서 출산했고 여러 가지로 배려해줘 고맙다”며 “둘째아이도 <한국:LOC>에서 낳고 싶다”는 내용의 담소를 나누고 있었다.
리퍼트	리퍼트	NNP	B-PER
_	_	_	O
대사	대사	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
첫아들	첫아들	NNG	O
을	을	JKO	O
_	_	_	O
한국	한국	NNP	B-LOC
에서	에서	JKB	O
_	_	_	O
출산	출산하	VV	O
했	였	EP	O
고	고	EC	O
_	_	_	O
여러	여러	MM	O
_	_	_	O
가지	가지	NNB	O
로	로	JKB	O
_	_	_	O
배려해	배려하+여	VV+EC	O
줘	주+어	VX+EC	O
_	_	_	O
고맙	고맙	VA	O
다	다	EF	O
”	”	SS	O
며	며	EC	O
_	_	_	O
“	“	SS	O
둘째	둘째	NR	O
아이	아이	NNG	O
도	도	JX	O
_	_	_	O
한국	한국	NNP	B-LOC
에서	에서	JKB	O
_	_	_	O
낳	낳	VV	O
고	고	EC	O
_	_	_	O
싶	싶	VX	O
다	다	EF	O
”	”	SS	O
는	는	JX	O
_	_	_	O
내용	내용	NNG	O
의	의	JKG	O
_	_	_	O
담소	담소	NNG	O
를	를	JKO	O
_	_	_	O
나누	나누	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 지난 기에 이어 박정환 9단과 조한승 9단이 다시 마주 앉았다.
## 지난 기에 이어 <박정환:PER> <9단:NOH>과 <조한승:PER> <9단:NOH>이 다시 마주 앉았다.
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
기	기	NNG	O
에	에	JKB	O
_	_	_	O
이	잇	VV	O
어	어	EC	O
_	_	_	O
박정환	박정환	NNP	B-PER
_	_	_	O
9	9	SN	B-NOH
단	단	NNG	I-NOH
과	과	JC	O
_	_	_	O
조한승	조한승	NNP	B-PER
_	_	_	O
9	9	SN	B-NOH
단	단	NNG	I-NOH
이	이	JKS	O
_	_	_	O
다시	다시	MAG	O
_	_	_	O
마주	마주	MAG	O
_	_	_	O
앉	앉	VV	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 향후 추가 탈당이 이뤄진다면 이 그룹이 김종인 전 더불어민주당 비상대책위원회 대표, 정의화 전 국회의장, 손학규 전 민주당 고문 등과 탄핵 및 개헌을 매개로 손을 잡는 시나리오다.
## 향후 추가 탈당이 이뤄진다면 이 그룹이 <김종인:PER> 전 <더불어민주당:ORG> 비상대책위원회 대표, <정의화:PER> 전 국회의장, <손학규:PER> 전 <민주당:ORG> 고문 등과 탄핵 및 개헌을 매개로 손을 잡는 시나리오다.
향후	향후	NNG	O
_	_	_	O
추가	추가	NNG	O
_	_	_	O
탈당	탈당	NNG	O
이	이	JKS	O
_	_	_	O
이뤄진다면	이루어지+ㄴ다면	VV+EC	O
_	_	_	O
이	이	MM	O
_	_	_	O
그룹	그룹	NNG	O
이	이	JKS	O
_	_	_	O
김종인	김종인	NNP	B-PER
_	_	_	O
전	저+ㄴ	NP+JX	O
_	_	_	O
더불	더불	VV	B-ORG
어	어	EC	I-ORG
민주당	민주당	NNP	I-ORG
_	_	_	O
비상	비상	NNG	O
대책	대책	NNG	O
위원회	위원회	NNG	O
_	_	_	O
대표	대표	NNG	O
,	,	SP	O
_	_	_	O
정의화	정의화	NNP	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
국회	국회	NNG	O
의장	의장	NNG	O
,	,	SP	O
_	_	_	O
손학규	손학규	NNP	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
민주당	민주당	NNP	B-ORG
_	_	_	O
고문	고문	NNG	O
_	_	_	O
등	등	NNB	O
과	과	JC	O
_	_	_	O
탄핵	탄핵	NNG	O
_	_	_	O
및	및	MAG	O
_	_	_	O
개헌	개헌	NNG	O
을	을	JKO	O
_	_	_	O
매개	매개	NNG	O
로	로	JKB	O
_	_	_	O
손	손	NNG	O
을	을	JKO	O
_	_	_	O
잡	잡	VV	O
는	는	ETM	O
_	_	_	O
시나리오	시나리오+이	NNG+VCP	O
다	다	EF	O
.	.	SF	O

## 10
## 한 지붕 두 살림.
## <한 지붕:NOH> <두 살림:NOH>.
한	한	MM	B-NOH
_	_	_	I-NOH
지붕	지붕	NNG	I-NOH
_	_	_	O
두	두	MM	B-NOH
_	_	_	I-NOH
살림	살림	NNG	I-NOH
.	.	SF	O

## 11
## ‘힐링캠프’에 터보 김종국과 김정남이 출연했다.
## ‘<힐링캠프:POH>’에 <터보:ORG> <김종국:PER>과 <김정남:PER>이 출연했다.
‘	‘	SS	O
힐링	힐링	NNG	B-POH
캠프	캠프	NNG	I-POH
’	’	SS	O
에	에	JKB	O
_	_	_	O
터보	터보	NNG	B-ORG
_	_	_	O
김종국	김종국	NNP	B-PER
과	과	JC	O
_	_	_	O
김정남	김정남	NNP	B-PER
이	이	JKS	O
_	_	_	O
출연	출연하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 알리, ‘내가, 나에게’ 최초 무대 선보인다…SNS 셀프홍보 열중가수 알리가 음악감상회를 통해 새 앨범의 신곡을 선보일 예정이다.
## <알리:PER>, ‘<내가, 나에게:POH>’ 최초 무대 선보인다…SNS 셀프홍보 열중가수 <알리:PER>가 음악감상회를 통해 새 앨범의 신곡을 선보일 예정이다.
알리	알리	NNP	B-PER
,	,	SP	O
_	_	_	O
‘	‘	SS	O
내	내	NP	B-POH
가	가	JKS	I-POH
,	,	SP	I-POH
_	_	_	I-POH
나	나	NP	I-POH
에게	에게	JKB	I-POH
’	’	SS	O
_	_	_	O
최초	최초	NNG	O
_	_	_	O
무대	무대	NNG	O
_	_	_	O
선보인다	선보이+ㄴ다	VV+EC	O
…	…	SE	O
SNS	SNS	SL	O
_	_	_	O
셀프	셀프	NNG	O
홍보	홍보	NNG	O
_	_	_	O
열중	열중	NNG	O
가수	가수	NNG	O
_	_	_	O
알리	알리	NNP	B-PER
가	가	JKS	O
_	_	_	O
음악	음악	NNG	O
감상회	감상회	NNG	O
를	를	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
새	새	MM	O
_	_	_	O
앨범	앨범	NNG	O
의	의	JKG	O
_	_	_	O
신곡	신곡	NNG	O
을	을	JKO	O
_	_	_	O
선보일	선보이+ㄹ	VV+ETM	O
_	_	_	O
예정	예정	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 13
## 알리는 15일 자정 네 번째 미니 앨범 ‘화이트 홀(White Hole)’발매를 앞두고 오늘(14일) 서울의 한 콘서트홀에서 음악감상회를 갖는다.
## <알리:PER>는 <15일:DAT> 자정 네 번째 미니 앨범 ‘<화이트 홀:POH>(<White Hole:POH>)’발매를 앞두고 오늘(<14일:DAT>) <서울:LOC>의 한 콘서트홀에서 음악감상회를 갖는다.
알리	알리	VV	B-PER
는	는	ETM	O
_	_	_	O
15	15	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
자정	자정	NNG	O
_	_	_	O
네	네	MM	O
_	_	_	O
번째	번째	NNB	O
_	_	_	O
미니	미니	NNG	O
_	_	_	O
앨범	앨범	NNG	O
_	_	_	O
‘	‘	SS	O
화이트	화이트	NNG	B-POH
_	_	_	I-POH
홀	홀	NNG	I-POH
(	(	SS	O
White	White	SL	B-POH
_	_	_	I-POH
Hole	Hole	SL	I-POH
)	)	SS	O
’	’	SS	O
발매	발매	NNG	O
를	를	JKO	O
_	_	_	O
앞두	앞두	VV	O
고	고	EC	O
_	_	_	O
오늘	오늘	NNG	O
(	(	SS	O
14	14	SN	B-DAT
일	일	NNB	I-DAT
)	)	SS	O
_	_	_	O
서울	서울	NNP	B-LOC
의	의	JKG	O
_	_	_	O
한	한	MM	O
_	_	_	O
콘서트홀	콘서트홀	NNG	O
에서	에서	JKB	O
_	_	_	O
음악	음악	NNG	O
감상회	감상회	NNG	O
를	를	JKO	O
_	_	_	O
갖	갖	VV	O
는다	는다	EF	O
.	.	SF	O

## 14
## 알리는 이번 음악감상회를 통해 ‘내가, 나에게’를 최초로 라이브 무대로 선보이며, 앨범 수록곡에 대한 의미에 대해서도 직접 소개할 예정이다.
## <알리:PER>는 이번 음악감상회를 통해 ‘<내가, 나에게:POH>’를 최초로 라이브 무대로 선보이며, 앨범 수록곡에 대한 의미에 대해서도 직접 소개할 예정이다.
알리	알리	VV	B-PER
는	는	ETM	O
_	_	_	O
이번	이번	NNG	O
_	_	_	O
음악	음악	NNG	O
감상회	감상회	NNG	O
를	를	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
‘	‘	SS	O
내	내	NP	B-POH
가	가	JKS	I-POH
,	,	SP	I-POH
_	_	_	I-POH
나	나	NP	I-POH
에게	에게	JKB	I-POH
’	’	SS	O
를	를	JKO	O
_	_	_	O
최초	최초	NNG	O
로	로	JKB	O
_	_	_	O
라이브	라이브	NNG	O
_	_	_	O
무대	무대	NNG	O
로	로	JKB	O
_	_	_	O
선보이	선보이	VV	O
며	며	EC	O
,	,	SP	O
_	_	_	O
앨범	앨범	NNG	O
_	_	_	O
수록	수록	NNG	O
곡	곡	NNG	O
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
의미	의미	NNG	O
에	에	JKB	O
_	_	_	O
대해서	대하+여서	VV+EC	O
도	도	JX	O
_	_	_	O
직접	직접	MAG	O
_	_	_	O
소개할	소개하+ㄹ	VV+ETM	O
_	_	_	O
예정	예정	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

