## 1
## 가드로서 성공하겠다는 의지가 강하게 느껴졌다”고 이대성을 칭찬했다.
## 가드로서 성공하겠다는 의지가 강하게 느껴졌다”고 <이대성:PER>을 칭찬했다.
가드	가드	NNG	O
.	.	SF	O

## 6
## 이코노미스트는 이런 복수심이 ‘과잉 보상’ 형태로 나타나기도 한다고 전했다.
## <이코노미스트:PER>는 이런 복수심이 ‘과잉 보상’ 형태로 나타나기도 한다고 전했다.
이코노미스트	이코노미스트	NNP	B-PER
는	는	JX	O
_	_	_	O
이런	이런	MM	O
_	_	_	O
복수심	복수심	NNG	O
이	이	JKS	O
_	_	_	O
‘	‘	SS	O
과잉	과잉	NNG	O
_	_	_	O
보상	보상	NNG	O
’	’	SS	O
_	_	_	O
형태	형태	NNG	O
로	로	JKB	O
_	_	_	O
나타나	나타나	VV	O
기	기	ETN	O
도	도	JX	O
_	_	_	O
한다고	하+ㄴ다고	VX+EC	O
_	_	_	O
전	전하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 엔씨소프트는 2016년을 리니지 IP 확장 원년의 해로 준비하고 있다.
## <엔씨소프트는:ORG> <2016년:DAT>을 <리니지:POH> IP 확장 원년의 해로 준비하고 있다.
엔씨소프트	엔씨소프트	NNP	B-ORG
는	는	JX	I-ORG
_	_	_	O
2016	2016	SN	B-DAT
년	년	NNB	I-DAT
을	을	JKO	O
_	_	_	O
리니지	리니지	NNP	B-POH
_	_	_	O
IP	IP	SL	O
_	_	_	O
확장	확장	NNG	O
_	_	_	O
원년	원년	NNG	O
의	의	JKG	O
_	_	_	O
해	해	NNG	O
로	로	JKB	O
_	_	_	O
준비하	준비하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 8
## 한국통신주식 공개입찰 마지막날인 10일 국민은행 각 영업점에는 고객들이 한꺼번에 몰려드는 바람에 큰 혼잡을 빚었다.
## <한국통신주:ORG>식 공개입찰 마지막날인 <10일:DAT> <국민은행:ORG> 각 영업점에는 고객들이 한꺼번에 몰려드는 바람에 큰 혼잡을 빚었다.
한국통신	한국통신	NNP	B-ORG
주식	주식	NNG	O
_	_	_	O
공개	공개	NNG	O
입찰	입찰	NNG	O
_	_	_	O
마지막	마지막	NNG	O
날	날	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
10	10	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
국민	국민	NNG	B-ORG
은행	은행	NNG	I-ORG
_	_	_	O
각	각	MM	O
_	_	_	O
영업	영업	NNG	O
점	점	XSN	O
에	에	JKB	O
는	는	JX	O
_	_	_	O
고객	고객	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
한꺼번에	한꺼번에	MAG	O
_	_	_	O
몰려드	몰려들	VV	O
는	는	ETM	O
_	_	_	O
바람	바람	NNB	O
에	에	JKB	O
_	_	_	O
큰	크+ㄴ	VA+ETM	O
_	_	_	O
혼잡	혼잡	NNG	O
을	을	JKO	O
_	_	_	O
빚	빚	VV	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 강원랜드 함승희 대표가 도박, 스마트폰, 인터넷, 게임, 쇼핑 등 비약물 행위중독의 폐혜를 알리고 이를 예방하고 치유하기 위한 활동에 적극적으로 나서겠다고 밝혔다.
## <강원랜드:ORG> <함승희:PER> 대표가 도박, 스마트폰, 인터넷, 게임, 쇼핑 등 비약물 행위중독의 폐혜를 알리고 이를 예방하고 치유하기 위한 활동에 적극적으로 나서겠다고 밝혔다.
강원랜드	강원랜드	NNP	B-ORG
_	_	_	O
함승희	함승희	NNP	B-PER
_	_	_	O
대표	대표	NNG	O
가	가	JKS	O
_	_	_	O
도박	도박	NNG	O
,	,	SP	O
_	_	_	O
스마트	스마트	NNG	O
폰	폰	NNG	O
,	,	SP	O
_	_	_	O
인터넷	인터넷	NNG	O
,	,	SP	O
_	_	_	O
게임	게임	NNG	O
,	,	SP	O
_	_	_	O
쇼핑	쇼핑	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
비	비	XPN	O
약물	약물	NNG	O
_	_	_	O
행위	행위	NNG	O
중독	중독	NNG	O
의	의	JKG	O
_	_	_	O
폐	폐	NNG	O
혜	혜	NNG	O
를	를	JKO	O
_	_	_	O
알리	알리	VV	O
고	고	EC	O
_	_	_	O
이	이	NP	O
를	를	JKO	O
_	_	_	O
예방하	예방하	VV	O
고	고	EC	O
_	_	_	O
치유하	치유하	VV	O
기	기	ETN	O
_	_	_	O
위한	위하+ㄴ	VV+ETM	O
_	_	_	O
활동	활동	NNG	O
에	에	JKB	O
_	_	_	O
적극적	적극적	NNG	O
으로	으로	JKB	O
_	_	_	O
나서	나서	VV	O
겠	겠	EP	O
다고	다고	EC	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 활짝 열리는 도어와 높은 좌석 덕분에 문을 열고 착석하기가 편안하며 독일 AGR 인증을 받은 인체공학적인 설계의 14단계 조절 방식의 에르고액티브(ergo Active)시트는 전자식 4단 요추지지대와 마사지 기능 등을 포함했다.
## 활짝 열리는 도어와 높은 좌석 덕분에 문을 열고 착석하기가 편안하며 <독일 AGR 인증:POH>을 받은 인체공학적인 설계의 <14단계:NOH> 조절 방식의 에르고액티브(ergo Active)시트는 전자식 <4단:NOH> 요추지지대와 마사지 기능 등을 포함했다.
활짝	활짝	MAG	O
_	_	_	O
열리	열리	VV	O
는	는	ETM	O
_	_	_	O
도어	도어	NNP	O
와	와	JC	O
_	_	_	O
높	높	VA	O
은	은	ETM	O
_	_	_	O
좌석	좌석	NNG	O
_	_	_	O
덕분	덕분	NNG	O
에	에	JKB	O
_	_	_	O
문	문	NNG	O
을	을	JKO	O
_	_	_	O
열	열	VV	O
고	고	EC	O
_	_	_	O
착석하	착석하	VV	O
기	기	ETN	O
가	가	JKS	O
_	_	_	O
편안하	편안하	VA	O
며	며	EC	O
_	_	_	O
독일	독일	NNP	B-POH
_	_	_	I-POH
AGR	AGR	SL	I-POH
_	_	_	I-POH
인증	인증	NNG	I-POH
을	을	JKO	O
_	_	_	O
받	받	VV	O
은	은	ETM	O
_	_	_	O
인체	인체	NNG	O
공학	공학	NNG	O
적	적	XSN	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
설계	설계	NNG	O
의	의	JKG	O
_	_	_	O
14	14	SN	B-NOH
단계	단계	NNG	I-NOH
_	_	_	O
조절	조절	NNG	O
_	_	_	O
방식	방식	NNG	O
의	의	JKG	O
_	_	_	O
에르고	에르고	NNP	O
액티브	액티브	NNG	O
(	(	SS	O
ergo	ergo	SL	O
_	_	_	O
Active	Active	SL	O
)	)	SS	O
시트	시트	NNG	O
는	는	JX	O
_	_	_	O
전자	전자	NNG	O
식	식	XSN	O
_	_	_	O
4	4	SN	B-NOH
단	단	NNG	I-NOH
_	_	_	O
요추	요추	NNG	O
지지대	지지대	NNG	O
와	와	JC	O
_	_	_	O
마사지	마사지	NNG	O
_	_	_	O
기능	기능	NNG	O
_	_	_	O
등	등	NNB	O
을	을	JKO	O
_	_	_	O
포함	포함하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 메르스 사태가 잦아든 데는 공포를 무릅쓰고 헌신한 의료진의 공이 크다.
## <메르스:POH> 사태가 잦아든 데는 공포를 무릅쓰고 헌신한 의료진의 공이 크다.
메르스	메르스	NNG	B-POH
_	_	_	O
사태	사태	NNG	O
가	가	JKS	O
_	_	_	O
잦아든	잦아들+ㄴ	VV+ETM	O
_	_	_	O
데	데	NNB	O
는	는	JX	O
_	_	_	O
공포	공포	NNG	O
를	를	JKO	O
_	_	_	O
무릅쓰	무릅쓰	VV	O
고	고	EC	O
_	_	_	O
헌신한	헌신하+ㄴ	VV+ETM	O
_	_	_	O
의료진	의료진	NNG	O
의	의	JKG	O
_	_	_	O
공	공	NNG	O
이	이	JKS	O
_	_	_	O
크	크	VA	O
다	다	EF	O
.	.	SF	O

## 12
## 2013년 ‘잭 리처’의 이번 후속편은 군인 출신의 탐정 잭 리처가 음모를 파헤치는 이야기. 톰 크루즈는 “잭 리처는 영웅적인 인물”이라며 “액션, 이야기, 캐릭터에서 나의 또 다른 시리즈 ‘미션 임파서블’과 다르다”고 자신했다.
## <2013년:DAT> ‘<잭 리처:POH>’의 이번 후속편은 군인 출신의 탐정 <잭 리처:POH>가 음모를 파헤치는 이야기. <톰 크루즈:PER>는 “<잭 리처:POH>는 영웅적인 인물”이라며 “액션, 이야기, 캐릭터에서 나의 또 다른 <시리:POH>즈 ‘<미션 임파서블:POH>’과 다르다”고 자신했다.
2013	2013	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
‘	‘	SS	O
잭	잭	NNP	B-POH
_	_	_	I-POH
리처	리처	NNP	I-POH
’	’	SS	O
의	의	JKG	O
_	_	_	O
이번	이번	NNG	O
_	_	_	O
후속	후속	NNG	O
편	편	NNB	O
은	은	JX	O
_	_	_	O
군인	군인	NNG	O
_	_	_	O
출신	출신	NNG	O
의	의	JKG	O
_	_	_	O
탐정	탐정	NNG	O
_	_	_	O
잭	잭	NNP	B-POH
_	_	_	I-POH
리처	리처	NNP	I-POH
가	가	JKS	O
_	_	_	O
음모	음모	NNG	O
를	를	JKO	O
_	_	_	O
파헤치	파헤치	VV	O
는	는	ETM	O
_	_	_	O
이야기	이야기	NNG	O
.	.	SF	O
_	_	_	O
톰	톰	NNP	B-PER
_	_	_	I-PER
크루즈	크루즈	NNG	I-PER
는	는	JX	O
_	_	_	O
“	“	SS	O
잭	잭	NNP	B-POH
_	_	_	I-POH
리처	리처	NNP	I-POH
는	는	JX	O
_	_	_	O
영웅적	영웅적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
인물	인물	NNG	O
”	”	SS	O
이	이	VCP	O
라며	라며	EC	O
_	_	_	O
“	“	SS	O
액션	액션	NNG	O
,	,	SP	O
_	_	_	O
이야기	이야기	NNG	O
,	,	SP	O
_	_	_	O
캐릭터	캐릭터	NNG	O
에서	에서	JKB	O
_	_	_	O
나	나	NP	O
의	의	JKG	O
_	_	_	O
또	또	MAG	O
_	_	_	O
다른	다른	MM	O
_	_	_	O
시리즈	시리즈	NNG	O
_	_	_	O
‘	‘	SS	O
미션	미션	NNG	B-POH
_	_	_	I-POH
임파서블	임파서블	NNG	I-POH
’	’	SS	O
과	과	JKB	O
_	_	_	O
다르	다르	VA	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
자신	자신하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 1348년 클레멘스 6세의 명령으로 지어진 성벽 사이사이엔 침략해오는 적을 향해 활을 쏘고 돌 포탄을 날릴 수 있는 공간들이 곳곳에 존재한다.
## <1348년:DAT> <클레멘스 6세:PER>의 명령으로 지어진 성벽 사이사이엔 침략해오는 적을 향해 활을 쏘고 돌 포탄을 날릴 수 있는 공간들이 곳곳에 존재한다.
1348	1348	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
클레멘스	클레멘스	NNP	B-PER
_	_	_	I-PER
6	6	SN	I-PER
세	세	NNB	I-PER
의	의	JKG	O
_	_	_	O
명령	명령	NNG	O
으로	으로	JKB	O
_	_	_	O
지	짓	VV	O
어	어	EC	O
진	지+ㄴ	VX+ETM	O
_	_	_	O
성벽	성벽	NNG	O
_	_	_	O
사이	사이	NNG	O
사이	사이	NNG	O
엔	에+ㄴ	JKB+JX	O
_	_	_	O
침략해	침략하+어	VV+EC	O
오	오	VX	O
는	는	ETM	O
_	_	_	O
적	적	NNG	O
을	을	JKO	O
_	_	_	O
향해	향하+여	VV+EC	O
_	_	_	O
활	활	NNG	O
을	을	JKO	O
_	_	_	O
쏘	쏘	VV	O
고	고	EC	O
_	_	_	O
돌	돌	NNG	O
_	_	_	O
포탄	포탄	NNG	O
을	을	JKO	O
_	_	_	O
날릴	날리+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
공간	공간	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
곳곳	곳곳	NNG	O
에	에	JKB	O
_	_	_	O
존재한다	존재하+ㄴ다	VV+EF	O
.	.	SF	O

