## 1
## 인천 북구청에 이어 남구청과 동구청에서도 가짜영수증이 발견됐다.
## <인천 북구청:LOC>에 이어 <남구청:LOC>과 <동구청:LOC>에서도 가짜영수증이 발견됐다.
인천	인천	NNP	B-LOC
## 수사에 나선 <전남 나주경찰서:ORG>는 영아 시신이 수건과 검정색 체육복에 싸여있는 것을 확인했다.
수사	수사	NNG	O
에	에	JKB	O
_	_	_	O
나선	나서+ㄴ	VV+ETM	O
_	_	_	O
전남	전남	NNP	B-ORG
_	_	_	I-ORG
나주	나주	NNP	I-ORG
경찰서	경찰서	NNG	I-ORG
는	는	JX	O
_	_	_	O
영아	영아	NNG	O
_	_	_	O
시신	시신	NNG	O
이	이	JKS	O
_	_	_	O
수건	수건	NNG	O
과	과	JC	O
_	_	_	O
검정	검정	NNG	O
색	색	NNG	O
_	_	_	O
체육복	체육복	NNG	O
에	에	JKB	O
_	_	_	O
싸	싸이	VV	O
여	어	EC	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
것	것	NNB	O
을	을	JKO	O
_	_	_	O
확인	확인하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 6
## ―한국에 처음 오셨지요.
## ―<한국:LOC>에 처음 오셨지요.
―	―	SS	O
한국	한국	NNP	B-LOC
에	에	JKB	O
_	_	_	O
처음	처음	NNG	O
_	_	_	O
오	오+시	VV+EP	O
셨	었	EP	O
지요	지요	EF	O
.	.	SF	O

## 7
## 외교부는 어제 위안부 피해자 할머니들이 살고 있는 서울 마포구 한국정신대문제대책협의회 쉼터와 경기 광주 나눔의 집에 각각 1, 2차관을 보내 경위를 설명했지만 “어느 나라 외교부냐”는 거센 비판만 들었다.
## <외교부:ORG>는 어제 <위안부:ORG> 피해자 할머니들이 살고 있는 <서울 마포구:LOC> <한국정신대문제대책협의회:ORG> 쉼터와 <경기 광주:LOC> 나눔의 집에 각각 <1:NOH>, <2차관:NOH>을 보내 경위를 설명했지만 “어느 나라 <외교부:ORG>냐”는 거센 비판만 들었다.
외교	외교	NNG	B-ORG
부	부	XSN	I-ORG
는	는	JX	O
_	_	_	O
어제	어제	NNG	O
_	_	_	O
위안부	위안부	NNG	B-ORG
_	_	_	O
피해자	피해자	NNG	O
_	_	_	O
할머니	할머니	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
살	살	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
서울	서울	NNP	B-LOC
_	_	_	I-LOC
마포구	마포구	NNP	I-LOC
_	_	_	O
한국정신대문제대책협의회	한국정신대문제대책협의회	NNP	B-ORG
_	_	_	O
쉼터	쉼터	NNG	O
와	와	JC	O
_	_	_	O
경기	경기	NNP	B-LOC
_	_	_	I-LOC
광주	광주	NNP	I-LOC
_	_	_	O
나눔	나누+ㅁ	VV+ETN	O
의	의	JKG	O
_	_	_	O
집	집	NNG	O
에	에	JKB	O
_	_	_	O
각각	각각	MAG	O
_	_	_	O
1	1	SN	B-NOH
,	,	SP	O
_	_	_	O
2	2	SN	B-NOH
차관	차관	NNG	I-NOH
을	을	JKO	O
_	_	_	O
보내	보내+어	VV+EC	O
_	_	_	O
경위	경위	NNG	O
를	를	JKO	O
_	_	_	O
설명	설명하	VV	O
했	었	EP	O
지만	지만	EC	O
_	_	_	O
“	“	SS	O
어느	어느	MM	O
_	_	_	O
나라	나라	NNG	O
_	_	_	O
외교	외교	NNG	B-ORG
부	부+이	XSN+VCP	I-ORG
냐	냐	EF	O
”	”	SS	O
는	는	JX	O
_	_	_	O
거센	거세+ㄴ	VA+ETM	O
_	_	_	O
비판	비판	NNG	O
만	만	JX	O
_	_	_	O
들	들	VV	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 나연은 "정연이 잘 돌아왔다.
## <나연:PER>은 "<정연:PER>이 잘 돌아왔다.
나연	나연	NNP	B-PER
은	은	JX	O
_	_	_	O
"	"	SS	O
정연	정연	NNP	B-PER
이	이	JKS	O
_	_	_	O
잘	잘	MAG	O
_	_	_	O
돌아	돌아오	VV	O
왔	았	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 과천 국립현대미술관 ‘김봉태전’
## <과천:LOC> <국립현대미술관:ORG> ‘<김봉태전:POH>’
과천	과천	NNP	B-LOC
_	_	_	O
국립현대미술관	국립현대미술관	NNP	B-ORG
_	_	_	O
‘	‘	SS	O
김봉태	김봉태	NNP	B-POH
전	전	NNP	I-POH
’	’	SS	O

## 10
## 그의 성공을 지켜본 퀴라소 아이들은 야구를 통해 아메리칸 드림을 꿈꾸고 있다.
## 그의 성공을 지켜본 <퀴라소:LOC> 아이들은 야구를 통해 아메리칸 드림을 꿈꾸고 있다.
그	그	NP	O
의	의	JKG	O
_	_	_	O
성공	성공	NNG	O
을	을	JKO	O
_	_	_	O
지켜본	지켜보+ㄴ	VV+ETM	O
_	_	_	O
퀴	퀴	NNP	B-LOC
라소	라소	NNP	I-LOC
_	_	_	O
아이	아이	NNG	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
야구	야구	NNG	O
를	를	JKO	O
_	_	_	O
통해	통하+여	VV+EC	O
_	_	_	O
아메리칸	아메리칸	NNG	O
_	_	_	O
드림	드림	NNG	O
을	을	JKO	O
_	_	_	O
꿈꾸	꿈꾸	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
.	.	SF	O

## 11
## 하지만 중·일 사이에 부는 훈풍을 기자는 지난 20일 중국 본토에서 이미 체감했다.
## 하지만 <중·일:ORG> 사이에 부는 훈풍을 기자는 지난 <20일:DAT> <중국:ORG> 본토에서 이미 체감했다.
하지만	하지만	MAJ	O
_	_	_	O
중	중	NNG	B-ORG
·	·	SP	I-ORG
일	일	NNP	I-ORG
_	_	_	O
사이	사이	NNG	O
에	에	JKB	O
_	_	_	O
부	불	VV	O
는	는	ETM	O
_	_	_	O
훈풍	훈풍	NNG	O
을	을	JKO	O
_	_	_	O
기자	기자	NNG	O
는	는	JX	O
_	_	_	O
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
20	20	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
중국	중국	NNP	B-ORG
_	_	_	O
본토	본토	NNG	O
에서	에서	JKB	O
_	_	_	O
이미	이미	MAG	O
_	_	_	O
체감	체감하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 명수비수 출신답게 최 감독은 ‘무실점’을 항상 강조했다.
## 명수비수 출신답게 <최:PER> 감독은 ‘무실점’을 항상 강조했다.
명	명	NNG	O
수비수	수비수	NNG	O
_	_	_	O
출신	출신	NNG	O
답	답	XSA	O
게	게	EC	O
_	_	_	O
최	최	NNP	B-PER
_	_	_	O
감독	감독	NNG	O
은	은	JX	O
_	_	_	O
‘	‘	SS	O
무실점	무실점	NNG	O
’	’	SS	O
을	을	JKO	O
_	_	_	O
항상	항상	MAG	O
_	_	_	O
강조	강조하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 그렇다면 하늘을 나는 자동차의 가격은 과연 얼마일까?외신들은 "처음엔 부유층을 대상으로 한 2인승 모델인 만큼 10만 달러가 될 것으로 보인다"고 전했다.
## 그렇다면 하늘을 나는 자동차의 가격은 과연 얼마일까?외신들은 "처음엔 부유층을 대상으로 한 <2인승:NOH> 모델인 만큼 <10만 달러:MNY>가 될 것으로 보인다"고 전했다.
그렇	그렇	VA	O
다면	다면	EC	O
_	_	_	O
하늘	하늘	NNG	O
을	을	JKO	O
_	_	_	O
나	날	VV	O
는	는	ETM	O
_	_	_	O
자동차	자동차	NNG	O
의	의	JKG	O
_	_	_	O
가격	가격	NNG	O
은	은	JX	O
_	_	_	O
과연	과연	MAG	O
_	_	_	O
얼마	얼마	NNG	O
일까	이+ㄹ까	VCP+EF	O
?	?	SF	O
외신	외신	NNG	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
"	"	SS	O
처음	처음	NNG	O
엔	에+ㄴ	JKB+JX	O
_	_	_	O
부유층	부유층	NNG	O
을	을	JKO	O
_	_	_	O
대상	대상	NNG	O
으로	으로	JKB	O
_	_	_	O
한	하+ㄴ	VV+ETM	O
_	_	_	O
2	2	SN	B-NOH
인	인	NNG	I-NOH
승	승	NNB	I-NOH
_	_	_	O
모델	모델	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
만큼	만큼	NNB	O
_	_	_	O
10	10	SN	B-MNY
만	만	NR	I-MNY
_	_	_	I-MNY
달러	달러	NNB	I-MNY
가	가	JKC	O
_	_	_	O
될	되+ㄹ	VV+ETM	O
_	_	_	O
것	것	NNB	O
으로	으로	JKB	O
_	_	_	O
보인다	보이+ㄴ다	VV+EF	O
"	"	SS	O
고	고	JKQ	O
_	_	_	O
전	전하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

