## 1
## 일본은 49.1로 지난해 순위 27위를 유지했다.
## <일본:ORG>은 <49.1:NOH>로 지난해 순위 <27위:NOH>를 유지했다.
일본	일본	NNP	B-ORG
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
는	는	ETM	O
_	_	_	O
IT	IT	SL	O
·	·	SP	O
모바일	모바일	NNG	O
_	_	_	O
기술	기술	NNG	O
과	과	JC	O
_	_	_	O
각종	각종	NNG	O
_	_	_	O
부품	부품	NNG	O
사업	사업	NNG	O
을	을	JKO	O
_	_	_	O
보유하	보유하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
지만	지만	EC	O
_	_	_	O
전장	전장	NNG	O
사업	사업	NNG	O
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
노하우	노하우	NNG	O
,	,	SP	O
_	_	_	O
고객	고객	NNG	O
_	_	_	O
관계	관계	NNG	O
,	,	SP	O
_	_	_	O
프로세스	프로세스	NNG	O
_	_	_	O
등	등	NNB	O
의	의	JKG	O
_	_	_	O
역량	역량	NNG	O
은	은	JX	O
_	_	_	O
부족한	부족하+ㄴ	VA+ETM	O
_	_	_	O
편	편	NNB	O
이	이	VCP	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 5
## KCC가 소비자들이 페인트 색상을 쉽게 고를 수 있도록 안내하는 책자를 내놨다.
## <KCC:ORG>가 소비자들이 페인트 색상을 쉽게 고를 수 있도록 안내하는 책자를 내놨다.
KCC	KCC	SL	B-ORG
가	가	JKS	O
_	_	_	O
소비자	소비자	NNG	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
페인트	페인트	NNG	O
_	_	_	O
색상	색상	NNG	O
을	을	JKO	O
_	_	_	O
쉽	쉽	VA	O
게	게	EC	O
_	_	_	O
고를	고르+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
도록	도록	EC	O
_	_	_	O
안내하	안내하	VV	O
는	는	ETM	O
_	_	_	O
책자	책자	NNG	O
를	를	JKO	O
_	_	_	O
내	내놓	VV	O
놨	았	EP	O
다	다	EF	O
.	.	SF	O

## 6
## 김관진 청와대 국가안보실장은 23일 한국형 전투기(KF-X) 사업과 관련, 미국으로부터 핵심기술 이전이 안 된다는 사실을 보고받은 게 지난해 6월 이후라고 밝혔다.
## <김관진:PER> <청와대:ORG> 국가안보실장은 <23일:DAT> 한국형 전투기(<KF-X:POH>) 사업과 관련, <미국:ORG>으로부터 핵심기술 이전이 안 된다는 사실을 보고받은 게 지난해 <6월:DAT> 이후라고 밝혔다.
김관진	김관진	NNP	B-PER
_	_	_	O
청와대	청와대	NNP	B-ORG
_	_	_	O
국가	국가	NNG	O
안보	안보	NNG	O
실장	실장	NNG	O
은	은	JX	O
_	_	_	O
23	23	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
한국	한국	NNP	O
형	형	XSN	O
_	_	_	O
전투기	전투기	NNG	O
(	(	SS	O
KF	KF	SL	B-POH
-	-	SO	I-POH
X	X	SL	I-POH
)	)	SS	O
_	_	_	O
사업	사업	NNG	O
과	과	JKB	O
_	_	_	O
관련	관련	NNG	O
,	,	SP	O
_	_	_	O
미국	미국	NNP	B-ORG
으로부터	으로부터	JKB	O
_	_	_	O
핵심	핵심	NNG	O
기술	기술	NNG	O
_	_	_	O
이전	이전	NNG	O
이	이	JKC	O
_	_	_	O
안	안	MAG	O
_	_	_	O
된다는	되+ㄴ다는	VV+ETM	O
_	_	_	O
사실	사실	NNG	O
을	을	JKO	O
_	_	_	O
보고	보고	NNG	O
받	받	VV	O
은	은	ETM	O
_	_	_	O
게	것+이	NNB+JKS	O
_	_	_	O
지난해	지난해	NNG	O
_	_	_	O
6	6	SN	B-DAT
월	월	NNB	I-DAT
_	_	_	O
이후	이후+이	NNG+VCP	O
라고	라고	EC	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 의무실장은 “환자의 상태와 여건, 의료진의 선호에 따라 그 약제의 선택은 다를 수 있을 것”이라며 “청와대 의무실에서는 만약의 경우를 대비하여 응급 상황에 신속히 처치할 수 있도록 응급 약품을 상황별 세트화시켜 휴대하고 보관하고 있다”고 전했다.
## 의무실장은 “환자의 상태와 여건, 의료진의 선호에 따라 그 약제의 선택은 다를 수 있을 것”이라며 <“청와대 의무실:ORG>에서는 만약의 경우를 대비하여 응급 상황에 신속히 처치할 수 있도록 응급 약품을 상황별 세트화시켜 휴대하고 보관하고 있다”고 전했다.
의무	의무	NNG	O
실장	실장	NNG	O
은	은	JX	O
_	_	_	O
“	“	SS	O
환자	환자	NNG	O
의	의	JKG	O
_	_	_	O
상태	상태	NNG	O
와	와	JC	O
_	_	_	O
여건	여건	NNG	O
,	,	SP	O
_	_	_	O
의료진	의료진	NNG	O
의	의	JKG	O
_	_	_	O
선호	선호	NNG	O
에	에	JKB	O
_	_	_	O
따	따르	VV	O
라	아	EC	O
_	_	_	O
그	그	MM	O
_	_	_	O
약제	약제	NNG	O
의	의	JKG	O
_	_	_	O
선택	선택	NNG	O
은	은	JX	O
_	_	_	O
다를	다르+ㄹ	VA+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
을	을	ETM	O
_	_	_	O
것	것	NNB	O
”	”	SS	O
이	이	VCP	O
라며	라며	EC	O
_	_	_	O
“	“	SS	B-ORG
청와대	청와대	NNP	I-ORG
_	_	_	I-ORG
의무실	의무실	NNG	I-ORG
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
만약	만약	NNG	O
의	의	JKG	O
_	_	_	O
경우	경우	NNG	O
를	를	JKO	O
_	_	_	O
대비하	대비하	VV	O
여	여	EC	O
_	_	_	O
응급	응급	NNG	O
_	_	_	O
상황	상황	NNG	O
에	에	JKB	O
_	_	_	O
신속히	신속히	MAG	O
_	_	_	O
처치할	처치하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
도록	도록	EC	O
_	_	_	O
응급	응급	NNG	O
_	_	_	O
약품	약품	NNG	O
을	을	JKO	O
_	_	_	O
상황	상황	NNG	O
별	별	XSN	O
_	_	_	O
세트	세트	NNG	O
화	화	XSN	O
시켜	시키+어	XSV+EC	O
_	_	_	O
휴대하	휴대하	VV	O
고	고	EC	O
_	_	_	O
보관하	보관하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
전	전하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 피부미용 시술에 사용된다는 의혹을 받고 있는 리도카인에 대해선 열상 등 외상 처치시 통증감소를 위한 국소마취용이라고 밝혔다.
## 피부미용 시술에 사용된다는 의혹을 받고 있는 <리도카인:POH>에 대해선 열상 등 외상 처치시 통증감소를 위한 국소마취용이라고 밝혔다.
피부	피부	NNG	O
미용	미용	NNG	O
_	_	_	O
시술	시술	NNG	O
에	에	JKB	O
_	_	_	O
사용된다는	사용되+ㄴ다는	VV+ETM	O
_	_	_	O
의혹	의혹	NNG	O
을	을	JKO	O
_	_	_	O
받	받	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
는	는	ETM	O
_	_	_	O
리도카인	리도카인	NNG	B-POH
에	에	JKB	O
_	_	_	O
대해선	대하+여서+ㄴ	VV+EC+JX	O
_	_	_	O
열상	열상	NNG	O
_	_	_	O
등	등	NNB	O
_	_	_	O
외상	외상	NNG	O
_	_	_	O
처치	처치	NNG	O
시	시	NNB	O
_	_	_	O
통증	통증	NNG	O
감소	감소	NNG	O
를	를	JKO	O
_	_	_	O
위한	위하+ㄴ	VV+ETM	O
_	_	_	O
국소	국소	NNG	O
마취	마취	NNG	O
용	용	XSN	O
이	이	VCP	O
라고	라고	EC	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 특히 청와대 의무실장은 “리도카인은 대표적인 국소마취제”라면서 “피부미용 시술에 더 자주 사용된다는 말씀은 죄송하지만 제 소견으로는 납득하기 어려우며 의무실에서는 피부미용 시술을 할 수도 없고 능력도 없다”고 강조했다.
## 특히 <청와대:ORG> 의무실장은 “<리도카인:POH>은 대표적인 국소마취제”라면서 “피부미용 시술에 더 자주 사용된다는 말씀은 죄송하지만 제 소견으로는 납득하기 어려우며 의무실에서는 피부미용 시술을 할 수도 없고 능력도 없다”고 강조했다.
특히	특히	MAG	O
_	_	_	O
청와대	청와대	NNP	B-ORG
_	_	_	O
의무	의무	NNG	O
실장	실장	NNG	O
은	은	JX	O
_	_	_	O
“	“	SS	O
리도카인	리도카인	NNG	B-POH
은	은	JX	O
_	_	_	O
대표적	대표적	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
국소	국소	NNG	O
마취제	마취제	NNG	O
”	”+이	SS+VCP	O
라면서	라면서	EC	O
_	_	_	O
“	“	SS	O
피부	피부	NNG	O
미용	미용	NNG	O
_	_	_	O
시술	시술	NNG	O
에	에	JKB	O
_	_	_	O
더	더	MAG	O
_	_	_	O
자주	자주	MAG	O
_	_	_	O
사용된다는	사용되+ㄴ다는	VV+ETM	O
_	_	_	O
말씀	말씀	NNG	O
은	은	JX	O
_	_	_	O
죄송하	죄송하	VA	O
지만	지만	EC	O
_	_	_	O
제	저+의	NP+JKG	O
_	_	_	O
소견	소견	NNG	O
으로	으로	JKB	O
는	는	JX	O
_	_	_	O
납득하	납득하	VV	O
기	기	ETN	O
_	_	_	O
어려	어렵	VA	O
우며	으며	EC	O
_	_	_	O
의무실	의무실	NNG	O
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
피부	피부	NNG	O
미용	미용	NNG	O
_	_	_	O
시술	시술	NNG	O
을	을	JKO	O
_	_	_	O
할	하+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
도	도	JX	O
_	_	_	O
없	없	VA	O
고	고	EC	O
_	_	_	O
능력	능력	NNG	O
도	도	JX	O
_	_	_	O
없	없	VA	O
다	다	EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
강조	강조하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 10
## ● 확 달라진 디자인과 주행 감성 ‘뉴 X1’ 이름 빼고 거의 모든 것이 바뀐 뉴 X1의 가장 큰 변화 중 하나는 바로 디자인이다.
## ● 확 달라진 디자인과 주행 감성 ‘<뉴 X1:POH>’ 이름 빼고 거의 모든 것이 바뀐 <뉴 X1:POH>의 가장 큰 변화 중 <하나:NOH>는 바로 디자인이다.
●	●	SW	O
_	_	_	O
확	확	MAG	O
_	_	_	O
달라진	달라지+ㄴ	VV+ETM	O
_	_	_	O
디자인	디자인	NNG	O
과	과	JC	O
_	_	_	O
주행	주행	NNG	O
_	_	_	O
감성	감성	NNG	O
_	_	_	O
‘	‘	SS	O
뉴	뉴	NNG	B-POH
_	_	_	I-POH
X	X	SL	I-POH
1	1	SN	I-POH
’	’	SS	O
_	_	_	O
이름	이름	NNG	O
_	_	_	O
빼	빼	VV	O
고	고	EC	O
_	_	_	O
거의	거의	MAG	O
_	_	_	O
모든	모든	MM	O
_	_	_	O
것	것	NNB	O
이	이	JKS	O
_	_	_	O
바뀐	바뀌+ㄴ	VV+ETM	O
_	_	_	O
뉴	뉴	NNG	B-POH
_	_	_	I-POH
X	X	SL	I-POH
1	1	SN	I-POH
의	의	JKG	O
_	_	_	O
가장	가장	MAG	O
_	_	_	O
큰	크+ㄴ	VA+ETM	O
_	_	_	O
변화	변화	NNG	O
_	_	_	O
중	중	NNB	O
_	_	_	O
하나	하나	NNG	B-NOH
는	는	JX	O
_	_	_	O
바로	바로	MAG	O
_	_	_	O
디자인	디자인	NNG	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 11
## 이후 네티즌들은 포털사이트 등에서 소진의 학력에 대한 검색을 했고 이 과정에서 소진의 수시 합격 인터뷰 기사가 현재 제기된 의혹의 대상이 된 것이다.
## 이후 네티즌들은 포털사이트 등에서 <소진:PER>의 학력에 대한 검색을 했고 이 과정에서 <소진:PER>의 수시 합격 인터뷰 기사가 현재 제기된 의혹의 대상이 된 것이다.
이후	이후	NNG	O
_	_	_	O
네티즌	네티즌	NNG	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
포털	포털	NNG	O
사이트	사이트	NNG	O
_	_	_	O
등	등	NNB	O
에서	에서	JKB	O
_	_	_	O
소진	소진	NNP	B-PER
의	의	JKG	O
_	_	_	O
학력	학력	NNG	O
에	에	JKB	O
_	_	_	O
대한	대하+ㄴ	VV+ETM	O
_	_	_	O
검색	검색	NNG	O
을	을	JKO	O
_	_	_	O
했	+였	+EP	O
고	고	EC	O
_	_	_	O
이	이	MM	O
_	_	_	O
과정	과정	NNG	O
에서	에서	JKB	O
_	_	_	O
소진	소진	NNP	B-PER
의	의	JKG	O
_	_	_	O
수시	수시	NNG	O
_	_	_	O
합격	합격	NNG	O
_	_	_	O
인터뷰	인터뷰	NNG	O
_	_	_	O
기사	기사	NNG	O
가	가	JKS	O
_	_	_	O
현재	현재	MAG	O
_	_	_	O
제기된	제기되+ㄴ	VV+ETM	O
_	_	_	O
의혹	의혹	NNG	O
의	의	JKG	O
_	_	_	O
대상	대상	NNG	O
이	이	JKC	O
_	_	_	O
된	되+ㄴ	VV+ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
다	다	EF	O
.	.	SF	O

## 12
## 한국 중견기업의 기술을 무단 도용했다거나 기술자들과 기업을 통째로 사들였다는 소식이 끊이지 않는다.
## <한국:LOC> 중견기업의 기술을 무단 도용했다거나 기술자들과 기업을 통째로 사들였다는 소식이 끊이지 않는다.
한국	한국	NNP	B-LOC
_	_	_	O
중견	중견	NNG	O
기업	기업	NNG	O
의	의	JKG	O
_	_	_	O
기술	기술	NNG	O
을	을	JKO	O
_	_	_	O
무단	무단	NNG	O
_	_	_	O
도용	도용하	VV	O
했	였	EP	O
다	다	EC	O
거나	거나	JX	O
_	_	_	O
기술자	기술자	NNG	O
들	들	XSN	O
과	과	JC	O
_	_	_	O
기업	기업	NNG	O
을	을	JKO	O
_	_	_	O
통째	통째	NNG	O
로	로	JKB	O
_	_	_	O
사들	사들이	VV	O
였	었	EP	O
다는	다는	ETM	O
_	_	_	O
소식	소식	NNG	O
이	이	JKS	O
_	_	_	O
끊이	끊이	VV	O
지	지	EC	O
_	_	_	O
않	않	VX	O
는다	는다	EF	O
.	.	SF	O

