## 1
## LG와 NC가 펼치는 플레이오프(5전3선승제)에서 그 주인공이 가려진다.
## <LG:ORG>와 <NC:ORG>가 펼치는 플레이오프(<5전:NOH><3선승:NOH>제)에서 그 주인공이 가려진다.
LG	LG	SL	B-ORG
.	.	SF	O

## 9
## 1일부터 주식시장의 거래 시간이 30분 늘어난다.
## <1일:DAT>부터 주식시장의 거래 시간이 <30분:NOH> 늘어난다.
1	1	SN	B-DAT
일	일	NNB	I-DAT
부터	부터	JX	O
_	_	_	O
주식	주식	NNG	O
시장	시장	NNG	O
의	의	JKG	O
_	_	_	O
거래	거래	NNG	O
_	_	_	O
시간	시간	NNG	O
이	이	JKS	O
_	_	_	O
30	30	SN	B-NOH
분	분	NNB	I-NOH
_	_	_	O
늘어난다	늘어나+ㄴ다	VV+EF	O
.	.	SF	O

## 10
## 가로 1m, 세로 90㎝ 크기의 대형종이에 그린 퍼즐 빈칸에 환경과 관련된 단어들을 채워넣는 작업.
## 가로 <1m:NOH>, 세로 <90㎝:NOH> 크기의 대형종이에 그린 퍼즐 빈칸에 환경과 관련된 단어들을 채워넣는 작업.
가로	가로	NNG	O
_	_	_	O
1	1	SN	B-NOH
m	m	SL	I-NOH
,	,	SP	O
_	_	_	O
세로	세로	NNG	O
_	_	_	O
90	90	SN	B-NOH
㎝	㎝	SW	I-NOH
_	_	_	O
크기	크기	NNG	O
의	의	JKG	O
_	_	_	O
대형	대형	NNG	O
종이	종이	NNG	O
에	에	JKB	O
_	_	_	O
그린	그리+ㄴ	VV+ETM	O
_	_	_	O
퍼즐	퍼즐	NNG	O
_	_	_	O
빈칸	빈칸	NNG	O
에	에	JKB	O
_	_	_	O
환경	환경	NNG	O
과	과	JKB	O
_	_	_	O
관련된	관련되+ㄴ	VV+ETM	O
_	_	_	O
단어	단어	NNG	O
들	들	XSN	O
을	을	JKO	O
_	_	_	O
채	채우	VV	O
워	어	EC	O
넣	넣	VV	O
는	는	ETM	O
_	_	_	O
작업	작업	NNG	O
.	.	SF	O

## 11
## 한 달 사용료는 약 300만원. 사이트 초기 운영금은 ‘전주(錢主)’가 5000만원을 투자했다.
## <한 달:DUR> 사용료는 약 <300만원:MNY>. 사이트 초기 운영금은 ‘전주(錢主)’가 <5000만원:MNY>을 투자했다.
한	한	MM	B-DUR
_	_	_	I-DUR
달	달	NNB	I-DUR
_	_	_	O
사용료	사용료	NNG	O
는	는	JX	O
_	_	_	O
약	약	MM	O
_	_	_	O
300	300	SN	B-MNY
만	만	NR	I-MNY
원	원	NNB	I-MNY
.	.	SF	O
_	_	_	O
사이트	사이트	NNG	O
_	_	_	O
초기	초기	NNG	O
_	_	_	O
운영	운영	NNG	O
금	금	XSN	O
은	은	JX	O
_	_	_	O
‘	‘	SS	O
전주	전주	NNP	O
(	(	SS	O
錢主	錢主	SH	O
)	)	SS	O
’	’	SS	O
가	가	JKS	O
_	_	_	O
5000	5000	SN	B-MNY
만	만	NR	I-MNY
원	원	NNB	I-MNY
을	을	JKO	O
_	_	_	O
투자	투자하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 12
## 제작사는 “드라마를 만드는 입장에서도 마음이 편하지만은 않다”면서 “‘킬미 힐미’와 소재적인 측면에서는 겹칠 수 있으나 드라마가 진행되다 보면 각자 색깔이 다를 것이라고 생각한다”고 설명했다.
## 제작사는 “드라마를 만드는 입장에서도 마음이 편하지만은 않다”면서 “‘<킬미 힐미:POH>’와 소재적인 측면에서는 겹칠 수 있으나 드라마가 진행되다 보면 각자 색깔이 다를 것이라고 생각한다”고 설명했다.
제작사	제작사	NNG	O
는	는	JX	O
_	_	_	O
“	“	SS	O
드라마	드라마	NNG	O
를	를	JKO	O
_	_	_	O
만드	만들	VV	O
는	는	ETM	O
_	_	_	O
입장	입장	NNG	O
에서	에서	JKB	O
도	도	JX	O
_	_	_	O
마음	마음	NNG	O
이	이	JKS	O
_	_	_	O
편하	편하	VA	O
지만	지만	EC	O
은	은	JX	O
_	_	_	O
않	않	VX	O
다	다	EF	O
”	”	SS	O
면서	면서	EC	O
_	_	_	O
“	“	SS	O
‘	‘	SS	O
킬	킬	NNG	B-POH
미	미	NNG	I-POH
_	_	_	I-POH
힐	힐	NNG	I-POH
미	미	NNG	I-POH
’	’	SS	O
와	와	JKB	O
_	_	_	O
소재	소재	NNG	O
적	적	XSN	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
측면	측면	NNG	O
에서	에서	JKB	O
는	는	JX	O
_	_	_	O
겹칠	겹치+ㄹ	VV+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
으나	으나	EC	O
_	_	_	O
드라마	드라마	NNG	O
가	가	JKS	O
_	_	_	O
진행되	진행되	VV	O
다	다	EC	O
_	_	_	O
보	보	VX	O
면	면	EC	O
_	_	_	O
각자	각자	MAG	O
_	_	_	O
색깔	색깔	NNG	O
이	이	JKS	O
_	_	_	O
다를	다르+ㄹ	VA+ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
라고	라고	EC	O
_	_	_	O
생각한다	생각하+ㄴ다	VV+EF	O
”	”	SS	O
고	고	JKQ	O
_	_	_	O
설명	설명하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 13
## 전날 열린 경기에서 전북은 외국인 선수 에두와 에닝요가 후반에 연속골을 터뜨려 안방 팀 서울을 2-1로 눌렀다.
## 전날 열린 경기에서 <전북:ORG>은 외국인 선수 <에두:PER>와 <에닝요:PER>가 후반에 연속골을 터뜨려 안방 팀 <서울:ORG>을 <2-1:NOH>로 눌렀다.
전날	전날	NNG	O
_	_	_	O
열린	열리+ㄴ	VV+ETM	O
_	_	_	O
경기	경기	NNG	O
에서	에서	JKB	O
_	_	_	O
전북	전북	NNP	B-ORG
은	은	JX	O
_	_	_	O
외국인	외국인	NNG	O
_	_	_	O
선수	선수	NNG	O
_	_	_	O
에두	에두	NNG	B-PER
와	와	JC	O
_	_	_	O
에닝요	에닝요	NNG	B-PER
가	가	JKS	O
_	_	_	O
후반	후반	NNG	O
에	에	JKB	O
_	_	_	O
연속	연속	NNG	O
골	골	NNG	O
을	을	JKO	O
_	_	_	O
터뜨려	터뜨리+어	VV+EC	O
_	_	_	O
안방	안방	NNG	O
_	_	_	O
팀	팀	NNG	O
_	_	_	O
서울	서울	NNP	B-ORG
을	을	JKO	O
_	_	_	O
2	2	SN	B-NOH
-	-	SO	I-NOH
1	1	SN	I-NOH
로	로	JKB	O
_	_	_	O
눌	누르	VV	O
렀	었	EP	O
다	다	EF	O
.	.	SF	O

## 14
## 신라는 상층에 이렇게 목숨을 던지는 이들이 많았기 때문에 삼국통일을 이뤄낼 수 있었다.
## <신라:ORG>는 상층에 이렇게 목숨을 던지는 이들이 많았기 때문에 삼국통일을 이뤄낼 수 있었다.
신라	신라	NNP	B-ORG
는	는	JX	O
_	_	_	O
상층	상층	NNG	O
에	에	JKB	O
_	_	_	O
이렇	이렇	VA	O
게	게	EC	O
_	_	_	O
목숨	목숨	NNG	O
을	을	JKO	O
_	_	_	O
던지	던지	VV	O
는	는	ETM	O
_	_	_	O
이	이	NP	O
들	들	XSN	O
이	이	JKS	O
_	_	_	O
많	많	VA	O
았	았	EP	O
기	기	ETN	O
_	_	_	O
때문	때문	NNB	O
에	에	JKB	O
_	_	_	O
삼국	삼국	NNG	O
통일	통일	NNG	O
을	을	JKO	O
_	_	_	O
이뤄	이루+어	VV+EC	O
낼	내+ㄹ	VX+ETM	O
_	_	_	O
수	수	NNB	O
_	_	_	O
있	있	VA	O
었	었	EP	O
다	다	EF	O
.	.	SF	O

## 15
## 명태탕은 108위안(1만9000원), 해물파전은 78위안(1만4000원)에 팔았다.
## 명태탕은 <108위안:MNY>(<1만9000원:MNY>), 해물파전은 <78위안:MNY>(<1만4000원:MNY>)에 팔았다.
명태	명태	NNG	O
탕	탕	XSN	O
은	은	JX	O
_	_	_	O
108	108	SN	B-MNY
위안	위안	NNB	I-MNY
(	(	SS	O
1	1	SN	B-MNY
만	만	NR	I-MNY
9000	9000	SN	I-MNY
원	원	NNB	I-MNY
)	)	SS	O
,	,	SP	O
_	_	_	O
해물	해물	NNG	O
파전	파전	NNG	O
은	은	JX	O
_	_	_	O
78	78	SN	B-MNY
위안	위안	NNB	I-MNY
(	(	SS	O
1	1	SN	B-MNY
만	만	NR	I-MNY
4000	4000	SN	I-MNY
원	원	NNB	I-MNY
)	)	SS	O
에	에	JKB	O
_	_	_	O
팔	팔	VV	O
았	았	EP	O
다	다	EF	O
.	.	SF	O

