## 1
## IT서비스에 민감한 30, 40대들이 주력 소비자가 되면서 건설사들 역시 최첨단 서비스를 갖춘 아파트를 선보이고 있다.
## IT서비스에 민감한 <30:NOH>, <40대:NOH>들이 주력 소비자가 되면서 건설사들 역시 최첨단 서비스를 갖춘 아파트를 선보이고 있다.
IT	IT	SL	O
의	의	NNG	I-ORG
당	당	NNG	I-ORG
과	과	JKB	O
의	의	JKG	O
_	_	_	O
통합	통합	NNG	O
_	_	_	O
발표	발표	NNG	O
_	_	_	O
기자	기자	NNG	O
회견	회견	NNG	O
_	_	_	O
직후	직후	NNG	O
_	_	_	O
기자	기자	NNG	O
들	들	XSN	O
과	과	JKB	O
_	_	_	O
만나	만나+아	VV+EC	O
_	_	_	O
"	"	SS	O
김종인	김종인	NNP	B-PER
_	_	_	O
전	저+ㄴ	NP+JX	O
_	_	_	O
더불	더불	VV	B-ORG
어	어	EC	I-ORG
민주당	민주당	NNP	I-ORG
_	_	_	O
대표	대표	NNG	O
에게	에게	JKB	O
도	도	JX	O
_	_	_	O
통합	통합	NNG	O
을	을	JKO	O
_	_	_	O
선언한다고	선언하+ㄴ다고	VV+EC	O
_	_	_	O
미리	미리	MAG	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
"	"	SS	O
며	며	EC	O
_	_	_	O
이같이	이같이	MAG	O
_	_	_	O
밝	밝히	VV	O
혔	었	EP	O
다	다	EF	O
.	.	SF	O

## 7
## 그는 "(김 전 대표가)온다는 얘기나 이런 건 적절하지 않다"면서도 "통합이라고 하는 개혁 세력의 결집이 곧 이뤄질 것이라 기대한다"고 말했다.
## 그는 "(<김:PER> 전 대표가)온다는 얘기나 이런 건 적절하지 않다"면서도 "통합이라고 하는 개혁 세력의 결집이 곧 이뤄질 것이라 기대한다"고 말했다.
그	그	NP	O
는	는	JX	O
_	_	_	O
"	"	SS	O
(	(	SS	O
김	김	NNP	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
대표	대표	NNG	O
가	가	JKS	O
)	)	SS	O
온다는	오+ㄴ다는	VV+ETM	O
_	_	_	O
얘기	얘기	NNG	O
나	나	JC	O
_	_	_	O
이런	이런	MM	O
_	_	_	O
건	것+ㄴ	NNB+JX	O
_	_	_	O
적절하	적절하	VA	O
지	지	EC	O
_	_	_	O
않	않	VX	O
다	다	EF	O
"	"	SS	O
면서	면서	EC	O
도	도	JX	O
_	_	_	O
"	"	SS	O
통합	통합	NNG	O
이	이	VCP	O
라고	라고	EC	O
_	_	_	O
하	하	VV	O
는	는	ETM	O
_	_	_	O
개혁	개혁	NNG	O
_	_	_	O
세력	세력	NNG	O
의	의	JKG	O
_	_	_	O
결집	결집	NNG	O
이	이	JKC	O
_	_	_	O
곧	곧	MAG	O
_	_	_	O
이뤄질	이루어지+ㄹ	VV+ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
라	라	EC	O
_	_	_	O
기대한다	기대하+ㄴ다	VV+EF	O
"	"	SS	O
고	고	JKQ	O
_	_	_	O
말	말하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 8
## 하지만 김 전 대표는 이날 본회의에 참석한 뒤 '손 의장과 국민의당의 통합으로 판도에 변화가 있겠냐?'는 기자들의 질문에 "무슨 변화가 있겠냐"고 답했다.
## 하지만 <김:PER> 전 대표는 이날 본회의에 참석한 뒤 '<손:PER> 의장과 <국민의당:ORG>의 통합으로 판도에 변화가 있겠냐?'는 기자들의 질문에 "무슨 변화가 있겠냐"고 답했다.
하지만	하지만	MAJ	O
_	_	_	O
김	김	NNP	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
대표	대표	NNG	O
는	는	JX	O
_	_	_	O
이날	이날	NNG	O
_	_	_	O
본회의	본회의	NNG	O
에	에	JKB	O
_	_	_	O
참석한	참석하+ㄴ	VV+ETM	O
_	_	_	O
뒤	뒤	NNG	O
_	_	_	O
'	'	SS	O
손	손	NNG	B-PER
_	_	_	O
의장	의장	NNG	O
과	과	JC	O
_	_	_	O
국민	국민	NNG	B-ORG
의	의	NNG	I-ORG
당	당	NNG	I-ORG
의	의	JKG	O
_	_	_	O
통합	통합	NNG	O
으로	으로	JKB	O
_	_	_	O
판도	판도	NNG	O
에	에	JKB	O
_	_	_	O
변화	변화	NNG	O
가	가	JKS	O
_	_	_	O
있	있	VA	O
겠	겠	EP	O
냐	냐	EF	O
?	?	SF	O
'	'	SS	O
는	는	JX	O
_	_	_	O
기자	기자	NNG	O
들	들	XSN	O
의	의	JKG	O
_	_	_	O
질문	질문	NNG	O
에	에	JKB	O
_	_	_	O
"	"	SS	O
무슨	무슨	MM	O
_	_	_	O
변화	변화	NNG	O
가	가	JKS	O
_	_	_	O
있	있	VA	O
겠	겠	EP	O
냐	냐	EF	O
"	"	SS	O
고	고	JKQ	O
_	_	_	O
답	답하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 9
## 김 전 대표는 또 '제3지대에서 (김 전 대표가) 역할을 할 것이라는 기대가 많다'는 말에도 "자기네들끼리 한다는데 그걸 내가 뭐라고 그렇겠냐"고 시큰둥한 반응을 보였다.
## <김:PER> 전 대표는 또 '제3지대에서 (<김:PER> 전 대표가) 역할을 할 것이라는 기대가 많다'는 말에도 "자기네들끼리 한다는데 그걸 내가 뭐라고 그렇겠냐"고 시큰둥한 반응을 보였다.
김	김	NNP	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
대표	대표	NNG	O
는	는	JX	O
_	_	_	O
또	또	MAG	O
_	_	_	O
'	'	SS	O
제	제	XPN	O
3	3	SN	O
지대	지대	NNG	O
에서	에서	JKB	O
_	_	_	O
(	(	SS	O
김	김	NNP	B-PER
_	_	_	O
전	전	MM	O
_	_	_	O
대표	대표	NNG	O
가	가	JKS	O
)	)	SS	O
_	_	_	O
역할	역할	NNG	O
을	을	JKO	O
_	_	_	O
할	하+ㄹ	VV+ETM	O
_	_	_	O
것	것	NNB	O
이	이	VCP	O
라는	라는	ETM	O
_	_	_	O
기대	기대	NNG	O
가	가	JKS	O
_	_	_	O
많	많	VA	O
다	다	EF	O
'	'	SS	O
는	는	JX	O
_	_	_	O
말	말	NNG	O
에	에	JKB	O
도	도	JX	O
_	_	_	O
"	"	SS	O
자기	자기	NP	O
네	네	XSN	O
들	들	XSN	O
끼리	끼리	XSN	O
_	_	_	O
한다는	하+ㄴ다는	VV+ETM	O
데	데	NNB	O
_	_	_	O
그걸	그것+ㄹ	NP+JKO	O
_	_	_	O
내	내	NP	O
가	가	JKS	O
_	_	_	O
뭐	뭐+이	NP+VCP	O
라고	라고	EC	O
_	_	_	O
그렇	그렇	VA	O
겠	겠	EP	O
냐	냐	EF	O
"	"	SS	O
고	고	JKQ	O
_	_	_	O
시큰둥한	시큰둥하+ㄴ	VA+ETM	O
_	_	_	O
반응	반응	NNG	O
을	을	JKO	O
_	_	_	O
보	보이	VV	O
였	었	EP	O
다	다	EF	O
.	.	SF	O

## 10
## 여야 대선 주자들은 추석 연휴 동안 밥상 민심을 공략하기 위해 분주하게 움직였다.
## 여야 대선 주자들은 <추석:DAT> 연휴 동안 밥상 민심을 공략하기 위해 분주하게 움직였다.
여야	여야	NNG	O
_	_	_	O
대선	대선	NNG	O
_	_	_	O
주자	주자	NNG	O
들	들	XSN	O
은	은	JX	O
_	_	_	O
추석	추석	NNG	B-DAT
_	_	_	O
연휴	연휴	NNG	O
_	_	_	O
동안	동안	NNG	O
_	_	_	O
밥상	밥상	NNG	O
_	_	_	O
민심	민심	NNG	O
을	을	JKO	O
_	_	_	O
공략하	공략하	VV	O
기	기	ETN	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
분주하	분주하	VA	O
게	게	EC	O
_	_	_	O
움직	움직이	VV	O
였	었	EP	O
다	다	EF	O
.	.	SF	O

## 11
## 그러나 미국이 2008년 글로벌 금융위기 같은 경기침체에 빠질 확률은 낮다고 전망했다.
## 그러나 <미국:ORG>이 <2008년:DAT> 글로벌 금융위기 같은 경기침체에 빠질 확률은 낮다고 전망했다.
그러나	그러나	MAJ	O
_	_	_	O
미국	미국	NNP	B-ORG
이	이	JKS	O
_	_	_	O
2008	2008	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
글로벌	글로벌	NNG	O
_	_	_	O
금융	금융	NNG	O
위기	위기	NNG	O
_	_	_	O
같	같	VA	O
은	은	ETM	O
_	_	_	O
경기	경기	NNG	O
침체	침체	NNG	O
에	에	JKB	O
_	_	_	O
빠질	빠지+ㄹ	VV+ETM	O
_	_	_	O
확률	확률	NNG	O
은	은	JX	O
_	_	_	O
낮	낮	VA	O
다고	다고	EC	O
_	_	_	O
전망	전망하	VV	O
했	였	EP	O
다	다	EF	O
.	.	SF	O

## 12
## “바람-햇볕 덕에 전기료 80% 뚝”
## “바람-햇볕 덕에 전기료 <80%:PNT> 뚝”
“	“	SS	O
바람	바람	NNG	O
-	-	SO	O
햇볕	햇볕	NNG	O
_	_	_	O
덕	덕	NNG	O
에	에	JKB	O
_	_	_	O
전기료	전기료	NNG	O
_	_	_	O
80	80	SN	B-PNT
%	%	SW	I-PNT
_	_	_	O
뚝	뚝	MAG	O
”	”	SS	O

## 13
## 유노윤호 입대, ‘시간·장소 공개 NO 조용히 입대’ 2세대 아이돌 입대 잇따라유노윤호가 다음달 21일 입대한다.
## <유노윤호:PER> 입대, ‘시간·장소 공개 NO 조용히 입대’ <2세대:NOH> 아이돌 입대 잇따라<유노윤호:PER>가 다음달 <21일:DAT> 입대한다.
유	유	NNG	B-PER
노윤호	노윤호	NNP	I-PER
_	_	_	O
입대	입대	NNG	O
,	,	SP	O
_	_	_	O
‘	‘	SS	O
시간	시간	NNG	O
·	·	SP	O
장소	장소	NNG	O
_	_	_	O
공개	공개	NNG	O
_	_	_	O
NO	NO	SL	O
_	_	_	O
조용히	조용히	MAG	O
_	_	_	O
입대	입대	NNG	O
’	’	SS	O
_	_	_	O
2	2	SN	B-NOH
세대	세대	NNG	I-NOH
_	_	_	O
아이돌	아이돌	NNG	O
_	_	_	O
입대	입대	NNG	O
_	_	_	O
잇따	잇따르	VV	O
라유	아유	EC	B-PER
노윤호	노윤호	NNP	I-PER
가	가	JKS	O
_	_	_	O
다음	다음	NNG	O
달	달	NNG	O
_	_	_	O
21	21	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
입대한다	입대하+ㄴ다	VV+EF	O
.	.	SF	O

